ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38
2656,1764,5094,2016,1479,799,1385,1549,2760,2633,2876,3050,110,1385,1549,2633,2544,2633,2259,3378,1225,3287,2333,785,1991,2801,2544,2059,190,2544,2551,2544,1290,820,1006,2512,1141,2633,2419,190
2657,700,2375,2561,2910,2907,3453,2046,384,2655,235,1235,608,1088,249,2947,2062,2596,1555,415,1488,633,3159,2422,949,3187,2979,3364,3471,3364,2947,2999,822,2339,3115,2851,1942,2999,1384,2749
2658,3400,2473,2210,1380,1114,3156,1027,182,244,1116,1380,956,1841,3119,2805,282,1759,2805,2567,2538,2538,3002,2453,3326,54,566,2924,1759,252,420,843,1759,3348,725,2832,3018,2832,1380,3348
2659,3400,2473,2882,3304,2230,1115,3004,2190,3213,2787,1721,1022,2975,6688,2216,2190,1299,1389,2904,399,953,399,2904,477,945,442,3062,1456,399,1698,1877,1448,3359,1686,1807,1374,1807,3062,1456
2660,2584,2551,2927,449,1505,98,1320,1185,131,3280,2096,1505,98,1492,3314,2773,2773,143,2025,1505,2448,2146,369,3280,2096,2025,278,1505,1492,1881,278,903,920,1881,1798,2146,1524,866,1500
2661,3661,2473,235,3140,1114,595,1892,1379,1090,1116,3140,2613,3158,2377,795,2933,1759,2054,2077,2538,2538,2054,1317,251,1075,2474,923,3367,595,420,1407,2054,2377,1156,2613,420,2054,843,1416
2662,4853,2473,2787,2478,3504,1285,3457,975,2944,3108,1285,1108,1302,2563,1730,2956,2120,626,3447,1730,953,1267,2586,218,3457,2636,3192,585,585,2586,1285,2428,1285,2956,1746,2690,2586,1559,3457
2663,2843,2551,235,1235,2387,2799,2145,1625,3038,3316,2749,889,2540,2145,2273,2444,2291,2876,1704,1053,2458,2333,3430,914,1139,2158,3217,3185,2352,1837,2464,1464,2681,1626,1516,2599,2352,1384,1139
2664,3141,1388,1398,3008,799,1385,1473,1625,3008,1717,2571,1888,2470,494,599,2444,2633,599,3324,3019,640,1053,2435,1142,1169,2574,3324,3318,1709,2368,1142,2314,110,1053,1516,2698,1516,1991,1310
2665,1242,1795,3302,2605,1581,2035,1753,1242,2524,161,1391,2192,3075,542,1817,2774,3000,232,1678,1792,2179,2207,2708,869,3345,1547,1547,2524,2708,1607,1547,46,2157,884,2774,714,1242,2598,1928
2666,700,2473,235,728,2042,1354,1780,553,1848,3044,1721,507,2611,2476,1787,1787,896,2457,1286,507,953,3442,1408,2057,945,2853,2457,1290,3130,1698,680,2732,3359,841,1686,1598,2476,2897,2736
2667,1185,2009,3069,355,825,1981,2228,1185,1624,2876,2749,2432,839,1509,1948,2432,2432,331,24,1324,1509,2333,3384,3013,1509,1900,2218,1665,35,3481,3200,2432,1665,1010,3269,836,24,24,20
2668,3400,649,3044,3140,3222,595,1888,3145,472,3044,983,1063,1130,1888,2320,1787,1340,1265,2077,3044,1401,3442,1497,1338,1476,2176,1476,735,3374,1130,1407,2314,139,1775,1906,2599,3307,1263,1130
2669,2843,2473,2311,635,2575,595,202,182,1090,1493,3304,241,2072,2516,3326,2381,1135,2575,2045,2381,1751,3220,3326,3326,3332,490,693,13,3326,2060,3418,3328,2072,2575,693,90,2072,957,524
2670,700,2473,461,3417,1114,595,1780,1236,1090,1236,1888,2614,59,2775,3326,2933,1759,2849,1438,2765,1751,3220,3326,3326,3326,1236,2288,1759,3374,420,3059,1751,3059,1891,2288,2955,2615,2775,524
2671,32,2202,1116,3111,976,3262,409,1668,2715,543,323,1410,543,361,2236,65,3171,2086,405,37,2179,2207,2052,2862,2341,323,2890,2284,2097,405,2684,1678,926,37,2547,761,1242,2861,65
2672,700,2473,252,1049,2226,1841,7022,3145,3213,1236,1049,2717,1841,2196,1644,351,1160,2936,2196,146,407,3220,2936,2936,1018,1170,350,2211,3374,551,1407,48,177,2618,407,3018,2717,635,998
2673,3400,2473,79,1555,2125,2406,89,826,1555,2282,2847,825,4107,1472,1288,2360,2889,557,1540,1632,1319,758,3176,1059,2610,1976,942,1319,380,2847,3238,3426,609,2587,1894,112,609,3117,2749
2674,3400,2551,235,3140,3222,510,2210,3400,472,1116,1518,1575,510,3013,2320,558,3205,1546,372,2770,1177,3404,1317,251,3187,2574,510,894,1075,80,1407,822,1099,1010,2391,1010,1165,1384,3061
2675,700,2473,461,3304,2614,3406,7022,3145,90,3256,1721,3016,1841,7022,1028,2061,3256,681,2904,3256,88,86,2904,3451,3256,1170,1610,100,100,551,90,2779,86,841,1610,90,2072,3155,1946
2676,349,2551,1313,1012,2864,2406,89,1185,3051,2016,2749,653,663,3235,2273,2062,1345,1265,2071,1263,633,431,2062,2565,3368,197,525,1665,2565,2947,3200,431,2184,3115,1303,3368,2269,3117,2565
2677,700,2375,2016,2571,3504,1285,3182,3182,2995,2787,1030,1502,1958,1801,1878,975,2011,144,1016,3072,2646,2546,1728,1728,3440,2574,225,629,2100,2100,3440,978,1066,168,132,1016,3509,2646,8
2678,32,1773,3302,939,825,2066,2228,826,1090,2876,939,1741,2785,2228,67,1425,855,223,388,2228,3311,2984,1425,869,1725,2020,2356,2659,1580,1442,1321,2356,1773,2228,1173,3018,253,1033,1425
2679,700,2473,461,1721,2620,3004,3004,2283,38,2787,2478,2620,2975,2714,700,3073,2641,700,583,1512,3073,1201,2904,2614,1415,442,583,585,5734,49,700,1448,1980,1554,1473,1456,102,700,1456
2680,5206,2473,5624,2592,934,3373,134,3400,467,3359,2875,2946,3373,1923,681,601,5573,681,2990,2990,1658,601,1772,5085,856,2048,2875,1561,1214,487,1676,2742,3425,464,43,3420,1923,3359,3425
2681,3420,2473,461,2592,3515,833,2939,3459,3213,1228,419,976,970,596,2196,427,2933,2936,583,3113,73,3073,325,325,776,1999,1228,585,3461,49,73,946,3359,2592,422,2614,73,3461,2939
2682,3661,649,2107,3140,1829,3525,285,826,1090,1970,3070,1970,3525,1888,2615,2381,3517,2575,1888,1253,1751,3220,3090,3326,291,1751,2962,2659,2615,420,1407,1751,1309,1891,1894,3018,2615,1090,524
2683,1524,909,3297,998,1028,1841,7022,182,3213,3297,2142,241,1841,2516,2196,2381,3138,164,2196,2381,1751,2906,3326,2057,3133,1170,2381,2341,3461,551,3418,182,3214,841,886,3018,2450,957,65
2684,3400,1888,1119,3140,2314,2406,986,553,828,1970,2860,1634,3525,4274,3208,2933,4307,1788,1704,1634,715,3356,1724,251,986,383,196,959,3291,2847,2749,2460,3455,2800,2011,1230,2699,3051,2886
2685,700,649,2016,1235,830,1568,3076,553,2680,1906,2749,2518,1000,3076,3076,5052,2922,61,2071,3019,640,2358,1704,520,504,1315,2578,959,33,1230,1407,2460,2645,2358,1906,1016,3307,2036,1516
2686,700,2473,1260,2037,2967,978,15,3400,467,1260,2378,1575,2378,1575,2108,558,2644,2936,1286,673,2509,2509,2108,3271,945,566,852,1561,3006,487,1877,3130,3359,2509,1807,3211,56,852,852
2687,1185,2009,3069,1012,1017,839,476,2829,1624,2489,1012,2333,839,476,1948,897,444,1555,1517,2396,187,3279,734,281,1611,3170,2396,1885,685,2471,1885,2003,2481,879,734,836,897,1992,474
2688,700,2473,461,2378,2946,62,596,3113,3459,3415,3298,2473,1419,2377,1511,612,533,1858,916,3416,169,1264,2180,751,970,566,427,533,3374,551,1407,1127,169,2523,39,612,73,533,1427
2689,6153,2473,613,2592,934,2510,1974,2592,467,3359,2592,934,1212,3423,681,2948,6238,681,2756,3044,1326,3442,2087,3261,945,11,923,2930,1214,1214,1407,1672,3359,3062,245,2223,78,2596,1326
2690,700,2473,235,2910,799,371,515,1625,3038,1717,2571,326,371,515,2553,2062,2738,2273,2071,3019,2553,2158,6,2671,2191,160,196,1766,2544,1220,2544,1766,1244,2458,1516,1122,1766,118,1516
2691,212,2009,1010,2385,3465,3516,3516,2565,2909,3465,3021,3179,3516,409,845,937,3183,2745,3465,2942,2909,2484,2062,2565,3426,1900,1714,3514,2565,2371,2909,3516,2184,3115,1805,1869,2269,1185,2565
2692,32,3221,3302,2584,2192,2035,361,2861,2213,1678,315,2192,2035,361,2236,694,3363,768,2084,1831,2179,2207,2708,904,361,2284,1242,315,2708,1411,2084,884,926,884,1910,2035,1242,2861,1928
2693,3661,2473,1260,2037,2891,1302,15,3400,2791,2783,2571,2473,4173,1801,599,728,2120,2082,728,1791,640,3243,1824,2709,2791,1824,2369,1983,1709,2120,2791,3243,2028,728,1824,2740,2891,238,921
2694,3400,2473,1177,1117,2614,666,3423,826,1555,1649,1235,2637,3525,2048,681,982,1393,681,1959,3517,1401,917,2690,1129,1401,2048,2064,1604,1401,1130,90,2428,3111,2223,1906,90,3307,90,2736
2695,6,2473,461,900,2230,2975,467,3400,3213,1228,2211,2230,2975,2377,1511,2933,2211,1858,583,1603,427,1264,2690,2614,2230,566,427,585,2717,551,1407,1448,169,2479,39,1701,56,2022,1448
2696,700,2473,613,2592,2893,2893,1974,2592,1483,613,3425,2858,2893,318,681,975,2948,681,325,2948,2355,2069,1772,2948,856,3153,613,1561,613,1519,90,1146,3359,613,2287,681,73,1978,2893
2697,1524,2473,613,1093,2986,1558,722,1004,1483,2172,1093,128,1558,2734,2263,345,1471,2168,2408,2608,590,2906,1558,1558,2906,1708,3527,1558,2758,1233,2734,1558,3527,1723,2000,832,2000,451,769
2698,32,3221,3302,2605,3345,3075,1753,1876,2715,1420,548,1168,543,1753,67,3131,217,232,2665,2167,3347,2207,854,869,361,2224,1876,2247,2097,1350,1876,46,2157,1814,2665,1847,1084,361,1928
2699,1185,2551,1834,1495,2387,1981,1888,2799,1090,1970,2799,990,2799,1888,2681,287,1160,1,1149,1939,3232,3220,1012,2892,2892,2892,1,935,1107,2309,1321,935,2681,2892,25,2599,2892,2681,2837
2700,700,2473,3044,3417,1114,595,7022,182,244,1116,810,2614,59,7022,1787,2933,3138,164,2196,372,1326,2072,3016,3326,3133,566,182,39,2928,551,606,2068,2072,841,39,2955,2450,3461,3016
2701,3400,3221,5041,1975,3966,1336,2865,1617,2286,1639,1030,2042,1336,2511,7030,1724,1336,599,2697,752,640,799,1336,3966,231,6137,196,3108,5734,5334,4480,2806,3359,4793,7,3317,471,5649,896
2702,700,2473,461,1235,2614,3525,1888,3045,2680,3044,1235,608,3525,2714,2323,982,2675,1555,1229,1790,74,1056,1253,914,914,2979,1476,1606,3374,2685,3200,3086,2675,2979,245,2599,973,3117,2736
2703,3400,1994,461,2172,3209,2111,1978,310,1483,2172,1093,2771,6323,2734,2263,2408,1471,143,2408,2608,1311,2408,961,2265,3345,2408,3121,52,961,1732,2603,1558,2764,424,2168,961,424,424,1783
2704,310,2473,2172,3304,2906,1544,596,310,3213,3297,3180,2906,2906,3413,2263,2172,2263,1858,2401,2608,2000,2906,167,3348,2906,1858,1233,52,3133,1233,2906,2263,2764,2409,2000,3133,2000,167,769
2705,700,2473,3297,3304,2543,1254,1027,3045,3517,3297,1235,2614,1841,2312,2593,3022,1100,2805,2567,3044,1751,2546,1605,2627,1905,2574,923,2474,2466,420,2210,2765,420,2574,420,1016,1504,3158,343
2706,700,2473,461,2517,2946,1157,1214,3400,166,2783,1268,1801,2975,1801,2783,2933,430,2082,531,1603,2011,1264,1164,2709,430,566,1164,585,1214,2100,1709,1766,389,2223,1906,1122,363,2596,2887
2707,6,2473,461,419,2226,1841,7022,182,90,1116,810,3016,1841,7022,1028,2061,1135,2450,2904,1523,169,3055,3055,2057,3047,1166,1166,1523,3461,551,90,2779,2869,841,730,90,2450,3155,1946
2708,3400,1311,461,3417,1114,833,7022,182,3213,1236,1380,2614,1841,7022,1648,1787,1135,2507,2567,833,1751,3220,1236,1597,3477,1170,2966,3059,3374,2593,3059,2732,3059,3477,1666,3018,2966,909,1833
2709,637,649,2016,2037,799,2768,2945,1379,1860,1260,2860,830,3344,1820,2320,5052,2596,1487,2856,752,2945,2856,1217,1260,2856,2856,1260,2856,568,1260,1676,822,2339,360,1896,3439,3308,2856,2254
2710,1185,2009,2525,2605,3089,787,1320,2927,1383,1900,1093,3089,3021,256,3314,290,2185,143,3089,1316,2568,3021,1047,3089,920,1900,131,3034,131,131,2603,1900,920,2166,3485,1047,256,2359,632
2711,1524,1994,543,3189,1792,543,596,2401,3347,543,3026,1792,543,2996,2650,435,2213,232,2084,1792,2179,3345,2708,2666,3345,1708,3331,2708,2708,3398,1792,3328,992,1814,2774,761,543,2861,884
2712,700,2473,2172,3304,2347,451,2212,310,3213,2172,1093,2906,2906,3413,2263,3073,1471,1858,1858,2608,2000,2906,2150,1233,2906,1708,2695,52,576,1233,2618,2000,2764,1723,2000,961,2000,167,769
2713,3400,649,235,2385,2891,1254,2865,598,1417,3297,2212,1502,3525,1307,1693,3072,3249,2507,2401,1442,1638,3220,3297,3348,2906,2574,2646,1755,2097,1442,598,1789,1066,2793,1096,3018,1084,167,65
2714,4853,2473,445,1959,1820,1302,1473,553,3038,1717,2571,1473,1302,1473,224,837,2291,2252,2561,1730,1559,2606,2252,1220,1244,442,2561,105,1473,1220,1596,2428,1244,1106,2561,3293,2291,1516,678
2715,32,2473,552,1093,3392,1841,1978,3121,2608,2172,1093,3089,1841,1088,2263,2828,2560,143,2804,2608,1311,84,424,2265,589,1585,3121,961,1401,1247,2603,1585,589,424,2603,832,424,2534,77
2716,4853,2473,2139,1959,1148,1148,3004,4147,1608,2787,1721,1148,700,1252,700,975,2120,2082,583,399,169,2912,2930,3162,1415,2574,3317,2930,700,49,2686,1027,3359,168,1570,49,73,955,896
2717,5960,2473,1228,3291,1114,2510,1923,182,3422,1116,1403,1114,1413,2821,2631,88,673,681,1403,3061,88,1699,656,1943,856,3149,1054,100,2969,551,90,1448,2564,1342,39,1688,2498,909,1147
2718,700,2473,461,3417,1114,595,7022,1661,909,3415,3298,2614,2966,1329,419,2061,2966,2507,2196,1329,88,3220,1236,1236,1905,566,1752,1049,3374,551,3059,2966,2377,725,1629,3018,2966,843,3348
2719,700,2473,461,3417,2347,595,2836,182,244,1759,3304,2811,3525,3367,2805,2828,3517,2805,3143,1329,3332,3220,3354,296,3332,1170,3332,3367,3334,420,90,1933,2811,725,1329,1329,2072,90,1329
2720,1524,1795,1784,3140,2881,1981,2145,826,3051,1816,2749,2881,839,2145,1948,1191,358,2876,3521,1324,1509,2333,1716,3311,2997,91,2218,1665,2997,710,2876,2323,2876,3134,496,112,643,3117,3251
2721,2507,2473,613,124,1114,1841,1027,3400,3422,2114,3180,1114,1841,2832,2805,937,1135,2805,2401,3061,2820,3220,2559,3348,3332,2469,1380,1755,2805,2832,2008,1789,1909,725,2832,3018,3180,1380,23
2722,1524,2473,461,124,2820,2975,2836,2836,3213,2787,2820,1502,1841,7022,1644,351,1298,2507,583,518,2820,3220,6,1796,321,1170,1796,2211,3334,1447,518,2507,2936,725,2970,3018,1865,3400,321
2723,3472,1354,818,728,2740,978,596,2755,3213,2783,2718,3429,1419,2718,2326,2707,3195,2162,286,174,2755,165,1160,1364,2226,1170,350,2379,165,174,3333,635,139,1364,1617,1122,1766,350,165
2724,6148,2375,4892,918,986,1254,986,49,1358,207,2875,2891,2406,2312,362,975,1475,656,3291,1744,362,2912,2548,1209,856,2048,2369,2379,781,362,2686,362,3455,362,765,2686,2276,2418,2125
2725,5624,2473,613,2592,835,2893,318,49,1483,1875,2875,2858,2858,2221,2221,975,975,3305,2388,158,73,2792,2908,3201,856,2315,3267,3192,3053,49,73,590,3527,318,49,775,2000,757,840
2726,32,2473,1116,1975,934,2975,596,3435,2213,1678,1025,1792,543,596,1008,2774,1678,2774,2084,1792,2179,3345,3026,323,3345,1792,1242,596,2708,1411,1273,1678,348,3345,2774,2035,1242,2861,1008
2727,3400,1994,1970,2731,1645,1645,2582,2826,2715,1970,2715,1970,65,361,2650,65,3138,2871,2684,726,84,3220,3326,3326,2341,2649,2890,2871,2097,2060,3418,2507,2377,1936,2012,3018,1084,2890,65
2728,3400,5023,4807,3840,1581,4841,3817,6621,3984,3817,3840,4670,4841,3817,4053,4860,4617,3552,6128,6289,6997,4241,4152,6463,4431,6121,4451,4152,6141,3968,6918,5158,5546,7015,4457,610,6630,5158,6808
2729,700,2473,2172,52,3209,2893,1978,3121,3325,1140,3189,1114,2280,2714,681,1140,1224,681,6146,2528,74,3383,1140,6146,2189,979,1978,1561,3362,16,2210,186,1140,344,186,1688,186,1224,2609
2730,637,2551,235,1721,1820,1354,1820,553,2680,191,2860,3101,1000,2994,224,2219,3379,3011,307,1073,953,1079,2976,19,945,1680,196,1630,1433,551,211,2806,2645,841,2561,1598,2891,2988,1456
2731,3400,1608,2107,1655,490,493,2690,1379,1090,2068,2068,716,793,1786,896,1724,930,1542,1542,752,3174,684,403,2982,5052,2574,392,3318,2518,1698,2777,2457,2339,697,1165,1016,1542,1487,697
2732,32,3221,603,5853,3007,3075,361,2861,2213,543,2236,44,543,361,1008,2774,3171,232,2084,1792,2179,2207,2708,323,361,1547,2890,315,2708,1411,1273,1678,348,37,2774,2035,1242,2861,1928
2733,5206,2375,1313,2860,3504,2406,1252,553,2680,253,2860,2518,1000,1252,2680,5052,4307,959,2071,3072,5334,2484,2944,218,2446,1498,923,1269,702,5334,414,2699,1296,3115,2995,1016,2699,2596,1649
2734,3400,1311,2172,419,824,1799,596,182,2257,543,3180,2811,543,886,2650,2828,2550,2684,3143,2608,2179,1620,2811,77,3133,1708,2111,596,743,1247,90,3328,177,725,886,761,1395,957,2079
2735,1245,2551,1784,3140,2302,20,2145,1617,1090,571,3384,2391,1370,3384,599,1724,1160,599,3384,193,2458,2501,3384,1991,3286,1331,1709,1983,3135,2015,892,1882,2184,1724,1160,859,2133,2540,1310
2736,700,2473,461,3070,2387,595,202,826,1090,1970,3070,241,2072,692,1028,2381,2072,2575,2045,1329,1751,3220,3090,3326,3047,1236,2962,1879,3374,2543,1407,756,1756,1888,1925,3018,1888,1102,524
2737,3929,1608,640,6222,3966,493,72,1625,1608,2806,896,1436,1123,2046,896,5052,444,3378,3324,1225,640,2647,6,2113,2427,3174,2457,3318,1867,551,1867,2806,2184,896,1553,483,1934,2467,2925
2738,1524,2473,4892,2592,2563,3373,2687,2095,2995,1386,2563,1108,1938,840,681,975,5573,681,583,297,1978,2912,1772,218,856,1938,1978,585,5734,487,1421,2428,3359,2592,2995,1212,73,1548,1456
2739,3400,3221,242,393,490,595,3423,3145,2940,3044,3304,976,59,2821,2246,2821,2736,681,322,3044,1326,3442,3460,1943,1459,11,900,1561,1080,551,90,1602,1602,558,322,90,1973,1258,2736
2740,6153,2473,4892,2592,3573,3373,3373,975,3373,3184,2563,2858,3373,3373,2221,975,1299,3305,1129,2990,2048,2944,2563,1577,2095,2636,196,105,2095,2563,1285,2858,2636,1577,1746,2636,1285,3373,840
2741,3400,1642,543,1959,490,2072,490,182,2715,1116,2731,241,2072,490,697,558,558,681,2731,3044,2736,1056,1908,3326,1908,490,1005,393,1401,420,90,2134,1908,1908,1908,90,2072,90,2736
2742,899,2009,3069,1012,1741,1981,2228,826,1624,935,1012,1741,3069,2228,1948,1624,3117,1624,24,2952,1624,3279,1012,1536,338,3127,1107,935,1107,2471,1321,653,440,3255,1624,1437,413,2471,3255
2743,3400,1608,1116,2605,770,1008,409,3435,3347,1678,315,44,3075,361,1838,1195,1838,232,1273,2996,2179,1008,1096,527,361,1792,1242,315,2097,471,1273,2774,348,44,2774,2035,1242,480,1928
2744,700,2473,461,3417,770,2975,7022,182,3213,3415,1166,2717,1841,2196,2196,2061,2211,2936,2196,1329,2281,3220,2936,1629,1018,2936,1752,998,3374,2208,90,2507,177,725,1629,3018,2966,909,2936
2745,3400,3221,5041,2385,3966,1336,6041,1350,3619,1639,2385,6617,2697,850,7007,1195,151,2871,2697,1792,3826,5154,2385,2385,860,492,2279,3888,2086,1442,1273,2511,3636,2584,273,2698,6976,2231,172
2746,1369,2551,2431,1012,2387,1981,997,826,1555,2431,939,2818,25,3104,2681,287,275,557,1571,1939,1571,1521,1939,919,2599,747,2754,935,997,997,1571,919,2681,2681,1303,2599,1779,1779,2837
2747,310,2473,461,419,419,100,2836,1661,3213,3297,1661,3451,1841,7022,2597,2061,3256,681,583,3256,74,1841,1236,3451,3047,2836,1752,3493,1218,49,90,1933,2935,2836,74,2955,88,3493,1734
2748,3400,2473,3297,1380,770,1544,2719,2401,3213,3297,3180,770,1841,3079,3380,351,3518,2936,1149,1380,1638,3220,2559,1154,1644,2793,1899,1755,71,1036,2298,1789,3380,725,2970,3018,2114,2514,23
2749,1185,2551,412,1012,2387,1981,997,826,1555,1953,1555,2557,3512,1059,1948,609,402,1555,388,255,3039,25,3039,1059,1984,1531,289,935,2781,2847,3238,872,609,2587,2088,2599,25,1779,2749
2750,6,2473,2561,1959,830,978,3457,3400,1631,1848,5184,1904,1088,1088,1533,1386,2596,702,1959,1643,3003,1699,1621,3261,2848,2911,2064,1604,3364,3067,2947,1431,1296,841,1896,2779,1386,1548,1088
2751,3400,2473,3297,1380,2543,3156,985,1966,3213,3297,1380,956,1061,3119,1644,351,3518,2507,1149,146,3202,3220,3524,527,1307,2793,3435,3202,2097,2282,2008,2744,139,638,273,3018,3202,2514,65
2752,637,649,235,1235,2314,595,368,553,1090,327,2749,563,2223,1888,33,472,1160,2087,307,563,499,1897,1761,3261,945,1680,1709,2264,33,292,1407,2314,1761,2358,39,2223,2571,2314,2368
2753,3313,2551,235,728,799,1385,1404,650,363,1717,2571,1404,371,1404,224,588,2692,2082,2561,1730,2553,2553,6,1596,2191,1172,2164,109,1473,2671,1596,1404,1244,2067,2561,1073,2606,1473,1596
2754,700,2473,461,2571,1526,978,1974,1073,1367,3184,2571,1108,3184,1974,1367,975,2120,1570,2709,1570,1656,1267,2563,2709,1556,2315,196,585,2375,2563,1791,946,1412,1044,3184,1073,78,2956,78
2755,2507,2473,2525,1093,1581,1558,596,1524,2185,1095,1093,3089,3252,987,2650,1095,2185,143,2804,2608,1311,3252,369,3089,2906,1585,2185,2905,2804,1247,2603,1585,3527,2634,2603,2634,1095,3025,473
2756,1149,2473,3354,2966,2614,3406,7022,182,244,3297,1380,2614,1841,7022,1644,351,1135,2507,252,1380,2249,3220,2673,3348,1135,566,2966,2549,2469,551,90,1036,3214,841,1629,3018,2966,909,3348
2757,1524,2473,483,2037,1100,1254,2679,1379,598,3297,2037,1502,2546,3348,2803,3348,3249,2114,2401,2765,598,2546,2546,3348,3249,2574,2879,1428,795,2763,2307,2511,3348,2574,1666,1016,3149,2022,3348
2758,700,2473,818,3417,2642,595,596,349,3213,3415,268,1935,3525,2377,2326,2707,1160,2507,1149,174,2755,3220,341,268,1935,1170,350,635,165,174,3333,635,139,2618,990,3018,2755,635,165
2759,700,2473,235,3140,2314,595,1549,2963,2983,327,2749,432,1075,2077,2320,1075,1340,1155,2077,1075,1972,1972,1317,2983,504,1647,2962,735,1567,2847,1407,1647,1990,1010,2638,2223,2962,1384,2749
2760,32,2524,1250,1335,44,1529,2228,826,1090,1420,1478,1168,1529,2228,67,3131,1529,3131,388,1725,1249,3220,2900,869,1725,1529,2500,2868,1969,1442,1321,931,1529,2497,2497,3018,1847,1707,1529
2761,3472,3221,1116,635,976,595,2511,3145,1090,1116,3304,976,3459,886,2958,2061,2156,898,1304,2828,1751,2072,2690,2341,776,1170,693,2550,3461,551,1407,635,139,1279,886,761,2550,957,65
2762,3661,2473,818,3291,1546,937,22,407,3119,1116,2318,1546,3494,3367,2805,558,1795,61,3291,3061,22,1018,656,251,1216,1018,923,13,3334,2943,1795,655,177,1005,1539,1642,718,2418,3425
2763,3661,2009,2876,1479,2333,149,716,826,2356,2876,3181,2881,839,758,1948,942,855,3521,3521,2143,715,2333,734,1059,2881,1976,2356,3511,2997,2847,3238,2356,1990,2587,2587,2599,897,3521,3251
2764,32,3221,3302,2605,1168,1529,1786,32,418,2346,2236,3118,618,1529,67,694,1529,3405,34,1960,2179,2207,829,75,3141,45,2192,645,2097,2192,1637,178,926,3141,1173,172,904,926,172
2765,553,2473,1784,3291,1114,1254,3119,747,1090,688,1478,825,1072,2201,2805,351,2177,1555,1359,1488,74,1482,734,263,3368,2529,2304,3285,150,1062,818,872,2667,1275,263,3018,1307,546,818
2766,1185,1624,2682,1479,1665,1981,476,3513,828,2489,2749,2829,1385,476,1948,1191,611,3251,2710,1874,187,3512,734,433,3187,339,2396,3285,2749,2947,3491,872,3491,3512,2851,1874,3043,1771,3043
2767,1149,2473,2172,1093,2961,1799,722,310,1483,2172,1093,2986,1558,596,3484,2172,1471,143,2408,2608,1311,2408,1558,77,2906,1708,1558,1558,2758,1247,77,1558,2764,1585,1247,832,2000,451,77
2768,3400,1994,2525,1959,2543,1254,596,1833,3213,3297,1721,2614,1841,1693,1789,1512,1807,1031,1802,1523,2732,3220,146,2057,2258,2068,2457,2549,3101,49,3059,2732,3139,1554,1666,49,2966,2419,3348
2769,1524,2473,2172,3304,2347,1544,7022,182,3213,3297,3304,241,1841,7022,3160,351,1135,2507,2399,2381,1751,3220,3326,2057,182,1170,693,2549,3461,551,90,182,3059,2258,886,2955,2072,3451,65
2770,1185,1951,1509,5507,2818,1998,1103,394,1624,2997,3181,2818,1998,1103,1948,5052,444,1998,3521,3311,715,3279,734,3279,3279,3174,3279,1885,2997,1998,91,3251,1162,3279,496,3251,897,1992,1103
2771,700,2473,2561,1100,2433,1254,1675,49,1555,207,1137,990,4274,2312,2374,2933,2222,656,1149,1725,633,1684,207,211,856,2574,923,656,3440,2763,1867,978,3455,362,2554,1066,2205,441,921
2772,6153,2473,79,1479,3966,1254,2141,826,1555,1484,3356,825,269,2937,2374,2374,3084,2001,1517,2952,640,881,207,1984,1984,437,923,13,781,1551,1555,3084,1984,781,881,2599,2141,69,1949
2773,4853,2473,4913,2592,934,2893,318,318,528,1649,2563,1108,2893,318,681,601,1299,615,3305,1389,1658,601,1054,2070,856,2048,196,1561,613,2622,980,2742,3359,464,2428,423,73,3359,2742
2774,1384,1555,2561,2571,2759,493,447,1379,828,1260,2910,2679,1130,1011,1421,2313,2596,2193,415,2619,953,2148,1469,2982,2619,442,2982,1690,3364,2672,1060,1145,2339,879,3364,3254,2982,1548,1145
2775,1764,2009,1784,3140,1741,1981,66,826,1383,575,939,1086,3134,66,1948,1086,611,305,1359,1981,1509,3512,2757,1059,575,3269,3127,1185,1969,2847,2088,3144,25,3134,2088,1939,643,3117,1181
2776,1524,2473,235,1478,2433,3215,3516,263,394,688,1478,2433,150,2046,2937,2482,1929,656,2536,1488,633,3159,656,1835,3187,2529,412,3167,685,3481,1282,1137,139,3167,3289,1456,283,1137,1456
2777,1524,3221,2525,2605,1581,3075,2733,2861,418,2346,45,2192,3075,361,67,2774,2192,2871,1525,2052,2179,2207,2178,3497,361,45,2192,3698,2097,2192,548,2774,2157,2733,2131,2035,1242,2861,172
2778,700,2473,818,728,2946,978,2462,3400,2995,3044,1235,830,3110,1199,2959,2879,2596,702,1421,1603,1326,2912,1764,751,2848,1803,3172,1604,568,3172,2947,1448,1729,940,2995,1016,1902,0,900
2779,7025,2375,235,3140,2818,1998,2145,826,1090,2997,3140,2818,2093,3104,1948,5052,1745,3251,1571,30,2902,3279,734,1059,3187,2818,2962,2659,3404,1998,3238,3251,997,1990,3056,2599,3251,1779,30
2780,6153,2473,613,1959,835,2510,3004,49,3213,3391,1527,2986,998,134,1901,2828,6655,2936,2318,1222,1658,1527,2108,2917,945,2048,94,945,2135,49,1877,56,3359,464,1686,3420,73,3359,3425
