ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55
1365,571,89,666,89,89,89,89,561,263,30,30,256,23,256,256,263,263,23,263,23,53,263,70,263,263,256,263,349,263,23,349,349,23,349,23,349,349,349,23,263,349,23,23,349,23,23,263,256,256,349,256,70,349,256,256,349
1366,309,477,785,269,88,88,286,34,274,190,245,220,220,318,318,318,318,190,318,237,190,190,190,190,237,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
1367,724,777,387,155,110,387,193,249,249,539,249,249,771,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
1368,483,195,336,491,761,712,180,276,89,56,394,209,209,62,62,377,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1369,513,513,514,210,107,402,690,133,690,690,259,376,293,293,259,676,296,296,676,296,259,259,296,133,293,123,259,293,296,403,183,355,355,403,259,222,296,403,403,355,296,403,355,355,355,355,403,160,355,355,133,403,126,355,355,355
1370,4,4,93,124,248,233,118,635,175,156,38,495,495,108,108,108,108,136,108,108,108,108,108,108,136,108,108,108,108,108,166,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
1371,211,179,31,22,89,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
1372,292,224,781,363,34,256,104,65,328,174,192,93,328,328,328,328,328,328,290,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1373,556,499,138,252,38,255,14,346,295,28,295,295,295,297,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
1374,560,560,459,488,459,673,128,488,488,36,488,698,157,373,263,263,263,301,248,248,263,248,195,12,14,14,14,301,301,14,166,248,301,14,437,301,14,14,14,14,14,188,14,14,14,600,14,22,14,22,22,22,22,22,14,14
1375,165,164,576,181,203,19,809,809,30,372,95,539,362,95,95,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1376,692,556,692,783,493,301,104,366,104,391,220,391,391,391,289,391,391,286,391,391,391,391,391,391,289,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1377,3,229,472,472,553,22,22,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
1378,613,595,37,288,159,353,569,548,548,356,162,618,89,569,338,678,89,115,115,115,115,115,115,316,222,314,30,123,197,197,196,434,434,196,15,197,434,115,30,115,197,115,115,196,197,115,626,196,115,196,316,214,395,196,666,395
1379,376,376,347,510,86,645,227,143,143,143,143,143,377,143,143,143,19,143,258,321,143,258,143,143,258,143,143,143,584,143,584,143,584,143,143,143,143,584,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
1380,268,485,435,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1381,317,496,100,234,652,276,397,276,276,9,9,9,9,9,85,85,85,85,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1382,810,810,292,243,60,614,762,388,334,334,334,130,323,132,353,130,459,749,459,246,130,130,129,130,130,130,130,130,130,130,130,130,28,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
1383,714,714,245,197,671,41,22,671,91,634,594,594,548,548,313,548,548,218,36,36,218,314,218,218,410,314,391,314,687,391,218,182,391,687,391,391,391,373,687,391,373,391,391,391,687,14,391,391,373,109,687,218,373,218,373,218
1384,354,80,204,33,234,85,343,82,197,197,197,219,354,145,145,279,488,488,115,145,145,88,145,645,145,145,145,145,145,145,145,145,145,145,394,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1385,448,422,422,408,33,553,574,549,498,740,549,114,750,114,672,797,167,797,408,408,797,408,408,408,408,545,408,484,484,797,537,797,732,545,797,797,537,797,545,797,408,797,537,509,199,199,509,199,509,509,199,199,199,408,32,199
1386,371,371,106,233,558,234,142,340,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
1387,416,416,36,211,647,36,36,390,390,390,686,100,417,36,36,708,417,40,36,36,273,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,789,36,36,36,539,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1388,465,465,100,169,26,60,404,131,131,131,147,303,147,329,203,53,203,53,203,225,53,53,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,53,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
1389,418,658,139,156,156,401,245,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
1390,355,106,101,226,70,766,49,248,471,471,471,785,143,178,245,178,245,699,178,245,108,699,699,699,699,245,245,245,404,505,245,699,245,245,245,377,699,245,505,245,245,245,245,245,245,245,245,257,245,245,245,245,381,245,245,245
1391,321,321,62,207,160,760,342,619,139,139,139,139,342,321,114,87,114,321,114,429,87,620,114,87,87,321,321,321,620,620,87,321,321,321,321,321,321,321,321,321,321,321,620,321,620,620,114,620,620,321,620,321,620,620,620,114
1392,105,404,105,309,54,54,295,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
1393,221,202,74,244,284,93,383,289,289,289,387,309,14,14,14,14,14,14,14,14,14,14,14,14,14,309,274,14,14,14,14,274,14,14,309,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1394,513,513,60,204,403,331,108,158,117,117,79,385,297,301,353,136,136,136,136,136,165,136,136,136,335,136,44,168,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
1395,334,712,334,389,685,193,557,557,245,14,166,245,166,245,195,195,195,195,715,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1396,560,282,450,661,282,506,110,96,519,498,466,519,519,519,519,519,519,24,98,653,98,98,98,98,108,98,98,98,98,98,98,98,98,98,98,98,98,408,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
1397,141,190,569,121,310,384,383,45,45,115,36,729,241,308,308,218,218,241,241,241,241,241,248,191,191,191,23,23,208,208,241,191,191,241,23,208,191,23,241,191,208,241,208,191,208,208,241,191,241,191,191,191,241,208,241,191
1398,695,742,486,130,179,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
1399,672,502,145,393,7,703,703,402,249,249,249,325,204,358,307,338,3,5,114,135,55,466,25,55,25,25,55,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1400,596,596,580,385,476,476,649,625,51,51,205,377,356,230,393,288,114,230,196,317,295,123,321,13,13,13,13,690,380,13,13,317,123,13,355,13,13,13,13,13,13,13,13,690,13,355,13,13,259,380,13,13,13,317,13,13
1401,132,108,156,133,318,123,143,251,115,196,115,177,177,143,143,86,353,115,581,115,581,581,760,760,143,143,273,143,607,273,698,273,594,607,671,607,698,115,607,115,143,680,143,143,143,115,395,143,143,698,115,115,115,143,143,685
1402,346,346,137,596,127,35,98,98,6,309,224,224,224,224,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1403,634,634,214,92,129,334,93,135,77,269,269,187,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
1404,334,700,288,49,36,168,248,177,809,434,203,203,434,203,203,203,410,36,765,203,548,212,548,114,548,128,128,71,548,128,128,111,128,548,71,548,548,111,134,377,548,548,548,128,128,280,111,548,71,128,111,128,128,111,128,548
1405,204,380,136,343,343,197,287,530,530,250,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1406,320,320,320,195,370,287,284,229,229,229,154,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
1407,536,548,536,593,630,750,62,236,748,748,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
1408,98,466,466,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
1409,245,229,382,181,281,263,190,263,323,71,39,109,32,310,39,382,109,3,137,310,310,310,310,310,310,385,71,310,310,310,310,310,310,310,310,385,310,310,310,385,310,310,310,310,310,310,385,310,310,310,310,310,310,310,310,310
1410,402,477,188,4,175,391,284,328,328,142,328,17,421,285,133,133,211,339,74,774,137,211,530,774,221,56,369,311,173,311,311,221,173,221,56,173,173,173,221,221,56,126,221,223,221,221,221,221,311,126,126,221,173,221,401,74
1411,567,602,594,326,250,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
1412,28,28,402,397,1,1,136,250,92,401,145,171,145,145,145,370,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1413,148,21,32,189,403,345,276,293,690,66,66,393,393,393,393,99,393,44,393,393,393,99,393,99,133,133,133,317,133,317,133,393,133,99,99,99,99,99,99,44,44,99,99,99,393,133,259,66,66,393,99,393,133,66,99,66
1414,687,800,257,741,580,149,603,770,701,701,701,701,384,362,362,388,478,478,362,384,274,362,362,362,362,362,362,274,274,303,362,384,274,384,303,43,478,384,362,478,384,362,478,384,478,362,105,384,384,478,478,478,478,478,384,384
1415,326,326,342,334,165,366,24,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1416,326,326,712,162,326,237,237,79,60,60,24,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
1417,92,92,479,272,269,272,272,255,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1418,177,26,751,345,374,560,402,402,370,397,397,89,89,89,89,123,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
1419,791,31,400,129,326,225,29,29,238,166,166,166,119,7,166,7,7,7,132,166,132,132,132,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
1420,301,323,480,188,130,371,280,10,257,257,351,351,351,351,273,351,241,273,273,351,41,12,12,273,273,12,273,273,12,351,351,351,351,351,12,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
1421,13,367,345,552,259,181,175,175,217,533,317,317,259,376,259,376,376,376,317,317,317,317,317,317,317,317,317,317,317,376,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
1422,484,98,565,409,654,273,693,810,396,78,78,80,11,80,80,80,80,80,80,80,80,21,125,21,21,21,21,101,80,21,595,21,21,21,21,101,80,101,21,101,101,80,21,21,21,101,101,21,21,21,21,21,101,21,21,21
1423,408,408,197,13,402,126,183,353,3,293,393,376,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
1424,658,658,658,496,366,105,105,187,129,129,187,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
1425,224,389,129,385,171,31,287,404,287,213,111,111,111,224,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1426,387,388,505,445,143,549,103,367,22,22,161,190,377,318,306,318,318,241,318,241,241,241,241,241,241,241,241,241,241,241,241,241,318,241,241,241,241,241,318,241,318,318,318,318,318,241,241,318,241,318,241,318,318,241,241,318
1427,185,8,381,274,100,365,79,45,208,372,139,40,36,40,353,45,278,278,193,278,278,45,87,278,45,193,45,193,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,278,45,45
1428,764,206,446,381,409,97,184,257,257,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
1429,549,752,458,75,157,506,275,275,371,306,28,14,190,245,295,295,40,40,192,278,239,328,239,192,150,156,388,250,278,367,14,121,164,164,164,207,156,156,192,140,377,156,156,164,156,164,377,192,377,377,156,140,156,164,377,715
1430,236,798,501,645,584,53,100,100,567,100,231,100,100,100,100,100,100,100,100,100,362,362,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1431,26,467,328,149,463,6,577,800,800,257,329,147,364,203,517,329,741,364,329,329,329,329,329,693,329,329,687,364,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1432,563,724,553,553,197,571,131,88,379,294,14,404,264,162,231,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
1433,687,513,100,9,111,155,11,111,100,100,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
1434,168,389,147,76,382,133,168,259,259,259,259,137,348,348,348,32,129,204,135,331,348,135,135,135,135,1,1,1,1,1,1,204,1,1,354,1,1,1,1,1,1,1,135,1,1,1,135,1,1,1,1,204,1,1,1,1
1435,30,683,558,664,69,537,418,418,387,387,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
1436,413,619,49,49,570,218,385,66,310,216,378,254,727,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
1437,773,340,539,325,695,268,248,240,269,269,295,100,295,463,240,192,192,98,360,272,272,272,272,272,272,370,28,272,272,272,370,272,28,155,383,28,272,272,155,272,340,272,272,340,272,272,272,272,272,272,272,272,272,272,272,272
1438,560,759,192,182,808,808,263,182,195,41,23,255,671,41,188,188,188,188,41,308,308,295,295,188,308,308,290,188,71,295,308,384,188,188,71,71,188,41,308,188,188,188,71,71,188,308,188,295,188,373,188,308,71,71,41,188
1439,633,274,677,707,210,392,245,65,65,65,132,132,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
1440,12,12,154,326,77,210,197,104,185,7,238,171,166,250,120,353,713,495,306,195,325,325,306,32,325,268,538,268,382,401,32,268,268,268,268,268,268,268,268,268,268,71,268,71,71,28,268,268,268,71,174,268,268,268,268,268
1441,513,759,98,394,68,610,197,33,96,29,98,98,98,77,77,662,549,549,98,229,363,416,363,7,98,98,98,494,98,98,184,494,98,363,98,98,98,98,80,80,213,98,98,98,98,363,98,98,325,98,98,758,98,363,363,98
1442,259,493,493,376,275,183,222,126,141,123,284,141,354,168,168,37,222,168,403,403,361,222,37,400,690,361,361,345,345,345,136,361,361,361,361,345,361,361,243,345,361,345,345,676,345,400,551,345,345,345,361,361,345,345,345,345
1443,768,689,434,603,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1444,379,643,427,129,177,387,653,132,387,387,387,387,387,387,387,387,231,583,735,387,387,184,387,387,387,382,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
1445,367,224,174,174,269,231,78,264,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1446,417,417,518,164,263,263,765,68,693,683,683,4,555,22,335,115,318,565,565,218,565,162,257,182,318,399,182,182,182,286,84,182,399,257,182,433,318,182,257,241,241,182,182,308,257,281,257,257,253,241,308,162,257,257,241,194
1447,159,726,790,32,286,328,239,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
1448,256,358,121,105,447,562,3,747,496,496,496,410,576,572,68,572,572,572,716,130,410,410,572,716,576,410,572,449,572,485,487,657,629,427,572,576,426,576,576,40,576,576,576,576,576,629,576,576,273,629,576,576,576,576,576,576
1449,762,447,740,250,111,287,88,262,186,210,276,10,332,358,240,29,29,29,29,358,358,358,29,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358
1450,309,309,299,282,60,224,340,98,185,185,185,238,238,235,235,235,235,235,235,235,235,235,235,235,235,405,235,235,235,235,235,119,235,210,235,235,235,235,235,235,235,235,235,210,7,235,235,235,235,235,235,235,235,235,235,235
1451,93,93,625,9,9,74,217,9,176,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1452,134,134,55,770,797,648,661,330,342,342,342,342,150,30,30,30,150,150,150,208,150,308,150,150,208,308,208,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
1453,458,458,232,704,326,704,6,6,6,6,341,174,105,105,347,309,309,188,105,347,347,65,347,347,65,65,65,347,347,347,347,347,347,347,347,347,347,20,347,347,347,347,347,347,347,347,347,65,347,347,347,347,347,347,347,347
1454,140,514,429,446,539,429,429,539,539,539,429,429,429,463,447,273,134,273,273,134,594,594,273,177,321,273,273,595,241,177,273,702,747,789,273,695,667,231,15,134,273,225,594,789,231,273,789,139,273,273,366,78,53,273,213,789
1455,230,141,551,22,551,745,123,87,181,446,709,709,403,403,403,196,177,230,230,196,89,177,181,159,181,181,181,378,196,285,181,181,285,196,181,285,624,181,89,89,335,89,181,89,222,356,181,709,709,89,335,181,89,709,89,181
1456,60,742,220,285,6,68,88,30,30,23,115,23,23,23,23,23,115,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1457,340,371,312,35,371,245,392,384,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
1458,234,507,516,131,136,130,236,394,126,377,382,382,181,355,259,259,317,335,335,317,380,335,403,393,393,393,403,380,123,123,335,335,123,335,335,123,123,335,72,335,335,123,393,393,123,393,403,72,123,72,403,123,317,335,393,123
1459,270,169,704,169,450,278,136,233,233,233,159,345,159,159,80,159,243,123,293,335,123,123,243,123,159,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
1460,570,570,26,121,111,174,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
1461,261,119,558,167,377,323,330,533,379,533,330,22,22,533,32,533,533,175,245,245,179,245,245,66,179,245,560,349,28,361,179,245,245,179,208,224,523,179,523,28,245,28,121,523,361,523,523,349,28,28,385,370,28,28,361,370
1462,226,14,397,364,150,281,295,255,105,225,225,225,256,202,202,140,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
1463,347,215,655,337,24,255,357,111,14,313,253,229,166,166,84,14,250,119,65,250,382,322,490,195,322,65,71,31,328,59,327,382,327,370,382,388,195,22,361,195,250,361,388,291,327,327,195,327,361,382,388,59,327,327,195,195
1464,203,303,548,366,102,102,23,318,283,190,318,257,257,131,381,381,381,381,149,381,381,366,23,131,223,381,131,131,131,381,366,131,131,178,53,366,366,53,366,53,131,131,366,366,366,585,78,53,53,53,223,223,223,223,223,53
1465,182,178,80,569,731,321,542,698,314,115,115,96,308,241,89,115,381,89,385,89,89,361,115,89,218,89,385,148,89,695,218,218,257,218,218,218,89,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
1466,280,574,280,637,463,569,472,321,128,128,128,323,581,241,156,102,260,260,4,260,156,182,356,182,182,182,257,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
1467,78,265,136,103,78,78,78,0,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
1468,607,607,203,115,381,241,800,306,207,375,308,182,182,182,15,41,308,375,283,283,41,283,15,15,15,15,15,283,283,283,283,283,283,283,283,329,283,15,15,283,283,283,283,15,283,283,283,283,283,283,283,283,283,283,283,283
1469,129,173,188,630,173,375,65,4,32,358,450,195,450,697,205,355,12,166,695,355,175,175,175,175,175,403,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
1470,342,410,299,202,517,496,185,382,134,768,134,350,134,134,36,134,134,532,36,134,36,36,36,36,350,350,594,350,36,594,594,350,350,350,350,36,350,350,273,789,36,350,350,350,350,350,789,36,36,350,350,127,789,350,350,372
1471,10,245,10,366,198,106,35,313,656,604,550,550,808,688,71,668,598,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1472,175,234,33,69,234,69,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1473,283,506,204,77,544,289,328,754,307,153,359,167,167,167,151,56,311,167,56,311,167,743,311,743,743,302,56,167,56,743,311,311,155,167,320,85,85,167,85,85,167,315,155,85,85,85,155,167,74,85,85,85,85,85,85,85
1474,53,53,149,455,193,193,295,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
1475,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1476,26,775,655,317,690,227,133,317,317,126,126,376,126,376,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
1477,286,286,250,10,74,624,400,367,145,222,88,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1478,800,781,51,731,203,290,5,390,87,87,87,390,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
1479,3,69,78,82,391,280,188,101,263,101,323,248,6,297,131,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1480,368,9,374,359,370,85,359,298,343,465,229,55,55,154,359,497,465,497,85,77,77,77,77,77,55,55,77,77,77,77,85,77,77,77,77,77,77,77,77,77,77,55,77,77,77,77,77,55,77,77,77,77,77,77,77,77
1481,589,599,549,136,401,394,180,180,298,298,608,298,401,783,108,2,678,180,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
1482,414,414,800,380,133,452,292,335,335,66,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
