ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60
4311,691,747,747,64,132,385,385,467,467,467,467,467,467,467,467,132,132,132,132,132,132,132,752,752,752,752,752,752,752,752,775,775,775,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,776,776,776,776,776,776,776
4312,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,385,260,260,260,260,260,260,260,260,260,66,68,68,68,68,68,209,209,209,209,209,49,49,49,49,49,49,49
4313,160,272,272,272,272,272,272,400,400,400,400,692,692,692,692,160,160,160,160,160,160,160,160,160,160,160,160,160,596,596,596,596,596,596,596,596,596,596,596,596,596,801,801,801,801,801,801,561,561,561,636,636,636,636,636,636,636,636,636,636,636
4314,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,184,184,184,184,184,184,184,184,184,524,524,524,524
4315,797,797,797,797,797,797,797,797,797,797,797,797,428,428,428,428,428,428,428,428,428,428,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,77,77,77,77,77,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,53,53
4316,86,86,327,327,722,722,722,722,722,722,722,327,327,327,327,327,327,327,327,327,327,86,86,86,86,86,86,86,86,86,803,803,803,803,803,803,811,811,811,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,667,811,811,811,811,523,523
4317,210,486,486,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,192,192,192,308,308,457,457,457,457,457,457,457,457,71,71
4318,166,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,360,360,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,391
4319,439,439,439,85,85,85,85,85,85,85,85,85,85,85,85,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,599,599,599,599,599,599,419,419,419,419,419,419,79,79,79,79,79,79,79,179,179,179,179,179
4320,100,241,241,241,241,241,79,79,79,79,79,79,79,79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79,79,79,811,811,811,811,811,811,811,811,811,811,811,811,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,671
4321,140,140,140,601,601,601,601,601,601,601,601,601,601,601,140,140,140,140,140,140,140,140,140,140,140,140,140,309,309,309,309,309,309,309,309,309,309,309,309,309,26,26,26,26,26,26,26,26,26,269,269,269,269,269,269,269,269,269,269,269,269
4322,86,86,219,219,219,219,219,219,219,219,219,219,219,219,219,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
4323,797,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,259,259,259,259,259,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,82,82,82,82,82,82
4324,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,543,543,543,543,543,543,543,543,543,543
4325,322,322,322,322,322,322,322,322,322,477,322,636,322,322,322,322,322,322,322,322,636,322,636,636,636,636,636,636,636,636,636,636,636,636,636,322,322,322,322,322,463,463,463,756,463,756,756,756,756,756,756,768,768,768,768,768,768,768,768,768,768
4326,149,281,281,64,64,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,285,285,190,190,190,190,190,190,131,131,131,131,131,131,131,131,131,131
4327,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726
4328,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4329,584,584,584,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,509,509,509,509,509,509,509,509,509,509,509,509,276,276,276,276,276,276,276,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
4330,356,356,356,356,356,356,356,356,709,709,709,709,709,709,709,709,709,709,709,709,709,751,751,751,40,420,118,118,118,118,118,118,118,118,709,709,709,709,36,36,36,36,36,36,36,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
4331,43,557,557,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,437,437,437,437,437,437,437,437,437,437,437,437,508,508,573,573,573,573,573,573,573,691,691,691,691,691,691,691,691,691,691,691,182,182,182,182,631
4332,485,485,252,110,110,110,110,110,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
4333,210,599,599,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,431,431,431,210,210,210,210,210,210,210,210,210,210,210,210,298,298,298
4334,96,96,96,96,96,96,96,96,96,96,96,256,256,256,256,256,111,111,111,111,111,312,312,505,505,505,505,505,505,505,505,505,505,505,505,505,515,515,515,515,515,515,515,515,515,515,515,515,505,505,505,505,505,505,505,505,505,505,505,505,505
4335,777,777,470,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,298,298,298,298,298,298,298,298,298,298,298,298,298,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,556,556,556,556,556,556,556,556,556,556,556,556,556
4336,764,764,66,66,66,7,7,7,7,7,7,7,7,7,7,7,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
4337,679,679,679,603,603,603,603,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,679,388,388,388,388,388,388,388,388,388,388,388,388,388,420,420,420,420,420,420,420,420,420
4338,498,498,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,699,498,498,498,498,498,498,498,498,498,498,498,85,85,85,85,85,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,431,431,431,431,431,431
4339,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
4340,256,547,547,547,547,547,256,547,547,547,547,547,547,547,547,547,547,547,327,327,327,327,327,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,366,366
4341,413,417,417,417,417,417,417,417,417,417,417,417,417,417,413,413,413,413,413,413,413,413,413,413,413,550,550,550,550,550,677,404,404,404,404,404,404,404,404,404,404,404,404,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
4342,169,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,169,169,169,169,169,169,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
4343,623,780,334,334,334,334,334,334,780,780,623,780,780,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,408,408,408,408,408,408,408,408,408,408,408,408,408,408,571,571,571,571,571,571,571,571,571,571,571,593,593,593
4344,148,148,148,148,148,148,148,148,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,174,174,174,174,174,174,174,174
4345,789,789,789,789,789,789,789,789,789,789,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,752,752,752,752,752,752,752,752,752,752,255
4346,23,23,23,23,23,23,23,23,23,23,23,23,23,564,564,564,564,564,102,102,102,102,102,102,102,102,102,249,249,249,249,249,249,102,102,102,102,102,102,215,215,215,215,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
4347,549,549,388,388,388,388,388,388,388,388,388,388,388,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,309,309,309,309,309,309,309,309,309,309,309,92,92,92,92,92,92,92,92,92,92,92,92,92,92
4348,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,662,662,662,662,662,662,662,662,662,662,662,662,662,197,197,197,197,197,197,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662
4349,491,347,347,347,347,347,771,771,771,771,771,771,771,771,771,771,771,771,771,771,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,83,83,83,83,83,83
4350,120,556,556,147,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,348,348,348,348,556,556,556,556,556,104,104,104,104,120,120,120,120,120,120,412,412,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
4351,604,11,35,35,35,35,35,35,35,35,35,35,35,35,35,35,326,326,326,326,326,326,326,326,326,326,26,26,26,26,26,26,26,26,26,26,26,26,206,206,206,206,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
4352,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,209,209,209,209,209,209,209,209,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,465,465,465,465,465,465,465,465,465
4353,624,624,91,91,91,91,91,91,91,91,91,91,91,91,91,91,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
4354,415,636,636,636,636,636,636,636,636,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,677,677,677,677,677,677,677,677,677,677,677,677,677,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756
4355,515,515,515,515,515,515,515,515,515,515,515,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,485,485,485,485,485,515,515,515,515,515,515,515,515,515,515,515,515,515
4356,94,94,94,94,377,377,377,377,377,377,377,377,377,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,130,130,130,130,130,130,130,130,130,130,130,130,561,561,561
4357,45,347,347,347,388,388,388,388,388,388,388,388,388,388,388,388,388,388,322,322,322,322,322,322,322,322,322,322,322,220,220,220,220,220,220,220,220,220,220,220,220,220,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
4358,553,553,553,553,553,553,553,553,553,553,202,202,202,202,202,202,202,202,202,202,202,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,11,11,11,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,661,661
4359,94,118,118,120,482,482,482,482,482,482,482,482,679,679,679,333,333,333,333,333,503,503,503,503,503,503,503,503,503,365,219,219,219,219,675,675,675,675,675,675,675,675,109,109,109,109,109,109,109,109,109,109,109,109,109,109,675,675,675,675,675
4360,715,496,496,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,786,786,786,786,786,786,786,786,793,793,793,793,793,792,43,43,43,43,43,43,500,500,500,500,500,500,500,500,752,752,752,752
4361,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,20,20,20,20,20,20,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,685,685,685,685,685,685,685,685,685,685,685,685,617,617,617
4362,45,548,548,45,45,45,45,548,548,548,548,548,548,327,548,548,327,327,327,327,548,548,548,548,548,548,327,327,327,797,797,797,797,797,797,797,797,797,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609
4363,355,355,355,355,355,41,41,41,355,41,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355
4364,573,651,651,651,651,651,651,651,651,651,651,651,651,607,651,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,660,660,660,601,601,601,601,428,428,428,428,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,573,573,573
4365,636,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,230,230,230,230,285,285,285,285,63,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745
4366,110,110,110,110,110,110,110,110,110,110,110,293,293,293,293,293,293,293,293,293,293,293,293,293,293,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,135,135,135,135
4367,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,539,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,132,132,132,132,132,339,339,339,339,570,570,153,153,153,153,153,153,292,292,292,292,292,292,292,23,23,23,23,23
4368,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,616,616,616,616,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496
4369,145,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,625,625,792,792,792,792,792,792,569,792,792,792,792,792,792,792,792,665,665,12,12,12,12,12,12,12,12,12,12,12,12,12,664,664,664,665,665,665,665,665
4370,23,23,233,233,233,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,316,316,316,114,114,114,114,15,15,15,15,15,15,15,15,15,15,15,15,15,73,73,73,73,73,73,73,73,73
4371,657,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,657,657,657,657,657,657,657,657,657,657,657,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628
4372,634,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,566,566,566,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
4373,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,416,416,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,618,618,618,618,618,618,618,618,618,618,618,618,618,618,337,618,664,664,633,633,633
4374,167,28,28,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,394,394,47,47,47,47,47,47,147,147,147,147,147,437,437,437,437,437,437,437,437,437,437,437,437,437,437,339,339,339,6,6
4375,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,350,350,350,350,350,350,350,350,350,350,136,136
4376,142,142,142,142,142,142,142,142,142,142,142,491,491,491,491,491,491,491,491,491,491,140,140,140,142,420,420,420,420,420,329,329,329,329,329,329,329,329,329,329,623,623,623,623,623,623,623,623,372,372,372,372,372,372,372,372,372,372,372,501,501
4377,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
4378,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
4379,753,809,809,809,809,809,809,809,809,809,809,809,809,809,677,677,677,677,693,693,693,693,693,693,693,693,693,693,693,149,149,149,149,149,149,149,149,149,621,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
4380,362,362,362,362,362,362,362,362,625,625,625,625,763,763,763,763,763,763,763,139,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,621,621,621,621,621,621
4381,175,547,547,547,547,547,547,547,547,547,547,578,578,578,231,578,578,578,578,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,758,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370
4382,537,299,730,730,730,730,730,730,730,299,299,299,523,299,299,299,299,299,38,38,38,38,38,38,38,38,38,38,38,650,650,650,650,650,650,650,736,736,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705
4383,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,143,463,373,373,373,373,373,373,477,477,477,477,477,477,477,477,477,477,477,477,477,477,160,321,321,321,321,321,321,321,321,321,321
4384,177,177,121,121,121,121,121,121,121,121,121,121,121,121,121,121,364,364,364,364,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
4385,224,664,664,664,664,334,334,334,334,334,334,334,334,334,334,334,664,664,664,664,664,664,664,664,664,664,664,664,664,664,129,129,129,129,129,129,129,374,374,374,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
4386,371,343,374,374,374,374,374,374,374,374,374,374,374,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,343,465,465,465,465,465,465,465,465,465,465,343,343,173,173,173,173,154,154,154,173,173,173,173,173,173,173,173,173,567,567,567
4387,296,403,159,403,403,403,403,403,403,403,403,403,403,403,403,159,159,159,159,159,159,159,159,159,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,572,572,572,572,572,572,572,572,572,310,310,310,310,310,310,310,310
4388,86,113,113,113,113,113,113,113,113,113,113,113,113,787,787,787,787,787,787,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,369,369,369,369,369,369,369,369,369,369
4389,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,76,76,76,76,76,76,76,76,76,379,379,379
4390,142,142,142,142,142,142,141,141,141,141,141,141,141,141,141,141,344,344,344,344,344,344,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,86,86,86,86,86,86,86,86,86,86,86,86,86,618,618,618,618,618
4391,331,331,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,245,245,245,245,245,245,245,245,553,553,135,553,553,553,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
4392,149,149,737,737,737,737,737,737,737,737,737,737,737,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,737,737,737,737,737,737,737,737,737,737,224,224,224,224,224,224,224,224,224,224,224,224,130,130,130,130,130,130,130,130,130
4393,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
4394,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,519,519,519,519,519,519,578,578,578,578,578,544,544,544,544,544,544
4395,246,246,246,246,246,246,246,246,246,246,136,136,788,788,788,788,788,788,788,788,788,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,574,574,574,574,574,574,574,574,574,574,574,574
4396,171,171,264,171,171,171,171,171,171,171,171,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,601,601,601,601,601,601,601,601,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
4397,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
4398,409,409,409,409,409,409,409,409,26,26,26,26,26,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,621,621,621,621,6,6,6,6,6,6,6,6,6,6,6,577,577,577,577,577,577,577,577,577,577,577
4399,170,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
4400,373,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,503,503,503,503,503,256,256,256,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680
4401,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,54,54,54,54,54,54,54,54,54,54,54,54,54,54
4402,427,427,612,612,612,612,612,427,427,427,427,427,427,427,427,427,427,427,427,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,84,84,84,84,84,479,479,479,479,569,569,569,569,569,569,569,569,569,569,569,569,736,736,736,736,736
4403,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,264,6,6,6,264,264,264,6,6,23,23,23,23,23,23,23
4404,406,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342
4405,650,650,650,650,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,275,275,275,650,515,515,515,515,515,515,515,515,515,768,768,768,768,768,768,768,322,190,190,798,798
4406,632,632,632,632,632,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,31,31,31,31,31,31,31,31,31,31,31,31,31,800,800,454,454,454,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
4407,748,123,123,123,123,397,397,397,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,358,358,358,358,358,358,725,725,722,722,722,722,722,722,722,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,397,397,397
4408,234,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,108,108,108,108,266
4409,514,509,509,509,509,509,509,804,804,509,804,509,509,509,509,509,509,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,446,446,446,446
4410,804,690,690,690,690,690,690,690,690,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,804,804,804,804,804,804,804,173,804,804,173,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804
4411,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,603,603,603,603,603,603,603,603,603,603,603,603,603,603,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
4412,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,494,494,494,494,494,142,464,464,464,464,464,464,464,464,736,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,433
4413,371,371,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,725,725,725,725,725,725,724,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621
4414,431,431,698,698,698,698,698,698,779,779,779,779,561,561,561,561,561,561,561,561,561,561,561,561,610,610,610,610,610,610,313,313,313,313,313,313,313,313,313,313,313,313,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,278,740,278
4415,612,712,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,552,552,552,612,612,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
4416,781,781,781,781,781,781,44,44,44,44,44,44,44,44,44,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,709,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
4417,596,685,259,259,259,259,259,259,259,259,259,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685
4418,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,479,479,805,618,618,618
4419,705,705,705,705,705,705,705,705,705,705,705,705,705,449,705,449,449,449,449,449,449,311,311,311,311,311,311,311,311,311,311,311,311,599,599,599,599,599,599,599,311,311,311,311,734,311,734,734,734,311,311,311,311,311,311,311,311,311,311,311,311
