ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55
3229,74,397,193,193,385,234,25,9,298,777,657,311,491,491,657,491,777,56,406,570,56,56,85,85,199,199,311,74,74,370,9,56,690,777,199,199,56,56,56,56,56,199,9,9,9,199,56,56,56,394,394,394,394,394,394,394
3230,410,647,79,379,43,778,276,276,40,669,78,372,372,188,547,710,372,119,744,289,119,702,119,120,372,741,741,741,741,178,120,120,120,255,255,120,120,255,120,372,289,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0
3231,551,166,782,234,211,462,552,306,387,340,340,387,435,173,287,4,4,29,4,402,103,371,371,392,10,104,239,4,239,4,4,4,104,104,4,4,104,80,289,80,80,80,289,4,250,250,250,250,250,250,290,290,255,255,346,255
3232,132,163,313,191,760,58,170,78,33,365,4,79,49,276,276,255,255,255,255,255,327,141,607,607,607,607,607,607,757,757,789,607,607,607,607,607,607,607,607,607,607,607,145,607,169,378,607,607,45,145,321,145,145,145,145,145
3233,149,237,370,64,132,791,57,799,332,132,204,204,32,226,226,245,569,569,551,551,171,749,229,77,77,55,252,374,252,77,374,374,647,28,55,647,55,417,55,550,647,172,647,569,647,269,172,172,172,64,25,25,271,271,282,282
3234,446,162,360,620,309,281,22,42,671,290,106,671,290,190,290,231,149,149,147,101,111,583,147,101,101,280,149,179,256,256,140,179,140,140,140,140,140,140,140,140,140,140,140,140,149,140,140,140,140,140,303,303,303,303,303,303
3235,309,309,157,157,117,98,666,145,732,450,684,666,450,684,117,145,777,145,396,396,396,396,777,396,396,396,396,117,396,396,117,396,89,89,89,89,117,117,117,117,117,117,117,296,117,117,117,117,117,117,99,99,99,99,99,99
3236,592,462,319,69,103,462,26,626,71,235,413,413,64,179,64,802,387,653,519,416,108,108,206,108,108,108,108,280,108,418,108,108,108,108,108,570,570,280,280,237,237,237,237,646,237,237,237,237,237,237,237,237,11,237,93,93
3237,101,540,273,107,221,463,86,78,380,380,320,101,101,148,14,59,276,14,14,14,14,276,101,276,276,80,301,160,160,101,49,49,49,101,101,80,80,80,49,49,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3238,251,594,274,174,790,79,429,402,778,298,142,562,644,562,427,427,144,479,427,427,427,427,427,427,144,560,560,704,211,211,211,211,211,211,211,211,211,211,211,32,32,211,562,450,450,14,84,129,129,690,690,129,129,129,129,129
3239,415,415,109,597,101,58,160,277,142,401,285,357,22,139,22,323,624,274,274,257,380,541,541,541,391,541,9,14,391,391,186,220,186,50,186,50,129,129,63,63,63,63,63,63,63,63,63,274,274,274,402,129,402,402,402,402
3240,593,593,561,32,593,191,44,707,447,557,564,446,234,335,742,275,222,243,376,376,275,486,663,335,407,407,587,587,636,636,636,407,132,132,407,407,260,611,611,132,132,0,132,287,287,287,0,0,0,0,245,611,570,570,570,570
3241,458,645,645,340,779,737,693,86,184,765,765,637,502,502,783,347,33,746,322,322,322,322,783,260,809,33,33,88,313,88,88,275,275,33,179,179,554,179,179,699,33,554,179,179,179,699,712,33,33,33,33,33,33,33,647,809
3242,269,256,140,26,31,147,650,269,213,87,303,147,346,34,174,34,34,34,106,250,329,203,256,256,34,34,256,255,255,387,387,387,360,387,41,360,19,370,256,190,256,256,256,256,256,360,256,360,256,360,256,256,6,256,6,360
3243,251,322,597,797,379,344,259,348,39,31,288,2,194,734,288,307,319,319,323,288,288,806,385,348,259,349,207,447,447,447,447,259,447,447,447,594,229,229,447,229,623,623,623,447,447,447,690,690,400,690,400,400,259,375,288,288
3244,141,141,776,489,587,0,762,506,68,194,575,272,384,301,168,447,480,724,675,731,724,731,810,575,575,384,384,447,175,613,252,175,175,255,175,647,175,175,447,447,175,175,318,318,318,318,318,360,360,318,318,318,301,301,318,318
3245,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
3246,792,477,22,339,142,351,25,496,472,238,341,517,24,501,734,285,247,248,517,562,354,650,793,517,501,501,238,238,370,370,370,370,370,370,590,590,590,370,370,391,216,216,370,379,341,501,341,501,216,341,341,379,501,501,501,501
3247,501,474,593,248,145,52,100,19,625,725,636,625,361,284,745,284,361,284,361,23,306,361,23,491,393,393,393,393,179,293,393,393,393,400,23,23,400,393,293,507,507,293,23,251,23,314,129,361,361,361,361,361,361,361,361,361
3248,410,410,373,195,234,557,695,587,44,285,401,243,335,335,335,187,335,335,222,187,187,389,173,173,730,730,730,730,679,679,679,679,787,787,787,679,287,234,287,287,275,275,275,275,287,287,287,287,287,287,284,284,284,284,284,284
3249,26,467,358,26,132,708,106,23,576,527,389,440,432,239,645,88,88,88,88,389,105,389,389,54,389,389,389,340,389,54,131,54,131,131,340,340,340,340,340,389,389,389,389,340,340,340,340,340,340,340,340,340,340,389,340,340
3250,20,58,683,721,58,548,548,548,65,588,588,683,259,673,259,259,259,259,259,259,352,645,259,352,548,352,352,133,133,133,421,211,45,676,66,66,66,67,149,149,126,149,149,371,126,126,126,338,338,24,24,415,107,107,107,246
3251,200,200,200,308,557,199,233,780,411,643,748,705,370,370,370,411,64,219,89,89,89,219,210,210,210,121,234,234,121,121,121,121,121,387,387,280,234,284,387,284,234,234,284,284,234,284,284,284,284,234,234,387,387,387,387,345
3252,313,13,358,384,58,463,170,33,80,702,712,712,189,636,334,334,334,334,301,741,80,80,80,101,101,80,101,80,80,80,80,80,80,80,80,80,80,101,276,363,363,363,335,335,335,182,80,80,182,182,80,335,335,335,335,182
3253,619,619,621,129,362,782,710,26,730,4,43,159,275,171,108,165,493,10,141,479,635,416,285,285,285,285,285,285,285,636,636,636,479,479,479,225,577,225,225,225,479,479,479,479,577,577,577,111,111,111,285,285,285,111,111,285
3254,696,696,262,290,512,512,673,801,468,775,427,603,428,787,427,192,553,553,553,643,603,551,601,603,603,611,643,440,398,440,440,440,440,440,440,440,440,440,440,440,440,398,398,440,398,398,398,440,440,398,398,398,398,398,398,398
3255,444,444,609,736,802,346,643,170,748,558,170,7,7,309,309,10,340,255,141,178,458,371,274,309,274,274,256,88,383,192,179,179,179,456,456,483,223,192,192,192,187,192,192,192,192,192,192,192,800,800,800,187,169,187,187,187
3256,583,583,583,583,377,583,805,355,4,81,81,4,551,81,81,551,551,99,551,551,583,551,551,583,551,551,789,551,583,295,583,789,377,583,583,583,583,583,583,583,583,583,583,583,583,583,583,4,583,361,789,4,583,361,4,4
3257,7,281,281,35,42,86,339,255,281,294,245,105,245,295,105,105,254,254,254,254,254,254,254,245,147,554,554,147,554,245,245,245,245,245,245,245,254,254,245,746,147,254,147,147,147,86,147,147,254,254,254,254,254,254,254,254
3258,666,527,749,634,389,730,377,713,450,584,584,197,778,778,379,197,660,660,781,599,584,571,592,592,422,373,384,68,55,384,384,384,55,783,571,662,102,384,384,384,134,134,140,594,622,408,777,777,777,494,134,134,46,46,553,553
3259,132,78,405,263,487,79,367,295,746,726,175,43,679,360,26,156,237,619,254,254,254,625,370,237,389,237,31,237,237,31,237,31,28,28,123,28,389,389,389,389,389,389,389,389,389,389,389,31,31,31,31,31,31,31,233,233
3260,221,226,797,5,345,631,631,221,5,631,221,549,5,5,5,5,471,5,284,222,222,222,284,284,5,5,5,5,5,5,5,5,5,307,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,222,222,222,222,5,5,5
3261,103,103,107,184,150,764,604,800,256,45,329,129,64,416,111,784,272,272,272,26,26,131,322,26,26,26,26,26,698,698,766,766,766,26,806,416,806,806,26,26,806,806,806,806,806,26,26,383,26,19,383,19,383,340,272,340
3262,244,150,64,312,652,422,747,599,295,271,175,31,190,379,130,102,102,41,108,123,246,377,377,377,377,377,72,72,72,72,72,72,222,222,222,222,322,735,234,246,246,108,348,348,348,117,244,244,388,266,221,320,320,320,320,320
3263,803,273,463,698,240,394,493,651,259,738,113,336,708,787,368,333,131,408,469,671,762,762,797,671,671,113,708,481,714,551,496,496,496,403,496,496,496,496,496,496,736,736,403,403,551,736,736,736,745,496,736,736,736,736,727,727
3264,792,731,508,478,492,333,740,270,179,379,447,399,447,413,543,722,384,384,463,514,514,68,384,384,478,100,277,277,327,806,806,806,713,713,390,213,213,194,478,275,285,365,285,285,285,78,245,245,702,289,255,255,289,289,388,289
3265,274,274,472,491,530,490,646,69,244,735,608,219,681,681,681,433,688,688,688,688,630,624,688,194,537,537,2,153,153,142,142,142,142,401,761,271,142,142,142,142,142,142,142,142,142,142,424,142,422,422,422,422,422,681,681,142
3266,419,79,806,550,202,482,546,750,119,389,666,449,787,787,787,623,35,547,547,450,256,318,541,318,318,762,762,419,269,309,190,303,229,31,385,374,800,256,21,256,21,385,385,385,366,366,366,366,396,366,800,800,800,800,800,800
3267,788,274,788,33,431,40,503,549,269,140,224,339,34,754,506,506,723,388,388,388,787,388,787,644,723,644,644,644,644,644,644,644,644,310,439,439,439,439,723,723,723,723,439,95,723,723,439,439,439,439,303,310,303,303,303,95
3268,316,171,691,607,182,303,809,269,49,184,149,710,384,462,597,405,57,404,692,692,680,240,633,93,703,703,59,23,370,3,3,661,3,661,661,213,3,3,698,213,213,213,213,698,698,698,3,3,3,3,3,213,213,65,65,3
3269,134,3,134,20,189,620,93,310,618,440,308,129,158,240,240,240,240,73,131,137,137,538,282,282,282,282,206,158,73,206,206,73,73,73,73,73,73,73,73,252,147,158,147,633,784,295,111,111,111,111,111,111,111,111,111,306
3270,343,343,343,215,158,136,639,639,466,153,153,1,25,158,549,158,311,370,139,139,358,139,139,358,139,358,358,358,358,139,139,139,139,135,136,136,136,136,139,130,284,284,284,139,358,358,358,358,358,358,358,358,358,358,358,358
3271,450,778,508,197,677,708,550,749,451,749,725,654,615,671,139,377,243,615,615,615,615,615,615,615,720,615,665,615,615,615,615,604,604,604,604,677,677,650,674,321,321,321,321,321,508,481,481,481,776,677,481,776,677,650,650,650
3272,25,25,155,359,546,25,77,374,311,374,25,289,311,69,64,513,332,311,465,374,311,465,389,684,25,25,25,25,25,25,25,340,25,25,220,271,156,545,11,11,46,25,25,25,289,289,289,289,289,25,25,25,25,25,25,25
3273,44,99,578,145,19,281,364,87,493,493,493,285,781,736,285,280,400,5,285,195,636,780,285,400,285,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,194,194,194,194,194,194,194,400,400,400,194
3274,469,125,652,325,778,282,436,45,319,477,32,32,206,9,32,379,379,479,31,792,503,78,327,78,41,327,792,43,289,58,58,58,367,78,78,78,255,289,289,289,289,289,289,255,49,210,210,210,210,210,210,210,210,210,210,210
3275,149,95,95,269,269,281,23,717,281,179,354,674,525,257,257,23,21,404,326,326,326,80,106,149,149,281,23,362,179,23,463,257,257,88,88,88,463,225,225,225,88,88,225,88,257,179,225,225,88,179,179,179,179,179,179,179
3276,695,700,766,192,577,245,409,129,677,340,567,132,577,491,695,688,339,648,43,173,250,6,6,6,132,245,245,245,503,602,661,491,491,275,132,602,275,384,384,384,65,360,360,192,35,384,366,35,366,366,192,366,366,366,366,366
3277,185,185,100,100,383,98,269,552,342,309,130,791,177,342,342,342,342,45,45,319,193,45,342,342,45,342,342,342,53,53,53,319,53,319,342,342,98,342,98,567,260,98,372,379,372,260,91,91,91,379,329,329,329,329,329,329
3278,619,351,695,807,485,792,398,381,737,105,169,679,323,636,143,287,551,758,673,673,251,250,390,251,491,604,274,274,446,491,491,726,491,491,491,491,491,491,491,491,491,115,491,491,491,491,491,491,491,491,506,506,506,491,491,491
3279,536,362,459,274,94,143,271,648,690,247,71,82,82,14,14,14,690,333,318,241,318,341,177,177,177,177,177,103,177,283,283,620,620,620,377,620,620,620,620,620,620,177,107,107,107,107,107,107,103,107,107,107,375,375,107,103
3280,327,327,573,485,760,620,148,308,250,433,297,345,260,581,581,581,581,581,344,282,175,581,581,302,344,581,581,358,447,775,731,282,358,731,282,282,282,282,282,282,370,370,282,358,358,370,370,370,358,358,358,358,358,358,358,358
3281,424,135,166,534,756,631,191,234,32,121,401,32,382,1,32,32,669,32,20,73,32,43,669,669,380,669,407,669,506,32,32,32,564,513,564,513,513,513,135,135,135,135,135,135,135,513,564,564,564,564,564,564,564,535,535,535
3282,167,167,126,275,730,96,525,499,811,388,285,182,400,409,409,725,411,742,523,764,260,806,322,110,636,260,636,636,805,805,505,636,636,596,456,752,752,752,222,456,456,730,752,752,222,534,534,222,222,222,730,730,730,222,222,222
3283,570,229,229,268,678,401,180,85,25,771,424,153,276,118,359,108,108,226,352,217,402,402,397,652,441,480,217,108,123,750,123,123,282,282,204,233,605,320,320,249,331,320,320,320,320,320,320,498,498,320,320,498,320,320,320,276
3284,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
3285,208,253,317,680,77,395,66,40,639,205,724,208,371,600,600,388,236,679,596,236,208,208,108,108,807,807,807,261,718,718,718,718,718,312,312,208,312,748,748,807,807,807,552,312,312,552,68,208,208,208,570,208,552,570,208,208
3286,285,285,329,732,220,553,561,106,521,432,791,449,449,435,523,408,523,469,435,435,435,435,435,435,435,749,62,154,77,435,732,732,282,85,62,732,85,85,55,55,155,155,183,183,183,690,690,183,183,155,39,155,183,183,155,155
3287,810,396,234,234,401,373,135,376,55,299,69,32,135,287,124,299,299,299,411,411,124,353,411,411,299,299,353,229,229,353,353,16,299,229,229,229,229,229,229,229,69,69,69,69,69,401,401,69,276,401,401,401,401,69,289,289
3288,14,764,776,797,268,389,14,241,247,247,773,623,202,241,520,660,520,660,620,510,74,620,373,251,251,319,373,218,218,218,306,443,644,443,346,308,308,308,346,346,104,584,306,306,306,306,306,306,306,306,306,306,306,306,306,306
3289,329,329,329,313,548,329,620,390,709,218,657,617,626,288,353,288,288,388,293,32,32,32,119,119,133,399,152,152,152,377,143,41,288,288,288,133,133,356,356,133,133,133,44,58,133,133,329,329,329,329,329,181,181,181,181,133
3290,231,550,293,213,80,292,129,71,281,254,372,31,179,162,130,162,420,420,31,347,347,31,712,231,231,712,712,712,231,111,111,303,303,303,303,712,303,111,303,111,130,130,366,303,303,366,366,366,269,366,366,269,269,366,366,260
3291,302,302,31,289,401,381,637,334,371,88,287,645,32,58,645,322,371,165,340,383,340,340,165,334,165,340,165,340,25,25,252,287,340,340,340,240,54,269,240,287,334,269,287,215,340,401,340,340,340,340,340,340,340,340,340,33
3292,802,264,337,245,372,145,295,78,309,263,303,297,366,385,93,712,712,712,385,712,385,346,166,93,643,166,111,207,309,207,207,207,207,207,280,280,280,111,200,111,260,260,147,147,245,245,245,185,185,245,245,245,245,245,245,166
3293,221,548,196,211,126,20,301,229,45,588,683,11,96,259,96,310,229,310,310,645,588,588,588,149,149,149,149,673,371,371,645,149,149,149,149,149,149,149,149,157,149,149,96,126,24,371,371,371,371,371,371,221,96,96,126,126
3294,147,187,64,360,360,60,273,131,11,149,23,231,42,140,224,281,140,140,360,360,213,360,360,360,360,360,231,360,360,360,231,231,231,231,360,24,372,392,360,257,257,7,213,213,105,231,231,231,231,231,231,231,231,231,213,231
3295,385,650,369,2,503,413,98,252,777,466,654,548,413,69,247,266,413,654,352,352,654,654,422,154,413,217,217,413,233,697,697,68,807,711,387,387,413,377,180,253,387,38,530,530,38,38,38,38,38,370,431,431,249,249,370,33
3296,174,584,584,29,23,191,292,150,139,372,31,64,237,371,404,165,706,166,237,412,64,64,237,64,64,64,64,92,389,206,389,389,389,389,389,92,26,1,92,92,92,1,26,92,1,1,92,92,92,92,92,1,92,92,26,92
3297,54,568,404,427,668,238,77,102,479,179,449,737,507,652,778,64,598,64,64,754,754,110,479,368,368,598,368,598,598,507,507,132,132,507,633,633,271,371,271,269,313,269,689,269,689,689,340,689,287,340,684,684,684,684,332,684
3298,26,381,381,244,159,485,353,598,440,249,440,440,440,433,735,583,440,440,433,440,630,630,166,440,440,440,433,83,83,83,433,184,600,600,798,706,600,798,798,697,697,600,697,600,600,568,735,735,735,568,735,735,735,735,465,735
3299,82,149,339,206,171,511,165,788,580,334,189,131,273,273,273,150,273,273,273,273,273,87,273,87,177,177,177,134,594,177,511,511,511,134,511,511,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,510,510,24,24,510
3300,195,554,166,180,669,323,252,215,637,781,341,747,433,221,367,130,44,421,217,600,629,600,187,50,50,187,402,747,402,747,187,136,136,353,149,724,735,748,559,559,245,284,383,284,402,284,402,115,115,205,115,284,233,284,284,284
3301,804,320,214,282,343,418,271,71,271,46,332,374,271,354,287,343,343,46,467,332,55,311,298,311,311,311,381,311,311,311,577,311,311,311,311,311,311,343,343,343,343,343,343,343,343,343,343,343,343,343,343,154,154,154,154,154
3302,308,308,367,706,240,632,518,207,703,663,754,754,754,471,1,54,690,690,471,762,706,706,558,558,801,54,54,801,807,69,54,440,440,440,440,440,54,312,458,458,621,411,807,458,458,458,125,125,125,125,312,215,215,215,215,215
3303,104,41,41,623,77,14,654,531,610,572,535,287,422,77,77,432,589,278,589,233,320,233,397,320,269,162,597,553,162,162,162,320,162,672,672,672,672,672,672,672,672,672,672,771,771,195,195,195,195,195,672,195,195,195,195,599
3304,256,190,366,297,190,149,334,493,625,19,19,633,19,19,19,19,493,665,724,54,340,19,364,19,19,19,19,364,19,19,19,19,19,19,665,19,19,19,19,19,19,19,665,665,19,19,19,706,203,19,19,19,19,19,19,19
3305,74,365,647,802,206,517,385,399,417,390,450,571,110,95,560,196,515,515,583,524,715,715,143,560,560,391,317,794,794,356,264,800,800,438,800,800,133,133,438,706,438,706,230,230,676,133,133,706,671,706,229,676,676,676,676,676
3306,272,149,475,703,224,308,224,446,651,273,390,390,395,196,376,601,507,734,91,91,313,313,313,313,313,313,313,271,346,346,346,379,379,271,271,271,620,97,620,620,97,97,97,620,620,224,34,384,384,224,384,384,384,384,68,384
3307,805,319,806,252,151,770,270,495,581,363,681,468,629,466,391,382,46,257,382,102,622,68,308,68,620,308,469,36,367,367,36,36,36,36,36,36,36,165,165,40,283,102,631,68,68,68,319,68,319,319,68,34,319,329,207,207
3308,78,78,308,65,429,79,671,400,787,269,400,404,281,383,169,269,547,169,647,123,665,229,520,762,149,457,493,149,362,362,362,362,362,362,362,203,203,362,203,362,362,362,362,362,362,362,362,362,362,362,362,362,362,166,166,166
3309,11,332,131,136,9,685,136,348,9,9,397,92,268,268,268,447,778,92,92,549,549,401,549,158,158,158,77,77,401,401,77,795,268,111,380,360,162,380,380,162,380,112,206,145,145,145,145,145,145,145,77,77,77,145,145,145
3310,9,80,109,434,764,810,769,147,371,450,147,95,321,95,152,619,115,115,115,560,321,321,321,321,629,629,629,5,660,660,685,687,685,685,390,275,629,629,5,685,321,321,321,321,321,5,5,687,687,687,687,687,321,321,321,321
3311,747,747,686,776,776,145,428,61,249,338,61,109,438,181,181,403,339,293,259,288,400,217,382,690,161,382,376,259,181,307,676,115,259,330,620,620,690,227,690,690,297,14,14,296,403,403,403,403,403,403,370,370,370,370,376,376
3312,408,408,408,624,549,439,426,574,166,426,276,276,276,217,322,322,217,217,217,217,436,558,220,418,418,386,332,320,271,439,439,271,271,408,654,176,176,176,439,180,482,482,466,244,498,498,466,386,110,498,498,498,466,110,466,172
3313,297,354,665,703,97,594,115,313,256,313,287,287,285,136,295,295,466,466,285,285,643,309,285,466,466,466,466,313,313,285,285,285,285,285,285,757,269,433,318,318,433,433,607,607,607,466,318,433,433,433,433,757,757,757,251,466
3314,578,578,578,315,516,533,573,427,741,180,180,180,783,739,783,798,750,798,798,798,749,749,761,0,761,761,761,755,755,791,791,592,592,798,798,798,503,503,503,503,503,786,503,503,214,568,214,619,619,619,619,619,299,619,299,577
3315,379,86,380,22,361,186,757,510,644,59,363,312,161,161,364,364,218,364,182,480,459,364,275,195,248,248,248,241,363,333,241,363,363,363,363,363,179,363,182,236,182,236,236,236,323,363,236,363,363,195,363,363,363,363,363,363
3316,407,407,695,520,447,169,459,561,518,645,371,320,116,190,371,792,371,116,10,340,192,340,792,326,427,225,28,404,309,385,78,371,371,371,6,371,179,23,179,179,371,371,187,192,192,192,309,10,10,175,10,252,175,252,175,175
3317,109,809,627,248,70,320,647,278,196,266,320,320,253,168,320,320,168,168,113,168,168,438,211,142,278,278,74,211,211,211,278,278,211,745,745,216,320,469,320,320,286,690,690,690,284,284,347,284,619,278,278,323,229,119,119,119
3318,20,20,380,377,656,658,362,142,104,192,607,149,363,87,24,24,87,764,170,78,664,170,104,104,725,477,29,29,144,144,144,144,144,100,188,188,104,188,188,188,159,188,104,104,104,104,104,104,104,237,104,237,237,237,237,494
3319,718,215,33,311,195,165,507,436,431,688,668,118,118,805,155,155,344,777,62,62,62,62,654,511,557,8,511,155,511,688,459,209,8,630,141,132,369,369,348,501,501,501,501,501,33,17,17,17,155,17,17,155,155,155,155,155
3320,397,79,10,135,406,55,374,145,300,300,300,401,549,167,300,783,777,9,491,199,199,234,221,221,221,221,221,221,9,153,153,153,55,153,491,359,55,359,9,300,300,63,300,300,320,9,244,244,244,244,124,359,359,359,359,359
3321,692,261,383,17,292,122,663,1,62,736,7,763,214,138,138,749,276,31,374,229,229,138,78,299,138,200,77,200,55,301,736,736,736,736,301,646,646,124,55,209,138,138,138,138,504,311,311,167,311,56,504,56,276,276,56,357
3322,132,132,131,71,131,166,49,131,93,360,129,685,93,93,295,295,93,93,192,93,49,49,280,129,280,280,303,303,303,49,49,129,303,131,131,49,49,93,93,93,131,49,49,49,111,49,111,252,252,252,252,252,252,252,131,131
3323,710,164,164,164,325,353,379,356,368,653,229,229,229,720,229,621,318,373,621,137,363,20,758,90,117,223,347,347,279,279,279,464,464,464,464,464,268,38,171,171,369,171,369,11,282,223,282,129,282,129,129,353,139,353,353,139
3324,240,111,695,378,75,192,800,281,695,766,123,29,29,622,32,216,334,26,471,471,137,137,137,137,137,137,137,137,137,137,137,137,137,237,137,237,237,237,137,237,761,761,761,238,761,32,32,238,761,761,761,238,238,238,93,92
3325,410,82,800,691,611,206,710,290,287,221,255,363,10,303,658,371,371,371,129,768,533,533,383,344,383,70,93,479,206,206,383,383,186,267,93,93,57,57,57,158,158,206,158,158,57,57,57,57,57,240,57,240,240,240,240,240
3326,174,70,404,570,379,132,662,162,379,483,380,403,25,735,25,190,674,810,71,735,413,413,71,602,354,560,338,37,338,338,338,37,37,338,338,638,345,345,345,345,275,338,37,338,590,590,274,274,274,590,590,590,590,590,590,590
3327,429,506,738,55,690,317,352,32,655,289,599,374,374,138,279,179,8,89,89,74,55,646,466,466,167,55,560,408,1,1,408,549,199,289,199,108,108,108,343,55,55,108,108,373,373,373,85,85,85,176,85,176,373,373,373,373
3328,181,181,660,417,751,87,316,139,255,806,190,257,191,400,660,660,660,691,769,769,52,769,340,417,206,405,32,32,763,763,78,78,370,481,481,32,32,32,32,569,68,68,68,68,68,68,68,68,68,68,433,433,433,763,763,763
3329,563,531,650,555,33,759,68,66,348,386,386,76,348,507,808,808,408,401,249,249,348,348,783,369,783,562,298,783,783,783,783,783,783,783,783,783,783,783,498,783,173,173,783,783,180,153,271,271,783,271,783,153,271,153,271,271
3330,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3331,425,168,411,389,477,600,40,25,64,118,167,38,323,734,167,233,262,353,353,163,689,398,398,381,381,118,381,381,381,92,285,581,154,154,361,193,209,734,271,209,271,209,271,271,172,172,172,172,172,172,172,284,284,215,215,215
3332,259,556,251,288,376,376,159,87,87,87,754,379,176,734,72,630,283,317,293,421,259,293,259,259,137,109,355,355,355,259,370,690,745,18,18,18,296,82,521,521,521,521,690,521,734,734,734,734,521,521,521,353,734,353,353,734
3333,285,259,259,734,463,629,96,376,119,515,166,159,375,182,740,5,540,32,32,80,32,59,59,59,59,59,59,59,59,480,731,731,731,480,480,480,358,358,731,731,731,731,731,731,142,142,142,480,480,269,211,211,211,211,211,211
3334,110,554,628,216,216,631,275,612,806,665,548,673,762,539,384,714,714,764,573,742,310,310,680,786,216,216,499,573,7,515,7,7,7,7,7,7,7,7,7,264,714,245,245,245,7,264,714,714,264,714,264,264,714,714,714,714
3335,239,174,6,680,161,187,21,340,21,620,620,620,179,179,119,119,119,119,102,165,165,165,165,714,174,187,187,187,187,102,309,294,294,294,294,95,295,556,556,556,351,351,351,75,75,75,75,75,75,75,75,75,75,75,75,75
3336,681,731,309,134,408,3,353,805,788,164,406,369,309,121,335,335,335,209,209,362,391,136,88,223,223,302,302,302,302,331,331,331,331,297,388,203,388,131,302,311,32,250,250,77,310,310,310,57,57,158,158,158,158,158,158,158
3337,185,179,3,11,111,24,224,220,179,220,220,761,132,806,26,309,24,309,24,24,24,24,185,24,24,24,239,239,24,239,231,231,231,231,231,231,231,231,231,231,231,105,231,231,231,24,24,24,24,24,24,231,231,231,239,231
3338,684,279,6,162,360,6,472,326,326,296,326,326,326,326,326,326,295,0,326,326,673,52,52,52,52,52,104,104,54,54,54,54,149,627,340,340,340,340,340,340,569,569,340,340,340,569,569,569,569,569,340,340,340,340,105,340
3339,597,597,597,747,565,333,769,788,451,618,619,776,323,618,139,139,139,170,303,139,170,170,203,170,139,139,139,139,139,86,290,290,290,290,281,329,329,329,329,329,329,329,329,329,329,329,34,34,34,34,34,34,34,34,34,34
3340,79,651,765,576,728,765,629,150,427,23,811,811,765,667,459,390,23,36,455,509,540,680,680,811,540,779,811,811,811,811,811,811,770,811,811,542,770,811,542,542,542,542,141,109,192,542,192,542,542,542,542,542,192,472,542,542
3341,611,75,596,211,330,619,690,74,333,160,157,403,134,246,612,748,748,748,748,640,253,253,393,253,157,157,216,101,101,101,101,101,101,101,101,101,101,101,101,66,66,101,101,619,94,94,94,94,619,619,619,263,619,619,619,619
3342,348,761,761,527,681,654,750,695,413,167,474,277,537,408,277,681,537,277,408,537,537,537,3,3,195,639,557,557,557,537,563,537,529,529,529,537,529,374,246,246,571,537,467,374,750,750,750,750,750,750,654,467,654,654,750,750
3343,628,109,628,109,103,145,621,44,578,503,487,80,273,273,607,660,414,414,414,578,793,793,285,308,115,752,752,578,578,752,578,752,686,768,768,446,390,686,578,578,390,578,578,390,390,578,578,578,578,760,143,259,143,259,143,143
3344,440,104,491,467,520,509,131,589,28,6,414,320,11,326,326,290,106,758,211,253,528,26,272,747,26,326,633,211,173,326,326,326,326,712,326,326,173,173,792,54,712,173,173,621,712,712,26,26,28,26,26,28,26,26,26,26
3345,594,709,245,215,370,735,209,43,630,343,168,43,427,643,387,672,557,557,32,427,293,782,322,685,427,474,685,451,664,664,664,664,664,801,801,776,801,439,776,776,439,488,443,776,569,443,443,443,443,443,443,717,717,443,443,756
3346,213,791,711,308,658,252,131,366,185,174,487,487,487,342,174,342,174,487,256,714,241,714,487,487,487,487,462,462,98,23,23,110,673,673,673,673,673,283,636,673,207,207,23,23,23,23,23,636,23,207,207,207,23,241,23,487
