ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56
3690,231,248,792,613,613,474,474,769,769,769,58,58,58,79,41,134,134,134,216,216,216,216,216,139,139,139,342,342,342,342,342,342,143,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,40,40
3691,53,104,309,756,185,28,28,28,28,185,28,28,28,28,237,237,64,64,64,223,223,223,223,88,88,88,88,88,88,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
3692,134,685,685,685,298,298,199,199,199,199,199,199,199,234,234,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,583,771,771,771,771,771,771,771,771,771,771,771,771,771,771
3693,347,342,45,613,399,222,273,273,256,256,256,379,379,379,379,379,379,379,379,379,60,132,132,132,132,132,132,132,132,132,7,7,7,7,7,7,7,7,7,7,7,7,7,396,396,396,396,396,396,7,7,162,162,162,162,162,162
3694,16,620,394,620,405,159,317,314,314,314,314,314,394,394,394,394,394,114,394,394,313,313,313,313,313,313,313,313,313,313,313,314,314,314,314,314,314,314,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
3695,245,37,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
3696,16,238,423,32,203,569,203,203,203,203,203,763,420,384,384,384,132,381,381,347,347,347,347,347,347,347,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
3697,176,249,68,0,482,110,110,802,802,802,802,802,600,600,120,120,495,495,73,495,495,495,495,495,653,653,594,594,594,594,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,347,402,256,607,667,254,637,26,686,686,543,292,35,437,437,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
3699,398,297,379,297,379,379,422,759,759,235,235,166,166,166,379,379,379,379,184,184,184,7,7,7,132,132,7,7,7,7,7,7,7,7,7,7,7,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
3700,352,27,271,574,574,574,574,776,804,730,699,699,766,766,175,401,401,401,271,271,271,271,271,271,271,271,299,299,299,332,332,332,332,332,332,332,332,332,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
3701,207,82,206,206,206,347,163,269,558,558,632,290,290,290,399,399,399,595,595,595,595,595,313,161,161,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
3702,53,391,109,89,767,767,767,767,351,78,78,78,78,560,203,203,203,78,334,334,334,334,360,360,245,148,148,140,140,140,140,140,140,140,140,140,140,140,140,140,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
3703,261,31,43,42,756,89,89,89,46,356,356,782,30,30,30,318,318,318,318,318,130,130,295,295,59,59,59,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,41,41,41,41,41,223,223,223,223,223,223,223,223
3704,16,101,20,20,325,78,78,78,78,137,137,60,60,269,269,297,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3705,347,305,139,51,51,51,51,277,277,366,366,366,366,23,26,260,260,260,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
3706,161,239,709,591,537,537,196,196,196,196,196,196,196,196,241,241,251,251,251,251,375,375,243,243,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
3707,347,347,576,576,576,652,800,800,800,800,800,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
3708,347,159,663,417,775,775,775,411,295,222,222,99,376,376,506,72,361,72,72,72,72,259,259,259,376,376,376,376,376,376,376,376,376,376,376,376,393,393,393,393,393,393,345,345,345,345,133,133,183,183,183,183,183,183,183,183,183
3709,352,285,182,182,194,194,194,194,407,407,407,407,776,776,776,280,280,280,280,280,5,5,5,5,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
3710,53,26,173,757,273,237,237,55,29,29,154,154,154,740,740,740,85,299,299,38,38,38,38,2,2,2,2,173,173,173,173,173,173,173,173,173,173,173,173,173,180,311,311,311,311,311,38,38,38,38,38,38,38,38,38,38,38
3711,347,163,784,496,496,478,683,683,741,741,429,273,437,40,40,40,40,40,40,40,40,40,36,36,36,36,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
3712,323,247,294,102,145,340,56,98,154,154,155,154,300,300,300,300,9,9,9,9,9,77,77,77,77,77,77,77,77,77,77,77,77,302,302,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
3713,28,95,269,712,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,181,181,181,393,393,393,393,393,393,393,393,393,393
3714,53,347,456,800,456,456,581,402,402,273,273,107,107,107,107,107,107,296,296,296,296,296,355,126,126,126,126,126,126,126,126,126,126,126,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
3715,261,187,515,155,719,440,440,668,668,668,668,723,154,154,154,154,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
3716,174,174,402,86,402,402,615,468,468,402,402,506,317,317,402,402,402,402,402,402,402,402,402,126,126,126,183,183,403,403,403,183,183,183,183,183,183,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
3717,16,348,16,494,208,56,56,138,138,138,138,138,138,385,595,595,385,385,385,178,178,178,178,178,339,339,339,339,339,339,339,339,339,339,339,339,339,339,53,12,12,12,12,12,12,53,53,53,53,53,53,53,53,53,53,53,53
3718,368,46,600,600,600,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
3719,347,84,354,224,371,364,231,231,231,50,306,292,292,292,292,292,174,366,366,366,366,245,245,245,245,245,224,224,224,224,224,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
3720,347,289,524,524,305,168,168,168,168,168,259,259,259,126,168,168,168,168,168,168,168,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
3721,261,341,804,480,179,766,766,159,159,403,403,207,399,251,251,159,159,53,381,381,381,381,381,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
3722,245,482,688,482,482,600,600,600,600,600,666,666,140,140,195,195,111,111,111,111,111,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
3723,259,166,517,517,60,168,382,549,549,531,443,245,245,195,195,195,195,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,7,7,7,7
3724,53,50,217,264,237,237,237,6,6,6,6,6,6,6,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
3725,185,654,779,33,286,292,292,292,292,53,381,255,479,329,280,156,157,157,157,157,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381
3726,347,270,220,339,339,339,231,231,149,149,596,383,383,383,383,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
3727,161,189,545,523,3,807,435,435,71,642,642,267,31,64,64,64,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
3728,347,104,276,84,250,1,217,217,217,217,394,394,394,394,394,394,394,153,153,153,153,153,278,278,278,278,278,278,278,324,324,154,154,74,74,74,74,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
3729,367,218,597,303,303,303,684,169,437,581,581,581,784,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3730,171,117,238,396,396,306,306,306,123,123,380,380,159,136,136,244,361,361,66,66,66,66,66,66,66,66,66,66,66,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
3731,321,321,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
3732,53,100,361,100,100,100,501,658,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3733,261,238,51,480,480,353,353,353,353,609,407,480,480,480,480,230,230,230,745,745,143,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
3734,323,318,371,446,446,446,174,92,92,486,486,383,290,290,290,290,290,174,174,281,334,334,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
3735,53,323,243,343,29,29,175,214,269,269,19,19,105,105,105,105,105,88,88,78,78,188,188,188,188,188,35,35,35,35,35,35,35,35,35,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
3736,261,327,390,327,327,523,478,478,109,109,139,139,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
3737,347,335,256,224,224,224,224,224,435,435,206,206,206,364,257,257,130,130,179,179,179,256,330,330,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
3738,174,283,107,107,275,275,275,275,682,682,693,693,693,570,181,181,181,624,89,89,89,89,342,89,89,89,89,89,89,375,78,78,78,78,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,78,78,78,78,78,78,283,283
3739,176,395,729,366,366,366,241,281,281,366,366,389,366,337,337,337,337,269,269,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
3740,53,166,683,592,797,797,680,475,475,475,213,213,213,274,274,274,366,366,366,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
3741,261,128,630,730,730,88,88,625,625,45,45,179,333,333,145,145,145,195,195,195,195,195,195,222,222,136,136,136,313,313,313,313,313,97,97,97,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
3742,16,22,69,351,511,511,783,783,783,382,77,77,77,77,77,77,77,77,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
3743,347,42,60,518,500,500,712,712,712,339,339,339,225,225,225,225,225,225,225,309,309,309,309,309,309,309,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
3744,261,245,354,661,675,675,770,329,329,329,329,329,175,175,87,284,284,284,284,284,284,337,337,337,337,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
3745,95,154,42,62,62,247,62,62,62,247,247,247,100,111,111,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
3746,231,323,88,726,508,590,590,457,457,457,410,54,54,0,0,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
3747,53,319,51,181,789,789,789,789,789,789,789,789,789,757,757,757,757,701,657,79,79,79,79,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
3748,53,323,708,433,433,433,433,496,693,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
3749,261,19,19,19,35,127,127,127,57,57,669,22,22,22,22,22,22,22,22,22,346,346,346,346,346,346,148,148,148,148,148,148,148,148,148,148,346,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
3750,261,274,165,218,88,418,30,30,412,412,401,233,233,85,85,320,299,320,10,10,320,320,320,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
3751,140,234,234,553,83,659,332,217,217,380,380,742,742,742,294,8,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3752,90,807,404,404,90,200,200,37,37,729,107,107,107,136,91,200,47,47,241,241,241,115,285,285,115,385,385,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
3753,347,161,66,791,791,604,604,791,482,413,413,545,545,545,545,545,471,295,295,295,322,322,325,325,325,211,211,211,211,211,211,253,253,253,253,253,253,253,253,253,253,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
3754,53,139,59,342,580,747,580,580,524,713,713,45,395,395,79,79,79,194,334,334,334,223,223,223,223,223,223,223,223,223,223,223,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
3755,53,36,73,260,73,73,533,636,239,239,239,10,10,10,10,10,10,10,10,10,10,320,141,141,141,141,141,141,141,141,141,141,141,141,141,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
3756,16,236,54,98,104,771,389,119,119,361,520,520,520,326,326,596,596,596,108,632,632,135,135,135,135,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3757,323,170,250,35,451,29,29,29,29,29,65,65,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
3758,261,100,389,115,573,677,301,263,301,404,58,58,712,603,603,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
3759,261,386,102,487,467,223,129,129,129,129,129,129,117,117,129,129,49,49,49,49,49,49,49,49,49,49,140,140,140,140,140,140,140,140,330,330,330,330,330,330,330,330,330,330,330,330,330,330,130,130,297,297,297,297,297,297,297
3760,53,161,194,194,109,394,394,394,394,361,361,361,222,70,70,70,70,41,41,41,41,41,41,41,41,41,41,41,41,241,318,318,318,297,297,297,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
3761,53,276,26,71,71,71,71,538,538,522,148,148,148,245,97,97,68,5,275,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
3762,53,136,9,69,69,342,342,610,342,9,9,236,241,241,241,78,241,241,102,102,102,41,41,41,41,41,70,70,70,70,70,70,70,70,70,206,206,206,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
3763,80,74,275,573,573,660,678,678,678,678,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,356,356,356,356,356,356,356,356,356,356,356,356,356,230,230,356,356,356,356,356,356,356,356,356,356,356,356,356,356
3764,393,393,44,765,251,356,356,579,579,579,168,168,393,393,393,393,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
3765,161,45,174,74,397,397,397,256,486,486,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
3766,38,88,472,343,139,139,343,38,38,370,172,172,778,778,432,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
3767,347,237,638,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
3768,161,132,224,159,159,0,175,175,243,243,49,49,261,261,117,117,117,117,117,117,117,117,117,117,117,117,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
3769,28,119,724,417,512,512,184,184,413,192,721,721,455,455,578,578,247,247,247,247,247,247,58,58,58,58,58,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
3770,323,240,31,185,224,224,514,197,156,156,156,29,29,29,34,34,34,34,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
3771,321,368,618,317,317,548,548,131,131,131,548,548,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
3772,148,92,92,92,10,282,783,33,33,33,171,171,171,171,171,171,171,171,171,171,171,171,171,171,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358
3773,28,26,26,697,162,200,9,9,9,651,26,255,255,255,272,272,272,255,10,10,10,10,10,32,32,32,32,32,32,32,32,32,32,32,32,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3774,166,171,5,5,721,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
3775,130,382,364,19,19,189,56,53,53,144,144,144,144,306,306,306,306,295,295,281,281,281,281,281,281,281,281,281,281,281,202,202,202,202,202,202,202,202,202,202,256,256,256,256,256,256,256,218,218,218,218,23,23,23,23,23,23
3776,347,273,144,207,800,108,145,145,34,34,34,34,34,34,127,127,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289
3777,368,274,632,632,243,126,126,651,651,651,347,144,144,144,144,144,144,606,91,91,111,111,111,111,91,91,91,91,148,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
3778,161,393,105,377,377,381,401,381,363,363,313,313,394,394,394,381,381,381,308,330,330,330,330,330,330,330,330,330,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,308,308,308,308,308,308
3779,231,56,149,209,603,30,594,431,431,298,31,31,31,98,197,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
3780,7,166,787,439,439,563,563,563,681,681,507,507,537,537,750,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
3781,15,226,140,11,11,148,148,148,776,776,776,295,295,724,290,290,213,75,75,339,23,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
3782,53,70,371,632,451,310,310,220,220,220,93,171,171,171,166,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,71,71,71,71,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
3783,237,318,754,318,318,318,318,121,517,517,517,493,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3784,53,357,580,580,580,458,374,374,374,455,539,31,220,220,220,220,96,96,96,96,96,96,31,31,31,31,31,31,31,31,31,31,31,31,197,197,197,197,197,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
3785,53,277,399,5,292,292,292,292,508,143,335,335,335,335,677,395,109,109,109,109,109,5,5,169,169,169,169,169,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
3786,347,34,367,705,773,773,786,773,773,773,569,597,346,346,346,203,169,169,203,203,569,569,569,569,569,569,569,86,86,86,86,86,569,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
3787,207,90,154,290,223,49,49,53,758,309,309,111,31,31,31,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
3788,261,339,329,531,531,531,17,17,531,531,70,70,361,301,301,157,399,257,257,257,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
3789,53,79,742,31,31,84,243,314,314,314,125,125,89,551,551,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
3790,368,187,466,693,9,9,552,704,704,526,526,608,608,777,689,689,299,266,266,266,266,266,266,266,17,17,17,17,17,17,17,17,173,173,173,173,173,173,173,173,173,173,173,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3791,347,28,220,220,716,652,652,539,539,498,804,804,804,299,299,299,299,310,32,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
3792,53,102,298,389,35,35,106,35,334,334,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
3793,140,185,571,571,571,807,807,807,807,84,84,799,799,654,427,11,11,11,11,151,151,151,151,246,211,211,211,211,211,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304
3794,221,121,178,20,185,16,595,77,77,138,138,138,369,369,369,369,369,369,369,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
3795,161,110,644,614,762,737,801,601,601,601,389,389,801,531,531,231,224,224,224,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
3796,347,181,343,136,432,33,800,800,353,353,90,90,353,274,274,353,353,163,163,163,163,163,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
3797,38,186,192,313,454,454,468,468,696,186,123,123,706,479,479,762,780,692,272,658,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
3798,270,328,328,276,276,6,6,106,84,84,84,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,261,231,397,397,43,43,633,43,43,695,695,8,8,8,138,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397
3800,368,385,56,387,387,313,287,287,127,552,552,187,106,106,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
3801,80,22,810,398,398,398,398,398,398,398,362,362,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3802,66,224,7,13,13,108,633,633,250,250,633,88,88,297,268,268,268,268,268,268,268,268,268,268,268,268,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
3803,261,89,688,145,151,362,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
3804,53,372,25,263,372,162,206,147,206,344,344,325,370,370,25,226,226,226,226,226,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
3805,261,156,165,423,557,557,570,741,741,610,692,437,808,437,437,564,696,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
