ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56
2110,354,471,234,145,55,209,397,397,141,141,56,62,276,209,397,276,276,397,276,276,276,276,276,276,74,397,397,74,276,397,397,397,397,276,276,397,276,276,397,276,397,276,276,397,276,397,397,276,397,397,397,397,397,276,397,397,397
2111,507,382,786,556,216,736,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
2112,255,297,120,136,92,6,96,7,162,286,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
2113,593,381,16,107,305,16,66,196,678,16,351,20,678,678,196,338,313,196,84,338,338,84,84,16,16,16,338,16,338,16,16,16,16,16,114,84,16,84,16,84,16,16,338,114,114,338,114,16,338,338,338,632,595,338,338,632,338
2114,3,156,290,339,60,327,327,35,225,102,366,225,41,41,41,41,41,23,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
2115,283,420,541,187,130,70,6,208,297,88,70,70,310,70,70,301,88,237,88,301,146,190,146,146,190,190,146,190,190,190,190,190,88,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
2116,244,70,168,355,188,188,188,328,188,353,188,188,188,323,188,323,323,188,323,188,188,188,188,188,188,188,188,323,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,22,188,188,188
2117,345,760,107,107,402,402,44,305,305,305,402,402,402,305,305,402,402,305,402,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,402,305,305,305,305,305,305,305,305,402,305,305,305,305,305,305
2118,308,751,758,645,51,139,87,103,51,356,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,285,390,390,390,390,390,390,390
2119,389,54,468,269,90,57,57,242,57,170,170,170,310,152,310,310,97,310,310,310,310,3,3,3,275,277,97,49,277,275,97,277,97,277,97,277,97,313,277,277,313,164,97,277,277,285,313,3,285,49,277,52,277,285,3,211,3
2120,227,312,277,613,86,768,713,23,364,35,736,23,23,207,203,203,366,207,53,260,53,53,53,156,203,258,78,53,40,225,178,174,78,148,225,78,53,178,225,260,178,225,225,178,3,377,225,146,86,78,78,78,225,78,225,78,78
2121,109,314,75,22,241,297,140,297,179,179,23,349,179,349,349,385,349,161,349,385,385,23,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,263,385,385,385,385
2122,117,787,242,222,361,361,385,385,361,361,361,256,361,361,256,361,256,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,281,361,361,361,361,361,361,361,361,256,361,361,361,361,361,361
2123,646,484,176,276,89,135,354,186,331,331,331,352,369,369,369,233,221,369,369,233,369,186,369,233,233,369,369,369,369,233,369,233,233,233,369,369,233,233,233,233,233,233,233,233,233,233,233,233,233,233,186,233,233,233,233,233,233
2124,432,93,508,129,174,269,297,101,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
2125,416,402,168,402,168,107,317,317,317,293,355,403,355,403,259,403,403,403,403,403,403,355,403,403,403,403,403,403,403,403,222,181,403,345,403,403,403,305,305,403,403,305,403,305,403,403,403,305,305,403,403,403,403,305,305,305,305
2126,277,295,623,171,348,371,10,28,371,371,28,28,28,340,28,28,28,28,28,28,28,28,28,28,370,28,28,28,28,370,28,28,28,165,28,28,28,28,28,165,28,28,28,28,28,28,28,28,28,28,28,28,28,165,28,28,28
2127,147,312,161,64,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2128,177,41,645,4,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,345,222,345,222,196,345,345,345,123,345,72,196,345,690,222,345,690,67,345,345,345,356,345,345,345,99,222,345,345,345,159,222,345,376,393,181,123
2129,156,455,455,776,303,673,53,456,456,203,203,203,203,283,203,283,203,203,78,78,283,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2130,608,33,55,167,108,1,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2131,148,632,182,141,545,408,596,466,750,408,713,110,666,666,110,110,110,110,110,110,110,110,110,110,110,110,110,110,808,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,750,110,110,110,110,110,110,110,110,68,110
2132,776,746,730,783,145,337,115,399,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,19,115,115,115,115,115,115,115,115
2133,713,416,416,346,318,495,216,229,103,21,21,21,21,21,101,101,21,21,21,21,101,101,101,254,125,125,254,125,101,254,101,125,113,113,80,80,80,125,21,254,21,101,80,80,21,254,80,80,80,254,101,80,80,80,80,101,80
2134,26,86,263,610,343,359,359,359,311,359,359,311,173,173,172,38,38,172,343,38,38,38,343,343,343,359,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
2135,393,393,255,393,393,181,335,181,168,356,356,356,356,356,356,356,356,356,356,356,356,356,356,196,356,356,356,356,356,356,356,196,356,356,356,356,356,356,356,356,356,356,356,356,196,356,356,356,356,196,356,356,356,356,356,356,356
2136,171,5,50,345,136,361,361,156,156,156,156,156,97,361,275,275,275,275,136,136,275,245,97,97,275,275,136,275,275,275,136,400,179,179,136,334,275,334,275,136,179,136,275,275,136,156,275,156,156,400,400,136,136,179,334,136,377
2137,787,189,510,781,253,713,321,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,549,110,110,110,581,110,110,110,110,110,110,110,110,110,110
2138,113,126,570,126,345,345,345,345,345,376,259,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
2139,181,143,741,218,143,321,399,143,177,143,399,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
2140,74,14,14,477,175,137,276,277,275,327,275,275,310,141,275,275,310,310,310,310,310,310,169,310,310,211,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
2141,155,374,155,808,256,328,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
2142,595,381,24,243,215,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
2143,20,20,20,230,74,183,107,288,403,345,222,345,356,196,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356
2144,727,9,26,495,400,354,354,135,354,354,354,354,354,244,354,354,354,354,135,244,354,354,354,354,354,354,354,354,354,354,135,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
2145,191,591,30,472,9,9,9,1,1,252,236,9,389,77,77,77,90,324,204,204,324,90,90,90,344,344,344,324,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
2146,196,108,810,269,399,222,376,222,222,317,355,376,259,259,133,133,376,376,376,376,376,259,99,376,293,293,293,376,376,376,376,376,376,126,376,376,376,259,99,376,99,376,376,376,99,126,376,376,376,376,376,376,99,376,99,376,376
2147,575,437,431,185,111,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
2148,661,109,763,103,139,86,741,613,86,86,581,86,611,86,434,434,321,434,321,776,434,434,673,434,434,434,728,434,434,434,434,613,671,647,671,671,456,671,434,456,434,434,177,751,434,671,434,596,86,671,760,671,671,434,438,671,434
2149,155,491,95,752,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
2150,351,190,314,139,314,157,385,157,156,103,161,103,103,329,94,94,94,103,103,103,103,161,103,94,161,58,103,103,161,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,161,103
2151,486,148,346,59,78,283,207,283,203,78,78,78,78,78,78,366,78,216,78,78,216,23,329,23,329,23,329,329,329,216,329,329,329,130,23,329,329,147,366,23,329,23,366,329,329,329,49,329,23,329,75,329,329,366,329,329,329
2152,481,756,184,720,469,40,351,111,351,14,351,14,41,270,111,111,239,140,197,197,96,308,308,308,197,286,286,140,286,105,286,286,227,227,84,105,197,274,338,227,274,384,105,197,286,274,197,384,371,150,255,384,197,105,197,197,384
2153,536,11,231,206,541,206,280,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
2154,303,294,187,397,189,356,109,59,59,330,330,330,330,330,59,330,330,59,140,115,59,140,400,330,59,59,59,59,59,59,59,59,59,59,330,59,59,140,140,136,136,140,140,59,140,61,301,140,136,136,59,61,140,61,140,140,140
2155,19,79,477,655,360,105,105,388,109,19,174,59,59,59,174,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
2156,749,761,418,164,374,389,298,11,69,271,271,69,271,69,69,374,374,69,374,69,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,69
2157,320,233,155,1,309,213,130,213,223,223,162,223,396,223,223,223,223,396,149,295,396,295,295,303,223,227,295,309,303,303,671,295,303,295,303,396,303,303,303,303,303,303,303,303,396,303,223,148,148,148,223,148,223,671,148,303,148
2158,571,498,498,735,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
2159,345,265,345,570,137,323,101,137,244,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,50,137,50,137,137,50,137,137,137,137,50,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,50,137
2160,329,187,620,162,259,361,385,371,121,70,318,88,6,148,6,245,35,148,237,148,245,190,148,148,190,231,148,231,245,190,190,190,190,231,70,190,190,190,190,190,190,231,190,231,381,190,190,381,190,190,190,381,190,190,190,190,190
2161,35,248,524,614,351,351,248,248,248,248,248,14,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,195,248,248,195,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
2162,360,801,801,748,231,360,158,84,84,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
2163,595,404,316,320,320,72,153,153,153,377,153,397,209,141,276,397,74,397,397,62,141,74,276,74,276,62,276,74,276,74,74,74,315,141,74,74,74,266,266,74,266,74,74,74,74,74,74,74,276,221,74,331,74,74,253,266,278
2164,1,600,106,209,217,506,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,253,83,274,652,348,358,120,142,142,142,142,142,111,142,501,142,142,142,142,229,142,142,142,142,142,142,142,142,142,142,142,142,358,142,142,142,142,142,11,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
2166,104,397,92,64,54,340,371,64,371,371,371,371,371,371,371,64,371,371,337,371,371,371,371,371,71,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
2167,143,510,757,698,481,480,280,149,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
2168,247,724,511,459,284,209,209,38,153,153,63,85,343,85,153,85,153,359,153,359,359,359,153,359,359,359,359,85,359,359,153,359,359,359,359,359,359,359,359,359,359,153,38,359,359,359,359,359,343,359,85,359,359,359,359,359,359
2169,366,32,233,41,28,92,173,92,354,186,352,186,352,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
2170,642,309,224,136,11,6,84,93,404,220,224,245,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
2171,208,192,451,6,10,310,310,88,49,237,237,237,237,237,88,237,88,237,88,88,237,88,88,88,237,237,237,237,237,237,88,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
2172,802,347,520,190,239,340,54,371,64,326,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
2173,304,403,690,72,376,288,301,288,107,333,168,377,107,402,107,259,376,403,400,403,288,288,259,403,293,160,403,259,13,13,72,293,259,259,259,259,66,13,123,380,13,259,380,380,13,293,380,380,293,403,403,66,380,259,403,403,403
2174,510,700,517,445,350,264,258,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
2175,255,28,298,298,98,337,111,54,84,54,54,54,54,54,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
2176,321,513,788,588,391,513,74,316,327,352,352,74,74,74,352,74,352,74,74,3,74,74,377,69,164,338,146,141,3,141,284,164,164,74,3,3,74,3,141,52,3,164,141,284,12,141,3,52,141,3,141,135,164,3,3,401,52
2177,205,400,106,801,744,420,588,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2178,31,279,365,368,25,25,278,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
2179,340,326,92,111,389,313,77,92,262,92,1,240,92,240,240,240,240,240,240,240,240,240,92,92,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
2180,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
2181,82,575,107,434,141,45,354,313,141,3,284,97,3,3,284,173,3,284,284,192,284,284,173,284,284,284,284,284,284,284,284,284,192,284,284,284,284,284,152,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,278,276
2182,330,42,42,64,100,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2183,78,573,22,313,359,343,9,85,217,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2184,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
2185,34,26,255,26,240,169,404,150,264,169,93,310,206,206,206,206,130,206,190,206,136,275,88,130,130,88,130,130,70,130,130,136,136,20,130,130,130,20,130,70,136,130,136,136,136,70,70,136,174,102,130,297,20,20,20,20,20
2186,695,467,598,392,253,24,24,24,95,253,231,127,127,127,24,127,127,127,127,127,231,127,127,83,231,127,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
2187,53,6,171,120,28,83,193,193,193,332,193,215,215,389,348,348,348,348,215,348,348,348,348,348,348,348,348,348,348,348,348,155,204,204,215,348,92,348,215,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348
2188,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
2189,482,754,780,450,110,110,600,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
2190,357,339,347,512,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
2191,646,651,374,672,391,205,121,7,391,405,253,253,189,234,386,506,234,189,189,292,189,189,189,292,280,189,326,189,189,189,189,189,189,189,189,189,189,189,189,255,189,189,383,189,189,189,64,189,189,71,71,189,365,383,189,189,189
2192,148,351,229,211,365,148,148,3,211,189,189,189,189,156,48,388,48,48,377,358,32,142,148,377,31,148,32,377,377,32,377,32,48,236,32,358,358,377,48,377,253,236,32,48,377,371,48,32,142,142,247,247,71,194,148,142,48
2193,715,687,134,541,204,266,141,253,282,282,299,204,348,299,348,299,299,204,299,204,176,176,176,299,348,348,348,299,299,348,348,348,348,204,348,348,348,348,348,348,348,348,348,348,348,348,348,176,348,348,348,348,348,348,348,348,348
2194,357,700,365,213,28,105,255,295,340,28,28,28,28,28,28,28,28,28,340,340,340,11,28,340,340,197,28,340,340,340,28,295,340,340,28,28,28,295,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2195,422,761,759,98,33,210,250,289,250,250,33,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
2196,295,101,731,626,612,805,139,139,100,273,127,100,127,134,177,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
2197,339,92,256,269,339,78,260,260,260,366,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,80,260,260,260,260,260,260,260,260,260,260,260,260,260
2198,626,354,159,345,293,380,293,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
2199,132,682,220,282,276,282,282,326,3,1,326,1,326,1,1,1,326,240,1,1,240,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176,240,1,1,278,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2200,349,51,709,82,399,181,181,335,222,181,181,181,181,181,181,181,181,181,181,181,196,181,181,196,66,181,181,196,181,181,181,181,181,181,196,181,181,181,181,181,196,159,181,181,181,159,181,181,159,181,181,181,181,181,181,181,159
2201,569,367,134,697,166,76,244,320,352,1,244,331,331,352,244,135,135,244,244,244,244,244,244,244,244,244,244,135,244,244,244,244,244,244,244,135,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
2202,280,317,353,56,251,516,516,205,45,45,313,313,313,394,313,313,313,313,394,313,394,313,313,313,313,313,313,313,313,313,313,313,152,97,152,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,3
2203,391,89,195,108,382,382,61,61,382,14,47,238,47,238,238,238,238,238,238,238,238,238,391,238,238,238,184,238,238,238,238,238,238,238,238,238,238,238,238,184,238,235,238,235,238,238,238,184,238,238,238,238,238,238,238,405,238
2204,402,558,364,210,246,101,136,60,385,385,179,349,179,179,179,256,70,179,400,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
2205,282,736,220,272,28,290,170,164,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
2206,46,560,787,474,173,363,363,55,55,55,55,55,55,55,55,55,55,9,55,9,55,9,55,9,55,302,9,9,302,55,9,9,9,25,55,9,55,55,55,302,302,302,289,289,55,302,302,302,302,302,55,302,289,302,302,9,55
2207,71,573,78,161,251,107,353,353,353,354,354,354,354,354,164,164,278,353,397,397,164,397,397,276,278,278,74,276,397,284,276,276,276,276,276,74,276,152,276,152,315,229,284,284,276,3,229,3,3,152,3,277,229,229,152,164,152
2208,338,99,126,259,259,259,259,259,259,259,345,403,403,355,403,305,403,355,305,403,403,380,305,305,305,305,305,305,305,403,259,403,403,133,403,305,133,403,403,305,305,403,305,403,403,403,305,403,403,259,133,305,305,403,403,403,403
2209,712,575,679,171,611,211,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
2210,328,281,88,580,310,20,340,88,360,28,28,28,28,28,28,28,28,28,334,28,28,28,28,28,28,26,28,28,28,28,30,30,28,28,28,28,28,30,28,28,30,28,30,28,28,334,28,28,28,30,30,30,28,30,28,28,28
2211,591,413,169,384,162,383,11,360,60,19,360,360,360,360,11,360,360,360,360,360,360,360,360,325,325,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
2212,435,231,427,583,69,220,31,130,89,316,89,89,89,89,89,89,89,89,89,89,89,130,130,130,89,130,130,89,89,136,89,136,89,89,89,136,89,89,130,130,339,162,89,89,339,89,339,162,339,89,89,89,339,89,339,130,339
2213,699,345,293,263,323,361,361,136,361,361,361,361,361,361,361,361,361,361,361,361,361,188,361,361,361,256,361,361,256,256,256,361,256,361,361,256,256,256,256,361,256,361,256,256,256,256,361,361,256,361,256,256,256,256,361,256,361
2214,654,666,542,233,164,167,354,233,233,50,233,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
2215,80,174,477,548,301,60,22,22,22,295,22,295,295,323,323,22,22,22,22,323,22,22,22,22,22,22,22,22,22,22,14,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2216,354,673,407,280,155,135,121,175,175,89,175,89,175,175,175,175,175,175,89,89,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
2217,696,366,322,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,371,106,358,106,358,106,106,358,106,106,106,282,358,106,106,106,358,106,106,92,106,106,106,358,282,282,106,358,371
2218,650,243,249,492,237,381,245,388,388,165,60,388,223,396,223,396,396,388,396,174,396,174,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
2219,377,377,141,346,177,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,362,127,362,127,127,321,127,127,127,127,127,127,127,127,127,150,127,127,127,127,127,127,127,150,150,127,127
2220,346,570,68,20,0,363,343,9,302,302,77,77,217,217,77,217,77,217,217,217,2,217,217,217,217,217,2,217,2,217,217,2,217,217,217,217,217,2,217,217,217,217,217,217,217,217,217,217,217,217,153,217,217,217,217,217,217
2221,758,758,665,753,290,237,162,170,65,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
2222,339,413,715,165,340,310,404,360,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,132,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,132,79,79,79,79,79,79,79,79,79
2223,689,56,75,206,326,132,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
2224,241,392,187,192,138,170,54,34,65,65,65,65,384,384,309,30,384,347,384,255,303,384,384,384,384,170,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,396,384,384,384,384,384,384,396,396,384,384,384
2225,339,295,339,339,303,283,273,273,53,53,342,283,53,53,53,257,257,257,346,257,346,257,257,257,257,346,257,53,257,346,346,346,346,257,346,346,346,346,91,346,346,346,346,346,346,91,91,346,346,53,346,346,346,53,346,91,91
