ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62
2017,840,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
2018,518,233,332,437,62,62,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,704,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
2019,49,515,363,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,532,305,305,305,305,305,305,305,305,305,305
2020,524,114,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,456,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
2021,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
2022,638,455,197,81,33,304,81,81,81,81,81,81,81,81,81,81,81,81,81,155,81,81,81,81,81,730,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,730,88,82,81,81,81,81,81,81,81,81,81,81,81
2023,184,392,390,296,296,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
2024,158,228,87,228,228,228,228,10,228,407,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,744,228,228,228,228,228,228,228,228,228,228,228,228,228,228,446,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
2025,46,127,314,251,382,210,136,156,156,156,156,863,156,156,156,867,156,156,136,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156
2026,429,64,215,347,199,234,140,139,182,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,130,139,139,139,139,139
2027,729,143,320,361,281,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348
2028,137,78,188,101,21,552,127,37,257,376,578,257,350,350,350,32,350,49,186,86,514,350,350,373,350,350,350,350,350,350,552,392,535,376,261,283,9,350,844,257,350,350,350,350,350,350,350,350,350,350,350,350,278,350,350,350,106,350,712,712,435,712,650
2029,686,581,546,155,183,21,358,21,490,42,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,501,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2030,244,796,376,70,432,9,119,119,21,119,119,119,119,119,119,376,119,9,70,370,119,376,70,70,70,586,119,119,119,417,591,21,591,119,696,840,204,135,591,417,376,119,119,119,119,119,119,119,119,119,119,375,119,859,208,180,105,287,375,119,221,180,417
2031,322,305,367,814,301,405,415,301,415,415,415,415,415,415,415,637,415,31,192,192,415,40,162,415,7,415,415,415,415,752,272,308,467,415,365,55,365,375,757,220,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,19
2032,723,374,278,125,297,297,297,237,297,377,297,297,137,297,297,377,297,91,297,297,377,297,377,297,297,169,377,297,297,297,297,297,297,349,297,313,297,297,297,297,297,506,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,377,378
2033,349,402,392,132,202,107,359,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,215,107
2034,500,732,398,130,375,668,130,130,130,130,130,130,130,130,130,130,130,292,232,376,130,578,130,376,535,130,130,130,130,186,163,642,299,130,687,290,37,523,146,535,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,272
2035,607,632,133,415,250,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2036,19,422,384,143,59,59,160,59,160,54,158,14,383,158,78,158,158,158,66,190,158,122,86,158,428,158,428,428,158,158,158,66,158,158,158,158,158,158,158,158,428,390,66,158,86,158,158,158,66,66,158,158,390,158,66,390,41,158,66,66,66,158,66
2037,867,34,41,17,34,58,34,34,34,34,34,34,34,34,34,34,34,34,34,34,489,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
2038,860,36,287,63,287,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,818,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
2039,303,143,374,382,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
2040,93,486,181,382,172,243,5,5,203,5,5,18,434,380,212,811,212,212,212,18,18,752,811,212,18,752,212,212,212,212,212,212,212,172,212,292,212,212,212,212,212,212,212,212,212,212,292,212,212,212,292,212,212,212,752,212,212,212,212,752,212,212,212
2041,82,194,244,384,384,384,384,384,384,244,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,646,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
2042,721,399,200,12,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,115,209,209,209,209,209,209,209,209,209,102,362,209,209,209,209,209,209,209,209,209,209,209,209,209,254,209,209
2043,383,430,234,138,98,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
2044,637,412,254,75,251,86,200,244,353,49,186,816,415,133,120,352,133,353,133,133,405,754,133,47,133,133,133,133,133,133,133,133,133,692,353,133,668,133,133,133,133,47,14,133,353,133,133,133,96,112,133,133,133,133,133,325,133,833,133,844,133,133,133
2045,392,203,143,50,85,85,85,85,85,85,85,85,143,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
2046,473,679,73,325,360,367,367,367,367,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
2047,780,231,94,275,221,192,281,192,192,192,273,21,21,21,415,175,21,134,175,538,538,538,175,175,175,241,21,21,175,7,175,175,7,427,175,31,175,324,7,31,214,7,175,7,7,175,7,175,175,132,132,7,175,7,7,7,175,7,7,7,324,324,7
2048,283,536,151,73,273,273,273,273,336,208,273,273,273,273,273,273,230,273,273,273,273,273,746,273,273,457,292,620,295,273,273,273,273,273,273,273,273,273,273,273,414,273,176,505,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
2049,480,756,252,148,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
2050,677,666,42,174,174,252,252,252,271,271,262,271,271,271,271,358,271,271,508,271,271,710,271,426,295,620,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,99,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
2051,260,7,279,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,718,139,139,139,139,139,139,139,139,139,193,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
2052,614,131,320,281,358,281,275,67,67,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
2053,863,781,43,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
2054,610,699,391,175,699,175,296,127,127,127,296,250,127,296,538,383,538,538,538,538,538,538,708,722,538,266,538,538,538,538,538,108,538,538,538,538,538,538,193,250,538,472,526,538,538,538,422,193,267,18,526,422,422,422,18,267,422,267,207,267,422,422,422
2055,525,855,63,300,63,63,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,446,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257
2056,353,586,87,83,202,156,202,202,202,202,202,202,202,202,202,202,202,202,656,202,73,202,202,202,202,251,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
2057,430,791,195,276,212,411,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,37,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,88,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
2058,384,247,214,386,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,55,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405
2059,348,223,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,354,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
2060,605,572,46,37,234,383,383,383,383,383,383,383,383,383,383,383,383,383,383,34,383,383,383,383,383,383,383,383,383,383,383,383,383,383,246,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383
2061,233,436,98,279,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
2062,261,467,305,237,308,70,308,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,668,250,250,250,250,250,250,250,250,250,250,250
2063,205,379,311,326,267,267,267,267,267,188,267,267,267,267,267,267,358,267,267,267,267,267,273,267,267,353,188,188,188,267,267,267,267,267,267,267,267,267,267,267,267,267,693,353,857,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
2064,107,237,769,804,74,244,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,172,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,730,401
2065,600,372,155,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,868,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
2066,692,782,48,228,228,228,228,228,228,132,228,228,228,228,228,228,581,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,90,67,873,690,321,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
2067,252,361,378,815,35,287,287,287,287,287,287,287,287,287,287,287,287,256,272,287,287,290,287,287,82,287,287,287,287,287,347,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
2068,451,702,375,166,140,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,378,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381
2069,344,14,307,54,729,365,631,365,365,365,706,365,365,365,365,400,365,365,365,365,365,400,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,760,3,365,365,365,365,495,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2070,420,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,192,158,158,158,158,158,158,158,158,158,158,158,158,158
2071,534,316,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,138,6,7,6,6,6,6,6,6,6,6,6,6,6,6
2072,774,595,265,31,324,296,296,435,435,435,435,435,435,435,435,435,435,856,435,435,127,435,127,435,127,435,322,377,253,435,435,435,435,309,231,435,435,435,435,435,435,435,435,435,435,435,435,435,435,814,435,435,435,309,435,435,435,309,127,309,350,127,202
2073,119,252,235,150,398,190,398,398,398,19,398,398,398,398,398,398,398,398,284,398,552,819,398,127,398,335,165,174,87,398,398,398,398,398,398,398,14,398,398,678,398,398,696,398,696,398,398,398,427,398,376,398,398,398,398,398,398,398,398,398,398,398,398
2074,225,337,179,110,149,32,32,32,32,220,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,221,32,32,32,32,32,32,32,32,32,32
2075,447,860,92,260,70,70,70,70,70,70,70,70,272,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2076,576,656,545,520,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,637,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
2077,12,482,12,310,329,76,76,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
2078,514,425,156,363,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,182,193,211,211,20,211,211,211,211,211,211,211,211
2079,444,627,405,369,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
2080,436,863,305,260,406,406,42,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
2081,368,55,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2082,137,203,173,292,273,273,134,273,273,804,273,273,273,169,229,229,389,856,169,169,169,169,493,282,169,169,296,341,67,169,169,169,169,169,169,169,169,169,169,169,16,169,40,50,210,169,169,169,169,229,229,200,169,169,169,169,169,169,169,169,169,169,169
2083,705,822,364,305,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
2084,745,193,313,433,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,47,378,378,378,47,378,378,378,47,378,378,378,378,378,378,378,378,415,378,378,378,378,378,378,378,378,378,378,378,378,81,378,378,378,378,378,378,378,378,378,676,378,378
2085,94,7,216,33,33,322,216,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
2086,568,802,203,814,128,128,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,368,73
2087,221,770,411,396,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2088,257,110,169,407,136,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2089,523,453,109,368,216,233,60,233,60,60,60,233,73,344,233,344,413,233,233,89,233,233,849,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,283,233,233,233,233,649,233,384,577,233,833,233,833,433,619,590,590,287,15,235
2090,592,615,576,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,575,332,332,332,332,332,332,332,332,332,332,332,332
2091,681,74,74,108,108,352,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,204,334,334,334,334,334,334,334,334,334,334,334,334,142,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,196,334
2092,49,204,188,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,406,173,173,173,173,173,173,173,173,173,616,166,88,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
2093,222,650,323,226,829,163,363,163,163,163,377,163,163,163,163,163,163,163,163,163,163,303,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,360,163,163,163,607,163,163,163
2094,62,108,360,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,489,318,318,318,318,318,318,318,318,318,318,318,318,547,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,111,318
2095,585,609,418,873,330,330,330,330,47,47,47,47,47,47,47,378,47,47,378,378,378,378,378,378,47,378,378,378,88,378,378,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,192,372,47,378,47,53,319,444,47,47
2096,324,673,505,390,306,19,668,59,405,59,138,36,405,405,405,405,405,179,338,405,405,706,405,405,405,405,405,405,405,405,405,405,405,265,405,405,666,184,405,405,405,405,156,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405
2097,344,63,138,354,102,102,392,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2098,345,526,133,133,76,154,154,76,154,353,154,154,154,154,154,154,154,154,154,80,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
2099,323,81,395,7,395,258,231,231,395,395,395,395,435,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,651,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
2100,215,542,220,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,324,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
2101,588,328,287,58,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
2102,109,74,87,351,351,351,351,263,371,263,87,280,87,203,203,203,275,425,203,41,41,41,41,41,41,41,41,41,41,382,41,41,41,859,41,41,41,41,41,41,272,41,41,41,41,41,41,41,41,41,41,41,41,5,5,41,41,41,382,41,359,41,41
2103,612,49,326,225,298,833,833,268,268,349,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,748,268
2104,207,733,243,394,124,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
2105,731,95,326,380,240,27,366,366,170,366,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,287,77,77,77,77,77,77,287,77,77,77,77,77,77,77,77,77
2106,645,194,231,94,303,303,303,258,258,258,258,258,258,258,258,258,258,292,258,258,24,258,258,258,258,24,258,258,258,258,258,258,258,434,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,71,258,71,258
2107,190,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2108,664,426,814,80,80,80,80,80,80,80,80,80,80,80,80,297,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,383,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2109,302,194,171,74,128,128,128,128,171,59,74,244,244,74,244,352,74,74,244,57,48,48,42,244,48,402,48,267,48,48,48,48,48,244,325,48,267,48,244,48,48,48,108,871,244,48,244,244,48,48,48,244,244,244,171,267,267,48,244,244,48,48,48
2110,607,399,129,88,88,88,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,596,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
2111,269,441,779,727,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,306,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
2112,729,576,344,651,134,406,329,3,3,3,3,68,698,68,68,68,68,68,68,68,68,68,68,68,68,68,62,68,68,68,68,68,68,91,68,68,68,213,62,68,68,68,68,9,68,418,1,9,68,68,68,68,68,62,68,68,68,68,68,68,68,68,68
2113,86,186,226,250,250,353,118,118,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,136,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,498,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353
2114,308,448,396,349,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,101,237
2115,208,486,110,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
2116,255,811,275,303,24,24,24,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,7,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381
2117,666,6,116,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,246,316,316,316,316,316,316,732,316,316,316,316,316,316,316,316,316,316
2118,138,695,35,381,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,40,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375
2119,270,23,353,417,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
2120,422,137,122,260,288,4,288,205,46,254,46,415,254,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,415,406,406,406,406,406,406,406,406,406,406,406,406
2121,218,682,138,359,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
