ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33
2783,59,11,619,382,252,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
2784,144,579,156,34,48,256,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
2785,59,20,501,367,156,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
2786,59,260,428,301,122,257,158,158,349,152,349,349,152,349,137,152,158,158,158,141,141,141,141,60,60,141,141,141,141,141,141,141,158,141
2787,162,48,386,138,375,327,300,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327
2788,59,349,642,59,34,66,131,66,27,66,10,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
2789,59,322,319,319,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356
2790,59,321,266,162,422,85,135,290,306,135,394,85,260,222,279,260,260,2,2,260,85,207,2,2,279,2,2,144,2,2,279,207,85,2
2791,59,140,82,779,599,446,16,868,819,819,442,843,16,16,843,16,16,16,16,843,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2792,59,741,868,266,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
2793,59,856,458,609,113,194,194,194,373,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
2794,59,174,202,185,24,64,64,64,363,239,3,239,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
2795,171,532,158,407,95,95,264,264,355,355,54,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
2796,350,686,106,350,398,369,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
2797,59,0,98,101,193,166,39,42,39,39,39,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,456,166
2798,59,668,273,260,390,380,260,32,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
2799,59,166,540,381,178,185,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
2800,59,91,412,4,247,314,102,119,102,119,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,256
2801,59,347,4,218,402,199,359,383,360,316,102,316,29,546,102,77,102,102,77,102,102,102,102,383,102,102,102,102,102,102,102,77,546,41
2802,59,422,73,156,7,303,436,60,303,158,252,143,143,143,143,143,143,428,143,143,143,143,143,143,384,143,143,401,143,143,143,143,143,17
2803,59,295,187,295,116,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
2804,59,208,66,272,26,34,287,58,287,211,423,190,190,190,35,389,389,672,389,389,389,148,300,389,3,3,187,389,300,3,389,187,35,34
2805,234,185,403,114,234,274,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
2806,59,156,523,122,269,95,71,239,239,68,71,239,239,19,202,239,202,239,239,239,239,5,239,239,239,239,239,239,239,239,239,239,239,239
2807,59,35,229,150,145,107,331,331,430,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2808,59,368,551,523,41,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,231
2809,341,374,127,350,244,127,127,208,208,208,208,208,42,74,208,146,208,403,395,127,208,42,127,208,739,127,127,208,127,127,42,804,127,127
2810,59,740,417,325,155,234,430,430,430,430,430,430,430,430,242,242,430,430,430,163,430,430,430,430,430,331,430,331,430,331,430,430,430,430
2811,59,320,87,87,172,435,435,406,406,152,57,225,57,406,406,125,225,283,125,225,125,274,57,323,323,125,125,125,137,57,302,125,273,125
2812,269,300,677,85,421,121,58,58,324,357,121,58,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
2813,59,539,600,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2814,162,460,211,190,107,83,41,83,287,83,83,83,425,83,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35
2815,278,10,228,583,228,58,653,295,375,653,406,406,28,80,374,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406
2816,255,281,192,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
2817,82,292,50,97,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
2818,59,512,42,369,406,112,368,277,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2819,59,796,816,627,18,18,18,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
2820,59,864,187,299,363,363,363,363,239,229,229,331,122,229,34,229,229,258,258,258,258,34,258,34,122,258,34,34,187,34,34,34,34,148
2821,519,432,580,136,288,288,355,86,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2822,59,279,223,210,55,359,309,296,367,309,309,296,31,7,251,296,251,19,19,19,19,251,19,251,251,251,296,251,251,251,251,422,251,422
2823,297,377,60,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377
2824,59,158,55,366,181,202,337,337,55,337,337,337,337,337,333,333,333,333,333,333,333,333,333,333,379,333,333,333,333,333,333,333,333,333
2825,59,835,179,110,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
2826,651,607,797,420,241,92,92,394,238,238,62,347,250,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,217,226,226,226,226
2827,59,129,646,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
2828,59,411,337,128,282,200,130,130,430,181,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
2829,59,359,415,317,21,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2830,171,376,266,204,74,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2831,59,38,181,365,181,383,402,392,181,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,138,188,188,188,188
2832,59,676,240,201,367,240,367,77,127,32,288,156,32,32,110,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2833,99,46,158,187,54,137,358,264,358,187,158,275,19,382,382,158,152,187,54,158,152,54,158,54,257,350,287,257,54,54,54,287,54,54
2834,430,155,160,421,86,86,86,86,86,86,86,179,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
2835,99,190,736,148,86,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
2836,59,165,40,144,163,163,163,37,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163
2837,59,717,839,421,867,170,41,716,716,716,716,41,17,41,716,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
2838,694,588,324,82,73,324,146,253,253,324,324,324,324,324,324,324,324,324,324,324,433,324,324,273,324,324,324,273,273,324,324,324,324,324
2839,59,350,349,148,359,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
2840,99,82,29,874,105,403,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
2841,798,527,804,73,73,326,25,377,377,256,99,65,377,400,400,400,400,400,377,400,400,400,400,400,65,400,400,400,400,400,400,400,400,65
2842,59,402,865,331,63,215,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
2843,59,307,150,338,662,210,222,288,136,85,874,19,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
2844,59,693,71,373,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
2845,59,179,88,91,34,34,34,34,398,34,351,34,109,34,34,34,34,34,34,34,34,34,34,34,34,235,35,34,34,34,34,34,34,34
2846,59,815,107,170,252,253,190,361,309,309,309,68,41,309,131,361,273,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
2847,99,266,231,309,67,103,180,180,180,180,180,180,180,180,180,180,180,180,180,66,180,180,723,180,180,180,180,575,401,180,82,180,180,180
2848,59,392,416,404,329,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
2849,112,647,267,186,102,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
2850,59,252,107,15,120,344,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,197,120,120,120,120,814,197
2851,692,591,665,510,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
2852,59,106,781,126,338,275,309,309,275,309,158,54,157,423,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
2853,540,702,641,114,161,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,359,98,98,98,98,98,98
2854,59,370,384,171,340,326,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
2855,105,92,406,9,9,9,9,293,9,9,293,9,9,9,76,133,133,9,76,76,76,76,76,76,76,76,76,76,76,76,133,76,254,76
2856,59,423,469,738,101,101,101,101,738,101,101,101,101,101,101,101,101,101,411,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2857,59,144,385,91,8,273,273,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2858,466,665,351,523,793,278,232,387,387,387,387,387,278,387,387,278,387,278,278,278,278,278,278,387,387,278,278,278,278,278,278,278,278,278
2859,59,641,251,633,145,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
2860,59,415,656,353,353,353,36,36,36,397,392,392,392,330,36,330,36,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2861,59,199,806,853,48,375,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
2862,59,814,785,584,412,535,75,401,75,75,75,75,75,75,75,75,75,151,75,296,151,75,21,75,75,75,75,75,75,75,75,75,75,75
2863,633,74,278,264,278,278,423,423,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
2864,59,721,596,65,651,651,8,433,193,193,405,88,88,214,214,88,88,88,88,396,396,150,206,628,88,42,88,181,42,42,88,96,88,88
2865,59,833,133,62,47,209,227,204,400,204,204,15,209,209,448,15,15,15,209,15,15,15,15,15,15,204,209,15,15,15,209,418,209,209
2866,59,184,654,395,144,64,150,144,150,92,144,150,92,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,124,150,150,286,144
2867,237,840,10,180,326,366,366,366,366,366,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
2868,59,35,274,495,173,35,35,119,107,119,107,119,107,119,107,107,119,119,107,119,107,35,391,107,178,35,35,107,64,64,35,35,107,107
2869,796,283,292,572,271,40,40,40,40,39,145,383,383,251,40,251,251,145,251,251,375,73,26,271,271,271,145,145,73,26,230,145,145,145
2870,59,51,215,344,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
2871,59,304,383,156,309,309,83,83,83,41,83,83,83,83,83,83,41,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
2872,59,614,18,190,41,303,137,303,390,390,303,303,348,240,281,813,281,281,281,348,359,390,275,390,348,348,348,275,50,348,348,390,348,390
2873,59,218,203,143,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2874,59,53,792,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
2875,59,659,467,574,223,422,337,271,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337
2876,59,856,647,355,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258
2877,99,849,306,326,31,129,358,129,129,129,129,311,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
2878,59,367,209,98,84,195,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246
2879,265,125,548,111,392,210,125,125,67,125,125,125,125,389,389,273,389,230,230,230,137,230,137,137,137,230,137,230,230,137,137,230,137,137
2880,613,282,305,42,159,42,42,214,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2881,636,853,508,640,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
2882,59,186,572,85,375,256,144,422,422,422,422,422,422,422,422,422,422,422,422,422,422,260,422,422,422,422,422,422,422,422,422,422,422,422
2883,59,359,514,203,135,64,64,239,129,129,129,231,231,231,24,309,309,24,309,309,309,231,64,24,24,24,24,55,24,24,135,24,24,24
2884,542,355,349,324,80,127,109,80,109,426,426,426,426,426,87,426,426,87,426,87,87,87,87,87,87,288,426,87,87,87,87,87,87,87
2885,186,390,701,331,211,394,93,481,481,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2886,59,387,424,126,78,83,278,264,83,187,187,35,187,35,83,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,278,187
2887,660,720,426,392,405,25,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405
2888,33,90,407,192,488,192,192,292,292,192,278,565,308,308,292,292,565,308,292,793,793,292,292,292,292,292,292,292,292,292,292,292,292,292
2889,36,271,134,137,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
2890,59,91,165,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
2891,59,402,187,258,127,113,199,257,331,183,54,59,371,371,54,54,54,435,435,130,130,130,127,130,435,435,130,435,130,435,98,435,223,223
2892,59,176,170,59,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
2893,655,467,82,274,426,377,349,273,349,415,273,306,273,400,328,273,273,55,400,400,328,328,210,328,374,406,210,24,66,279,328,210,305,374
2894,59,51,259,698,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
2895,430,569,325,367,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
2896,267,38,379,251,145,145,145,57,145,145,145,145,145,145,145,145,145,145,251,251,283,145,251,251,145,283,389,57,251,113,319,36,251,319
2897,59,253,423,593,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
2898,500,785,244,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
2899,59,624,308,290,92,70,204,394,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,394
2900,59,391,599,24,64,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
2901,805,873,308,407,81,79,231,231,160,355,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
2902,59,40,733,587,382,339,339,698,344,344,349,138,344,344,344,344,349,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
2903,59,312,841,140,166,166,166,84,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
2904,155,157,145,283,143,143,283,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
2905,125,57,871,594,55,55,55,273,273,273,302,273,273,273,273,273,273,273,273,273,253,752,273,273,752,273,752,273,273,273,746,752,273,273
2906,59,424,80,297,594,297,118,202,297,297,377,297,776,43,43,43,43,43,43,43,43,297,43,43,297,33,43,274,43,274,297,297,219,77
2907,714,402,712,220,170,363,299,288,83,41,83,287,97,287,83,83,83,83,83,83,83,83,83,83,363,83,83,83,83,83,83,83,83,83
2908,59,144,637,405,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375
2909,59,741,292,431,165,165,165,165,165,252,169,169,169,126,126,271,252,126,126,126,271,126,271,126,126,126,126,258,126,126,126,126,126,338
2910,59,272,363,371,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
2911,59,422,639,422,422,271,271,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
2912,26,204,402,24,54,10,180,355,228,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
2913,59,51,317,276,12,276,204,411,133,276,133,133,277,112,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
2914,377,306,273,210,48,48,273,256,308,302,279,302,400,65,400,433,400,400,400,400,377,400,400,400,377,400,323,400,400,377,400,377,377,377
2915,59,760,863,72,408,376,63,319,319,319,359,273,127,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,450,319,319,137
2916,59,308,144,119,359,244,325,325,325,325,244,325,325,325,325,325,342,325,325,325,325,325,325,342,325,325,325,325,325,325,325,325,325,325
2917,59,274,119,267,73,267,283,267,267,267,267,267,267,267,267,267,267,267,267,318,267,267,171,267,267,267,267,318,267,267,267,267,318,267
2918,59,211,390,67,67,336,390,17,152,390,66,152,355,355,355,355,355,355,355,355,355,355,355,66,355,355,355,355,355,355,355,355,355,355
2919,59,369,155,22,257,143,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
2920,162,430,145,22,292,392,134,134,134,373,392,501,501,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
2921,59,8,290,359,290,375,242,242,242,92,437,308,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
2922,59,49,120,288,344,26,175,42,342,297,435,105,137,105,80,282,105,74,74,67,67,244,337,74,74,67,337,67,74,328,74,57,74,342
2923,59,65,566,248,333,181,181,335,138,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
2924,59,632,84,204,378,12,92,209,1,112,323,111,9,259,6,6,197,12,12,209,6,391,205,167,250,12,167,6,167,167,6,167,6,167
2925,59,145,771,63,63,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
2926,59,723,463,165,402,402,222,381,235,71,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
2927,59,92,847,222,7,7,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
2928,59,191,40,398,356,257,431,356,385,356,385,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,282,356,148,356,356
2929,162,26,272,260,32,52,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
2930,59,71,59,358,46,46,46,46,169,274,351,252,148,148,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
2931,99,102,465,1,698,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
2932,59,200,156,204,317,420,420,413,88,53,88,332,393,88,261,88,88,88,339,339,339,339,339,339,339,339,339,437,339,339,339,339,339,339
2933,59,39,368,260,344,240,158,87,240,158,24,55,367,78,311,367,31,367,355,367,367,367,367,367,367,367,367,367,367,367,367,355,367,367
2934,59,327,584,344,310,23,23,172,416,757,416,416,42,74,203,203,74,74,416,172,566,42,105,74,566,416,416,74,708,100,575,342,337,651
2935,59,776,297,135,151,225,390,151,390,225,143,390,390,390,390,390,390,390,390,390,390,390,390,390,143,390,350,390,143,143,143,143,143,275
2936,59,18,277,360,169,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
2937,59,359,266,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
2938,59,779,351,333,360,130,130,356,356,356,356,121,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,121,356,356
2939,163,98,91,45,8,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
2940,59,874,148,427,198,260,5,70,5,260,5,253,253,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2941,59,739,32,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373
2942,59,626,71,198,725,384,26,87,160,367,158,158,158,165,158,258,158,158,158,158,158,158,158,158,158,158,158,158,158,165,158,158,158,158
2943,59,131,383,383,381,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
2944,59,783,144,237,369,159,413,214,93,413,210,214,369,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
2945,273,320,66,581,137,297,137,137,137,42,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
2946,59,148,430,205,282,234,255,39,39,255,85,85,219,219,101,219,219,219,219,219,219,219,219,219,219,219,219,64,219,219,219,204,101,64
2947,59,396,739,546,129,185,178,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
2948,99,819,222,251,380,32,861,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2949,690,591,361,173,14,152,152,152,152,36,14,152,152,152,152,152,152,14,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
2950,59,144,664,251,32,85,32,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
2951,59,307,643,138,165,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
2952,59,639,483,71,143,371,435,435,435,435,422,422,422,422,422,422,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
2953,59,757,53,224,752,67,283,283,221,225,221,251,113,145,221,296,296,225,125,125,225,225,225,225,225,225,225,225,225,225,151,151,225,225
2954,653,609,278,97,66,287,143,54,264,264,264,264,264,422,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
2955,79,687,341,301,231,231,231,231,231,231,231,231,231,309,79,79,231,79,71,71,79,275,79,79,79,79,79,79,79,79,79,79,79,79
2956,59,130,138,47,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
2957,156,100,87,128,637,379,395,395,379,173,173,173,379,376,376,575,294,376,395,220,376,220,376,220,376,376,376,376,220,376,804,376,634,804
2958,613,79,752,258,116,33,33,33,33,162,268,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
2959,782,67,77,25,292,273,67,67,67,67,67,10,10,67,10,73,73,67,54,10,10,81,103,10,10,10,10,81,10,10,77,10,81,10
2960,59,536,85,333,130,286,150,255,255,255,235,255,402,402,402,402,402,235,402,235,235,235,235,402,235,235,402,235,235,235,235,235,235,235
2961,99,112,607,119,244,128,21,274,128,128,648,274,53,350,416,53,53,350,350,350,416,416,53,53,379,53,53,350,416,350,350,53,416,126
2962,59,334,226,181,202,134,406,235,406,313,68,313,313,313,68,383,383,129,68,68,68,188,68,68,68,68,68,68,68,68,68,68,68,68
2963,59,374,633,137,303,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
2964,194,152,423,158,65,256,264,730,137,137,137,54,241,751,294,793,54,804,793,793,804,793,203,793,793,793,297,793,294,294,776,241,804,97
2965,59,237,159,144,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2966,129,523,73,137,297,31,179,179,179,260,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
2967,341,295,634,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
2968,59,574,272,46,269,369,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
2969,59,660,594,698,42,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406
2970,430,292,646,336,187,90,90,90,90,90,90,90,187,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
2971,59,847,119,167,214,338,18,338,337,338,18,338,338,374,374,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338
2972,59,797,416,268,415,102,42,128,102,128,197,102,128,128,268,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
2973,59,628,442,601,59,389,389,389,199,384,389,384,145,145,145,145,145,519,290,113,519,519,145,134,290,145,290,519,290,59,59,426,290,225
2974,334,128,374,225,405,48,405,374,374,808,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
2975,27,215,194,273,125,272,187,223,425,586,357,357,357,309,121,357,357,223,223,357,357,357,424,357,357,357,357,357,264,264,357,357,357,357
2976,59,260,155,165,326,266,266,266,266,266,266,266,266,266,266,284,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
