ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
919,140,140,140,682,141,140,257,742,345,205,241,126,323,624,211,400,233,123,156,400,183,126,380,380,355
920,377,377,377,735,609,181,351,790,181,107,45,181,259,259,259,259,259,376,353,333,353,333,353,353,353
921,84,84,251,107,27,271,167,10,371,106,371,371,17,371,332,371,326,106,106,289,365,106,370,33,185
922,458,458,458,458,187,263,187,789,264,26,577,34,712,185,551,577,577,463,602,621,602,54,131,131,170
923,439,681,439,440,755,166,750,562,193,90,90,90,32,284,118,118,269,214,383,104,80,162,162,389,193
924,17,17,17,451,381,46,46,136,136,414,136,618,130,322,285,392,459,225,663,555,281,130,130,197,367
925,6,6,50,657,347,272,132,393,476,70,41,137,137,84,137,84,188,189,188,70,84,555,84,286,286
926,307,307,783,225,374,717,581,309,695,192,192,206,695,192,0,208,231,206,695,264,264,7,231,231,89
927,221,221,309,638,192,587,742,246,299,810,669,276,299,299,299,74,74,370,153,370,153,74,74,74,74
928,374,374,374,491,134,77,209,344,284,154,154,299,134,62,692,62,62,62,62,62,62,62,62,62,62
929,115,693,584,134,364,80,237,218,218,339,6,385,268,342,342,746,746,746,746,746,746,746,746,26,746
930,222,222,297,467,482,61,61,749,749,749,184,656,387,14,656,656,355,689,134,778,778,689,689,134,654
931,320,320,32,593,159,72,163,336,181,690,44,353,44,44,353,44,44,44,159,44,72,345,219,345,345
932,760,12,277,657,317,317,382,734,690,734,133,317,133,99,690,278,690,394,690,690,394,690,296,690,690
933,250,250,250,477,284,168,85,101,45,365,151,327,141,62,62,107,38,109,151,516,151,162,151,141,276
934,317,317,317,87,87,317,176,176,176,176,405,647,647,509,581,382,405,108,126,194,509,402,647,107,282
935,786,59,182,570,667,393,446,570,182,182,211,280,393,376,211,376,380,320,407,44,380,44,44,101,361
936,489,489,489,647,403,403,109,647,647,647,647,647,647,647,295,647,647,647,647,647,647,647,647,647,647
937,794,794,794,794,160,211,647,211,211,211,211,211,365,160,429,211,211,211,211,647,211,211,211,211,211
938,653,495,200,200,256,74,74,74,74,74,74,74,74,344,344,344,364,74,771,751,74,344,344,211,142
939,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257
940,668,668,766,237,91,307,220,472,335,335,5,335,335,335,335,335,335,335,414,335,335,335,335,335,335
941,179,179,179,310,189,285,285,281,351,103,351,323,281,281,4,323,383,323,351,273,323,351,351,377,517
942,407,407,790,407,660,660,686,508,691,508,575,575,508,127,575,480,575,612,782,480,782,480,631,782,480
943,335,335,123,123,776,618,618,804,456,230,378,378,579,548,485,548,548,485,508,485,128,485,485,803,485
944,123,123,123,275,230,127,123,629,230,196,227,645,722,227,230,776,625,645,638,728,638,645,728,638,420
945,709,13,345,345,314,293,211,517,137,70,70,70,570,70,314,70,570,70,355,125,143,125,149,103,297
946,556,556,491,433,647,508,586,505,322,322,189,166,367,140,140,474,614,626,40,614,103,103,103,31,139
947,362,362,93,433,753,560,22,770,780,68,714,714,743,714,98,709,714,714,709,712,712,712,712,361,503
948,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
949,43,43,43,119,758,102,88,805,47,299,517,110,155,366,135,368,155,368,111,111,28,320,111,194,758
950,580,792,792,281,106,216,271,42,42,42,42,42,40,42,40,42,42,42,42,42,42,42,42,42,42
951,508,508,634,536,275,229,664,335,450,335,664,664,618,388,388,664,388,388,325,128,325,651,388,504,388
952,64,272,180,272,328,64,101,64,166,170,326,64,170,106,64,739,101,166,106,404,326,240,106,26,26
953,413,19,301,658,463,802,802,125,220,695,802,802,802,186,12,802,19,340,366,185,802,162,281,800,800
954,134,134,134,199,290,196,290,671,206,102,306,595,595,297,754,34,412,105,105,105,734,105,648,129,648
955,102,102,102,25,196,739,287,290,206,101,326,171,764,6,28,213,360,214,392,360,272,214,129,698,105
956,644,644,76,252,183,205,200,28,358,14,103,147,138,323,704,704,292,79,147,285,704,292,292,704,284
957,439,439,459,118,229,381,367,243,543,88,308,372,308,366,366,256,257,11,256,339,35,149,149,257,220
958,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
959,372,372,600,256,108,264,385,192,111,389,269,269,247,269,220,312,269,312,269,387,312,387,312,312,325
960,657,800,798,206,741,190,263,190,293,476,190,293,275,131,66,131,131,225,14,14,225,89,275,0,358
961,86,619,145,667,192,150,379,82,625,161,161,165,196,161,380,161,165,137,221,269,414,221,159,221,221
962,190,190,619,203,84,310,354,189,189,189,217,217,217,217,217,217,217,363,343,234,217,32,343,593,233
963,533,700,655,508,603,179,35,495,495,269,409,256,121,723,723,171,171,322,400,384,312,384,384,206,165
964,366,297,798,345,377,321,764,297,297,591,297,297,384,147,147,297,372,10,384,701,384,384,147,384,64
965,77,77,380,111,807,80,131,580,30,372,372,334,372,372,93,213,372,487,532,404,487,372,757,308,139
966,368,470,101,3,209,209,276,299,276,276,276,17,284,223,282,223,77,204,234,101,142,374,154,154,154
967,328,328,132,354,137,340,326,289,126,64,64,209,252,252,252,85,209,209,209,85,209,209,209,209,209
968,369,369,282,12,209,175,343,197,197,370,246,777,440,141,270,287,440,287,9,279,9,9,387,544,98
969,785,247,247,766,88,32,118,397,173,126,126,21,111,31,299,21,34,153,153,34,153,153,322,340,340
970,446,446,45,187,32,132,132,255,255,20,92,92,92,92,144,272,272,272,272,272,272,111,272,92,272
971,234,283,547,547,276,153,175,186,197,307,7,358,89,307,271,185,271,271,271,370,221,271,370,271,271
972,536,536,536,354,664,249,10,343,749,574,343,574,108,574,574,274,108,406,284,85,85,85,108,343,574
973,149,631,809,253,362,387,387,374,233,108,83,108,83,83,173,108,108,55,83,406,197,158,131,131,284
974,179,179,705,793,244,740,253,396,289,724,289,240,332,513,31,249,369,387,249,249,33,249,289,33,271
975,371,371,318,169,125,78,60,169,169,169,137,60,169,158,158,166,101,169,169,169,169,169,169,106,169
976,209,396,274,209,436,569,209,38,155,298,204,204,154,111,25,111,69,154,173,154,154,271,155,271,221
977,92,326,575,326,200,0,603,272,272,111,31,272,31,31,31,31,31,31,404,31,144,31,31,326,31
978,250,640,640,193,155,56,56,151,70,163,167,156,221,108,354,354,156,16,107,16,260,107,107,176,176
979,348,348,348,77,348,348,56,76,343,343,343,369,369,343,369,244,221,369,244,221,221,369,234,369,221
980,631,631,140,281,235,136,631,631,133,133,631,117,117,117,402,117,168,196,402,354,107,320,354,320,403
981,591,811,515,434,660,725,434,285,285,274,775,775,775,775,572,410,285,709,410,581,410,410,727,727,515
982,183,183,730,488,22,446,0,729,785,496,707,625,780,780,780,707,707,753,347,780,347,758,804,591,629
983,21,21,21,194,194,256,374,205,205,678,205,581,205,205,205,588,205,205,489,489,205,739,489,142,142
984,439,439,454,180,491,17,209,367,354,10,17,638,388,388,387,388,285,388,388,777,777,388,249,388,388
985,555,326,239,189,189,187,16,152,255,322,328,151,250,401,401,250,92,234,250,401,250,250,234,401,401
986,139,698,281,604,243,310,199,328,693,693,360,10,360,723,695,231,93,231,723,200,666,723,200,632,147
987,285,515,285,742,515,157,22,404,159,159,159,159,635,551,551,533,635,679,635,533,533,149,323,533,533
988,383,383,383,257,340,355,355,34,34,400,334,366,280,34,34,34,34,34,34,225,34,389,221,51,269
989,66,66,66,131,386,444,444,752,53,53,35,119,780,35,366,3,35,366,366,366,366,35,339,109,35
990,669,669,5,118,401,44,581,401,74,533,44,533,285,188,53,345,742,301,345,361,742,742,44,233,361
991,107,107,764,3,56,118,108,118,108,118,8,343,8,145,402,301,8,354,354,168,354,354,354,221,402
992,234,234,234,320,320,34,237,62,136,136,289,289,401,219,285,205,74,285,219,401,285,320,320,35,320
993,5,5,786,403,244,244,301,301,301,301,301,301,301,301,244,301,301,244,244,244,244,244,244,244,266
994,663,287,562,308,747,333,287,165,165,165,332,165,121,332,299,165,332,332,332,299,332,354,121,299,299
995,773,773,245,773,135,300,167,422,55,55,55,422,55,55,55,55,55,55,180,180,135,406,180,348,135
996,23,432,477,170,206,92,274,250,135,33,210,405,405,379,210,379,405,32,381,381,140,706,71,432,49
997,319,319,319,130,740,121,121,151,348,328,186,151,729,287,287,272,287,166,250,186,250,186,287,186,186
998,170,170,310,276,31,195,69,108,69,69,69,374,404,313,363,313,363,363,343,74,363,338,363,338,338
999,204,204,597,40,241,395,150,38,648,648,397,397,397,38,397,38,397,397,331,217,38,252,38,156,38
1000,80,80,257,728,20,80,351,309,22,466,79,7,255,255,255,79,208,92,9,255,79,219,219,274,60
1001,323,323,508,466,351,323,88,19,60,0,301,206,28,28,206,206,325,28,339,74,206,206,206,340,97
1002,712,514,217,705,264,192,81,221,221,161,137,137,4,221,40,174,161,379,174,221,174,161,318,161,161
1003,181,181,168,420,420,399,5,181,190,196,190,190,196,399,399,196,196,196,196,196,196,196,196,196,196
1004,543,543,434,75,365,88,309,206,245,192,729,225,206,34,192,729,34,729,104,366,323,3,23,3,3
1005,748,404,309,185,662,221,544,204,33,33,33,33,250,250,250,250,250,33,250,249,370,250,108,287,229
1006,530,168,530,170,250,38,17,530,234,25,249,402,25,25,249,249,249,249,33,25,249,55,25,466,85
1007,446,274,368,149,46,0,298,370,142,142,369,369,142,142,142,783,369,783,783,783,154,783,783,783,274
1008,599,599,14,340,17,677,811,411,160,275,275,211,123,211,429,211,801,211,123,568,321,809,420,143,218
1009,170,170,170,159,580,5,190,190,190,399,196,160,143,143,23,206,196,143,196,143,196,196,196,196,196
1010,323,194,194,40,194,194,44,186,295,579,126,126,272,399,327,126,330,175,192,274,175,175,175,104,790
1011,683,256,393,407,310,607,66,230,636,230,766,766,636,636,708,766,766,766,766,636,766,420,407,579,585
1012,36,36,36,810,744,749,749,323,270,32,71,32,32,472,71,353,320,71,3,71,90,3,90,3,3
1013,221,221,202,256,78,108,694,394,107,107,107,181,181,181,181,181,181,181,181,181,336,168,181,181,336
1014,80,80,185,766,42,42,42,0,368,347,42,347,347,347,192,30,347,42,54,132,131,347,257,30,281
1015,134,134,549,185,353,229,71,71,633,758,220,758,220,401,562,220,470,21,594,135,594,303,108,594,31
1016,394,394,145,332,237,781,0,332,332,253,332,332,238,77,118,121,77,332,121,77,77,253,332,33,33
1017,378,378,15,685,145,378,641,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1018,473,584,584,603,665,691,636,636,478,416,478,700,194,720,660,492,410,660,478,410,660,660,660,691,792
1019,87,87,690,255,447,342,763,207,356,78,78,434,434,434,281,434,434,400,517,281,378,378,434,377,273
1020,51,163,163,5,240,240,376,394,99,690,72,313,145,99,297,394,338,66,296,66,297,74,66,219,219
1021,170,170,74,597,158,289,219,56,158,560,394,394,472,394,276,560,167,560,560,276,107,394,168,90,90
1022,252,252,252,355,107,56,320,345,394,394,394,394,297,297,297,403,181,403,403,159,403,219,159,296,403
1023,175,175,295,381,381,25,380,129,380,380,380,380,380,380,380,380,380,380,66,587,259,221,259,159,159
1024,806,806,806,607,621,351,208,137,145,363,351,222,612,358,358,647,358,647,358,151,148,148,53,647,370
1025,419,419,419,809,130,335,135,383,135,469,32,20,175,126,296,126,382,285,553,734,734,285,155,734,555
1026,770,770,770,0,693,572,580,683,339,569,339,339,339,339,123,339,339,339,339,339,339,339,339,339,339
1027,804,804,207,207,293,667,413,517,241,517,23,613,638,23,173,638,638,236,727,515,727,591,638,727,517
1028,737,737,737,510,634,589,797,675,634,667,347,667,286,634,595,286,286,495,286,286,286,286,190,128,283
1029,596,596,596,195,309,769,734,145,354,339,339,349,570,339,570,570,196,207,196,354,123,161,123,256,775
1030,760,760,760,701,297,345,253,133,286,286,266,358,401,141,135,421,297,297,33,65,320,31,84,62,33
1031,556,556,520,5,5,119,165,184,119,119,309,630,159,472,472,184,287,22,614,140,555,385,263,435,326
1032,26,621,26,111,366,272,129,257,231,237,269,129,339,269,686,26,26,257,281,26,362,362,26,362,54
1033,789,789,4,177,618,119,371,361,186,52,253,248,449,248,431,560,250,433,390,285,236,52,401,737,250
1034,229,18,110,629,645,811,421,421,421,421,421,347,495,133,126,676,101,676,676,768,618,618,618,618,205
1035,117,117,35,729,603,137,156,313,140,13,353,211,435,676,338,99,114,676,338,338,690,338,338,338,51
1036,525,525,525,70,82,293,303,734,278,278,403,99,403,133,317,259,317,103,183,316,316,690,323,307,133
1037,125,217,632,186,3,302,690,688,302,307,126,126,126,126,126,126,20,84,84,84,84,84,133,365,74
1038,68,68,68,521,270,474,365,212,184,506,506,267,134,144,365,278,278,150,14,150,506,253,450,296,126
1039,711,711,599,68,599,740,740,537,696,537,537,537,743,557,557,557,557,557,557,557,557,557,557,461,589
1040,277,277,277,744,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
1041,693,693,517,675,649,371,348,371,371,371,371,371,253,371,389,371,89,371,89,371,769,238,142,448,371
1042,167,12,289,552,135,135,135,135,134,135,49,135,185,185,373,335,465,335,465,465,335,335,55,276,85
1043,114,114,292,114,92,320,320,320,320,320,320,39,320,114,39,185,320,244,244,244,244,323,244,185,403
1044,610,610,213,653,253,326,413,491,184,325,185,24,371,269,269,325,371,98,24,279,24,171,120,799,799
1045,572,88,296,71,195,181,401,39,549,397,549,276,276,549,549,3,678,549,739,71,106,3,396,97,396
1046,358,164,131,340,303,358,24,14,295,240,775,92,272,775,105,272,162,105,12,105,224,79,93,79,79
1047,689,476,632,110,477,504,499,736,499,703,746,746,575,682,738,679,682,682,682,682,682,682,682,679,682
1048,782,782,500,722,574,764,778,346,111,26,131,309,309,309,174,220,174,11,30,131,269,303,11,174,30
1049,365,365,390,676,435,36,191,37,4,4,181,140,656,140,251,108,51,108,251,51,108,251,335,809,809
1050,180,417,748,131,145,64,197,646,47,360,334,20,334,54,281,205,268,93,334,93,93,205,80,93,93
1051,58,101,175,101,260,24,24,376,4,376,376,65,351,752,401,752,186,333,752,703,401,17,221,62,221
1052,157,157,681,347,214,674,31,704,332,332,657,466,618,618,618,334,6,618,6,334,100,618,36,334,334
1053,369,369,651,369,369,369,68,135,135,7,604,783,255,749,138,783,783,253,749,253,253,215,215,25,808
1054,401,401,656,689,348,397,336,25,25,29,747,299,299,122,151,151,299,299,155,252,155,299,155,173,173
1055,95,95,95,68,382,8,382,199,397,388,199,545,332,497,141,652,370,289,320,289,289,289,376,289,320
1056,142,142,142,709,86,84,196,145,766,641,88,632,694,766,347,347,347,88,347,178,241,715,178,780,40
1057,143,143,379,644,226,41,388,548,314,548,548,548,347,548,84,249,388,20,341,341,20,84,86,20,20
1058,60,60,60,248,382,303,14,178,178,178,342,178,139,139,101,342,188,139,139,318,139,139,139,139,139
1059,660,660,576,539,539,68,534,560,87,296,296,87,779,87,452,114,114,469,163,469,114,690,301,297,3
1060,286,629,316,525,211,211,99,13,525,293,525,293,525,525,525,525,525,525,525,525,525,525,525,525,525
1061,5,5,87,480,308,51,376,222,259,259,555,196,476,400,476,476,476,476,476,476,37,476,259,66,403
1062,715,620,620,231,362,33,277,165,115,637,637,225,225,225,169,225,106,360,360,147,309,269,179,360,106
1063,185,185,185,280,37,281,366,179,15,318,130,130,309,179,260,115,45,309,309,60,297,309,131,281,309
1064,380,380,684,204,36,102,395,241,81,280,280,130,181,123,285,123,285,661,123,661,159,285,123,53,40
1065,456,456,456,785,459,786,456,785,596,115,596,596,596,596,219,596,596,596,596,596,596,40,115,596,596
1066,141,208,208,208,139,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
1067,245,245,134,487,250,192,137,543,565,757,403,377,729,361,400,565,22,417,551,123,353,123,123,123,729
1068,209,209,395,357,397,370,154,134,141,713,713,465,713,713,713,465,465,513,713,465,513,302,153,513,363
1069,313,313,3,78,340,69,69,232,217,152,1,176,9,324,1,338,217,338,276,217,338,126,401,401,401
1070,431,431,452,140,370,38,229,377,154,652,652,244,549,807,560,549,549,74,549,549,549,549,549,560,491
1071,397,747,96,229,513,759,229,759,422,422,422,759,759,422,394,506,759,759,394,759,394,394,759,759,759
1072,461,461,461,461,614,705,484,801,762,431,381,61,747,61,780,760,760,760,780,760,760,780,346,780,780
1073,619,329,329,224,107,221,145,778,286,389,190,290,32,371,144,190,192,190,330,179,330,59,233,210,233
1074,504,504,386,83,592,384,381,184,409,431,134,134,130,134,756,134,134,195,323,14,134,474,114,14,474
1075,320,234,234,95,234,366,170,170,170,170,170,170,285,170,239,628,170,737,170,170,169,192,192,170,170
1076,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1077,4,4,604,355,393,393,393,393,393,393,393,393,126,126,41,406,86,41,295,511,480,511,406,480,406
1078,603,603,550,11,736,223,111,79,78,758,223,223,78,78,737,192,463,192,26,121,192,234,269,192,269
1079,104,431,712,491,179,104,337,91,334,334,91,334,334,334,200,334,91,326,14,14,14,14,14,14,269
1080,783,78,78,78,808,783,7,750,466,466,466,466,167,466,422,466,771,466,298,298,266,298,276,394,608
1081,466,466,466,652,652,652,1,652,652,9,397,513,299,299,299,299,374,374,299,299,374,25,374,374,374
1082,343,343,187,389,187,193,155,298,271,271,271,98,46,240,298,46,370,250,46,64,64,370,240,370,240
1083,99,99,99,99,168,89,627,806,806,456,806,806,751,751,420,330,751,806,205,751,806,685,751,751,806
1084,629,629,629,321,194,617,3,210,7,629,629,378,378,629,729,378,378,396,378,447,447,285,447,378,447
1085,278,278,607,573,428,428,230,251,558,552,321,160,558,416,651,797,651,415,789,459,789,789,789,789,604
1086,504,504,504,778,623,0,10,245,368,382,547,111,322,547,322,166,263,491,263,35,166,35,84,287,287
1087,239,345,147,195,229,326,197,309,6,6,6,6,590,590,590,171,337,106,147,340,360,28,106,360,28
1088,511,511,281,458,493,26,149,189,166,223,40,334,26,26,487,41,322,41,111,19,224,40,40,308,223
1089,674,674,674,7,805,19,806,620,698,58,123,806,329,86,231,329,366,329,364,231,329,231,86,329,573
1090,619,619,619,229,362,588,148,264,100,100,36,36,36,100,100,274,35,100,310,547,328,328,310,310,310
1091,309,360,26,339,137,35,35,404,255,648,404,136,231,297,224,79,174,297,347,79,11,206,147,11,375
1092,83,83,372,118,298,197,29,367,68,375,375,646,199,646,374,432,249,646,646,646,684,684,646,62,513
1093,299,299,809,400,397,550,25,370,85,85,494,374,141,374,138,374,374,374,374,374,374,754,374,374,62
1094,103,493,467,106,278,519,77,549,344,672,193,344,344,441,441,466,344,466,466,684,652,546,808,666,808
1095,111,111,527,118,253,298,175,237,64,332,337,106,215,337,106,240,64,240,325,240,240,337,64,220,64
1096,244,244,244,570,403,195,195,145,145,328,328,328,131,65,206,131,106,65,206,65,65,383,371,206,231
1097,385,385,162,131,406,153,10,135,250,250,250,284,250,77,137,137,240,92,92,92,282,92,92,92,92
1098,24,437,224,680,567,329,216,281,257,257,633,724,257,24,736,24,736,24,303,308,736,308,319,308,362
1099,209,209,209,104,253,42,281,223,362,189,30,275,31,372,362,149,31,31,220,31,174,31,31,31,131
1100,260,202,596,376,109,551,58,23,362,256,23,213,736,19,736,23,23,346,150,736,150,462,462,103,334
1101,19,352,653,217,466,201,141,608,33,154,33,348,154,154,332,154,348,348,348,348,215,289,348,215,289
1102,503,659,424,567,765,530,83,77,108,221,249,279,267,108,193,193,83,193,104,253,83,104,108,104,83
1103,221,221,380,323,761,394,92,300,300,526,145,526,526,526,526,526,332,678,7,358,130,55,71,593,357
1104,721,416,368,129,374,352,352,652,167,343,33,343,612,343,678,343,343,574,9,678,9,32,9,9,740
1105,469,469,368,249,176,209,418,158,107,107,332,320,320,320,320,9,320,320,0,470,9,681,664,681,17
1106,32,462,353,32,589,68,690,353,353,417,417,382,447,382,382,382,778,138,382,138,138,545,138,778,25
1107,131,131,556,121,362,362,26,362,174,174,174,190,366,174,366,486,273,366,224,309,366,366,339,366,309
1108,499,445,445,95,178,395,377,339,115,285,285,334,273,285,179,334,179,51,179,179,51,269,301,141,277
1109,729,729,729,167,167,167,167,167,167,130,167,365,506,355,84,355,467,506,506,541,341,295,472,112,112
1110,475,475,475,794,673,256,310,295,270,200,200,436,32,128,32,417,513,295,417,7,236,32,652,652,270
1111,1,1,1,179,646,672,233,32,233,380,380,32,155,244,380,155,9,380,387,380,387,289,387,387,387
1112,684,0,162,684,320,64,64,171,806,98,562,197,35,104,104,104,104,166,309,166,166,33,98,98,392
1113,492,492,492,492,241,164,256,381,339,6,339,262,42,280,30,30,187,30,170,170,187,30,170,77,435
1114,647,647,660,362,109,109,573,109,342,478,177,109,478,478,177,177,177,177,177,177,177,177,760,139,321
1115,517,517,334,737,380,799,166,374,374,488,193,29,186,193,193,68,68,29,68,808,77,68,764,197,29
1116,561,353,353,583,547,187,156,361,217,217,217,622,217,217,393,217,361,361,361,361,361,361,570,361,361
1117,519,519,240,310,214,137,137,598,357,197,71,71,337,337,244,298,298,244,298,104,71,71,104,71,325
1118,52,240,240,638,312,18,84,52,52,92,285,52,292,52,248,248,402,285,402,232,248,790,32,391,210
1119,514,514,626,52,216,730,177,86,213,213,364,364,257,364,458,257,364,776,703,776,575,139,508,621,262
1120,196,196,196,378,685,378,551,514,400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,72,72
1121,601,601,3,758,115,237,334,363,578,621,245,164,245,245,245,407,246,69,209,209,37,246,180,246,69
1122,594,788,788,599,281,468,382,247,345,205,570,105,305,321,305,321,694,74,544,694,321,704,694,167,173
1123,629,629,745,745,745,776,310,776,230,230,230,230,335,335,660,335,671,660,301,255,645,671,255,645,515
1124,752,752,433,685,280,99,53,245,472,365,472,277,277,137,137,472,380,137,130,194,243,117,49,245,243
1125,481,481,624,769,504,780,692,75,70,75,799,692,676,380,88,308,676,387,88,96,166,88,270,88,88
1126,694,137,137,234,221,117,118,380,259,259,259,259,259,259,259,259,229,259,285,320,259,159,136,118,87
1127,159,222,264,685,555,245,229,245,195,245,494,210,245,326,287,287,287,808,195,387,353,287,353,353,387
1128,412,412,82,308,382,689,376,166,449,449,197,197,197,197,382,382,197,443,382,382,382,249,166,166,382
1129,778,778,320,648,9,689,382,394,332,138,201,320,74,201,289,332,217,332,332,217,401,217,85,85,155
1130,78,78,276,204,77,204,136,77,229,57,1,1,137,1,1,244,226,226,244,5,226,5,226,226,285
1131,742,313,145,159,165,114,92,170,106,358,358,358,358,358,358,358,358,358,358,358,293,358,137,221,358
1132,221,221,221,593,593,630,102,156,361,673,178,148,96,323,148,361,80,167,752,595,80,80,80,80,80
1133,509,509,536,368,166,229,391,135,644,664,17,249,253,689,297,234,689,387,253,387,387,387,175,387,387
1134,108,108,132,156,106,112,112,159,159,112,159,376,190,112,659,659,734,107,107,175,101,107,175,380,354
1135,583,583,583,313,540,313,313,293,313,313,313,313,99,99,99,313,99,313,99,99,99,259,293,183,259
1136,523,500,370,389,249,17,55,249,55,108,55,530,180,154,55,55,530,154,278,154,348,180,299,369,180
1137,142,142,714,27,588,596,192,573,322,298,261,401,261,261,261,261,510,261,510,261,510,510,332,510,65
1138,647,647,647,445,471,742,478,478,643,803,643,577,577,554,643,806,458,496,478,458,638,515,496,515,471
1139,103,103,391,391,391,161,329,403,256,345,144,80,129,144,534,14,189,144,192,26,144,275,109,145,75
1140,1,221,1,221,388,131,387,387,387,387,387,553,204,153,204,204,11,204,204,74,204,10,10,10,121
1141,287,491,491,193,199,394,199,374,311,204,311,25,311,311,209,311,406,25,373,1,204,209,373,282,282
1142,40,173,173,62,432,154,646,565,648,441,62,62,549,549,441,513,521,589,521,74,521,549,521,521,521
1143,15,412,412,576,398,15,196,15,15,250,15,484,484,15,517,484,484,416,318,15,231,325,174,231,399
1144,149,149,778,149,687,100,380,23,329,86,79,329,147,79,10,329,147,79,255,347,295,255,255,125,295
1145,706,706,706,806,243,446,329,213,644,263,257,223,263,257,339,339,342,257,741,223,308,216,263,256,308
1146,219,423,423,390,155,153,155,276,808,357,344,351,466,388,320,189,233,189,31,31,189,369,31,31,31
1147,24,24,24,450,84,653,25,206,65,28,254,105,229,254,240,229,254,229,326,254,240,250,137,326,254
1148,500,500,500,190,77,50,204,374,253,358,134,387,249,599,358,599,494,644,470,229,252,791,664,599,513
1149,258,258,336,225,650,224,295,0,0,103,551,0,22,103,103,184,22,432,214,22,31,22,248,31,248
1150,481,481,786,415,351,7,671,115,115,251,115,801,420,36,619,35,420,36,384,515,384,489,565,727,189
1151,70,143,477,535,741,36,168,671,765,402,335,87,295,51,295,51,87,45,175,141,194,416,624,5,5
1152,257,257,259,257,411,524,259,207,313,190,317,320,134,292,134,134,581,134,134,706,581,134,581,3,9
1153,373,373,159,621,354,264,604,766,188,355,334,280,32,333,285,333,283,372,274,368,66,211,358,368,134
1154,190,8,8,506,145,277,281,269,347,310,269,269,93,310,347,93,93,93,325,385,32,695,775,325,348
1155,673,673,630,121,72,494,234,234,332,55,332,276,243,363,240,233,112,98,260,781,206,112,112,206,112
1156,580,801,788,280,603,659,659,156,115,602,291,659,680,680,680,680,680,680,593,680,680,680,680,680,680
1157,426,426,329,467,250,463,491,777,109,515,470,600,576,763,723,373,109,349,214,331,409,349,349,349,600
1158,125,125,214,255,597,41,185,693,356,594,594,205,685,685,685,788,788,713,690,713,788,548,690,690,408
1159,140,140,356,701,14,476,321,356,569,353,356,133,146,496,146,133,126,476,146,146,690,146,205,476,205
1160,403,403,109,364,434,207,288,259,400,259,259,259,259,259,288,259,690,690,690,690,690,690,72,183,183
1161,9,9,240,522,766,30,30,100,390,621,213,257,581,581,342,318,581,100,224,395,395,572,273,384,203
1162,420,420,420,17,545,54,257,28,214,115,182,188,182,348,283,348,182,182,182,234,125,328,182,161,309
1163,337,337,774,380,384,577,30,88,213,213,213,213,213,323,584,323,78,539,689,539,323,78,6,58,189
1164,255,255,610,255,545,289,335,233,301,135,233,145,175,175,250,175,175,301,301,289,387,289,155,77,77
1165,459,459,459,477,64,519,266,135,118,365,276,338,590,107,107,38,217,85,217,130,33,135,176,124,459
1166,124,124,124,11,553,124,154,298,298,234,124,153,56,153,234,153,210,284,108,234,359,69,69,298,69
1167,170,170,170,10,141,10,167,25,74,74,173,224,324,299,176,299,126,324,155,155,155,155,153,173,324
1168,62,62,370,370,197,369,118,165,284,284,397,718,199,199,199,302,302,302,134,17,302,324,664,684,664
1169,650,650,736,591,115,168,35,193,46,46,46,758,284,46,137,74,217,137,284,108,240,262,121,262,10
1170,653,509,801,656,754,253,210,632,60,74,60,210,156,243,691,691,637,352,691,361,691,691,170,543,691
1171,171,171,171,662,705,705,240,119,68,171,119,332,358,108,419,108,419,108,108,69,69,108,108,69,69
1172,747,747,243,11,200,549,379,77,307,229,124,124,124,124,210,69,153,313,299,299,369,74,139,180,89
1173,709,709,690,186,800,295,73,70,125,125,125,313,354,70,156,188,188,70,156,156,156,156,136,136,101
1174,230,230,476,393,689,356,44,181,613,275,393,393,255,355,355,355,255,255,255,255,293,295,261,495,701
1175,558,558,558,155,368,368,389,673,495,479,479,136,205,205,136,136,205,136,136,166,136,136,387,136,136
1176,583,583,583,583,536,489,468,330,177,203,548,753,411,583,583,756,583,506,425,211,489,671,506,757,687
1177,455,455,455,303,487,569,446,757,443,273,36,774,443,800,800,286,567,443,789,800,567,567,224,567,567
1178,103,103,69,36,429,700,377,399,763,763,399,790,579,579,583,768,729,492,768,492,768,364,478,182,58
1179,805,805,714,734,368,386,329,115,316,137,396,5,391,359,376,391,409,401,359,57,565,129,180,783,406
1180,479,479,479,500,189,6,17,151,10,313,234,111,7,234,234,370,295,223,374,113,83,170,295,79,337
