ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
1935,447,365,581,365,356,353
1936,737,187,289,486,147,137
1937,64,137,209,777,141,427
1938,245,19,14,308,789,139
1939,220,358,35,224,686,364
1940,35,35,35,574,214,343
1941,274,217,187,323,514,687
1942,100,100,693,223,328,580
1943,548,702,702,615,19,594
1944,309,64,64,142,348,513
1945,184,184,320,723,514,770
1946,271,271,229,684,527,603
1947,694,72,72,595,340,126
1948,673,673,330,547,701,346
1949,471,471,410,86,139,40
1950,106,106,366,646,220,747
1951,31,31,129,418,465,77
1952,372,372,764,317,89,93
1953,705,374,374,79,432,723
1954,626,626,256,511,377,697
1955,108,108,196,381,189,88
1956,537,662,358,220,748,249
1957,619,95,95,717,62,469
1958,347,347,364,364,702,431
1959,194,123,739,84,7,769
1960,301,301,301,258,356,107
1961,684,750,750,101,40,255
1962,193,193,193,193,509,64
1963,581,751,134,776,647,170
1964,692,100,797,472,648,365
1965,467,257,257,420,667,789
1966,271,165,553,479,739,380
1967,722,722,722,632,342,784
1968,303,303,105,105,250,523
1969,48,48,313,114,304,114
1970,151,151,792,792,240,213
1971,332,204,204,465,586,571
1972,594,594,194,612,492,594
1973,737,688,553,549,7,210
1974,146,569,524,160,146,211
1975,495,495,675,149,472,361
1976,808,69,69,397,633,589
1977,343,158,252,287,586,735
1978,466,620,633,679,688,683
1979,168,168,570,175,335,403
1980,8,49,758,64,276,698
1981,106,106,491,338,29,210
1982,71,320,147,178,691,339
1983,214,435,223,223,310,276
1984,345,181,376,393,800,222
1985,596,292,346,150,620,400
1986,800,806,665,677,322,501
1987,451,451,451,770,264,36
1988,378,159,378,189,259,313
1989,807,807,807,188,99,629
1990,533,533,35,638,783,639
1991,234,517,571,541,467,31
1992,339,339,524,270,572,792
1993,557,433,433,89,608,495
1994,126,794,273,420,275,230
1995,293,523,523,742,58,60
1996,196,196,351,87,508,15
1997,143,734,594,752,624,181
1998,295,465,320,41,74,519
1999,323,177,804,252,217,602
2000,48,159,94,729,382,421
2001,175,421,301,115,585,803
2002,275,123,356,794,794,325
2003,238,64,737,240,28,253
2004,752,644,697,583,367,114
2005,255,257,274,803,693,274
2006,84,345,625,380,274,253
2007,170,170,340,347,310,281
2008,77,77,77,77,77,77
2009,345,630,630,651,667,99
2010,88,695,88,713,556,231
2011,569,43,43,484,540,197
2012,280,77,688,441,0,402
2013,53,53,118,102,188,145
2014,333,333,230,356,377,376
2015,130,130,380,683,105,409
2016,523,523,306,189,147,243
2017,190,127,190,547,388,150
2018,177,366,366,177,776,133
2019,464,155,28,508,539,458
2020,609,310,75,3,310,685
2021,362,607,607,250,339,496
2022,591,591,700,591,597,597
2023,211,211,752,89,196,706
2024,276,276,416,298,135,666
2025,210,210,210,210,320,31
2026,0,0,590,269,220,788
2027,86,86,376,251,481,342
2028,561,171,380,26,264,665
2029,672,672,282,439,695,571
2030,386,386,402,159,696,397
2031,379,379,379,673,398,218
2032,301,301,301,301,301,301
2033,165,771,244,244,74,141
2034,385,720,764,498,479,371
2035,790,790,33,255,386,741
2036,644,644,474,213,626,256
2037,758,721,755,154,156,174
2038,530,530,780,166,136,344
2039,106,106,106,612,181,402
2040,165,323,303,21,323,145
2041,646,210,418,62,541,603
2042,491,225,458,383,266,593
2043,389,389,64,49,25,806
2044,503,503,768,366,503,280
2045,683,683,125,339,329,334
2046,139,139,729,375,285,741
2047,26,656,69,93,689,712
2048,284,8,8,292,467,681
2049,377,260,174,762,23,682
2050,351,351,351,108,133,694
2051,638,619,695,231,42,328
2052,128,128,595,735,263,738
2053,573,573,285,285,390,181
2054,537,537,216,467,438,369
2055,5,5,5,329,655,374
2056,804,254,254,373,343,185
2057,69,315,549,371,268,268
2058,726,346,801,522,79,321
2059,422,300,98,653,197,145
2060,167,167,14,570,786,570
2061,255,517,557,515,753,556
2062,696,682,425,650,402,195
2063,356,678,734,734,139,297
2064,315,315,315,55,561,132
2065,652,111,486,807,558,566
2066,802,802,354,269,368,596
2067,190,190,190,783,736,622
2068,347,220,498,65,254,111
2069,527,527,7,661,84,592
2070,86,569,479,490,747,284
2071,3,374,358,3,436,771
2072,398,398,536,399,31,743
2073,181,800,800,794,51,181
2074,686,686,686,719,556,93
2075,135,135,646,106,30,211
2076,421,127,127,579,489,407
2077,773,87,292,221,217,219
2078,118,615,109,434,310,321
2079,794,794,794,794,288,183
2080,683,58,356,115,588,115
2081,786,786,387,652,206,428
2082,268,527,77,269,354,332
2083,793,793,455,780,656,811
2084,383,383,383,46,26,458
2085,31,759,724,31,337,1
2086,628,628,59,378,443,742
2087,653,653,55,401,250,269
2088,97,97,97,97,738,711
2089,652,193,390,285,208,347
2090,427,427,427,208,513,776
2091,356,356,192,583,53,679
2092,555,459,450,203,346,372
2093,116,573,238,141,87,630
2094,36,620,806,596,186,463
2095,561,561,499,564,358,755
2096,317,690,66,84,114,377
2097,610,610,22,213,241,358
2098,507,507,371,586,506,214
2099,653,41,608,5,360,656
2100,23,410,134,86,161,257
2101,277,277,277,643,98,643
2102,619,24,328,84,804,502
2103,658,417,400,747,758,170
2104,295,295,312,597,323,273
2105,646,646,646,755,755,322
2106,554,290,290,65,512,458
2107,660,369,369,9,352,694
2108,275,275,0,456,779,387
2109,498,599,599,555,110,697
2110,696,654,646,56,518,748
2111,567,717,717,592,198,753
2112,581,581,734,185,208,262
2113,351,259,809,82,690,560
2114,713,327,646,646,245,220
2115,545,276,276,370,476,668
2116,365,318,221,147,740,517
2117,484,484,484,484,745,293
2118,513,513,513,572,411,207
2119,142,142,279,35,554,458
2120,323,323,323,549,319,674
2121,11,643,140,78,23,111
2122,138,367,570,256,573,556
2123,244,574,718,519,810,374
2124,590,590,77,653,325,79
2125,353,353,787,246,488,388
2126,387,775,106,662,33,108
2127,254,254,569,297,148,49
2128,709,403,403,356,66,390
2129,770,770,770,809,6,609
2130,9,498,498,666,68,418
2131,502,502,232,203,543,587
2132,687,687,36,213,88,264
2133,541,618,618,342,42,685
2134,389,389,764,180,334,383
2135,4,4,51,613,613,248
2136,733,184,506,190,115,106
2137,794,285,239,207,285,190
2138,790,790,317,790,570,382
2139,393,393,393,545,100,241
2140,722,653,251,673,12,400
2141,122,122,122,578,507,7
2142,154,287,287,507,435,562
2143,4,4,133,222,456,143
2144,293,293,591,593,221,581
2145,256,197,162,206,60,233
2146,211,211,211,678,674,682
2147,777,250,204,762,31,621
2148,445,660,660,273,370,132
2149,609,155,79,172,719,69
2150,792,792,401,362,385,252
2151,487,576,547,551,366,313
2152,601,756,756,805,95,691
2153,677,677,804,608,186,354
2154,108,450,800,766,325,162
2155,640,365,669,784,609,500
2156,279,88,280,204,193,439
2157,720,413,340,737,221,602
2158,236,808,493,545,104,255
2159,126,742,293,206,446,632
2160,74,299,134,134,187,65
2161,243,677,677,522,36,58
2162,96,96,217,20,197,14
2163,680,569,59,490,45,595
2164,454,602,281,720,122,106
2165,111,111,545,204,55,234
2166,598,229,197,719,805,401
2167,540,211,22,22,708,14
2168,570,457,562,120,652,324
2169,269,269,269,736,519,482
2170,250,250,250,590,782,791
2171,111,686,674,225,736,492
2172,215,215,334,215,155,54
2173,385,288,385,161,613,706
2174,463,458,463,23,714,543
2175,220,220,220,6,509,533
2176,587,587,587,211,211,788
2177,698,257,803,753,723,377
2178,62,62,467,32,422,718
2179,271,119,119,271,433,432
2180,192,192,760,760,7,192
2181,109,109,194,355,141,183
2182,413,292,100,21,102,245
2183,427,776,776,28,9,343
2184,388,388,388,388,388,388
2185,467,28,32,141,750,79
2186,789,789,789,804,616,653
2187,255,71,462,121,389,389
2188,192,192,192,382,225,192
2189,780,600,110,110,464,180
2190,206,215,295,237,123,104
2191,808,808,808,370,252,652
2192,698,114,492,134,134,192
2193,470,470,95,784,68,530
2194,714,489,65,348,790,358
2195,470,495,750,483,89,553
2196,202,202,202,625,400,400
2197,253,599,646,257,75,179
2198,84,84,84,243,690,285
2199,766,766,766,630,32,322
2200,708,127,66,222,376,273
2201,494,98,220,406,197,750
2202,234,252,252,649,384,41
2203,69,723,187,504,809,688
2204,210,210,210,683,712,129
2205,131,79,79,419,485,129
2206,80,592,505,801,166,447
2207,752,22,658,306,104,313
2208,66,181,127,259,107,676
2209,400,257,203,414,54,663
2210,391,26,172,186,691,325
2211,190,190,192,354,7,192
2212,110,489,153,716,563,654
2213,145,114,789,119,403,399
2214,135,571,571,688,747,271
2215,490,328,636,674,191,22
2216,539,635,611,44,528,45
2217,118,30,756,661,323,555
2218,110,110,535,156,766,638
2219,579,579,377,403,4,790
2220,450,450,359,752,94,282
2221,26,25,26,11,451,796
2222,7,7,527,558,28,638
2223,328,801,636,313,800,254
2224,354,354,689,26,383,156
2225,717,717,540,429,91,429
2226,547,419,580,307,159,383
2227,147,289,657,28,314,320
2228,77,688,77,130,511,85
2229,221,459,334,235,502,276
2230,259,259,181,376,583,308
2231,132,132,132,232,724,600
2232,745,745,380,115,608,275
2233,52,429,723,723,515,754
2234,748,526,748,682,680,133
2235,185,43,43,311,425,100
2236,180,387,180,389,43,602
2237,1,121,221,9,83,724
2238,132,495,495,88,597,325
2239,31,221,221,173,54,458
2240,553,553,553,574,633,734
2241,547,547,445,363,446,40
2242,132,447,447,447,604,721
2243,505,505,505,184,801,553
2244,357,586,802,237,580,391
2245,731,701,701,390,533,345
2246,103,103,58,742,505,689
2247,461,600,529,608,309,180
2248,56,56,802,630,274,53
2249,717,717,705,770,205,496
2250,758,758,522,141,575,591
2251,210,236,537,586,711,7
2252,545,778,545,560,339,154
2253,583,157,361,629,712,355
2254,798,74,459,170,487,84
2255,316,316,211,84,752,255
2256,473,473,143,173,333,434
2257,698,273,273,261,485,65
2258,802,802,585,715,725,619
2259,786,650,663,250,487,245
2260,355,508,508,667,478,355
2261,209,209,209,209,209,122
2262,250,103,130,268,555,555
2263,35,35,425,19,362,303
2264,686,525,525,701,803,492
2265,131,131,312,35,467,735
2266,151,209,419,448,229,197
2267,404,659,178,325,469,380
2268,786,786,626,786,488,755
2269,70,184,249,211,321,203
2270,115,730,377,722,160,273
2271,651,651,496,580,100,20
2272,319,319,421,333,227,361
2273,177,177,811,522,725,63
2274,133,133,583,347,67,137
2275,371,71,777,315,92,250
2276,520,520,165,339,105,550
2277,13,195,399,281,145,143
2278,658,622,289,131,287,472
2279,187,187,550,139,776,601
2280,654,383,515,454,7,217
2281,802,802,240,788,310,448
2282,289,289,95,454,5,749
2283,26,571,759,759,406,373
2284,713,634,634,508,508,353
2285,295,130,60,385,486,263
2286,285,795,345,338,236,656
2287,132,19,19,150,510,573
2288,87,87,709,645,179,177
2289,811,73,420,604,745,492
2290,713,318,318,128,607,177
2291,171,12,400,263,197,71
2292,221,221,221,221,221,85
2293,196,196,712,685,573,434
2294,753,545,545,811,524,211
2295,619,340,237,165,610,739
2296,250,250,192,251,547,139
2297,343,343,343,527,284,284
2298,292,68,68,292,327,605
2299,22,586,551,118,323,382
2300,140,662,225,225,269,206
2301,418,724,662,224,220,10
2302,108,60,120,437,206,206
2303,142,279,589,483,389,114
2304,466,466,419,639,566,771
2305,89,89,99,133,189,734
2306,332,495,9,46,632,245
2307,310,310,551,505,354,605
2308,26,26,42,464,271,778
2309,480,24,371,326,804,661
2310,374,374,418,282,560,158
2311,454,281,662,766,766,435
2312,489,780,219,595,41,667
2313,62,62,138,380,755,673
2314,340,470,335,691,749,787
2315,571,490,737,526,231,445
2316,19,19,19,19,19,19
2317,192,192,192,192,714,758
2318,0,404,69,64,638,343
2319,64,64,334,64,374,395
2320,455,455,455,130,468,105
2321,276,730,64,684,406,249
2322,262,651,77,499,530,324
2323,668,668,382,687,134,365
2324,197,68,209,418,98,249
2325,470,470,783,454,145,696
2326,657,26,807,758,207,590
2327,519,388,644,312,142,404
2328,310,310,310,303,72,768
2329,208,391,391,208,208,553
2330,358,358,409,409,701,157
2331,244,244,244,244,244,244
2332,433,433,26,459,125,24
2333,222,222,222,152,410,806
2334,321,321,623,230,126,676
2335,374,88,303,173,135,497
2336,131,747,747,339,165,32
2337,768,768,579,259,390,222
2338,353,353,576,660,3,281
2339,786,786,786,786,8,309
2340,389,389,274,467,192,192
2341,273,730,660,270,290,113
2342,723,31,270,218,263,555
2343,276,371,242,354,119,347
2344,34,208,208,605,190,555
2345,27,27,710,328,192,282
2346,695,619,619,756,726,98
2347,24,24,24,58,112,230
2348,101,330,213,712,741,23
2349,740,33,240,360,433,76
2350,65,65,407,806,604,712
2351,195,195,705,468,181,691
2352,807,632,91,8,530,85
2353,287,287,643,154,714,26
2354,737,737,737,174,610,503
2355,398,102,479,474,515,656
2356,311,311,371,735,389,285
2357,72,36,806,548,676,676
2358,601,350,190,453,423,709
2359,630,630,630,573,361,108
2360,295,523,362,303,456,127
2361,70,70,70,70,70,70
2362,133,133,133,168,421,230
2363,210,153,77,9,343,234
2364,449,449,449,756,551,253
2365,379,339,794,203,79,722
2366,80,80,80,60,363,366
2367,153,153,153,153,153,153
2368,92,92,326,106,171,0
2369,726,726,194,367,19,23
2370,223,156,35,265,106,548
2371,260,260,728,284,249,756
2372,132,7,7,569,440,162
2373,133,133,229,428,698,632
2374,77,537,537,77,292,118
2375,782,584,584,94,222,251
2376,256,256,256,411,756,807
2377,152,511,702,754,6,601
2378,805,805,32,513,7,595
2379,255,255,577,797,797,86
2380,445,445,287,621,104,688
2381,720,533,26,457,797,54
2382,709,709,477,459,585,115
2383,797,797,218,161,247,552
2384,293,293,293,610,293,49
2385,228,417,417,396,23,196
2386,17,17,448,440,469,706
2387,293,376,376,760,181,177
2388,183,267,123,769,448,273
2389,4,734,734,620,620,143
2390,49,49,49,705,370,653
2391,686,754,754,180,66,440
2392,390,194,285,330,181,259
2393,11,527,439,751,686,654
2394,217,217,221,262,758,14
2395,259,259,259,421,177,181
2396,197,761,761,197,193,197
2397,298,285,224,377,92,652
2398,474,474,474,636,480,698
2399,442,442,185,552,174,603
2400,431,431,229,695,545,330
2401,594,244,114,773,180,53
2402,580,572,244,456,467,318
2403,224,784,538,439,802,373
2404,753,523,768,768,623,5
2405,721,179,112,758,74,108
2406,366,366,485,799,650,604
2407,535,535,479,287,760,270
2408,507,401,401,397,312,250
2409,86,86,449,468,120,41
2410,70,70,434,314,5,434
2411,174,174,712,366,741,263
2412,473,473,68,595,804,243
2413,80,80,683,231,106,190
2414,23,213,12,788,273,162
2415,775,775,775,583,521,710
2416,728,728,768,569,660,211
2417,196,196,196,163,293,630
2418,489,489,489,390,194,594
2419,5,496,636,362,709,44
2420,193,193,193,469,545,250
2421,780,780,616,664,644,318
2422,5,186,702,308,284,159
2423,223,223,712,776,207,101
2424,289,289,280,551,596,514
2425,184,69,23,35,23,651
2426,768,620,87,594,264,790
2427,602,379,348,339,171,463
2428,787,787,79,345,69,345
2429,707,322,7,302,791,416
2430,390,390,492,390,776,533
2431,722,671,338,195,285,87
2432,455,464,455,221,130,695
2433,626,715,632,303,515,492
2434,31,720,720,439,626,347
2435,245,336,336,680,517,552
2436,551,576,576,614,597,715
2437,596,802,454,80,191,399
2438,654,412,610,88,755,573
2439,321,321,629,393,508,17
2440,690,690,156,317,647,316
2441,234,748,379,697,318,233
2442,78,78,364,699,787,379
2443,727,490,727,704,637,11
2444,308,440,440,154,654,795
2445,60,60,811,151,142,624
2446,49,49,485,688,631,214
2447,488,322,533,522,250,559
2448,79,707,600,10,810,388
2449,700,700,700,511,689,275
2450,753,70,99,114,275,288
2451,695,547,665,256,510,142
2452,19,19,792,611,106,780
2453,238,556,578,656,165,570
2454,231,231,111,162,26,385
2455,108,106,108,574,749,71
2456,179,179,139,370,87,285
2457,452,62,290,9,225,625
2458,220,220,270,269,780,651
2459,132,333,172,31,185,262
2460,215,215,215,155,269,309
2461,766,361,600,489,674,784
2462,269,269,26,610,416,215
2463,55,55,240,199,174,253
2464,482,484,482,468,436,326
2465,756,134,524,320,314,360
2466,385,385,613,437,203,241
2467,224,174,174,174,174,240
2468,647,647,177,626,626,543
2469,244,244,244,743,343,403
2470,268,31,31,370,720,385
2471,253,253,623,0,231,255
2472,218,218,218,523,420,690
2473,66,66,596,190,747,159
2474,702,702,702,667,569,584
2475,129,155,155,155,60,60
2476,753,669,669,510,782,425
2477,416,416,401,401,266,320
2478,664,109,713,312,717,763
2479,402,402,692,402,402,402
2480,132,358,181,133,630,332
2481,325,576,576,74,74,61
2482,187,187,636,213,443,200
2483,261,414,305,663,255,308
2484,809,95,520,12,150,366
2485,651,353,353,705,458,45
2486,340,418,354,340,408,513
2487,104,104,104,642,807,768
2488,205,459,449,643,158,517
2489,180,799,55,360,719,737
2490,14,14,364,790,173,484
2491,387,387,387,387,387,724
2492,496,108,108,665,665,551
2493,521,256,59,437,803,807
2494,602,0,290,799,432,337
2495,234,413,719,397,224,759
2496,687,87,139,87,353,109
2497,440,124,490,244,64,121
2498,658,658,658,687,472,128
2499,594,594,594,583,683,561
2500,361,361,293,132,505,168
2501,40,40,40,619,211,222
2502,32,526,380,168,423,328
2503,679,413,417,758,406,737
2504,387,387,387,131,88,724
2505,229,229,297,408,592,253
2506,326,326,1,337,256,672
2507,598,598,517,319,68,273
2508,166,166,51,714,338,373
2509,36,36,36,183,36,489
2510,720,720,186,522,68,485
2511,165,165,224,758,700,643
2512,139,139,139,139,139,139
2513,688,688,504,70,313,206
2514,308,308,126,277,317,13
2515,448,448,804,688,609,629
2516,488,488,488,382,22,480
2517,138,199,199,69,549,175
2518,26,787,26,106,106,192
2519,247,394,314,56,771,167
2520,493,493,493,23,693,690
2521,626,626,399,40,624,255
2522,464,602,290,603,435,54
2523,32,32,32,32,32,32
2524,688,686,64,467,581,165
2525,477,477,477,73,675,78
2526,55,60,653,234,266,461
2527,491,746,746,30,105,65
2528,692,692,179,269,638,195
2529,353,251,669,259,81,115
2530,140,140,140,140,742,494
2531,11,154,413,409,657,123
2532,3,3,364,3,68,572
2533,305,631,762,67,449,594
2534,654,104,104,334,517,206
2535,404,404,69,92,437,28
2536,631,631,168,471,528,480
2537,274,121,121,515,145,1
2538,28,28,28,749,559,558
2539,189,189,189,189,189,189
2540,225,371,371,366,627,648
2541,53,53,634,634,260,103
2542,545,761,266,93,686,287
2543,204,204,773,289,74,557
2544,178,289,633,633,174,304
2545,456,701,501,455,399,789
2546,451,657,657,751,109,218
2547,470,448,501,613,420,503
2548,157,724,770,560,391,626
2549,712,269,269,360,480,237
2550,408,72,314,582,419,513
2551,282,282,424,282,383,10
2552,700,657,657,269,32,414
2553,645,645,763,335,329,317
2554,0,0,742,560,136,623
2555,205,148,148,411,734,115
2556,120,408,408,60,435,348
2557,305,305,229,484,44,136
2558,139,139,139,234,766,766
2559,397,30,30,30,609,174
2560,474,474,690,790,285,273
2561,709,321,5,709,127,13
2562,20,20,748,168,258,67
2563,25,92,105,93,237,658
2564,396,537,223,454,754,379
2565,256,256,256,256,174,499
2566,10,10,335,625,243,481
2567,184,634,373,433,121,42
2568,644,644,491,449,119,253
2569,147,557,803,591,409,472
2570,124,684,284,435,419,25
2571,100,700,7,717,80,12
2572,31,31,518,489,569,635
2573,491,623,290,439,224,203
2574,295,55,491,272,26,703
2575,630,630,630,565,673,233
2576,791,754,791,408,377,14
2577,458,458,775,238,268,560
2578,423,423,493,321,109,275
2579,306,306,306,248,41,705
2580,545,257,257,132,378,751
2581,229,385,14,420,263,722
2582,807,807,643,8,452,706
2583,660,126,234,179,368,160
2584,654,498,358,26,206,322
2585,679,679,508,679,715,480
2586,22,308,341,243,145,31
2587,515,621,103,695,435,777
2588,637,661,651,747,619,656
2589,379,379,379,492,402,346
2590,329,329,763,554,594,802
2591,805,805,805,181,810,225
2592,26,233,633,726,244,234
2593,468,468,511,484,473,25
2594,325,325,244,29,454,231
2595,166,166,166,279,454,584
2596,375,196,789,702,277,65
2597,769,769,769,382,368,604
2598,643,64,64,385,180,66
2599,598,255,255,643,77,220
2600,140,140,140,653,579,36
2601,102,507,446,721,409,366
2602,561,561,58,405,89,109
2603,698,698,698,682,0,766
2604,620,706,143,87,400,356
2605,323,458,458,491,174,347
2606,810,569,467,25,326,712
2607,340,340,229,79,417,77
2608,108,540,619,273,701,177
2609,713,713,713,482,199,507
2610,790,245,245,308,73,580
2611,594,594,212,212,361,16
2612,339,339,49,712,263,384
2613,16,16,16,257,216,550
2614,381,381,381,167,333,577
2615,324,412,412,298,499,696
2616,632,632,600,632,139,142
2617,778,778,768,797,674,104
2618,47,166,166,147,184,263
2619,25,25,756,459,462,319
2620,594,594,800,615,460,381
2621,74,74,673,206,165,153
2622,712,6,106,131,29,361
2623,541,466,161,801,462,145
2624,253,253,253,435,810,760
2625,133,133,143,356,175,160
2626,13,13,393,476,278,231
2627,178,450,178,541,556,39
2628,714,714,714,534,237,269
2629,626,626,105,105,590,43
2630,227,227,789,25,217,217
2631,655,655,655,457,563,435
2632,580,580,318,318,23,740
2633,568,737,592,711,118,549
2634,179,179,732,481,605,464
2635,186,371,6,587,69,360
2636,387,387,802,104,262,411
2637,34,34,34,34,34,34
2638,806,806,806,700,10,171
2639,38,31,31,706,33,470
2640,474,317,259,133,4,127
2641,742,468,496,793,596,327
2642,593,136,447,348,389,289
2643,195,87,87,288,89,87
2644,277,277,82,403,51,789
2645,284,684,77,210,466,249
2646,135,102,60,512,5,65
2647,756,756,334,805,340,749
2648,106,106,268,171,174,150
2649,457,457,698,333,686,613
2650,303,325,325,325,106,129
2651,664,549,785,781,88,715
2652,370,440,440,507,545,269
2653,134,134,134,683,659,383
2654,409,628,661,387,492,409
2655,356,356,133,41,251,403
2656,80,339,683,339,12,643
2657,120,340,339,295,736,238
2658,481,481,481,454,237,351
2659,307,735,317,130,89,703
2660,730,481,481,518,134,805
2661,277,277,790,20,4,446
2662,428,428,433,433,211,697
2663,664,570,253,440,109,619
2664,249,401,155,608,108,249
2665,274,362,10,209,120,170
2666,467,467,500,486,265,746
2667,71,71,513,633,25,266
2668,792,792,687,687,417,468
2669,213,416,174,489,658,65
2670,75,75,131,219,623,132
2671,23,23,203,809,667,182
2672,109,414,174,165,810,410
2673,156,165,385,323,499,87
2674,447,641,641,336,121,3
2675,96,96,571,662,10,316
2676,597,465,626,103,429,707
2677,120,347,247,457,320,83
2678,147,40,576,539,7,457
2679,406,406,287,216,276,578
2680,652,652,55,652,151,33
2681,106,93,93,0,621,74
2682,548,657,806,588,82,45
2683,79,79,533,157,182,714
2684,347,347,347,347,347,347
2685,55,396,250,515,303,232
2686,685,685,685,805,414,604
2687,630,159,345,293,196,204
2688,203,65,192,407,540,4
2689,325,309,193,24,383,625
2690,17,17,17,448,754,498
2691,706,213,213,417,568,362
2692,287,287,520,406,237,389
2693,351,800,768,809,653,115
2694,255,200,105,354,539,6
2695,702,82,319,40,47,205
2696,727,448,523,509,157,32
2697,180,180,180,385,132,498
2698,260,174,511,243,440,661
2699,282,106,172,697,527,586
2700,370,545,545,750,713,654
2701,790,790,329,632,444,89
2702,245,271,719,104,695,662
2703,181,134,134,402,753,810
2704,190,263,131,216,41,41
2705,197,262,454,705,802,806
2706,397,78,108,581,97,303
2707,352,192,192,157,274,578
2708,149,88,608,362,791,308
2709,674,758,794,515,514,570
2710,403,325,259,133,403,690
2711,726,726,205,468,357,782
2712,15,99,114,394,114,197
2713,736,257,584,685,103,19
2714,271,559,574,33,332,176
2715,92,596,754,166,519,110
2716,170,170,237,339,366,457
2717,298,298,807,723,64,92
2718,540,540,693,177,652,400
2719,113,161,586,781,798,362
2720,244,244,74,110,660,660
2721,328,347,446,269,724,706
2722,56,732,732,777,777,92
2723,786,451,705,484,726,730
2724,60,784,92,495,272,220
2725,697,697,401,354,246,89
2726,664,664,383,539,756,231
2727,618,618,737,88,749,1
2728,245,287,287,485,106,534
2729,448,133,133,206,648,349
2730,67,67,67,679,159,613
2731,77,77,161,456,803,12
2732,634,626,88,469,372,260
2733,93,93,216,43,409,502
2734,194,194,194,301,508,540
2735,723,169,137,307,309,309
2736,274,791,389,602,711,217
2737,356,356,421,421,407,288
2738,498,354,171,229,92,651
2739,573,573,496,333,319,222
2740,501,501,35,410,101,101
2741,249,249,248,783,395,730
2742,563,563,711,537,184,695
2743,198,147,147,224,383,31
2744,792,792,329,109,720,79
2745,106,106,643,645,303,262
2746,466,466,313,369,295,78
2747,33,33,101,98,603,689
2748,33,33,290,290,297,187
2749,760,619,186,336,724,420
2750,766,652,657,747,634,47
2751,264,264,264,770,256,347
2752,467,224,224,592,480,480
2753,491,363,808,247,746,9
2754,271,527,77,672,252,155
2755,328,710,328,10,180,467
2756,125,476,94,183,285,126
2757,7,335,691,379,360,124
2758,400,195,195,319,174,417
2759,583,583,583,750,797,712
2760,677,677,109,540,168,329
2761,210,488,184,449,758,631
2762,370,91,91,91,22,341
2763,193,193,64,92,54,436
2764,115,263,263,373,171,169
2765,667,317,619,196,730,666
2766,78,78,78,78,78,78
2767,269,162,309,360,714,131
2768,370,802,64,31,651,204
2769,170,775,698,701,385,683
2770,203,149,149,346,581,131
2771,496,190,444,433,268,235
2772,554,554,272,77,805,379
2773,329,695,306,399,399,399
2774,758,758,193,758,20,49
2775,102,585,737,360,479,714
2776,281,603,787,240,262,413
2777,613,613,790,318,373,588
2778,187,187,310,511,171,784
2779,658,486,580,162,86,472
2780,741,741,741,101,281,386
2781,455,455,580,572,273,257
2782,730,339,576,251,323,704
2783,249,249,559,524,529,586
2784,652,652,758,358,693,802
2785,452,83,83,153,639,1
2786,589,540,540,78,730,652
2787,494,408,583,231,379,656
2788,784,768,109,556,74,775
2789,158,226,549,174,315,56
2790,590,445,770,45,747,665
2791,622,622,293,296,548,293
2792,377,366,326,580,746,637
2793,184,184,681,14,395,665
2794,745,702,22,3,231,515
2795,462,683,804,213,309,342
2796,780,780,780,375,361,361
2797,337,337,558,172,64,331
2798,264,136,264,547,578,362
2799,345,345,317,370,317,133
2800,136,387,387,624,26,326
2801,64,173,142,11,518,567
2802,347,543,427,335,695,668
2803,421,421,44,44,671,376
2804,650,615,615,665,72,309
2805,604,513,361,736,710,11
2806,709,30,310,30,273,499
2807,503,145,766,809,682,736
2808,93,272,470,598,43,214
2809,492,492,152,134,690,753
2810,272,558,287,557,612,299
2811,783,783,293,179,177,548
2812,25,506,140,310,95,218
2813,205,205,205,205,205,746
2814,568,568,568,7,3,266
2815,724,415,727,536,9,6
2816,407,285,476,505,505,16
2817,702,157,698,446,787,99
2818,692,654,313,325,721,437
2819,736,192,786,268,658,643
2820,303,303,557,457,239,292
2821,245,245,174,576,770,582
2822,326,804,801,132,753,416
2823,644,553,553,787,787,625
2824,191,382,382,143,35,730
2825,356,356,356,189,86,236
2826,256,165,161,161,98,213
2827,422,214,422,260,256,360
2828,500,19,708,218,362,575
2829,495,495,495,459,237,692
2830,321,321,572,728,218,651
2831,684,684,521,484,519,71
2832,348,306,306,380,805,570
2833,292,292,20,234,234,292
2834,638,385,487,643,30,129
2835,86,86,86,355,301,259
2836,481,664,309,190,269,699
2837,28,683,683,568,748,538
2838,99,99,156,434,41,314
2839,601,400,239,78,74,74
2840,56,234,269,225,486,9
2841,312,312,401,597,495,803
2842,275,111,78,405,88,651
2843,97,333,159,379,620,505
2844,632,467,658,457,449,181
2845,145,145,292,104,325,392
2846,160,293,293,126,345,259
2847,215,74,388,271,25,298
2848,773,31,31,360,215,1
2849,810,274,274,366,179,613
2850,552,338,354,326,208,659
2851,162,761,773,761,166,759
2852,720,137,520,243,604,179
2853,372,372,510,677,510,373
2854,153,153,298,268,324,639
2855,253,253,253,612,481,787
2856,380,86,428,489,580,358
2857,419,14,106,54,374,25
2858,354,310,274,176,189,805
2859,727,463,568,770,798,700
2860,117,117,117,117,181,448
2861,682,425,425,548,561,608
2862,472,472,472,42,409,765
2863,712,712,0,28,760,575
2864,123,422,791,545,137,111
