ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6
1804,1849,4931,5659,1809,312,1610,283
1805,1849,1438,2730,2377,2836,1829,1829
1806,1849,2468,23,2131,122,2131,2863
1807,6172,2468,5659,1676,88,88,737
1808,3556,6548,645,557,1285,2586,2586
1809,1173,6408,1296,1939,3489,721,3619
1810,1849,6186,2831,172,1364,2390,1955
1811,6602,609,7030,557,798,557,1531
1812,1173,4778,1420,1174,480,3156,488
1813,4866,4118,4687,173,1768,257,2175
1814,6602,609,5434,1033,1665,5818,2228
1815,1849,2468,771,1852,835,2479,2479
1816,6172,6186,6286,6447,5362,5086,2689
1817,1849,1882,715,1011,540,653,1489
1818,1849,1438,597,2362,2740,3438,2800
1819,6172,6186,23,718,2338,1419,2523
1820,3073,2742,4687,4150,153,1454,1795
1821,6373,4118,2831,5023,750,3184,1602
1822,5391,2981,3131,2361,178,2050,491
1823,1849,1882,23,48,312,894,1759
1824,6373,4118,2831,1011,2950,4024,1489
1825,1849,1438,3484,1676,1909,692,1854
1826,1849,1438,23,2717,2507,692,2955
1827,3556,4760,1399,2895,1754,820,1929
1828,1849,1438,576,5220,2579,1429,1381
1829,3971,782,2129,2682,1594,5818,3181
1830,6172,6186,6236,1006,868,2548,3292
1831,4843,2096,5434,1939,20,2136,2136
1832,1315,2096,6103,172,1737,1368,3359
1833,4199,4778,1296,1966,2234,2210,2004
1834,568,782,5434,1174,1816,1368,896
1835,4331,1330,1296,1174,480,6775,2547
1836,1771,2981,1296,355,997,2818,1090
1837,1849,1882,23,1147,2900,692,2955
1838,6852,5248,4046,4275,2259,3410,355
1839,6852,2430,371,1791,74,932,59
1840,337,4118,2186,148,2242,2577,241
1841,1849,2468,23,921,1382,1908,59
1842,1849,1438,3004,6730,2670,1564,1725
1843,3556,782,5434,201,1076,2101,820
1844,6172,2468,703,5220,1758,8,1633
1845,1849,2468,3297,5992,2735,2427,3300
1846,1849,609,5434,35,1816,475,2784
1847,6172,6186,4687,172,2734,848,2676
1848,1849,4118,4687,5002,1968,543,377
1849,6172,6186,1201,661,2740,8,458
1850,1849,2742,1420,1009,3489,644,155
1851,3556,1882,405,1732,1710,957,241
1852,4199,1330,1675,170,540,374,1006
1853,1849,1455,3358,148,480,480,2949
1854,1849,1882,723,3300,3387,5440,2311
1855,6602,5758,2660,3372,798,1340,557
1856,6905,6186,2577,5066,7019,1320,1563
1857,5391,2468,5953,698,2928,3321,2948
1858,3556,3288,4570,1033,3514,238,1082
1859,1849,6548,23,2981,223,161,161
1860,1849,1882,597,2319,371,1217,2311
1861,337,2858,532,148,3233,1809,169
1862,1849,2468,4321,4490,22,692,673
1863,6602,1882,3741,720,1270,894,444
1864,1849,3366,5171,941,1451,431,557
1865,6172,4931,2646,2362,1816,2671,3473
1866,1849,2468,23,1541,2525,1605,2024
1867,1849,6548,2844,172,480,2054,642
1868,6852,5214,1586,1115,2155,4723,3024
1869,1173,2848,3112,2264,2739,374,2866
1870,1849,422,5659,1033,2712,1809,1815
1871,1849,4931,23,3624,4151,3438,3318
1872,5391,6548,23,48,2514,919,541
1873,3971,5649,4063,1498,2740,3733,2731
1874,1849,4272,1350,698,2391,2054,2827
1875,3556,4931,3545,170,2531,442,2241
1876,1389,1438,23,2560,1364,2718,922
1877,170,4760,3511,715,1357,2576,2833
1878,6172,6186,524,2362,1944,2843,985
1879,3971,2894,2865,5220,1632,557,777
1880,1849,4272,4687,1011,20,1106,2735
1881,6602,1882,2362,201,1104,2103,877
1882,1849,1882,6236,1337,2129,5818,355
1883,6172,2468,23,1762,833,426,2412
1884,753,4760,6478,3259,1687,2019,3473
1885,1849,3391,6103,1537,868,2427,20
1886,1849,2468,636,1529,178,581,1681
1887,1849,6548,3131,148,2974,2050,1813
1888,1015,782,5434,148,1525,3262,418
1889,1849,1455,615,6730,1381,5774,1503
1890,4199,2708,1111,2002,178,6768,1946
1891,1849,609,3112,1177,3199,2943,2378
1892,3971,6548,2118,148,2928,2783,606
1893,6172,2468,3297,518,2836,1789,1146
1894,6602,1882,597,3372,575,440,66
1895,1849,1882,1399,1011,3465,644,3122
1896,1849,2742,3791,1984,628,628,41
1897,6172,2468,904,2131,178,709,3300
1898,1849,1438,597,3372,198,820,2863
1899,1849,422,5659,2895,2747,3247,2489
1900,1849,1882,703,2542,2433,3036,605
1901,6602,6049,4120,3167,2439,691,3457
1902,6172,6186,4687,6986,480,1789,2217
1903,3556,2708,7030,1033,132,360,908
1904,1849,4118,2831,1089,6450,1224,2927
1905,337,5214,1586,2723,3274,3183,1912
1906,1849,3366,1395,1011,1270,2395,2026
1907,1849,1438,147,2675,2859,1610,2110
1908,1849,2468,1236,2717,3054,894,2412
1909,6602,4931,974,48,420,754,420
1910,6602,1596,597,1529,20,5423,1115
1911,6602,1882,1422,1384,2033,1832,2376
1912,5391,4931,2118,3199,2736,74,3133
1913,4199,609,3394,1516,547,238,2068
1914,1849,2468,5659,1529,480,581,362
1915,3556,6548,23,48,1382,2615,285
1916,1771,6288,3967,1177,2531,1142,1888
1917,1849,4931,6862,1011,3179,6450,2275
1918,3073,2742,2831,4493,3970,2843,985
1919,1849,6186,3484,2560,310,2695,455
1920,1849,1438,23,1529,1529,1478,2201
1921,6172,6186,1236,921,852,1114,59
1922,1849,6548,23,1174,2733,5440,2653
1923,1849,4931,1399,48,635,2072,3332
1924,3971,2894,3883,1498,2737,917,1933
1925,1849,1438,2844,2778,1420,2208,1946
1926,6602,740,2660,355,798,643,25
1927,6172,6548,4313,3077,5624,257,2577
1928,6172,2468,4313,6986,437,6179,2858
1929,6602,4765,597,148,3959,2796,2192
1930,1849,4931,1236,48,3199,1000,3321
1931,3556,1882,2852,148,3518,3338,1474
1932,1849,6186,1054,437,2338,3353,1622
1933,6602,4474,615,6730,1449,2101,6039
1934,1849,6186,3484,2372,2618,1833,1146
1935,1849,4931,23,1906,1176,1918,1987
1936,1849,1882,597,2723,198,1206,3963
1937,1849,4272,1250,301,3489,4024,2258
1938,4199,4512,4146,2542,685,1184,2467
1939,3556,4931,4330,1791,2950,1405,1317
1940,1849,6951,23,48,312,2843,1146
1941,3556,1438,5434,355,198,198,3495
1942,337,4592,720,170,371,2910,3024
1943,1849,422,5659,382,1800,2101,1475
1944,1849,6548,3818,557,3434,126,126
1945,1849,4403,645,2649,480,1198,3122
1946,5391,6548,2118,684,540,339,1803
1947,1849,6186,23,2344,2859,1755,2110
1948,3971,2894,4680,3330,1816,516,996
1949,6905,4118,3004,698,1816,2784,40
1950,6602,1596,597,5857,3007,2284,3319
1951,1849,782,6103,173,437,1738,1946
1952,1849,1455,379,1529,178,3262,418
1953,1849,6186,2118,2560,1382,932,2398
1954,1849,4931,5539,2362,99,374,212
1955,3073,4272,23,2131,1067,2140,965
1956,3556,4931,2118,2462,2819,2819,1199
1957,1374,5214,1586,5310,3025,5423,1489
1958,1374,5214,1586,5310,1501,5423,300
1959,4199,1330,3759,2895,540,2818,1489
1960,1849,5214,4687,4268,178,5138,2927
1961,5391,2858,2118,5023,1433,2043,3054
1962,1849,6186,23,355,2184,2957,1489
1963,1849,609,4456,1011,1884,3190,2391
1964,1849,2468,23,48,921,692,1035
1965,1849,2742,23,4078,3055,956,1114
1966,1849,1882,4687,1874,3017,4364,3300
1967,1173,782,1296,2895,20,2713,3274
1968,6602,1882,5434,950,3017,2395,2796
1969,3971,782,4680,2682,1451,1926,3181
1970,3971,4343,4680,698,2928,1405,2928
1971,1849,1438,2109,2319,3465,2054,574
1972,1173,4272,1296,172,1375,172,777
1973,734,1882,1675,3216,1245,374,3473
1974,3971,6548,94,2944,3373,2032,2636
1975,6172,6186,3297,1658,3518,2025,2025
1976,4199,4290,576,148,3017,2536,1482
1977,6172,782,524,2341,1309,1317,39
1978,6602,4881,2058,608,1626,2163,35
1979,1849,6548,4313,2875,354,1458,3944
1980,170,4760,6478,2682,2259,653,355
1981,1849,1438,3004,941,941,1564,355
1982,5391,6548,2237,3143,835,4897,1146
1983,5391,113,2118,2560,310,74,3133
1984,1849,6186,518,1701,2857,810,2110
1985,3556,4931,2646,2129,2835,3215,2868
1986,1849,4272,2844,1814,178,2050,2391
1987,6172,2468,6830,3077,437,1809,673
1988,3556,1438,371,718,312,2718,3510
1989,1849,2848,3476,2318,3207,1386,1146
1990,1849,1882,1410,1791,2578,1160,1495
1991,1849,525,4687,173,1968,257,2335
1992,1849,1882,5206,4790,5103,2126,2452
1993,5391,2708,4063,2220,1613,4127,3234
1994,6796,5580,1586,98,3007,392,1411
1995,6602,1455,645,1529,1529,906,2984
1996,3556,1882,3483,3183,132,339,1669
1997,3556,6288,2865,698,480,1849,3418
1998,1849,4931,1399,718,312,1595,2302
1999,1849,2742,4687,5023,2859,2260,2196
2000,1849,1882,5001,227,74,1908,90
2001,6172,2468,23,2176,2734,2054,2676
2002,6602,1882,597,3255,798,3105,1820
2003,3556,1455,645,1529,2497,1368,2060
2004,6373,4118,2166,3259,1594,5818,1489
2005,1849,1882,3394,284,1816,767,767
2006,1849,1882,4687,2362,2259,2671,2026
2007,1849,6186,23,3300,965,129,51
2008,3556,4931,2646,170,2134,170,3423
2009,3073,2742,23,5220,2672,2732,2307
2010,6602,1882,597,3850,1992,360,95
2011,1173,5700,1296,3330,20,281,2746
2012,6602,4760,597,2551,371,1142,393
2013,1849,1882,2646,2692,222,3132,1941
2014,1849,6951,6971,172,1364,1177,3122
2015,1849,1882,6236,3741,4559,4912,6201
2016,1771,5649,2106,172,282,1564,674
2017,6172,6186,6830,4822,4752,257,1931
2018,1849,6886,5071,1011,1270,2544,2633
2019,1849,1882,6236,2969,2740,1298,2820
2020,3556,1882,2362,2362,540,1863,1487
2021,1849,3288,5659,5220,7019,2521,2984
2022,6172,2468,2852,2675,1841,2208,552
2023,3556,1882,680,720,1309,1309,2441
2024,1849,2742,4687,1190,835,613,2609
2025,6373,4118,2831,1684,2873,5679,57
2026,3556,1882,1111,3255,3233,295,295
2027,4199,1438,576,2560,2836,1854,377
2028,4758,4118,6103,173,3233,257,158
2029,1315,609,3368,1174,132,2260,344
2030,4843,6256,1296,172,20,3430,652
2031,4843,2848,2190,382,20,690,278
2032,3073,2742,6103,3077,2747,2930,557
2033,1849,2468,5659,646,2649,810,322
2034,4199,2708,1296,698,1147,692,2731
2035,3556,1882,597,1006,2374,3385,3963
2036,3556,4931,518,2944,132,2843,2943
2037,6905,4118,2118,3143,2836,2732,1233
2038,3556,1882,3484,2560,3518,1272,1239
2039,1849,1970,2852,2675,750,6527,2731
2040,1849,1882,2237,3255,5963,8,6365
2041,6172,2468,23,2778,320,2778,2179
2042,170,4931,3483,2682,3511,3234,996
2043,1771,4931,2646,2798,2134,2134,2441
2044,1771,782,5434,2682,1451,1716,704
2045,1849,4931,86,2709,868,1444,1592
2046,1849,1882,3374,1498,1953,1729,2229
2047,1849,1438,2831,7004,2900,1641,3354
2048,1849,4681,6103,172,1101,4328,2388
2049,1849,6886,23,2341,1147,1114,59
2050,6373,2894,23,2372,3706,2065,801
2051,6602,1882,2464,2362,1816,334,2302
2052,3556,4931,518,227,3207,3429,2700
2053,6172,6186,3484,2198,2859,1267,367
2054,3971,4118,6940,2699,2175,4024,777
2055,1629,4118,2646,2560,750,1557,1366
2056,6905,4118,23,1966,3028,644,1236
2057,6852,5214,597,2723,3274,4723,2784
2058,1849,4722,3476,148,2175,2190,1859
2059,6172,4931,1399,718,2026,1595,2523
2060,3971,4343,83,698,2578,2783,2653
2061,6602,1882,715,1321,1371,1309,2600
2062,1849,1882,576,1047,902,2101,2295
2063,1849,4272,1350,172,1350,2054,777
2064,6172,2468,1250,1529,178,2185,1128
2065,1849,2848,3188,1011,2248,1869,1869
2066,3073,6186,3791,2747,2747,4897,6842
2067,1315,2848,3233,1174,779,2150,2727
2068,3556,4931,715,715,1172,686,1052
2069,1771,2894,2865,1011,1816,447,447
2070,6172,6186,3004,2616,2974,2974,1236
2071,337,1438,597,2723,2259,653,2626
2072,3073,6186,23,1529,124,2843,1236
2073,6373,4118,6940,175,5073,2368,4784
2074,1849,1882,6236,1213,437,2944,2944
2075,337,5580,6382,5220,598,152,2633
2076,3556,6275,4856,2241,798,2902,1521
2077,6602,740,5434,2622,1881,1541,274
2078,3556,1882,576,2603,3017,2603,3468
2079,6602,6712,5206,1011,1594,3030,212
2080,1849,4931,5539,2542,2338,1006,1006
2081,1849,2708,4687,3372,20,2521,3495
2082,3727,2742,6103,3832,2777,1439,408
2083,1849,1882,576,2560,2231,2212,1272
2084,4331,5214,597,98,2259,5423,1489
2085,1849,2848,5434,1942,3231,3231,1239
2086,1849,1455,645,1529,178,1590,592
2087,3556,3783,4000,1821,413,2019,3181
2088,1849,6186,6236,613,833,692,775
2089,6602,1882,2976,35,1573,1832,1331
2090,3556,4931,5285,2362,1941,653,520
2091,1849,2468,904,2981,2063,5413,2063
2092,6602,474,5434,148,3426,2721,66
2093,4199,1882,576,98,540,678,1440
2094,1849,2468,1250,1529,1691,869,311
2095,3556,4931,3483,2720,3216,516,1835
2096,3971,2894,6336,173,2189,3463,3463
2097,1849,6681,597,393,371,1371,767
2098,3556,418,1296,557,3426,557,557
2099,1315,2708,1296,3310,1375,2215,1466
2100,1849,6186,23,457,122,1753,2179
2101,1849,1438,1833,2560,2469,84,2263
2102,1849,6548,4313,5066,835,1267,1971
2103,1849,1455,645,1033,1425,591,488
2104,1849,2468,2237,703,868,691,1211
2105,6602,1882,3545,227,2033,767,89
2106,1849,6951,23,1605,3055,307,1489
2107,1849,4931,2058,1058,2493,2586,996
2108,6172,6186,2186,7019,7019,7019,1271
2109,1849,2468,904,1529,480,3154,1641
2110,1849,1882,3545,5103,1626,3232,520
2111,1849,2468,5659,2138,2338,6159,673
2112,4331,5214,597,2723,5815,3368,1489
2113,1849,5758,3516,2895,2058,1918,855
2114,1849,745,518,2131,355,1464,3166
2115,6602,4931,2237,148,74,681,2700
2116,1849,1970,1236,2422,2859,956,574
2117,6602,1438,597,148,3480,3480,743
2118,6602,1882,1399,1791,1364,2163,33
2119,1849,1455,2505,1015,2712,581,418
2120,1849,1882,1399,2895,2155,1540,574
2121,1849,1438,23,2060,1829,692,3313
2122,1849,4272,4687,148,630,777,777
2123,1849,2848,23,1381,3016,1381,1381
2124,6172,6186,6103,3073,835,2828,422
2125,6172,6186,1054,1190,155,1091,673
2126,1849,1438,23,2516,543,543,2263
2127,6172,2468,771,2875,835,1458,1563
2128,170,782,1296,173,1594,208,2572
2129,3556,4931,3188,698,1728,170,1727
2130,3556,1882,518,720,2433,1837,1211
2131,1849,1438,1586,2774,2063,1910,2511
2132,1849,1882,1528,2372,921,1833,478
2133,1849,1970,2852,3413,3518,1272,1272
2134,6602,4760,597,1821,198,316,316
2135,1849,4778,379,2944,3489,2954,418
2136,1849,6548,4069,1529,3110,5774,1489
2137,6172,6186,3004,2180,937,2843,2943
2138,6602,740,5538,1529,132,557,557
2139,5391,6548,3188,698,540,2402,1416
2140,6602,4960,597,3255,198,112,228
2141,5391,2608,5269,1498,1758,2980,1263
2142,6172,4931,3484,3218,2129,1715,1303
2143,170,4931,2646,2907,4096,1219,218
2144,1849,4931,524,698,2836,1908,478
2145,1849,1882,3483,24,1992,2490,1489
2146,1849,2468,1395,1428,852,1287,285
2147,1849,1882,3484,2560,312,1833,1416
2148,3971,2708,4680,715,1150,1595,372
2149,3556,4931,3545,227,2514,1571,1146
2150,1849,3288,23,2319,1139,295,112
2151,4718,4722,597,5220,3457,2103,1690
2152,3556,782,2865,148,3007,3467,1411
2153,1849,6886,576,1317,222,2957,2302
2154,5391,4931,1399,2895,1371,3521,716
2155,6172,4272,3791,6986,1968,2054,3359
2156,1849,1438,23,148,3007,1681,1681
2157,6172,2468,324,2462,2433,2957,2377
2158,6602,1438,597,33,2928,1751,1829
2159,6602,1882,5434,3402,547,2093,1835
2160,4199,1438,2730,2560,1400,2060,1400
2161,1849,5649,1586,172,1101,2602,2602
2162,3556,4931,94,250,357,1412,357
2163,6602,1882,597,2723,355,1832,2927
2164,5391,4118,23,2774,1966,315,2279
2165,337,5580,324,170,20,2979,1987
2166,3556,6548,3476,608,1270,2101,6062
2167,337,4118,6103,6156,821,301,4555
2168,3556,4931,3545,2907,2214,3350,2026
2169,4843,1296,1296,1984,289,6574,1079
2170,6602,1882,1399,1791,2928,686,1953
2171,6602,4760,838,1058,1357,1303,3036
2172,6172,2468,23,2534,965,2065,1699
2173,6905,4118,6286,5023,3028,2732,2732
2174,3556,4760,3759,2241,2531,1267,2241
2175,1849,4931,1202,2395,2899,5611,2725
2176,6172,6548,23,5220,2974,1439,1795
2177,6172,6186,6736,6872,2740,4147,982
2178,6602,2066,5434,148,2188,1320,2927
2179,6602,1882,1399,433,830,686,1988
2180,6602,4931,3967,2944,2531,2093,1835
2181,1849,4931,5851,2362,198,198,1818
2182,1315,5214,1586,634,598,5423,1087
2183,1849,6548,23,5220,860,919,1876
2184,6172,2468,636,1529,178,2577,2054
2185,1849,4272,3004,1190,923,3429,1212
2186,1849,745,2641,48,835,1938,90
2187,734,4592,597,3167,2175,653,1815
2188,3727,4272,1839,3546,2734,4723,777
2189,1849,1438,23,693,3300,1918,2377
2190,6602,609,3033,3396,839,557,1052
2191,6172,4931,2646,3526,1728,1416,1681
2192,6602,4864,3134,3255,198,3399,557
2193,1849,2468,2057,148,5384,4698,6842
2194,1849,6886,680,2341,1147,1610,1416
2195,6602,4760,4120,1006,2531,3105,3434
2196,3073,2742,6103,2176,2734,2054,1211
2197,5391,4118,2852,3484,265,2111,1239
2198,170,3783,3723,1174,289,1368,1489
2199,6172,2468,1054,2875,2114,3768,2253
2200,6172,6186,3484,5264,852,1610,2732
2201,5391,1970,4719,2944,3233,2065,697
2202,3556,1882,838,1791,2740,1264,1124
2203,5391,4931,1399,2180,1728,1919,2707
2204,5391,4931,3545,2675,750,2208,1521
2205,1849,2468,5659,5220,6957,2225,663
2206,6373,5781,2831,4364,6912,4147,776
2207,1849,4931,1399,1317,1863,686,2511
2208,6172,4931,1399,2180,937,2054,3463
2209,1849,2430,3546,2362,2338,688,1182
2210,6905,4118,2852,5220,1480,3098,2964
2211,1849,4272,3791,345,2734,4022,1231
2212,687,609,5538,2682,355,1368,355
2213,6172,4272,2844,1529,20,1718,1489
2214,1849,3563,3484,2675,1364,2208,927
2215,1849,3288,23,1498,2649,894,59
2216,1849,1438,23,3300,3280,2568,3233
2217,1173,5291,6103,301,661,2322,1439
2218,1849,1882,2237,2709,2740,1157,1157
2219,1849,609,3818,1768,132,3368,1489
2220,6905,6548,23,4401,246,4580,5065
2221,1849,2708,1296,3330,2739,1912,1815
2222,6172,2468,23,5023,3028,2732,1236
2223,5391,782,2646,2362,1521,2521,3495
2224,6602,1882,597,3183,474,1284,800
2225,6172,1882,2852,3345,3518,26,2736
2226,1849,6186,1054,1529,3518,257,3009
2227,1849,1882,3097,2372,921,1833,478
2228,1849,745,5539,858,2338,1386,759
2229,1849,6186,3791,1190,868,1184,2388
2230,1315,4272,3791,173,480,5716,1870
2231,3556,4931,94,170,2859,2043,1113
2232,6602,740,5396,35,575,849,849
2233,3073,6186,4687,2742,2924,2924,2924
2234,6602,4864,5434,3300,2063,2086,2949
2235,4331,5214,7033,2709,1881,6584,1302
2236,6172,6937,1734,2344,2859,3353,3493
2237,1849,6186,518,1433,2859,1769,927
2238,3971,6548,2118,2717,1820,1267,50
2239,3556,1455,4000,3372,1665,142,5126
2240,6602,4760,703,2542,2433,2686,2342
2241,1849,1882,5396,2907,510,736,2700
2242,6602,1455,4679,2155,1375,2163,3356
2243,4843,6256,1296,172,20,1267,1129
2244,5391,4760,3511,715,20,360,1217
2245,6172,6186,6054,661,2924,2924,1419
2246,3556,4931,804,170,3511,1571,69
2247,6602,1882,5434,3183,2259,2019,355
2248,1849,4931,1399,698,1357,1309,2441
2249,1849,1882,56,1809,3233,2845,1303
2250,3971,782,1296,698,2928,692,418
2251,6172,6186,3004,1094,1354,257,19
2252,3971,2006,5525,3143,1062,708,6661
2253,3971,4118,5121,4218,2120,4563,218
2254,3971,4343,5294,1058,2439,6230,1378
2255,6602,4931,3711,1381,3082,5774,2201
2256,6172,6186,6830,3077,4330,1524,2948
2257,6602,4760,597,5857,1594,820,1912
2258,3556,2430,371,2560,3017,3106,1400
2259,6602,1882,597,2723,1613,2728,1743
2260,6602,5758,5561,6730,3959,1911,2467
2261,1849,2468,1054,2551,835,1938,1938
2262,3274,4343,5862,256,3025,1320,1213
2263,337,782,1296,3330,630,3404,334
2264,1849,1438,723,457,2356,1564,2359
2265,1849,6186,4687,1489,868,2231,2231
2266,1849,3809,23,3699,2859,2101,1503
2267,1849,6548,2190,2944,1941,1211,1211
2268,5391,6548,3701,1011,2578,1675,355
2269,1315,4903,1718,172,5384,543,392
2270,3073,2742,3791,3391,20,1460,1460
2271,1849,4512,597,2895,2259,820,1489
2272,1849,782,2660,1939,743,6408,5558
2273,1849,1882,6236,24,2579,339,2600
2274,3556,1882,2852,1732,451,957,1495
2275,6905,4118,2852,148,20,1871,3401
2276,1849,2742,636,1658,835,2939,973
2277,3556,782,6358,43,139,681,681
2278,6602,609,3545,1174,3136,686,255
2279,3073,2742,2831,1605,2618,1769,1090
2280,3556,3288,703,2709,2596,3261,3390
2281,6602,2848,597,3257,1528,3257,2421
2282,4199,4760,2118,720,2118,1309,1879
2283,4331,1296,5434,3330,132,360,2696
2284,3556,1882,1399,1791,1309,2414,2302
2285,1849,1455,904,1529,2649,894,455
2286,1849,1882,4330,1732,1585,2265,1239
2287,1849,4272,4687,148,1994,686,3642
2288,3971,4118,2166,715,2214,2482,2802
2289,1849,1438,1202,608,3017,295,896
2290,3556,5214,5434,148,1525,5423,1400
2291,1849,2468,23,646,312,894,2412
2292,1849,1882,3484,2717,1780,692,3493
2293,3971,3783,3488,1321,839,516,2587
2294,5391,6548,2852,1445,312,872,355
2295,337,4118,6103,4081,2747,2828,5441
2296,3556,4931,974,227,3039,1605,1750
2297,1849,1438,518,227,2836,1114,469
2298,6905,4118,4719,2742,3706,3706,3944
2299,1849,609,2852,457,3233,5810,1128
2300,1849,2468,5659,2542,6753,5049,1857
2301,1849,3288,703,148,4130,4286,3390
2302,1849,1438,1586,3310,2525,2284,1813
2303,1849,4272,2844,172,178,714,557
2304,3556,1438,576,2560,451,946,455
2305,6602,609,7030,3039,2049,894,2933
2306,6172,2468,23,1605,3055,2065,2732
2307,3971,4343,5862,1011,2248,1595,3065
2308,1849,1882,6236,1433,99,1715,453
2309,5391,2608,2118,1498,3072,2946,973
2310,1849,1455,2014,1015,1375,2954,418
2311,1849,1455,645,1529,2497,2524,418
2312,3556,6548,23,148,921,334,44
2313,1315,2858,3004,437,2338,5401,1211
2314,3556,1882,715,715,540,1317,1317
2315,1849,6548,3516,698,2900,644,574
2316,5391,4931,2646,24,1944,2880,1795
2317,1771,4343,5164,6564,3909,2120,916
2318,1849,2468,23,5220,3426,287,1552
2319,1849,1882,1410,355,355,820,820
2320,1849,1438,1734,2341,2618,894,1146
2321,1849,4760,597,91,1754,820,549
2322,3971,4118,2166,3259,85,5366,2562
2323,170,4931,533,2907,99,585,585
2324,6602,474,597,2723,289,1316,2311
2325,4199,4512,6729,1011,2531,3959,896
2326,1849,609,3545,24,1357,686,1052
2327,5391,1970,2852,1011,2234,678,1404
2328,6602,6288,7030,3255,20,3521,855
2329,3556,4931,1399,1177,3522,1052,2302
2330,3556,1645,3131,3186,1375,1079,2511
2331,6602,4864,891,148,2928,135,1166
2332,1849,1882,1399,3300,902,1330,1330
2333,1849,3288,6734,3272,213,2974,1633
2334,3556,4760,3759,1821,3216,3132,3216
2335,6172,4931,1399,2655,2214,1918,1743
2336,3274,4760,3759,715,1992,2019,2019
2337,3073,362,3297,4173,2417,1693,1987
2338,6172,2468,1054,613,2338,257,367
2339,1849,2742,3791,2141,7019,4761,775
2340,1849,2848,23,1321,547,820,1531
2341,1849,2468,23,3372,7019,1809,868
2342,1849,525,3374,2176,282,282,377
2343,6602,1882,680,2319,1888,1079,2731
2344,1849,1455,645,1529,178,3262,3168
2345,1849,3288,2660,6730,178,6768,6276
2346,1849,2468,4330,2677,451,1412,1412
2347,6905,6186,4313,613,835,2577,5386
2348,6602,740,3134,2895,516,2521,855
2349,1849,2468,6289,1190,4029,2603,3359
2350,6905,2742,3791,148,2777,2519,3157
2351,3971,6548,94,3143,835,3077,973
2352,6905,4118,2831,172,1364,2974,3122
2353,1849,2848,4687,148,1710,2577,552
2354,1849,1970,23,48,1100,2208,1787
2355,1173,609,4687,172,1816,257,3435
2356,3073,4118,2831,2742,6190,2980,6103
2357,1849,1438,3545,1011,1992,879,2051
2358,6602,4931,3511,2356,1992,339,355
2359,1849,4272,3093,1529,124,2101,943
2360,1849,1438,23,2377,2377,894,3421
2361,1849,2231,4687,148,3518,2856,2217
2362,1684,2742,1351,1089,3494,4761,367
2363,1849,1882,2660,2682,1687,653,212
2364,3556,1438,576,1942,997,997,2964
2365,4331,5214,597,1942,1969,5423,606
2366,3556,2708,94,250,2859,2043,1022
2367,1849,2848,23,2675,2649,2772,1024
2368,6172,6186,2186,1732,3518,2603,1239
2369,1173,2096,2831,5768,4486,2660,2863
2370,3971,4118,2118,1272,2433,84,451
2371,1849,3563,23,2341,852,692,1854
2372,6905,4118,2831,5023,1903,2390,1999
2373,6602,1882,715,1177,289,575,1953
2374,1849,3354,597,355,355,3438,4705
2375,1849,4760,4910,5220,300,919,767
2376,1849,2708,23,2176,151,334,3179
2377,6602,3905,3483,170,1626,879,1704
2378,6172,6186,3484,2804,310,1146,266
2379,3556,4931,3545,2395,2671,2101,7030
2380,3556,782,3368,2176,2928,2309,1725
2381,1849,6548,379,2944,132,119,2673
2382,1173,6186,6103,3077,835,3077,2948
2383,1849,1882,873,24,433,1303,1761
2384,5391,4931,3511,2362,3274,1303,3274
2385,1849,4931,2237,1676,139,3353,3423
2386,3556,782,2106,2692,2129,5818,3300
2387,3971,3783,4169,2129,2033,5818,355
2388,6172,6937,4687,737,2734,681,2196
2389,3556,3288,703,2542,933,3520,3024
2390,3556,1882,838,2895,1816,2521,815
2391,6602,1882,2807,1006,2033,820,820
2392,1684,2742,2831,644,2747,2322,311
2393,6852,2430,6382,1220,540,3132,3427
2394,1849,4931,3484,2377,312,1610,2377
2395,1849,4118,3791,345,3441,2909,1474
2396,1849,1438,6236,148,3017,431,2201
2397,6796,4512,5071,148,85,268,1681
2398,6852,1438,1586,2774,2097,543,1813
2399,6172,2468,3297,2361,355,5366,2725
2400,3556,782,2106,2131,480,3044,652
2401,1849,4931,2641,1791,1270,3353,1405
2402,1849,1438,4687,3300,1480,1989,1505
2403,1849,609,2290,2895,2356,2464,557
2404,3667,6408,5434,2846,1375,2284,3168
2405,5391,525,2852,48,2859,1769,3459
2406,1374,1438,7033,98,1896,678,2989
2407,1849,1882,1422,24,289,3169,1482
2408,1849,1882,3476,1529,1687,557,557
2409,1849,422,626,2526,2871,6611,1723
2410,5391,4931,2646,3377,510,894,478
2411,6172,2468,6830,6986,4398,3923,6842
2412,6386,4019,5862,1821,3274,6611,35
2413,3971,6548,2118,1317,222,1595,1317
2414,1849,1455,1008,172,480,2054,311
2415,4758,4778,2831,175,2873,2390,4078
2416,1849,5214,1586,3491,1076,5423,1379
2417,3556,1882,3546,2560,3518,2217,1146
2418,6602,1596,597,355,1076,653,212
2419,3556,1882,1399,1317,1309,894,1647
2420,6172,4931,3952,2328,839,1918,855
2421,1849,1882,23,718,779,3379,1667
2422,3971,782,6336,148,3199,3262,1999
2423,6602,1438,597,355,798,5818,2678
2424,1849,2468,4687,279,835,2616,943
2425,3556,1882,3511,24,2248,1595,2942
2426,1849,1882,6236,2798,2596,1863,2626
