ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28
3631,53,588,53,213,91,91,91,213,213,213,213,98,213,213,213,213,213,213,213,213,213,213,346,213,213,213,213,213,213
3632,254,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
3633,335,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3634,186,219,233,233,233,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
3635,156,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
3636,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
3637,316,356,356,376,376,123,145,123,123,356,316,377,316,316,230,194,194,377,353,194,316,316,316,316,163,356,356,316,194
3638,808,92,142,173,167,325,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167
3639,131,147,147,147,362,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
3640,40,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
3641,396,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
3642,317,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
3643,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
3644,160,194,356,4,194,248,248,194,194,194,248,377,194,400,400,400,400,248,377,327,194,400,194,327,377,400,160,400,194
3645,10,141,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
3646,197,348,348,172,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348
3647,273,273,273,273,576,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,139,273,273,273,273,273
3648,658,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
3649,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,370,322,322,322,10,374,322,322,322,322,322,322,322,322,322,322,322,322,374,322,322,322,322,322,322,322,322,322,322
3651,659,105,268,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
3652,182,319,378,182,23,182,182,182,182,147,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,59,182
3653,25,282,282,209,209,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
3654,187,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3655,17,240,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3656,131,174,224,224,224,224,295,295,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
3657,671,550,20,794,594,621,581,321,321,321,321,321,584,584,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
3658,65,88,88,88,174,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
3659,360,104,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
3660,98,98,132,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
3661,289,379,14,353,14,14,14,14,14,14,14,14,14,96,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3662,145,382,382,382,224,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
3663,119,351,118,351,351,351,351,235,351,351,351,166,351,351,351,341,351,351,351,351,351,351,351,351,351,351,351,351,351
3664,128,230,367,367,142,230,230,230,230,230,230,230,142,142,230,142,211,230,230,230,230,230,230,230,230,230,230,230,230
3665,632,29,29,29,29,29,29,29,229,29,287,229,29,229,229,229,229,229,229,229,229,229,229,287,229,229,287,229,229
3666,206,323,323,206,175,323,206,353,136,353,136,136,136,136,136,136,136,136,206,136,136,206,136,136,136,136,136,136,136
3667,19,19,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
3668,187,223,191,191,23,23,23,182,41,41,23,23,23,23,23,23,23,140,140,140,140,23,140,140,41,140,140,140,140
3669,87,353,159,317,317,317,317,317,317,317,259,317,317,317,317,317,317,259,317,317,317,66,317,317,259,317,317,317,317
3670,40,150,95,95,185,95,185,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
3671,168,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
3672,106,224,220,7,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366
3673,55,85,343,343,332,332,62,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
3674,114,222,222,196,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
3675,479,244,206,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
3676,317,355,345,133,345,345,345,355,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
3677,157,810,603,603,603,603,603,603,603,675,619,675,800,800,565,472,800,619,800,540,800,800,701,760,701,800,800,800,800
3678,397,262,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
3679,159,222,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,99,159,159,159,159,159,159,159,159
3680,308,218,145,285,127,45,45,379,45,379,379,379,379,379,379,379,379,379,379,379,45,379,379,379,379,379,379,379,379
3681,186,310,312,206,312,225,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
3682,187,779,169,119,119,119,119,119,119,250,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
3683,5,22,351,339,257,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,91,351
3684,250,184,184,6,238,184,184,35,184,184,35,35,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
3685,382,605,605,114,45,155,155,386,386,386,386,74,386,74,595,386,386,101,386,101,101,101,236,229,386,101,101,229,77
3686,3,59,190,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
3687,275,149,295,295,22,130,334,384,334,334,65,30,30,65,65,245,245,132,132,7,245,245,245,347,7,165,165,7,165
3688,306,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
3689,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
3690,79,177,36,95,36,247,40,40,40,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
3691,174,206,130,19,130,216,130,130,309,309,309,309,216,309,216,216,216,216,121,360,216,309,309,309,309,310,216,309,309
3692,777,199,783,783,783,783,199,697,199,783,199,755,199,750,199,199,199,583,771,199,199,697,771,199,761,697,199,199,199
3693,66,335,336,335,89,379,89,379,379,6,379,379,379,379,246,379,379,379,379,379,129,379,379,205,379,379,379,379,379
3694,115,314,288,288,288,356,288,354,52,45,354,354,354,108,394,108,211,394,211,211,354,354,74,394,394,354,108,354,108
3695,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
3696,793,367,270,30,347,274,290,290,290,287,287,290,290,290,287,290,287,287,287,290,290,290,287,12,287,12,287,287,287
3697,137,630,382,367,88,382,367,382,382,58,382,382,382,382,382,382,367,0,382,382,0,382,165,382,382,382,245,0,382
3698,366,283,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
3699,96,379,290,7,379,7,7,379,379,379,184,268,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
3700,17,326,271,332,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
3701,196,516,314,227,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
3702,149,190,190,190,190,190,190,190,190,88,190,88,190,190,190,88,190,190,88,59,88,310,88,310,59,190,140,223,88
3703,147,140,23,323,223,251,251,97,297,202,147,147,223,223,297,223,223,223,223,23,191,147,223,147,263,191,223,41,147
3704,387,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3705,147,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
3706,314,361,159,159,159,66,159,159,159,356,66,159,159,159,159,159,356,356,356,159,159,159,159,159,159,335,356,159,159
3707,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
3708,183,376,183,133,66,355,259,355,133,133,133,355,355,133,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355
3709,191,182,182,182,241,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
3710,110,750,783,640,92,320,320,3,320,173,299,173,359,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
3711,295,40,40,342,40,40,253,253,40,40,253,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
3712,282,108,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
3713,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
3714,168,31,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
3715,209,85,85,343,209,343,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
3716,402,403,403,403,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
3717,232,280,231,306,306,149,149,149,251,148,190,53,53,23,53,91,149,53,375,23,53,53,53,53,53,53,53,303,130
3718,64,280,280,111,50,215,142,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
3719,329,179,30,308,385,347,347,347,347,347,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
3720,259,126,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
3721,115,257,375,241,241,241,241,241,241,241,91,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
3722,334,101,71,71,377,71,71,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
3723,65,166,166,405,166,166,166,185,83,83,185,185,166,185,185,185,166,185,185,185,185,185,185,166,185,185,185,166,185
3724,216,354,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
3725,91,178,381,381,381,381,381,381,381,381,381,381,381,381,381,381,314,381,381,381,381,381,381,381,381,381,381,381,314
3726,541,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
3727,117,262,262,210,262,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
3728,311,278,209,209,209,209,240,253,154,369,154,253,369,253,154,282,369,369,154,278,253,369,278,278,369,278,278,74,278
3729,347,395,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3730,170,117,117,333,117,159,117,117,117,117,421,117,117,117,37,117,117,421,117,117,117,117,117,117,117,421,117,117,117
3731,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
3732,177,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3733,390,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
3734,303,78,378,148,385,23,275,295,275,275,275,216,131,174,88,295,295,295,216,295,216,208,295,174,295,295,295,295,295
3735,286,303,78,78,78,78,263,323,323,323,323,223,223,323,323,323,323,297,323,323,323,297,323,323,323,323,121,323,323
3736,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
3737,6,179,281,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
3738,353,193,82,82,283,219,342,139,283,342,283,283,342,283,283,342,342,283,283,283,273,283,342,283,283,283,283,53,283
3739,69,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
3740,42,274,306,40,774,35,270,35,270,789,35,40,40,40,40,40,35,35,40,40,35,40,205,40,40,40,40,40,40
3741,103,313,161,161,301,141,141,141,141,141,141,141,313,141,141,141,141,141,313,313,313,313,141,141,141,313,141,141,141
3742,368,154,154,173,369,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
3743,105,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
3744,88,141,82,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
3745,40,42,42,774,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
3746,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
3747,362,177,362,177,100,100,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
3748,100,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
3749,256,346,346,346,22,12,395,395,395,395,395,347,395,395,364,395,395,395,102,395,395,395,395,395,149,165,364,395,364
3750,135,397,74,370,165,165,165,165,165,370,165,165,370,165,165,165,316,165,165,165,165,165,316,165,165,165,165,165,165
3751,401,50,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3752,194,194,390,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
3753,54,340,48,340,48,48,48,48,48,48,48,48,48,340,48,48,340,48,48,48,340,48,48,48,48,48,340,48,48
3754,73,148,381,156,140,59,310,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
3755,236,10,401,141,401,210,10,401,401,401,401,401,401,401,141,401,401,401,401,401,401,401,401,401,401,401,401,401,401
3756,632,28,121,20,121,164,130,121,121,206,121,121,338,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3757,334,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
3758,69,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
3759,231,130,174,130,257,53,130,102,102,102,148,102,102,149,102,102,102,102,102,149,102,149,102,102,149,102,149,102,102
3760,161,5,285,115,179,356,264,109,385,381,308,195,400,197,308,394,394,371,194,270,84,195,308,208,381,301,195,208,327
3761,64,141,37,26,141,327,398,310,285,398,398,310,398,327,398,398,398,398,398,398,398,398,398,398,398,398,398,398,327
3762,322,6,260,339,378,244,244,102,102,136,88,88,136,136,136,136,88,130,136,206,136,136,136,136,136,88,136,136,136
3763,5,356,361,321,390,361,361,390,356,390,128,390,321,356,94,94,236,128,4,128,128,4,4,4,356,230,128,230,128
3764,61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
3765,360,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
3766,367,373,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
3767,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
3768,219,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
3769,28,30,26,46,216,253,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
3770,121,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
3771,66,227,5,159,397,353,316,316,16,16,16,316,16,16,16,16,16,16,16,16,16,16,382,16,16,16,382,16,16
3772,31,299,77,77,77,106,106,29,29,29,29,77,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
3773,253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3774,667,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
3775,152,202,202,361,202,361,329,23,361,385,23,319,23,23,256,23,23,23,23,23,23,23,256,23,23,23,23,23,23
3776,250,205,119,119,289,205,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289
3777,185,188,237,237,263,339,309,147,20,53,53,405,20,147,53,53,53,53,53,53,53,53,53,53,53,100,53,53,53
3778,82,216,218,40,330,366,366,330,330,111,330,309,309,330,111,330,111,111,330,111,61,330,330,111,330,330,330,114,114
3779,337,193,155,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
3780,56,85,154,85,271,608,608,608,681,433,640,433,433,433,433,433,433,249,249,185,185,249,681,249,433,249,249,249,249
3781,592,545,747,423,423,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
3782,118,287,289,289,289,250,71,239,371,71,71,371,71,71,71,71,71,371,371,71,371,371,371,371,371,371,371,371,371
3783,165,754,213,7,121,121,148,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
3784,79,170,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
3785,333,318,318,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
3786,434,86,722,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
3787,149,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
3788,91,314,260,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
3789,159,181,355,222,159,181,222,222,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
3790,138,74,153,17,17,311,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3791,513,32,233,233,233,233,233,113,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
3792,6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
3793,269,795,247,373,338,230,354,109,214,214,285,214,304,214,4,304,3,4,3,3,3,3,390,3,390,372,390,76,390
3794,285,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
3795,323,340,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
3796,358,322,322,322,334,268,187,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
3797,60,32,325,206,11,264,264,166,60,60,26,166,170,170,11,11,325,325,11,325,11,11,170,11,11,11,325,325,325
3798,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,269,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397
3800,40,318,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
3801,232,335,188,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3802,237,179,310,223,223,162,223,24,223,223,223,294,223,223,223,294,223,223,223,223,223,223,121,223,223,223,223,223,223
3803,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
3804,363,25,363,363,25,25,252,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
3805,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
3806,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
3807,263,257,301,231,251,251,251,251,251,251,251,251,251,251,251,248,162,251,162,251,148,162,182,251,162,251,12,162,23
3808,340,155,193,43,173,169,69,169,279,169,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3809,162,356,356,241,115,314,241,241,115,115,115,53,115,115,115,241,115,89,375,115,115,241,241,257,375,241,241,241,115
3810,208,231,231,231,148,364,149,364,364,102,102,395,102,395,102,364,102,364,130,102,364,130,102,102,364,395,102,130,130
3811,22,22,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346
3812,429,685,16,89,5,3,403,3,353,353,5,5,5,5,5,16,196,5,5,5,403,196,403,5,16,5,5,219,283
3813,28,19,149,149,149,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3814,170,309,166,166,96,121,367,309,96,367,367,165,367,367,367,367,367,367,245,367,367,367,367,367,367,367,367,367,367
3815,236,229,358,292,350,567,567,229,229,358,33,229,229,358,358,33,33,358,33,358,33,33,33,110,110,358,229,33,33
3816,380,126,126,107,107,317,317,317,317,317,317,317,317,317,126,317,259,259,259,317,126,305,259,126,126,317,305,305,305
3817,155,176,266,69,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,266,74,74,74,74,74,74,74,74
3818,312,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
3819,502,503,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
3820,89,181,139,139,139,139,342,139,139,134,342,203,139,342,139,134,134,134,139,134,134,134,134,139,134,139,139,134,86
3821,246,211,398,174,398,320,398,320,320,320,320,320,320,320,320,104,320,398,320,398,320,320,383,320,383,320,398,383,398
3822,760,185,274,388,292,388,274,274,274,170,328,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
3823,384,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
3824,327,115,115,148,148,148,157,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381
3825,75,361,257,257,257,257,241,257,257,241,241,257,257,257,257,241,241,257,241,241,241,257,257,257,241,241,257,241,241
3826,35,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
3827,745,89,345,72,476,345,72,72,345,72,345,123,123,336,345,123,345,345,345,345,345,345,345,123,222,345,123,123,345
3828,456,213,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3829,366,323,188,144,323,118,118,136,136,136,136,136,339,347,275,275,275,61,353,275,61,275,275,136,275,275,323,61,275
3830,178,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
3831,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
3832,335,84,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,395,22,395,22,22,22,22,75,22,395
3833,384,69,69,69,69,401,401,69,69,401,69,401,401,69,397,69,397,69,69,401,69,198,397,69,69,69,69,397,69
3834,320,320,320,92,320,282,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
3835,108,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
3836,399,123,355,123,353,123,313,313,353,353,313,313,313,313,313,161,313,313,313,313,163,313,313,313,313,313,316,316,313
3837,84,6,297,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
3838,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
3839,222,107,87,173,173,229,284,229,137,369,101,229,284,229,137,137,369,57,137,101,369,229,369,57,369,369,125,57,215
3840,403,382,382,40,382,382,58,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
3841,671,423,794,100,794,589,36,36,36,36,760,36,607,760,607,493,493,36,36,36,36,36,36,36,36,36,36,36,36
3842,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
3843,132,384,291,384,7,255,68,379,129,68,68,274,754,384,68,68,384,384,68,255,68,713,68,68,68,754,68,754,754
3844,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
3845,159,377,55,252,377,363,9,9,363,57,229,229,9,363,229,229,229,9,229,229,229,229,229,229,229,363,229,229,229
3846,570,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
3847,433,167,167,344,204,38,38,359,38,2,2,2,2,2,2,2,2,62,359,2,2,2,2,2,2,2,2,359,2
3848,269,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
3849,313,138,138,167,56,384,167,167,167,381,167,167,167,167,167,167,167,167,167,167,167,167,167,135,167,167,135,394,135
3850,211,230,636,230,524,230,230,230,230,230,230,230,230,230,230,211,230,230,230,230,230,230,87,230,230,230,230,230,356
3851,219,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
3852,250,30,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
3853,25,55,252,302,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,343,55
3854,34,155,138,236,138,401,401,262,401,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
3855,128,139,321,36,321,321,321,321,128,321,321,321,321,128,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
3856,285,380,293,160,293,293,293,160,293,66,259,259,293,160,123,160,293,66,66,66,66,66,66,66,66,66,66,293,66
