ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51
4706,2037,904,1383,1566,2783,84,1837,1871,2914,2914,2914,2741,2914,6343,3425,2741,1617,3243,1190,2637,3267,3425,896,78,2653,2653,6556,2345,6556,6556,6548,3425,2232,6556,6137,6556,6556,3425,6556,1824,3425,3425,3425,1807,6440,1824,6556,782,1824,1824,78,2364
4707,2037,737,2832,3249,3160,3370,737,737,6559,2249,3370,2249,3370,3180,296,2398,1474,296,296,2249,2398,2398,773,2249,3180,5411,5411,2249,3180,773,5829,3180,5829,451,1036,773,1036,3180,3180,3180,5829,4157,5829,1036,5829,5829,3180,1036,1512,1036,1512,1094
4708,3463,212,3,212,2725,895,2667,1294,3483,2336,3483,1477,3483,3483,3483,3483,3483,3483,1294,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,676,3483,3483,3483,3483,3483,3483,3483,3483,676,3483
4709,4095,2893,601,2355,6611,1978,1022,1022,1022,1022,3224,43,83,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224
4710,2933,373,1044,3321,2933,2933,2933,2308,170,665,665,3862,2789,2789,941,2789,2789,1717,2789,2789,2789,2789,2911,360,1124,360,1164,64,360,928,360,1227,2911,1911,2911,2911,2911,2789,2789,1911,2911,64,360,928,928,2911,703,2789,2115,700,2789,2789
4711,1228,2843,1153,79,2857,2863,3493,552,2863,2041,2863,2453,1435,3297,2453,2567,2863,4845,1236,3045,1236,2453,59,1435,2453,2453,114,3045,1236,114,114,2364,1435,2364,1236,1236,1236,1236,1616,2567,1435,2364,2364,59,1236,1236,2364,1435,3045,3045,3045,1236
4712,2386,1807,101,954,3407,159,2008,604,159,3407,3407,2005,2005,159,2005,2005,2005,2910,604,3407,2005,2005,2005,604,3407,3407,2005,2005,2005,2964,3407,3407,2005,2005,3407,2005,3407,954,3407,579,604,159,6518,3407,159,3407,3407,2005,159,604,2005,3407
4713,2241,3132,2368,448,1599,5905,5905,5905,1106,1106,3398,1106,1106,2833,1106,2,1106,1106,1892,2833,1106,2,1427,2,2,2833,2833,2,2833,2833,2,942,2833,1427,235,942,235,1892,1427,1427,1427,235,235,2795,235,5850,3292,1427,2743,2833,3292,3398
4714,4511,6837,4511,6373,3886,6126,6126,4471,4471,6272,2547,5708,1678,2547,4471,4705,4705,4850,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4850,4249,4705,4705,4705,4850,4092,4705,6204,4705,4705,4705,4092,4705,4705,4705,4156,4471,5347,4471,4156,4156,4705
4715,1228,2735,2525,1581,1989,6126,860,3026,1534,145,3410,2598,2774,2774,2774,405,405,2774,2774,2774,2774,1928,1928,6724,2774,405,2774,405,2774,1446,3412,4035,865,2774,405,405,2774,2192,2774,2192,3410,893,2774,405,2774,2774,405,405,2774,2774,2774,2774
4716,2037,2553,2105,1337,589,2579,828,828,119,284,284,284,3293,3293,284,3293,284,284,284,3293,3293,284,284,2489,284,284,284,284,284,284,3293,2489,3293,2458,2319,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
4717,1141,212,1492,2540,3250,1331,1479,2435,2458,2184,1509,1992,1259,2184,1509,2184,3473,1453,163,212,212,1509,163,741,3403,2184,1509,3403,1509,1509,741,3403,1509,1509,1509,1509,1509,741,741,741,1509,741,1509,1509,1509,1229,1509,1509,1509,1509,2728,1509
4718,2386,2549,3510,242,3270,8,1695,1695,1695,1695,2646,8,8,637,8,637,3440,3440,8,637,3440,38,1656,593,8,8,3296,1656,2379,8,8,2425,593,2425,8,8,1372,2425,2425,2425,2425,2425,2425,791,2379,3278,1372,791,1372,8,2379,1473
4719,209,3127,1876,546,184,798,798,798,798,2582,798,3326,798,3127,2665,2497,2497,3127,2665,2497,3127,3127,6669,3127,3127,3127,2207,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,2497,2497,3127,6632,3239,2497,3127,3127,2665,3127,2497,2497,2497,3127
4720,2368,1567,704,2980,2980,1188,633,4317,2025,118,2743,1122,2339,1122,1122,2339,1122,2339,1122,1122,2870,2870,2025,1122,110,6749,809,1556,2906,2906,2606,6270,2870,2870,6462,2025,1556,820,4521,2870,441,6847,1556,35,6847,3298,3037,902,4847,2339,2623,2338
4721,209,3127,3,2540,2540,2540,2203,710,1187,2551,2203,1992,2540,1992,1992,1992,715,715,715,715,715,715,410,6758,715,715,715,2540,715,715,1103,3147,434,413,715,715,715,2540,1103,715,2540,715,715,715,715,1103,715,6344,2540,3135,715,2540
4722,209,1731,216,827,305,305,305,850,2721,3409,3409,1639,746,746,3409,746,1639,746,746,746,746,746,3409,746,746,746,1639,746,1948,1948,1948,746,1247,746,746,2066,746,1948,746,746,746,1948,746,1948,1948,3409,1948,1948,1827,1242,746,1948
4723,4227,2553,424,2317,114,718,2450,2450,1623,2794,2794,2794,2794,2794,2794,2794,2794,186,2794,2794,2794,1662,2450,2794,2794,2794,2794,2794,2794,982,6117,1662,1662,2794,756,2794,2794,2794,756,1028,756,2779,1756,2251,2251,2251,1756,2251,2794,2251,2675,1756
4724,1232,3300,3501,1881,1798,2203,3280,1881,1524,2480,1669,1256,1524,1524,1524,1472,278,1472,1472,1472,1472,1712,1472,278,1472,1472,1472,1472,278,278,1472,1472,1472,278,278,1472,1524,1472,1472,1524,278,278,1472,1472,1472,1472,1472,2927,1472,1472,1472,1472
4725,2948,94,2679,2034,791,56,953,2592,1931,2586,94,2586,2592,2592,5616,2592,2592,1931,945,1877,1931,1931,2592,2592,2198,1656,2592,2592,3211,2554,2592,1010,2592,2592,2592,2592,2592,2592,2787,2592,3211,2509,2592,2592,2592,2592,2882,2592,2112,2592,2592,1656
4726,2037,1029,1000,1803,2928,1000,487,406,2382,2013,531,1341,580,2549,580,2549,1341,1495,1341,2172,1341,1495,1129,2916,2967,1129,1341,1495,1341,1341,1416,1495,1495,1341,2916,2172,1495,1495,2916,1495,2549,580,1341,701,1341,1495,2172,1341,1495,2967,1495,612
4727,209,3127,3269,1731,2429,654,654,2723,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,1702,654,654,654,1088,1088,1702,654,654,654,654,1981,654,654,2001,654,654,654,654,654,654,654,654
4728,3,1119,2795,264,1233,1924,3371,705,2695,2695,1525,1395,1395,1395,2231,1395,1395,3421,1395,2166,77,1558,2166,3232,2231,1924,3024,1558,3102,1558,848,4035,812,1395,1247,1525,1525,1247,3212,5162,3212,3212,77,77,1924,1558,1558,848,1395,473,473,3212
4729,1141,212,3245,212,212,2018,444,1294,1076,2184,1010,1294,2540,2540,212,3473,3051,2184,741,3051,2184,2540,2184,2184,3051,3473,2184,2184,3473,3051,3051,2015,3051,2015,3051,3051,3051,212,3051,3051,3051,2728,1259,444,3051,1259,3051,3051,3051,444,3051,3051
4730,2835,3127,3236,942,942,2713,2713,942,942,1436,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,5901,942,942,942,942,942,471,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942
4731,1228,2666,1383,3003,1881,1669,1959,6515,1697,3194,2643,1658,4793,2295,1658,2643,109,2173,2173,1248,1356,2295,2295,2173,2295,2173,2295,2295,2295,2295,2295,2295,3609,2173,2643,2295,2357,2295,1560,2643,2643,3609,3609,2357,1560,2073,1788,2295,1788,109,2643,2643
4732,4227,373,2383,1160,3387,3444,3094,1447,2809,2809,2809,2230,4075,1177,2043,2105,82,2809,2105,2809,2105,3416,1177,2105,72,2105,2809,2105,2105,2105,2809,2105,4175,2105,2105,72,2105,2105,140,2230,2105,2230,2105,2105,72,140,72,2105,2105,140,2105,2105
4733,2386,2553,956,1264,619,139,1739,5501,1739,2480,1739,1759,1759,3224,2122,2821,3224,1022,1759,3224,3224,3224,1759,3224,3224,5525,3224,1759,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,2614,3224,3224,3224,3224,3224,3224
4734,112,904,3501,904,926,596,596,1443,926,904,3075,904,904,1132,926,926,2035,1132,1132,3193,1132,1132,6352,5318,2035,2365,2035,1132,2035,1009,1009,1009,1009,926,1804,1132,926,3405,926,3405,926,926,3405,926,926,926,45,926,2365,1132,1132,926
4735,4095,2715,2902,228,3255,2033,228,2583,129,1750,881,2079,2854,767,1521,951,2815,767,3124,68,767,767,314,68,5008,767,314,314,2815,2815,2815,2815,314,1218,2815,767,767,68,68,314,1218,767,3368,1218,1218,767,2815,1218,2815,5008,2815,2815
4736,1422,107,372,801,282,2465,466,5633,481,378,1504,1034,1034,3156,3156,3156,2006,3156,4110,3156,3156,1541,887,2372,318,2257,4688,887,887,930,930,3527,930,5645,2006,3527,2622,930,930,887,930,930,921,921,2936,3527,3527,2006,1061,2006,2372,921
4737,4227,3429,628,2277,1883,1563,824,1563,1563,1311,1231,1563,1563,1563,1563,1563,1563,266,1563,3824,3824,1563,3824,1563,3824,3824,3824,3824,1563,3824,2289,1563,1563,1077,1563,1563,628,628,1563,3824,1039,1563,1563,1039,3824,1563,1563,4901,3315,1563,1563,3527
4738,2037,373,2338,1259,1259,1487,442,980,980,3062,3062,1966,6550,978,6550,978,3054,6550,2803,6550,6550,2803,823,6550,6550,6550,6550,6550,823,1270,823,1615,1270,1270,1270,1270,978,823,2803,1432,2306,249,945,945,1301,978,2647,1270,2647,2647,2647,1193
4739,3685,437,1978,851,1532,2875,1923,3053,2102,1749,1749,2070,1749,2070,318,1532,1875,1532,1875,3092,3092,1749,1749,2875,1875,1875,2510,2875,1749,1749,1749,1561,1749,1749,1561,1875,1532,1532,1749,2875,1749,4915,1557,1532,1561,1532,1749,1532,1772,1532,1772,1532
4740,3463,212,2451,3132,1767,1767,2250,2250,3287,1966,1831,1831,3287,3287,1487,2125,749,2125,1072,222,540,3029,2125,1487,3232,3454,5282,1991,3454,3007,3007,1265,3007,3007,3007,3007,5282,3007,1966,1991,1991,1991,3007,3454,2694,3454,2694,222,1991,3454,3454,1991
4741,1232,3300,7056,6374,2603,131,6374,1398,2603,4280,6374,2245,2245,6595,2245,408,2147,4280,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2147,2971,3084,2147,2971,2147,2147,2147,2147,2971,290,2971,2147,2147,2147,2971,2971,6471,2147,6401,4409,2971,2147,2147
4742,2368,3132,275,814,949,3293,2476,2476,949,3293,3293,3293,503,949,593,3293,2902,820,2851,820,820,2851,949,820,820,820,2851,2851,5525,820,820,2851,820,2851,3292,3292,3292,3292,949,1584,1584,949,2851,2026,3292,820,820,2653,2851,1584,949,2851
4743,209,3127,2248,2106,2106,3177,650,710,5927,1099,1038,1161,1161,1161,955,1161,710,1161,3704,2682,1640,845,2777,6724,2682,2682,2867,2867,2867,5210,845,2867,755,3377,845,845,1027,845,845,1709,2968,2968,2777,845,1317,755,755,1317,755,675,845,4290
4744,4838,1172,3782,2241,1450,707,4733,1570,1108,1570,1108,2375,2956,2375,4105,2956,3288,5604,5604,2120,4240,5604,1824,2120,2120,1801,2389,782,1801,2120,2120,721,5604,1412,5604,2120,782,782,5604,629,629,5604,4105,629,2120,782,782,629,2120,629,5604,4733
4745,3463,3127,3,3275,653,1950,2987,653,2451,3327,3327,2451,4793,3327,5102,2937,3327,3327,3327,5275,1446,3327,3327,3327,494,3327,2937,2486,2937,2486,2486,2937,2486,2486,2486,314,1362,1362,2486,1362,2486,314,2486,3327,2486,3327,1053,1362,1362,1362,1362,1362
4746,2037,2807,439,439,3029,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,6165,3350,4097,4097,394,394,394,394,394,394,394,394,394
4747,3359,307,164,3366,1329,2856,1031,1399,1031,3336,2638,6213,3336,1942,1942,1942,2874,1942,230,1942,2208,2874,1942,2640,1942,2640,2640,2640,1942,1209,2874,1942,2874,2874,2874,2640,2640,2874,2874,3055,2046,2046,486,2795,486,2366,486,1209,486,1922,2874,2874
4748,1833,174,2832,2679,2047,2679,1919,1533,1985,2779,2779,2673,2087,2673,2673,2087,998,998,998,2673,998,1062,998,998,3376,998,3376,2953,998,998,998,998,998,998,2953,998,1533,998,2953,998,1533,1533,998,998,1533,1533,1062,2119,1533,1533,1533,1533
4749,4095,1730,1124,2135,3459,1824,50,665,720,6543,959,360,665,959,959,700,959,959,720,959,959,959,959,959,959,959,959,959,959,959,2759,959,2911,959,959,959,959,959,959,959,2911,700,700,959,959,959,959,2911,700,700,959,959
4750,1228,3211,2820,526,2196,3292,554,3352,1747,1747,1747,1747,1747,1268,1747,4986,510,1766,1766,1766,1766,1306,1306,1766,1205,2836,2836,2836,2836,1766,2620,1205,1766,1766,1766,554,4023,1766,1766,1268,1306,1766,2836,2907,1766,1766,1766,1766,510,1766,2836,1766
4751,4417,4639,1234,274,557,557,557,1863,3463,557,2037,2113,557,2467,5026,2467,3365,2235,4734,5334,3365,5845,2113,2290,2290,1372,2290,2290,1372,3365,2290,2290,6446,2290,2290,2309,2290,4975,861,4035,6610,3605,3274,3605,5768,1227,1227,889,5561,2762,6657,2762
4752,2037,373,2451,2271,1433,510,2950,7020,2950,2950,2950,2950,2950,2950,1433,2950,2950,691,2435,2950,2950,2950,2950,2950,399,222,2435,1433,222,1902,1902,2435,1902,1902,691,2435,2907,2907,222,2435,2435,2907,1433,2435,691,2435,2435,11,2435,2435,2435,2435
4753,307,373,6149,629,4265,1649,2854,4531,3425,629,3425,1649,3425,3992,3425,5727,3992,5513,5727,5727,3425,3992,5513,5513,629,5727,5513,5513,5727,5727,5727,5727,5727,6539,5727,1659,5727,6539,5727,5727,5727,5513,5727,5727,3374,3374,5727,3992,3374,1815,5727,5727
4754,1462,2500,1641,129,690,1015,1015,1015,6065,2984,1015,34,5413,3020,5413,5413,5413,34,5413,5413,5413,5413,5413,5413,5413,172,5413,5413,2049,5413,3141,172,689,2033,172,45,172,45,5413,172,5413,5413,45,1479,947,172,172,45,172,45,45,45
4755,1228,2313,1994,53,207,2837,2837,2837,2837,2837,1598,828,1315,3232,2837,828,2837,828,3232,3232,3232,2866,3232,3232,1136,1149,3232,3232,3051,3051,1149,3232,3232,3051,3232,3232,3232,3232,3232,3051,3051,3051,3051,3051,3051,3232,3051,3051,3051,3051,3051,3051
4756,2386,2553,2261,3048,1205,2851,1896,3061,1983,2770,620,2851,1983,2851,2851,581,2851,2851,2456,504,504,2851,2456,2456,3136,2456,2770,2770,2770,620,2456,2851,372,2851,2851,2770,2851,2456,2770,1230,2770,2456,1230,1230,2770,2770,2770,2456,2794,2456,2770,2456
4757,504,2313,1506,1190,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,1269,2556,2556,987,1269,2556,2556,2556,2556,2318,2556,1269,2556,2556,2556,2556,2318,2556,2556,2556,2318,2556,987,2556,2556,2556,2556,2995,1577
4758,2386,3211,3149,222,3270,235,1594,226,2191,2191,2191,2191,2191,2191,1603,2191,2191,1603,226,1603,2191,2191,1603,2191,2338,1603,2737,1603,226,1603,2191,2191,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,226,1603,226,1603,1603,1603,226,2191,226
4759,3149,363,2479,2042,5719,1315,1315,1315,461,461,2859,2075,2859,2075,2859,673,673,2859,2859,2859,2226,641,39,1646,673,673,641,1887,673,2859,2673,4463,2673,2673,2673,2673,2673,1646,1930,2673,2673,2673,1629,2673,1646,1629,538,1646,1994,1646,1887,1646
4760,2037,373,1383,2944,2944,2934,585,277,277,2944,2944,585,585,2636,2636,1791,585,2636,2636,2636,1791,2636,4811,2636,2586,2586,2636,1791,2636,4811,1791,1791,1791,1791,585,1791,1791,1791,2586,1791,585,2636,1791,1791,1791,2412,1791,1791,1791,585,1791,1791
4761,4227,373,292,2926,512,512,512,512,512,512,512,2232,2232,2232,2232,953,2232,3049,1783,94,2232,1783,2232,2232,2232,1783,2232,3017,2232,2232,2232,1783,3042,1783,94,1783,1783,1783,1783,3437,1783,2232,2232,3437,2232,2232,2232,1599,2232,1783,3015,3437
4762,1228,2843,730,3347,3121,310,679,5422,679,1024,3347,1024,3097,679,961,2832,2832,3347,1382,1382,2263,2832,3002,2832,1382,1382,3493,961,961,3493,2832,4996,961,2420,3493,3002,3002,3058,2480,1382,3002,2263,2832,2347,2024,2347,2347,2347,961,961,2347,2347
4763,1462,3300,2660,6635,3804,2971,2151,3122,2830,1740,1740,3280,4793,1345,1047,813,3237,2634,1513,483,1446,2295,1345,1345,1345,449,449,449,449,449,449,2334,449,2334,449,449,449,449,449,449,449,449,449,1213,2594,449,449,449,449,449,449,2594
4764,292,2945,454,2540,190,2704,2704,1313,611,1313,6920,6402,1313,1313,3508,3508,1313,77,3508,1313,1313,1313,3508,1313,1530,1600,3151,1313,1404,520,77,77,77,3428,3939,1404,3151,727,1313,1313,458,3508,458,458,458,1313,3428,1404,1404,1404,3240,1404
4765,5849,3233,1783,219,606,230,2869,2730,2730,1400,6544,3338,3338,26,1920,26,2118,26,1734,3338,1734,2398,26,3383,2398,3338,3338,2072,3338,1734,3383,3338,3338,3338,3338,3338,3338,26,1734,26,3383,1734,26,26,26,26,1557,1734,1734,3338,1734,3338
4766,4786,1025,3932,1025,1881,2148,4322,2061,3463,3156,2037,2189,4793,2467,5088,3350,3156,3156,3156,821,232,3156,3156,3156,3156,821,3156,821,3156,821,232,821,232,821,965,1271,1271,965,3124,3156,1655,824,1271,824,1271,821,3156,1271,232,3156,383,6714
4767,1228,770,311,215,3298,1792,2084,2084,2084,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792
4768,180,437,3906,2217,2114,171,2388,2388,2401,3180,333,7027,2793,333,3180,3180,2970,1898,770,4824,3380,1898,2793,770,3180,6804,345,770,770,2793,705,3431,345,1898,3297,770,770,3518,2793,2793,3213,2793,345,3119,3189,771,6804,3180,84,2793,345,770
4769,170,2807,2368,1803,1219,2075,499,2645,945,4659,2950,2950,2950,395,2950,2241,2950,2950,2950,2950,3108,505,2950,2950,2950,461,2950,916,461,2968,916,916,916,461,461,461,916,1902,1929,4469,2950,2320,1929,1929,3677,916,4469,916,916,3283,1929,916
4770,523,3216,1540,2895,380,2214,929,846,2483,2483,3033,942,929,3033,929,929,1187,2176,2176,2176,3033,929,1731,1731,1731,1886,1886,3033,388,388,929,1731,2081,1731,1187,1731,3033,1731,1731,3033,5895,3033,1187,1731,3033,5895,3033,5895,388,388,929,3033
4771,4227,2323,2759,1896,3398,2148,1446,483,6525,2403,6525,6525,4793,5768,5413,22,1374,1450,1159,2108,1446,1450,1450,2108,1124,398,2108,1450,1124,1937,3139,1937,1450,354,354,1124,1937,354,2108,1450,2543,1374,2679,2108,1450,3271,3271,3271,354,1450,1450,1124
4772,3112,1399,2431,2930,2930,2930,1622,2912,2991,2479,2479,2479,3133,3765,391,1463,2930,3765,391,3224,3224,3224,1148,3765,3224,3224,3224,2264,3224,2614,2264,3224,386,3224,386,391,3224,386,391,391,386,391,3305,391,391,391,391,391,386,391,391,391
4773,2386,593,705,1725,3390,4057,3398,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783
4774,4227,1029,1176,784,2856,2856,2756,420,420,420,1852,420,420,1263,1852,91,2745,7023,1263,2745,9,1263,9,1263,1263,1263,1263,1263,1263,2745,1622,1263,1263,420,1263,1263,1846,679,420,2565,679,9,1263,1263,1263,9,1263,1263,420,1263,1263,1263
4775,3131,1392,2524,3131,739,3131,491,964,964,964,964,2524,964,2467,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,964,4035,2543,3033,2543,964,5768,964,964,964,964,964,964,964
4776,2879,6555,3612,2747,2724,2038,5853,3157,6103,3057,3739,1965,963,3739,1693,207,1693,628,1693,1693,2719,1693,1693,1693,1693,1693,1693,1693,1693,3057,1693,1693,1693,801,1693,1693,1693,1693,3153,3153,1693,1693,1693,1693,3153,3153,590,207,3057,5350,701,2719
4777,3149,2500,926,361,161,2516,2516,2516,3596,151,2213,2665,1928,2516,10,2516,223,2002,2002,2002,2002,10,2002,1414,2002,6999,2002,2002,2002,2002,2002,2002,1414,2002,2002,2002,2002,2002,2002,2002,1414,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002
4778,2037,421,2472,1340,362,3444,49,1223,2648,1223,94,3028,3028,3028,2863,1897,2480,1533,1927,1927,1927,2586,1223,2237,2206,1927,1533,1533,2206,1897,2586,1927,2632,1223,1897,288,1897,2586,1927,1533,1927,288,1222,2480,1222,288,288,1927,288,288,1533,2237
4779,2386,3199,90,121,2382,322,1104,3492,3492,3492,3492,3492,3492,3492,3492,5129,3492,3492,3492,451,888,5129,5129,3492,3492,3492,3492,3096,3492,3492,451,3492,3492,3492,5129,3492,3492,6654,3492,3492,3492,3492,451,1727,6654,1971,1727,1727,3492,3492,3492,3492
4780,2037,875,2058,2586,2058,875,271,3124,2058,1248,1404,1404,30,1404,1404,1404,1166,1404,690,1404,1018,1018,1404,1404,1404,1404,1404,1248,1404,1404,1018,1404,1018,1018,1018,1404,1018,1404,1248,1018,1248,1018,1404,1018,1404,1404,1404,1018,1404,1404,1404,1404
4781,2386,421,3407,3407,3407,2830,1153,1513,2579,2579,1282,2005,2317,159,2005,2005,2005,2317,2005,2005,2005,1257,2317,1153,1282,2005,2964,1282,2005,1282,2313,1153,579,579,1282,124,159,159,2579,1478,1282,1478,159,1478,1282,2407,159,1282,159,1282,1282,159
4782,2386,593,1219,3049,3049,2028,2028,1664,631,15,5205,631,1011,1011,3049,1238,3049,1238,3049,3049,807,631,1238,3486,3243,1238,3049,3049,4155,5205,1238,1238,1238,631,1389,4100,3049,1238,3049,1238,2161,1238,1764,1238,1238,1238,799,1764,1238,1238,1238,1238
4783,2129,3127,1492,3191,1821,2451,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354
4784,2129,3216,2129,1082,60,997,1717,1476,2214,2056,2056,1082,2056,2240,2240,2240,2234,2240,1082,2234,1082,2056,1082,2234,1082,2240,2234,2240,2240,2240,2240,2240,276,276,276,276,2234,2240,2234,2240,2240,207,2234,2240,2234,2234,2234,2464,2234,2234,2234,2234
4785,4095,600,1139,2412,3004,823,329,5448,5413,1054,6083,3486,3486,1314,1314,2835,2759,1314,2835,2174,3486,2174,2174,2759,2174,1314,2127,2759,2759,2174,2835,1389,2174,2174,2759,2174,2174,267,2174,2174,2759,3004,3486,2828,2174,2174,2174,2759,2759,2759,2828,2828
4786,2502,1406,2605,2952,2889,2889,155,4150,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
4787,5659,2671,125,3400,1076,2335,2335,6544,2958,2805,177,337,4726,843,4726,2805,3970,3970,3970,4726,1759,2805,3970,3970,3970,3970,504,1546,1546,3970,843,2805,504,1546,6544,843,504,2805,2805,1546,843,3970,1823,2805,3970,2805,3970,3970,2805,1759,1546,2805
4788,2386,212,2528,1615,1075,2513,2740,1110,1301,2768,2310,401,1110,1110,1110,1110,1110,1110,1110,349,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
4789,3352,1513,619,1661,1661,1022,909,619,619,3354,3354,2128,3354,3354,3354,3354,3354,3354,3354,3354,619,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,1031,1031,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354
4790,1561,174,730,1386,2450,147,2620,2620,2450,2620,2620,2450,4452,2620,2450,6902,2620,2620,419,1762,670,2450,2450,2620,340,2620,1762,998,1762,419,1762,2228,1762,1762,2228,1762,2450,2450,2228,419,2620,2450,2450,2450,2620,1762,670,1661,1762,670,2228,2228
4791,1141,2553,495,1303,3191,192,1320,3191,3191,3191,4236,2062,4236,1555,1555,1555,157,157,1555,1555,1555,2354,1555,2354,2354,3191,1555,1555,2667,2354,2354,1555,2354,2354,2667,2354,2354,2354,2667,1555,2354,1555,1555,2667,2667,2667,2354,2667,2667,1555,2667,2667
4792,3359,6837,5784,3896,3727,5013,2687,5903,824,3441,824,3441,824,824,862,3441,3441,3441,3441,3441,3441,3441,3441,3441,862,1446,3441,3441,3441,862,862,862,3441,862,862,862,862,862,862,862,862,257,1158,987,257,862,862,1095,862,862,3441,862
4793,1775,373,2451,1169,1506,243,243,2126,243,373,243,1227,243,1227,1227,243,243,243,2655,1227,1181,1982,243,5592,243,1982,1227,243,1982,7007,7007,243,1982,2655,1982,1982,1982,1227,7007,1926,2007,3074,2655,243,243,2011,2011,243,4535,1227,5575,608
4794,1228,2843,769,2221,769,77,2530,2530,1146,2530,2530,2530,4553,4553,4553,6159,2530,5201,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,3265,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,3005,2530,2530,2530
4795,2386,593,3031,532,705,2398,2401,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,62,2673,62,635,62,2398,3202,2398,2878
4796,1141,3216,6464,2699,3457,4838,4838,6968,4490,5109,4582,5109,2193,2193,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,6203,5636,5636,5636,5636,5636,5636,5636,5636,5636,2615,5636,5636,5636,5636,5636,5636,5636
4797,4227,2526,3371,2747,2967,4202,3267,3267,3267,3267,3267,3267,1170,4816,6040,3267,6040,2686,817,5169,3267,817,3267,3840,2382,6090,1584,3267,4766,4539,4432,3267,1584,4766,529,6040,6341,4304,3840,5440,3840,6103,4995,1584,1584,6040,6040,3391,1584,224,6040,2719
4798,2129,3127,3248,485,485,295,1401,1401,1401,2575,295,2575,2575,1401,1401,1401,295,1401,892,1836,1836,295,892,2189,892,2685,1836,133,1401,1836,2685,2685,133,892,1422,163,2685,2685,2685,163,163,163,163,163,163,2685,163,2685,163,2685,163,163
