ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31
4362,173,124,1242,2792,257,1458,549,2548,954,76,2445,2445,2656,954,881,636,2656,2445,2656,2656,2656,2656,2656,2656,2656,155,2656,155,2656,155,2656,636
4363,173,1466,161,2605,2605,320,2178,1194,1194,1194,3020,176,1194,1194,1194,2913,2913,2215,400,2913,2913,2157,400,400,2913,2913,2157,2913,400,2913,400,1194
4364,173,1962,1734,3420,2288,2288,3145,2597,3086,2230,2764,2934,2836,1752,1519,3393,1519,2764,1519,3393,2717,2764,1519,2717,285,2717,888,2764,1858,1858,2717,2717
4365,173,5260,4268,1888,1615,2405,3110,3411,2202,430,1030,3284,3284,3284,430,1142,756,430,531,531,3284,430,2427,430,531,2427,2574,2427,2427,2427,2427,1438
4366,7031,3529,6841,3712,5793,5793,986,5793,462,111,3082,111,462,986,3082,986,986,986,111,6260,6260,6260,111,111,2436,1189,111,986,6260,111,6260,6260
4367,1371,487,4173,3487,1526,3271,249,2437,2034,1599,2636,1401,1401,11,1599,1848,3222,1848,1848,1892,984,510,3162,1407,1602,1595,1421,2764,1599,2098,533,533
4368,173,133,2771,1561,1110,1747,3093,2247,2247,1747,3265,1149,1149,634,870,3186,477,2651,1031,5010,3186,1128,120,1031,191,4718,985,2041,3380,1453,2041,4727
4369,3472,2990,79,3527,171,171,171,3010,1893,3301,941,1617,2529,941,838,392,3010,3301,3472,1617,3472,3472,3472,1600,3301,3010,3301,3301,3010,3301,3301,3301
4370,3472,487,2783,1473,1584,1584,1477,1686,224,563,3271,1473,507,1473,1473,1473,1473,1473,1473,1473,1473,1473,2675,1473,605,1519,1882,1882,2199,1882,1519,566
4371,173,1962,4862,3393,2212,265,226,4637,385,174,174,174,174,4698,2338,226,3150,2162,2162,2162,2162,2338,2338,2338,2162,1944,2338,2338,2162,2338,2162,2899
4372,7031,6246,5966,3487,3487,1998,2945,2945,2945,1998,2945,1487,2945,2945,2638,2945,2945,2945,2945,2945,2945,2945,2945,2945,1863,1863,2945,2945,2945,1947,1758,1758
4373,3472,2739,1584,2037,1216,2886,637,253,3072,872,3460,410,686,3460,686,3251,3460,1595,912,686,686,686,253,686,1216,686,686,686,2700,686,686,1621
4374,3472,487,238,1473,1709,1709,238,238,1709,1709,1082,1082,2765,3318,3164,2877,3318,1027,652,3318,3318,3318,3318,1027,2765,3318,2765,2135,2765,2765,2234,3318
4375,3472,1962,1526,3420,1526,2043,1157,1201,1157,373,373,1157,1000,700,1157,2907,1244,2926,1244,1837,1244,944,1791,1715,944,1389,2606,2441,212,626,212,1791
4376,173,1962,4862,396,6810,769,77,769,177,2758,1272,1272,177,177,177,177,1272,177,1883,177,177,3143,177,177,3143,3143,3143,3143,177,177,177,177
4377,173,1962,3354,2597,1342,3406,2657,133,1644,2211,2211,2211,3379,2211,2211,2657,3379,2211,2939,1739,4173,2657,2657,2624,2624,2211,350,3406,3406,2624,3406,635
4378,7031,6429,1678,1888,3145,1134,853,3328,241,960,2424,1940,7022,1680,1888,3284,2364,1680,2424,7022,1888,2424,2621,960,13,1680,960,960,960,960,960,1680
4379,173,1962,4862,2382,2382,5129,5869,427,427,5869,3054,2828,5869,427,888,888,427,1272,55,427,3996,1272,419,888,888,2142,888,1708,888,1708,419,427
4380,173,2990,1242,642,254,254,254,254,3156,254,968,968,968,254,3156,3156,3156,1275,79,3283,254,254,6659,2189,254,6659,6659,254,3458,254,254,254
4381,1371,2018,1052,716,1261,1998,2551,2551,2544,2544,1136,2544,1136,3105,3105,3235,1863,3105,3432,1863,1863,830,847,2291,1764,1863,2291,2291,506,1863,2291,2291
4382,173,133,147,52,2820,215,1644,1236,2832,2263,1318,708,1307,1146,1318,1933,1933,1307,3180,3451,3079,1307,1307,2642,3079,2832,2832,1307,2832,2832,2832,2832
4383,173,2524,1455,1168,937,3440,2770,1678,3262,2403,3271,3262,2443,3262,3065,3262,3262,3262,3262,3262,3262,3262,2364,3262,3262,3262,2364,272,2364,3440,266,2403
4384,173,6912,2372,3846,4364,2564,1877,841,2459,3016,307,307,841,307,307,307,1848,3284,2048,1432,841,1523,998,90,2779,2859,1503,1877,3389,2208,307,307
4385,5709,6429,798,6351,6715,1911,1911,3879,1786,5126,1368,1786,1786,5126,1786,2119,1911,1786,1911,2119,2119,2371,925,1911,1926,2371,3664,2371,392,2371,392,2371
4386,1371,444,235,3098,1567,3511,996,996,284,284,3481,996,284,3481,136,1835,2129,3137,2129,704,2129,704,3137,2129,284,284,704,3137,269,278,704,284
4387,173,1962,4862,840,1272,4955,2150,1272,2382,1471,3054,4955,1471,6449,1272,2848,2382,1272,4617,1272,2848,1272,1474,1978,1978,1978,1272,4431,1272,3413,4331,4909
4388,1371,2309,2755,2577,2820,1212,2622,155,2622,1212,959,1209,628,2048,3077,2048,2048,1212,3077,3077,2622,2499,2622,3077,1212,3077,6470,3077,1212,2953,2953,1965
4389,4424,16,967,1495,2088,2280,1059,295,767,872,858,295,858,991,858,485,1805,991,858,609,609,609,609,991,1805,609,1805,1805,609,1805,1805,609
4390,173,472,2346,2262,3400,258,3282,2210,655,3307,655,752,752,752,752,978,752,752,655,2210,2210,2210,752,2210,752,2210,2100,1421,2210,2210,2100,3003
4391,7031,1996,5901,399,99,99,3015,2419,1145,562,2120,494,562,2268,2268,562,562,2268,2268,2268,2268,562,2268,562,2268,225,3453,225,225,562,152,4534
4392,3472,2018,1433,3487,1219,157,631,1115,1260,292,292,2542,292,2542,1730,2542,823,1389,1301,1730,2542,823,1730,823,823,2542,823,1730,1730,823,64,1730
4393,173,6999,4353,642,1792,1242,2140,3331,1242,1350,1242,1792,1792,1792,1792,1792,1792,1792,1792,1792,694,694,1792,1792,1792,1350,1792,1792,1792,2063,1792,435
4394,5709,3491,1834,2617,2429,1017,3274,2555,3029,58,1206,3286,2993,3384,3029,2391,772,772,2993,1911,3286,3384,1509,2681,1169,58,438,1911,1911,438,2910,1911
4395,173,3839,400,642,2820,1628,139,124,124,3056,2937,71,1010,1010,2522,1010,3056,2183,3354,2183,3404,2752,2183,3056,3056,1511,2183,3056,2183,1537,2752,607
4396,3472,444,1526,2118,576,2377,874,1354,1354,1354,3017,2013,1354,1097,1354,1374,4676,1889,1889,1889,4676,1889,4676,1889,3004,1333,3142,1889,3142,1333,3142,3142
4397,3472,1962,2382,737,898,1287,2821,2732,59,2593,759,737,759,3007,737,3273,3273,737,737,749,3202,737,737,737,737,1584,737,737,1584,1584,3273,737
4398,3472,472,1707,1881,1881,306,3286,3286,1182,1182,782,1182,1182,3409,766,1821,782,1182,1150,3317,2785,3466,766,2009,1150,2009,1150,6729,2009,710,1150,1718
4399,3472,6246,3044,1888,1147,1147,2077,524,524,1147,1147,940,2765,3080,100,735,3983,3983,3418,3983,3983,100,2621,2621,2621,100,2621,100,2621,2621,100,100
4400,7031,3491,281,2617,1106,1540,3274,963,468,963,2997,3181,899,3260,1998,899,434,899,1998,899,1998,899,899,899,1998,899,1998,1998,899,2033,167,2997
4401,3472,1962,2190,3299,1978,2412,2917,458,1302,2422,2917,915,2677,2299,324,324,324,324,2148,399,160,2307,2959,160,160,2148,3359,324,227,2148,2959,2034
4402,1371,487,2887,3420,5554,8,3163,1374,1374,3292,1872,2930,3292,1374,3398,2910,3292,3292,2910,1118,2910,1222,3292,2737,2,1222,2910,1222,2910,1222,1222,2401
4403,1371,3228,1433,238,125,2148,1404,1259,3140,3364,1903,877,1903,448,2638,2551,448,877,877,1767,877,1767,877,877,877,877,877,877,1860,877,1860,1860
4404,173,1242,1242,642,301,70,70,70,70,3125,656,1905,2767,70,691,1561,691,2589,691,3455,3339,691,691,2589,2589,2589,2589,3339,1551,1551,1551,2125
4405,3472,472,161,3465,44,3026,1059,579,2414,1529,3463,1529,1529,1529,263,3463,2805,1307,1307,258,796,263,3124,107,263,3124,263,263,263,263,263,107
4406,173,6999,2154,4173,6041,4173,1100,663,663,2266,3064,8,663,8,8,8,3064,3064,2707,2707,3064,3064,3064,2707,2212,1313,2546,8,2546,8,8,8
4407,3472,16,2525,604,409,3516,3516,1813,1813,1813,1813,409,409,3516,3516,3516,3516,409,2018,3075,1132,2537,2943,1303,2162,3689,6943,2537,3221,2943,2162,3075
4408,5709,1996,2682,2801,2704,3320,331,2991,2991,3050,1624,1687,331,331,935,331,3343,2991,935,3343,3069,2019,1687,2991,1687,3316,2540,2540,557,3268,1229,1624
4409,3472,133,1225,1975,3509,3509,171,3509,1975,3509,1975,1389,1975,1975,1975,206,1975,1975,1664,1664,1664,779,3379,1113,206,1113,1113,1113,1113,1113,1113,1664
4410,173,6510,2525,120,120,2612,901,1813,901,1813,1813,3225,3225,1813,3225,948,1876,2527,1876,1876,2170,3225,1876,1876,1813,6018,2170,1813,2170,2170,2170,217
4411,3472,1962,455,539,1602,2624,1407,692,2529,2464,2615,2549,1366,2464,3155,1366,2464,1829,1366,1156,3390,2615,2615,2615,2615,2096,2615,2615,2615,2615,2615,2795
4412,7031,1996,1784,2617,2572,142,1033,2617,2419,3197,3197,1626,1033,1033,1033,1033,1033,1266,198,5907,443,198,2126,2033,5907,5907,198,417,417,198,3219,1373
4413,3472,1962,2825,2212,2212,3503,2646,2646,2646,2646,3064,2646,2646,1736,1736,1736,8,2646,1736,2646,1736,1736,1736,1736,1736,1736,2546,1736,1736,1736,8,8
4414,173,133,1883,775,2152,2186,1978,3073,2893,1710,1710,2591,424,1710,852,2563,1710,1710,1710,2591,1710,2591,497,1710,2893,103,242,1710,1471,497,1710,497
4415,4424,472,2154,574,760,795,3122,875,2058,875,795,795,795,1160,795,795,1259,1259,1259,1259,2542,3341,574,574,1259,795,2058,2022,574,574,1259,238
4416,3472,1962,4862,286,1110,213,268,3486,286,707,911,411,2452,8,2452,2452,1966,2162,3037,2379,2074,1944,1944,707,1944,1313,707,1944,1966,525,3037,3339
4417,173,1762,2525,2857,352,3458,2836,3444,3444,1651,6332,1462,63,561,2857,2900,63,63,63,63,63,63,5928,63,63,2066,5928,1995,933,3179,3179,124
4418,3472,1962,4862,396,6810,3231,3102,396,1272,1471,988,6810,55,2330,55,3102,6449,2330,55,427,1708,1272,2330,55,55,2734,55,2021,1272,1272,55,988
4419,3472,487,2310,3487,1615,2031,2462,2462,2462,2377,563,2462,1882,2462,2624,2624,3449,333,2624,2624,1263,2783,3449,1263,1914,1914,2624,2783,2783,333,1338,1263
4420,173,1962,1734,419,1710,2089,957,2195,2287,578,2287,2736,663,2501,2287,578,578,578,2287,2287,2287,2260,2287,578,2287,2287,2287,578,2287,2260,578,578
4421,3472,1962,2338,933,533,887,1695,458,3444,1032,3444,3444,1118,3444,1118,3444,3444,3444,3444,1118,3444,3444,1064,3444,3444,3444,1064,3444,3444,3444,3444,3444
4422,1371,2018,2310,3487,735,2368,3245,2055,2544,2544,95,2291,2291,814,3235,3235,1863,3235,3235,1863,3450,2291,1863,2291,1855,1863,2291,2291,1217,2051,3521,2291
4423,7031,472,1834,2250,1881,1881,1881,3337,2491,802,2491,1886,802,794,2396,2396,1234,2723,2396,2396,2491,2491,2491,2396,2491,2491,2491,2491,2491,2491,2491,2491
4424,173,124,3456,1463,1755,833,2917,3292,2190,1762,1866,1762,2638,1434,2638,1866,1866,1866,489,2318,293,1762,489,2281,1901,1434,927,133,927,1194,927,1811
4425,173,1962,4862,4555,6352,1287,2719,1973,2821,467,635,1940,1973,11,343,83,343,83,343,83,343,11,2676,3346,2903,6348,4750,1148,11,1698,1148,11
4426,3472,6510,2154,1881,334,839,1716,1716,796,2290,2356,2356,2290,3384,1479,1479,3384,3399,58,3309,1918,2136,2356,2681,1918,3891,2456,6069,3399,2681,89,6069
4427,7031,3529,1834,2801,2704,2704,3,2051,3,2051,3,163,1136,2829,2762,3409,2973,3042,3491,717,3042,3,3491,95,3491,2489,1764,3,3100,1136,3021,2489
4428,173,3459,4173,1857,4316,2716,6,1857,6474,2716,2716,1473,1947,2307,5402,2716,5402,3172,3172,2307,3172,2101,6474,2307,2759,3105,2118,3859,2118,3105,2307,2118
4429,3472,487,455,680,976,3477,3038,701,2013,2627,692,2627,1062,154,3155,558,900,2123,3155,900,1459,900,3068,3071,154,3022,3022,2629,3155,1896,3022,3022
4430,3472,487,3462,43,3487,2902,2902,2902,2993,340,340,6363,2993,4450,3374,130,2614,6363,1265,554,130,1265,1265,629,1265,629,6363,2041,1184,1265,5920,4077
4431,173,1962,2372,2249,619,1329,1197,182,1933,3451,1933,1642,1329,2928,810,469,810,230,810,2962,2928,3374,3124,1028,1028,2928,1329,3374,1329,3374,2928,3374
4432,173,1762,2525,2002,301,2797,1425,690,690,690,690,690,1521,1521,1521,690,2356,3496,3496,2356,1521,1970,1521,3496,690,3496,3496,3496,1521,744,3496,3496
4433,4424,6610,1834,3008,483,483,5994,6508,126,2477,6123,6123,6123,1559,6123,2477,2477,2477,2477,1951,3105,6123,6123,3454,3454,3105,3105,6123,1106,2531,1864,1106
4434,3472,1962,3345,1651,1970,854,2346,796,2274,821,147,2346,435,2377,2534,2448,2448,1970,3290,291,1521,418,1521,3290,1521,2377,6018,1495,418,1521,2033,2033
4435,173,16,2525,132,589,131,1086,2166,401,2166,1890,3300,2166,2650,3300,2269,2185,84,84,2650,2650,999,2185,3300,3300,792,2137,3462,1831,999,1254,2018
4436,7031,16,2452,605,3457,2313,1444,1533,1533,2064,700,3490,2037,3490,2064,3490,3490,1686,3490,3490,3490,4845,3490,3490,4845,3490,3490,1686,1855,1855,1855,3490
4437,173,1962,4862,3291,5903,2825,2974,1348,1439,2122,1999,19,2814,362,394,362,5241,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1889,1903,305,5739,697
4438,3472,487,1526,1222,2740,1286,235,2959,874,235,2261,2368,535,1997,1354,535,535,2856,3011,1000,1758,1259,2856,1259,1259,1758,1758,941,1259,1758,1758,2261
4439,5709,3491,1834,3167,1345,2419,1821,2872,2419,1821,1821,1821,2131,75,198,1821,3088,2330,198,5907,3029,3093,2937,2033,1536,2937,1277,2937,5907,5907,1266,2937
4440,7031,1996,1259,2768,3136,2692,1136,2991,3140,2163,163,163,3019,3200,2309,163,3356,3356,3356,2309,2309,444,3356,941,2309,941,3356,1207,1207,941,941,941
4441,3472,1962,2887,1931,1333,2638,2638,3301,874,874,504,1793,444,3071,444,1793,2738,1695,1793,1793,1793,1793,1793,1793,985,985,1793,915,201,2629,3309,985
4442,173,613,2457,1975,2040,1215,171,955,2827,955,2752,774,2752,955,2752,2752,2550,2885,3115,3517,941,171,2082,941,3517,941,171,2820,2820,3306,2519,4718
4443,173,1962,4862,396,1699,1148,11,477,11,3265,3284,532,1116,2573,3009,3009,2219,11,2853,11,2219,11,859,2219,15,3199,2,15,3380,2573,985,565
4444,4424,6510,2525,2847,1798,1472,3495,3495,906,2448,2096,2096,274,2096,2096,274,713,274,2096,274,719,274,274,3314,76,2521,274,6925,6925,6925,719,719
4445,3472,487,1433,2395,1094,2433,2907,2532,2907,109,2067,2026,2907,3287,3287,3287,2907,2532,2532,2026,2532,2532,3449,2532,2532,2907,2671,3449,3449,4348,3449,678
4446,1371,3228,2310,1888,1038,2963,2018,665,2054,2054,2932,409,2054,2018,2932,1370,990,1918,990,1592,2800,1442,3464,958,665,665,5218,3263,2820,3303,2495,1310
4447,173,1962,2444,1054,1110,617,617,617,2374,3094,1241,103,858,412,412,280,412,412,412,412,412,103,412,1186,1282,549,549,1282,412,549,549,412
4448,173,1962,554,1938,340,340,1280,1022,340,340,340,554,1622,2158,382,1636,1867,140,1867,1867,1867,1867,914,1603,914,1022,1987,1603,1022,1867,783,3476
4449,3472,1962,4862,2212,123,3064,1868,580,1498,242,2316,580,121,2646,2764,121,2696,2696,2852,1656,2303,2303,1958,2696,2696,2646,2303,655,145,3107,1224,1945
4450,173,133,3456,2986,2970,215,985,2244,382,2244,2244,2244,1254,2244,2344,2244,2244,2244,2244,1537,2244,2244,2244,215,1809,477,2244,2244,2244,2244,1537,1537
4451,703,16,2628,2628,2628,4555,1613,1346,2628,2092,855,163,1947,855,855,3248,1479,855,3248,1947,855,1947,855,2136,855,1162,855,855,736,855,736,3043
4452,3472,1962,2372,3028,241,3156,1478,1478,1478,2559,1478,1478,1442,1478,1478,1478,1478,1478,1478,1706,2217,1478,1478,1478,16,1091,1478,1478,1478,1755,1478,1755
4453,173,2524,161,2215,3154,2612,361,1391,854,2582,2582,1520,2582,2582,1928,44,3262,2582,3262,1520,2400,694,2400,2582,3501,2913,2582,694,5427,309,694,694
4454,3472,487,1260,3487,1301,5921,1615,2285,5167,1599,2285,1599,2285,460,1599,1217,1217,1599,1217,2285,1217,1217,460,108,460,2405,460,2189,2405,2405,2189,2189
4455,7031,1996,733,547,2909,1835,1259,2909,2909,3473,1830,1830,1830,1830,2415,1830,1830,1830,1830,1830,758,1830,1830,758,1219,2489,758,758,163,408,758,1830
4456,173,2397,2525,2598,2215,2612,2178,1774,1637,2598,1637,1691,1637,5992,1691,1691,3410,1774,1691,603,1691,1230,1774,2243,1173,1173,161,5375,1230,1230,1691,1230
4457,3472,472,5375,964,768,768,5375,768,768,768,768,964,3330,768,768,964,964,964,964,1462,539,964,1462,1033,1462,964,964,964,1462,964,1462,964
4458,1371,3405,1512,399,2620,2313,2313,2920,934,578,1686,2155,3342,578,1686,578,1686,3116,1657,3116,3342,3116,49,49,49,1444,1444,3116,1444,1444,2910,3303
4459,3472,1962,4862,473,123,3231,2189,565,177,242,2285,123,131,2666,2667,2667,2667,3231,2667,2667,2667,2217,2217,2217,2217,2217,2667,2217,2217,2667,2667,2667
4460,7031,472,1052,3188,1913,2938,1162,2214,2214,2214,1913,3091,2214,2214,3043,2214,2214,82,2291,2286,3033,2286,855,1906,2697,82,2286,2286,1911,82,373,373
4461,173,1962,1883,775,2289,41,41,1883,41,41,1732,41,41,4515,41,2168,1471,1883,1883,1471,1471,2168,1732,2168,2168,6765,1483,2168,2265,185,1732,2168
4462,7031,6429,839,1716,3521,1816,734,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816
4463,3472,1962,1584,3487,2288,3309,2275,2275,3156,76,1312,235,2275,4001,3156,76,1114,4001,3156,2275,3044,1943,439,4837,76,2275,76,76,767,2275,76,3471
4464,173,3655,6909,4359,6909,3455,6432,696,1135,367,2344,1744,1693,696,2344,4354,1135,696,4354,1135,4354,696,696,1135,696,696,696,696,1135,696,1135,696
4465,3472,487,455,2355,1602,1602,33,1304,1179,1000,2233,1000,1000,2736,1354,3199,3459,1000,2283,2741,2283,2283,1196,2283,2283,2753,3199,2283,612,2283,1526,2283
4466,173,124,1744,97,1522,70,70,2597,382,2122,5621,1003,701,1003,382,1912,817,382,3376,3376,3376,1912,362,923,923,1912,1912,2102,1912,2312,3636,1923
4467,3472,6813,2708,5693,6527,2014,493,3959,2014,2014,966,1812,2014,3929,2014,173,1260,3129,1812,2867,493,6402,1812,1219,493,493,1219,64,3129,493,528,1219
4468,4424,472,2310,3487,3487,2153,85,519,519,3031,519,519,2513,1623,1074,1623,2042,85,1539,2946,1405,3041,1623,1623,3041,177,177,1539,177,908,3096,2153
4469,3472,6201,474,2037,85,2405,157,2947,213,560,950,110,1104,1396,2856,3243,2856,2523,3366,1504,1504,1104,1030,1104,2261,212,1504,1104,1104,212,1877,631
4470,173,1962,455,2597,3052,1287,1049,1049,2969,2249,1087,2211,351,2514,86,351,770,2523,1380,2514,2230,1025,2211,1025,3143,2230,2249,730,730,2230,2230,1025
4471,3472,2018,1052,2368,410,684,3245,2051,2600,2667,3234,3235,3100,2929,3235,717,2177,3235,1764,717,717,540,717,1764,1764,414,891,380,414,2798,3021,3021
4472,4424,6610,3193,642,630,630,1849,630,630,1959,1959,630,2210,5651,1959,1195,522,272,522,522,1670,272,1802,1195,1195,1198,1195,1198,1195,2805,1958,2107
4473,3472,1962,455,680,1602,3393,3099,680,908,908,908,908,908,908,908,791,33,2732,1539,2732,33,33,908,2732,2732,908,908,2732,1694,1882,2732,2732
4474,4424,472,630,642,777,3156,3683,1838,1242,2084,1792,1678,1792,1048,1250,603,1678,1048,1242,1242,1678,2086,761,2086,1242,99,1838,2519,1048,1242,5383,1678
4475,173,6006,3354,1883,2289,41,2734,346,2388,1311,128,776,1004,346,346,346,346,346,346,2388,2388,2388,3143,3143,3143,3143,2388,3143,177,2758,177,177
4476,7031,6429,684,2768,410,163,1385,163,163,163,2704,163,163,2704,163,432,163,1182,432,163,892,163,432,892,1305,1305,163,163,3205,675,494,2427
4477,3472,2018,1259,2368,1261,2945,2945,740,740,1423,864,1423,1423,1972,1423,2551,392,1423,1423,1423,1010,1423,392,1423,2968,2968,3205,2968,2968,5991,2202,2968
4478,173,1962,3354,1977,3054,3213,1433,1679,2230,2230,1112,554,1410,1679,2118,93,93,1410,571,1709,93,1554,1410,571,571,2230,5346,1410,1554,1410,6332,165
4479,1371,3013,3235,535,1874,2929,758,3375,3408,2278,1136,1136,3144,997,1136,997,3446,1136,3375,1191,3144,2710,3144,997,2710,2847,2290,740,3200,2710,2504,2710
4480,173,1962,3353,2597,3392,3406,596,227,3406,3406,3406,2523,3406,3406,3417,3406,1977,3417,3417,3417,1477,1477,3417,3417,4234,3093,1477,1477,3516,3417,3421,3417
4481,3472,2524,2372,1888,1003,4173,2860,5394,5052,3109,3840,3036,3808,4598,3208,4631,3808,85,1199,1199,2436,6595,1431,3282,717,639,1381,7053,1199,3408,6991,2040
4482,173,1242,161,642,2925,1028,1984,2902,130,1984,1984,1984,1984,1227,130,1862,2652,1229,2652,2652,1862,2652,1229,1984,2214,130,2652,1984,1229,2952,3257,732
4483,5709,1996,3042,1594,2667,142,142,1337,1337,1337,654,2572,1337,1337,1146,142,1146,2872,3307,2248,3700,3700,2692,3700,142,3700,3700,4228,3307,2465,3700,3700
4484,173,1762,2372,1657,2060,1400,2736,2736,960,960,3368,3517,3517,3517,692,1361,3356,1452,636,1361,3157,2380,3356,1452,1452,3595,826,1452,2340,3356,826,2340
4485,703,2018,798,3013,409,546,1059,740,827,2833,931,2942,181,2391,3065,2599,2391,3065,3269,181,1197,181,181,305,1197,181,181,181,305,418,181,181
4486,173,1962,2172,3420,3054,3054,3420,1201,1201,3393,2172,3393,1977,3393,1723,1094,1723,1723,26,1723,539,3393,2620,2000,2000,3393,922,167,1456,3393,3393,3393
4487,1371,2018,2310,716,1163,3228,3228,3381,3381,877,275,877,1052,877,3381,1052,877,877,877,3381,3228,3381,877,3381,3381,3381,877,414,3136,877,1326,1326
4488,3472,1962,3854,2825,2825,2825,1404,3301,1944,1919,1919,1944,1333,1919,359,1919,2879,2344,2763,2783,2573,5583,1889,5583,2573,1903,2783,1769,2718,1903,2783,1453
4489,173,1962,2825,3487,1222,749,2307,2807,2807,576,2807,576,2807,791,398,2545,398,1477,908,1377,2807,576,2807,2807,2807,2807,6218,2807,5610,2807,1962,453
4490,1371,2018,163,684,2768,2768,3245,163,3245,675,3245,3245,163,163,6514,432,6514,1669,432,2223,432,2120,1906,1906,2223,1305,1906,1305,163,675,2368,2633
4491,3472,1962,4862,52,419,2186,2736,2424,1738,2736,2736,2736,2736,2736,2736,2736,2736,1400,1080,2736,1163,2736,2736,2110,2736,2110,1222,2110,3304,2110,3304,2736
4492,3472,1962,2382,3515,3145,354,2821,898,2821,2821,810,2821,2821,2821,673,673,673,673,673,673,673,673,673,673,673,673,673,673,6043,673,673,673
4493,1371,472,3179,3188,1106,2290,1106,2143,2674,2895,3247,2464,1497,3274,2464,3247,1106,3293,2464,1103,1103,1015,1015,1106,831,3293,2615,3300,3404,2332,734,2464
4494,7031,6246,1902,6474,1301,6952,249,1421,22,1421,978,1421,3307,1421,2995,271,978,1498,1498,2995,1498,978,564,515,1498,978,978,6888,1498,2199,515,515
4495,3472,133,954,2388,3441,549,2359,2432,2841,1524,3401,278,3289,2841,912,912,2050,346,1839,2280,2841,813,2841,2280,2927,2280,2280,3289,2280,2448,2280,2280
4496,173,1962,4353,4107,1176,2138,1176,9,1809,1176,1549,136,1549,4209,2865,1549,1549,1549,1549,1549,1549,1549,1549,1549,5042,6450,2865,1549,1549,6450,1549,1549
4497,173,1962,3354,52,1342,1380,2857,2970,2469,2970,2857,1644,352,1031,296,2469,1499,2469,2469,2469,1780,2469,2469,2469,2469,2469,1663,2469,376,2469,2469,1823
4498,3472,1962,4862,4531,265,265,1478,2217,1478,1478,1478,2217,2217,1478,1478,1478,1755,2217,2217,2217,2217,2217,2217,2217,2217,2217,6513,5432,2217,6513,1478,1755
4499,7031,487,1006,5595,1526,6117,2120,3447,1579,2120,2120,2120,2120,2561,2120,2120,3953,605,605,2120,6528,2120,2991,2561,605,605,605,4105,605,2991,605,6117
4500,4424,6610,798,642,1969,2993,2993,2993,767,1612,1816,1425,1816,1816,1816,1816,1816,2587,1816,1816,2587,1816,1816,89,2587,3191,1816,2587,3286,2587,1816,5651
4501,173,1466,2525,841,985,2874,3055,2869,2869,2869,2869,2869,2422,2422,2869,2422,3129,3129,2422,2422,1466,2422,340,2869,3067,2422,1386,2422,3067,2422,1175,3055
4502,173,472,1707,1250,70,2747,3208,2280,1227,3117,358,470,3371,1227,425,3450,1469,3235,2137,2339,2432,3371,3117,2406,1675,3032,959,5103,959,5103,1560,959
4503,173,133,1242,1768,337,2820,337,2752,2752,2752,2752,2420,2752,2752,2752,2752,941,2183,2855,2427,2420,1096,120,2183,2420,2420,711,408,711,2427,2420,4718
4504,173,4896,2372,2212,1395,451,1650,2466,239,2114,1442,1442,1442,1442,663,1442,1442,1442,1442,1442,1435,1442,1442,1442,1442,1061,1442,598,227,227,598,1061
4505,5709,6429,4051,4454,3794,6388,423,3794,3794,3794,3794,3794,3794,5103,5103,5103,5103,3794,5103,6429,5103,3852,6749,5769,3662,3852,3852,4036,423,3662,528,6749
4506,173,4896,4862,673,6352,5719,1584,1817,1498,11,1272,2382,2382,451,26,1272,26,26,26,26,285,2150,26,26,26,26,2150,4708,26,4708,26,2150
4507,7031,472,1834,2561,2120,1457,1345,2809,1345,1345,1345,1345,1345,1345,3191,1345,152,3024,1345,1345,1345,1345,1345,1345,3094,1345,1345,1345,1345,1345,1345,1345
4508,4424,5260,967,3111,1038,2382,3114,3199,2256,3199,776,2511,2717,2511,1124,1124,819,1727,819,1727,2256,3362,1938,3096,2256,2256,3096,819,2256,2150,3096,343
4509,173,1962,3354,554,352,352,1616,352,6,352,2536,352,352,352,352,352,352,633,352,63,63,63,352,352,352,352,2536,2536,2536,2536,4940,352
4510,7031,3529,2502,2561,3288,1302,2824,2809,2502,1785,1785,1412,2791,1785,1785,1785,1785,2520,1785,1785,2745,2520,2520,2561,605,1785,2520,2520,1082,2520,1785,363
4511,3472,487,950,3487,1656,11,3172,2947,1729,1421,894,1421,1186,470,874,470,751,1427,1922,3689,1427,1427,1922,1427,1427,3689,1427,1427,533,1427,533,533
4512,7031,472,1902,2037,1224,460,1313,1953,1902,3158,3158,220,220,460,220,220,460,220,460,220,220,220,220,220,460,220,220,220,220,220,220,220
4513,7031,1996,798,1086,1900,586,575,305,305,575,305,1185,305,1185,3065,1185,305,305,305,1185,305,305,305,305,575,899,1185,899,305,305,1780,305
4514,173,1628,2301,3509,3509,471,471,2175,2175,1225,2866,471,2164,3438,907,3272,907,1652,129,5010,5928,941,120,1889,2806,907,907,2041,3183,941,1652,779
