ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43
3050,1077,2146,90,3254,3116,421,2509,2904,2790,578,605,1022,1878,1652,2645,2342,1878,1802,700,1444,1444,605,2920,0,2614,2887,2116,3139,1878,1994,1686,2887,578,578,1686,605,605,0,1686,1686,1686,1686,578,1686
3051,2864,2146,1401,1894,2068,2242,1906,1258,2470,1106,2225,1997,2229,0,0,3072,2134,2301,2134,2134,3517,1258,2437,1258,0,2134,1896,2134,1431,2437,2301,2301,3460,2134,2134,1848,3460,1845,3460,1604,1896,2301,2301,1604
3052,3195,1715,1148,756,249,2509,1459,1222,1877,1653,389,700,2211,1887,1877,3072,467,3273,700,700,0,1222,467,467,467,467,2523,467,467,467,467,0,467,467,467,467,467,467,467,467,467,467,467,467
3053,1077,2222,659,6635,4359,0,5039,1101,1430,5700,0,6280,6440,5700,1583,3303,0,1802,848,1598,1802,0,1802,1101,2411,464,0,0,0,0,3342,2719,2686,1436,2686,1802,1802,6527,2719,6617,1802,5734,2686,6995
3054,1077,2146,1693,3254,2321,1971,2672,1066,61,2988,2112,3486,2672,507,3389,2672,3486,2918,2967,3486,2988,2874,2918,1561,1300,3386,1561,2672,697,1561,2779,288,2672,288,426,2918,2779,2779,2258,2779,2874,288,2258,2779
3055,1077,2598,659,3056,1617,3093,941,2301,642,2752,254,13,941,2301,1497,171,3190,2301,642,642,2937,2752,2752,642,0,171,2909,642,1768,534,642,642,642,2937,642,534,642,1768,0,0,642,642,642,642
3056,330,2249,1148,2816,2389,529,2990,1458,2792,601,3077,916,3184,3184,3184,1746,2221,1190,3184,3184,3184,421,2563,422,3184,3305,3184,975,3184,3184,3184,194,3184,3184,3184,3184,3184,2636,2563,1746,3184,3425,3184,3184
3057,1077,2249,1148,3178,2095,916,1906,3195,1452,158,1788,916,2562,1887,1701,3178,2226,169,2707,2180,1701,2180,1788,2707,1788,3429,1701,3429,3429,2180,1701,3429,3429,286,3429,2707,3429,2226,2707,1452,3429,2180,3429,3429
3058,322,2249,1148,62,3116,1233,0,1584,1279,0,0,2853,776,673,898,1341,3332,367,367,898,0,3304,3143,606,898,367,367,606,367,2853,898,898,343,367,1584,2853,3370,367,1352,3143,1584,367,1287,0
3059,2864,1538,2704,1726,2704,1245,790,1182,1245,3371,1182,2202,229,471,1161,3465,1245,2202,3465,2371,471,790,1161,471,2202,132,790,2202,471,471,2371,2106,337,2106,790,2106,337,790,2106,337,2909,337,2909,1182
3060,1077,2146,1395,2102,1013,1233,1924,2906,2233,455,1483,2734,1971,2741,367,957,2186,367,1693,596,1395,3328,1971,2398,0,2650,957,2906,2684,1971,2650,2650,957,1971,2906,3328,2650,2906,1971,2650,2650,3398,451,3328
3061,1077,796,2444,2872,197,3117,2319,685,130,977,140,3197,2652,2093,935,130,1555,3187,1555,130,685,2319,2374,3255,2319,130,130,685,2319,130,130,130,130,130,685,130,2319,130,130,130,685,2833,130,130
3062,1077,796,6812,1518,3188,2574,2234,1182,1496,336,2350,3169,752,2968,2729,3466,1433,2403,3467,2202,1496,1496,392,3003,3467,3466,3466,3003,1496,3466,1496,3467,1161,3466,837,2127,1396,2127,3466,1487,3003,3466,3466,3466
3063,1077,2823,3094,1169,197,2471,3232,3030,281,3274,2410,3197,2652,0,1131,828,1012,1131,1555,2572,685,3491,1950,355,0,0,355,1012,1950,828,0,3197,280,0,1466,0,355,2655,1017,2655,2655,828,2655,3491
3064,3069,2823,5103,474,2812,4733,2159,3216,3165,111,1596,2472,2159,111,111,111,3032,111,111,111,111,3032,111,111,784,111,111,812,111,111,111,111,111,0,111,2441,111,111,111,111,111,111,111,0
3065,1077,2249,0,898,3116,1233,0,419,976,2061,0,427,3459,3459,3459,606,3515,2196,2717,2717,0,0,0,0,606,2061,3028,0,2717,0,2061,2061,2717,3028,2717,2061,2061,0,1501,2061,2717,2399,2061,2936
3066,322,2146,6812,923,2812,3122,2678,3371,3465,875,132,1313,875,132,2739,3072,3480,2574,2385,1313,2718,2646,2718,3480,2739,1442,911,3480,2739,2739,2137,3480,3480,2559,1442,1442,3480,3480,3516,1726,1442,3480,3480,1442
3067,3195,976,1148,898,3116,2382,3304,386,1279,386,1036,908,693,367,898,898,3515,1036,2298,2717,1674,3028,2717,2298,737,2298,2401,2298,737,2042,367,367,367,367,3087,2294,0,0,0,2298,2298,2936,367,2936
3068,1077,1715,1148,585,5501,421,0,0,0,0,0,1304,0,1367,0,0,0,0,1843,0,0,0,946,0,1304,2479,0,0,946,0,0,0,0,2479,1367,934,0,0,1674,0,1304,0,946,1367
3069,1077,2249,1909,1769,321,419,497,1789,2249,1544,2409,167,2514,2152,3413,3079,2514,0,1789,3079,1796,167,3143,770,1789,2559,770,1909,801,2217,2559,3079,1789,2559,2559,3079,1789,1789,2559,2559,2559,0,3079,0
3070,1077,2146,0,702,1735,362,2672,126,1735,2988,1079,2531,1336,3454,4093,3457,2411,1735,1655,5649,1735,3032,3677,1735,1336,3457,1735,2411,454,5649,5873,313,0,313,1655,6635,2411,72,2411,0,0,2411,1735,3959
3071,1077,796,2837,1169,197,116,1053,243,2273,1106,2007,1060,3293,2007,3427,453,152,270,2132,2132,2132,3364,371,2132,371,2552,453,371,2552,3364,3364,0,3364,453,994,371,2845,3364,994,453,994,3427,3427,3364
3072,3195,908,1404,756,249,2783,2303,1766,2989,1944,3379,2031,2569,3037,2606,3037,1766,1404,1736,3037,807,3037,99,650,3037,3037,837,1766,837,99,837,2031,837,1766,3037,1766,3037,3037,371,837,1736,0,1736,3037
3073,1077,2598,659,1850,3878,1989,2913,2598,1590,2397,1792,1792,1242,965,860,1792,1792,965,1242,1792,1792,1861,1792,965,1792,1048,1792,965,3347,1792,1792,965,1792,965,1792,0,1792,965,1792,1767,965,1693,2752,965
3074,1077,2047,296,1270,238,1535,2509,359,2135,0,359,389,359,3006,359,3211,389,359,398,359,359,3211,359,2386,2386,2135,359,3477,3477,3477,2386,398,359,359,2386,359,359,2386,0,2386,398,398,3477,2386
3075,330,1135,3441,2858,2221,3478,2253,1458,2792,696,3077,1965,1965,2152,3077,3077,1522,367,2253,1522,3053,3053,3053,2253,3053,3053,3053,3053,3053,3053,3053,3077,2152,3053,3053,2152,3053,3053,3053,3053,3053,3053,2152,3053
3076,1077,2047,90,756,3116,670,3304,3207,1554,730,730,3164,3207,1166,0,0,1933,3207,2640,3155,3155,3207,3155,3155,3155,0,3207,3175,154,0,0,0,2779,810,2134,0,3175,1908,0,1908,1908,2134,1908,1908
3077,3069,2426,234,3365,1014,3117,2396,1017,1885,1771,1325,0,3275,316,2214,438,1742,3274,2512,3275,3275,0,1017,355,3275,2895,3327,3275,3275,1373,2512,3275,2512,3275,3275,2512,3275,1950,1017,3327,1821,3275,3275,3275
3078,1077,908,2575,756,3116,2574,1878,3371,1174,1913,0,1906,3371,2007,2518,3395,2518,2518,2048,2518,2518,2518,383,3230,3230,2518,3230,1432,986,3230,2436,383,2048,2518,2048,3230,2436,2436,3208,2518,383,383,3371,383
3079,6553,2146,1148,2118,3116,421,4344,946,2790,1657,2614,1304,946,946,0,2479,1760,2479,2479,934,2479,2479,946,1304,1304,1760,2479,0,2479,2479,2479,0,946,0,0,0,2479,0,2479,2479,1304,2479,1843,2156
3080,2864,1538,2704,3177,2812,650,2092,190,2626,1241,2029,110,1241,2979,1241,190,190,190,190,1241,190,190,2660,190,2851,190,2626,190,190,190,190,190,190,1991,190,190,190,190,190,190,1991,190,190,190
3081,3069,3453,5873,782,1285,629,4344,3371,6946,2988,605,3457,267,2944,1362,2911,2064,267,267,3457,157,267,1649,980,267,0,2911,267,267,2911,267,1238,267,3457,267,2911,1421,2731,2911,1421,267,2911,3457,267
3082,330,1135,3441,2816,0,916,3299,1458,2468,601,3152,1022,1999,1214,1214,1214,3152,1931,3398,1999,2885,1937,1931,2636,1999,1931,2636,1999,1931,2636,2636,1931,1937,43,1999,1999,1937,1931,1999,2636,1937,1931,2636,1931
3083,1077,2146,2444,1894,197,2242,1470,2098,1874,3372,1040,1874,476,1874,1874,1874,112,1874,112,477,2847,112,112,112,3289,112,112,2098,2929,112,2098,2098,2098,112,2098,112,2098,2098,112,2098,2098,112,2098,112
3084,1077,2146,296,702,239,1435,2311,79,2280,2280,2953,0,3368,79,1171,1435,3368,79,79,79,0,818,2280,0,1254,0,1254,818,79,79,3368,2098,239,1254,121,2282,2098,2098,79,818,0,2943,3233,3506
3085,322,2249,1148,898,3116,2382,1428,386,2479,2061,5680,3133,3220,367,3133,2149,2298,1036,2294,2717,1674,2479,2717,2298,2042,3214,2298,141,2294,2298,367,2294,2294,2298,2294,2294,2441,2936,2294,2298,2298,2381,2294,2294
3086,1077,3680,659,2236,2236,2361,1071,2035,1590,1847,1792,965,1350,1098,965,3131,2262,2262,46,2262,1804,1838,3131,2050,1838,1098,3154,2262,2050,2612,2262,1590,1590,3131,3131,46,1232,2050,2050,1232,2050,2050,2050,1232
3087,451,2249,1148,898,3214,1233,1289,1789,1899,2416,1899,167,1899,1233,2620,0,1666,2142,3398,886,1657,1233,2416,2906,2620,52,52,3209,1899,52,52,3209,3209,1233,3209,3209,2142,52,2416,3209,3209,886,3209,52
3088,6955,588,5103,6130,3542,629,3794,4454,6277,3852,1108,3852,3852,1785,3662,3852,3992,3852,3662,3662,5769,3852,3662,4550,3852,4680,3850,3850,3850,4260,4260,3850,3852,3627,4295,3850,3852,5121,4260,4260,4260,3662,3852,4260
3089,1077,2249,0,2236,921,3472,1391,2805,2466,2279,0,1822,2871,1617,1767,0,0,2149,3007,2871,2550,2231,2550,0,3007,3007,2871,3472,1674,926,2519,0,2550,1674,2519,0,2871,0,2871,2871,926,2871,2871,2871
3090,1077,796,0,172,0,0,0,0,0,0,603,0,0,0,0,0,0,0,1963,0,0,0,865,0,865,2605,0,0,0,2605,1963,0,0,0,0,2605,0,0,0,0,2605,2605,2605,2605
3091,3195,908,188,1496,2271,2015,2234,1010,1496,2184,3190,0,1010,1496,1010,1010,0,2015,1010,3190,0,3215,91,3190,1010,1496,3190,3190,2391,2391,3190,1010,1010,3190,1010,3190,1010,91,1010,1010,3190,3190,3190,1010
3092,1077,908,2444,1476,197,2795,2374,608,1464,1464,933,280,1464,2979,1464,1464,820,1464,1384,1464,2458,284,820,1464,2851,1837,1837,820,1464,820,820,1837,1837,820,1837,820,1464,820,820,820,1837,1837,2055,820
3093,5404,976,1148,915,3116,2382,2212,1395,1279,673,5554,1584,776,1584,1584,3072,819,1584,0,1584,1584,26,1584,3149,1584,5554,343,898,1584,1374,5554,898,1287,898,1584,1584,3133,1287,5554,1287,5554,1584,1287,5554
3094,1077,3680,659,172,2708,1989,232,2733,1590,2774,2774,965,1242,2996,0,1242,965,1814,884,3347,2774,1814,2774,965,2774,965,161,965,2774,1792,965,1861,965,965,965,965,965,965,1411,0,965,965,1861,965
3095,1077,126,2394,1634,2812,442,2672,1189,2542,2619,1633,1022,1005,3006,3386,3386,1575,2403,3163,3386,2737,1857,3152,3152,3152,3386,1005,22,1633,3386,22,3152,22,3163,3152,2108,3152,3152,22,3152,3152,22,22,22
3096,3195,1715,1148,915,113,2118,1333,2515,3263,1824,749,1022,1304,83,720,1367,83,720,166,720,566,566,566,566,166,566,566,2950,166,720,166,0,566,2950,566,0,333,566,566,566,2950,720,2903,2950
3097,330,1135,3441,2388,3519,6624,0,3605,3527,1180,1483,3527,41,1483,3519,0,1483,1483,1483,2134,1483,12,2006,2277,0,1483,0,0,1039,0,0,12,988,0,628,2908,1483,0,1483,3527,2908,0,1483,0
3098,3195,908,2444,2102,0,243,2234,0,1496,3371,1596,1182,0,1516,0,1182,1784,1182,1182,907,0,2951,1182,2801,3244,1182,907,8,1182,1784,1182,0,1784,0,1784,1784,1182,1784,2239,1182,2239,1784,1784,0
3099,1077,3347,263,2236,3075,1620,2666,2733,1861,2397,603,965,603,2224,965,2224,965,965,965,860,1048,1861,2774,603,603,1048,2774,965,1048,965,965,0,965,965,2774,965,603,965,965,1048,965,965,2774,965
3100,1693,2249,396,1769,1544,2580,860,1792,2247,1792,0,1792,1792,965,860,1792,1792,1792,965,1792,2247,1861,1792,1792,1792,348,543,1792,1792,1792,1792,1861,1792,965,1792,435,0,0,1792,1792,1792,1792,1792,965
3101,3195,33,3163,756,2352,3287,2526,3029,327,3449,1076,1837,3293,3293,1076,2314,1076,1076,2026,1076,1076,2191,1076,1076,2026,2026,3449,2191,0,1076,1076,0,563,563,2807,3292,2026,0,2191,3029,1229,1076,3292,3292
3102,3195,2146,1395,898,1913,1233,1612,2098,0,1612,1552,1072,1612,0,0,1970,2328,1612,1725,1552,1552,1552,1552,1552,239,1253,1552,1613,239,239,239,1552,239,1552,2483,1613,1613,239,239,1613,239,2483,1613,3368
3103,5404,908,6812,797,3116,6041,3518,2379,2385,2974,1352,2853,2335,367,1352,0,2335,657,87,817,367,87,821,87,2114,1769,3464,1898,821,1973,2853,2114,2853,3464,2853,2853,2853,3464,821,2114,3464,2853,2853,2853
3104,3069,796,234,2009,1869,1707,1071,0,0,0,2668,0,0,3166,3166,3226,899,0,3166,1830,2228,1830,1830,0,3166,1830,1830,2131,2066,2228,2066,3166,2228,3166,0,3166,3166,2228,2228,3166,479,2228,2228,3166
3105,5404,908,2575,2236,3326,3326,3326,2582,0,0,3326,2149,2236,1520,726,2149,3472,726,3262,726,2149,2236,726,2954,2890,726,2890,2582,2954,2441,726,0,2890,2236,2236,376,2236,886,2012,2236,726,2236,2236,2954
3106,1077,2222,5873,2125,3878,3956,1195,1639,5068,4042,1792,1792,1025,1025,5068,1792,1792,2580,2086,3750,2247,3435,4042,6335,3663,4042,6335,6335,3750,4042,4958,4042,4958,4727,4048,6335,6335,4042,4042,1792,6335,3663,3750,4048
3107,1077,2146,2596,153,2812,3287,593,1643,0,2870,1736,106,153,2030,1220,3072,153,153,994,153,2080,153,153,153,153,1030,153,0,153,153,153,153,2870,1030,2239,1030,2870,3453,153,106,525,106,153,153
3108,1077,908,2575,756,2068,1709,2526,2301,1264,1106,1709,1554,0,1709,1709,1709,1709,0,837,2470,2369,2369,2470,0,837,2135,837,0,2403,363,2470,837,4206,363,837,837,363,0,1457,3438,1457,363,1106,0
3109,1077,2431,2064,3254,2068,1298,1878,3024,3227,2988,307,3024,493,507,2068,307,307,2874,224,0,2925,224,2441,1079,2459,0,307,1533,1697,2779,0,1697,5707,224,1306,3101,3016,1697,2135,1697,0,3101,3101,3101
3110,1077,2249,296,2399,3451,419,100,730,2249,1597,2836,100,1236,2249,100,469,1329,2836,1329,1833,3459,1236,2836,88,1666,1666,1236,3451,0,1666,0,1666,0,1236,1666,1666,1661,2836,0,1666,1666,3451,1661,3451
3111,1077,2146,0,1726,3136,2242,655,2304,472,3443,0,546,546,3065,289,1682,2454,472,472,0,575,2421,289,472,3507,3507,289,672,3228,2421,3065,3065,3507,546,735,289,289,289,546,546,2421,3507,546,3065
3112,1077,796,659,1850,2167,0,2500,3168,1850,660,2207,1520,3347,3347,1753,3347,2665,3168,0,0,0,0,1590,3347,1590,3239,3347,1850,3154,0,0,0,0,0,0,0,3347,2373,0,0,0,3347,0,0
3113,1077,2249,296,722,2978,0,2265,473,1231,1180,1483,1705,1474,1311,1004,0,1705,1311,1004,1004,1474,1004,1004,0,1004,0,1705,1004,346,1004,2804,1004,346,0,2804,0,1705,2804,3231,2804,2804,128,128,346
3114,1077,2249,296,1769,2409,1233,3209,419,1899,0,1899,419,3220,2110,1661,3209,3515,2142,619,141,419,619,2298,2298,0,2298,2298,3209,1463,1463,0,1899,619,2298,1899,1657,0,325,2298,2298,0,1899,619,1899
3115,1077,908,296,3417,921,1644,1644,174,2765,351,359,3164,101,3002,773,3164,843,2364,351,252,19,2364,3002,3164,3002,252,3417,351,3002,3002,3002,3417,3002,3002,3002,3002,3002,3002,3002,3002,3002,1759,2805,3164
3116,1077,2146,296,437,1622,2795,2374,29,76,79,858,1186,881,79,437,29,29,2422,29,1186,549,1809,29,549,1254,29,2422,549,1643,29,549,1809,2244,29,29,549,29,881,29,0,549,0,0,301
3117,1077,2249,1148,2152,113,421,2509,2152,2479,0,583,0,946,2152,1915,459,459,1527,49,934,2939,2939,2939,1915,2152,2939,49,2939,2939,2152,2939,2939,2939,0,2939,2939,2939,459,2939,2939,2939,2939,2939,2939
3118,3195,2431,1919,1270,1270,2945,1259,2135,2435,0,1709,2435,2435,1717,2435,1082,2434,1717,571,571,1310,2434,620,2434,1717,2434,1709,2434,2435,0,2434,2791,2434,2434,599,2434,1709,1709,2434,599,1310,2434,1310,599
3119,2864,33,2704,163,3188,2945,1479,163,1496,2184,392,3169,2009,710,163,710,91,212,516,516,710,710,2184,710,2184,710,3190,710,163,710,2540,2009,710,444,2184,2540,2184,710,1230,2184,710,2184,710,3051
3120,1077,2249,1923,2076,2389,529,1333,3142,1212,696,2644,160,2070,257,1054,257,1110,3125,2204,786,3125,3125,2204,2917,2070,786,786,3125,2070,786,786,2070,2070,2070,2070,786,786,786,3125,2070,3339,2825,786,2070
3121,1077,2249,1148,797,3116,1233,2958,2515,2283,2974,1036,167,1744,2719,1744,2719,2719,1744,1744,2719,1744,3284,1744,853,2719,2719,1744,1744,1905,1744,2853,1744,1744,2719,1744,2853,2719,1744,2719,1744,2719,1744,1744,1744
3122,3069,2823,234,3365,1014,3117,2351,1288,3210,3150,1345,1687,3232,438,1345,438,1345,3232,316,1345,438,1234,438,0,784,438,3236,3232,3232,3232,2327,3232,3232,3232,3232,3232,438,3232,3232,438,3232,3232,3275,3232
3123,330,1135,3441,5405,2221,3478,2742,1458,1458,6909,3077,3994,2102,6611,2792,2792,2577,1458,2792,1458,1458,4359,6909,1458,1458,3305,1458,194,194,1458,1376,194,1376,1458,1376,2102,1148,1376,2102,1376,194,73,194,1458
3124,3069,2146,2444,1518,3116,2574,1878,1177,3397,363,1244,3440,1244,108,779,108,363,2403,108,1730,108,1104,1104,108,837,1104,1244,1104,2403,2403,2403,2403,0,2403,2403,837,2403,2403,2403,837,2403,0,837,2403
3125,1077,2431,188,1196,3397,1709,1177,3397,3397,1106,1605,1554,2470,507,0,3318,1605,3318,1302,0,0,1518,3318,1605,2782,1605,1016,1605,272,1605,1605,0,0,1605,0,0,1016,1605,1605,272,1605,1605,1605,1605
3126,1077,1474,659,2236,2871,1620,1391,3168,1420,0,1420,1822,263,2224,0,0,1970,0,1822,0,1970,1970,2224,1970,0,2871,1970,1024,1822,2224,1822,2224,2224,1822,1970,3118,2871,2224,1813,2224,1847,2871,2871,2871
3127,3195,2146,1148,2816,2812,5126,2798,3371,3165,3371,1596,2791,599,2791,2540,462,1310,2562,2791,2473,1310,190,462,462,2791,2791,1882,462,1265,599,2389,2791,2791,2791,2791,2239,1882,2389,2239,222,2239,2791,0,599
3128,1077,0,296,1196,1264,1196,3304,1177,1664,2820,530,2673,165,1877,165,2916,165,321,3222,2732,2578,1177,359,3334,1877,0,1701,0,1164,3099,2230,566,2230,2230,3195,2230,3009,2230,2230,2230,2916,2549,1438,1438
3129,2864,432,716,163,3188,234,1479,2009,710,2184,212,0,2643,1011,36,2643,2643,501,36,2643,0,2643,2643,2643,2643,0,540,36,2643,36,2643,2643,2643,2643,2643,0,0,501,36,36,540,36,2643,2643
3130,3069,796,188,1378,1869,2728,1869,2009,1869,1714,2066,0,2066,440,2066,1869,899,209,142,2066,209,209,1185,931,209,2066,1869,209,2066,2066,2066,1869,2066,3069,209,209,209,0,3069,2066,0,0,0,3069
3131,3195,2146,0,898,239,2581,2098,1390,2746,2372,377,377,2550,2372,2372,377,285,3463,377,1253,2581,2581,2581,2372,2581,2372,2581,0,2581,2581,2372,0,2581,2581,2372,2581,2730,2581,285,2581,2581,2581,2372,2581
3132,1077,221,296,2953,321,139,2234,0,1454,2843,2047,2216,3061,2339,283,299,2924,2047,2205,0,2047,1205,2982,2339,2176,2982,2325,3061,2339,679,2339,2176,2339,2339,2339,2339,2339,2339,2339,2339,2339,2982,2843,2339
3133,1077,2146,1693,2625,2889,2889,744,848,848,848,848,2269,848,1513,848,848,848,2000,1693,848,3231,0,848,2771,848,1091,2865,2736,2882,0,2882,973,2286,6058,2154,5186,2882,1858,1524,2648,589,2764,589,2286
3134,5404,2146,2837,3254,197,2783,2526,1066,110,2279,226,1554,703,3278,3278,0,1766,2899,109,109,2554,2554,109,411,411,703,2554,703,703,703,109,703,933,703,703,109,265,2863,109,109,3250,109,109,109
3135,1077,2381,2444,1378,0,600,997,2952,76,827,899,1925,2952,1340,740,3056,2328,0,740,1303,1303,209,1894,3200,997,1894,1894,0,1894,0,1894,1552,1894,0,1894,0,0,1552,1894,0,209,0,0,0
3136,1077,2249,1275,3417,1872,3407,352,352,0,1995,124,352,1995,2857,3148,0,352,352,352,2536,352,0,1995,352,1995,2536,352,1995,352,1995,3111,352,1995,2536,352,1995,2871,265,1995,1995,1995,2536,1995,1995
3137,1077,1135,3441,2388,2221,3478,2253,3478,1452,696,3077,1749,776,1749,97,2742,3157,367,1749,817,1772,318,1749,2742,2204,1923,3077,2204,2990,2990,1923,3077,2742,1749,2742,1875,1749,2742,1965,2792,3077,2742,318,1749
3138,1077,2381,0,1378,0,774,1906,171,2498,2427,1054,1490,774,1490,1504,1490,1490,1747,774,1490,1490,1490,1490,1490,1633,1490,1490,1490,1490,3466,1490,1490,1490,0,1490,1490,1747,2959,2959,752,1633,1860,3466,3466
3139,1077,604,659,1132,3516,0,3093,0,0,1995,124,352,2005,2924,604,1478,604,604,352,71,0,604,63,352,0,579,352,0,604,0,0,352,604,352,352,0,352,352,352,604,604,352,604,124
3140,3195,33,1148,756,1073,3321,1317,1636,1914,33,1063,1603,1914,499,3321,1603,3321,1914,3321,1163,3321,3321,0,3321,1603,3321,3321,3321,838,113,113,0,1117,3321,3321,838,1317,3321,1163,3321,838,3321,1163,563
3141,3195,33,2444,163,3188,2945,2234,799,212,1106,2671,2671,599,212,1362,3318,2671,2671,799,2671,2671,2671,2671,2671,2671,2671,799,2671,2671,2671,2671,2671,2671,2018,2671,2671,1717,2059,2671,2671,2671,2671,2671,2059
3142,1077,2381,2444,1518,0,282,1906,2304,3416,2223,414,1906,941,2223,2223,1737,2950,2223,2223,1906,2444,3111,3111,1906,2223,2223,2444,2444,2223,2444,1906,2444,2223,0,2444,2444,2444,2444,2444,1906,2444,1130,2444,3307
3143,1077,2249,296,1769,3087,1233,1154,1789,1899,1544,1899,167,619,2249,1661,3209,419,1796,619,1899,52,619,1899,1899,1666,1899,1661,2409,1899,619,1899,1899,0,419,1899,419,619,888,419,1899,0,1899,0,0
3144,1077,2146,1148,1634,2037,1633,2798,2515,1983,2791,749,2037,599,923,1744,2037,1983,2037,2037,2335,2037,0,1747,2574,1003,1003,1744,1432,0,1903,3306,2574,2037,2037,2860,2037,1747,1408,1851,1003,1747,1747,1003,1003
3145,6492,2146,6812,0,6810,0,0,473,6900,1180,6272,0,1474,6373,6810,123,1705,4648,128,1483,4850,1883,4473,1483,128,1483,346,3519,4473,6214,988,1483,1483,1883,1883,1883,1483,6826,1483,988,2908,128,1483,128
3146,3069,2426,0,3177,2977,1251,2674,734,0,2555,3286,0,338,338,897,1206,0,511,0,0,3286,5707,511,511,1206,3274,3286,511,1206,511,1624,511,0,511,0,0,1206,1206,3274,1206,1206,1206,1206,1206
3147,1077,2249,2597,1022,3163,1233,2412,2904,2318,2917,2917,533,1987,0,1672,3178,1854,3045,3045,3045,3045,2509,0,1672,2204,3045,3045,3045,755,3045,3045,3045,3045,2879,3045,1502,3045,1502,2879,1502,2879,1602,3045,2879
3148,322,908,1395,1769,921,1752,1447,1380,2466,2466,0,167,286,2288,921,1036,518,1036,3202,2717,19,3106,1752,705,3459,921,2401,3106,635,1833,19,19,3459,3464,3106,635,2618,1752,2618,0,19,19,19,19
3149,330,1135,1148,2388,2221,3527,2265,3478,3527,1180,1039,3527,2771,12,345,1483,1180,345,128,2588,128,1883,2006,2277,2277,1471,3527,2277,1039,3527,345,12,12,2588,628,1039,1039,128,2852,3527,2908,128,128,2277
3150,5404,908,296,756,662,2783,2377,174,3263,773,359,680,2122,2122,773,2122,1076,720,2122,2122,595,1780,19,2122,720,3292,662,3477,2122,1780,3292,662,2122,1780,773,662,3477,1780,662,3477,1903,720,662,2122
3151,1077,2249,296,2507,2871,2397,1391,2651,1307,265,1769,167,1995,2857,604,352,352,352,352,71,124,604,71,352,352,71,1307,352,1478,1478,604,352,215,352,352,124,352,352,3225,1478,604,352,215,1307
3152,330,1135,155,1658,2221,3478,2592,1458,1452,158,3077,5781,158,2389,158,3077,0,1190,49,3478,1190,318,318,1211,2792,3305,3077,49,158,1190,49,194,1190,1190,3053,1190,1190,1190,1190,1190,1190,49,1190,1190
3153,2864,432,234,3177,3188,2242,790,339,873,873,910,3169,470,1011,873,3072,649,1997,3488,873,873,3082,3488,1735,873,1258,873,774,1362,3082,873,873,873,873,1997,1538,873,1729,3082,3082,1538,3082,873,3082
3154,3195,2885,1148,915,1073,2903,277,354,1877,2969,2306,3442,1999,2821,3282,3442,1575,2959,2821,2476,2476,2517,406,852,1820,3152,673,1676,2261,1286,673,2261,2075,2821,2075,1820,2821,673,1820,673,3152,852,1820,1820
3155,1077,1135,3441,2548,1772,155,155,29,155,29,2622,3453,155,918,2870,362,155,3125,2548,155,3125,155,1057,918,918,155,918,1057,155,918,1684,2406,918,2406,2406,155,918,918,2406,918,2406,2406,2406,155
3156,2864,432,234,163,3188,1948,2674,163,2003,2184,392,0,2184,163,163,684,710,684,1947,3169,710,163,163,163,1225,2003,1947,1947,163,710,845,163,163,684,3216,1198,1947,163,163,684,710,1947,710,163
3157,1077,6,2064,3254,2812,529,2586,1265,3165,1252,103,0,3250,1916,3165,411,190,1265,3250,3250,3250,190,1882,2266,2286,3250,3250,3250,1882,3250,3250,3250,3250,3250,2286,2239,3250,3250,3250,3250,3250,3250,222,3250
3158,3195,33,2704,163,2704,649,3136,1764,1245,3100,1322,676,2999,1387,1816,3,1816,2177,3357,1816,3357,3357,1816,2947,3,1816,1805,2999,2999,1816,3357,1816,3,3,1805,1816,1816,3357,1805,1816,1816,3357,1764,1816
3159,1077,1462,0,1850,561,2002,1071,2002,3358,2397,480,1242,1242,1098,480,1242,480,1876,1242,480,0,1242,1098,561,1232,1098,2262,2262,2262,1462,1350,1098,1098,0,2262,1098,1098,311,1910,1098,1098,1098,1350,1098
3160,3195,33,1148,756,3116,3321,1117,2933,1914,1760,3321,1304,2933,2156,3321,1117,3321,1914,3321,3321,3321,3321,838,3321,1603,3321,3321,2136,1304,1117,1776,3321,1304,3321,1776,1999,3321,3321,3321,1304,1776,3321,3321,3321
3161,5404,1715,1148,4801,6021,2509,4344,3054,1686,2488,2530,4801,94,2530,1299,2530,2530,2530,2530,1222,2,1222,2530,2917,158,2917,2530,3054,158,2840,2530,2530,1299,2917,2917,1299,2882,2530,2917,158,3005,2530,158,2917
3162,322,976,1148,2118,2307,2509,2509,1535,2135,5693,389,389,359,3006,2606,3211,389,3211,0,3211,1535,3211,3211,1404,3211,0,3211,1535,3211,3211,3211,3211,3211,3211,3211,1766,3211,3211,0,389,3211,3211,2731,1766
