ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50
3812,3131,2695,4880,3406,4464,3678,2536,2925,338,5048,1027,2427,1027,1027,1027,1027,151,1025,671,1025,671,671,671,1590,671,671,671,3331,1443,671,2774,671,1025,1025,671,671,671,2774,472,1447,1096,1096,2774,1590,2774,1590,2774,3332,1096,655,2774
3813,2792,3588,4880,3406,56,1602,56,106,83,2382,2382,1676,1255,1255,3442,737,3442,333,2466,1380,737,598,1255,3499,3499,1255,737,598,86,1610,749,3499,2732,1584,3499,3499,3442,3499,1584,3499,3499,2559,1556,1584,3499,3499,1791,3499,1860,1791,3499
3814,2792,3588,4880,2843,56,1496,1914,3516,2156,1620,3199,420,19,336,1681,1681,1681,1681,635,1681,258,1681,1681,3423,3423,3423,3423,3423,3423,1681,3423,3423,3423,3423,754,3423,3423,3423,2649,3423,3423,3423,3423,3423,755,3423,3423,3423,3423,3423,755
3815,2792,3588,6013,3733,1944,1540,1784,2829,2622,3066,1916,677,677,677,1916,1916,3343,3343,3343,3094,3343,3343,3453,3453,3453,3453,3424,3453,3794,3424,3453,3424,3453,3341,3424,618,3424,3453,3453,918,3341,4733,3424,918,75,4733,2824,1687,3341,4733,1991
3816,2792,2695,590,3406,6500,2894,1015,1425,1425,1173,1425,1425,1425,1425,1425,1425,1425,488,1529,1425,1529,1529,1071,1529,1529,1529,1529,1529,480,178,1173,931,480,1529,1529,1529,1033,931,1033,931,1425,1529,931,181,931,931,931,931,931,1529,480
3817,2792,3588,6013,4457,1944,1540,1529,2143,2508,2508,516,2668,2508,516,1545,2706,2508,496,3514,2508,2184,2184,3514,3514,3514,2508,2508,3514,2184,3514,3514,800,2184,804,3523,3514,2491,3514,304,800,3134,3523,3523,800,184,500,3144,3523,3134,525,3144
3818,2792,3603,4880,3406,4464,1602,56,3353,2560,2695,2560,1156,11,2111,1734,11,2853,2628,2628,3133,3492,3492,1723,1723,1723,1723,1723,3492,4408,343,1723,3492,3492,3492,4408,1723,1723,1723,1723,1723,3492,3492,1723,1723,1723,1723,3492,343,1723,1723,3492
3819,2792,3588,6013,4457,1944,1903,408,2412,180,3073,2089,2313,2313,3073,619,916,1686,3073,324,610,2389,2073,2073,2073,1285,2073,1658,1658,2073,1658,1285,2154,2920,2154,601,601,1686,1285,1658,1658,1686,1658,2154,2154,1658,2154,1686,601,2154,601,1658
3820,2792,3588,6013,3733,1944,2636,408,1376,2771,1883,1883,41,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,41,1883,1883,1883,41,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
3821,2792,3588,6013,4457,1944,4976,382,570,2932,2054,3309,2302,1983,2015,3122,724,2932,3122,2015,3122,3122,2015,3122,3122,2022,3122,3122,3122,3122,3122,3122,3122,2015,3122,3122,2851,3158,3122,3122,3122,3122,3122,3122,3122,3122,1385,3122,3122,3122,3122,3122
3822,2792,2695,4880,1126,558,1602,56,1477,1124,419,2820,99,2304,978,3386,1907,2210,1896,2210,2210,2210,3222,2210,2210,1896,2210,2403,2403,2403,2403,2403,2403,2403,2403,1217,2062,2403,2737,2403,2403,2403,2403,2403,2403,1244,2403,2403,2403,2403,2403,966
3823,2792,3588,6013,4457,1944,5126,408,368,3064,2310,2310,911,1354,650,911,650,2871,1427,1427,2149,2871,911,2871,741,2871,2523,2871,2783,2783,2783,2783,741,2783,2783,2783,4908,2783,2783,2871,2783,4908,2783,2523,2783,2783,2783,2783,2783,2783,2783,2783
3824,2792,3588,6013,3733,1944,3157,408,2366,2771,1661,2382,1734,2110,2347,1734,138,3256,3018,1927,419,1927,3018,138,3018,3018,3018,3256,3256,3018,1380,3018,3018,3018,138,138,3256,3256,3256,3256,138,3018,138,138,138,138,138,3256,138,138,138,138
3825,2792,3588,6013,3733,1944,1540,2366,2863,1985,1196,1329,909,2366,419,3047,2620,2836,2620,2620,2620,419,2620,2620,2620,2620,2620,2620,2620,419,2620,2620,2620,2620,2620,2620,2620,2620,2620,4441,3054,2620,4441,2620,419,2620,419,2620,1899,2620,419,4441
3826,2792,3603,4880,3406,4464,2524,2198,1459,455,1661,74,3256,1326,1326,1022,1326,1022,1661,1022,1661,1661,3028,2089,1022,2089,2089,3224,202,1661,1661,1022,202,202,202,354,1661,202,1022,1022,391,1022,354,1022,1022,1022,1022,354,1022,1022,1022,354
3827,2792,3588,6013,4457,1944,1540,1227,2262,2262,2262,2262,2262,5141,2262,5918,5816,5851,6701,3131,543,5851,543,543,543,543,543,2996,543,2996,1350,543,2996,2996,5053,543,1048,1048,1048,1048,543,543,1048,543,543,2996,232,2996,1048,2996,543,543
3828,3131,2695,590,3406,4464,6346,3373,2480,194,775,1706,1789,1789,1789,1789,1789,1789,1909,2338,835,2338,1909,1909,1909,1909,1909,3180,2938,1909,6097,883,2401,2401,2401,2938,883,2938,6097,1442,108,6097,2589,1442,6097,234,890,6097,1442,1389,1442,1452
3829,2792,3588,6013,4457,1944,2636,2366,320,979,1095,1016,1296,3506,307,3207,307,307,307,1134,307,982,1174,982,982,2199,982,982,982,982,982,982,982,1174,2199,982,2199,814,982,814,1174,814,982,814,814,814,1920,567,814,567,814,814
3830,2792,3603,4880,3406,4464,1602,1156,787,3485,1480,131,787,256,256,787,787,787,787,787,787,787,787,787,787,787,787,787,787,3089,787,787,787,787,1095,787,787,787,787,787,787,787,787,787,787,787,787,787,787,1095,787,787
3831,2792,3588,6013,3733,1944,1540,1784,305,758,6923,2485,3216,417,2016,653,5383,3740,5084,6866,1509,417,5084,1325,417,4042,1185,417,222,6240,2184,2184,2184,2184,222,417,2184,2184,1185,222,2184,222,6483,2184,2184,2184,6866,6244,6866,2184,2184,2184
3832,2792,3588,6013,3733,1944,1540,2366,2366,154,154,154,3099,154,154,154,3099,154,1762,1762,953,2230,3099,2230,1723,1762,2230,2230,2230,2230,2230,2230,2230,2230,2230,3139,2230,2230,2230,1490,1503,5524,2230,5524,2230,2230,1503,1503,626,1503,1503,1503
3833,2792,3588,6013,4457,1944,5126,1227,2143,698,2202,2777,586,570,2184,2184,2777,2184,1726,1370,1189,3272,3286,1308,1189,2855,1189,3396,1308,2777,1189,3286,1308,1308,2184,3286,571,2184,1510,1510,1510,2997,2997,3286,1308,2997,3286,2184,2997,2184,2184,2184
3834,2792,3588,6013,3733,1944,1540,1784,2290,338,3104,82,3127,2356,2356,2356,2066,1198,1198,432,2309,2309,2309,2356,802,802,802,802,2309,802,802,392,3510,432,392,432,432,432,1821,2309,432,392,432,2356,2356,432,2356,2356,392,392,2685,135
3835,2792,3588,6013,3733,1944,2636,408,775,1519,221,2480,2480,2644,2480,852,1355,852,3209,3209,852,3209,601,852,852,852,852,3656,2216,852,601,852,852,296,296,296,2805,497,2805,6911,2216,3209,2805,2805,497,497,2805,2974,601,497,2805,2805
3836,2792,3588,6013,4464,4464,493,408,642,640,301,1839,941,1010,941,642,941,941,1331,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,941,5875,941,941,941,5460,941,941,5875,941,504,941,941,941
3837,2792,3603,4880,3406,56,1602,4490,1579,2811,370,1456,911,2910,5573,1602,56,2118,1456,1456,2212,2212,1456,1456,1456,2650,2386,2650,1456,1456,2212,1456,1535,1456,1535,2386,1535,2650,1456,1535,2212,1535,2386,1535,1535,2212,1535,1535,2620,2212,1535,2650
3838,2792,2695,4880,3406,6500,6854,167,2871,1236,2843,2843,3093,2041,2041,2041,3471,2843,2843,2843,2843,2843,2843,985,985,985,2843,2843,2679,2679,2843,2679,2679,2679,2679,2843,2843,2679,2843,2679,985,2679,2843,2679,2679,1403,3471,985,985,985,985,2679
3839,2792,3588,6013,3733,1944,1767,408,2412,2752,155,3942,3942,40,3942,4535,3942,3942,2603,2603,2603,2222,2603,2603,2374,2603,2603,2603,2603,2603,2603,2603,2603,2603,3363,2374,2603,2374,2603,621,621,2316,1057,2374,918,3253,2316,2374,2316,2374,6775,229
3840,2792,3603,4880,2843,56,2524,1232,2835,1386,1389,677,677,677,677,677,3266,677,677,677,677,3272,3392,3392,2595,1386,2595,279,2595,3392,780,2095,3392,3392,3392,279,3392,279,3392,337,292,3392,3392,4910,3392,3392,816,1533,3392,1560,3359,1533
3841,2792,3588,6013,4457,1944,6019,6916,3906,4441,5102,3605,4441,2622,1458,4441,6869,4441,4441,3573,2076,2165,6080,2076,2076,2076,6080,776,2742,2742,4935,3339,2076,776,4719,2742,2742,2076,5824,2742,2742,2742,6579,5824,6579,3339,4935,6579,6579,2742,5824,2742
3842,2792,3603,590,4464,493,493,2429,3197,316,557,2471,557,2471,2576,557,2892,557,1012,1012,897,897,897,1012,2576,1012,897,2214,897,1012,897,897,2576,3293,1012,1012,2576,1012,935,897,1012,3255,1012,2576,3255,3255,935,1012,1012,1012,1012,1012
3843,2792,3588,6013,3733,1944,2034,382,6010,2865,2882,4316,3378,1403,1535,1433,5496,781,5663,3918,781,6316,1730,781,1730,6204,6763,5496,6763,6954,6954,781,6204,6954,781,1730,1730,1730,781,5496,781,781,3951,781,1730,781,6204,807,812,1903,3951,6707
3844,2792,3588,6013,4457,1944,1540,1784,3039,1950,2720,653,2016,3232,2016,2016,653,417,2540,653,653,417,653,653,417,653,2540,417,2184,417,2184,2184,2540,2745,1509,417,1185,1014,1185,1370,2184,2540,1014,1185,6866,1185,1785,417,1785,3438,6866,2184
3845,2792,3588,6013,4457,1944,1540,1784,1529,3141,6635,6635,3358,1012,5103,1012,5214,5528,1042,4535,1185,1509,5214,2872,2681,2622,687,2562,4535,2681,3343,2622,2312,2913,2913,4026,4026,3343,2594,2276,3343,3343,4917,1821,4026,1981,3343,1981,1742,1981,1981,3343
3846,3131,2695,590,1463,4464,2894,1015,2524,2524,3724,32,2524,3903,709,709,6126,6126,4813,709,4268,5933,5141,435,5141,4268,4268,37,4268,6126,4268,4268,4268,4268,967,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,967,4268
3847,2792,3603,590,3406,6500,2057,3705,3197,3491,582,1192,198,1948,3491,3491,6102,4149,2410,4149,2410,234,4149,972,2481,2481,2481,2410,2410,2410,2410,2481,2410,2410,2410,2410,2410,2410,2410,2410,2410,2410,2410,2410,2410,3137,972,2410,1328,3137,2410,3137
3848,2792,3588,4880,3406,1944,1496,2103,977,2456,2382,2382,1176,1176,1176,1176,1176,1176,1176,1259,1176,1176,1704,2286,2806,2149,2016,2806,1073,3286,2806,2806,3399,2806,2806,316,2806,2806,2806,2806,462,2806,462,2806,2286,2806,2806,2806,5383,2806,5383,2806
3849,2792,3603,4880,3406,1579,1496,1874,1874,782,3394,5254,2019,1786,5254,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1786,1956,1786,1786,485,1786,1786,2987,1786,2781,1786,2781,485,3404,2781,295,295,1336,1336,295,2781,1401,295,295,3404,295
3850,3131,2695,590,4464,4837,6346,1210,5213,254,254,254,254,254,254,4095,5896,3933,2712,3933,4048,2548,4721,3933,2148,3933,2148,5207,2148,2111,2618,3933,2385,4721,4721,923,2111,2148,2148,2148,923,2385,2385,2111,2148,2385,6640,2385,2385,2385,2385,2148
3851,2792,3588,6013,3733,1944,1701,1054,2294,3441,1609,1386,789,40,3942,2448,3000,3942,865,3942,865,2452,3942,3942,3942,3942,2131,972,3942,2131,3093,3942,2927,2131,2131,2927,972,2927,2927,2927,2927,2927,2927,2448,290,2927,2927,2927,2625,2927,2927,2927
3852,2792,3603,4880,3406,56,1602,1156,535,569,56,1044,2907,1157,1760,1000,1157,5963,1000,554,4772,4772,554,1410,554,554,946,5942,4772,1739,1739,1739,4772,4772,4772,1739,1739,4514,3822,3292,5709,6363,554,554,2783,6363,5351,3822,399,1264,341,6363
3853,2792,3588,590,1795,6500,1812,1784,1017,3491,3491,3029,3029,1594,3105,2818,3454,2818,1594,3105,3029,3105,3029,3029,3029,3029,3029,1107,1107,3029,3029,2094,2348,836,3105,2094,1107,2572,715,2319,3050,836,2757,1969,6710,2757,1867,2319,2319,1624,715,2319
3854,2792,3588,6013,4457,1944,5126,1874,1185,3150,2720,2720,2720,3488,3219,2159,2028,2760,2028,1464,2760,2760,2760,2028,2760,2760,2760,2760,2760,2760,2760,1496,2760,2824,3453,2824,1496,2824,1496,2824,2824,2824,2824,2824,2824,2824,2824,2824,2824,2824,2824,2824
3855,2792,3588,6013,3733,1944,6019,408,2871,1454,97,6176,2189,987,3291,497,2943,987,1725,1949,987,1949,1949,1949,1949,1949,1949,1949,1949,1949,1439,3208,1949,1949,1949,1949,1949,1949,1254,1949,1949,1949,1452,1452,1949,3423,1452,2943,1452,1226,3423,1949
3856,2792,3588,4880,3406,1579,6854,4262,2871,46,46,1767,1767,2868,1232,1767,1232,1232,2871,1343,1232,1232,1232,176,1232,1232,2224,1232,2224,1232,1232,1232,1767,1232,1232,1232,1232,1232,1232,1232,1232,1232,904,1232,1232,1232,1767,1767,1767,2243,2054,1767
3857,3131,2695,590,3406,4464,3678,1018,3125,2074,2074,1205,907,2843,3048,299,3215,3048,3215,3215,372,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3125,3215,3215,3215,3215,3215,3215
3858,2792,3588,6013,4457,1944,1903,2715,2871,3345,2708,3363,3363,3289,2594,161,3363,2594,2594,1132,161,2983,479,161,2943,161,2097,1390,2452,2097,2943,161,2452,2228,1390,2052,2943,2943,161,2943,603,479,2052,2943,2452,161,2052,2052,603,2052,2052,2052
3859,3131,2695,590,1463,6500,2894,1015,3131,2524,548,418,2516,2516,2996,3026,2516,2524,2257,10,10,2373,2996,10,2373,10,1390,1390,2373,1390,2373,156,2996,3418,2257,2373,1390,2373,2257,10,2996,2631,2373,1390,2257,2257,2257,2996,2996,3345,1390,3345
3860,2792,3588,6013,4457,1944,1540,1874,669,6920,6920,6920,1136,986,6920,765,5214,2953,2953,1136,954,1475,2276,1951,5031,2222,1131,2525,6743,5745,1136,6865,1580,5745,5390,1042,1210,1136,1580,1136,1136,579,358,3546,75,4990,6743,579,1873,6462,3613,4403
3861,2792,3588,1788,3733,1944,2057,1784,2439,1386,2192,2192,798,798,1431,2079,1431,3016,3016,2869,1971,2034,2598,1971,1590,1971,6979,1971,1971,1302,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,3435,1971,850,1971,1971,931,931,931,1302,6979,6979,850
3862,2792,3603,4880,3406,1944,2524,2103,535,101,1366,2529,2955,2621,2955,1366,1366,1399,2441,2621,1399,2442,3228,1413,2442,949,2441,2441,773,1235,1407,2444,3198,773,2442,2441,608,2444,3716,1235,613,773,3198,3716,613,608,613,608,608,613,773,773
3863,2792,3603,4880,3406,4464,1602,737,997,2458,2055,2553,608,3293,3293,3293,3293,874,977,977,874,539,1540,2196,119,1976,2196,2196,2196,656,2252,2155,2196,1837,656,1837,1837,2545,1837,1837,6083,820,2414,1837,1837,1837,1837,1837,1837,773,773,1837
3864,2792,3588,6013,3733,1944,2636,5457,2502,2313,94,2502,1386,1820,1533,2321,1386,1610,3055,3028,3152,1124,3028,2196,1610,6474,956,3271,3909,956,1049,3909,1124,5241,1124,2176,3909,956,2321,956,1124,5241,3909,3909,956,956,5937,3271,3909,6488,1005,3909
3865,2792,3588,6013,3733,1944,1701,2103,1337,1433,1,1337,1014,2043,2043,2043,3433,1880,1880,1865,3433,2863,2863,2863,168,2553,1592,2863,2863,3091,955,1570,2991,2863,1570,1592,1370,3091,1521,2991,3091,3091,3091,3091,3091,3091,3091,3091,3091,3091,3091,3091
3866,3131,2695,590,4464,493,493,1784,1017,758,2847,3408,2066,2770,704,3200,2558,727,1696,2600,1696,2880,1714,380,2880,2880,380,1327,637,2723,758,2723,2723,2723,2723,2880,2085,2723,758,2723,2723,2723,3372,2723,2723,2723,2723,2723,2723,2723,2723,2723
3867,2792,3588,4880,3406,1944,1602,408,2603,1247,769,2689,3348,11,11,3133,2534,2534,2398,2534,11,1459,1734,1734,1459,1734,1459,2398,6979,390,4408,1661,2152,4955,1459,5259,953,2940,1661,4408,4955,4955,2118,4955,4955,3133,419,3133,4955,3133,1734,2559
3868,2792,3588,6013,4457,1944,5126,408,2863,3028,451,3459,874,2848,3459,1646,1927,2611,3393,391,563,102,39,3393,3393,3393,225,3070,2732,39,2585,39,563,2732,39,3070,39,39,39,39,39,39,2260,2633,2585,563,1179,2585,2732,2281,169,2732
3869,2792,3588,6013,4464,4464,2057,167,320,2041,2074,1205,1768,3061,2041,3048,901,3048,1635,2041,3048,901,3215,2041,1282,3215,3215,3125,3215,2041,2041,833,2041,3406,3406,2041,213,3406,86,2918,150,3215,3125,2748,150,2775,2775,3406,664,3406,907,2775
3870,3131,2695,590,1463,4464,2894,1525,2627,2865,2057,282,1738,3139,1584,1738,1466,1466,705,1584,2994,1466,2717,705,2717,705,1466,2719,2717,1584,1466,3031,2717,1466,1466,2717,3303,1466,2717,5995,5995,2309,1200,1200,2717,2717,705,1200,2717,3303,2717,3303
3871,2792,3588,6013,4457,1944,5126,2215,1067,5992,1455,1332,1928,2497,561,2157,1928,1928,2157,2157,1928,561,1928,1928,1928,32,1928,4831,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,2598,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1753
3872,2792,3603,4880,3406,4464,1602,2603,539,455,3054,2089,1219,1222,1222,1222,1068,391,3054,1887,1656,1044,3054,1930,3054,1887,1788,1788,1788,3484,1788,3484,3484,1788,1788,3484,3484,3484,3484,1930,1788,1788,1788,916,1788,916,1788,1788,1788,1788,1788,1788
3873,2792,3588,6013,4464,493,1812,1784,1071,130,130,130,3257,130,3105,1012,130,130,1012,1012,1012,1012,1012,130,130,1012,1012,1012,1012,1012,1012,1012,130,1012,1012,3320,331,1012,1012,1012,1012,1530,764,3320,1012,1012,3320,1012,1012,1012,3320,3320
3874,2792,3588,1788,3733,1944,2636,157,1259,3487,3487,2266,1803,2266,2266,2885,3487,2266,2266,3182,1395,3182,3182,2636,2636,62,467,3182,487,487,1820,1820,1820,1820,1820,2266,1820,1820,1820,2499,2636,1820,1820,1820,2636,1820,1820,1820,1820,1820,2636,778
3875,2792,3588,6013,4457,1944,1540,2198,1766,550,242,2653,822,608,3205,637,1440,1837,2310,1136,608,637,1364,110,608,2352,822,4133,1044,2553,1837,1384,2568,110,515,1139,1044,3510,3510,894,1837,515,3233,1384,3233,3233,3537,1435,3537,3537,3233,2568
3876,2792,3588,6013,4457,1944,3157,2198,2089,458,3054,1507,215,215,215,1149,215,265,2930,1149,419,1149,2930,6059,419,168,419,1149,419,6059,419,2930,419,6080,5264,2353,2353,1638,6059,6080,341,722,2353,341,1521,2227,341,6080,341,2353,341,6080
3877,2792,2695,590,4464,4837,493,2057,6900,1598,1514,1946,1098,2014,2014,2014,2014,2014,2014,2014,2014,841,841,2014,2014,4688,4688,4688,4688,1749,4688,1621,4688,4688,4688,1749,4688,841,2014,4688,4688,4688,4688,2014,4688,4688,1749,1005,1005,2014,2318,1005
3878,2792,3588,6013,3733,1944,1540,1784,3289,2660,686,1052,1996,3033,3396,516,3396,3396,3465,839,3396,3396,3396,2602,2602,2602,3396,2290,3330,3330,3396,1370,1370,3330,3396,942,3396,2290,3396,3330,3330,3396,3330,1020,3330,3396,3396,1370,1370,3330,3330,1020
3879,2792,3588,6013,3733,1944,2636,1018,1412,2741,2620,578,2806,2230,2620,1879,946,730,946,730,730,3175,946,3616,730,583,2620,730,583,50,3682,3682,730,3682,2620,730,50,946,3682,3682,3682,3682,946,50,461,3682,419,730,583,3682,1879,3073
3880,2792,3588,6013,3733,1944,1540,1784,1874,920,1918,1881,1874,1874,1613,2092,3501,2749,1798,2643,2025,525,2643,1714,733,733,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714
3881,2792,3603,6013,3733,1944,1496,2103,1082,2103,1269,1805,152,2056,152,152,3085,1917,1917,1040,3085,1345,1917,1917,1345,1345,1917,1917,1917,1917,152,1345,2837,1917,6431,6431,1047,1047,1917,1917,1917,1917,1472,6431,6431,2568,6431,1917,1917,1917,6431,1047
3882,2792,3603,4880,3406,4464,1701,1227,2953,3208,70,959,1684,959,2502,959,959,2502,2536,959,959,2034,2034,2034,959,2034,170,2034,2034,2034,2034,2034,959,2034,2034,959,213,2034,1701,213,959,959,959,2034,959,2034,213,959,213,959,959,213
3883,2792,3588,6013,4457,1944,5126,382,1431,1888,2611,1401,1497,3110,1647,2055,2518,2918,563,2950,563,563,6577,3219,1726,313,1726,2950,1584,3503,2518,3293,2950,2950,2950,2950,2950,2863,3293,6283,1726,908,3293,908,11,1726,3865,778,3293,1726,1254,2950
3884,2792,3588,6013,4457,1944,1209,408,2366,286,888,1170,1752,2211,138,3189,4008,1289,1759,1135,26,86,26,26,26,26,26,26,3126,1752,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2514,26,2514,26,2514,2514,26,2514
3885,2792,3588,4880,3406,1944,1602,2653,1766,1433,1477,225,109,109,1433,1433,1433,2234,1433,3438,3438,3438,3438,2671,3438,1717,268,2671,3438,2671,1717,1717,268,3243,226,268,226,1717,1164,2671,268,2671,1164,2644,2671,2644,650,1164,2671,1717,650,2018
3886,2792,3588,6013,3733,1944,5126,6916,912,2172,2289,408,2529,296,3493,1146,1146,214,3361,1146,3468,1146,3052,424,214,214,3052,2529,214,2529,214,214,1146,214,3052,2529,2529,2529,2529,1752,3052,1752,2529,2529,1146,2529,1752,3493,2529,1752,214,2529
3887,3131,2695,4880,3406,4464,988,1220,1507,218,2882,616,981,2910,1837,2926,2518,105,914,585,700,1568,700,700,1016,1016,1421,2098,6451,700,1421,6451,1016,2098,1016,6451,6451,6451,6451,822,2430,3233,822,896,6451,1016,3439,822,756,1549,1549,6451
3888,2792,3588,6013,4457,1944,1540,1784,1431,2900,1269,1862,1123,1862,1862,1862,1503,1862,1862,1503,1503,1862,1503,1503,1503,554,2982,1862,1862,3433,1497,1862,3024,1862,2237,1862,1862,1862,960,1862,1862,1862,1862,1862,1862,1862,1862,3024,1862,1862,1862,1862
3889,2792,3588,6013,1795,493,493,3394,6900,5460,5460,1621,1621,1621,2925,2038,2038,1621,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,1013,1013,841,1013,1013,841,2038,2038,1013,2038,2038,2952,2038,2038,2952,2038,1621,2038,2038,2952,2038,2952,1013,1013
3890,3131,2695,590,1463,4464,2894,2843,642,318,2594,2247,1943,2594,2594,1792,860,1792,1792,1792,3300,1792,1792,2292,1792,2292,2292,5896,1792,2292,2292,2292,2292,5851,1693,1792,1792,1693,2063,2063,2063,2063,1792,2063,1792,2063,2063,1693,694,2063,694,2063
3891,3131,2695,590,1463,4464,3678,167,1390,3406,3406,3493,2041,3211,2970,2970,6,2843,725,2843,1739,2843,725,539,6,2907,2843,2843,167,2135,167,167,167,2907,515,167,2907,167,2907,2395,167,2907,167,167,515,515,3256,3392,1642,1642,1642,2907
3892,2792,3588,6013,3733,1944,1540,408,3104,155,155,275,549,549,3267,2863,1343,3366,2848,2848,5951,1991,3998,3546,1977,6716,5951,5951,2656,6716,1977,6716,1061,5951,222,5951,2971,5951,2185,912,6716,912,1126,2185,2793,912,912,912,912,2764,2848,2848
3893,2792,3588,6013,3733,1944,1903,408,1767,2456,1943,875,3471,805,1567,1949,1279,1567,875,1549,1279,2947,2865,875,2947,2871,1416,2963,2871,2871,2871,2947,2871,2871,2871,2963,2871,2947,2871,2871,2871,2871,2871,2871,2871,2871,2871,2947,2871,2871,2871,2871
3894,2792,3603,590,3406,4464,1496,1405,1259,439,2695,1726,2880,1217,1217,797,132,1066,797,1066,1643,132,1846,1066,2013,2013,2959,1644,333,1717,2013,333,333,333,1717,2681,2959,333,1097,1442,333,2959,1846,333,1717,2756,1097,375,333,1717,1717,1097
3895,2792,3588,6013,3733,1944,4544,408,3125,2366,888,578,554,2874,554,3097,2874,167,2836,554,554,1642,1841,1841,3016,1841,1841,1841,138,1841,1642,554,1642,1642,1329,1841,1841,1329,1841,1329,1841,1329,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841
3896,2792,3588,6013,4457,1944,1767,167,2041,1661,3420,3493,789,2377,833,2965,226,2377,1644,1149,1149,1149,1927,1866,3059,2965,2857,1866,1866,1866,1866,1866,1866,1866,1866,2507,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,2377,1866,1866,1866,1866,1866
3897,2792,3588,6013,3733,4464,493,2366,307,979,3444,3444,2093,2450,2412,2093,2412,2412,2412,2412,2412,1845,591,293,293,2450,2478,293,2863,1605,3059,3059,1605,1605,2478,1610,1610,1845,1610,293,2478,2478,293,1866,290,2632,2632,2652,2652,2652,2632,2632
3898,2792,3588,6013,3733,1944,1540,1220,2871,439,2673,745,2871,1354,707,1977,1977,2836,707,2657,2613,1404,222,2756,2756,2756,2628,2756,2756,2756,1404,205,205,2756,1404,2036,2036,1404,1404,205,205,2036,1149,2036,2036,2756,2036,1404,2036,1404,2756,2036
3899,2792,3588,6013,4457,1944,5126,408,1610,6622,3073,3073,2530,2530,3005,1108,3005,3005,3054,3005,3484,3005,2636,3484,1887,3484,2530,2858,3484,3484,2530,3484,3484,3484,6812,3484,3484,3484,3484,1272,3484,3484,3484,487,487,3484,1788,3484,1930,1788,3484,487
3900,2792,3588,6013,4457,1944,5126,408,2950,354,2695,1556,1615,333,2695,1286,11,2266,177,1584,3307,1498,2000,2266,2758,2000,1599,2000,1584,1584,5704,2266,5704,5704,121,3307,5704,5704,2000,5704,5704,1466,3442,5704,5704,1221,5704,1221,5704,5704,1221,5704
3901,2792,3588,6013,3733,1944,1812,4688,1386,1386,2912,54,937,677,2014,2835,3272,1267,1267,1267,3272,3272,2014,2014,2014,2014,1267,2014,2014,2014,2835,2014,2014,2014,2014,1676,2014,2014,2014,2095,2014,1976,2014,2014,2095,1676,1676,2014,1976,2014,3452,2014
3902,2792,2695,4880,4464,4464,1767,167,2939,2172,2172,1524,489,1609,1248,489,489,489,2374,3094,3094,549,3094,3094,3094,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549
3903,2792,3588,4880,3406,1944,1602,1496,1947,758,3469,675,2629,1479,1385,2671,2671,2127,2671,1440,1440,2812,1440,1440,1440,1440,1385,2671,2671,374,675,675,374,374,374,2558,374,374,374,374,1440,1440,374,374,374,374,1385,374,1385,374,374,1385
3904,2792,3588,6013,3733,1944,1540,2103,402,3447,830,505,2745,505,3110,535,2976,3030,505,1568,1252,599,653,505,505,6965,2782,3483,2782,3483,3483,410,410,410,1941,1261,1864,1941,1941,1261,1261,1941,1941,1261,1941,1261,1941,1941,1941,1261,1261,1261
3905,2792,3588,6013,3733,1944,4976,4408,5773,6190,817,4536,2267,2267,3309,2267,2821,2932,2267,566,2958,2139,2821,1653,1116,1653,1116,1704,1653,1653,2958,3494,2153,2958,177,2958,3494,3494,177,177,2958,3494,177,2958,2958,2958,2958,177,2153,2958,177,3494
