ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38
1731,802,85,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
1732,323,362,246,246,362,246,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
1733,3,304,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
1734,367,40,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
1735,70,86,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
1736,317,317,249,250,249,212,221,212,406,221,406,344,344,221,221,344,344,249,293,140,344,221,344,344,344,418,344,344,344,249,344,221,221,344,221,221,212,344,400
1737,361,412,217,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
1738,294,679,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426
1739,343,198,143,198,7,7,198,160,7,198,7,198,231,198,355,198,26,198,198,198,198,355,198,198,198,7,7,7,198,198,198,198,231,202,198,198,198,198,198
1740,316,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
1741,160,287,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425
1742,737,577,338,42,166,166,42,110,78,214,78,25,78,78,78,91,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,64,78,398
1743,225,287,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
1744,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405
1745,382,338,156,294,156,294,156,156,87,156,297,156,294,280,156,156,156,408,280,109,203,87,212,297,297,793,297,156,87,127,297,297,156,416,156,297,294,156,212
1746,404,341,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
1747,309,202,287,174,66,190,83,83,83,83,83,320,83,83,66,83,228,83,66,83,83,83,320,425,83,425,83,83,41,83,228,83,425,41,83,83,407,83,228
1748,185,395,231,231,231,258,7,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1749,376,376,376,677,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376
1750,223,223,257,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
1751,170,621,798,232,294,150,229,150,40,38,150,150,203,150,150,150,150,150,150,150,150,150,150,150,2,150,150,150,150,150,150,150,150,150,150,150,150,150,150
1752,155,22,22,367,367,367,359,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1753,87,297,156,338,423,338,338,423,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338
1754,256,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
1755,620,355,174,174,287,174,320,174,174,59,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
1756,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
1757,337,655,335,292,271,43,279,39,437,437,271,271,437,134,437,43,271,399,134,134,43,290,37,134,134,210,271,290,43,422,290,134,150,251,38,134,271,134,181
1758,381,8,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
1759,59,160,160,160,287,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1760,178,360,130,121,130,130,36,130,130,130,130,130,130,130,130,130,130,130,130,130,130,36,130,130,130,130,130,130,130,130,130,130,36,130,130,130,130,130,130
1761,124,188,369,369,369,369,369,161,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,214,369,369,369,369,369
1762,204,112,12,321,321,254,133,321,254,321,321,321,321,321,321,321,321,321,321,321,321,321,321,140,321,254,254,250,99,405,51,254,321,254,254,254,254,254,254
1763,390,414,394,150,138,8,138,8,8,156,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1764,253,423,398,95,187,280,280,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1765,66,428,59,59,336,59,59,67,287,59,59,59,59,59,59,59,59,59,59,137,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,137,59,59,137
1766,232,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,2,382,382,382,382
1767,169,85,169,165,169,338,382,169,169,169,202,13,132,132,13,135,13,357,224,13,390,274,64,281,132,421,224,135,64,64,165,64,390,135,165,253,13,374,224
1768,229,19,194,54,54,54,143,423,185,22,252,54,143,54,54,54,434,54,402,54,135,185,185,54,54,296,402,143,143,54,54,281,239,296,183,145,54,26,14
1769,352,546,435,435,435,435,42,435,435,435,435,435,435,435,435,60,435,435,435,435,435,389,60,389,435,435,435,60,435,435,435,435,60,60,435,435,60,60,435
1770,238,413,365,40,4,413,413,413,413,335,413,413,413,413,413,413,413,413,413,413,167,413,413,413,413,413,413,413,413,413,200,413,413,413,413,413,413,413,413
1771,413,347,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1772,403,785,350,338,21,416,416,297,416,416,395,297,166,156,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
1773,86,288,264,264,214,214,203,214,229,214,42,25,214,214,214,240,203,25,364,393,19,203,25,214,19,105,25,380,25,90,436,25,42,25,25,436,436,261,214
1774,335,84,130,36,36,181,36,36,36,36,188,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1775,543,10,28,203,389,292,547,203,408,203,294,203,203,203,203,203,203,203,203,203,203,203,203,203,203,87,203,203,203,203,80,203,203,294,294,203,203,294,294
1776,91,347,375,169,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,436,436,91,91,91,91,91,436,91,91,91,91,91,91,91,91,91,91,91
1777,381,20,279,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1778,712,152,137,421,389,273,273,187,389,273,389,142,264,424,273,273,273,230,336,187,66,210,127,187,66,150,203,187,210,361,292,422,436,90,422,292,210,91,150
1779,316,171,74,74,74,74,74,74,74,128,74,74,74,74,74,74,244,128,74,74,74,128,401,128,74,74,128,74,128,74,244,74,401,74,244,244,244,74,244
1780,402,41,390,26,26,71,71,71,71,71,71,71,79,71,71,71,71,71,71,79,71,79,71,71,71,71,71,71,71,79,79,71,71,71,71,275,71,71,79
1781,325,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,128,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
1782,404,268,268,318,404,267,267,404,318,108,318,318,318,267,318,318,267,318,267,267,318,318,318,318,267,318,318,318,318,404,318,267,318,318,318,318,318,267,318
1783,114,144,64,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
1784,134,306,267,225,125,283,173,125,125,125,125,125,125,125,125,137,125,137,125,125,137,137,125,137,125,137,137,137,137,137,137,137,137,125,137,137,137,137,225
1785,88,88,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,133,415,415,415,415,415
1786,362,209,209,415,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,307,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
1787,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278
1788,214,214,214,371,297,214,39,214,214,297,297,332,214,214,214,39,214,39,214,39,156,214,39,39,159,159,214,179,371,39,156,39,159,388,251,39,8,156,159
1789,260,26,216,170,170,170,408,95,408,34,170,170,408,170,170,170,170,170,170,170,408,170,170,170,408,170,170,170,170,170,170,170,170,170,170,170,170,170,170
1790,162,158,384,57,384,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
1791,55,235,201,201,253,201,113,677,274,382,113,256,308,113,256,102,113,382,308,24,113,256,239,274,382,256,256,256,677,256,256,256,256,113,382,256,256,677,256
1792,363,143,211,287,27,27,407,407,27,407,407,407,407,407,407,407,407,407,407,407,17,407,407,407,407,407,17,407,407,407,407,407,407,407,407,407,407,407,407
1793,8,8,375,8,375,261,138,40,37,199,40,437,40,347,138,347,347,347,230,230,230,230,230,230,230,230,251,138,40,186,230,375,230,230,98,230,230,140,375
1794,371,34,374,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
1795,17,81,70,24,382,2,382,70,382,382,382,382,382,382,382,382,382,382,382,382,382,93,382,382,382,382,382,382,382,382,382,382,382,382,382,382,260,382,382
1796,159,55,110,261,55,55,55,344,55,55,55,20,55,55,344,55,20,163,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1797,394,260,144,394,394,394,394,394,394,394,394,260,394,394,394,394,394,394,394,394,394,394,6,70,394,394,394,70,394,394,394,394,394,394,394,394,70,394,394
1798,223,26,363,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1799,77,340,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
1800,232,260,410,188,262,262,23,46,386,262,386,262,262,386,120,262,262,262,262,262,386,262,46,262,262,386,262,46,262,46,262,46,46,46,46,46,46,46,46
1801,259,1,227,112,154,154,227,133,277,133,133,227,133,112,227,133,133,698,307,293,227,227,698,307,293,227,362,307,9,698,9,362,118,112,112,133,133,227,133
1802,513,191,385,200,335,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1803,837,166,292,398,214,166,214,166,261,129,214,214,129,166,214,129,129,129,261,129,129,129,129,129,261,367,261,129,129,367,129,129,129,129,129,178,261,129,129
1804,136,369,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1805,423,58,423,287,423,423,136,59,423,423,423,379,423,423,423,423,59,423,423,423,190,423,423,423,423,190,333,423,423,136,287,287,287,59,287,355,287,423,423
1806,349,349,401,401,328,341,328,328,318,168,318,318,318,318,404,318,318,318,404,318,318,404,318,318,318,318,318,318,318,404,318,318,318,318,404,318,318,404,318
1807,423,423,54,275,324,357,357,357,357,136,423,423,202,136,285,423,357,423,357,423,285,309,309,309,309,309,423,309,309,309,309,309,309,309,309,174,309,309,309
1808,349,194,78,437,288,194,288,288,437,111,110,15,437,243,288,288,437,288,288,172,288,288,288,288,288,15,288,243,415,70,5,288,288,288,288,388,288,288,288
1809,108,283,538,696,175,175,175,273,725,175,175,175,175,575,175,175,746,752,175,175,175,175,175,175,175,535,175,376,175,746,175,175,809,175,175,175,175,175,175
1810,125,194,194,437,437,437,237,279,437,437,437,134,290,290,437,251,421,290,260,380,437,237,369,242,394,134,422,271,290,290,134,290,290,78,380,437,290,437,290
1811,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
1812,353,643,225,225,225,128,244,325,244,128,244,325,244,244,74,244,384,384,74,244,244,244,267,74,74,244,74,108,244,57,244,244,244,57,267,244,244,74,57
1813,42,436,377,377,377,369,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,393,377
1814,197,268,318,404,254,88,404,404,404,318,318,318,404,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
1815,308,152,228,263,97,228,78,97,385,34,263,263,263,263,263,263,228,228,263,263,228,263,263,228,228,228,264,264,263,263,228,228,263,228,263,263,243,264,228
1816,823,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,756,425,425,425,425,425,425,425,425,425,425,425,425
1817,40,385,40,167,332,332,210,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1818,178,430,347,331,430,335,161,430,430,430,161,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
1819,672,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1820,586,540,350,389,389,389,60,389,389,435,389,389,389,389,389,389,389,164,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,109,389,389,127,389
1821,514,95,95,95,382,294,382,22,261,150,145,331,229,43,261,229,229,229,43,229,261,261,261,261,261,229,261,229,229,229,229,229,229,229,229,229,229,229,261
1822,318,128,334,334,334,334,334,168,334,334,334,108,334,334,334,334,334,334,334,334,334,334,334,334,334,334,108,334,334,334,334,334,334,334,334,334,108,334,334
1823,435,11,251,305,359,14,335,335,150,335,371,371,150,371,371,371,371,371,422,150,299,150,150,127,371,150,371,371,150,422,150,150,422,375,150,299,150,150,360
1824,748,42,42,375,42,85,696,64,172,119,391,119,379,379,119,119,261,42,42,523,42,261,261,42,42,42,101,427,119,375,328,119,42,261,42,375,42,21,172
1825,93,402,169,187,421,287,287,421,421,421,421,257,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421
1826,169,41,348,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421
1827,178,139,323,120,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
1828,396,70,383,331,331,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1829,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
1830,237,269,378,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,6,269,378,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
1831,146,130,62,186,186,21,321,200,321,254,186,378,321,353,186,204,140,246,321,21,218,321,204,138,186,186,321,321,321,186,140,186,186,140,186,140,186,353,186
1832,203,82,134,134,134,134,265,134,134,134,134,134,134,134,134,134,134,134,134,134,253,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
1833,130,40,413,436,413,413,370,413,413,413,413,370,436,370,370,370,436,436,436,436,436,413,436,436,436,436,436,436,413,436,436,436,42,436,436,436,42,436,436
1834,200,140,200,21,92,385,161,161,385,161,161,385,161,161,161,385,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
1835,637,113,215,215,215,325,316,316,215,316,316,215,316,316,256,316,48,48,325,113,94,215,316,49,256,316,316,316,75,77,75,48,316,316,316,316,316,316,756
1836,392,204,405,405,188,405,234,188,402,255,255,235,68,234,255,235,235,234,235,234,235,234,235,255,234,234,235,234,235,255,234,234,235,235,235,234,235,234,88
1837,863,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
1838,21,339,206,362,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
1839,677,190,252,190,252,190,190,190,190,190,190,190,190,190,131,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
1840,684,324,374,358,274,35,258,351,252,357,46,252,351,35,35,35,252,258,35,29,252,35,35,35,35,58,252,252,35,35,252,295,295,35,252,35,35,252,273
1841,296,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
1842,424,58,308,400,400,400,308,400,400,308,308,400,308,400,250,308,308,250,204,55,308,308,308,65,226,308,250,65,55,250,308,204,65,65,65,65,250,65,308
1843,295,438,406,279,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
1844,290,172,202,26,202,156,156,202,11,202,202,202,202,202,202,202,202,202,202,11,11,110,202,202,202,156,202,202,202,202,202,300,202,202,202,202,214,110,202
1845,79,566,644,401,401,401,298,298,401,808,94,94,401,401,75,94,192,94,808,94,808,49,94,75,113,94,75,75,720,366,366,49,75,185,366,73,94,75,75
1846,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
1847,158,382,79,26,79,5,382,143,5,363,343,113,202,143,421,70,143,70,5,70,192,192,265,70,70,343,290,343,343,70,303,2,41,113,70,2,343,343,343
1848,77,48,48,48,48,323,48,48,48,48,48,48,48,48,48,94,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,75,48,48,48
1849,79,157,364,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,305,422,422,422
1850,137,78,488,164,306,435,164,283,336,350,389,60,42,306,306,369,379,208,283,137,297,381,125,306,350,350,137,152,26,371,416,125,109,105,125,435,379,127,538
1851,174,390,113,281,190,190,34,34,34,320,190,34,34,320,174,174,190,34,174,174,83,66,34,174,425,174,174,174,174,174,174,425,361,361,174,361,361,174,425
1852,398,418,246,393,378,393,393,206,378,330,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1853,267,267,74,334,244,73,73,334,334,334,57,334,334,267,334,334,73,334,298,108,318,334,73,334,75,334,108,334,168,341,334,341,108,73,108,298,298,334,75
1854,363,26,211,363,211,211,158,331,77,331,19,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1855,88,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
1856,856,278,87,407,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1857,714,38,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
1858,129,369,249,214,249,369,4,237,4,413,413,437,437,393,437,437,437,437,62,62,437,393,437,437,62,62,437,437,62,62,437,437,437,62,62,437,62,437,437
1859,153,171,268,298,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
1860,91,88,260,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
1861,382,181,32,32,382,192,229,305,24,150,24,305,24,32,24,187,305,19,305,256,24,24,305,24,382,24,24,24,305,305,305,24,24,260,305,24,305,24,363
1862,647,136,272,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
1863,286,331,422,375,399,290,150,290,422,91,43,150,290,422,169,279,150,187,422,422,422,290,422,290,422,290,422,422,422,207,422,422,422,422,422,150,422,422,422
1864,868,212,133,133,133,133,133,99,254,254,254,133,133,133,133,9,133,133,133,133,133,415,9,112,133,415,133,133,133,133,112,133,118,415,133,9,133,133,133
1865,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,369,37
1866,258,355,94,94,94,94,94,94,94,94,258,258,94,94,94,94,94,94,94,94,49,94,94,94,94,94,94,94,94,94,94,94,49,49,94,94,94,94,94
1867,578,575,57,151,125,125,14,225,137,273,125,125,125,137,137,125,137,137,152,137,152,257,137,435,137,152,137,137,152,137,137,137,137,137,137,137,137,137,137
1868,681,363,27,27,260,260,260,260,2,260,260,2,260,382,85,260,229,2,343,260,260,2,260,260,260,260,260,2,260,260,260,260,260,260,260,382,260,260,260
1869,70,43,43,243,367,367,42,202,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1870,288,268,171,341,171,171,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341
1871,37,299,290,40,40,40,40,40,189,189,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
1872,358,303,303,422,357,358,13,358,359,358,358,303,32,358,358,358,358,358,358,358,358,358,358,358,358,296,358,358,358,358,358,358,358,358,358,358,358,358,358
1873,829,359,107,337,247,271,309,247,107,107,183,271,271,165,271,107,165,271,359,271,271,107,271,271,271,271,358,271,271,271,271,271,271,271,271,271,271,271,271
1874,368,154,154,255,186,186,397,194,328,130,188,321,99,205,188,188,188,197,188,254,37,321,254,255,254,321,188,321,188,23,197,254,321,321,197,321,188,321,321
1875,694,193,124,292,38,38,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
1876,41,363,305,3,331,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1877,271,61,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1878,34,179,371,371,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
1879,358,629,133,96,184,154,227,184,259,184,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,197,259,259,259,259,259,259,259,259,259,259,259,259
1880,258,37,394,256,394,394,256,394,394,110,256,256,256,256,110,394,260,260,256,92,92,256,256,256,256,256,256,256,256,256,437,256,55,256,256,256,256,256,256
1881,233,62,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
1882,240,138,111,370,55,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
1883,309,158,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,309,264,264,264,264,264,264,264,264,264,264,264,264,264,264
1884,461,88,437,204,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
1885,261,424,288,65,70,70,308,92,308,65,210,92,65,6,308,101,308,308,15,92,308,65,308,204,308,308,308,204,204,204,308,204,204,204,308,250,250,204,204
1886,146,393,31,359,360,360,360,371,22,360,22,360,360,360,22,360,22,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
1887,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
1888,306,185,102,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
1889,832,181,64,2,386,132,181,337,165,119,376,31,31,31,42,311,31,261,31,311,286,229,31,31,31,145,375,31,31,31,286,31,31,31,31,31,42,31,31
1890,282,575,308,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
1891,335,252,107,107,107,107,107,107,247,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
1892,439,361,190,152,127,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,390,383,383,383
1893,17,287,71,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,428,143,143,143,143,143,143,143,143,143,143
1894,205,344,76,310,197,310,197,120,120,120,120,197,120,317,310,197,196,120,120,120,76,120,317,120,317,76,120,317,293,68,293,293,293,68,293,293,76,433,68
1895,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1896,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
1897,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,74,128,128,74,128,128,128,128,128,128,128,128,128,128,128,128,74,128
1898,196,68,76,250,111,209,6,6,6,6,6,6,6,6,6,6,111,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1899,44,406,306,353,409,250,61,353,409,409,409,409,409,409,792,400,409,409,409,792,186,353,306,353,353,409,353,353,353,353,346,792,353,346,346,353,353,409,346
