ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45
1509,709,3819,1678,4268,4268,1989,5375,6126,5168,6928,2547,6204,4099,5983,6776,3724,6204,6928,6959,6126,4397,3724,6204,6834,6585,6204,3724,6126,5983,4916,6585,6834,2547,5826,6204,2547,6204,6959,6204,5759,3724,6204,3724,6126,6126,6126
1510,2537,1850,1678,1850,901,1989,997,1083,1939,179,1322,850,579,850,187,579,3093,1683,3226,579,733,525,1461,274,2822,579,1072,274,2066,1132,274,274,234,179,274,1714,579,1072,3368,431,1482,1714,579,3368,1365,1482
1511,2963,1361,1970,239,253,2581,2581,2581,1253,239,2581,2581,3401,2943,1422,377,2928,377,2581,1253,255,305,2372,3463,2581,2372,247,2372,2372,938,2311,247,377,3401,2372,2581,2581,1552,2943,2372,2372,2581,1366,1970,2372,2581
1512,3114,3996,6205,3985,2893,6624,1474,3478,3305,55,1039,427,1708,62,1471,1558,455,3425,722,455,3425,77,3484,422,77,3305,2221,776,422,3425,3184,62,3478,3184,2221,1930,2734,62,3305,3305,3305,2211,1558,2221,1222,77
1513,630,1150,3190,3360,3188,516,2674,1182,3465,2184,2540,3169,855,2490,1479,3465,1816,516,3465,3210,234,417,804,630,417,804,804,3465,3465,234,2490,260,234,260,417,234,2184,260,3396,804,260,417,260,234,804,260
1514,2602,1975,897,3360,3188,3260,2674,1346,2984,2356,3311,785,1136,2290,2309,2705,2328,1308,834,2214,899,432,305,2270,3056,1612,305,859,2309,859,746,229,2051,575,2203,1925,2309,1552,2681,20,2145,1612,1370,859,2504,3269
1515,3195,2549,1179,2230,430,530,1603,946,1253,33,1338,1603,2933,3442,166,1179,2928,3263,2549,113,1117,3321,2934,1407,1603,1179,1304,1776,838,113,33,2310,2135,1865,1776,2732,1776,2948,3011,3442,1304,2732,1163,1776,2732,2732
1516,644,2146,1126,1769,2708,3472,3440,926,1503,2279,3438,706,2569,2783,445,2035,492,492,492,1578,3306,7,2279,926,2653,445,492,3363,1910,1008,2279,492,2279,3363,350,1766,492,2279,3363,2733,1678,3363,1404,2236,3306,3306
1517,1371,3188,3190,3056,1571,3514,1198,3190,107,2184,3190,3190,570,3179,3190,1010,1816,2855,3465,3179,2855,3311,3311,630,3465,2876,3190,1150,107,3190,3190,2009,2051,3311,3190,3514,3311,3311,3190,3248,3190,3190,3190,2432,2855,3190
1518,1408,2768,2596,1801,6021,460,6328,6323,2882,6892,4588,3939,460,6323,1902,6323,1035,3423,587,6393,460,2436,406,279,5433,3282,85,1459,460,1212,2689,2518,460,5088,6491,460,1459,5088,664,6491,1459,3062,460,3062,460,1459
1519,2963,1286,1179,526,2377,1752,1156,1623,327,59,420,1049,19,1156,2613,19,843,2054,595,908,595,1156,1197,3002,1156,908,1236,2288,59,595,19,908,2932,1309,2928,595,595,1642,1780,59,19,595,1156,2932,595,2932
1520,267,3453,3427,633,2113,1314,1479,3371,3165,1106,1596,1227,570,3032,764,581,3032,2427,2427,111,1497,3032,724,1735,448,2174,2602,3296,570,3466,2444,2455,2937,570,2551,1484,1205,3032,3165,1497,171,1982,3378,1119,986,2252
1521,401,743,2236,2547,2236,1989,3331,3497,967,2279,2547,1411,1084,660,2236,1525,37,308,37,405,418,37,1678,37,1411,1678,405,1084,2035,1008,2236,405,1831,37,405,808,3141,2052,405,1678,1678,1678,1678,2052,1786,1273
1522,717,3469,3190,1726,1726,2704,2350,2271,1305,1717,3438,2350,1496,2271,2729,1423,864,599,1791,799,2271,864,392,499,2782,1496,392,2827,2403,2403,1423,1423,2542,392,2403,471,2782,3438,1423,2729,2202,1423,2968,1423,1423,2827
1523,1213,2146,1126,1726,1726,2574,655,99,1664,718,414,706,2106,1387,718,3072,3516,121,1387,3516,1099,2777,3516,1958,2696,414,3516,1726,1958,580,1099,2999,1757,3516,3516,814,3516,1027,718,414,718,2004,1369,2106,1958,2999
1524,401,2638,2545,2266,1872,3471,2798,2198,3165,470,3158,724,136,1091,3165,190,190,3165,2198,1440,2770,190,190,2770,2851,1982,1761,190,2851,1340,2947,2851,2851,2770,190,814,2851,2851,1241,1220,3015,1220,1006,1972,2191,3364
1525,322,2885,595,1801,1848,2596,15,2737,927,3421,3261,2462,2462,1091,2517,2462,1377,2679,533,674,3421,3421,406,3421,2596,2412,3178,2462,277,745,2462,533,2517,2462,2462,2946,2737,11,2517,11,533,2412,2223,2462,3416,2378
1526,774,2603,1563,1563,3441,6624,1474,1474,6900,1180,1705,1705,1239,1460,128,1483,1705,41,128,346,1311,1474,2006,1563,2804,2006,988,128,2265,961,1563,1483,2289,2021,1883,1311,2734,1883,346,1231,2265,128,128,346,1239,1231
1527,1473,33,1567,782,3188,3287,1479,163,3502,3174,2119,1162,1136,3502,1888,2551,1103,1735,2823,540,2987,3378,3274,3174,520,1863,2551,2320,163,2320,1538,163,1542,2551,2551,1538,2551,2551,1103,163,1538,1538,1542,2551,3174,1778
1528,2932,258,3418,2210,258,2821,3189,2805,1452,1688,1096,706,978,1025,2649,1668,543,726,1788,3400,979,567,2260,1788,567,1678,2831,776,706,1008,660,405,886,2753,2060,1651,3470,2060,1668,979,1025,3418,1678,1865,1668,706
1529,3972,4435,4716,4996,5587,5993,4208,6500,3709,4835,4287,4996,4465,6655,6539,4996,4287,111,5563,6655,6316,6316,111,4287,4218,4734,6627,6655,5496,111,2436,4928,111,111,4996,5496,5496,4928,4996,111,6722,111,111,4979,4763,5496
1530,20,2667,2545,153,2829,1161,710,3013,212,2184,2643,1982,1982,1387,3072,3072,2945,2629,3465,540,201,1941,704,2643,3183,260,2643,710,1941,260,1718,260,234,3483,1718,3183,2643,1718,1958,2643,1718,3183,260,2106,3183,260
1531,2963,3156,1179,1769,1664,2574,1512,1766,1664,1717,414,1906,875,2951,907,2210,2239,312,2951,2658,875,2951,887,3465,2951,312,1846,2092,2951,1369,2951,2880,2951,1944,907,2483,789,312,2951,2880,2880,2951,2286,907,2880,1846
1532,3491,2426,3427,3019,2829,14,1479,2059,2824,1106,1596,3050,2801,3019,2824,581,152,1384,1991,2824,2544,1345,581,1626,314,1053,3050,495,1464,2273,2544,1837,1464,1464,1014,820,1464,2738,2273,3274,152,1384,3378,3032,35,2738
1533,3114,1135,737,3031,113,737,354,946,1452,3087,749,737,2948,1776,166,3425,1776,367,166,2948,3459,737,3087,1776,3087,2069,1304,1776,3126,2948,2948,422,1776,1776,1776,1727,1776,2948,1776,737,421,2717,737,1776,1776,1776
1534,1077,2930,1511,633,2406,2312,2980,1789,2041,265,2298,1478,215,3058,604,2217,2298,1693,2114,124,265,770,1478,352,71,71,481,2940,638,2820,604,352,2217,1478,2217,215,2217,265,1755,890,604,912,1755,215,124,124
1535,2163,6,3427,3254,2237,3287,2319,3508,453,2268,140,235,1506,914,1837,3287,1369,450,109,2692,512,3387,2907,2266,3182,2352,2907,691,3182,3182,119,1837,453,2462,458,1643,61,2907,2907,564,3015,1220,3182,3182,2907,2266
1536,401,2047,1126,1769,2377,3472,349,2208,1554,2279,2618,3164,19,1752,349,3164,518,518,518,518,1554,518,1935,2377,2653,518,1868,518,518,1752,19,518,2377,518,2054,2377,2377,2054,805,1868,3415,2377,2041,1935,2377,1935
1537,322,898,1858,3031,819,350,354,467,1937,3087,2986,427,1519,1887,166,1887,2230,467,166,1527,1962,1519,3087,1937,3087,467,367,3199,3126,612,2211,467,2917,467,2917,2306,2917,2211,2118,467,2828,467,612,467,612,467
1538,267,3453,2461,633,1437,1745,2319,3343,3029,1106,2743,3511,2270,1229,764,1277,3105,2259,1867,1735,2987,3378,3274,1735,3378,1053,149,1735,1229,3216,2119,2455,475,1735,3174,331,1655,3032,1346,1735,2003,1778,3378,3454,1867,3511
1539,1693,2594,1678,1850,2178,1963,2192,1120,1763,2397,603,1411,1084,2605,1048,3412,627,172,884,1572,1986,156,627,627,2178,3168,3154,2598,659,2397,965,1740,3154,156,2178,1627,2178,1963,3290,816,1814,603,854,1740,2397,2215
1540,774,2930,1179,1769,1622,350,1333,170,327,1653,2118,1653,3263,3353,430,2338,2456,2077,1903,1333,3353,3353,915,2638,2435,2578,2338,1903,2578,2435,3298,398,2386,1163,250,2807,2737,2569,2737,620,1646,2638,2638,2638,2191,1903
1541,1473,779,1179,1476,2518,2055,2672,1130,697,2518,2301,2677,16,2967,697,3072,2518,2518,3366,2967,2518,3011,1205,512,697,410,2574,1726,697,2320,2745,2518,3411,2518,1726,1130,1408,2169,2011,2506,1672,1130,1265,3371,3371,1333
1542,68,2431,1179,526,2314,3472,1101,2954,1253,1090,2954,2954,2933,1090,2236,2236,1090,726,3262,886,2826,3312,1090,2954,3262,1410,3326,2954,2954,761,2236,1680,2156,141,2954,1410,1101,2933,2954,990,1511,2954,1410,1450,1669,1669
1543,401,915,2545,3178,1848,1985,1459,2764,1502,3421,227,1146,16,1091,5554,3072,674,2679,1615,1459,3494,1094,406,87,3282,1091,3282,1459,1615,3282,2689,1459,1094,1459,2499,1094,1459,673,1094,1710,1459,3062,1615,3067,1354,1459
1544,774,408,1678,1055,1511,3472,3518,905,2832,2279,174,1822,2142,1153,1024,1822,990,726,2550,1822,2826,1153,3118,1822,1822,2871,1822,1024,3472,1651,1822,3118,3472,1153,2550,2871,1822,1024,2871,990,1511,2236,2871,3472,1822,1822
1545,575,5383,3230,633,501,3260,2351,2572,3165,1106,1873,785,1053,3032,1227,280,3032,1384,1867,153,314,3032,1916,3094,314,1982,153,495,981,1464,3424,2512,3343,2701,2406,2512,3150,2738,3327,1916,474,2214,2655,3032,2738,2655
1546,3484,2089,1858,2152,113,421,2707,2858,3305,916,2986,1129,2032,3184,1412,1558,3184,916,3184,851,851,3184,3484,422,1974,2938,1810,2120,3794,1412,3184,422,2840,3184,3184,916,1887,1412,1412,3201,3305,916,6679,1810,1222,1785
1547,1213,1558,6029,782,2113,1989,1952,2411,1686,3371,173,2043,941,1686,173,3342,3162,1765,2806,173,2044,868,955,173,2806,2759,1436,2806,1631,2411,2697,370,2806,399,5460,2806,195,1436,1436,72,2806,896,173,1864,1864,2806
1548,1939,3188,3190,2698,2236,1786,1101,2411,2233,1101,2540,706,2697,1090,2729,1724,1310,599,2791,2519,3317,3284,2867,665,20,2602,193,2954,2434,864,1310,2827,2156,141,193,2391,2156,665,2156,941,853,2156,1497,2697,665,1101
1549,1905,1462,3068,1132,2767,1989,3412,2767,1763,3093,1792,481,3131,1098,1847,3226,3093,2612,3226,1641,3501,2050,2050,931,1132,2262,481,2262,3226,3068,1813,1641,3154,1232,1462,1098,3068,2262,3068,1335,2361,1847,1132,3131,3068,1641
1550,1473,33,1179,1157,3172,1760,499,1063,2135,1106,170,1603,1157,1076,3099,2314,3162,170,398,1270,3099,2585,1689,499,1603,2578,398,3099,1264,720,1063,398,398,1709,2578,3162,2737,1063,2737,170,398,398,398,3099,720,398
1551,1507,2930,1179,633,2406,70,155,1212,2339,2577,3077,1965,1358,918,3143,2577,2924,2679,817,817,1463,2114,1358,352,1701,79,2832,2970,1031,1329,2507,2513,3297,2543,2217,2832,351,1380,1966,1789,2469,912,2832,3348,2832,138
1552,3077,3077,1858,3391,2102,3478,128,3478,2277,55,628,1749,318,636,2609,123,961,1231,318,346,961,2609,2006,1563,2804,961,3441,424,1474,961,123,123,961,1271,1883,1688,968,1883,123,123,824,1171,123,824,1231,1231
1553,3195,33,1179,2230,2377,2055,349,1377,2135,33,2118,39,2732,2783,349,3002,39,720,398,1535,908,398,1646,773,795,1427,1124,39,2022,113,773,398,398,2462,915,39,2737,2022,2737,3002,2732,398,2732,2732,720,1374
1554,2686,915,2545,526,1872,2055,2980,2379,2498,797,656,2982,2817,1404,1744,2639,2853,2959,2205,2546,1016,2959,923,752,2176,2204,2574,2959,1973,1973,1212,3045,1973,2034,679,2574,1973,1973,2959,1747,1672,2510,755,2959,2574,1747
1555,774,2381,3190,1055,1511,1989,2752,2764,761,2752,2183,706,2106,1617,2916,2752,2928,1116,3313,2916,3156,2777,2372,665,1027,2372,151,2827,2916,420,1868,2916,1116,3463,706,1502,2916,1681,2943,3156,2916,1027,821,706,754,706
1556,75,1850,1678,1850,1678,1989,3239,2257,967,2397,1420,1411,3168,1520,3223,1753,1590,1391,1420,1520,1850,10,217,2373,3168,3168,2635,1876,659,3168,1420,1520,3154,2373,2373,1627,10,2373,3290,816,1814,2373,659,584,1420,2373
1557,539,908,1179,1769,2377,1752,174,252,1554,252,174,1554,2041,3070,349,3444,1268,450,174,3070,174,3070,1880,174,2653,530,2554,530,1977,530,3070,3444,530,530,530,530,805,530,2041,2765,1554,2653,1364,1554,530,1554
1558,2216,2089,1858,2152,2893,2382,2111,3478,613,673,3346,3073,2111,2152,1978,2591,1710,2111,613,2283,1710,2089,1978,3346,613,1938,1978,2382,1978,1978,2689,1978,3478,1978,1978,1146,1710,2283,2689,1710,2609,1978,1978,2689,1978,1978
1559,3345,548,1678,1850,3075,1963,1391,2035,967,726,1420,1411,548,548,1847,2035,2224,1876,548,1098,2224,2207,217,1024,1876,2224,217,1876,217,3154,1420,2224,1838,1838,2224,548,2224,2224,1443,1753,1847,1847,217,584,2224,2224
1560,2163,6,1179,3254,2237,3287,807,2926,2819,2307,453,235,1506,3172,415,2307,2307,1548,631,678,1302,3172,342,3172,3254,342,371,3508,3172,3508,2444,1506,1041,329,415,1030,2101,3015,3508,1238,3254,342,3015,1238,3015,2127
1561,1077,1975,383,633,2406,2413,5651,2411,2882,1870,1040,1072,3401,3368,3368,3337,4272,1057,736,2141,3317,525,3337,2141,2831,2602,796,1613,2125,881,236,848,2360,2802,82,1881,789,89,1046,380,2360,736,821,516,972,2360
1562,548,2536,3068,526,1872,3472,560,2843,327,2843,420,2843,101,1076,283,2924,843,1683,1903,2536,595,1551,2924,2843,644,985,2536,2940,663,2651,2311,2536,3297,2543,2924,663,1725,265,2651,2651,2543,2651,2843,985,2536,2924
1563,2598,2598,1678,1455,2178,1989,2192,2002,1120,2397,603,1411,1740,3206,1048,3412,627,3154,884,1572,884,10,1637,627,3168,3168,156,2598,659,714,1814,1520,884,854,156,1627,10,2373,3290,816,1814,603,659,156,2373,2215
1564,2963,779,1546,1726,1726,2704,3440,337,1587,2202,1633,2202,1587,1387,1633,1575,2011,1115,1791,1633,360,1104,1104,108,1104,1104,1633,1104,2403,2403,1633,2571,1633,1633,2403,1104,978,2202,1104,1587,2202,1104,108,1104,2202,2202
1565,1077,2426,897,2356,3399,3260,2674,1731,2984,2356,18,785,855,1346,2984,438,2682,2682,1731,516,3330,855,3337,2602,2698,438,1020,2327,2141,1251,2356,2455,2698,2713,2682,1881,516,2019,1687,653,1687,516,511,516,511,516
1566,839,2823,897,3360,597,3286,2682,3371,653,2184,2540,2555,2555,3232,3232,3286,2682,3232,3286,1564,438,784,784,3286,2327,2327,1687,495,2555,2327,3232,3232,1596,1687,2682,3232,3286,3232,2555,653,3051,3286,2019,3232,3232,3286
1567,2542,2638,2545,3254,778,3287,799,2926,483,2307,3218,2982,3218,2545,2796,1758,442,2629,2982,444,2856,1758,1758,2586,3218,3218,1477,442,442,2101,442,126,2982,2918,2711,442,1758,2307,126,126,2982,3062,442,2982,3411,2254
1568,2531,2146,2545,1726,1073,2574,3440,1801,1664,2202,3438,2031,2569,2951,2358,312,2011,3440,3151,1313,3306,2234,1476,650,2653,2358,2574,1027,1027,1427,1099,2768,3440,1944,2653,2574,1717,2718,1099,1099,2768,2164,795,1099,1427,2202
1569,850,2146,3314,3280,2349,1989,1505,3369,2166,1383,2773,2773,1383,3280,3280,1881,1881,2146,1500,2274,2146,3280,3098,2773,2822,3034,3351,1472,278,713,1881,1524,2773,3998,1881,1881,2274,1881,2865,906,1881,3098,906,1881,1881,2865
1570,717,33,1179,1717,430,350,759,1164,2435,1160,174,1592,941,3242,1317,581,1310,2082,1842,581,174,2191,958,1882,2435,807,2554,3242,2435,2435,2435,2458,2851,1761,2078,3291,1882,1882,430,1724,1882,1882,3242,1882,2807,1724
1571,33,2431,3418,526,2377,3472,65,1651,1629,726,2826,706,2890,660,2649,1668,65,726,3262,886,2826,37,3262,2416,3262,2550,1651,1024,3262,1651,2236,1651,886,141,1651,1651,65,3262,1668,726,726,1651,273,3262,2012,3262
1572,340,6,1642,526,1872,2034,354,2641,1701,252,2614,1666,2176,2211,1124,2281,2786,7022,2966,2176,3130,3312,3087,3087,2673,56,2176,3451,2756,2614,3059,1666,3214,1787,2209,1866,2176,3456,2673,833,391,2756,1866,1866,720,1236
1573,2582,1079,1179,702,2352,3162,997,2892,1253,3115,1040,1906,941,2444,665,312,152,1310,3115,1174,2922,1174,958,665,208,2540,2886,2954,2434,864,2078,471,3447,2704,2540,1030,1704,790,3115,941,984,1704,1600,3115,1704,1724
1574,1213,1975,1179,633,3188,3274,1479,1346,3029,2427,899,785,2555,3056,1528,3056,2155,1229,834,1564,899,3384,3274,1608,3056,1053,1053,3294,1229,2368,2270,2455,1229,1497,2540,1229,3056,2504,3056,20,2145,1229,365,1229,1867,3294
1575,1473,6,1179,237,2518,2342,2920,170,1452,2075,170,1304,2887,1124,1914,2342,2011,720,1999,2176,1022,3263,2934,170,680,680,1304,680,3130,2614,1338,398,680,1338,2790,1080,170,1408,720,3442,2476,1080,680,2176,720,680
1576,2531,779,3190,3440,778,108,3440,3182,2571,3371,3438,2699,1141,823,959,959,2011,599,2823,2472,959,1775,3513,2586,448,2307,2699,1726,448,980,505,505,2542,448,448,1385,3216,2307,3001,1252,1487,505,2823,1864,3371,2542
1577,6790,258,2190,526,258,2821,2672,1789,1933,2672,3422,3336,526,88,3422,2641,3486,2679,3389,2631,3055,154,406,3055,2641,2034,1533,2779,2869,1403,2869,2672,2064,2034,1599,1431,1403,154,154,3055,2687,681,1403,3486,2450,1386
1578,774,1975,3190,3056,1737,1161,1617,3190,1664,2427,2540,2369,941,2427,471,581,864,599,2100,941,3306,132,2867,779,1027,2602,2602,571,779,471,941,471,779,448,779,941,941,1027,2358,1975,2338,2427,392,941,1423,2427
1579,919,33,1179,526,1935,2574,807,1164,2135,1717,3438,1603,535,430,430,3002,430,531,2606,1535,430,3011,1104,499,499,1104,31,3379,2403,2403,33,837,1535,1633,2403,531,2737,1177,1535,837,1535,2164,2403,2571,2202,2202
1580,2686,265,1858,1563,3552,1460,1474,1474,550,55,1705,1705,1239,3231,2265,473,961,1231,128,346,1311,1474,2006,1563,2804,2006,346,1460,2265,961,1563,1483,2289,2021,1883,1311,1077,1883,1077,1231,2265,128,3231,346,1239,1231
1581,2409,1865,1833,90,819,2382,455,1474,2811,1840,325,3133,1708,451,2695,1782,888,2695,888,3133,3133,1858,769,1858,769,325,888,1782,2172,2263,2695,1708,1782,3133,1782,1858,888,1899,3133,3209,1782,1782,2172,3133,3133,1782
1582,401,2768,1567,1726,778,3472,1906,1801,1617,1038,174,1073,2569,4173,2358,1906,1310,3263,1842,1038,1038,132,258,580,1914,1263,663,791,258,580,19,15,1973,1038,132,2055,333,213,623,3044,791,3009,1263,2745,754,1973
1583,539,833,1179,1769,2377,1752,3155,252,2041,252,2196,3164,2041,1752,1927,2281,2196,909,2281,909,3292,1752,2281,2843,2969,252,2281,1028,560,2087,3298,2281,1642,2281,927,2969,2737,1642,3334,2281,1646,927,1646,3353,2281,2513
1584,20,2823,2950,3440,778,460,1432,2995,2095,2065,2375,646,978,3423,1902,1381,2011,2518,1615,1381,512,2011,406,2944,1615,3282,568,2944,1615,1615,1381,1615,1199,1907,2499,1907,2680,3423,1615,3423,1459,2967,682,2563,1498,406
1585,1693,2146,1678,633,901,1989,1132,3369,2832,1819,2183,1478,2005,3058,604,3403,901,124,124,1072,733,177,2924,579,604,579,1072,604,579,124,604,2536,3119,711,901,901,579,1072,711,1307,604,63,3407,3407,124,124
1586,2582,908,1126,481,3075,1963,3412,1443,1861,2279,603,1411,348,1008,1048,44,3093,948,1443,1590,2084,2050,1838,3093,1590,1443,1242,273,1443,1008,1443,1443,481,1838,3026,1794,1847,1443,1443,1753,1443,1273,1443,3093,1590,1443
1587,1507,2431,1179,3056,2427,1161,3440,3190,3509,2427,2540,2369,941,2427,430,3303,864,2704,736,3466,837,875,2867,499,1603,2602,837,3379,2403,2403,33,1575,1423,1163,2403,3466,1652,1027,3466,3442,1487,1487,392,599,2202,2202
1588,575,2146,3314,3360,597,2723,1612,1500,1624,2356,1121,899,2228,609,248,3337,899,2091,3446,1830,3134,305,1830,209,305,1612,1510,575,1208,3446,305,1121,305,1185,2872,305,3269,1552,1370,305,3523,305,440,440,3117,3269
1589,3398,1865,1179,455,1495,530,3155,2208,1253,1503,1854,1554,1636,2736,2321,3072,2736,1593,960,2736,3517,3207,960,2463,957,3304,2736,241,1341,1295,2111,957,3222,1341,2060,3304,960,665,486,2463,1341,1341,1341,1401,1495,486
1590,401,2146,3314,633,3280,1989,1890,3369,550,1383,952,1320,1383,3280,2634,1480,787,1890,3369,290,2146,3280,3089,1383,2634,1712,1213,2603,2603,290,6088,3089,2905,787,143,787,2568,3369,1383,3025,290,3089,3089,2634,1712,1890
1591,2686,2139,3208,158,2406,2413,1432,1212,1452,158,3077,1973,1212,1749,1744,362,3057,1432,817,817,70,1212,1358,3077,464,2181,2076,1212,1212,1212,1212,318,1035,3057,2499,1212,978,1658,3208,1875,2967,3062,3077,1658,2204,2967
1592,322,898,1858,930,1061,322,2285,16,322,1757,910,277,16,3423,673,1341,1546,3423,406,1803,3494,1615,406,1255,1615,1676,406,2443,1615,1615,558,1615,1615,1676,406,2914,1199,3423,1676,3423,406,1255,1615,2995,1546,406
1593,401,33,2545,633,1872,1807,2918,2047,2047,3211,3438,2918,1260,3172,519,1807,1433,2047,1433,1535,2043,928,915,2586,1260,1389,3211,928,2403,2135,1374,398,2542,2856,2403,2135,2737,1354,2118,1354,1535,1260,1260,2216,1433,1260
1594,6959,3819,6807,4268,6384,6776,3659,6126,4992,6928,2547,6204,6959,4914,6959,3724,6204,4078,6959,6204,3669,3724,6204,6204,6204,6204,3724,3724,5983,6204,6615,5759,4914,5759,6204,6204,6204,6959,6204,5759,3724,6204,3724,6126,4914,3724
1595,1475,2892,897,1378,1437,2471,2319,2864,1107,1984,2864,1107,1136,1229,935,643,1368,3491,1555,2214,1624,3491,2471,2784,3491,3491,1107,2471,1191,2952,798,3491,2784,2784,1136,798,1624,1107,1107,1191,2784,2757,1107,2094,3491,2305
1596,2216,1715,1054,3440,778,3509,3440,2299,3509,3371,3438,410,978,2310,2796,1054,2011,1633,1615,342,15,132,3411,752,448,1104,2574,1726,448,342,3440,2518,2299,448,1726,3466,978,752,3466,2506,1487,3062,132,978,1726,2307
1597,2542,2885,1858,3031,1868,322,2730,667,327,1091,420,1340,25,1091,220,2979,3517,692,2380,1409,3517,1062,1880,2583,814,3233,1880,327,327,1340,2311,982,1757,537,2943,814,2055,637,2943,564,2311,2943,3109,2311,2055,2947
1598,2686,1558,1858,3178,218,2413,1428,1801,2882,3371,174,1073,2573,2741,2882,2495,1788,2082,2882,1788,1038,2882,2295,1788,1788,2938,3203,3429,2324,1556,2882,2791,2073,1944,1810,2073,1704,1452,286,778,1810,1452,1788,1788,1704,1920
1599,3195,33,2545,759,2314,3472,39,908,2435,33,2585,1653,3243,3243,430,2783,2783,720,1842,3243,908,2585,3243,2578,2435,1427,2435,2435,2578,2435,33,1427,759,532,2578,2435,1882,1709,430,1653,1427,1427,2122,2585,2807,532
1600,1077,2139,3418,2210,3057,2342,1102,1130,2340,3087,625,3336,1878,7022,1055,1561,2985,3423,2854,1452,979,1170,378,1002,2967,2967,2574,3470,1027,2753,625,405,1135,2753,2060,625,3400,1452,979,979,2204,1452,3329,706,1029,979
1601,3141,1010,3190,1726,1162,3200,2351,3190,3430,2184,2540,3169,1136,2678,1103,710,1103,2678,3465,3179,710,2678,2600,845,3183,3183,2009,710,710,2106,1718,1718,2839,1714,1718,3514,3150,1718,790,1718,152,3169,2600,2106,1441,1371
1602,774,1483,1858,1563,1231,6624,1474,1474,3441,1180,1705,1705,2265,3231,1271,473,961,1231,128,346,1311,1474,2006,1563,2804,2006,988,1460,2265,961,1563,1483,2289,2021,1883,1311,1460,1883,346,1231,2265,128,128,2289,1239,2006
1603,3345,3345,1678,1850,3075,893,3412,2257,2247,2397,603,1411,348,348,1048,1792,3093,1774,884,860,884,10,1678,1411,1411,3168,3310,2598,1120,3154,1814,1861,884,884,2996,2247,2178,232,1120,1753,1814,603,1814,965,1547,2598
1604,2214,2059,3427,3019,3188,1161,1479,2337,453,1479,2337,676,1506,678,1161,3072,3032,99,994,2337,1161,676,678,676,676,1982,676,1161,1161,3216,2337,2337,453,3510,2337,994,2337,994,3364,2337,676,374,1982,2132,2337,2132
1605,3345,2996,1678,2832,3180,2821,671,1795,2642,2189,2667,1224,3156,3423,1216,3157,3156,3156,1224,2282,3156,1551,3156,3156,3156,968,3156,3156,2372,1795,3507,1361,1224,3156,254,3156,968,3156,2943,3156,3156,3156,968,3156,1224,1361
1606,340,3422,1179,526,3057,350,3334,1697,1701,1701,359,2673,2176,1994,2321,307,2786,2281,2673,2318,1811,2786,2281,1697,2459,1410,1701,2673,2786,1701,2057,1697,1697,2786,2209,2673,2673,3459,2673,578,3016,1709,551,3099,1438,2966
1607,3094,1715,3427,2606,3188,3287,2709,3508,3165,109,1369,1227,2692,3019,3165,581,1369,3165,109,581,2709,1775,99,3094,1775,1177,2907,109,448,1369,1775,2458,2851,1775,1906,1775,1369,2907,2907,1775,1369,1220,2266,1775,2191,1775
1608,1067,1462,1678,481,2708,1989,2192,3345,2598,2547,542,1411,2524,348,2598,2524,1590,1774,232,542,2846,10,232,1411,2524,457,3345,2598,3331,2140,2524,223,2524,2524,2996,2524,2598,232,542,3221,2524,232,2846,2524,2846,1641
1609,1473,1652,1179,917,422,2342,682,2995,1129,1803,2995,1129,2075,3423,1938,1381,2075,3423,666,1803,2075,1518,406,22,666,3282,395,3199,1615,1615,3282,1615,1035,3282,2680,1615,978,3423,1615,3423,406,1255,1615,1615,1860,406
1610,401,1146,1970,239,2377,2534,2730,1390,1253,1870,2529,1018,3401,2943,3401,1970,1366,2529,1725,1253,2529,3070,2372,1521,1725,1898,1970,657,2372,1891,2311,2943,2943,997,2943,420,1725,1552,2943,420,420,997,1366,1891,291,1366
1611,2542,2431,1179,2230,430,2043,2709,1063,1063,1063,1063,1603,1157,2840,430,3250,1157,585,1730,1535,2044,1579,2563,499,499,50,2840,1157,1535,1267,1535,1730,2840,3271,292,2428,2737,2840,1535,499,1044,2840,2840,499,499,2840
1612,2980,2146,3314,633,2773,3369,2025,3369,550,1383,952,2773,3401,1513,143,1492,952,2448,2448,2448,2146,3280,147,2773,2822,3034,2448,713,2025,147,2096,1524,1500,3998,2448,2025,2274,2448,2025,3495,147,147,2448,731,2448,2274
1613,2409,141,1858,1769,583,350,2717,2936,2152,2211,583,1519,2211,2211,3459,2741,2230,2741,1901,1527,3459,1915,946,2230,1527,50,2211,3459,2741,2741,2211,350,976,2211,350,350,2741,2211,1674,467,2211,2211,1044,2211,2939,1915
1614,322,915,2545,526,2377,773,174,2974,174,2820,174,2149,19,3468,2717,2149,3464,321,1701,1018,174,3312,1722,3018,1701,1898,1701,1018,560,1752,19,908,2618,1434,1434,635,407,1642,3334,407,1664,407,1722,1935,174,1434
