ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47
237,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
238,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
239,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
240,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
241,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
242,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
243,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,6268,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
244,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,6268,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
245,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,6268,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
246,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
247,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
248,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
249,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
250,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
251,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
252,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
253,6037,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
254,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
255,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
256,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
257,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
258,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
259,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
260,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
261,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
262,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
263,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
264,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
265,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
266,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
267,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
268,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
269,5871,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
270,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
271,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
272,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
273,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
274,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
275,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
276,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
277,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
278,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
279,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
280,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
281,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
282,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
283,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
284,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
285,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
286,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
287,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
288,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
289,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
290,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
291,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
292,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
293,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
294,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
295,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
296,4368,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
297,3293,3293,2949,53,3671,4983,6287,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
298,1555,3293,2949,53,3671,4983,6287,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
299,3293,3293,2949,53,3671,4983,6287,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
300,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
301,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
302,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
303,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
304,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
305,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
306,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
307,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
308,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
309,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
310,6037,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
311,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
312,5871,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
313,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
314,1555,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
315,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
316,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
317,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
318,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
319,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
320,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
321,6037,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
322,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
323,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
324,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
325,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
326,3293,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
327,5516,3293,2949,53,3039,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
328,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
329,3293,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
330,6037,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
331,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
332,1555,3293,2949,53,3671,4983,262,4154,5991,233,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
333,1555,3293,2949,53,3671,4983,262,4154,5991,2625,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
334,1555,3293,2949,53,3671,4983,262,4154,5991,2625,177,3966,4798,5481,2270,3533,6697,2426,3759,1960,5361,3104,2610,4248,5940,4467,5101,6362,1595,5618,263,6853,5317,4868,6765,6650,3435,423,2023,5867,539,4933,6898,6611,5520,2483,2981,1737
