ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28
395,985,4502,1049,6743,158,4400,3451,2040,671,3089,640,3093,674,1737,3156,2780,674,1040,2900,642,1664,708,1166,3492,3492,3233,2833,872,340
396,985,3973,5744,1252,6122,3930,5737,5132,6645,3232,4051,5280,2824,4341,1244,1244,4454,3274,2490,3232,3033,2895,2895,2465,581,1925,3105,2818,2895
397,985,3973,5603,6743,6481,4400,6988,4118,2019,1576,4118,3093,1047,5896,2757,597,597,1724,4829,597,6065,511,597,511,104,1624,929,104,929
398,985,1132,1049,6743,1287,4400,4520,2040,408,1376,320,3093,2221,1021,3404,300,3104,300,300,472,825,3104,300,899,3343,338,899,2143,2489
399,985,3973,5603,2516,6122,2037,3091,1217,2456,3140,1429,163,444,444,1423,1416,2234,2232,1245,1294,2945,1294,1294,823,684,3462,2009,790,2095
400,985,3973,1301,3915,3179,2111,2234,56,4676,3140,1216,3050,444,444,1863,2529,2234,637,650,1294,2945,3423,2285,2285,3423,3480,2254,2600,2405
401,985,3973,5603,2586,274,716,3469,2544,2456,3140,920,1388,444,444,807,1903,2234,2016,920,1294,1918,1918,1294,1294,1294,1294,1294,1294,2573
402,985,3973,5744,3691,5006,716,5737,1685,2396,18,1206,3050,2892,4341,1687,4386,1821,1821,3069,1821,1821,1373,1821,1821,229,1821,3570,1821,798
403,985,3973,5603,2586,1511,4400,3451,2912,1938,1376,2311,3050,1830,1996,2769,2087,2909,1538,1953,1953,3285,1313,826,826,2220,5467,826,1541,1736
404,985,3973,4254,853,6122,1899,2222,95,1784,6786,2929,626,474,2544,280,4386,280,1051,1243,3289,820,2929,1185,1912,1014,3372,1185,858,1051
405,985,4767,5695,3915,158,4802,6272,3742,5781,2534,6967,2970,1712,337,1625,558,3406,376,1336,915,2564,1171,1186,2980,1186,2643,1186,1186,1966
406,985,3973,5744,2586,3179,3930,5394,253,4676,3140,123,346,444,1556,3428,2136,2341,2479,3369,1309,411,2650,2736,759,759,450,450,450,450
407,985,3973,5603,2586,1511,1326,3451,406,2229,3140,1681,3417,2765,1726,1860,915,571,2765,469,915,1354,2456,3298,1354,1423,599,2314,599,1333
408,985,3973,1049,5410,158,4400,3451,2810,2970,4099,948,2970,3345,1478,767,481,337,46,2453,376,2013,3467,3140,3140,3348,2300,1062,1354,1868
409,985,3973,5695,6231,5006,432,6715,1988,2895,582,1206,3050,380,2997,316,1912,209,1770,609,485,609,653,609,1042,653,609,2710,653,609
410,985,3973,5603,2516,6122,2925,5182,95,2229,3524,1533,3050,739,958,316,4414,2464,3289,2004,2031,3430,380,2060,2252,34,440,3072,316,2452
411,985,3973,5603,2516,5006,2925,5528,475,1131,3134,6806,1369,949,2544,2572,4386,3219,434,3512,2051,1805,1771,1771,1874,717,1771,1771,2496,1805
412,985,3973,5603,2516,6122,716,5182,95,3475,944,3652,2062,3117,3117,4361,597,1948,1573,2872,2051,2393,2393,5818,24,654,1874,654,654,654
413,985,3973,5744,3691,6274,3930,5737,6639,6645,6786,1245,163,444,2544,2760,784,2544,3216,727,2016,653,3109,3136,3183,717,3177,1325,653,1325
414,985,3973,4254,1252,5919,4340,7033,6571,1784,618,602,3050,380,1188,2723,2876,5426,1076,2163,2163,2163,1714,2163,2319,68,1647,1,1,2163
415,985,3973,5695,2586,1843,716,5737,2116,2396,5152,3476,3050,3051,4341,2544,2544,2544,284,284,2333,2544,1998,963,2163,608,2544,3187,2319,3187
416,985,3973,5603,3915,158,716,2338,679,2456,359,1216,3050,1826,1188,3043,718,2456,2456,3043,1064,2957,608,2129,608,118,1995,3043,1064,733
417,985,3973,5603,2586,6122,1591,2338,3508,2456,3140,91,3050,2056,1188,1863,6515,6515,6515,6515,6515,6515,762,762,762,6515,847,2457,4718,4718
418,985,3973,1301,2586,3179,716,2338,1685,2456,3140,261,3050,444,1188,1046,3228,958,1,60,2458,2885,1845,2492,187,187,512,5426,229,539
419,985,1132,1049,6743,385,4400,2139,2040,408,3140,1681,3050,2326,337,3080,912,1118,3243,3052,2191,342,342,342,342,2299,2191,3364,4551,6247
420,985,3973,1049,5410,1511,716,2338,679,3475,1376,778,3050,3151,475,3050,675,1421,3473,3473,2404,2404,3364,2007,1261,588,2007,3050,3050,2699
421,985,3973,1049,2586,1511,4400,3451,475,2895,1376,640,3050,2221,1628,2040,1381,4350,1608,3108,966,36,2930,3004,503,3073,4350,1608,4350,4350
422,985,3973,5695,4098,6888,1820,6715,557,6320,1174,1951,3050,2892,4341,3,4386,6249,3794,5700,1370,6351,4632,3165,855,4454,3,1784,2266,1014
423,985,3973,1049,3915,1511,4400,469,406,671,1833,6441,1944,1751,3273,3273,2958,2821,2745,2756,343,1676,1100,1676,1255,3199,3007,1255,2821,2821
424,985,3973,1301,2586,1511,553,3451,6028,4046,2560,1734,2970,133,3484,1789,497,852,2022,497,2756,1676,2401,1676,1255,2559,1073,1073,3348,3348
425,985,3973,5603,3915,1511,4400,3451,4968,4152,2515,6967,4908,5638,817,345,2253,3053,3391,325,1789,1789,1957,1957,1957,3391,1957,749,3391,2948
426,985,3130,5695,4098,6888,432,6962,557,4732,5152,6729,3050,2066,2997,3,3039,1816,864,2942,2942,630,1208,2942,630,630,510,630,3507,3061
427,985,3130,5695,3915,2781,2702,2561,2810,5781,5891,6967,3050,4268,1896,3645,6137,2140,309,1856,1678,609,1454,2668,630,1454,4787,2003,923,1516
428,985,3973,1049,6743,6481,4400,3451,253,1747,3140,1681,3050,380,475,2314,661,2909,2909,1956,2130,1150,1956,1956,1956,1956,1956,1956,150,1956
429,985,3973,5603,3915,158,4400,3451,679,6555,2534,2198,1471,1658,131,2468,2804,2627,2795,1936,343,1356,1038,2518,3383,3383,1156,1584,1584,427
430,985,3973,5603,853,6481,4400,3451,6028,4916,3140,1681,2970,2549,1062,1254,2804,2476,1428,2233,2233,2828,1038,530,530,3189,2355,3143,2355,2355
431,985,3973,1301,3915,3179,2111,2853,6848,4676,338,123,123,444,444,2283,2718,1602,1757,3133,1723,11,3346,1915,1915,84,1915,2288,2288,2355
432,985,3973,1049,6743,385,4400,2139,4118,408,2757,4118,3093,2221,2048,3706,812,2952,3274,2337,6529,6529,3506,2952,2952,2719,3074,2048,2719,2048
433,985,3130,5695,3915,5935,1039,3451,2810,5781,2534,6108,2970,2398,1272,3400,4747,838,946,2399,2399,988,3996,3114,1705,5269,824,2852,84,681
434,985,4767,5744,2586,5418,4802,3451,5000,5781,2534,1681,2970,2398,938,1783,164,598,539,427,343,2966,455,56,2364,3470,56,56,730,3145
435,985,3973,5695,2586,274,2702,2561,2810,5369,4986,459,287,3172,1459,1304,1381,2918,2731,2731,472,3222,1680,3222,1496,3467,779,779,779,2862
436,985,3973,1049,5410,1511,4400,3451,475,408,3140,778,3050,3151,337,3080,2671,2671,2671,751,1011,3379,3379,1011,1354,588,6888,4039,2261,2261
437,985,3973,5603,2586,1511,1326,6262,2810,1785,5518,5368,2206,4981,3838,1304,1381,1983,3648,921,1164,3222,6601,1286,3222,48,1261,921,3222,3222
438,985,3973,1025,3915,274,187,5737,557,4732,5288,317,3050,4280,1691,1691,4414,1101,309,5992,5992,5992,309,176,5992,2157,5992,5992,3724,2242
439,985,3973,5695,2586,5935,3087,3451,2810,2970,2534,3520,3410,3345,2862,32,885,2708,5375,2201,2594,5375,5375,3289,893,5375,5375,1445,1850,2063
440,985,3973,4254,1252,906,6868,3451,6028,878,757,1533,888,2066,2000,1445,6483,1850,1332,2201,1963,1753,1414,1963,5552,7,2103,1847,3161,2708
441,985,1132,1049,6743,1511,6041,3451,2810,671,1590,2397,2970,3345,361,303,3310,303,6184,2340,1077,2919,1651,4301,1391,2861,965,1414,1850,1391
442,985,3973,1301,2586,1511,1326,2338,2810,3345,2516,2582,926,3345,361,37,361,348,1804,435,1534,1620,2511,1620,3331,2262,976,2511,3331,976
443,985,1132,1049,6743,385,6041,3451,6028,4916,6928,4043,660,2507,967,884,1607,884,1804,361,1529,1607,1529,2012,3118,2262,2035,32,1525,3347
444,985,3973,5744,1252,6122,3087,5737,95,1093,5152,4118,1308,1881,6610,2757,609,2952,3257,304,2009,609,60,2668,2752,3197,3197,3343,3197,3197
445,985,3973,5695,1252,5006,432,6715,1280,1131,582,2290,3181,2066,1017,511,2973,2426,3191,2872,3191,849,2872,228,228,2471,3286,3286,3286,434
446,985,3973,1301,1252,5006,1820,6715,6639,1131,582,6715,2371,2066,1017,2723,2973,6375,2723,2766,3173,3260,2723,2723,2723,2723,2723,1288,112,995
447,985,3973,5744,1252,6122,716,4792,6639,2229,618,602,3136,3358,1896,3216,1896,1137,1497,1137,1137,2516,1137,436,1106,1137,1137,1137,1137,1896
448,985,4767,5695,2586,2781,1820,6962,557,2334,6295,2014,3050,2066,547,3,685,2683,261,1635,1189,2877,1189,2683,1189,7028,206,728,1626,6490
449,985,3973,1301,853,6481,4802,6988,5000,4152,1576,4118,1812,1490,547,110,1784,547,3371,1784,2870,3371,1994,3460,1497,1560,2980,3032,3032,3032
450,985,3973,5695,2586,1843,716,5737,2544,740,4242,402,3050,2824,1538,2760,1136,1385,3289,2760,448,1998,1998,3132,2629,3132,3132,2629,2629,3132
451,985,3973,5603,2586,6122,4400,1212,1685,2396,1376,778,3050,949,963,1809,949,2076,269,284,1955,2629,1372,1372,2629,1372,3268,3384,1340,1867
452,985,3973,5603,2586,6481,4400,2338,2040,2456,1376,1216,3050,1346,1188,2880,3334,2513,183,2770,472,183,978,2134,1177,1971,512,1063,3378,1063
453,985,3973,5603,3915,1511,4400,3451,3480,671,3089,1890,123,3369,3064,2468,2603,3098,3356,824,1077,1388,1388,1388,1388,1388,1388,1388,1388,1388
454,985,3973,1049,5410,6481,4400,2139,2040,4916,3140,4043,3410,1830,337,2595,278,2025,2335,2886,6776,1822,3300,1822,2871,473,3089,473,1712,3089
455,985,1132,1049,6743,385,4400,3451,6028,4916,1822,4043,2970,1762,2862,3834,2556,1617,985,230,2556,2603,3180,246,3619,161,961,4301,2871,2996
456,985,3973,4254,1252,6122,2037,5909,3508,3475,3232,3380,891,2549,3229,6021,3229,1617,2292,2671,2671,3535,99,3025,437,1747,145,2778,2778,1747
457,985,2930,5603,3915,3179,2111,3420,2912,1938,338,1917,3050,2879,1459,2468,1381,1381,2530,2100,1381,1381,1381,183,183,2571,3098,2127,373,703
458,985,3973,5744,1252,5006,1707,3451,1298,4046,2366,3520,888,396,370,2040,4688,4567,6550,2148,486,2172,330,708,2661,57,1269,3356,1269,2394
459,985,3973,1049,5410,1511,4400,3451,679,3423,1376,778,169,2075,1044,86,386,3064,3184,3052,2241,2034,2355,169,84,84,2961,2692,6973,840
460,985,1350,1049,3915,1511,1326,6262,1280,2229,2121,2308,1388,3008,1337,1315,2869,3432,1315,329,2869,1761,1315,2935,1028,549,2869,2562,2869,3474
461,985,3973,4254,1252,906,1881,3451,6028,878,2366,3101,906,770,970,1974,2638,59,3354,1264,1511,1554,3393,1386,3414,1386,3414,1433,1511,1433
462,985,3973,5603,2586,6122,1899,2547,253,1938,3089,2103,1308,380,828,3030,2749,1827,3274,1243,2333,14,820,2864,846,1948,2464,1510,255,1510
463,985,3973,5695,2586,3179,4802,6962,3480,1220,3140,3433,3050,163,547,163,997,1827,380,1243,997,653,1998,355,355,685,2551,2551,355,355
464,985,4767,5744,6773,5006,4910,4444,5351,6429,4085,2290,287,1881,2997,1345,685,2785,3408,3408,685,609,1573,685,1191,813,651,685,1510,1510
465,985,3973,1049,6743,6481,3994,2139,2881,408,2757,640,3050,1733,995,2769,3275,2171,3274,495,1012,2889,2471,820,789,3963,1169,2155,1012,789
466,985,4502,1049,5410,6481,3994,2139,475,740,2929,1251,3050,2075,608,3050,608,3019,3333,2824,515,608,608,1384,2907,2824,3050,3050,3050,3050
467,985,3973,1049,6743,6481,4400,3451,2040,408,1376,317,3050,1608,958,1611,831,1699,1181,1032,1032,1398,6920,2268,772,1398,1053,1821,1821,1821
468,985,3973,5603,5410,1287,4400,4880,4506,4699,6070,4238,3527,6293,4473,2468,6534,3768,3768,1772,3305,3305,3305,3478,3478,3305,5085,2592,3478,3478
469,985,1132,1049,6743,385,4400,4789,2040,5295,1376,6753,3050,73,883,3080,3478,636,3184,1003,883,41,2742,2102,2102,2102,2102,2102,2102,2102
470,985,3973,1049,6743,6122,4400,4789,2144,4699,3994,4502,961,4981,5650,4269,6534,4337,4684,5397,6534,5386,3713,4553,4553,6534,6555,6534,6534,6534
471,985,1132,1049,6743,158,6041,3451,2040,6323,1376,5375,3093,3456,995,1691,4414,561,1332,854,472,3766,645,2665,645,1691,66,1691,1691,1691
472,985,1350,1049,5410,1511,2925,2590,2810,3323,5288,5375,3050,4268,178,767,4825,6014,3525,3913,6743,6989,2874,3180,4360,4360,4360,4360,4360,2556
473,985,4767,5695,2586,1511,2702,3451,2810,878,5288,1533,2761,2584,2178,1601,4414,2178,1332,2584,472,65,1332,1590,714,2178,156,2178,65,1420
474,985,3973,4254,1252,5006,1820,5737,1280,740,3089,2290,1213,380,958,3169,3039,958,3236,2371,1992,3260,3134,3523,3,2426,3286,2491,2491,2491
475,985,3973,1301,1252,5006,1820,4312,475,3475,984,3868,2062,2120,1188,1611,1325,803,2713,3127,3327,732,2713,2555,3333,3241,3286,2626,1881,6884
476,985,4767,5744,6773,5919,4910,5051,5132,629,3134,3042,2746,2066,1208,1046,1325,802,3275,1206,2491,562,2713,562,3385,972,438,2973,438,438
477,985,3973,5603,5410,1287,4400,6818,4127,4699,2102,3527,3527,73,2152,2468,1706,2990,1522,2152,2102,2990,2152,2990,2152,2990,3373,2990,1376,3373
478,985,3973,5603,2586,5935,2111,1722,406,4676,3366,1216,3417,444,1526,3245,2995,56,2111,3052,83,2111,1710,1201,533,533,406,3209,1201,533
479,985,1132,1049,6743,6481,4400,4094,406,1747,3140,6753,3417,5497,1710,4008,1706,4490,1522,3052,441,2591,1710,1710,1710,1710,4490,169,1376,1938
480,985,3973,1049,6743,158,4400,4520,2040,4916,338,6441,1970,1196,958,1949,341,3896,1393,789,3896,813,813,813,813,813,1970,2651,2797,2797
481,985,3973,5603,3915,158,1443,3451,2810,2970,1376,5375,3093,2055,958,2769,685,3339,2795,2006,206,257,257,3441,2961,1563,3441,3441,3441,1460
482,985,3973,5603,2586,6481,4400,2261,406,671,1448,1681,1944,2828,2372,3087,2603,1699,1088,6917,3392,3392,3392,3392,1087,2318,3369,2318,1318,617
483,985,3973,1933,5410,6122,716,2338,95,1938,1407,2103,1308,1490,2421,3352,6595,1664,2928,2928,1664,3256,3298,1646,1099,3421,1602,807,599,1447
484,985,3973,1049,2516,6122,6771,5909,3508,271,1376,778,1263,2075,1435,3114,2302,2341,993,1552,1615,1855,1038,2926,2256,2596,1322,3072,3072,840
485,985,3973,1301,2586,3179,2111,2234,2544,3423,3366,2310,3043,444,2571,2571,1219,1664,993,2571,2904,1652,2571,3120,3474,2571,2028,2571,2571,2571
486,985,3973,1301,2586,1843,716,4312,3508,3475,944,3652,6431,170,6733,5424,5424,2816,6540,2816,3794,196,6540,2502,1208,2816,4632,4192,4444,3821
487,985,3973,5744,6773,5006,432,6715,5132,4636,4093,6715,1976,4158,6920,5424,6564,3116,3462,2241,3462,980,601,2241,2241,2315,601,601,2241,601
488,985,3973,1301,2586,6122,1820,3451,2677,2229,3140,1533,3050,1712,1388,1902,1549,4790,3462,279,3003,3094,1267,2032,4120,2032,2032,5103,5103,2944
489,985,3973,5603,2586,1511,2702,3451,475,1747,1833,2828,3417,5497,1459,1710,2211,3064,1428,1710,1710,2828,487,169,3199,3199,15,169,5294,2562
490,985,3973,1301,2586,5935,4802,6507,7001,5218,1526,3602,6173,444,6173,5079,5595,3064,6253,3064,83,533,1471,528,3005,533,1974,487,2111,533
491,985,3973,5603,3915,158,4400,2261,3480,671,2534,2828,123,3376,2041,2074,3493,194,1434,2756,1287,1676,73,73,2893,776,776,776,776,2893
492,985,3973,1049,6743,1511,4400,3451,475,1747,950,1216,3050,1646,3049,1809,2523,2358,993,230,2414,2885,1866,2358,1722,2431,1075,1722,2414,2414
493,985,3973,5603,2516,5006,2037,5909,6028,271,3990,1110,701,927,5435,5080,3334,2745,2745,1722,2756,2885,3022,1031,3458,898,3468,2755,1062,692
494,985,3973,1049,853,6481,4400,3451,4968,4699,1376,2658,706,436,1002,3404,1929,1929,3354,1929,1929,2885,1340,2358,1361,2431,1925,1361,1361,3333
495,985,3973,5695,2586,1511,553,3451,3435,2398,338,3328,338,2066,1510,110,2109,1956,2536,1956,2536,2575,2637,2536,2568,101,101,1782,6765,2452
496,985,4767,5744,6231,6888,432,4024,5351,1093,3658,3271,1472,1881,3229,1233,1786,141,3088,1900,1786,418,1868,1645,418,418,418,418,418,418
497,985,3973,5695,2586,5418,3087,6988,5000,2334,618,2582,3410,1712,2155,32,3166,1462,2250,2890,3170,3410,3410,1043,713,713,3315,967,1712,3089
498,985,3973,1049,5410,1287,4400,3451,2810,2970,1376,1533,3093,2123,337,6707,2930,3339,2795,943,2053,1628,1838,607,2084,2084,2774,2084,2084,2580
499,985,3973,1049,6743,604,6041,3451,2810,4916,1590,2397,1644,2594,1478,303,481,660,992,1350,2594,2500,2086,1293,660,2086,2500,2844,2086,2086
500,6166,1132,1049,1905,158,1905,1514,2040,408,1191,5375,3093,4280,865,2050,4414,561,1765,2141,1697,2444,2844,2090,2084,1048,2774,640,2541,3683
501,985,4767,5695,2586,1511,3087,3451,3435,2229,618,1112,1831,3345,1831,1525,1525,706,548,1585,1525,1585,1679,2012,1443,1247,2086,435,2035,2086
502,985,3973,5603,2586,1511,716,5737,2426,740,338,552,338,1770,2997,767,2270,65,3103,230,492,2890,492,492,492,492,492,492,492,492
503,985,3973,1301,3915,1287,4400,5418,6028,4916,2534,1112,2970,3345,1272,405,2582,141,1861,1024,451,141,2024,172,2024,492,492,492,2142,492
504,985,4767,5695,2586,1843,716,6962,5750,2396,6295,1251,3050,2892,1510,3,2808,2808,3275,1243,572,849,2587,2587,572,2587,2587,255,1741,802
505,985,3973,5744,1252,1843,716,5737,3712,629,582,2290,3523,2066,3229,276,66,1530,2587,2754,1023,2066,380,942,75,972,1564,1564,1564,3505
506,985,3973,5603,6743,6481,4400,3039,95,2895,2757,1206,2746,380,1021,952,1234,2728,1451,2746,2728,2746,2746,1954,2094,2746,2746,2746,2746,2728
507,985,4502,1049,5410,158,4400,2139,475,2120,1376,778,3050,2075,3049,1809,1622,3386,6,1809,2223,342,342,342,2597,1124,2597,1124,3433,2959
508,985,3973,5603,2586,1511,1707,3451,679,1785,1376,49,2206,1658,938,2040,4494,2729,3525,3067,1164,3106,1866,2230,3145,3306,1317,2256,2341,1317
509,985,3973,5603,2586,1511,2925,3451,2810,878,5189,4360,1336,2918,2781,2040,1381,636,6,3340,472,563,595,2918,2366,4553,563,2256,510,1407
510,985,3973,1049,853,1511,2925,3451,2810,4916,1822,1681,3055,2123,6577,985,1785,5893,3755,3755,94,2034,1214,1214,1214,49,1712,5070,2434,1214
511,985,3973,4254,853,6122,6771,5909,3508,3475,1775,2358,1010,2549,2177,1610,93,1610,1610,5080,1610,1610,1610,436,1610,3199,1610,1610,1610,1610
512,985,3973,4254,853,6122,1899,7033,5000,4916,618,4043,3414,293,3229,2369,120,1617,3728,551,2317,909,3123,1762,909,3079,3728,2317,2925,426
513,985,3973,1301,2586,3179,4802,6507,2544,3423,3140,239,472,1712,2571,675,334,2671,380,2025,2987,432,637,1904,2025,1345,2951,4743,2951,3761
514,985,3973,4254,2516,6122,2037,2261,3508,3423,3140,1073,2237,2075,1726,3352,2985,2969,2456,230,1064,482,2456,2456,2030,2295,3728,2460,1880,61
515,985,3973,5603,2586,5006,2925,4499,6028,2229,1376,1533,2186,810,130,3016,3334,2918,49,1236,1686,49,605,638,887,2295,2182,2989,1130,1130
516,985,3973,5603,2586,274,2925,4792,1280,2229,1631,1533,3050,873,1188,767,3478,213,990,378,378,113,49,324,2480,763,3006,1327,720,61
517,985,3973,5603,2586,274,2925,4792,1280,2229,1631,1533,3050,873,2997,767,1785,213,3130,3130,3359,2299,2421,2421,2421,5328,3605,5928,4812,61
518,985,3973,5695,2586,3179,716,5909,5053,5369,2011,4287,3050,2075,2571,3703,3009,213,3291,378,378,2434,2709,771,3272,3299,437,1214,437,1389
519,985,1132,1049,6743,158,2925,3451,2810,2127,4099,1533,3093,3456,958,2769,278,958,1040,1012,1337,25,25,847,608,847,275,608,608,608
520,985,4767,5695,2586,3179,716,2561,3480,2229,3089,1917,3050,2674,3082,884,1665,547,355,188,2333,355,355,355,355,5618,5618,5618,5618,5618
521,985,3973,5603,2586,6122,2925,5737,1280,740,582,317,3050,2892,608,3274,3039,958,3274,1121,1713,608,608,402,2864,3039,2762,1582,402,702
522,985,3973,1025,3915,158,2039,3451,2810,2139,2831,2420,3093,1196,1021,2040,1391,1683,2328,1838,472,2741,3317,3037,2741,1838,1838,1447,1838,1447
523,985,3973,1301,2586,1511,3087,3451,679,5369,5189,3579,2206,1658,5189,6798,1381,226,1781,1709,3003,2933,599,183,599,2690,2467,728,293,2210
524,985,3973,5603,2586,1511,716,2338,2810,1938,3089,317,3050,2042,507,983,2930,1747,941,1514,1669,909,1617,985,1514,909,1514,1514,1514,1514
525,985,4767,5744,2586,3179,4802,5488,4185,503,5488,3271,391,1579,2571,2571,2241,3444,1919,3526,1715,3199,8,1715,1715,1715,1715,1715,1157,1715
526,985,3973,5695,2586,5935,2702,6962,2912,5781,338,1917,3050,1830,3082,2468,963,1594,2795,3127,1922,113,1333,2271,113,457,2820,3392,2820,5709
527,985,4502,1049,853,1511,4400,3451,475,2895,5189,3652,6178,5647,1130,2478,1381,3175,1082,3146,50,2877,3256,915,915,50,1526,2043,1044,2043
528,985,3973,1933,2586,6122,2925,2222,1298,5781,5189,1533,3055,1523,2653,644,4414,2514,1457,1905,241,1933,1591,730,2437,3207,3451,3451,3451,3451
529,985,4767,5695,2586,3179,4802,6962,821,1938,2534,1112,2970,1153,1474,2468,1307,1892,478,2836,3325,1891,1891,3325,3325,141,141,3028,2041,351
530,985,3973,1301,1252,5006,1326,4499,1280,2456,2366,49,3522,1935,970,5080,3459,3459,3459,1660,3459,3459,1454,1865,1638,1660,3356,3209,1275,3451
531,985,3973,1301,1252,5006,1326,4499,3508,2229,3524,2132,605,1374,1044,1068,2887,1374,292,5080,1914,2034,259,2241,429,1776,2948,1674,1776,5351
532,985,4767,5695,4098,6888,432,4312,4185,2396,6295,752,3050,2075,2571,3424,58,3019,620,2982,846,1972,2028,4733,1972,3195,1117,3195,3195,539
533,985,3973,5695,2586,2781,2702,3451,557,5369,5189,5507,3050,6453,6351,4764,5703,7052,5990,5990,3860,6989,2790,2790,3915,4815,5427,3123,1577,4662
534,2611,1350,1025,3915,158,4400,1027,3480,4916,2534,979,2970,674,337,3383,2453,3444,2288,2399,343,286,700,2264,1892,776,5595,1715,5595,2264
535,985,3973,5603,3915,1511,553,3451,2912,2456,1376,752,3050,786,2571,1653,1906,2739,911,1877,1877,1877,1100,2264,1100,3451,265,265,265,265
536,985,1132,1049,6743,158,4400,3451,475,408,1376,6286,3417,1196,337,3404,636,1049,3525,1809,1170,2034,1454,3420,566,1100,394,1342,394,160
537,985,3973,1049,2586,1511,2039,3451,1280,2895,1174,317,3050,2892,1021,687,609,1939,687,3069,2481,849,1042,1234,1509,1042,849,153,89,1181
538,985,3973,1301,1252,5006,1820,5182,1280,5618,3105,2581,1707,3358,561,1707,618,379,379,5346,1293,2346,1545,3289,1594,4386,3289,4228,3237,3237
539,985,3973,5744,1252,5006,716,5737,1685,2396,1576,1206,3050,2892,2544,2723,3039,1530,2471,284,2490,2396,2143,3276,1912,1912,758,758,1371,2824
540,985,3973,1025,3915,158,2702,2561,2810,2495,2831,49,3050,2042,1188,2468,246,2627,983,1877,378,2202,378,983,1498,2180,2180,2202,1575,3087
541,985,3973,5603,2586,1511,4400,3451,679,671,1376,3346,3093,73,2074,2074,1381,1875,2386,2554,2176,3230,3009,3009,791,3009,1224,934,1224,1224
542,985,3973,1933,2586,1511,2925,3496,2810,6323,1631,1533,3050,2848,2781,110,2114,1101,3525,378,378,1442,462,2452,3079,1442,2452,990,2677,2452
543,985,3973,1301,2586,1511,3087,3451,3480,2229,3089,2014,3050,1712,547,1952,191,2624,1639,2301,472,736,95,1055,736,1628,1628,640,2381,2381
544,985,3973,1301,2516,1511,2925,5182,1280,2229,3524,1533,3050,2552,547,2531,2937,5426,495,1832,3341,1060,1911,2552,547,782,2019,3050,2019,963
545,985,3973,5695,2586,1511,432,6715,5214,2895,582,1626,3050,2066,2997,2309,3039,2993,3274,3127,3292,1113,2259,3289,371,2824,2824,3105,3105,2824
546,985,3973,5603,2516,1511,6041,3451,1298,2970,1583,1533,3093,4280,1697,2269,4414,2514,1901,574,1329,1329,886,1329,2793,2428,263,3293,764,359
547,985,4767,5695,4098,5770,432,2561,2810,5369,6295,3579,300,3522,2533,2969,579,2785,434,2201,6300,2785,796,1758,796,126,2333,1321,2419,103
548,985,3973,5744,3691,5006,1820,5737,1280,2895,582,2290,3050,380,2544,3050,3039,1099,3029,3029,3029,3294,858,858,1831,935,858,1564,2055,3090
549,985,3973,5744,1252,5006,1326,3451,679,878,2366,177,1472,1712,131,2040,651,2671,118,2378,448,2933,512,2285,110,512,512,1165,2762,2380
550,985,4767,5695,2586,1511,2049,3451,2178,2049,1583,1583,1336,6453,5049,3120,1381,838,6234,5700,241,4554,5095,1165,1165,2200,4331,4615,6234,1368
551,985,2930,5603,3915,1351,3157,3451,2810,1036,2831,2014,3050,2221,5143,2468,1381,5032,5039,3512,7030,5039,2471,183,3316,1465,1465,3632,1321,36
552,985,3973,1049,6743,6481,4400,3451,406,1747,338,1681,323,3369,337,2650,6768,2341,1804,5600,603,41,6497,1578,6376,6497,596,405,2035,2906
553,985,3973,5695,2586,1511,716,5737,1280,2229,3089,317,3050,1830,3082,32,3039,743,1804,3496,850,3410,2890,1620,348,348,1620,1620,714,348
554,985,3973,1049,6743,6481,4400,2139,2040,408,3089,2103,3093,5610,337,6126,6126,2247,6486,6126,6126,2603,4673,6126,6126,6126,6126,6126,4481,6126
555,985,3973,1049,853,1511,6041,3451,679,4152,1376,1533,2167,4981,938,3016,3478,1527,286,1447,2640,2640,2614,3356,2618,917,3356,3356,2134,1407
556,985,3973,1301,2586,1511,3087,3451,2810,2970,2086,4043,1644,4268,2862,3400,4688,2514,46,2201,376,1933,1055,2826,1953,891,888,1868,65,455
557,985,1350,5603,5410,1511,553,3451,3480,4916,3089,705,2970,396,191,3400,191,191,2038,1709,2753,1829,1862,1862,759,1868,1868,2722,3138,1868
558,985,3973,5744,1252,906,4910,7033,5351,2229,582,602,906,2066,3286,1183,3039,289,1724,3210,1344,2555,716,504,1821,891,2555,3247,891,891
559,985,3973,1049,2516,6122,1326,5136,475,1131,3134,1206,3050,474,963,1950,963,740,1234,284,1731,2214,1731,1234,2214,3337,1449,2214,2465,2214
560,985,3973,5744,1252,6122,1899,5737,6639,6645,6786,602,3050,380,3286,653,3327,1580,3286,2872,1023,3327,1162,1162,1162,891,2555,2088,891,2290
561,985,3973,1049,3915,158,2039,3451,475,6555,5189,5291,3050,4268,3371,2040,636,636,3525,3125,3057,2817,2724,2336,2339,909,2724,337,710,636
562,985,3973,4254,853,6481,4400,3451,5000,4916,2889,1597,1644,1523,6795,2114,2353,606,1781,3456,1597,2260,1171,340,1095,1031,1298,340,393,1298
