ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7
4400,125,384,558,59,53,53,53,53
4401,787,359,170,222,53,53,53,53
4402,354,231,175,249,53,53,53,53
4403,86,130,374,170,53,53,53,53
4404,3,347,570,234,53,53,53,53
4405,4,15,134,144,53,53,53,53
4406,22,384,777,249,53,53,53,53
4407,800,80,474,108,53,53,53,53
4408,256,347,354,582,53,53,53,53
4409,66,347,537,248,53,53,53,53
4410,7,347,375,234,53,53,53,53
4411,22,15,720,234,53,53,53,53
4412,285,166,806,474,53,53,53,53
4413,533,12,58,206,53,53,53,53
4414,757,347,567,123,53,53,53,53
4415,266,209,209,94,53,53,53,53
4416,286,142,229,106,53,53,53,53
4417,251,347,720,646,53,53,53,53
4418,501,12,182,154,53,53,53,53
4419,477,368,387,170,53,53,53,53
4420,210,66,182,283,53,53,53,53
4421,696,347,387,170,53,53,53,53
4422,286,53,182,92,53,53,53,53
4423,777,34,567,206,53,53,53,53
4424,385,222,491,269,53,53,53,53
4425,350,38,192,620,53,53,53,53
4426,648,347,635,119,53,53,53,53
4427,356,347,80,123,53,53,53,53
4428,375,368,237,170,53,53,53,53
4429,401,398,363,620,53,53,53,53
4430,86,347,118,248,53,53,53,53
4431,225,38,567,106,53,53,53,53
4432,595,347,249,234,53,53,53,53
4433,748,347,323,249,53,53,53,53
4434,633,53,384,317,53,53,53,53
4435,424,12,777,106,53,53,53,53
4436,177,85,637,234,53,53,53,53
4437,273,207,229,100,53,53,53,53
4438,390,7,270,206,53,53,53,53
4439,245,347,537,234,53,53,53,53
4440,619,27,741,231,53,53,53,53
4441,515,38,87,249,53,53,53,53
4442,115,28,596,345,53,53,53,53
4443,350,368,280,0,53,53,53,53
4444,416,343,675,119,53,53,53,53
4445,736,8,87,646,53,53,53,53
4446,297,347,549,646,53,53,53,53
4447,192,231,377,249,53,53,53,53
4448,78,38,196,249,53,53,53,53
4449,513,184,282,123,53,53,53,53
4450,130,347,313,170,53,53,53,53
4451,275,53,387,206,53,53,53,53
4452,393,393,189,365,53,53,53,53
4453,127,261,684,123,53,53,53,53
4454,392,365,418,206,53,53,53,53
4455,663,80,166,269,53,53,53,53
4456,312,347,192,367,53,53,53,53
4457,47,100,567,66,53,53,53,53
4458,508,38,303,381,53,53,53,53
4459,511,347,567,78,53,53,53,53
4460,253,347,480,582,53,53,53,53
4461,524,53,781,206,53,53,53,53
4462,179,176,461,94,53,53,53,53
4463,686,27,537,283,53,53,53,53
4464,129,231,780,0,53,53,53,53
4465,382,347,216,249,53,53,53,53
4466,536,347,182,620,53,53,53,53
4467,325,347,461,123,53,53,53,53
4468,33,347,86,123,53,53,53,53
4469,293,368,480,249,53,53,53,53
4470,776,353,781,170,53,53,53,53
4471,237,53,567,170,53,53,53,53
4472,411,347,280,249,53,53,53,53
4473,494,368,280,206,53,53,53,53
4474,467,12,354,123,53,53,53,53
4475,170,347,134,317,53,53,53,53
4476,697,12,166,620,53,53,53,53
4477,23,222,537,94,53,53,53,53
4478,297,65,675,249,53,53,53,53
4479,428,12,788,106,53,53,53,53
4480,345,27,536,582,53,53,53,53
4481,313,166,567,347,53,53,53,53
4482,3,27,375,167,53,53,53,53
4483,601,347,679,582,53,53,53,53
4484,34,261,567,709,53,53,53,53
4485,39,347,7,100,53,53,53,53
4486,23,368,750,59,53,53,53,53
4487,111,347,695,93,53,53,53,53
4488,4,347,635,359,53,53,53,53
4489,381,368,20,170,53,53,53,53
4490,193,368,679,248,53,53,53,53
4491,283,347,555,123,53,53,53,53
4492,568,8,64,582,53,53,53,53
4493,718,261,212,110,53,53,53,53
4494,275,347,20,170,53,53,53,53
4495,257,166,336,317,53,53,53,53
4496,775,323,280,170,53,53,53,53
4497,607,368,635,78,53,53,53,53
4498,105,270,781,249,53,53,53,53
4499,17,261,509,92,53,53,53,53
4500,148,293,683,108,53,53,53,53
4501,792,347,322,248,53,53,53,53
4502,253,347,461,206,53,53,53,53
4503,271,38,222,206,53,53,53,53
4504,174,12,683,582,53,53,53,53
4505,325,347,754,104,53,53,53,53
4506,91,347,459,206,53,53,53,53
4507,229,347,543,474,53,53,53,53
4508,22,321,190,206,53,53,53,53
4509,260,347,252,66,53,53,53,53
4510,6,12,537,317,53,53,53,53
4511,751,67,134,784,53,53,53,53
4512,423,270,509,249,53,53,53,53
4513,749,166,750,170,53,53,53,53
4514,157,368,480,646,53,53,53,53
4515,23,347,720,119,53,53,53,53
4516,631,270,354,206,53,53,53,53
4517,98,169,111,93,53,53,53,53
4518,777,347,537,527,53,53,53,53
4519,166,12,555,234,53,53,53,53
4520,437,347,111,206,53,53,53,53
4521,185,12,491,249,53,53,53,53
4522,202,27,567,123,53,53,53,53
4523,509,321,592,92,53,53,53,53
4524,509,347,229,238,53,53,53,53
4525,251,347,134,167,53,53,53,53
4526,379,114,537,275,53,53,53,53
4527,1,53,538,249,53,53,53,53
4528,146,347,567,249,53,53,53,53
4529,477,368,23,154,53,53,53,53
4530,105,231,229,123,53,53,53,53
4531,351,347,537,234,53,53,53,53
4532,240,347,637,206,53,53,53,53
4533,287,321,125,206,53,53,53,53
4534,528,12,209,249,53,53,53,53
4535,679,347,608,123,53,53,53,53
4536,199,368,322,94,53,53,53,53
4537,551,323,635,94,53,53,53,53
4538,428,171,781,170,53,53,53,53
4539,313,12,231,234,53,53,53,53
4540,500,27,688,94,53,53,53,53
4541,292,53,354,474,53,53,53,53
4542,328,259,656,646,53,53,53,53
4543,175,347,567,170,53,53,53,53
4544,31,80,480,249,53,53,53,53
4545,104,12,683,92,53,53,53,53
4546,537,53,555,249,53,53,53,53
4547,271,231,537,123,53,53,53,53
4548,351,347,575,206,53,53,53,53
4549,600,166,373,582,53,53,53,53
4550,370,12,555,367,53,53,53,53
4551,189,270,166,692,53,53,53,53
4552,514,12,748,248,53,53,53,53
4553,170,261,182,323,53,53,53,53
4554,745,27,166,582,53,53,53,53
4555,644,12,624,249,53,53,53,53
4556,462,368,510,248,53,53,53,53
4557,557,103,263,206,53,53,53,53
4558,30,347,726,206,53,53,53,53
4559,586,347,241,123,53,53,53,53
4560,793,367,748,123,53,53,53,53
4561,106,12,280,171,53,53,53,53
4562,393,48,168,367,53,53,53,53
4563,325,261,140,92,53,53,53,53
4564,690,12,388,59,53,53,53,53
4565,185,347,509,123,53,53,53,53
4566,559,80,211,170,53,53,53,53
4567,308,53,537,238,53,53,53,53
4568,337,231,537,283,53,53,53,53
4569,20,368,7,123,53,53,53,53
4570,732,270,214,248,53,53,53,53
4571,665,12,231,170,53,53,53,53
4572,602,12,182,811,53,53,53,53
4573,49,347,537,206,53,53,53,53
4574,373,12,467,92,53,53,53,53
4575,251,207,182,582,53,53,53,53
4576,233,347,791,234,53,53,53,53
4577,115,261,196,582,53,53,53,53
4578,509,53,182,582,53,53,53,53
4579,505,347,354,347,53,53,53,53
4580,648,347,781,234,53,53,53,53
4581,766,176,637,248,53,53,53,53
4582,661,261,303,367,53,53,53,53
4583,506,352,192,646,53,53,53,53
4584,383,368,354,92,53,53,53,53
4585,312,207,208,206,53,53,53,53
4586,754,261,274,206,53,53,53,53
4587,711,347,86,114,53,53,53,53
4588,462,86,660,206,53,53,53,53
4589,737,207,254,206,53,53,53,53
4590,350,12,593,249,53,53,53,53
4591,327,12,354,167,53,53,53,53
4592,136,368,480,527,53,53,53,53
4593,347,368,166,228,53,53,53,53
4594,54,263,736,66,53,53,53,53
4595,346,95,637,370,53,53,53,53
4596,39,347,196,646,53,53,53,53
4597,87,376,313,123,53,53,53,53
4598,342,12,683,94,53,53,53,53
4599,766,12,590,123,53,53,53,53
4600,763,12,567,234,53,53,53,53
4601,231,347,166,709,53,53,53,53
4602,149,384,722,583,53,53,53,53
4603,195,12,784,106,53,53,53,53
4604,710,260,418,100,53,53,53,53
4605,129,347,461,123,53,53,53,53
4606,37,53,777,206,53,53,53,53
4607,321,27,803,28,53,53,53,53
4608,440,356,592,249,53,53,53,53
4609,244,66,134,248,53,53,53,53
4610,170,280,274,367,53,53,53,53
4611,47,12,182,100,53,53,53,53
4612,341,168,235,367,53,53,53,53
4613,166,15,637,269,53,53,53,53
4614,168,166,491,94,53,53,53,53
4615,251,347,491,93,53,53,53,53
4616,484,80,537,94,53,53,53,53
4617,735,12,162,249,53,53,53,53
4618,810,15,134,170,53,53,53,53
4619,361,261,20,317,53,53,53,53
4620,510,393,389,222,53,53,53,53
4621,578,222,387,114,53,53,53,53
4622,503,53,166,290,53,53,53,53
4623,39,347,229,249,53,53,53,53
4624,406,368,567,167,53,53,53,53
4625,129,368,322,170,53,53,53,53
4626,403,101,318,341,53,53,53,53
4627,632,53,361,123,53,53,53,53
4628,420,367,333,170,53,53,53,53
4629,269,347,336,249,53,53,53,53
4630,648,368,190,75,53,53,53,53
4631,583,230,537,206,53,53,53,53
4632,496,20,182,249,53,53,53,53
4633,578,15,637,123,53,53,53,53
4634,103,359,750,206,53,53,53,53
4635,149,77,222,206,53,53,53,53
4636,593,103,375,269,53,53,53,53
4637,473,12,86,249,53,53,53,53
4638,57,79,727,206,53,53,53,53
4639,84,347,310,234,53,53,53,53
4640,321,53,567,92,53,53,53,53
4641,683,330,755,222,53,53,53,53
4642,542,53,237,206,53,53,53,53
4643,353,357,592,269,53,53,53,53
4644,389,347,354,170,53,53,53,53
4645,273,347,303,206,53,53,53,53
4646,17,27,280,171,53,53,53,53
4647,608,53,727,170,53,53,53,53
4648,693,347,608,206,53,53,53,53
4649,569,169,313,646,53,53,53,53
4650,257,98,650,22,53,53,53,53
4651,551,15,501,253,53,53,53,53
4652,84,231,323,123,53,53,53,53
4653,217,38,237,620,53,53,53,53
4654,697,246,182,283,53,53,53,53
4655,675,393,426,206,53,53,53,53
4656,147,12,196,171,53,53,53,53
4657,411,347,80,283,53,53,53,53
4658,486,166,781,249,53,53,53,53
4659,339,347,567,119,53,53,53,53
4660,88,53,373,206,53,53,53,53
4661,181,12,237,248,53,53,53,53
4662,5,27,125,620,53,53,53,53
4663,382,12,196,582,53,53,53,53
4664,141,207,635,123,53,53,53,53
4665,325,53,780,249,53,53,53,53
4666,129,233,811,249,53,53,53,53
4667,28,89,699,234,53,53,53,53
4668,541,246,7,94,53,53,53,53
4669,362,405,86,59,53,53,53,53
4670,24,347,111,170,53,53,53,53
4671,195,27,546,283,53,53,53,53
4672,158,27,134,811,53,53,53,53
4673,247,347,495,249,53,53,53,53
4674,722,261,209,317,53,53,53,53
4675,273,207,537,317,53,53,53,53
4676,412,250,368,206,53,53,53,53
4677,111,12,108,206,53,53,53,53
4678,596,368,754,582,53,53,53,53
4679,697,17,567,206,53,53,53,53
4680,370,27,695,283,53,53,53,53
4681,170,270,375,234,53,53,53,53
4682,541,38,720,248,53,53,53,53
4683,568,12,567,123,53,53,53,53
4684,390,323,7,123,53,53,53,53
4685,181,368,111,228,53,53,53,53
4686,660,323,567,180,53,53,53,53
4687,464,231,254,100,53,53,53,53
4688,226,347,204,106,53,53,53,53
4689,657,53,125,709,53,53,53,53
4690,411,176,784,367,53,53,53,53
4691,570,393,726,166,53,53,53,53
4692,777,15,182,620,53,53,53,53
4693,60,12,411,249,53,53,53,53
4694,792,323,388,92,53,53,53,53
4695,240,38,777,106,53,53,53,53
4696,547,166,354,169,53,53,53,53
4697,671,337,567,206,53,53,53,53
4698,205,28,354,123,53,53,53,53
4699,373,12,567,620,53,53,53,53
4700,416,12,303,97,53,53,53,53
4701,758,12,374,170,53,53,53,53
4702,722,347,274,206,53,53,53,53
4703,404,12,754,123,53,53,53,53
4704,652,347,363,123,53,53,53,53
4705,319,242,567,249,53,53,53,53
4706,390,86,596,248,53,53,53,53
4707,74,261,212,92,53,53,53,53
4708,266,368,111,123,53,53,53,53
4709,29,261,5,206,53,53,53,53
4710,301,347,686,94,53,53,53,53
4711,632,27,635,28,53,53,53,53
4712,493,347,742,123,53,53,53,53
4713,335,12,373,206,53,53,53,53
4714,713,376,229,123,53,53,53,53
4715,449,393,442,53,53,53,53,53
4716,808,80,600,206,53,53,53,53
4717,110,53,660,206,53,53,53,53
4718,303,80,416,170,53,53,53,53
4719,263,221,599,28,53,53,53,53
4720,62,12,754,249,53,53,53,53
4721,543,12,134,93,53,53,53,53
4722,71,77,635,114,53,53,53,53
4723,271,347,190,108,53,53,53,53
4724,555,53,639,249,53,53,53,53
4725,659,124,720,154,53,53,53,53
4726,69,347,295,367,53,53,53,53
4727,223,166,354,582,53,53,53,53
4728,177,347,354,93,53,53,53,53
4729,325,347,212,249,53,53,53,53
4730,735,66,237,722,53,53,53,53
4731,689,12,750,248,53,53,53,53
4732,547,53,111,170,53,53,53,53
4733,633,53,336,170,53,53,53,53
4734,380,12,653,170,53,53,53,53
4735,279,27,134,170,53,53,53,53
4736,696,347,125,248,53,53,53,53
4737,650,28,635,283,53,53,53,53
4738,30,347,537,323,53,53,53,53
4739,793,231,811,249,53,53,53,53
4740,771,12,519,206,53,53,53,53
4741,94,8,20,582,53,53,53,53
4742,385,53,567,100,53,53,53,53
4743,324,38,222,123,53,53,53,53
4744,497,12,770,16,53,53,53,53
4745,158,347,7,89,53,53,53,53
4746,793,27,567,582,53,53,53,53
4747,56,347,537,167,53,53,53,53
4748,168,53,237,51,53,53,53,53
4749,82,347,537,248,53,53,53,53
4750,11,393,323,166,53,53,53,53
4751,323,207,280,206,53,53,53,53
4752,189,347,610,388,53,53,53,53
4753,64,259,433,748,53,53,53,53
4754,389,376,754,248,53,53,53,53
4755,142,27,336,234,53,53,53,53
4756,479,347,543,249,53,53,53,53
4757,466,45,754,347,53,53,53,53
4758,284,53,111,317,53,53,53,53
4759,25,231,182,249,53,53,53,53
4760,247,12,388,249,53,53,53,53
4761,21,12,373,206,53,53,53,53
4762,513,376,675,283,53,53,53,53
4763,477,203,767,646,53,53,53,53
4764,182,368,553,206,53,53,53,53
4765,145,166,720,234,53,53,53,53
4766,645,323,781,248,53,53,53,53
4767,521,347,777,94,53,53,53,53
4768,748,53,182,123,53,53,53,53
4769,177,368,134,692,53,53,53,53
4770,647,66,140,170,53,53,53,53
4771,693,207,546,93,53,53,53,53
4772,396,80,134,114,53,53,53,53
4773,274,12,679,620,53,53,53,53
4774,808,231,310,170,53,53,53,53
4775,630,368,388,108,53,53,53,53
4776,333,347,229,709,53,53,53,53
4777,480,12,363,527,53,53,53,53
4778,384,381,48,347,53,53,53,53
4779,139,155,102,53,53,53,53,53
4780,804,347,192,527,53,53,53,53
4781,174,270,166,234,53,53,53,53
4782,244,12,182,249,53,53,53,53
4783,240,347,323,119,53,53,53,53
4784,402,27,567,94,53,53,53,53
4785,360,347,754,93,53,53,53,53
4786,761,80,424,170,53,53,53,53
4787,48,80,280,206,53,53,53,53
4788,123,184,720,646,53,53,53,53
4789,630,347,575,206,53,53,53,53
4790,635,53,134,367,53,53,53,53
4791,184,347,182,93,53,53,53,53
4792,596,53,368,248,53,53,53,53
4793,687,12,742,249,53,53,53,53
4794,65,347,637,108,53,53,53,53
4795,417,207,699,692,53,53,53,53
4796,590,347,742,92,53,53,53,53
4797,792,53,555,170,53,53,53,53
4798,321,281,231,206,53,53,53,53
4799,255,231,487,206,53,53,53,53
4800,575,235,140,249,53,53,53,53
4801,220,347,166,234,53,53,53,53
4802,245,89,683,206,53,53,53,53
4803,734,246,323,234,53,53,53,53
4804,760,12,322,248,53,53,53,53
4805,206,12,635,234,53,53,53,53
4806,788,53,280,249,53,53,53,53
4807,578,393,229,106,53,53,53,53
4808,151,323,637,228,53,53,53,53
4809,736,16,336,154,53,53,53,53
4810,463,300,134,180,53,53,53,53
4811,572,347,720,169,53,53,53,53
4812,273,81,599,94,53,53,53,53
4813,701,38,293,367,53,53,53,53
4814,677,166,390,368,53,53,53,53
4815,482,347,323,234,53,53,53,53
4816,790,207,20,123,53,53,53,53
4817,67,53,712,206,53,53,53,53
4818,28,347,125,249,53,53,53,53
4819,150,323,608,234,53,53,53,53
4820,162,368,241,170,53,53,53,53
4821,150,27,361,323,53,53,53,53
4822,142,347,684,12,53,53,53,53
4823,559,347,623,206,53,53,53,53
4824,98,347,514,67,53,53,53,53
4825,41,270,54,393,53,53,53,53
4826,622,347,354,123,53,53,53,53
4827,240,12,637,108,53,53,53,53
4828,221,53,720,248,53,53,53,53
4829,428,347,575,154,53,53,53,53
4830,675,15,679,709,53,53,53,53
4831,400,15,567,527,53,53,53,53
4832,41,393,487,367,53,53,53,53
4833,691,53,280,620,53,53,53,53
4834,323,207,635,646,53,53,53,53
4835,697,347,111,527,53,53,53,53
4836,457,239,192,154,53,53,53,53
4837,89,154,810,106,53,53,53,53
4838,78,12,675,234,53,53,53,53
4839,610,12,806,170,53,53,53,53
4840,290,347,192,154,53,53,53,53
4841,581,347,679,388,53,53,53,53
4842,753,368,20,620,53,53,53,53
4843,14,12,537,108,53,53,53,53
4844,109,12,693,170,53,53,53,53
4845,87,99,637,100,53,53,53,53
4846,209,53,567,51,53,53,53,53
4847,53,261,567,353,53,53,53,53
4848,724,53,567,108,53,53,53,53
4849,797,347,754,269,53,53,53,53
4850,788,347,575,170,53,53,53,53
4851,160,261,486,170,53,53,53,53
4852,268,53,14,279,53,53,53,53
4853,424,12,597,367,53,53,53,53
4854,51,95,720,646,53,53,53,53
4855,273,261,111,108,53,53,53,53
4856,478,66,599,171,53,53,53,53
4857,28,15,322,527,53,53,53,53
4858,249,12,429,66,53,53,53,53
4859,133,86,54,367,53,53,53,53
4860,351,53,166,323,53,53,53,53
4861,89,158,705,709,53,53,53,53
4862,586,261,567,206,53,53,53,53
4863,279,368,373,123,53,53,53,53
4864,182,80,196,317,53,53,53,53
4865,360,347,558,249,53,53,53,53
4866,232,161,322,114,53,53,53,53
4867,409,270,537,249,53,53,53,53
4868,107,12,537,100,53,53,53,53
4869,370,166,87,646,53,53,53,53
4870,217,347,720,248,53,53,53,53
4871,807,347,222,367,53,53,53,53
4872,713,347,675,367,53,53,53,53
4873,351,347,537,108,53,53,53,53
4874,39,8,720,206,53,53,53,53
4875,117,12,194,206,53,53,53,53
4876,737,53,214,170,53,53,53,53
4877,410,393,356,367,53,53,53,53
4878,31,80,192,249,53,53,53,53
4879,530,12,7,620,53,53,53,53
4880,777,347,20,170,53,53,53,53
4881,724,222,679,784,53,53,53,53
4882,88,261,635,94,53,53,53,53
4883,407,270,323,123,53,53,53,53
4884,131,27,36,123,53,53,53,53
4885,374,53,209,170,53,53,53,53
4886,279,231,523,170,53,53,53,53
4887,321,88,783,249,53,53,53,53
4888,256,80,736,206,53,53,53,53
4889,250,347,388,249,53,53,53,53
4890,317,347,196,206,53,53,53,53
4891,166,347,637,646,53,53,53,53
4892,274,347,781,646,53,53,53,53
4893,571,53,303,249,53,53,53,53
4894,448,347,537,249,53,53,53,53
4895,322,53,543,249,53,53,53,53
4896,190,368,510,94,53,53,53,53
4897,197,235,190,582,53,53,53,53
4898,347,347,354,249,53,53,53,53
4899,329,27,754,119,53,53,53,53
4900,348,270,537,123,53,53,53,53
4901,414,143,323,234,53,53,53,53
4902,406,323,461,123,53,53,53,53
4903,439,246,119,345,53,53,53,53
4904,405,27,67,234,53,53,53,53
4905,331,384,509,248,53,53,53,53
4906,23,347,388,811,53,53,53,53
4907,343,12,229,123,53,53,53,53
4908,95,38,491,123,53,53,53,53
4909,209,347,237,119,53,53,53,53
4910,374,347,781,170,53,53,53,53
4911,303,95,567,123,53,53,53,53
4912,60,393,632,367,53,53,53,53
4913,108,185,541,52,53,53,53,53
4914,265,12,567,170,53,53,53,53
4915,39,368,192,170,53,53,53,53
4916,129,404,602,234,53,53,53,53
4917,56,12,241,94,53,53,53,53
4918,725,220,274,170,53,53,53,53
4919,509,166,280,249,53,53,53,53
4920,752,368,336,367,53,53,53,53
4921,36,231,118,620,53,53,53,53
4922,287,80,280,249,53,53,53,53
4923,145,27,125,249,53,53,53,53
4924,677,12,330,345,53,53,53,53
4925,539,347,777,317,53,53,53,53
4926,732,347,354,78,53,53,53,53
4927,139,88,695,248,53,53,53,53
4928,465,131,192,620,53,53,53,53
4929,155,347,354,123,53,53,53,53
4930,477,170,699,138,53,53,53,53
4931,26,12,781,620,53,53,53,53
4932,291,347,461,709,53,53,53,53
4933,615,232,166,170,53,53,53,53
4934,809,261,250,359,53,53,53,53
4935,514,193,388,709,53,53,53,53
4936,243,347,134,123,53,53,53,53
4937,802,53,496,170,53,53,53,53
4938,688,368,567,249,53,53,53,53
4939,679,174,7,388,53,53,53,53
4940,388,12,179,170,53,53,53,53
4941,666,368,336,94,53,53,53,53
4942,107,347,336,474,53,53,53,53
4943,523,34,537,646,53,53,53,53
4944,548,53,679,253,53,53,53,53
4945,597,347,637,128,53,53,53,53
4946,397,80,36,249,53,53,53,53
4947,750,347,368,249,53,53,53,53
4948,45,66,541,367,53,53,53,53
4949,753,80,537,248,53,53,53,53
4950,231,207,86,93,53,53,53,53
4951,620,77,781,119,53,53,53,53
4952,411,38,115,167,53,53,53,53
4953,237,347,720,234,53,53,53,53
4954,483,53,111,317,53,53,53,53
4955,512,244,111,249,53,53,53,53
4956,253,166,143,67,53,53,53,53
4957,809,347,537,246,53,53,53,53
4958,380,262,679,108,53,53,53,53
4959,775,12,20,249,53,53,53,53
4960,19,53,377,170,53,53,53,53
4961,262,53,86,249,53,53,53,53
4962,714,347,429,269,53,53,53,53
4963,676,323,20,170,53,53,53,53
4964,534,261,298,130,53,53,53,53
4965,408,367,722,249,53,53,53,53
4966,519,80,280,206,53,53,53,53
4967,118,27,439,249,53,53,53,53
4968,88,347,125,248,53,53,53,53
4969,666,323,280,170,53,53,53,53
4970,55,222,354,170,53,53,53,53
4971,562,347,537,94,53,53,53,53
4972,289,347,229,94,53,53,53,53
4973,775,38,598,279,53,53,53,53
4974,155,347,36,249,53,53,53,53
4975,73,53,111,123,53,53,53,53
4976,358,286,87,94,53,53,53,53
4977,810,203,509,290,53,53,53,53
4978,28,12,679,93,53,53,53,53
4979,541,321,111,527,53,53,53,53
4980,397,347,461,128,53,53,53,53
4981,777,129,418,248,53,53,53,53
4982,134,261,384,119,53,53,53,53
4983,392,323,679,620,53,53,53,53
4984,728,53,567,154,53,53,53,53
4985,581,357,781,169,53,53,53,53
4986,238,261,323,620,53,53,53,53
4987,321,347,537,94,53,53,53,53
4988,490,347,231,206,53,53,53,53
4989,9,347,777,582,53,53,53,53
4990,721,347,125,317,53,53,53,53
4991,97,347,713,92,53,53,53,53
4992,775,347,194,620,53,53,53,53
4993,457,28,179,94,53,53,53,53
4994,610,12,777,709,53,53,53,53
4995,84,253,87,206,53,53,53,53
4996,383,203,298,123,53,53,53,53
4997,712,27,166,234,53,53,53,53
4998,26,347,271,283,53,53,53,53
4999,185,220,482,154,53,53,53,53
5000,300,176,807,171,53,53,53,53
5001,638,38,253,170,53,53,53,53
5002,530,12,558,123,53,53,53,53
5003,263,347,537,123,53,53,53,53
5004,508,53,413,170,53,53,53,53
5005,742,347,464,51,53,53,53,53
5006,308,368,251,123,53,53,53,53
5007,732,295,776,206,53,53,53,53
5008,751,270,280,78,53,53,53,53
5009,650,38,679,620,53,53,53,53
5010,371,347,11,123,53,53,53,53
5011,160,347,156,94,53,53,53,53
5012,253,231,510,78,53,53,53,53
5013,414,347,111,249,53,53,53,53
5014,211,370,243,170,53,53,53,53
5015,527,380,75,206,53,53,53,53
5016,276,261,537,108,53,53,53,53
5017,206,347,596,646,53,53,53,53
5018,259,332,20,370,53,53,53,53
5019,379,104,87,646,53,53,53,53
5020,167,347,658,248,53,53,53,53
5021,195,27,209,249,53,53,53,53
5022,810,347,111,123,53,53,53,53
5023,505,242,212,234,53,53,53,53
5024,88,368,684,206,53,53,53,53
5025,585,27,480,206,53,53,53,53
5026,31,38,323,94,53,53,53,53
5027,56,347,781,94,53,53,53,53
5028,93,53,418,279,53,53,53,53
5029,656,12,486,206,53,53,53,53
5030,414,347,567,709,53,53,53,53
5031,540,347,637,170,53,53,53,53
5032,406,403,567,283,53,53,53,53
5033,227,27,134,108,53,53,53,53
5034,279,27,20,249,53,53,53,53
5035,167,270,519,249,53,53,53,53
5036,600,12,134,108,53,53,53,53
5037,129,102,134,206,53,53,53,53
5038,447,80,166,28,53,53,53,53
5039,106,27,134,646,53,53,53,53
5040,170,80,67,234,53,53,53,53
5041,249,347,567,582,53,53,53,53
5042,629,270,59,170,53,53,53,53
5043,577,347,278,370,53,53,53,53
5044,142,347,561,206,53,53,53,53
5045,54,15,237,248,53,53,53,53
5046,474,300,278,248,53,53,53,53
5047,686,66,461,234,53,53,53,53
5048,229,80,781,249,53,53,53,53
5049,806,393,445,94,53,53,53,53
5050,91,347,567,100,53,53,53,53
5051,167,80,411,16,53,53,53,53
5052,211,357,658,157,53,53,53,53
5053,358,359,223,67,53,53,53,53
5054,638,12,134,269,53,53,53,53
5055,164,231,280,123,53,53,53,53
5056,721,38,125,92,53,53,53,53
5057,589,170,647,367,53,53,53,53
5058,580,347,229,811,53,53,53,53
5059,165,130,537,12,53,53,53,53
5060,652,347,635,123,53,53,53,53
5061,55,34,212,283,53,53,53,53
5062,264,347,567,620,53,53,53,53
5063,90,170,632,359,53,53,53,53
5064,758,12,0,123,53,53,53,53
5065,432,166,97,67,53,53,53,53
5066,164,209,567,170,53,53,53,53
5067,243,12,332,206,53,53,53,53
5068,479,222,44,206,53,53,53,53
5069,167,347,537,279,53,53,53,53
5070,429,262,567,206,53,53,53,53
5071,667,393,309,206,53,53,53,53
5072,351,347,182,249,53,53,53,53
5073,432,359,162,393,53,53,53,53
5074,476,264,278,123,53,53,53,53
5075,0,361,804,620,53,53,53,53
5076,356,23,720,269,53,53,53,53
5077,563,347,280,154,53,53,53,53
5078,179,27,125,248,53,53,53,53
5079,43,347,567,253,53,53,53,53
5080,560,27,777,94,53,53,53,53
5081,324,347,127,123,53,53,53,53
5082,321,12,808,620,53,53,53,53
5083,690,27,111,93,53,53,53,53
5084,750,347,679,317,53,53,53,53
5085,181,347,0,170,53,53,53,53
5086,129,261,371,248,53,53,53,53
5087,56,12,282,722,53,53,53,53
5088,448,131,754,692,53,53,53,53
5089,416,270,491,123,53,53,53,53
5090,799,38,303,108,53,53,53,53
5091,388,12,237,234,53,53,53,53
5092,329,347,111,249,53,53,53,53
5093,434,347,558,119,53,53,53,53
5094,677,347,720,582,53,53,53,53
5095,547,12,86,248,53,53,53,53
5096,389,12,635,317,53,53,53,53
5097,508,270,635,154,53,53,53,53
5098,324,399,134,249,53,53,53,53
5099,166,166,806,123,53,53,53,53
5100,321,12,111,92,53,53,53,53
5101,660,80,87,170,53,53,53,53
5102,174,368,537,317,53,53,53,53
5103,188,53,20,249,53,53,53,53
5104,385,53,134,359,53,53,53,53
5105,690,53,150,170,53,53,53,53
5106,424,38,336,345,53,53,53,53
5107,505,53,374,317,53,53,53,53
5108,632,36,688,234,53,53,53,53
5109,20,53,635,196,53,53,53,53
5110,221,347,555,722,53,53,53,53
5111,679,347,323,393,53,53,53,53
5112,673,15,188,167,53,53,53,53
5113,10,27,192,92,53,53,53,53
5114,85,27,166,108,53,53,53,53
5115,26,347,214,206,53,53,53,53
5116,77,166,434,367,53,53,53,53
5117,54,347,374,692,53,53,53,53
5118,131,53,623,123,53,53,53,53
5119,101,347,141,359,53,53,53,53
5120,437,222,298,206,53,53,53,53
5121,222,347,736,16,53,53,53,53
5122,142,347,336,170,53,53,53,53
5123,645,347,400,138,53,53,53,53
5124,707,16,567,582,53,53,53,53
5125,219,347,461,92,53,53,53,53
5126,547,347,567,170,53,53,53,53
5127,420,207,109,170,53,53,53,53
5128,463,53,368,92,53,53,53,53
5129,783,161,303,154,53,53,53,53
5130,660,270,94,234,53,53,53,53
5131,335,12,433,249,53,53,53,53
5132,19,347,675,388,53,53,53,53
5133,661,53,403,106,53,53,53,53
