ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48
1678,159,166,752,328,6,220,136,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,64,171,171,171,171,111,171,171,356,171,171,171,171,171,171,171,208,71,185,118,171,118
1679,339,225,259,181,66,66,123,123,355,259,355,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,259,159,159,159,159,159,159,159,159,159,356,353,356,115,382,116,259,159,71,185,118,159,118
1680,75,19,329,75,75,102,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,118,75,356,75,75,75,118,75,75
1681,435,153,320,320,320,320,320,320,320,320,320,92,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
1682,97,327,582,327,213,220,306,327,735,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,356,327,327,327,171,118,118,327,327,327,185,327,356,327
1683,335,293,293,126,133,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,325,126,126,126,126,126,126,126,126,126,126,185,126,126,126
1684,669,508,572,23,794,671,673,751,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,576,86,576,86,86,86,86,86,356,356,576,356,171,86,86,86,86,71,86,118,86,86
1685,589,321,100,145,456,342,382,382,382,477,382,382,382,620,382,382,382,382,367,382,382,382,145,382,382,382,169,382,382,382,382,382,382,382,382,356,382,6,382,378,159,115,134,382,71,382,382,382,382
1686,154,108,154,9,377,326,56,172,56,56,56,56,151,56,151,151,151,151,151,151,151,56,151,151,151,151,151,151,151,151,151,151,151,56,56,151,151,151,151,151,151,151,151,151,71,151,151,356,118
1687,410,334,303,275,303,381,346,334,334,65,346,346,334,65,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,356,334,334,334,118,118,356,334,334,185,118,334,118
1688,180,154,246,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
1689,136,219,402,196,109,398,109,763,109,89,328,109,109,89,109,109,109,89,89,89,206,109,109,109,109,109,5,5,5,5,5,5,345,5,325,356,356,325,356,171,118,118,356,5,71,185,118,356,118
1690,202,19,216,88,88,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,356,19,19,19,19,19,19,19,19,19,19,19,19
1691,126,40,264,356,353,332,356,356,356,800,356,356,543,288,356,399,356,353,356,356,94,356,356,356,356,356,548,356,356,362,94,94,356,793,325,356,356,100,356,171,118,118,177,401,71,556,118,356,390
1692,34,511,189,4,193,241,472,14,14,14,14,545,14,188,188,7,188,188,248,248,188,188,188,188,188,188,188,188,188,188,188,188,188,188,325,356,188,325,356,188,118,118,188,188,71,188,118,356,118
1693,66,423,630,56,431,56,360,62,108,132,166,65,245,340,108,340,340,340,340,340,32,340,340,340,340,340,340,65,299,340,340,340,740,185,340,356,356,325,356,171,118,118,356,340,71,185,118,356,118
1694,3,70,351,317,183,259,353,259,335,335,259,316,89,316,89,89,327,89,316,89,89,222,316,316,44,89,89,89,89,316,89,183,222,89,325,356,356,325,356,171,118,118,356,89,71,185,89,356,118
1695,54,3,60,106,313,285,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1696,734,181,88,45,269,353,198,337,88,378,378,88,93,88,88,88,88,88,88,88,337,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,361,45,356,361,88,123,805,88,88,185,88,88,88
1697,697,185,142,68,287,357,367,365,184,184,466,61,61,77,61,258,77,61,61,61,61,61,61,61,77,61,142,77,61,357,77,54,142,201,325,356,356,325,356,171,118,118,356,348,71,185,118,356,118
1698,690,388,168,388,115,183,288,241,157,400,189,380,660,330,330,288,288,288,399,78,399,67,399,288,399,399,399,399,51,51,51,399,51,403,325,356,356,325,356,171,118,118,356,399,71,185,118,356,118
1699,610,657,213,309,111,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1700,480,620,95,19,760,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,342,19,19,19,19,19,19,19,19,19,19,19
1701,86,273,275,618,620,86,629,86,86,86,177,629,86,86,86,619,417,619,760,86,177,51,273,86,51,86,181,273,128,618,273,620,273,709,86,86,356,709,581,145,264,123,313,686,709,804,709,686,477
1702,632,343,77,681,62,681,17,315,332,332,217,217,359,359,217,343,359,359,217,62,217,217,62,62,62,62,217,62,217,217,25,62,217,62,325,356,356,325,356,171,118,118,356,217,71,185,118,356,118
1703,721,364,322,400,400,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,325,356,256,256,256,256,256,71,256,118,256,118
1704,468,139,115,115,143,82,88,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,89,115,115,115,115,115,115,325,115,356,325,356,181,285,258,356,115,71,185,118,356,118
1705,420,23,105,188,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366
1706,211,173,104,338,635,196,3,795,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,325,338,356,325,356,171,118,118,356,338,71,185,118,338,338
1707,280,329,723,185,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
1708,351,134,359,797,412,412,412,412,218,412,244,41,412,218,41,41,114,218,218,41,41,41,244,218,244,244,188,218,218,218,218,218,218,218,218,244,218,218,218,218,218,218,218,412,218,218,183,356,183
1709,0,770,534,147,28,147,28,28,540,540,100,157,448,3,3,770,321,321,121,3,297,3,194,97,97,97,194,190,190,731,190,297,190,194,297,356,356,325,356,171,118,118,356,3,71,185,118,356,118
1710,356,423,620,620,463,100,478,36,478,100,589,589,100,477,36,589,36,36,36,36,36,100,589,36,36,36,36,36,342,36,36,36,36,548,325,36,356,86,356,171,118,181,177,336,794,709,118,194,118
1711,234,221,210,369,369,266,221,383,221,74,383,74,221,74,74,74,663,221,221,280,236,221,69,221,156,260,111,221,401,221,520,221,520,39,325,356,356,325,356,171,118,118,356,221,71,185,118,356,118
1712,217,154,384,74,343,681,85,689,55,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,171,201,201,201,201,201,201,201,201,201
1713,715,5,182,333,78,86,182,49,741,385,251,385,385,182,182,182,182,182,182,182,182,399,182,182,182,399,399,736,283,399,399,399,399,399,325,356,399,325,356,171,118,118,356,399,399,399,399,356,118
1714,387,90,369,158,137,254,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1715,217,20,144,297,379,297,323,252,197,197,197,197,197,220,220,220,220,220,220,220,220,306,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,185,118,220,220
1716,153,188,106,289,287,287,755,755,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,325,356,29,29,29,356,29,29,29,29,29,29
1717,5,421,113,99,356,335,335,335,335,335,335,335,168,335,168,168,335,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,356,325,168,171,118,168,168,168,71,168,168,356,118
1718,775,634,78,115,581,51,143,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,356,115,71,115,115,115,115
1719,252,427,240,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
1720,520,60,327,256,256,388,327,327,327,327,327,248,7,248,327,248,327,327,327,327,327,327,327,327,327,327,327,562,327,327,327,327,327,275,325,356,274,325,356,171,118,118,356,562,71,185,118,327,118
1721,356,141,181,313,729,194,752,339,45,82,82,82,356,177,177,347,89,211,89,313,45,82,82,45,82,342,169,82,82,116,82,82,82,82,82,356,45,789,82,477,118,416,444,353,82,185,118,356,82
1722,713,543,323,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,118,190,356,190,190,185,118,356,190
1723,759,166,167,421,784,129,129,129,129,129,105,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
1724,159,259,160,259,126,259,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
1725,543,169,98,171,171,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
1726,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
1727,35,121,131,619,84,12,187,187,381,187,12,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,356,224,224,224,171,224,224,224,224,71,185,118,224,224
1728,143,366,66,218,318,70,329,329,329,70,329,4,301,4,399,4,301,377,356,377,283,399,399,399,399,399,399,330,399,330,399,330,399,399,325,356,356,325,356,171,118,118,356,399,71,185,118,356,118
1729,698,223,210,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
1730,105,309,237,191,274,96,136,136,136,136,61,136,136,136,206,136,136,136,136,136,136,136,136,136,136,136,448,136,136,206,136,206,136,136,136,356,356,325,136,171,118,118,356,136,71,185,118,356,118
1731,397,179,388,14,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388
1732,187,8,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
1733,775,10,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
1734,630,84,184,179,84,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,325,14,356,325,356,171,14,14,14,14,71,185,118,14,118
1735,558,167,397,397,89,397,397,397,397,397,273,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397
1736,272,7,102,360,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,356,356,325,20,20,323,20,356,20,71,185,314,20,20
1737,470,59,256,256,231,231,148,231,301,301,148,301,148,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,185,301,301,301
1738,268,710,6,224,7,7,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,118,404,404
1739,186,636,99,356,380,196,158,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,356,399,399,399,399,399,399,399,399,399,399
1740,740,800,541,162,630,162,787,162,750,246,750,592,273,750,750,162,162,750,273,162,162,162,162,71,162,162,162,162,162,246,162,162,162,162,162,356,356,325,356,171,118,118,356,162,71,185,118,356,118
1741,642,338,246,246,246,246,92,320,246,246,320,320,320,320,246,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,176,325,320,176,180,320,320,118,118,356,320,71,185,118,356,118
1742,42,543,386,372,372,279,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
1743,618,759,90,404,31,275,560,323,175,323,303,166,166,166,166,166,166,166,166,166,166,731,166,166,166,166,166,166,166,166,166,166,14,166,325,356,356,325,356,171,118,118,356,381,290,444,118,356,166
1744,630,196,168,99,181,222,181,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,185,222,222,222
1745,539,683,34,287,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1746,90,338,129,209,298,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1747,31,390,36,245,285,285,87,87,285,87,87,51,87,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,87,51,51,51,51,51,51,51,51,51,51,51
1748,397,737,229,352,352,57,154,359,359,359,343,83,83,359,359,359,359,359,359,359,359,359,359,38,359,359,38,359,38,359,38,38,359,359,38,359,38,325,356,171,38,118,356,38,38,185,118,38,118
1749,87,494,16,505,95,0,0,0,95,0,95,108,108,0,108,0,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,108,0,0,108,108,356,325,356,171,118,118,356,108,71,185,118,356,118
1750,640,32,104,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,71,8,8,8,8
1751,4,258,794,128,84,48,128,321,321,806,230,211,321,356,356,361,230,395,211,356,356,356,321,321,356,356,356,356,94,321,230,356,142,128,325,632,356,539,356,171,118,118,356,647,71,185,118,356,118
1752,325,370,326,298,298,298,155,759,155,401,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
1753,223,370,393,302,62,158,153,153,205,158,158,158,323,681,153,153,48,74,76,48,48,48,158,153,148,153,153,153,153,153,153,153,153,60,325,356,356,325,356,171,118,118,356,345,71,185,688,356,118
1754,242,77,10,282,9,33,9,9,33,9,9,9,9,9,9,9,9,9,9,282,282,282,9,9,9,282,9,9,282,9,282,9,9,9,325,9,9,325,356,171,9,118,9,9,71,185,118,356,9
1755,782,197,274,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
1756,801,98,34,65,158,137,137,155,155,233,233,155,325,185,325,325,325,325,185,185,137,325,325,325,325,17,325,325,137,325,325,214,325,137,325,356,356,325,356,171,118,118,356,233,71,185,118,356,118
1757,66,89,320,320,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,118,92,92,246,92,246,92,92,92
1758,407,486,194,576,550,139,429,429,139,576,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,225,139,139,356,356,325,356,171,203,139,356,139,71,185,118,356,118
1759,343,253,383,33,299,9,77,148,132,148,148,148,62,9,62,62,62,62,62,62,62,62,343,62,62,62,62,62,62,62,62,62,62,62,62,356,62,325,356,62,62,62,62,62,62,62,62,62,62
1760,203,382,247,253,685,382,185,341,350,185,185,185,249,350,74,350,74,350,253,317,74,253,359,159,253,74,197,541,193,292,541,541,541,193,325,356,356,325,356,171,118,118,356,541,71,185,118,356,118
1761,381,91,203,203,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1762,654,367,226,278,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
1763,684,401,271,55,55,55,377,332,55,29,29,55,55,29,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,325,55,55,55,55,55,55,55,55,118,55,55
1764,521,690,133,74,13,251,353,377,314,353,313,175,412,72,72,314,339,314,114,314,314,114,114,314,314,314,114,114,114,377,114,114,222,152,325,356,356,325,356,171,118,118,356,377,71,185,118,356,118
1765,718,363,141,111,268,268,268,268,167,46,396,138,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,171,28,28,28,28,71,28,28,28,118
1766,7,253,511,471,511,134,249,492,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,325,356,356,325,356,171,118,118,356,249,71,185,118,356,118
1767,431,218,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,477,213,213,213,213,213,213,213,213,213,213,213
1768,687,456,361,115,308,281,319,399,319,78,202,4,313,241,251,251,251,257,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,356,251,251,171,118,118,356,251,251,185,251,251,251
1769,212,236,714,188,339,212,75,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,325,212,356,325,212,212,212,118,356,212,71,185,212,356,118
1770,754,205,136,24,384,79,212,150,224,150,212,132,150,150,341,341,637,20,286,637,65,156,208,208,208,65,156,65,156,367,12,711,208,367,325,356,356,325,356,171,118,118,356,65,71,185,118,356,118
1771,31,245,12,208,35,268,178,178,132,409,228,505,213,379,505,228,228,213,228,505,366,366,178,178,366,366,366,178,178,178,366,178,366,178,325,356,356,325,356,171,118,118,356,184,71,185,118,356,118
1772,643,596,237,199,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,586,3,3,3,3,3,3,3,3,118,3,3,71,185,3,356,3
1773,31,354,73,370,370,370,370,371,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,171,370,370,370,370,370,370,370,370,370
1774,243,339,713,263,297,91,91,190,190,297,297,130,130,297,297,297,297,32,297,297,297,297,297,297,297,297,297,297,297,515,297,297,297,297,297,356,356,297,356,171,118,297,356,297,71,185,118,323,297
1775,520,171,270,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1776,707,483,306,71,111,388,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,365,365,274,388,166,365,388,388,166,325,356,166,325,356,171,118,118,356,388,71,185,118,356,118
1777,595,54,237,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1778,147,374,388,289,71,287,111,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,356,287,287,287,171,118,287,356,287,71,287,287,356,287
1779,608,209,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
1780,685,5,532,357,78,279,372,367,36,150,35,150,150,95,150,150,150,388,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,325,356,356,325,356,171,118,118,356,150,71,150,118,150,118
1781,698,107,395,346,119,308,379,341,379,95,555,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,184,95,325,95,356,95,95,171,118,95,95,95,95,95,118,356,118
1782,80,339,78,283,147,131,381,381,381,329,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,381,312,312,312,312,312,312,312,312,312,356,356,312,356,171,118,118,312,312,71,185,118,356,118
1783,240,791,404,26,26,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
1784,518,232,394,394,394,181,181,394,736,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,325,394,356,325,356,171,394,118,394,394,394,185,118,356,394
1785,415,366,264,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
1786,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1787,458,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,479,325,69,71,17,355,147,359,632,233,233,167,359,167,186,167,167,167,167,167,167,167,167,167,167,186,176,167,167,176,305,167,167,167,325,356,356,325,356,28,118,118,356,333,71,185,118,356,118
1789,195,347,179,379,577,79,110,65,250,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
1790,474,141,380,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,328,274,274,274,274,274,274,274,274,274,274,274,274
1791,653,427,269,337,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
1792,31,352,111,140,358,170,388,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
1793,740,269,176,323,323,166,62,323,166,166,166,323,166,150,150,150,32,150,295,150,166,150,150,166,166,166,150,166,166,166,367,166,32,166,325,356,356,325,356,171,118,118,356,166,71,185,118,356,118
1794,216,182,339,86,378,12,323,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,185,182,182,182
1795,612,661,268,136,14,119,119,379,323,119,353,14,140,84,179,84,140,84,84,84,84,323,84,84,270,140,84,334,290,14,84,367,84,364,325,356,356,325,356,171,118,118,356,290,71,185,118,356,118
1796,302,282,17,17,153,153,64,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,356,356,17,17,17,17,17,17,17,17,17,17,17,17
1797,253,307,61,77,348,363,377,79,306,306,313,283,306,283,356,356,356,356,356,356,356,241,356,356,356,356,356,241,241,241,356,356,241,356,325,356,356,325,356,171,118,118,356,356,241,185,118,356,118
1798,440,762,171,199,185,31,31,672,31,807,31,193,807,197,807,43,807,807,197,807,807,197,807,807,807,807,807,197,807,197,197,197,197,197,325,356,197,325,356,171,118,118,356,197,71,185,118,356,197
1799,328,187,28,287,106,285,106,119,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,356,285,285,285,285,285,285,285,285,285,285,118,285,285
1800,297,335,102,152,178,260,260,361,361,208,208,208,361,346,208,361,361,159,361,361,361,53,361,361,361,361,53,78,208,375,364,361,283,79,325,356,356,325,356,171,118,118,356,361,71,185,118,356,118
1801,695,53,290,334,53,53,75,53,75,347,347,22,306,75,75,303,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,356,356,75,75,171,118,75,75,75,71,185,118,356,118
1802,31,165,254,187,403,159,378,117,117,159,159,117,117,159,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,356,117,117,117,117,117,117,117,117,117,117,117,117,117
1803,402,317,107,403,338,338,403,403,403,355,403,133,133,403,403,403,403,167,403,403,403,403,403,403,403,403,133,133,403,403,403,133,403,403,133,133,356,325,356,403,403,133,356,133,71,185,133,133,403
1804,577,46,337,176,50,311,253,311,50,368,368,253,368,368,368,50,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,356,368,368,368,368,368,368,368,368,368,368,368,356,118
1805,709,351,30,346,346,257,263,381,263,231,263,263,263,263,263,263,24,241,268,53,53,102,53,53,102,53,53,231,53,53,375,53,53,53,325,356,356,53,356,171,118,118,356,53,71,185,118,356,118
1806,321,763,346,121,40,40,12,274,98,409,140,140,140,140,760,140,140,140,760,760,36,140,140,760,503,140,36,760,36,500,36,36,36,36,325,356,356,325,356,171,118,118,356,98,71,185,118,356,118
1807,658,346,208,162,255,334,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1808,748,360,371,374,370,387,274,250,197,197,31,197,31,197,197,31,197,31,197,197,31,197,31,197,197,197,197,197,197,197,197,197,197,197,197,356,356,197,197,197,197,118,356,197,197,197,118,356,118
1809,586,30,347,220,105,400,224,272,224,187,121,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,356,95,356,171,118,118,356,187,71,185,118,356,118
1810,537,771,9,154,154,154,332,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
1811,385,106,188,681,329,776,329,280,280,280,280,329,280,280,280,280,280,280,280,280,280,280,348,280,280,158,280,280,153,280,321,280,153,321,325,356,280,325,356,171,118,118,356,637,71,185,118,356,118
1812,116,224,347,7,95,339,474,347,111,184,309,602,448,347,184,602,602,602,602,602,602,602,602,194,602,194,194,194,194,96,194,184,194,194,325,356,356,325,356,171,118,118,356,45,71,185,118,356,118
