ids,label,gender_expression
80197,4246,female
9968,1052,male
124577,6031,female
112294,7037,female
48481,2554,male
135032,4061,female
29913,150,male
31245,146,male
109449,6913,female
61910,2428,male
693,476,male
7710,712,male
69041,6787,female
15277,633,male
31889,2219,male
114253,4038,female
65954,978,male
37373,3343,male
23474,2956,male
63519,3219,male
68374,5126,female
105082,4958,female
58172,136,male
127802,6790,female
117473,4649,female
57564,1061,male
44906,2141,male
37234,987,male
51123,2537,male
37450,2217,male
52423,2011,male
126573,6302,female
93665,6064,female
28132,1340,male
12309,2082,male
14263,2835,male
106746,5639,female
70476,6687,female
55990,1751,male
63094,2720,male
59673,1006,male
28284,1666,male
130315,6398,female
106411,4536,female
63325,563,male
57588,2701,male
60890,1704,male
15702,2705,male
112065,5447,female
14859,2682,male
64384,1616,male
33621,2835,male
36481,2722,male
8123,447,male
49843,3141,male
37654,1706,male
123637,5723,female
134398,5320,female
101512,5934,female
10160,538,male
71800,5829,female
125567,4659,female
2690,2657,male
129838,5090,female
6633,2348,male
79414,6293,female
25630,3158,male
30805,1972,male
122771,3804,female
80514,5274,female
105277,5556,female
114977,5128,female
82581,6522,female
23382,1875,male
60656,3368,male
64220,1976,male
47594,1634,male
81255,4198,female
70575,4124,female
42888,386,male
51298,1956,male
9377,2841,male
7887,2978,male
94466,5684,female
31925,603,male
14891,420,male
50988,2909,male
128646,4246,female
110530,6206,female
44563,562,male
106039,5986,female
32126,528,male
89261,5724,female
75557,6224,female
93613,4899,female
39946,1639,male
71709,6751,female
20996,823,male
29391,2137,male
70872,3775,female
67082,1675,male
70307,3758,female
74980,6858,female
105759,6163,female
27652,2210,male
55712,653,male
60507,423,male
77906,4230,female
112043,4312,female
103992,5273,female
82939,4246,female
41608,2639,male
88529,4880,female
118793,6598,female
127952,7035,female
1007,1785,male
29669,2432,male
50794,2389,male
64984,2120,male
62997,265,male
84566,6705,female
57912,1412,male
38026,2031,male
83030,6601,female
15570,2024,male
119355,5051,female
103647,4840,female
115566,6900,female
115099,4079,female
79703,4602,female
28380,1459,male
4235,294,male
57376,3403,male
664,275,male
96912,4110,female
126266,4547,female
86255,5135,female
13930,3093,male
49818,1955,male
70340,6143,female
13033,2933,male
115520,5057,female
32420,1602,male
38924,395,male
110671,5136,female
67132,1065,male
5912,633,male
116431,5960,female
101566,4266,female
92719,6425,female
116448,6981,female
28897,1597,male
43836,226,male
75113,4333,female
42550,1384,male
126018,3799,female
76739,6213,female
46403,3374,male
60511,874,male
133752,4402,female
130775,5867,female
76707,7017,female
122249,5548,female
79749,4481,female
62685,1599,male
32901,2422,male
91057,4755,female
17067,1613,male
104469,5320,female
52323,152,male
65514,907,male
66123,778,male
65298,1954,male
85792,6240,female
125915,4746,female
35386,3218,male
16590,2285,male
97869,4091,female
102278,3621,female
83667,6894,female
65618,1680,male
11802,2735,male
56429,2456,male
13921,325,male
132667,4120,female
76279,4832,female
38232,504,male
12543,1082,male
117977,6226,female
47635,2942,male
78715,3548,female
122416,4029,female
57661,73,male
15551,2614,male
89921,5347,female
25742,2441,male
34085,2709,male
70509,6137,female
29940,720,male
63835,1239,male
55128,2315,male
29329,1820,male
134383,4718,female
79345,5594,female
61181,2732,male
17525,1069,male
11114,2955,male
45928,2593,male
117045,6135,female
104244,4959,female
25540,2127,male
109980,6005,female
125519,6940,female
84822,6909,female
99386,3604,female
50980,2722,male
15499,3456,male
10553,1198,male
57755,2922,male
87002,6403,female
117378,4620,female
77549,3895,female
109182,6575,female
106455,5762,female
29488,860,male
82184,4669,female
87142,5824,female
18218,54,male
26483,1146,male
22758,943,male
1389,2914,male
101016,5473,female
60659,519,male
40089,3326,male
43645,2577,male
79069,5076,female
33396,2066,male
132717,6206,female
51282,1164,male
74866,6520,female
36655,828,male
118495,7012,female
120238,4419,female
122801,3985,female
101637,5803,female
88821,7027,female
79551,5914,female
14635,87,male
41558,1032,male
132201,3982,female
24386,91,male
45767,2265,male
52453,1610,male
117161,5062,female
115962,5471,female
106668,4134,female
74604,3594,female
67794,6388,female
30965,3183,male
40743,2596,male
31619,44,male
857,1662,male
55175,3106,male
129499,3774,female
6195,1758,male
62529,634,male
5704,658,male
100844,6901,female
134988,5905,female
36261,1508,male
128478,5754,female
91287,6976,female
33201,2424,male
7161,2111,male
96490,4589,female
129351,5835,female
65948,3235,male
39174,2880,male
13942,3439,male
84808,5627,female
67417,776,male
110708,3745,female
62144,883,male
116342,6168,female
33943,2694,male
89081,4598,female
49165,2556,male
31722,683,male
58527,2847,male
132789,6112,female
39163,881,male
50828,1524,male
81786,3902,female
107205,4996,female
129843,3604,female
43282,382,male
52108,417,male
70539,6970,female
2233,1697,male
128460,5806,female
92123,5483,female
121580,3591,female
29645,1861,male
55896,1643,male
117228,4525,female
50564,797,male
53850,1407,male
79618,4828,female
42434,1079,male
108746,3918,female
89602,6246,female
4802,3221,male
55197,1119,male
66449,2719,male
33665,2629,male
43322,2114,male
82070,4402,female
94212,5914,female
130510,6144,female
66027,708,male
66063,1693,male
115153,6032,female
113153,4576,female
28507,2865,male
27733,1038,male
9272,387,male
58142,1239,male
130734,4244,female
119255,4228,female
120691,5078,female
112630,5003,female
56281,2287,male
4738,3228,male
111862,5190,female
87706,3621,female
90015,6437,female
112081,6332,female
127635,3827,female
5658,1248,male
78754,5644,female
21857,2488,male
97256,5850,female
101017,5484,female
120620,6566,female
128240,6604,female
60634,2406,male
56470,1329,male
19910,3389,male
26940,1784,male
3918,3268,male
90368,4579,female
40077,1624,male
118906,5937,female
102533,4767,female
18309,3219,male
48329,1977,male
120233,4724,female
70135,4589,female
133138,5994,female
52734,1474,male
102704,5453,female
45689,3127,male
26800,1566,male
90819,5767,female
31122,1338,male
96992,4078,female
87172,4488,female
2114,3004,male
79941,4577,female
44993,2915,male
117978,4667,female
48966,973,male
109256,5268,female
108904,3612,female
106546,4605,female
96967,5217,female
25966,2215,male
64084,2263,male
74402,4601,female
114874,6296,female
40214,2100,male
56846,3100,male
107105,6237,female
50617,3231,male
9484,2857,male
60969,407,male
28404,1377,male
18547,3517,male
93604,4576,female
103966,4234,female
130304,5226,female
35052,2245,male
35278,2169,male
82451,6542,female
40946,3389,male
9317,1720,male
96814,4352,female
67473,162,male
107947,6681,female
21798,354,male
483,407,male
129800,6039,female
35084,1490,male
3180,2621,male
33574,3189,male
47727,1917,male
24078,97,male
99917,5467,female
117001,3943,female
28449,1657,male
45390,2511,male
109083,6486,female
108360,4431,female
4993,1423,male
111048,7044,female
81840,3677,female
94835,4475,female
8429,1776,male
13865,2114,male
54065,638,male
107066,6291,female
15693,917,male
115243,4560,female
16779,1380,male
40784,3410,male
39095,2472,male
63186,2657,male
99424,5113,female
133344,6470,female
82651,6771,female
43500,3226,male
28137,41,male
121001,6850,female
67851,6419,female
7926,1704,male
85338,6317,female
74200,3637,female
25221,2355,male
5594,2001,male
76577,5332,female
88816,6805,female
111152,5251,female
49654,3317,male
20864,3457,male
116452,4742,female
114950,4448,female
17229,1910,male
28296,2025,male
128272,5794,female
40907,2312,male
13897,974,male
45942,2947,male
63816,1448,male
74743,6643,female
108748,6468,female
34252,2040,male
72326,5831,female
127919,4596,female
56082,2060,male
53662,3262,male
23045,237,male
82161,6639,female
111051,5882,female
3554,1438,male
51555,455,male
114889,6682,female
24058,1908,male
115065,4402,female
1821,2823,male
83615,5627,female
66055,1735,male
8280,1892,male
130632,4057,female
73426,4441,female
17790,1792,male
19788,155,male
122383,6603,female
77321,5408,female
38327,23,male
12112,126,male
132695,5167,female
117602,5600,female
126288,4656,female
95343,5518,female
75974,6447,female
7110,1874,male
64619,1184,male
55462,1025,male
2485,1742,male
40513,580,male
124376,6243,female
12090,2632,male
40325,3437,male
108963,5627,female
33372,3443,male
7212,3457,male
123683,6013,female
48335,1226,male
55466,107,male
40838,2848,male
65200,2947,male
103060,6776,female
99752,3905,female
64822,1598,male
119000,6288,female
38657,2737,male
43879,1239,male
106330,6251,female
89945,4672,female
95786,3741,female
15899,2549,male
114755,5864,female
98976,5397,female
40848,2018,male
61125,3419,male
33980,714,male
4470,582,male
733,890,male
20531,2114,male
57114,2602,male
62764,1841,male
59485,2988,male
74131,4790,female
120944,5415,female
125098,4042,female
81877,3993,female
4666,1054,male
53909,1063,male
9648,1589,male
39540,2655,male
53929,25,male
122419,6624,female
60912,1630,male
73459,4396,female
52773,2715,male
41747,2257,male
41617,1682,male
51978,2578,male
69697,4403,female
124392,4630,female
109073,4244,female
131949,4574,female
124528,5539,female
46884,3082,male
31458,1882,male
17835,2433,male
113185,4551,female
59649,96,male
94730,6976,female
7332,1897,male
2925,933,male
29561,1079,male
133466,4773,female
85466,5155,female
35173,3297,male
91684,6121,female
34670,716,male
88561,5559,female
22746,339,male
123971,4860,female
40443,1453,male
83410,4390,female
9090,3049,male
70024,6631,female
110341,5662,female
2903,1042,male
37487,1936,male
52979,2403,male
92848,4092,female
128089,4347,female
45869,574,male
110408,4651,female
112513,3641,female
50266,2653,male
28032,1989,male
20699,2540,male
88428,4980,female
96660,6492,female
36735,338,male
108388,5995,female
4199,471,male
44603,3036,male
8181,513,male
66194,2167,male
40152,20,male
28777,1959,male
13489,473,male
117588,6606,female
22791,2649,male
34309,490,male
115160,5881,female
46216,2540,male
24745,2302,male
117094,5322,female
114422,3807,female
89255,6328,female
19518,1459,male
64876,997,male
61812,1232,male
2732,652,male
128107,5127,female
74891,5872,female
45296,1289,male
64416,837,male
66398,1219,male
40334,2514,male
78766,6030,female
77779,4222,female
48025,173,male
125716,6772,female
91898,4872,female
18042,833,male
44073,3197,male
18000,2352,male
27802,305,male
109806,3864,female
129259,4882,female
73848,3714,female
45742,2478,male
56668,579,male
29471,1896,male
49187,2585,male
14940,2942,male
52481,208,male
97732,4751,female
99645,4473,female
112634,6466,female
62112,1222,male
33379,2902,male
10196,2578,male
34770,3113,male
64972,2577,male
53831,1669,male
132892,3596,female
85670,3923,female
5383,844,male
105901,4104,female
110701,3848,female
56530,2485,male
26438,315,male
76363,3837,female
113469,3817,female
119726,6727,female
69315,4752,female
24782,1411,male
125859,6247,female
26685,3379,male
108725,6563,female
126632,7033,female
48273,1846,male
1471,612,male
32006,944,male
124046,4784,female
38417,15,male
63170,1242,male
75124,6694,female
50461,798,male
85441,5620,female
54030,887,male
10489,742,male
106540,6800,female
95622,6506,female
107736,4157,female
9577,461,male
89037,4442,female
28017,3019,male
22748,392,male
74341,4867,female
98793,6512,female
31515,1214,male
64701,226,male
51095,673,male
56926,352,male
58113,350,male
68184,3811,female
100891,6651,female
81631,4559,female
74037,4833,female
67456,0,male
53545,1849,male
110629,4118,female
95586,3669,female
106454,6501,female
91270,5341,female
22447,976,male
36730,1782,male
55419,2544,male
32369,3025,male
89881,5087,female
57197,657,male
84075,5718,female
25552,1402,male
118339,6244,female
84872,7054,female
133745,3754,female
126499,6741,female
9667,2927,male
93745,4351,female
41457,2787,male
117755,6585,female
53293,1192,male
12386,384,male
8089,2483,male
61493,2788,male
56937,1511,male
119512,4606,female
15077,3301,male
34059,3353,male
76460,6238,female
18003,1315,male
129073,6509,female
43454,2352,male
25468,2770,male
89371,3662,female
30527,1828,male
119056,6189,female
118683,4862,female
949,1666,male
33289,2049,male
24228,1679,male
31421,3326,male
43342,50,male
102378,5997,female
124144,3906,female
57587,3259,male
71160,4282,female
130235,5875,female
133843,6567,female
89200,5546,female
36761,1249,male
109212,6543,female
84321,4675,female
75670,4592,female
55816,1075,male
76720,6241,female
9946,747,male
57993,501,male
51059,2309,male
21752,3159,male
25597,1379,male
103243,5639,female
76769,6482,female
37581,2350,male
92964,4534,female
128546,6078,female
95462,6935,female
62628,1947,male
105649,6834,female
30949,2603,male
58916,1918,male
110832,4165,female
81377,4395,female
4059,720,male
9348,1139,male
105390,6072,female
49298,1442,male
12643,2981,male
119918,5605,female
132055,4232,female
19598,1645,male
4850,2757,male
31791,3447,male
28461,3393,male
76814,5631,female
61027,3300,male
67390,1819,male
113890,6652,female
55257,2359,male
7252,180,male
124988,3943,female
94719,5327,female
7977,579,male
33418,2677,male
79505,5626,female
131254,4043,female
107547,4761,female
19739,1541,male
48575,789,male
118671,5154,female
121954,3557,female
73089,5861,female
27989,274,male
23203,2598,male
55130,3440,male
132338,3621,female
132919,6258,female
100402,5248,female
31660,1114,male
19486,2116,male
100664,5792,female
133090,4237,female
124795,4470,female
124085,6820,female
105319,6853,female
125489,3950,female
8567,1210,male
55193,1807,male
89045,5498,female
48932,2131,male
76557,3932,female
45002,1735,male
90515,4037,female
77654,5860,female
124946,5162,female
89676,4348,female
49220,114,male
81429,5581,female
92966,3649,female
29195,1709,male
81854,4419,female
86688,6178,female
2525,2243,male
74056,5310,female
128607,6049,female
6932,903,male
23616,1079,male
134575,6572,female
86660,4120,female
99718,6869,female
50440,516,male
62248,360,male
80022,4699,female
113577,5257,female
54538,923,male
116932,5412,female
37756,2304,male
2749,3066,male
13967,167,male
32674,2267,male
42220,2901,male
28036,2522,male
106410,4812,female
68430,5010,female
5321,1769,male
127767,5103,female
75863,4756,female
20138,1298,male
69300,6577,female
51541,3490,male
130549,4981,female
121281,4657,female
9912,2069,male
100858,4177,female
9439,669,male
5111,1836,male
66271,2580,male
28879,2735,male
15866,1018,male
7860,661,male
51932,775,male
60108,1257,male
48857,814,male
45996,3021,male
113572,6122,female
26678,1126,male
87979,3673,female
129338,4234,female
105654,3727,female
80413,6960,female
132816,5671,female
3427,2869,male
16865,3000,male
112820,5665,female
6629,321,male
37247,2471,male
107140,5227,female
97114,5229,female
83943,3727,female
13984,1309,male
56861,3358,male
82666,6392,female
77512,5537,female
91114,4811,female
77021,5068,female
82775,4435,female
82857,4961,female
47196,1587,male
30000,2374,male
1166,1369,male
40701,896,male
51774,3180,male
58265,333,male
54516,3371,male
27630,3360,male
26185,229,male
44852,1845,male
15607,359,male
987,54,male
77086,5978,female
3040,597,male
49979,1515,male
100737,4801,female
110676,4784,female
73015,4699,female
130767,4439,female
120613,3779,female
129219,6262,female
60924,2317,male
3349,1194,male
7699,1260,male
11579,3028,male
17242,2441,male
8741,2508,male
73934,6118,female
128906,5266,female
39852,1508,male
77448,4846,female
9927,1104,male
71962,6527,female
89652,4129,female
57525,1952,male
23821,1901,male
104040,5200,female
69007,4110,female
102848,4112,female
86273,4586,female
23853,3520,male
94858,4526,female
57503,1386,male
59751,385,male
43689,267,male
102731,5967,female
110941,5196,female
122817,5814,female
69109,5385,female
67317,2189,male
126318,5147,female
16412,551,male
132224,5911,female
110744,5777,female
9149,2901,male
34140,2829,male
125540,6428,female
132471,5454,female
48906,3511,male
71655,3694,female
113586,4333,female
81945,4547,female
44510,201,male
127956,5121,female
30129,459,male
133357,6098,female
31449,3002,male
28709,1129,male
134015,4322,female
84528,6144,female
47456,1171,male
95196,5014,female
98876,4540,female
28649,2801,male
72902,4834,female
134133,7043,female
125573,5526,female
54105,93,male
66682,2242,male
16870,847,male
129345,4833,female
43210,2866,male
74465,6563,female
70720,6880,female
42157,3403,male
51224,2095,male
43378,1561,male
28220,2298,male
19531,696,male
18804,2537,male
9496,1933,male
118452,6010,female
128271,5940,female
66095,2934,male
22036,1722,male
26213,3442,male
97562,4669,female
55596,3528,male
63372,2575,male
79008,5614,female
36729,2494,male
81637,4436,female
127973,4580,female
10077,125,male
8013,2028,male
54,12,male
75476,6372,female
75564,6475,female
29565,984,male
103341,3724,female
77267,3708,female
103553,5730,female
28751,1829,male
90732,5561,female
108367,6503,female
58368,3158,male
6155,2875,male
87932,6291,female
19430,1715,male
124243,4908,female
32489,284,male
62566,2002,male
59413,771,male
127396,4665,female
9676,1773,male
19422,2045,male
100917,6170,female
727,299,male
130023,6726,female
45256,886,male
35044,3440,male
71866,4115,female
6527,1270,male
119929,6200,female
38079,3213,male
129764,4000,female
129107,6263,female
8502,716,male
17681,555,male
34256,1992,male
81521,5966,female
8827,2363,male
81410,6546,female
125461,4073,female
78394,4163,female
71676,3690,female
81133,4959,female
29034,1205,male
39673,1854,male
34272,265,male
109895,5063,female
6559,2310,male
41989,2844,male
88373,5746,female
107300,3918,female
114952,6677,female
130923,6854,female
7258,2188,male
130929,6397,female
22709,3293,male
17208,475,male
24635,192,male
134840,6041,female
93816,3987,female
77976,5807,female
103796,5244,female
93324,4104,female
59403,3155,male
110569,6946,female
35412,3175,male
6675,331,male
84720,6833,female
17485,216,male
70400,5528,female
126457,5034,female
38853,2805,male
13032,3384,male
64034,1955,male
98981,3715,female
117298,4531,female
69349,5341,female
71446,7009,female
65583,133,male
26719,2830,male
63756,613,male
60947,1855,male
51175,2732,male
21298,135,male
69232,4159,female
32938,1382,male
92875,6925,female
51729,1289,male
65916,912,male
106757,3542,female
65904,1622,male
79487,4578,female
11223,1814,male
89123,3707,female
9969,1422,male
69002,6652,female
74234,5043,female
33888,1181,male
20728,2356,male
18972,1511,male
42842,2866,male
128523,6350,female
11407,3038,male
79731,6972,female
32179,1029,male
90398,4298,female
54681,2769,male
96891,4758,female
122987,6083,female
46988,1075,male
121008,5852,female
79854,6108,female
109176,5744,female
134931,4336,female
14735,1344,male
72855,6651,female
6773,2149,male
133823,5721,female
41136,2439,male
28346,1464,male
46316,2889,male
80765,3710,female
3111,1656,male
80590,4481,female
22551,2715,male
34636,524,male
46192,1282,male
114469,3542,female
14563,1617,male
98434,5708,female
107984,5503,female
127815,3555,female
27851,1710,male
133070,6002,female
39380,1797,male
78877,6181,female
17861,1579,male
55923,2764,male
110261,4078,female
119433,5855,female
106814,4192,female
60355,1882,male
89103,5905,female
108338,4528,female
70859,3597,female
129787,3544,female
39511,180,male
88834,5342,female
76669,6599,female
37239,1787,male
80204,3864,female
11267,2511,male
59775,1270,male
64158,591,male
56496,1431,male
69466,6772,female
28078,3312,male
35476,542,male
101796,6844,female
56848,1065,male
71688,6901,female
59605,1455,male
3118,2614,male
129959,6663,female
104916,5676,female
119298,6652,female
65457,1656,male
83472,5214,female
10190,2744,male
128177,6666,female
23588,1402,male
74532,6673,female
124261,3824,female
106254,6103,female
35364,1647,male
3874,57,male
131112,5265,female
93472,5663,female
36614,3399,male
10584,2492,male
111787,5582,female
64192,1590,male
11817,2720,male
37713,3416,male
41691,2856,male
108470,3972,female
108392,6442,female
15860,1563,male
80560,5430,female
120817,4001,female
58930,3514,male
124900,5054,female
17724,1146,male
47075,1905,male
7384,96,male
89010,4500,female
25200,3293,male
65144,2836,male
3962,2552,male
13447,2047,male
87584,6540,female
42406,399,male
71966,5450,female
110273,6033,female
101173,3529,female
119624,5498,female
117248,4750,female
116017,4350,female
111081,5852,female
16692,3318,male
95096,4506,female
50248,1826,male
43176,3110,male
39302,2550,male
62535,1212,male
131791,5043,female
60445,3297,male
64454,2155,male
118023,5835,female
79208,5351,female
40247,2154,male
90136,6218,female
134639,3755,female
33489,945,male
92352,5187,female
68962,5495,female
87823,3681,female
60461,2741,male
46249,485,male
40130,3300,male
20214,1148,male
22617,2954,male
104347,6348,female
5449,1952,male
97228,4776,female
95504,6838,female
129737,4570,female
62250,1273,male
85893,5853,female
5803,2184,male
58702,804,male
133072,5026,female
10986,1843,male
120192,6369,female
44484,1927,male
134488,3785,female
43336,2785,male
14076,2047,male
2169,632,male
20840,2229,male
81507,3808,female
96369,4174,female
28650,585,male
9637,3513,male
125184,4316,female
96552,4984,female
70786,4093,female
131560,6761,female
129770,6235,female
58678,1157,male
134922,6174,female
32676,1077,male
87930,4414,female
60898,2340,male
85190,5454,female
37035,1563,male
117884,5792,female
51668,1540,male
78393,5930,female
132869,6250,female
66720,737,male
42314,2206,male
14508,2055,male
52110,2339,male
67543,376,male
69776,4947,female
60128,354,male
18726,577,male
94032,5997,female
1537,900,male
31404,1539,male
4651,1486,male
132948,3821,female
17992,1044,male
21999,2982,male
12654,430,male
14268,2406,male
77526,3968,female
31086,1518,male
129953,5543,female
28894,1983,male
5665,362,male
41435,2052,male
28321,1602,male
68316,6918,female
78506,4233,female
88517,3933,female
110694,3851,female
55912,1460,male
15464,249,male
127495,6973,female
61155,2768,male
134314,4805,female
41447,2783,male
32747,367,male
107025,5706,female
72370,5435,female
63931,1223,male
58685,1016,male
108260,6617,female
25197,610,male
46625,95,male
120602,5775,female
118308,4465,female
96443,5457,female
75056,4410,female
43985,2212,male
40504,91,male
32533,776,male
16263,2423,male
33439,2717,male
125042,4175,female
32754,3352,male
121891,6701,female
129248,4228,female
80215,3973,female
32125,2427,male
130049,6849,female
118746,4834,female
92835,4783,female
20360,2581,male
70747,4160,female
3773,871,male
13503,1123,male
44772,400,male
58402,3461,male
19539,466,male
92147,3684,female
31263,3039,male
107961,6205,female
23825,1422,male
130853,4409,female
106852,6347,female
72455,3773,female
50767,1089,male
55723,2803,male
49574,2759,male
125882,6082,female
86958,4035,female
52304,2511,male
35765,53,male
48279,396,male
62421,2952,male
28923,2435,male
44133,810,male
65296,1674,male
31669,2098,male
51683,2929,male
63882,3280,male
91445,5294,female
35308,2712,male
63354,619,male
102897,3682,female
15684,1570,male
14335,3278,male
103793,4140,female
34809,2327,male
85317,6815,female
65277,879,male
59571,1311,male
37800,2221,male
74193,4928,female
72618,5278,female
65345,3440,male
78591,3846,female
88651,5988,female
17033,378,male
99643,5903,female
95914,4425,female
10454,3296,male
83362,5176,female
74489,4320,female
126802,6127,female
29387,676,male
131310,4642,female
12967,424,male
64877,2938,male
25550,1974,male
76686,4312,female
56117,510,male
73021,4591,female
119731,3684,female
121488,6887,female
116680,5438,female
24359,2270,male
104238,5452,female
54638,3125,male
135039,6628,female
37678,2903,male
52777,2293,male
95298,4323,female
111553,5370,female
46153,773,male
8162,2706,male
69718,6601,female
78407,3812,female
111201,5587,female
57962,1054,male
45163,38,male
65420,87,male
83611,4167,female
50069,2516,male
126331,5162,female
27232,2214,male
108912,4451,female
125247,5421,female
36458,2832,male
47585,67,male
74219,6135,female
46207,1899,male
8000,2258,male
7008,63,male
85758,6294,female
109983,5865,female
68480,4533,female
80083,5994,female
107678,5056,female
125138,4961,female
86119,4535,female
37990,2043,male
31082,3517,male
95119,6792,female
94229,4017,female
63696,3315,male
96146,4068,female
93061,5496,female
107692,4955,female
60908,3491,male
73003,5225,female
119122,5590,female
9365,2544,male
11075,1753,male
29933,29,male
60660,3228,male
120603,6976,female
100576,6141,female
49983,33,male
20405,1996,male
103953,6364,female
63863,1914,male
2588,2133,male
101380,4873,female
19186,3434,male
117208,4225,female
71208,5060,female
49777,945,male
40188,820,male
28885,851,male
32785,2106,male
9167,3074,male
113495,4707,female
16146,427,male
32541,2650,male
124652,4003,female
79900,5595,female
111003,3931,female
18881,2050,male
17320,2833,male
30730,3356,male
54069,1425,male
102591,3963,female
48767,1554,male
126707,3848,female
27828,1433,male
107449,5833,female
43942,3478,male
16801,3049,male
70017,6247,female
63667,1267,male
9293,141,male
131840,5451,female
97266,6749,female
95919,3642,female
35099,350,male
20807,1454,male
15504,2802,male
44957,2381,male
73020,4591,female
9614,1277,male
67408,2369,male
30366,1234,male
28496,2562,male
10987,757,male
114159,4531,female
38209,3064,male
109260,3641,female
34287,2474,male
101263,6336,female
79918,5625,female
7664,216,male
110277,4269,female
43740,2434,male
105462,3767,female
24248,2086,male
63210,2436,male
5900,1984,male
101122,6193,female
31879,812,male
122685,3639,female
12932,3155,male
97042,3900,female
109641,4034,female
37739,2254,male
28176,2829,male
22142,3325,male
88744,5321,female
50874,471,male
88660,4159,female
10462,1542,male
35102,2738,male
20982,2969,male
101576,3704,female
105825,4024,female
62008,3106,male
79120,5372,female
133387,3542,female
12966,2969,male
112018,5374,female
120410,4173,female
29189,2587,male
30074,99,male
43633,1749,male
37238,1900,male
133393,5117,female
14470,2243,male
120552,6548,female
12835,1779,male
107139,6719,female
44110,103,male
4454,429,male
19553,1011,male
84352,6491,female
59049,791,male
12477,362,male
83268,6353,female
73604,6561,female
45164,527,male
27463,459,male
19055,3092,male
116951,3836,female
28606,444,male
68393,4582,female
6525,1270,male
32952,3064,male
37138,661,male
15643,2199,male
92778,4579,female
88464,4109,female
31852,886,male
62430,1008,male
131830,4346,female
126185,4504,female
61445,606,male
30955,1681,male
6318,2370,male
59680,1872,male
12616,1397,male
29560,2416,male
80303,3561,female
1000,1528,male
1711,2567,male
57674,135,male
118482,6820,female
7562,547,male
126122,6581,female
69803,6866,female
27145,2015,male
31297,2544,male
7492,2012,male
59032,635,male
12043,1184,male
24892,441,male
86706,6538,female
9609,853,male
59729,815,male
65339,1538,male
25600,2009,male
68560,5707,female
70326,4057,female
28731,1610,male
95864,6950,female
23660,432,male
77607,6675,female
93981,4796,female
92647,4530,female
92079,6414,female
125932,5429,female
71929,4162,female
132268,4142,female
37835,2952,male
19252,965,male
34478,3209,male
38546,606,male
87318,6241,female
29685,681,male
59087,2970,male
89111,4441,female
129111,4639,female
22631,885,male
106034,4431,female
70749,3767,female
92096,5618,female
56590,3031,male
122725,4635,female
118972,4481,female
9560,55,male
85485,4965,female
9941,876,male
128944,6900,female
28712,197,male
125568,6149,female
124986,4283,female
80634,5404,female
18654,696,male
27303,1018,male
9288,3020,male
51925,2033,male
101744,5729,female
84766,5213,female
69179,5273,female
78585,5733,female
74968,3623,female
130123,5908,female
115039,6775,female
92025,5024,female
37352,1440,male
68784,4866,female
27462,1799,male
74864,6520,female
69345,6336,female
23066,3119,male
22203,209,male
2194,2215,male
134964,4465,female
80295,5391,female
4316,3266,male
117183,6506,female
40742,1364,male
2301,37,male
54400,1446,male
126313,6054,female
82502,6713,female
4044,1456,male
59793,1537,male
125289,4507,female
74644,6472,female
88405,4725,female
46729,1147,male
32296,1310,male
17369,2422,male
104169,6375,female
88862,4416,female
56966,258,male
46131,1815,male
10477,503,male
31098,2090,male
128227,4003,female
70540,6970,female
54007,2018,male
19303,1598,male
37340,309,male
28462,2078,male
4733,2748,male
32917,2749,male
117038,6719,female
96610,3558,female
127001,6729,female
9431,195,male
102172,6667,female
104278,4649,female
106504,6189,female
112027,6164,female
47546,3206,male
75432,3570,female
22216,1014,male
77039,5036,female
125016,4926,female
15260,2411,male
48386,2150,male
72683,4364,female
92541,6504,female
55660,1209,male
104154,4141,female
25053,2897,male
88306,6242,female
85483,5134,female
7935,1350,male
6080,3455,male
38945,2075,male
22855,2786,male
129385,6800,female
21282,2000,male
54349,2804,male
20136,2821,male
47644,147,male
117043,6567,female
74140,6326,female
35170,1015,male
92281,5782,female
22912,444,male
106214,6722,female
90079,7049,female
19946,1012,male
44069,848,male
96375,5166,female
8829,2590,male
117844,5258,female
23394,2562,male
57869,3401,male
10735,1740,male
118567,4755,female
21930,2753,male
82276,3903,female
62511,396,male
18321,743,male
34619,423,male
111615,4395,female
87426,5877,female
108736,6002,female
122486,4273,female
5708,1239,male
52501,718,male
26178,53,male
22364,1804,male
55628,1113,male
63367,454,male
92635,4652,female
47739,944,male
106817,3991,female
46978,1190,male
27266,2689,male
111915,4556,female
114562,6906,female
98283,5773,female
53249,1038,male
79509,4596,female
119534,5706,female
61059,116,male
47362,3043,male
46707,1477,male
26105,3089,male
118673,5558,female
19496,257,male
52648,2220,male
14820,3211,male
33674,3509,male
75555,4147,female
35209,2512,male
44234,1560,male
77869,5252,female
104020,4015,female
43575,1529,male
18430,1687,male
44013,3425,male
93677,6007,female
13907,1147,male
3727,2051,male
110918,4556,female
20779,1752,male
145,2263,male
95909,4806,female
15478,2673,male
105561,6175,female
10414,2400,male
46034,1395,male
57014,1712,male
25194,3391,male
32969,1234,male
93133,6629,female
12270,1980,male
47221,3137,male
49290,2511,male
28680,1947,male
62851,588,male
18194,3517,male
52123,448,male
86100,6382,female
81021,5030,female
119072,3653,female
40408,1854,male
88016,4976,female
13547,563,male
19657,333,male
112725,3979,female
67187,2934,male
116929,6896,female
7011,1382,male
83,2772,male
19549,330,male
111734,4488,female
36016,3366,male
101984,4927,female
57756,1999,male
