ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15
3691,3647,242,151,743,239,1422,336,336,2511,2293,336,1546,580,2696,2601,336
3692,5189,5524,5123,6350,6767,6955,4636,6396,4723,6050,3877,6024,4505,5240,4248,4223
3693,3647,1959,151,1350,1473,795,837,1802,109,2125,222,222,2116,222,2697,3317
3694,3647,1959,151,743,1225,1422,313,2014,1336,1608,1604,5100,2014,2014,493,2301
3695,3647,1959,2463,2611,1264,2933,2156,1063,3139,398,1438,2887,720,3263,1063,3263
3696,330,1959,2620,2422,370,1503,1298,554,363,1066,2917,3211,1629,1715,340,3211
3697,3647,1959,151,1820,1097,2851,1983,1225,1633,2385,2974,3062,3312,2335,1983,1633
3698,3647,242,2463,2210,1518,1063,2422,3172,2620,2422,1312,2887,2764,1710,2422,2412
3699,5189,1959,5142,2611,3254,585,1473,3172,1211,2043,605,1211,2116,3182,2926,1302
3700,5189,187,3236,474,3286,2668,1742,2682,511,3232,3232,3286,3232,2019,1370,2019
3701,3647,1959,2014,743,1630,490,507,241,3139,2038,1738,1756,1738,2736,2057,1738
3702,330,242,1127,2955,2516,3109,420,420,336,2627,2474,1759,754,1759,2529,2529
3703,3647,1959,1094,2714,3383,285,2469,3207,2258,285,3045,2642,1738,186,2038,2779
3704,3647,3172,2147,3280,5533,1480,2146,3369,290,276,920,2558,787,920,1890,2568
3705,330,1959,2067,1723,370,2671,868,389,445,2671,1723,445,1801,2082,445,1801
3706,330,1959,2871,3005,370,2035,2605,603,2580,1822,2416,1861,1861,1838,1443,2774
3707,5189,187,151,562,1515,575,112,255,112,3408,1552,281,112,112,112,112
3708,3647,1959,151,1335,930,3068,481,1814,2140,46,232,2361,1850,3168,1443,1332
3709,330,1959,1201,1275,3493,1642,888,2618,2717,285,3087,619,619,1623,1654,2836
3710,5189,3262,151,338,1277,338,338,338,511,2066,511,66,1725,3034,2540,1185
3711,330,4947,1386,840,2944,105,2622,2530,1415,1030,2530,218,2875,218,918,2530
3712,5189,2490,3236,562,3286,417,3232,2682,2019,3232,2019,1169,1234,2019,2455,2019
3713,330,2925,1386,457,2084,2519,1547,1963,2236,2346,2192,1578,2580,2871,2871,1084
3714,3647,4292,2735,1335,176,3068,479,1963,739,904,904,1847,3501,869,3358,311
3715,5189,187,1245,794,1515,924,2290,3260,734,3408,3408,281,3491,3521,1243,468
3716,330,3262,3495,743,3118,3118,739,1420,739,1970,2373,3290,418,1420,1970,3496
3717,3647,1959,1127,2714,2516,1642,138,3334,3139,1833,3370,2717,2142,1289,2142,1406
3718,3647,1633,685,686,84,2851,1181,2889,1916,1181,1200,2239,1313,1345,275,2576
3719,330,1959,1201,1018,1149,1118,1149,3334,3271,2135,2281,1118,3379,3353,3353,3353
3720,3647,1959,3075,457,2157,3068,2050,1335,1601,2346,726,1847,418,32,3358,1332
3721,330,1959,1201,424,3493,1840,961,310,3493,3392,3121,2330,619,23,419,2836
3722,3647,2490,2147,562,280,2552,1014,3259,3032,1345,1345,1169,1464,1345,1626,1991
3723,7040,3575,6279,646,6946,585,3172,1421,2095,1199,3442,218,2095,6754,568,568
3724,3647,1959,151,743,239,1422,239,2285,1681,393,1681,2098,1681,1361,1681,940
3725,330,1233,1201,2469,3406,167,138,1977,3493,3392,2597,2480,1661,186,88,3256
3726,330,1191,2845,562,280,1398,1742,280,1464,494,2692,2987,501,2738,2451,2451
3727,5189,1191,5142,562,2760,2362,212,631,212,442,3434,442,1487,3308,3434,3434
3728,5189,187,1245,794,3286,575,1181,2429,790,800,575,1805,1832,1426,1368,575
3729,3647,242,151,2821,3249,3273,138,3273,3139,1163,3442,3442,2476,2736,1676,673
3730,3647,1959,2871,457,176,659,172,1963,1601,2178,2192,1343,1065,1794,1065,3154
3731,330,242,1127,576,1163,795,1511,2811,915,1427,2534,1646,580,781,2621,612
3732,330,4947,3527,6555,1915,1376,1039,194,975,2636,3087,2858,105,1190,421,2468
3733,330,2925,3495,457,4156,147,961,1239,1524,147,1524,1524,1524,1524,1524,424
3734,330,3786,1094,1892,84,3273,1983,3313,1674,15,2378,2153,467,1073,1983,3031
3735,330,1959,1386,424,2534,3109,138,725,2401,407,1329,1908,1400,1908,1908,1400
3736,330,2925,620,2924,881,40,1949,2795,2656,1555,2656,3388,2795,2795,2795,2795
3737,3647,1959,1094,3067,818,2311,2763,3413,2466,1382,3045,1201,2764,2466,3045,3072
3738,330,362,151,743,988,1620,1460,1239,2906,2906,396,2388,2560,1233,2588,3102
3739,5189,1816,1011,1717,1882,2542,571,505,2782,2542,360,2271,1423,2082,1104,2542
3740,330,1148,2502,840,3004,955,2530,2530,1415,1066,2530,529,1214,194,158,1214
3741,330,1959,518,2924,3056,1644,1628,13,1925,13,1925,1756,13,13,1925,1010
3742,3647,3262,1568,686,2881,575,3410,3410,1368,904,1874,3388,746,3144,1368,1086
3743,3647,1959,151,686,637,3136,132,2285,790,2696,1958,3388,580,2696,414,132
3744,330,2925,2087,686,2516,3136,1990,420,997,1990,1552,1891,239,2543,2543,2529
3745,330,6515,2502,168,370,2562,868,529,1369,1785,1785,1785,2315,1081,975,1081
3746,330,1959,1386,1711,637,795,372,3334,1925,407,3266,3266,327,327,420,327
3747,330,4947,3527,2990,3077,1376,1190,194,975,2939,3087,681,3053,1458,613,194
3748,330,4947,3527,194,1915,1527,1190,776,2875,2939,467,696,776,2828,776,776
3749,3647,1959,1723,6316,370,467,2230,776,635,2118,680,1776,2287,3477,2287,3477
3750,5189,767,151,743,930,1422,706,930,244,1195,1958,706,2293,2293,706,1195
3751,3647,1959,2871,562,5533,2643,2558,3259,2568,276,787,2558,787,2558,3280,2568
3752,330,2925,620,3359,1758,2394,2325,3359,2339,2339,3045,1537,2325,2244,2041,160
3753,3647,1959,151,1568,2860,462,1983,333,1115,2139,2037,3062,3114,2967,986,3340
3754,3647,1959,291,2714,3451,1933,2836,3334,3493,3055,3207,2642,1681,186,1676,558
3755,5189,2490,1245,3013,163,3215,80,1496,1010,1010,3404,2248,2009,3013,2248,2009
3756,5189,1914,151,686,239,1874,1230,2285,3273,393,1341,2380,2380,2380,486,2380
3757,3647,1959,2395,2458,439,795,2740,389,1717,3440,312,3440,1369,3440,1104,371
3758,3647,1816,2302,686,3286,2051,1972,735,3384,91,3205,2320,2320,1423,2551,1538
3759,3647,1959,291,2717,2516,285,138,1833,635,1833,3370,1833,1833,1289,2717,1289
3760,3647,848,2399,2469,848,1975,1628,1977,1447,1608,1447,781,1447,1447,781,3509
3761,3647,1959,805,1694,2909,3215,1454,336,2022,3048,385,2148,2843,385,299,336
3762,3647,1959,2560,1018,2516,3109,138,1495,3139,393,1495,3464,336,239,1752,2621
3763,330,2925,2846,2924,5896,659,1547,656,2217,985,696,696,1744,696,2102,1658
3764,330,1959,3075,2714,1391,1620,376,3154,1520,1350,3347,2594,3347,1420,1443,3154
3765,5189,242,151,1791,1882,1073,2153,15,2782,2037,2037,1104,2037,2082,1104,2037
3766,5189,4161,2502,562,2028,3094,3453,3094,3094,2439,3094,1815,2439,2394,918,2439
3767,330,1959,1127,2955,1395,3420,3024,1526,3139,1526,169,2736,169,2825,2736,3421
3768,3647,1959,151,457,1525,2012,37,1963,1637,37,2373,1578,1578,584,1443,965
3769,3647,242,1094,2891,1097,3109,704,246,1097,1094,663,2148,663,1672,2529,3158
3770,5189,2490,3105,798,727,3187,2093,412,1136,3105,685,3187,3491,2489,1555,2319
3771,3647,2925,151,457,863,2519,132,2501,1027,1490,3266,3509,2100,1490,1747,3509
3772,5189,2490,1244,562,280,2552,1464,3019,820,1345,820,1169,2419,1345,197,846
3773,5189,1816,1011,1717,163,229,1182,2523,2782,2271,2106,1726,1423,2082,1786,2823
3774,330,4947,4537,6555,12,1527,1190,194,3053,2939,3053,696,2792,2792,2221,1658
3775,330,1959,1723,2469,3406,3417,2543,2466,2469,2326,2507,2543,2469,2469,1380,2469
3776,330,2925,1386,2313,3508,1238,2313,2976,1068,1068,2595,1415,2064,2366,2422,2103
3777,330,1959,2034,2955,2180,2933,1701,3313,2180,407,3087,3087,3178,2180,2717,2180
3778,330,1959,1386,1018,9,9,2970,2000,2755,2718,2695,3440,580,9,2891,132
3779,5189,2490,1011,684,3286,2643,212,2643,212,36,2310,1726,1487,1487,1362,2531
3780,5189,187,3236,1012,3069,6920,2622,5072,1475,5718,1475,5732,5425,4205,4260,6645
3781,3647,2882,151,6316,370,467,2212,1526,1428,2882,2212,3809,3054,3939,2741,1566
3782,330,1959,2067,2458,280,2358,109,373,6,688,2692,1815,3038,650,2989,1506
3783,3647,3786,151,646,3163,467,3425,776,487,62,487,3425,2636,2075,613,3425
3784,3647,3172,1263,568,2132,2999,3172,3172,2782,2518,1958,3440,410,2518,1000,2307
3785,330,1959,1201,1782,3493,1644,1001,2618,932,3392,296,619,3406,1623,1623,1623
3786,330,4947,6373,6555,5517,330,1039,5397,6534,6656,5397,6656,6656,330,6656,2908
3787,330,4947,1115,686,1882,3109,250,2336,2266,2164,2310,3388,663,2336,253,2800
3788,330,1959,2871,1110,439,3109,265,2466,265,265,985,265,265,265,265,265
3789,3647,3262,1386,457,1797,659,1547,2084,2140,2086,2192,1547,884,1242,2053,3154
3790,5189,187,151,794,1515,1046,2274,906,1500,3033,380,942,942,380,2847,1611
3791,5189,3575,151,686,3134,3315,473,3369,832,832,3495,1712,861,861,861,3315
3792,3647,1959,2463,2985,1264,2933,2230,2479,1852,2939,2230,2887,1852,2479,976,2614
3793,330,1959,151,2902,881,881,3300,2188,112,1531,1552,76,767,826,2652,274
3794,5189,187,785,794,3286,1337,885,1462,1009,1033,1033,1033,1033,1033,3358,1033
3795,3647,1959,1130,2611,1473,2502,1022,1760,1852,2176,3442,2887,2887,3263,1000,3263
3796,5189,3172,2067,1717,2760,2671,1966,3172,1717,1427,1076,238,1270,2338,1076,2542
3797,3647,1552,151,646,818,1422,132,2764,2523,1030,2764,2727,2764,3182,3178,612
3798,3647,1959,1127,2969,1264,795,2230,3334,2969,39,773,39,1629,2969,2969,558
3799,5189,2490,1245,686,2909,229,80,337,1010,2839,2106,2234,1182,1182,80,448
3800,5189,1959,291,3207,3163,1338,1298,2210,979,1382,1958,3440,3222,1958,2210,3525
3801,3647,1959,2871,554,370,1644,3024,2208,3139,93,2230,1444,1503,1503,1503,1503
3802,3647,1959,1127,2955,637,2311,2764,1448,3152,3421,2378,2887,102,2306,3152,3011
3803,3647,1959,2067,2469,3406,2965,1935,2618,101,407,2226,1664,3406,1759,1664,2041
3804,5189,187,314,562,280,3109,2093,608,608,1555,476,281,501,1912,2652,608
3805,330,4947,1386,2912,1962,467,2930,194,975,2939,1376,1376,700,1376,1376,2389
3806,330,1191,785,794,3286,1337,1742,3019,2738,3473,785,2987,3378,710,1362,3473
3807,3647,1959,3459,2717,2732,2627,2717,3334,3139,2627,3370,2627,1833,2627,2717,2627
3808,3647,3575,151,686,163,132,2768,152,790,2967,2310,2727,2380,2696,2696,3526
3809,3647,1959,2399,2714,1001,1840,888,2110,2249,2409,2249,1789,167,3160,164,2409
3810,330,242,2560,2717,2479,285,138,2110,635,2673,3370,3213,1036,1036,1380,619
3811,3647,242,2118,3059,370,1073,2230,389,165,93,2230,2233,2233,2211,93,3340
3812,330,362,151,2714,6769,2761,4360,4688,1678,1195,3435,3435,3435,2774,1242,2774
3813,330,242,151,1914,1163,3273,1877,3273,3273,15,177,62,1788,367,613,1301
3814,5189,1914,1127,646,930,1261,3017,1448,2782,2959,3442,2887,3442,3044,1080,3263
3815,5189,187,2502,3066,2028,6920,3453,1596,1267,3453,1475,3192,2028,3343,918,3066
3816,3647,3262,151,1335,1009,1173,739,1462,739,75,44,739,1249,1529,3358,311
3817,3647,187,151,2305,1251,2643,2643,2643,790,2667,380,2558,3523,2667,1869,1714
3818,3647,242,1127,1279,2347,3133,1923,3133,2717,3096,3087,1923,2764,745,3398,1233
3819,330,4947,3755,6316,370,1527,3184,2530,2076,2840,467,696,2073,778,2044,2542
3820,330,362,3527,6555,12,1883,1039,1239,2289,1883,41,628,2006,1311,1883,1231
3821,3647,1552,151,1694,3249,2362,3122,3179,1396,2628,3122,2058,751,214,2058,1549
3822,3647,4947,1386,840,3163,2095,1298,3508,1068,3386,2403,2403,2403,2403,3386,2403
3823,330,1959,5595,1723,1882,2671,868,2783,445,2671,1723,445,1801,2082,1404,160
3824,330,2882,2399,2469,909,1661,2399,725,3152,1114,2597,2480,1661,186,1380,1114
3825,3647,1959,2620,2714,1899,2186,2399,2110,3152,3392,3087,619,3406,3256,2620,3256
3826,330,1959,2399,681,606,2933,2614,1852,1852,2939,3087,354,1852,1852,1852,2614
3827,3647,1959,151,232,1691,2035,2050,603,2140,1350,2192,480,1792,2996,1242,480
3828,330,4947,3462,194,1962,1527,2930,194,3053,2939,3087,2152,2559,1658,2592,1658
3829,3647,1959,3495,2955,1891,1790,2156,420,997,420,1891,1891,397,485,1790,3090
3830,3647,623,2871,3280,1890,1383,2146,3369,1095,550,3369,2603,290,3369,1890,143
3831,5189,5524,3236,474,3286,2682,2682,2682,511,3232,2019,3286,3232,2019,2455,2682
3832,3647,1959,2871,6316,370,3271,1762,2208,3139,2118,2230,1395,191,2741,141,2230
3833,3647,2490,1011,686,3286,417,571,1496,1010,2009,2184,2248,2009,2184,2248,2009
3834,3647,1853,151,1913,1277,1422,1346,1225,392,855,3210,2003,2092,2490,1716,3179
3835,330,4947,3906,2990,2879,1656,6418,776,2893,2990,1561,2480,497,186,497,497
3836,3647,362,333,457,2084,2761,1628,1768,1372,2125,642,1768,2752,13,2752,642
3837,3647,1959,2118,2611,1473,467,3017,3172,3139,1269,1456,2887,477,477,1466,3011
3838,330,610,1386,2924,909,1644,2970,656,1110,985,985,352,2843,296,1031,1403
3839,330,2925,1386,457,1308,3136,1181,471,2374,525,1200,902,1313,785,3150,1185
3840,3647,187,3462,2912,2502,3266,980,1421,2672,2394,3266,1054,2672,2394,2161,2672
3841,330,4947,4537,4150,6080,3994,3848,4359,6625,4359,4359,696,2032,1190,5218,467
3842,5189,187,935,6129,3286,6920,1742,2682,511,1530,3232,1169,3274,1012,2455,3232
3843,3647,1959,5142,6316,370,5421,4492,6410,4763,6316,6763,3704,6655,3704,2686,6627
3844,5189,187,3236,1687,3286,2682,1742,2682,511,3232,653,3286,3232,2019,1370,2682
3845,3647,2925,918,562,3286,3343,1181,3019,2158,1345,2837,3255,3255,1012,275,1185
3846,3647,1959,151,457,4156,4813,739,603,1637,709,2192,2400,603,1774,1242,709
3847,5189,187,3236,562,1251,104,1742,3260,734,3105,2270,281,3491,1191,1243,468
3848,3647,1959,151,2611,2493,795,868,368,1265,2472,2633,2472,1265,2082,2472,1689
3849,3647,1959,151,2611,1136,3439,507,2731,1103,243,380,3404,1956,1884,698,698
3850,330,2925,2548,2924,2084,1025,1965,70,155,1350,2577,696,70,1675,1675,3300
3851,330,2925,1386,457,4156,369,1524,290,290,1524,1524,987,1524,278,1524,1524
3852,3647,1959,2463,2611,370,2837,2230,700,363,2043,1980,2887,389,2082,3147,389
3853,5189,2490,1244,1820,3105,2552,1742,3105,963,3105,3454,772,3029,3029,3454,1277
3854,3647,187,1244,562,3286,2668,1742,1172,3032,3232,2019,1169,3232,2019,2455,2019
3855,330,2925,1386,451,817,1376,1923,1923,817,817,817,696,2499,817,817,817
3856,3647,1959,2871,1461,176,145,479,2131,2140,904,400,1847,3501,1794,3501,3068
3857,3647,2925,1386,2422,1758,3215,1966,389,2205,2924,2924,954,2924,3225,644,644
3858,330,1959,2871,457,2516,1813,1813,3154,1970,1970,161,1521,1024,1420,1443,3300
3859,330,1959,3075,232,1391,1620,739,603,3331,3347,3347,2594,3347,1420,1620,1620
3860,3647,2925,918,457,1232,2747,3371,656,2953,161,3647,954,884,869,299,2598
3861,5189,2925,1386,457,2247,659,1547,1963,634,3168,2192,1547,1792,1242,1242,457
3862,3647,1959,291,2955,2516,1062,2940,2188,1495,1062,3517,1756,2795,692,3390,2795
3863,5189,3172,2638,1229,3105,2155,2163,503,2464,2638,1340,2638,327,214,2464,2319
3864,330,4947,2502,681,5702,467,1877,3055,3152,2190,2974,2717,3152,3152,3152,1999
3865,330,1959,685,562,280,2837,3453,495,820,1345,1345,1345,495,1345,933,887
3866,5189,2490,3495,794,1515,758,704,2188,546,2839,1874,3388,2723,3368,3372,3372
3867,330,1959,1201,2111,3383,3133,3383,3383,3383,3392,3087,3133,2764,186,3383,3256
3868,3647,1959,4173,2456,84,1073,2230,1063,3139,2939,2230,39,2191,2825,93,563
3869,330,2925,1386,2924,2970,3061,1454,1278,2205,1966,2924,2148,1744,2394,2763,2763
3870,3647,1959,151,1584,370,3271,2230,455,3139,1833,3370,2219,1833,551,551,2621
3871,3647,1838,232,457,2157,3068,739,1462,1601,46,1332,2361,1850,869,3501,1332
3872,3647,242,2637,3005,3005,3425,722,455,422,62,2986,5477,3484,596,421,596
3873,5189,187,3257,130,3105,6920,1742,280,130,3105,3476,3187,280,1012,280,130
3874,3647,1959,2502,1820,292,585,2563,585,487,487,2190,2887,2073,2596,487,487
3875,3647,1959,2871,2458,637,2851,1181,3172,1837,1384,2692,1479,3428,1837,1837,1837
3876,330,4947,1715,86,1962,1858,2930,2000,2939,2939,1858,341,459,2939,1858,2939
3877,330,1959,151,743,3056,1422,2777,2752,1929,1195,2974,1768,3057,13,1768,283
3878,3647,1816,151,3396,3286,2643,2768,3179,1717,516,2018,1496,2092,516,1716,3179
3879,330,1959,2620,86,370,467,1762,3054,2620,2118,3073,583,1377,3074,976,2412
3880,5189,2490,151,794,1251,2643,1046,2643,1714,2839,1958,2643,2490,1714,1718,1714
3881,5189,2490,3236,562,3286,653,1742,653,653,1530,653,1014,653,3069,1017,3042
3882,3647,1959,151,1335,1232,3371,3371,1079,2953,1350,1350,3371,2686,1227,313,1079
3883,3647,3262,151,743,2332,3404,2082,336,3139,1427,3442,1726,2350,2082,2522,410
3884,3647,242,3484,86,2732,2298,1001,1833,2401,1833,2416,1833,1135,1289,1380,1289
3885,5189,3172,5595,1625,1882,2671,2740,389,1717,2671,1944,2234,1766,1944,1944,1944
3886,330,386,2087,424,1034,987,961,1239,1224,832,2534,3133,3052,2534,2609,2534
3887,5189,1959,2308,2210,3254,2926,3254,3172,1211,3254,3207,2307,3172,2307,3172,2307
3888,3647,1959,2308,1229,280,2308,3254,3172,126,3254,1758,3508,126,126,2064,2307
3889,3647,1959,2925,743,1621,1940,507,2731,2038,36,1604,95,3460,1787,493,1280
3890,330,848,435,1067,1838,1792,376,965,2140,1350,3347,1861,1792,1838,1861,3154
3891,3647,1959,2067,2965,3406,1644,138,389,2401,407,3406,3213,3406,167,1380,3406
3892,3647,2925,151,656,1232,2761,3371,656,2953,656,2364,1561,1298,656,1432,1123
3893,330,1959,151,1350,1225,795,797,368,1265,2198,1220,2369,1220,3291,1549,1220
3894,3647,3172,805,2458,1882,3109,2740,420,1717,420,2055,3440,2055,333,1664,791
3895,3647,1959,1386,3016,1495,3136,2730,455,1063,341,2955,1880,2463,2736,2463,455
3896,330,1959,1201,2469,3406,2965,2970,2377,2041,2939,2507,3213,167,167,518,2041
3897,3647,1959,2620,2424,3004,2502,6146,3172,1080,2034,1622,461,791,2518,1080,3036
3898,3647,1959,1100,2422,439,795,1935,2707,174,407,359,3213,191,167,3106,389
3899,330,1148,851,3005,3005,3201,722,455,422,5477,3484,5477,3484,916,3373,916
3900,330,242,1094,568,2946,467,2462,840,3423,2967,3087,1498,580,2967,406,1498
3901,3647,2925,2502,3066,3066,2502,2622,1389,2672,2216,2394,3192,1389,980,980,980
3902,330,2925,1386,1241,280,3094,2093,412,2374,1384,858,549,3471,412,549,2374
3903,3647,1191,685,562,280,2668,1742,280,562,14,3357,2987,501,2572,1362,2451
3904,5189,2490,151,562,2332,2643,4554,3259,2823,36,380,1941,36,2518,5052,1538
3905,330,1959,151,2821,3249,333,1501,333,3423,333,3087,3312,3312,2306,59,3031
3906,5189,1552,3495,686,609,2088,1181,2188,2201,1970,3368,3388,3368,3368,274,1086
3907,3647,5084,6279,840,6946,4055,4307,3808,5334,4115,1356,4149,2189,4306,4149,4115
3908,3647,1959,151,1335,1442,2012,376,1963,1637,904,2192,1065,694,3020,1065,1637
3909,3647,34,232,457,4156,1332,739,1462,739,46,1332,2361,1332,869,3358,1332
3910,3647,2925,151,743,1630,5440,6146,6280,2953,6440,1400,1393,1393,3356,1393,1400
3911,5189,1959,1568,686,863,3109,2266,1711,790,1788,2460,3388,580,564,986,3208
3912,3647,1816,151,743,323,1620,1001,2581,2236,1350,2665,660,1668,2550,2665,1668
3913,3647,1959,2014,2722,1604,1604,507,2925,2522,1604,1604,2522,135,1604,2057,1604
3914,3647,1959,151,146,439,795,875,3156,1371,2628,1958,3156,1681,1710,2995,821
3915,3647,1959,535,1476,3286,1046,1046,3233,506,1775,380,380,2587,3233,2847,380
3916,330,242,1094,1279,2294,3273,2930,333,1428,2939,1428,1428,1428,1428,2152,853
3917,5189,3172,2067,2458,1882,2362,1181,3019,2569,2036,2907,2638,2191,1647,1006,1006
3918,3647,242,151,1584,3249,467,1584,1807,5554,1094,3087,1923,11,2825,205,1999
3919,330,4947,1003,1035,6513,1527,1693,1693,49,2882,49,696,2559,2634,2161,1658
3920,5189,2490,535,686,3286,2051,2163,735,2051,715,535,91,2997,1990,3248,1538
3921,5189,1959,151,2611,1225,795,837,959,108,108,108,218,108,108,108,2241
3922,3647,1959,700,840,2944,585,3508,2499,2095,2944,487,1415,2499,2596,1415,399
3923,3647,242,2560,424,1705,1840,2730,1239,2906,285,3121,3133,2764,1233,2608,310
3924,330,2925,1386,457,1797,2035,2050,1963,2236,2086,2192,1242,2192,1242,1242,2086
3925,3647,1959,151,743,2516,3404,2107,2731,393,393,3149,1379,580,393,698,698
3926,330,5611,2147,3231,5533,1480,473,3369,1095,832,473,2603,290,131,1890,3102
3927,3647,187,2846,1335,1009,3068,2050,1462,1232,1033,400,1033,1033,400,3358,1033
3928,3647,1959,1386,697,370,2502,2307,2518,1369,1066,605,94,1214,2518,1994,3182
3929,3647,1959,3495,1476,3134,575,112,255,112,3408,380,281,112,112,112,112
3930,330,1959,2871,2469,63,1644,1298,71,352,2536,3225,352,901,3225,124,901
3931,5189,1816,1011,1791,163,864,571,392,2782,1427,360,1423,1423,1423,1423,1423
3932,3647,767,151,1717,1346,795,2058,1709,3032,14,736,3043,2026,1364,3188,1689
3933,3647,242,1127,1694,1163,662,2940,2466,635,3044,1286,1908,1466,1908,1908,558
3934,330,1959,2560,3315,1216,3403,1001,3198,101,2536,2830,3119,3403,3119,638,3403
3935,330,1233,1201,2469,606,285,138,2110,2249,2939,2249,619,619,2249,164,619
3936,5189,2028,2502,1820,2502,2502,2502,389,3139,226,2502,3359,1270,1238,1063,238
3937,3647,2925,2067,604,2970,3215,2536,389,101,2536,101,352,2536,2536,2868,2041
3938,330,242,1094,576,1962,795,3017,2764,2782,3017,2764,2641,2764,1710,3398,2412
3939,3647,1959,151,457,1391,659,2050,1590,2140,1590,2537,1668,1668,2257,1443,1391
3940,330,4947,3527,6555,12,1883,1039,1239,2289,1883,41,628,2006,988,6124,2908
3941,5189,2028,151,629,6699,4763,4313,3733,5294,2139,3709,6539,1788,3704,3948,3208
3942,3647,1959,2871,1461,1767,3244,1182,389,1717,907,1944,2234,3440,1717,1944,1944
3943,3647,1959,151,794,2909,145,479,315,2909,3358,481,2248,1869,1794,3358,1033
3944,330,1959,291,2424,1495,894,2422,3055,3067,3055,2450,1699,2450,2366,2450,3055
3945,5189,1914,2596,1044,2946,1129,1129,1301,778,2636,1174,218,105,778,778,2241
3946,330,1959,2871,3231,5533,1480,4400,3369,1480,2667,920,1712,449,920,999,1900
3947,3647,1959,2871,2469,1149,937,2970,389,2820,165,2434,2434,2434,2820,2434,2434
3948,3647,1959,1127,1914,1473,795,3017,1448,3139,1427,2732,2887,2887,3011,3011,3011
3949,3647,1959,291,2714,2516,1620,2715,2188,2996,1350,2373,2594,2715,1420,2715,1620
3950,330,2925,435,457,480,659,2053,1590,2140,3131,232,3093,1850,561,1443,1391
3951,330,2925,2502,2912,1758,780,980,3055,2672,1533,1595,1699,1386,1845,1820,2422
3952,330,2925,1386,457,1668,1422,2107,2420,1925,3048,1275,3388,600,1361,600,2304
3953,330,1959,2871,2422,176,937,2536,71,1929,2536,954,954,1298,71,954,954
3954,330,4947,6373,6555,12,1883,4114,5397,1883,41,2588,4387,330,330,5397,1180
3955,330,386,1201,2936,1899,2186,2399,2618,2249,3392,3087,619,619,2249,419,619
3956,3647,1959,3243,1914,2789,1073,571,1073,2135,2135,3442,1073,3442,1073,3027,2542
3957,5189,2490,151,686,1515,2088,2290,2188,997,485,1874,3388,1059,1571,255,1059
3958,3647,1959,151,743,3134,150,872,2188,1925,798,414,3388,767,3368,2583,1086
3959,330,1959,2637,3231,5533,1480,961,123,2996,1077,2834,5018,3441,3231,1077,3102
3960,5189,1816,151,743,323,405,2156,455,819,2862,819,1304,323,2886,2862,1674
3961,3647,1959,2014,743,2516,2057,507,1514,3139,2381,3461,2057,1738,1787,2057,1514
3962,330,4947,3527,2990,1915,1527,3126,776,3053,3376,3087,696,776,2828,613,776
3963,3647,242,1127,1914,1163,1073,2230,333,3139,1427,1438,2153,720,1073,1367,1999
3964,3647,1959,151,743,2516,3109,1046,1258,1018,285,246,1072,663,3480,663,1254
3965,330,2925,6373,3231,5533,1883,961,1239,1883,123,473,987,3441,3231,1732,3315
3966,5189,5524,5718,6269,5728,4881,6277,6547,5103,4718,6357,5567,2956,4815,4117,6277
3967,3647,1959,2067,2422,439,795,1464,799,2526,494,2692,887,1464,106,2526,2526
3968,5189,3172,3495,794,1515,758,1181,255,1370,2785,1552,3255,746,305,2785,1185
3969,330,1959,2871,1018,912,3109,3466,246,3183,2667,3045,265,2189,3368,3045,1254
3970,5189,2490,1244,562,3286,2552,1742,3019,3341,2159,2019,1169,3378,2019,2824,846
3971,3647,1959,1127,1914,1163,1073,2156,2707,1674,1824,1824,2783,3312,1073,350,2907
3972,5189,2490,785,562,3286,417,1784,599,1717,2009,3384,1496,20,2184,1724,2682
3973,5189,1853,151,3396,1277,1422,2835,3179,3183,2009,1958,2003,2490,2490,1225,630
3974,330,1959,1386,2936,1149,1149,722,2000,1018,1822,1782,2758,3484,451,2758,310
3975,3647,1959,1723,2717,84,2122,868,368,1265,2125,1905,362,2825,3074,4017,2379
3976,3647,1959,2871,2965,439,2965,3017,389,174,2718,1723,3213,2825,2825,908,1889
3977,3647,1552,151,743,5972,104,4361,4403,4970,3570,5729,3570,6537,4361,1288,3570
3978,330,1959,1715,3067,439,795,1695,515,6,1433,3211,2043,1758,442,1758,3142
3979,3647,1959,151,743,3118,1422,1683,2582,1925,2236,726,2582,2497,2497,2497,409
3980,3647,1959,3243,2611,1473,1709,1473,3172,3139,39,3442,39,2386,2386,2621,2621
3981,3647,1959,2399,2717,606,1642,2836,3133,3152,956,3087,3133,1661,186,88,100
3982,5189,5524,4004,3801,5728,6955,6955,4830,4970,4159,6357,5547,4861,5199,4260,6277
3983,330,2524,6460,562,439,1337,1742,3259,820,3232,3069,1479,1950,2059,1626,2991
3984,330,3786,5421,94,3455,6829,1069,6224,4492,2882,3582,1069,1069,3939,1069,1069
3985,7040,187,2864,2557,1515,1107,1742,2188,997,798,2270,281,2557,1107,827,798
3986,5189,1552,151,2285,818,2285,2285,2285,1356,2667,1356,2642,2189,2642,2285,2285
3987,330,1959,3495,1970,2516,659,1001,1645,1970,1970,2373,1521,1024,1970,1970,1970
3988,5189,187,3236,794,3069,924,1742,2872,3117,1530,3372,3127,24,849,2872,3372
