ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16
4396,12,703,1739,2075,1024,2737,1722,2963,2136,33,33,1073,1715,1837,1535,1535,2386
4397,12,3353,2114,720,2061,100,1722,2469,2570,3199,2657,2466,3199,2466,898,976,3313
4398,6349,1335,629,1017,1136,3216,2746,142,1947,142,2019,1784,2720,2997,2929,2019,2720
4399,6349,703,1119,1760,1535,2737,1722,2963,2026,3002,1147,1338,2441,3002,1147,1049,2441
4400,6349,6635,629,1017,1136,3408,2106,1288,1731,1082,3341,1594,417,3132,2555,2033,2824
4401,6349,6635,779,720,2594,593,487,340,1653,1118,1044,1730,3282,1063,934,2869,2690
4402,6349,6896,629,1760,1024,637,1526,340,1715,894,1526,2509,1715,389,3459,3444,2386
4403,6349,703,779,1760,1535,212,2979,535,599,2016,678,678,2254,2989,2671,2198,2671
4404,2719,2125,1929,1760,2709,2361,978,213,2953,954,70,70,2312,2924,13,968,2125
4405,6349,2125,157,1760,2745,1010,1694,2963,420,3525,1891,579,2871,2516,3124,3418,2543
4406,6349,703,629,1760,2594,1929,978,340,1504,2707,1377,2499,2065,268,3301,1066,1030
4407,2530,3932,1119,1760,2745,2981,2497,1668,420,948,3075,948,1850,2157,948,361,948
4408,6349,4278,629,1017,3234,1950,2942,2723,1731,3491,3491,734,1950,3491,1821,2555,2555
4409,6349,703,1119,1760,1136,2361,978,2184,2134,99,568,2542,1902,2796,15,2542,2619
4410,6349,3932,5937,1035,2594,2361,3154,3326,120,1668,1668,948,1098,2497,948,1375,1668
4411,6349,703,1739,720,1024,3195,33,2963,2621,2621,1399,2291,1888,2437,1399,393,2621
4412,6349,4278,629,1017,3234,1950,2356,1950,1731,3491,3341,1835,1835,3320,3232,1626,2555
4413,12,703,1739,720,833,3195,2620,1459,1723,2628,1459,593,2495,1723,3120,1723,593
4414,12,3353,84,1789,2061,2939,1858,775,2152,2609,2152,2948,613,2152,3153,2939,2592
4415,6349,4278,5937,1760,2745,3013,3013,1476,2134,99,1259,2638,3215,1076,2302,2638,648
4416,6349,703,779,414,1483,2679,978,1149,1038,887,2198,2803,2739,887,887,2452,887
4417,12,703,2994,2530,1535,3149,2620,3211,2377,2620,3407,886,3407,3407,124,1153,3407
4418,6349,703,1176,3053,1483,5708,6810,6555,1471,1483,1483,610,5431,2588,6164,5146,4531
4419,6349,703,157,2075,1535,2737,458,1862,2136,1076,1647,1427,795,795,1647,1309,1647
4420,6349,703,1739,720,1024,3195,2620,819,2377,2620,2208,670,2736,1796,2736,2110,266
4421,6349,703,1176,1760,2745,637,458,1862,703,340,2809,340,2809,340,3292,340,2863
4422,6349,6896,5937,1760,2745,212,2356,212,2337,3188,536,1775,2544,637,1775,2544,433
4423,6349,4278,629,1017,1136,1950,2356,2290,1731,2396,3127,2723,557,2356,2713,3269,2723
4424,12,1039,1739,720,2594,593,487,340,340,1118,2383,341,2383,2383,2041,3444,1809
4425,1403,2125,2994,2530,2061,455,2620,167,427,455,852,56,467,2061,3052,56,459
4426,6349,6635,629,1017,1136,1950,476,1950,3399,3188,284,3372,2332,3399,440,440,440
4427,6349,4278,629,1017,3234,1950,2356,2723,1731,839,3174,1716,839,3286,3234,3234,3234
4428,6349,1335,629,1590,2307,593,978,363,1925,99,375,126,677,126,3278,1227,1106
4429,6349,703,1739,1760,1535,3195,2620,2963,312,894,2549,2047,154,2196,2041,2673,1605
4430,6349,4278,629,1760,2307,1929,978,340,340,1315,237,2043,2920,134,1686,2412,3004
4431,2530,703,1739,720,455,100,2811,2399,2377,2196,2196,2041,2196,252,2966,469,1642
4432,1403,2125,629,4661,1242,2981,3154,1350,2215,172,2598,2913,1637,156,3410,3363,1794
4433,6349,2125,629,4661,6386,1950,6749,1939,1288,3343,3343,2419,3230,2709,772,1951,1012
4434,6349,4278,629,1760,2594,2361,2215,2224,1525,1822,1525,1525,3118,1525,1822,1525,1822
4435,6349,1335,1119,414,2594,2056,458,1252,787,2146,787,2865,3089,3089,2865,3025,3089
4436,6349,4278,629,1760,2594,637,458,399,2043,2043,399,2043,2502,134,134,2313,2430
4437,12,4150,4455,6183,1483,155,4368,2577,851,2548,2515,4477,2312,1358,656,1358,2831
4438,6349,703,1176,720,2745,212,33,2963,2435,1076,515,235,515,1076,6,6,371
4439,6349,4278,629,1017,1136,1950,2106,1950,1731,3491,3341,1594,2033,3491,1014,1626,2555
4440,6349,4278,629,1012,2745,212,2704,1259,2337,3188,1142,3043,1303,1303,3510,608,3217
4441,2530,703,1119,720,2594,593,978,363,2946,99,2198,707,99,1404,887,2198,650
4442,6349,703,779,414,2709,2056,978,2752,3368,2777,2752,13,1929,2595,2752,1598,1990
4443,6349,6896,779,2530,2594,2923,2227,821,62,2905,1755,2539,1452,1865,1066,2676,1447
4444,6349,6896,629,1760,2745,3216,2391,1874,380,1881,1881,1881,1830,1505,1505,906,1613
4445,6349,703,5937,1760,2745,2056,458,2451,2031,2692,807,2553,2553,820,494,280,820
4446,6349,703,157,1760,2745,2737,1270,2963,1126,822,3007,2015,2078,2078,2300,2871,3472
4447,2530,703,1176,1760,2745,637,458,399,703,2692,933,933,933,933,933,3342,933
4448,6349,703,1739,2075,2745,637,458,340,703,340,237,341,2809,340,1809,2920,340
4449,6349,703,779,414,1483,3149,978,2022,2136,3007,3007,2943,2370,754,2219,2943,2932
4450,12,3353,1739,3053,2594,578,978,1028,801,3456,2616,1171,2312,2244,1693,2244,2244
4451,6349,6635,5937,1012,1136,3408,2942,2290,380,1191,1786,392,804,2009,2119,392,392
4452,2530,703,1739,720,2061,578,2620,1361,1525,2628,3333,2233,1970,2905,2536,3315,2536
4453,2719,2125,629,1735,2709,2981,2215,627,726,3131,3118,2215,1637,3118,3410,768,172
4454,6349,703,5937,1590,1483,155,6679,3582,2488,5767,5442,5442,5466,5442,2515,6323,22
4455,6349,4278,629,1017,3234,3408,2942,2290,1687,734,3174,331,1208,331,3396,3396,2682
4456,1403,2125,1119,4661,5887,2981,2663,1707,315,1462,2215,2215,1910,67,2243,2151,989
4457,6349,1335,629,4661,6381,2981,2524,645,34,1015,3358,1071,2981,67,1015,768,1928
4458,6349,6896,629,1760,2594,593,458,340,703,2837,1980,2840,2424,2736,2366,2366,2863
4459,12,1039,4147,3053,1483,673,5521,6555,2335,3518,2588,988,2114,1705,1563,5714,1077
4460,6349,6896,629,1012,1136,3216,2106,2746,972,3039,1174,3039,1162,3082,1368,2551,1162
4461,12,3353,2061,3053,296,1239,2249,1734,3484,41,6164,41,41,41,6164,769,1239
4462,6349,4278,629,1017,3234,3408,2942,2290,1687,1770,2143,2143,2942,300,2143,2143,1816
4463,6349,6896,5937,1760,2594,2737,978,2022,1504,3525,2180,2281,574,3156,2041,3374,1055
4464,1403,2125,4147,4959,4431,3906,2792,6555,1212,1069,696,301,2742,1351,2656,2742,1949
4465,6349,703,1739,720,455,3195,2620,186,427,455,3393,56,1554,2811,2341,455,3406
4466,2719,4150,4147,4959,1483,3906,2792,1923,2488,1069,696,301,2742,2747,1693,636,2747
4467,6349,4278,629,4661,2709,1010,978,564,2467,99,1238,3394,2113,3394,591,3036,3036
4468,2530,703,157,1760,1024,593,458,1286,2310,3421,2310,1073,125,2466,898,2136,3031
4469,6349,6635,779,5853,1535,2737,978,2963,2946,2950,3366,2545,1260,3340,15,3503,1094
4470,12,703,1739,852,455,100,2409,2399,2377,2793,2211,2642,3348,1380,1522,1380,3348
4471,6349,6635,629,1017,1136,1950,2942,3234,163,839,3174,3,163,3286,686,3234,686
4472,6349,6635,629,4661,2709,2361,3093,2184,2184,1953,2501,1066,3368,2595,2456,408,896
4473,6349,703,1176,720,1024,3195,2620,2118,2310,894,2904,1535,2383,2736,2736,3444,3444
4474,6349,2125,629,4661,5887,2361,3093,2774,2215,660,6834,2247,2247,660,2086,660,232
4475,12,3353,4147,3053,1483,1239,2409,1909,1474,3121,1311,1883,3121,1705,1239,1474,1239
4476,6349,6635,629,1017,1136,1950,2942,2290,163,839,3174,3236,1910,3286,1462,3234,3286
4477,6349,703,5937,1760,2745,212,2979,1259,599,599,1261,1305,360,1305,1305,360,360
4478,6349,293,1739,720,455,100,1722,3211,2377,3256,2211,1554,1554,539,2736,3444,3444
4479,6349,6635,629,1017,1136,1950,2356,1950,163,3069,3372,929,758,1869,1869,1869,1869
4480,12,3353,1739,720,1024,3195,1722,2963,2570,3145,2657,349,2078,1127,705,888,349
4481,6349,1335,629,1760,2709,2361,2184,1079,1867,2672,3139,3457,564,3394,1174,1174,3162
4482,6349,1335,629,1760,1136,2361,501,2754,798,738,2902,2902,685,2093,394,2902,2681
4483,6349,4278,629,1017,1136,3408,2106,1082,417,1082,1082,417,188,2033,91,2033,1082
4484,6349,703,779,720,833,593,2620,3211,2412,2620,2536,2366,1452,1149,265,265,1865
4485,6349,4278,629,1017,1136,3408,2106,1033,107,1770,300,300,107,300,150,300,150
4486,2530,3353,2114,720,852,1840,1858,613,2111,2811,2111,2111,2764,3133,133,888,3393
4487,6349,4278,5937,1760,2745,212,2704,2963,1303,2352,2352,3443,1888,1409,2551,2352,2781
4488,6349,703,779,414,1024,2737,978,1000,553,887,2918,1457,1030,2422,1030,781,1030
4489,6349,703,779,1760,1024,593,2620,1000,2946,1535,3442,1073,1260,680,1477,1535,2732
4490,6349,6896,629,1017,1136,1950,2942,2290,163,839,3174,3,839,3286,163,3234,839
4491,6349,703,2114,3053,2594,578,2620,613,974,2620,2620,2366,2736,2620,2736,2110,1865
4492,6349,703,2994,720,455,100,1722,3002,2570,773,2657,3442,2995,1727,898,2136,3031
4493,6349,6635,629,1017,1136,3408,2356,1162,1947,3188,2544,2864,197,468,2273,3188,3217
4494,6349,4278,629,1760,2745,1010,978,363,1504,2933,2241,1157,3282,2034,3282,3282,2690
4495,6349,703,779,414,2307,1302,978,1513,2025,2146,2865,290,2559,290,290,1524,866
4496,6349,3932,1176,1760,2594,637,978,1063,2042,2518,2918,1088,1030,3072,3357,650,650
4497,6349,703,2114,3053,2061,635,1722,2022,2832,2793,770,1153,1153,3097,3198,1153,1822
4498,12,1039,2114,3053,1483,673,2227,821,1525,2146,821,3401,3407,2905,2905,2905,1920
4499,6349,4278,629,1760,2988,1421,1549,2120,2120,2586,2120,64,3487,3192,2307,267,2120
4500,6349,4278,629,1017,1136,3408,2746,142,2471,338,1984,2952,2248,300,3521,3065,3521
4501,6349,3932,1119,1590,2709,2361,978,3130,1877,2974,3461,3456,574,3461,1066,79,1280
4502,2719,2125,629,4661,1136,2981,1655,5507,3488,3343,76,2141,796,1308,3372,4103,1346
4503,2719,703,1929,5853,1242,1225,881,2127,3368,1953,2752,13,579,2752,2752,1970,2752
4504,2530,703,779,720,2061,593,2620,2341,2136,2109,576,2539,938,2416,2650,3315,2539
4505,6349,6635,629,4661,6386,6540,4051,5618,2159,2159,6215,3434,53,5103,6083,4864,1785
4506,6349,3932,1119,1760,2577,1226,988,2186,3214,2122,673,1706,2719,2695,3346,2719,1459
4507,6349,6896,157,1760,2745,2056,1334,2451,3293,1037,494,1345,36,690,1176,789,690
4508,6349,703,779,2075,1024,578,2620,186,427,3199,2853,2853,87,1584,819,576,427
4509,6349,703,2994,720,1483,578,2620,1164,3070,2653,2736,1657,3407,3407,215,3315,1149
4510,6349,6896,629,1760,2745,2056,3030,2451,3293,3364,588,1916,1006,1384,494,3287,2845
4511,6349,6896,5937,1760,1483,637,458,399,1736,3142,2918,1068,2395,242,2926,1568,3440
4512,6349,6635,629,1760,2745,637,1549,363,1595,2518,945,342,1030,3371,3150,190,2286
4513,6349,4278,629,1017,1136,3408,2106,142,516,546,300,300,3279,300,2855,1059,859
4514,6349,703,1119,1760,2709,2361,978,126,1280,99,1174,3230,1011,2796,941,1011,2823
4515,12,2198,1739,2075,1535,2737,1722,2963,420,1728,3332,735,735,754,377,3367,519
4516,6349,4278,629,1012,2709,2981,2663,627,726,172,1525,1525,3118,3118,1525,1525,3118
4517,6349,703,779,2530,2988,776,2249,1909,1909,770,1783,2298,3180,888,1638,770,1769
4518,6349,4278,629,1017,2228,2361,476,2754,1169,3029,1238,1238,3230,782,1174,3029,1538
4519,6349,5739,3068,5853,1483,2679,2792,1171,2335,1684,22,1684,2312,362,2418,661,2879
4520,6349,4278,629,1735,22,2361,2497,2224,726,2224,3075,65,1024,3118,1024,217,217
4521,6349,6896,629,1760,2709,1950,3030,448,109,3003,1238,2266,1902,778,505,2542,1690
4522,6349,2125,629,4444,2745,637,2103,1862,3293,99,2198,1314,1902,2796,2229,2542,1549
4523,12,3353,1739,720,455,1840,1233,2118,3054,3420,1710,1456,3420,1723,3054,3054,1094
4524,12,5739,2114,3053,2061,3149,2620,1028,1877,341,2422,341,574,2089,2041,2843,1622
4525,1403,2125,4147,3053,1483,3527,73,6555,1923,2792,696,1923,3153,97,97,2734,2734
4526,6349,703,1119,1590,1483,1850,967,1525,1525,1411,2213,2247,2247,2247,2247,2213,2213
4527,6349,6896,629,1012,1136,3408,2106,2290,305,2106,2746,234,216,3169,804,3181,392
4528,6349,703,1176,720,455,593,1526,1862,1653,1118,1377,2509,934,49,1686,3444,113
4529,6349,703,5937,1760,1535,637,458,1000,703,3142,700,585,585,585,3487,3299,3487
4530,6349,3353,2114,3053,1483,5708,2249,4233,1915,1231,5386,1039,2588,2588,1563,1239,1311
4531,12,2125,4147,3053,1483,3906,2792,6555,2719,771,1949,2322,2742,1789,1693,1949,1949
4532,6349,703,157,1760,2745,637,458,1000,807,2016,807,678,2016,2067,3151,444,444
4533,6349,703,157,1760,2745,2056,476,733,2643,738,690,608,2163,284,1337,284,284
4534,6349,4278,629,1012,1136,1950,476,2451,690,738,494,314,3378,3293,494,280,820
4535,6349,703,1119,1760,2745,212,1334,2451,703,738,2553,2043,3508,3094,3254,3287,3287
4536,6349,4278,629,1012,1136,1950,476,2451,2643,3188,3289,4103,4103,4103,1398,4103,3289
4537,6349,4278,629,1017,3234,3408,2942,2290,1687,1821,2143,142,331,142,1821,2143,2143
4538,6349,4278,5937,4661,3358,2981,2497,645,645,315,1786,3141,1425,1425,1425,1425,1425
4539,6349,1335,629,2362,1483,2679,2227,399,1609,2518,2563,1129,2299,2395,94,3006,1336
4540,2530,1039,2994,720,1024,2737,2620,1000,2946,1837,1526,2266,1030,2191,707,2198,2336
4541,12,703,5937,1760,2594,1929,978,340,703,933,2938,2043,218,1473,2702,1211,1068
4542,12,1039,6019,5853,2988,1421,1609,399,585,3192,2563,1129,94,585,1931,1412,2636
4543,6349,703,779,720,2594,2737,1722,2963,2621,3038,3112,2135,2077,2135,1896,1896,327
4544,6349,703,1739,2530,1024,3195,1722,2963,2136,2441,773,3442,680,680,2136,2136,2441
4545,6349,703,157,2075,1535,2737,33,1862,703,1118,2904,2910,2910,1837,2910,340,458
4546,6349,703,1739,720,2061,455,2620,1710,1222,2530,205,487,2591,3484,1222,56,1887
4547,6349,703,157,1760,2745,212,2979,1259,2314,1076,1259,2989,1259,2058,2058,3215,3215
4548,6349,4278,629,4661,2228,2056,3030,363,3293,371,2308,2308,3508,3094,2307,2313,3397
4549,6349,4278,629,1017,1136,1950,2106,1939,3197,281,1779,1594,798,1779,1107,1107,1107
4550,6349,4278,629,4661,1136,212,3030,2451,2129,3188,284,608,197,284,1345,690,1464
4551,12,293,1739,852,2061,2530,1858,613,583,3420,2591,2591,2591,2591,2591,2591,2227
4552,6349,4278,629,1017,1136,3408,2942,2290,305,2909,3509,864,864,864,392,392,392
4553,2530,703,2994,720,1024,3195,33,2963,2136,773,1147,2310,2732,3080,908,773,2732
4554,6349,4278,5937,1760,2745,3216,2391,1881,3495,1874,1798,3401,1086,3495,2927,550,550
4555,6349,703,1739,720,1024,2433,1526,399,703,1118,1526,1068,43,1000,2819,50,2624
4556,6349,703,1739,720,1024,3195,2620,186,2624,2935,2620,2509,3451,1796,2041,3444,3444
4557,6349,4278,629,1012,2745,3216,3030,2451,1385,2991,2544,2738,314,3132,3030,2738,2824
4558,6349,6635,629,1017,1136,1950,2356,1950,1731,653,284,2864,1950,3399,3372,3399,3399
4559,6349,703,1739,720,1024,2737,33,2963,2621,894,2621,2135,1264,2549,1399,894,2621
4560,12,1039,2114,3053,2061,2530,73,3484,84,1524,3231,1524,2603,1524,1524,2217,2559
4561,6349,6896,629,1760,2745,637,1334,340,703,2043,2307,2043,3508,2103,2307,1211,2586
4562,12,2125,629,4661,660,2981,2497,3358,1637,172,967,850,618,37,3410,1774,2346
4563,2530,1335,1119,1760,1535,2737,1722,2963,420,3326,3326,526,3516,1197,1966,1966,3516
4564,6349,293,1739,720,852,100,2409,1734,2811,2811,424,2811,3468,2811,2811,2811,2811
4565,2530,703,779,1590,5382,2361,2524,627,2505,1462,3075,1455,1910,156,156,1343,1343
4566,6349,4278,629,1017,1136,1950,2106,2723,1731,2396,1131,2471,557,2356,3257,2356,1624
4567,6349,4278,629,1760,2745,637,2103,1862,275,738,275,1079,25,3390,858,2583,30
4568,2530,703,1176,1760,2745,212,2103,535,2016,1076,2458,2164,3215,2164,3293,1160,2458
4569,6349,703,629,1017,1136,3408,476,2402,2402,963,3029,2902,2902,130,394,2833,130
4570,12,3353,2114,720,2061,3195,1722,1275,2621,894,2736,887,165,887,1149,1149,2458
4571,6349,703,1739,3053,2061,2409,2409,1909,2399,100,1329,2399,2966,1734,2469,469,1642
4572,1403,2125,975,5853,2307,578,978,79,2190,954,70,1171,954,3461,79,79,881
4573,12,703,157,414,2745,2056,458,2628,787,2146,1525,787,3089,3089,3089,920,3089
4574,6349,6896,5937,1760,1242,2028,3094,399,218,6515,2563,1577,218,3192,2389,267,218
4575,12,5739,1739,720,2745,1850,978,2022,518,2196,2543,2340,3022,2381,2381,1644,146
4576,1403,2125,1119,414,2061,3149,2249,2469,1783,1822,424,596,1822,1822,3252,2906,1822
4577,6349,4278,629,1017,3234,3408,2942,2723,1687,2396,3127,2471,557,2557,3521,654,2396
4578,6349,6896,1176,1760,2745,2841,458,399,703,1022,237,340,43,1980,1686,2412,1315
4579,6349,4278,629,1017,1136,3408,2942,2290,1687,2396,3127,2471,597,2557,3521,609,1107
4580,12,5739,6019,720,455,455,2620,186,1222,3420,2111,2111,3313,2111,819,976,3313
4581,6349,703,157,1760,1136,3216,2704,814,3495,3495,550,2583,826,332,891,332,2847
4582,6349,703,1119,1012,1136,1950,476,2451,2129,3491,284,2864,2214,1014,1731,3399,2332
4583,2530,3353,1739,852,852,2530,2620,2118,3054,3420,1710,2111,1962,3484,2986,2111,2111
4584,6349,6635,629,1760,2745,1929,978,2022,2443,3525,3139,1124,2928,3222,490,393,2621
4585,6349,1335,157,414,2087,635,1722,3002,2765,3002,2765,623,1935,1935,2041,518,2026
4586,6349,4278,629,1017,1136,1950,2746,142,2471,3343,2410,1911,392,142,392,392,338
4587,12,703,1739,720,455,100,100,2469,2377,3145,2211,2377,886,2377,2377,2110,2377
4588,1403,5739,4147,4959,1483,155,2792,3073,2923,1069,2923,1069,2742,696,3455,2283,2879
4589,6349,6635,629,1760,1136,1421,3030,1010,2337,152,2092,1340,197,2483,891,2483,295
4590,2530,3353,1739,852,455,100,100,1275,1930,894,3477,2047,165,165,2041,419,165
4591,6349,6635,629,1017,3234,3408,2942,1707,1687,734,1976,1716,331,331,3396,1716,1293
4592,6349,4278,629,1012,22,1010,2686,1238,2542,3003,1238,1902,1902,778,2229,108,3440
4593,6349,3353,5108,3053,1483,2530,6759,6555,2990,1039,4761,1039,12,1039,628,2908,12
4594,6349,6635,629,1017,1136,2056,3030,2451,3293,2991,588,3364,3364,3364,3364,3094,3030
4595,6349,1335,629,4661,6381,2981,2497,645,645,1015,3358,3141,2981,67,1015,768,2590
4596,6349,4278,629,1760,2709,2361,978,1516,2134,2672,1711,126,1929,2925,2833,2833,1280
4597,6349,4278,629,1760,1136,1225,501,5507,2467,2461,1711,2622,2113,3394,72,3036,3394
4598,6349,703,5937,1760,2745,2056,1334,2451,690,3293,2999,2553,314,3357,494,1464,3043
4599,6349,4278,629,1017,1136,3408,2942,2290,516,1191,1685,3144,758,1052,1948,3200,380
4600,2530,5739,4147,5853,1483,673,2227,3073,2990,916,2938,2577,155,2577,2656,2656,2656
4601,6349,4278,629,1012,2745,212,2103,1862,3293,99,1238,1238,243,1174,941,2806,2806
4602,6349,703,157,1760,2745,3013,2106,1010,1496,1496,1259,2015,2629,2629,3488,3051,2629
4603,1403,2125,1119,4661,1242,2981,2497,645,3131,1462,3501,904,1910,904,2131,3501,3501
4604,6349,703,4147,2075,2061,578,1858,186,427,2620,2211,56,3420,852,3459,56,3420
4605,6349,703,1119,1760,2594,1010,458,340,1303,3124,1725,573,2495,242,2650,1970,1920
4606,6349,3353,1739,3053,2061,3195,2620,2399,2377,2793,2110,670,886,1380,1638,2110,1865
4607,6349,2125,1119,1760,2594,6611,1209,2022,2335,2719,1352,177,2719,2695,819,2676,819
4608,6349,703,5937,1760,2594,1929,978,1275,3292,934,237,2108,43,49,1686,49,1686
4609,6349,6896,5937,1760,2745,2056,3030,2451,2163,738,1142,608,2551,1142,1142,651,830
4610,2719,2125,1119,4661,2594,1850,3093,2022,921,2684,1025,1013,1025,1273,1025,1025,1025
4611,6349,6635,629,4444,2307,2056,3094,190,778,423,2198,2266,778,423,2823,2198,2823
4612,6349,2198,2114,3053,1483,455,2620,186,852,3256,1710,56,3420,539,2939,56,3420
4613,12,1039,1739,414,1136,1421,978,1361,1877,3356,239,761,2871,2658,2752,604,2539
4614,6349,703,779,1590,1242,2361,379,627,726,2665,320,1838,1098,217,1132,3154,1350
4615,6349,6635,629,1017,3234,3408,2106,142,516,1770,1816,2909,331,3169,804,3169,2942
4616,6349,4278,629,4444,1136,3408,2106,3326,1059,1090,2293,2293,735,698,377,698,735
4617,12,703,1739,720,455,2196,1526,2118,1723,2620,1710,1456,3420,2111,1723,3054,3420
4618,6349,703,779,6289,22,2056,978,1361,3368,2109,1920,2359,957,3401,3401,3328,3328
4619,1403,703,1739,720,2061,635,1722,1275,1504,2196,3211,341,286,2226,2041,325,1622
4620,1403,3932,1119,1590,660,2361,379,1525,6471,172,1525,3766,2397,172,1986,2035,1861
4621,1403,2125,3068,6289,2577,1850,2215,1132,2335,2974,5217,7010,4367,311,7010,7010,479
4622,2530,703,779,1760,2745,637,458,340,703,2863,2809,340,2158,1837,858,224,2055
4623,6349,4278,629,1017,1136,3408,2106,2248,305,1770,2293,864,864,338,392,338,338
4624,6349,703,1739,1760,2745,637,458,340,703,738,1174,3230,1902,2796,2307,2542,1238
4625,2530,3932,779,1760,2061,3195,2620,1862,427,1837,1377,1730,3429,49,1686,2412,1686
4626,1403,703,5937,1590,1242,2361,2686,5507,2276,2518,4624,5480,6579,2658,848,918,663
4627,6349,703,157,1760,2594,3149,1722,1935,420,2196,2041,623,2966,2966,2966,469,3016
4628,6349,6635,629,4661,6386,6263,5499,4579,4658,6780,5506,5783,111,6416,6416,4770,4424
4629,6349,6635,629,1760,2745,212,2103,363,1303,371,2352,1775,2352,830,2551,2352,3162
4630,6349,6896,4455,5853,1483,2530,73,6555,97,1231,1483,1039,1483,2089,3527,6664,4531
4631,6349,6635,629,1017,1136,3408,2497,1707,516,142,1996,142,804,142,392,3181,734
4632,6349,703,157,414,22,3149,978,2114,2570,3145,2211,3087,705,2657,3459,455,1642
4633,6349,703,5937,1760,2745,1929,978,1862,3203,2109,1725,573,2653,242,242,2676,3421
4634,6349,703,157,1760,2594,1850,1722,3002,3067,3002,1114,623,3022,2041,2041,2843,2843
4635,12,2125,629,4661,1242,2361,2497,1668,1420,1462,3075,1455,2167,46,3363,1804,2664
4636,6349,1335,629,1760,2745,212,1270,2963,1896,99,515,2638,2638,1761,119,1223,119
4637,6349,2125,3068,6183,4431,4921,6701,4042,4099,6776,6776,2666,2247,3724,1581,1774,3647
4638,6349,6896,629,1760,2745,3013,1270,2963,637,2653,2830,295,2653,3124,2311,2483,2311
4639,6349,6635,629,1017,3234,3408,2942,2723,1731,2396,1251,734,2327,2555,3275,2555,2555
4640,12,2125,1119,6289,2594,2737,336,3418,420,3516,526,526,3516,623,1751,3326,2474
4641,6349,3353,1739,852,852,2409,2409,1909,2377,3256,3256,2366,7022,2811,419,455,3459
4642,6349,6635,629,1017,3234,3408,2942,1939,2471,281,1131,2471,935,1012,3191,2652,281
4643,12,3353,1739,720,833,578,2620,2118,1602,2653,2764,2499,2065,242,2150,2676,3480
4644,6349,703,1119,1760,1024,593,1526,1000,703,1837,1526,1444,2395,1837,3292,1872,458
4645,6349,4278,629,1017,2709,2981,2497,3326,150,315,2664,3496,2981,2157,948,3496,2981
4646,2530,5739,1739,3053,2061,455,2620,186,427,133,2211,2853,2828,2061,2828,455,427
4647,6349,6635,629,1012,1136,1950,3030,2451,2402,738,3094,3094,3343,2093,130,3094,130
4648,6349,703,157,1760,2745,593,978,363,3292,341,2869,341,1315,810,437,2869,1280
4649,6349,6635,629,1017,1136,1421,3030,2120,3453,1006,588,3230,1549,1864,536,2542,2823
4650,6349,6635,629,4661,4305,2361,967,1525,2505,4268,2213,1273,2247,1273,1581,1774,2086
4651,6349,4278,629,1017,1136,2056,1334,2451,3453,738,1006,2308,3364,3094,2866,3094,3094
4652,2530,703,1739,852,852,2409,2409,2399,1909,100,1114,1236,2966,3325,2469,1236,1114
4653,12,2221,2114,3053,2061,2530,2249,1909,619,888,2089,325,2249,619,1909,1909,888
4654,6349,4278,629,1017,3234,3408,2942,2290,1687,2396,3127,2396,1328,331,3236,3269,3241
4655,6349,4278,629,4611,5382,1225,3230,5507,1182,1182,1182,385,111,2629,3488,3488,3244
4656,6349,703,1119,1760,2745,593,458,340,3182,2692,2918,1444,2395,1837,2910,3250,2067
4657,1403,1039,1739,3053,2709,1929,458,341,1466,3356,2795,1608,341,552,3124,789,789
4658,6349,4278,629,1760,1136,2056,3030,2451,3293,2991,2544,3050,314,2738,3364,2738,2738
4659,6349,4278,629,1012,1136,3216,2106,1948,380,1685,1685,3450,826,2754,1552,2188,1357
4660,6349,703,6019,4959,1483,155,73,6555,3305,2858,12,2990,3478,1039,2792,5616,2592
4661,2530,703,1739,720,833,455,2620,3018,2570,1727,2211,1727,1584,2657,3459,455,19
4662,6349,4278,629,4444,2709,2981,2524,1707,1335,1462,3358,1293,1015,311,1015,1015,2981
4663,6349,4278,629,1017,1136,3408,2942,2290,2682,2396,2746,3039,740,740,740,740,485
4664,12,3353,2114,3053,2594,593,2620,1275,1504,99,2358,2803,2739,1404,2047,2198,2545
4665,6349,703,2114,5853,1483,3345,2719,467,2930,2186,2938,341,3339,49,1622,2452,458
4666,6349,3932,629,1590,22,4305,6679,4303,2276,382,4286,6611,6579,3992,3695,6964,4287
4667,2530,3353,1739,720,2061,593,2227,583,3369,2146,2603,3369,3089,3025,2865,3025,3089
4668,6349,703,1929,6146,2087,593,2620,399,1326,934,2938,3192,155,2687,1889,1211,1609
4669,6349,6896,629,1012,1136,3408,2106,1948,3013,2489,2540,1308,785,1308,1346,1346,355
4670,6349,703,2114,2075,1024,637,458,1862,830,1837,3439,235,3215,1837,6,1160,2458
4671,6349,6635,629,1017,1136,3216,2106,1259,599,3013,3013,3384,3122,91,3013,1103,2259
4672,6349,4278,629,1760,1136,212,476,733,2129,738,284,608,2103,2630,608,608,1486
4673,2719,703,2994,720,455,100,100,2399,2377,2196,2627,1646,1780,165,359,1780,165
4674,12,1039,4147,3053,1483,2563,2227,399,2231,2518,945,2499,2065,2499,1030,1066,1030
4675,12,3353,2114,720,1024,3195,2620,680,427,455,2211,3313,3199,2657,898,976,3348
4676,6349,293,3601,3053,2061,3149,2409,2399,1629,1935,2469,2469,351,3325,2469,2469,1329
