ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37
761,320,592,268,354,244,240,155,244,155,135,240,135,155,389,135,240,135,389,135,8,163,46,240,240,163,300,135,155,204,217,326,240,240,118,300,276,300,240
762,140,399,139,385,109,23,295,190,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
763,200,451,220,312,312,309,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
764,328,313,385,290,237,237,310,310,310,206,310,158,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
765,241,630,489,182,161,297,22,22,297,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,287
766,308,630,578,427,156,347,231,381,22,381,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
767,211,251,517,303,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
768,384,648,224,224,257,392,312,392,81,81,81,81,381,81,81,381,81,81,81,81,81,81,81,35,81,81,81,81,81,81,81,81,81,81,81,81,81,81
769,775,730,118,181,297,157,4,157,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
770,104,225,208,115,297,190,81,81,118,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
771,461,368,98,502,599,79,432,808,681,791,199,197,197,235,199,185,199,199,199,448,199,199,448,199,199,199,199,199,199,199,199,199,448,199,199,199,199,199
772,470,155,583,89,249,365,791,425,425,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
773,168,296,300,592,153,199,748,199,466,560,560,199,808,808,199,199,396,199,134,396,396,557,549,396,199,557,199,493,808,489,557,513,199,557,557,557,513,557
774,109,285,37,341,389,96,389,96,96,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
775,450,439,435,106,287,646,185,25,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
776,660,703,406,406,14,205,238,197,197,112,24,112,112,184,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
777,484,732,799,332,287,93,93,284,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
778,371,33,253,253,117,343,76,363,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
779,342,207,734,87,9,9,9,9,9,135,76,135,76,76,76,76,76,76,135,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
780,301,22,49,177,255,390,321,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
781,390,674,508,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
782,19,800,708,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
783,143,386,330,676,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
784,217,68,316,353,506,353,60,158,163,163,288,288,296,288,333,323,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
785,204,270,212,317,380,44,293,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
786,19,459,401,31,122,370,370,370,370,370,370,370,370,370,370,370,370,48,370,370,370,370,370,370,10,370,370,370,370,370,156,370,370,245,370,370,370,370
787,129,577,165,111,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370
788,580,171,435,303,28,148,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370
789,285,487,364,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
790,515,533,384,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
791,800,411,500,550,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
792,747,805,662,75,289,212,212,212,212,212,238,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
793,568,103,371,22,248,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
794,420,740,275,630,14,247,347,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
795,374,328,68,113,113,401,65,189,269,189,189,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
796,734,147,187,284,332,396,325,269,269,140,269,269,140,266,269,269,383,383,383,383,269,383,269,383,383,383,383,383,383,269,383,383,383,383,383,383,383,269
797,214,724,272,65,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
798,665,638,345,134,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
799,570,420,309,273,309,19,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
800,333,323,41,40,356,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
801,425,145,161,543,308,159,399,253,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
802,367,394,188,313,87,338,321,114,114,114,735,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
803,86,174,724,308,308,308,95,274,114,367,367,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
804,533,377,725,79,53,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
805,604,156,150,805,337,145,336,145,145,145,145,79,145,145,145,145,145,145,79,145,145,145,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
806,494,405,630,630,106,250,193,79,671,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
807,79,318,92,137,759,99,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
808,490,258,449,570,336,60,96,221,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
809,348,293,262,135,400,26,26,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
810,658,714,585,49,179,254,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
811,107,103,256,312,290,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
812,473,678,203,213,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
813,599,28,110,479,123,535,535,322,71,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
814,321,230,145,731,132,581,384,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
815,600,197,609,205,559,661,401,196,612,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
816,513,215,678,678,58,335,166,373,373,335,373,373,373,335,335,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373
817,440,490,658,507,735,184,373,184,184,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,68,373
818,242,237,171,491,590,652,652,652,652,652,652,652,373,652,652,652,373,652,373,373,373,373,373,373,373,652,373,373,373,373,373,373,373,373,652,373,373,373
819,432,512,244,33,367,103,280,469,323,102,469,328,387,323,323,200,323,47,205,47,323,47,807,47,364,47,323,47,148,47,47,47,130,323,323,301,148,148
820,380,618,335,232,140,256,208,248,248,6,256,47,256,256,294,256,248,256,256,256,256,361,361,256,256,361,361,256,388,294,388,5,256,334,47,361,256,188
821,311,697,583,3,246,148,7,647,319,23,148,647,237,47,47,47,47,47,47,47,364,47,47,47,47,47,47,47,47,47,47,364,47,47,47,47,47,47
822,729,612,255,35,74,611,496,35,384,321,177,481,253,321,177,36,177,36,36,36,36,253,36,253,36,36,253,36,253,36,128,253,253,36,36,36,36,194
823,350,310,613,312,350,350,231,35,19,347,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
824,157,390,728,584,811,789,177,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
825,608,90,38,31,31,101,90,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
826,139,221,513,431,807,119,338,334,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
827,336,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
828,344,659,586,662,491,184,184,387,184,387,387,187,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,96,387,387,387,387,96,387,387,387,387,388
829,482,692,465,83,271,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
830,17,718,559,658,440,440,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
831,32,662,138,154,771,284,177,284,254,254,250,193,501,501,254,29,236,142,501,501,501,236,501,236,501,236,236,236,236,236,236,236,236,236,236,236,236,236
832,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236
833,697,151,555,119,605,697,218,86,649,86,65,236,195,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,321,236,236,236,236,236,236,236,236,236
834,407,169,74,78,74,620,701,649,701,701,295,86,86,511,86,701,701,162,162,22,701,729,22,53,356,375,53,554,47,53,22,53,231,301,301,395,257,356
835,102,288,781,306,12,188,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391
836,595,284,197,306,268,91,213,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391
837,103,303,687,247,561,285,224,187,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
838,98,142,313,400,186,384,115,115,334,224,105,224,105,224,398,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
839,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
840,105,186,220,75,232,78,41,281,314,295,75,308,295,308,295,308,308,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
841,177,116,133,325,618,22,22,183,22,26,323,295,318,102,216,26,295,148,216,295,216,295,405,295,295,295,216,295,216,295,295,405,295,295,405,405,295,295
842,192,78,797,323,323,131,395,19,395,295,295,295,295,22,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
843,758,184,335,22,619,340,109,365,328,365,365,365,290,290,290,290,290,365,290,290,290,328,290,290,290,290,290,290,290,290,301,328,290,290,267,290,267,290
844,580,580,514,347,78,170,295,6,255,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
845,130,494,121,328,306,800,290,290,290,385,385,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
846,647,632,159,159,376,168,168,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
847,490,275,120,266,266,9,343,85,376,107,107,107,107,376,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
848,584,56,336,85,317,305,311,107,107,317,246,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
849,607,721,701,211,722,768,216,148,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
850,5,140,798,203,319,41,256,30,314,342,395,301,395,342,65,709,364,231,709,395,395,364,364,35,47,709,395,364,364,364,364,364,364,364,364,364,364,364
851,664,248,148,364,22,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
852,311,639,96,32,28,32,32,743,28,279,28,279,279,136,136,136,136,136,123,136,136,353,136,136,353,136,136,353,136,136,136,136,136,136,353,353,353,353
853,798,329,200,366,179,385,22,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
854,312,401,485,157,297,157,182,136,237,136,136,136,190,136,136,353,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
855,750,255,165,388,104,334,181,334,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
856,283,97,517,780,17,246,762,214,246,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,328,214,328,214,214,214,752,214,272,328,197,109,282
857,97,464,171,323,92,147,123,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
858,109,714,63,251,399,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
859,713,606,790,604,106,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
860,552,196,275,4,75,565,4,159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
861,458,668,696,125,136,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
862,645,356,219,249,218,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
863,809,508,517,5,722,157,136,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
864,80,800,606,221,369,285,137,168,254,284,242,242,284,254,363,60,254,80,242,117,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242
865,373,487,382,1,293,293,293,1,284,284,242,284,284,284,1,164,124,52,52,242,242,242,242,369,242,164,242,242,242,242,242,369,242,242,242,242,242,242
866,805,802,489,228,101,80,193,80,57,21,206,206,225,225,225,225,260,225,21,225,21,21,242,242,242,242,21,242,21,21,21,21,242,125,21,242,242,242
867,453,53,148,188,239,283,41,188,12,188,178,178,366,366,30,385,224,120,366,256,366,366,178,366,14,385,381,381,366,224,232,366,232,14,200,366,256,200
868,273,127,484,242,794,342,525,619,273,783,273,273,193,271,271,386,200,271,31,391,132,271,386,469,469,134,391,271,469,145,386,386,56,325,320,271,386,145
869,374,229,32,162,747,238,348,238,111,111,102,111,111,111,111,111,130,130,111,111,111,111,653,130,746,347,363,130,746,200,228,200,121,746,200,55,200,200
870,487,485,523,182,142,109,309,309,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
871,638,607,36,281,388,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
872,789,722,776,638,690,275,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
873,433,799,233,382,388,382,382,382,382,382,382,382,382,382,165,165,382,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
874,409,782,390,371,129,121,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
875,22,42,463,24,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
876,628,392,402,321,662,504,560,110,371,110,110,110,110,783,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
877,377,62,604,804,471,559,713,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
878,653,289,422,519,523,110,800,110,600,600,29,110,68,110,29,110,29,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
879,333,288,466,406,201,142,135,135,331,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
880,483,348,8,8,117,336,138,755,755,359,359,332,9,77,217,217,217,9,9,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
881,779,296,66,163,217,217,348,217,1,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
882,21,245,388,86,34,179,144,334,334,334,334,334,367,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,223,407,384,264,152,384,65,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,695,156,141,108,137,31,447,447,179,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
886,423,459,87,293,80,369,137,137,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
887,571,184,207,534,369,9,80,669,80,369,101,101,369,21,21,101,50,50,50,50,21,50,50,50,50,50,50,50,101,50,50,50,101,50,50,50,50,50
888,139,433,382,197,382,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
889,609,374,33,352,326,142,105,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
890,326,60,364,60,101,193,250,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,256
891,80,423,771,234,223,390,672,182,314,182,195,195,232,195,195,182,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
892,557,379,417,805,333,690,195,195,195,195,195,195,195,195,195,195,195,323,323,195,195,195,182,195,195,195,195,195,195,195,195,195,182,195,195,195,195,195
893,179,92,187,119,195,353,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
894,62,233,157,179,157,41,329,628,189,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
895,61,809,601,30,203,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
896,104,320,780,218,156,269,729,329,329,156,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329
897,187,486,362,6,88,174,174,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
898,203,269,21,269,360,277,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
899,672,441,189,237,132,245,245,7,187,360,370,370,370,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
900,285,67,74,66,314,126,393,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
901,478,476,133,133,194,355,376,126,126,376,376,126,376,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
902,293,123,612,126,181,126,317,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
903,747,644,319,86,356,86,280,115,548,115,115,342,115,115,115,115,115,115,115,115,115,115,115,273,115,115,115,115,115,115,115,115,115,115,115,115,115,115
904,92,651,304,139,213,19,342,143,139,375,375,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
905,698,547,688,339,196,102,353,251,251,102,102,115,115,115,115,115,115,115,115,115,115,115,115,157,251,115,115,115,115,41,157,361,115,319,115,115,319,115
906,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
907,346,337,132,313,179,225,264,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
908,489,693,794,285,142,273,306,280,323,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
909,266,689,345,345,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
910,741,234,740,491,338,217,253,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
911,613,420,310,293,383,354,354,37,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
912,688,610,238,491,172,121,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
913,179,594,79,159,259,337,337,104,181,175,104,259,175,175,175,175,175,175,175,175,174,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
914,69,287,531,175,159,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
915,402,517,480,192,259,80,34,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
916,340,35,316,244,20,221,221,310,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
917,54,354,293,72,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
918,20,275,249,107,402,259,356,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
919,25,261,676,595,395,115,316,365,222,259,333,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
920,730,313,37,222,181,380,333,333,333,13,333,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
921,10,756,237,326,104,104,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
922,667,471,148,148,689,34,106,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
923,80,697,681,549,54,329,54,541,285,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
924,673,485,383,6,352,208,290,34,265,140,265,119,265,119,265,265,265,119,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,119,119,265,265,265
925,64,137,361,189,159,10,371,129,71,334,3,198,371,265,71,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
926,573,555,596,310,404,404,34,33,119,119,119,34,371,265,265,265,265,45,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
927,775,547,690,122,378,299,377,15,377,377,31,31,31,31,31,31,31,31,374,374,374,374,374,374,31,374,374,31,374,374,374,374,374,374,374,374,374,374
928,735,719,640,155,62,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
929,380,594,308,243,281,193,328,308,145,374,374,328,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
930,98,61,159,795,367,222,44,44,222,403,222,403,222,403,403,97,403,403,403,403,403,123,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
931,595,244,297,297,163,3,66,403,393,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403
932,249,496,183,1,123,133,123,123,59,133,133,403,403,0,0,89,403,133,133,403,403,403,403,403,403,403,403,403,403,123,403,403,89,133,89,403,89,403
933,189,680,390,327,256,179,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
934,327,66,285,335,194,327,301,327,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
935,126,293,742,251,5,182,301,257,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
936,381,275,314,611,612,142,612,612,142,142,142,194,48,142,142,48,48,48,142,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
