ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17
1299,301,625,495,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
1300,64,519,526,506,154,25,33,33,33,55,33,33,33,33,56,324,324,33
1301,671,65,364,285,401,10,257,65,385,34,809,358,275,275,275,49,126,255
1302,149,802,293,195,495,382,32,396,32,32,32,32,32,32,32,32,32,32
1303,804,432,581,779,354,397,397,397,397,397,397,397,397,397,397,397,397,397
1304,77,686,289,326,337,165,370,14,14,14,14,14,14,14,14,14,14,14
1305,474,552,787,383,270,106,106,106,106,106,106,106,106,106,106,106,106,106
1306,20,367,630,545,175,526,373,55,236,373,166,68,68,166,68,68,68,68
1307,810,206,259,259,690,376,376,376,376,376,376,376,376,376,376,376,376,335
1308,569,71,263,366,281,274,255,255,255,255,255,255,255,255,255,255,255,255
1309,223,289,343,271,209,369,332,332,639,332,332,332,332,332,332,332,332,332
1310,810,607,400,667,362,139,177,177,177,177,177,177,177,177,177,177,177,177
1311,208,392,575,798,404,344,255,7,111,392,392,392,392,392,392,392,392,392
1312,57,384,260,658,490,220,111,111,111,111,111,111,111,111,111,111,111,111
1313,111,499,385,332,240,269,269,269,269,404,269,269,269,269,269,269,269,269
1314,402,720,380,681,293,293,293,293,293,293,293,293,293,293,293,293,293,293
1315,695,325,250,33,271,271,74,394,394,394,394,394,394,394,394,394,394,394
1316,156,689,251,399,178,132,782,325,142,142,142,142,142,142,142,142,142,142
1317,149,40,19,220,269,269,269,269,269,269,269,269,269,269,269,269,269,269
1318,44,316,133,24,195,195,133,133,133,44,44,133,133,133,133,133,133,133
1319,753,78,410,567,496,194,192,450,44,320,192,53,44,44,44,276,44,82
1320,463,269,284,354,311,311,311,311,311,311,311,311,311,311,311,311,311,311
1321,126,450,109,317,14,345,345,72,345,345,345,345,345,345,345,345,345,345
1322,598,526,379,776,395,572,395,395,395,395,395,395,395,395,395,395,395,395
1323,506,168,3,40,361,356,285,285,285,285,285,285,285,285,285,285,285,285
1324,238,48,463,45,181,378,333,333,333,333,333,333,333,333,333,333,333,333
1325,166,536,346,589,717,717,244,372,244,372,62,177,372,412,188,188,372,412
1326,500,472,434,548,109,109,109,356,109,109,109,109,109,109,109,109,109,109
1327,269,758,364,445,800,528,495,166,166,166,166,166,166,166,166,166,166,166
1328,375,58,151,509,210,210,104,104,104,104,104,104,104,104,104,104,104,104
1329,515,233,722,53,591,284,401,373,292,37,17,421,421,421,101,85,338,151
1330,553,263,178,241,208,156,505,51,78,78,78,78,78,78,78,78,78,78
1331,136,192,515,479,187,35,35,35,35,35,35,35,35,35,35,35,35,35
1332,170,324,337,313,58,92,92,92,92,92,92,92,92,92,92,92,92,92
1333,394,225,593,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
1334,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
1335,14,79,590,308,21,101,101,101,101,101,101,101,101,101,101,101,101,101
1336,145,325,726,571,111,111,111,111,111,111,111,111,111,111,111,111,111,29
1337,719,799,422,566,777,300,38,298,298,298,298,298,298,298,298,298,298,298
1338,580,302,657,496,453,216,216,216,216,216,216,216,216,216,216,216,216,216
1339,166,543,756,756,717,561,578,708,658,689,304,459,599,304,599,304,304,304
1340,93,811,344,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
1341,88,351,308,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
1342,447,192,490,136,79,65,105,121,7,7,7,7,7,7,7,7,7,7
1343,20,269,231,429,22,334,195,130,323,323,323,323,323,323,323,323,323,323
1344,381,514,296,596,8,365,473,506,459,805,586,795,795,285,285,285,285,285
1345,209,371,380,166,250,358,358,358,358,358,358,358,358,358,358,358,358,358
1346,682,78,91,360,334,295,131,131,231,339,88,88,88,88,88,88,88,88
1347,190,494,399,251,395,143,139,657,134,710,710,134,657,134,657,134,657,134
1348,657,422,600,123,219,56,56,56,56,56,56,56,56,56,56,56,56,56
1349,58,101,195,403,40,421,153,222,173,555,335,53,393,168,168,393,151,335
1350,204,32,35,31,285,360,166,166,166,166,166,166,166,166,166,166,166,166
1351,766,253,495,378,203,125,125,125,125,125,125,125,125,125,125,125,125,125
1352,68,126,757,241,280,40,372,372,150,30,30,272,392,392,392,392,392,392
1353,722,380,407,12,251,260,123,446,36,159,223,254,254,254,254,254,254,254
1354,500,77,413,212,270,21,106,377,106,106,106,106,106,106,106,106,106,106
1355,356,775,188,140,211,147,162,162,379,490,490,142,185,379,379,735,213,557
1356,365,314,747,397,313,181,89,99,99,99,99,159,159,159,159,159,159,159
1357,302,206,694,363,545,373,373,373,373,373,373,373,373,373,373,373,373,84
1358,296,748,710,439,47,243,676,714,189,333,293,345,293,293,590,345,694,293
1359,742,459,431,649,194,181,33,175,175,354,354,354,354,354,354,354,354,354
1360,435,688,68,55,234,9,9,9,9,9,9,9,9,9,9,9,9,9
1361,648,20,292,14,394,118,118,118,118,118,118,118,118,118,118,118,118,118
1362,233,332,153,34,171,31,7,132,26,132,132,132,132,132,132,132,132,132
1363,404,636,69,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
1364,794,393,148,285,205,160,285,5,295,5,446,671,236,683,712,53,53,295
1365,220,541,91,462,257,91,30,256,147,111,111,111,111,61,61,61,61,61
1366,143,467,611,44,59,237,237,190,190,190,190,190,190,190,190,190,190,190
1367,422,234,326,118,431,465,249,249,249,249,249,249,249,249,249,249,249,249
1368,430,231,56,138,345,363,343,217,343,359,62,62,62,62,62,62,62,62
1369,616,785,745,763,403,403,259,355,317,355,355,355,355,355,355,355,355,355
1370,14,323,250,440,558,277,333,165,370,108,108,108,108,108,108,108,108,108
1371,596,665,194,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
1372,283,343,102,480,12,141,380,174,58,310,310,328,328,328,328,328,328,328
1373,556,86,365,132,132,295,339,295,295,295,295,295,295,295,295,295,295,295
1374,455,387,437,706,274,70,14,14,14,14,14,14,14,14,14,14,14,53
1375,104,504,505,584,213,362,362,362,362,362,362,362,362,362,362,362,362,362
1376,84,180,289,337,309,391,391,391,391,391,391,391,391,391,391,391,391,391
1377,183,331,3,101,788,130,130,130,130,130,130,130,130,130,130,130,130,130
1378,365,619,181,264,356,356,407,346,613,342,687,613,613,613,342,613,613,613
1379,133,505,70,134,391,321,321,143,143,143,143,143,143,143,143,143,143,143
1380,400,805,330,330,330,330,41,330,330,330,330,330,330,330,330,330,330,330
1381,467,210,7,163,343,299,9,9,9,9,9,9,9,9,9,9,9,9
1382,801,469,614,523,130,467,130,130,130,130,130,130,130,130,130,130,130,130
1383,510,218,620,211,3,143,177,177,264,95,227,95,379,379,373,373,373,373
1384,642,236,553,743,9,209,145,374,145,145,145,145,145,145,145,145,145,145
1385,661,530,199,678,293,61,61,352,545,199,545,771,199,677,408,408,199,199
1386,536,188,401,401,376,313,293,141,324,322,322,322,322,322,322,322,322,322
1387,420,583,399,444,629,36,36,417,36,36,36,36,36,100,36,36,36,100
1388,560,594,521,381,147,203,203,203,203,203,203,203,203,203,203,203,203,203
1389,468,550,165,274,165,165,165,165,165,165,165,165,165,165,165,165,165,282
1390,522,540,753,318,245,381,81,381,381,381,381,381,4,381,381,381,381,381
1391,709,19,51,794,177,342,177,177,177,177,177,177,342,177,342,177,342,177
1392,404,105,23,269,262,105,54,54,54,54,54,54,54,54,54,54,54,54
1393,630,59,348,494,307,370,14,14,14,14,14,14,14,14,14,14,14,14
1394,356,136,638,176,450,14,313,14,9,126,338,136,136,136,136,136,136,136
1395,521,724,720,337,306,231,195,195,195,195,195,195,195,195,195,195,195,195
1396,805,239,424,183,351,800,98,98,98,98,98,98,98,98,98,98,98,98
1397,151,773,648,678,157,361,403,347,738,65,308,241,208,208,208,188,5,208
1398,165,206,108,137,293,293,293,293,293,293,293,293,293,293,293,293,293,293
1399,582,557,439,474,276,391,391,686,25,25,25,25,25,25,25,25,25,25
1400,630,84,583,299,382,376,13,5,194,13,13,13,222,196,376,333,333,333
1401,291,492,395,91,115,177,139,143,51,321,321,321,321,128,251,251,251,251
1402,105,603,54,220,171,220,220,220,220,220,220,220,220,220,220,220,220,220
1403,686,634,75,231,169,269,360,360,360,360,360,360,360,360,360,360,360,494
1404,73,459,13,766,285,185,636,217,494,128,142,494,494,193,705,490,36,490
1405,170,77,558,767,731,33,55,55,55,55,55,55,55,55,55,55,55,55
1406,12,272,517,268,340,374,374,374,374,374,374,374,374,374,374,374,374,374
1407,566,371,249,217,354,85,180,180,180,180,180,180,180,180,180,180,180,180
1408,249,427,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
1409,440,576,66,387,196,312,310,310,310,310,310,310,310,310,310,310,310,310
1410,393,323,107,129,233,151,221,276,56,151,107,173,173,173,173,173,173,173
1411,15,150,235,325,371,326,326,326,326,326,326,326,326,326,326,326,326,326
1412,337,253,331,593,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1413,133,379,59,403,403,403,133,133,323,323,99,133,133,133,133,133,133,133
1414,399,596,121,165,378,208,366,384,269,274,323,384,384,333,323,333,384,384
1415,104,229,102,323,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1416,358,179,458,556,290,310,347,95,239,44,23,206,206,206,206,206,206,206
1417,384,713,131,285,224,31,31,31,31,31,31,31,31,31,31,31,31,31
1418,657,647,692,560,321,638,89,89,89,89,89,89,316,89,89,316,316,89
1419,6,320,503,471,185,7,184,184,7,166,166,166,166,166,166,166,166,166
1420,811,798,551,105,200,207,391,118,351,257,351,53,351,351,351,351,351,384
1421,13,799,619,168,317,317,317,317,317,317,317,317,317,317,317,317,317,317
1422,245,370,490,42,80,80,80,80,21,21,21,21,21,21,21,21,21,21
1423,195,193,248,338,623,107,555,373,738,738,17,376,376,393,393,393,373,376
1424,712,254,263,712,26,269,129,129,129,129,129,129,129,129,129,129,129,129
1425,147,346,552,224,121,220,220,220,220,220,220,220,220,220,220,220,220,220
1426,190,578,691,140,318,281,241,318,318,318,318,318,318,318,318,318,318,318
1427,480,328,682,251,277,386,116,277,45,45,278,45,45,45,45,45,45,45
1428,714,371,297,206,184,34,68,68,507,68,68,68,68,68,68,68,68,68
1429,744,664,104,221,340,184,6,4,4,156,4,4,4,156,156,156,156,156
1430,192,277,100,100,100,362,722,100,100,100,100,100,100,100,100,100,100,100
1431,204,214,6,256,78,12,289,268,268,268,306,329,329,329,329,329,356,329
1432,104,76,549,171,166,208,264,264,264,264,264,264,264,264,264,264,264,264
1433,363,174,688,31,29,384,78,111,105,507,374,111,111,111,111,111,111,111
1434,330,454,195,293,167,1,217,1,1,1,1,1,1,1,1,1,1,1
1435,778,193,55,46,387,28,88,166,166,166,166,166,166,166,166,166,166,166
1436,354,3,722,564,480,243,243,243,243,243,243,243,243,243,243,243,243,243
1437,637,309,119,179,347,506,272,489,272,272,272,272,272,272,272,272,272,128
1438,520,322,714,53,162,329,218,287,78,49,188,188,188,290,290,290,290,290
1439,677,748,223,262,6,404,404,404,404,404,404,404,404,404,404,404,404,404
1440,77,278,799,119,252,129,28,129,208,129,129,129,129,395,129,268,268,268
1441,553,435,380,206,287,654,783,418,657,657,477,477,477,477,477,477,539,477
1442,805,599,517,365,612,222,74,94,153,72,403,260,136,403,396,233,499,361
1443,518,492,258,95,145,36,36,36,36,36,36,36,36,36,36,36,36,36
1444,531,71,56,0,387,387,387,387,387,387,387,387,387,387,387,387,387,387
1445,686,308,92,312,192,225,225,225,225,225,225,225,225,225,225,225,225,225
1446,251,472,295,140,136,339,241,339,241,4,162,162,196,257,113,351,257,257
1447,547,306,95,395,292,95,205,14,144,144,144,144,144,144,144,144,144,144
1448,468,598,195,5,550,657,134,139,139,139,139,494,142,139,203,203,139,139
1449,811,573,348,189,64,240,358,358,358,358,358,358,358,358,358,358,358,358
1450,494,248,383,387,98,379,389,389,287,235,235,235,235,235,235,235,235,235
1451,555,467,563,9,180,9,9,9,9,9,9,9,9,9,9,9,9,62
1452,105,308,87,329,23,218,10,385,179,248,301,308,308,308,308,308,371,308
1453,6,365,445,68,303,174,131,347,347,347,347,347,347,347,347,347,347,347
1454,137,667,446,717,273,594,601,549,667,667,667,594,594,594,45,594,549,348
1455,770,745,794,181,403,241,123,145,181,36,333,13,375,181,335,335,335,335
1456,764,796,182,23,203,23,23,23,23,23,23,23,23,23,23,23,23,23
1457,609,101,131,19,187,65,65,65,65,65,65,65,65,65,65,65,65,65
1458,798,720,511,359,22,335,335,335,310,335,335,335,133,403,123,123,133,123
1459,734,779,141,238,293,259,159,159,123,123,123,123,123,123,123,123,123,123
1460,281,224,389,326,389,389,389,389,389,389,389,389,389,389,389,389,389,389
1461,470,374,310,337,370,58,20,31,395,190,479,68,395,53,245,245,245,245
1462,467,106,789,107,165,202,202,202,202,202,202,202,202,202,202,202,202,202
1463,518,474,168,681,133,310,274,274,274,166,309,309,166,195,382,370,382,810
1464,698,627,23,295,295,213,207,148,148,78,295,78,385,295,295,295,295,295
1465,493,625,381,318,290,339,218,218,381,218,218,218,218,218,218,218,218,218
1466,182,429,231,19,35,314,314,314,182,314,182,182,182,182,182,182,182,182
1467,480,353,75,192,170,170,170,170,170,170,170,170,170,170,170,170,170,170
1468,524,454,555,319,161,329,15,342,283,283,283,283,283,283,283,283,283,283
1469,155,48,726,135,166,291,175,175,175,175,175,175,175,175,175,175,175,175
1470,132,109,19,505,620,689,689,231,350,321,390,350,350,253,350,350,253,253
1471,129,219,174,275,313,10,192,192,192,192,192,192,192,192,192,192,192,221
1472,498,599,229,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1473,5,488,692,394,74,311,359,151,155,155,154,155,155,155,155,155,155,77
1474,121,195,615,225,28,360,360,360,360,360,360,360,360,360,360,360,360,360
1475,192,292,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1476,293,463,382,368,293,126,126,126,126,126,126,126,126,126,126,126,126,126
1477,389,493,724,25,323,127,89,145,353,145,301,145,145,145,145,145,145,145
1478,773,773,87,556,87,87,87,87,87,87,87,87,87,87,87,87,87,87
1479,39,119,325,292,187,187,14,14,14,14,14,14,14,14,14,14,14,14
1480,636,155,574,343,154,85,154,56,77,77,77,77,77,77,77,77,77,77
1481,2,761,439,467,681,315,315,315,315,315,315,315,315,315,315,315,315,315
1482,203,478,206,676,335,168,168,403,335,335,335,335,335,335,335,335,335,335
1483,665,252,361,366,278,340,340,340,340,340,340,340,340,340,340,340,340,340
1484,186,6,60,183,183,183,89,314,147,335,335,335,335,335,335,335,335,335
1485,78,691,399,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
1486,155,173,129,129,173,332,783,176,176,176,176,393,301,191,176,678,299,74
1487,323,247,37,204,107,317,72,89,89,89,89,89,89,89,89,89,89,89
1488,253,806,626,208,293,26,269,293,293,380,37,37,37,37,37,37,37,37
1489,400,174,463,49,334,360,334,334,334,334,334,334,334,334,334,334,334,334
1490,285,224,309,727,115,257,149,149,149,364,23,148,22,148,22,143,303,303
1491,65,427,264,264,174,165,334,334,334,334,334,334,334,334,334,334,334,334
1492,145,622,418,166,209,1,401,401,401,401,401,401,401,401,401,401,401,401
1493,466,474,755,151,209,56,271,56,401,401,401,77,401,401,401,401,401,401
1494,619,412,732,25,389,379,84,84,404,334,334,334,334,334,334,334,334,334
1495,231,167,735,631,135,83,205,205,205,205,205,205,205,205,205,205,205,205
1496,296,593,354,630,354,183,336,336,336,336,336,336,336,336,336,336,336,336
1497,419,436,153,498,298,155,151,138,138,138,138,138,138,138,138,138,138,138
1498,320,771,311,807,352,282,126,119,671,126,126,17,276,397,17,282,126,17
1499,695,198,340,360,106,129,106,106,106,106,106,106,106,106,106,106,106,106
1500,499,506,800,610,403,159,159,159,159,159,159,159,159,159,159,159,159,159
1501,54,231,632,132,475,71,197,365,365,365,365,71,71,365,71,71,71,365
1502,792,264,317,89,221,76,76,76,76,76,76,76,76,76,76,76,76,76
1503,339,792,75,256,334,200,200,200,200,200,200,200,200,200,200,200,200,82
1504,759,19,378,103,203,329,329,329,329,329,329,329,329,329,329,329,329,329
1505,599,65,303,381,395,23,23,23,23,23,23,23,23,23,23,23,23,23
1506,245,784,109,427,717,137,105,105,105,105,303,10,65,71,11,239,71,65
1507,737,408,589,199,783,61,199,167,167,199,199,199,199,199,199,199,199,199
1508,26,718,25,739,256,388,245,25,435,721,210,435,210,0,435,37,250,435
1509,334,137,721,478,243,243,243,243,243,243,243,243,243,243,243,243,243,243
1510,593,121,126,574,183,380,248,148,421,361,77,284,388,689,52,52,421,183
1511,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
1512,551,671,214,770,754,43,20,540,213,213,213,213,213,213,213,213,213,213
1513,284,3,424,173,246,276,180,320,320,320,320,320,320,320,320,320,320,320
1514,145,107,545,145,72,123,71,82,373,358,373,619,750,640,9,8,640,640
1515,674,729,263,325,162,79,79,79,79,79,79,79,79,79,79,79,79,79
1516,393,183,345,149,678,400,392,255,215,65,290,333,243,255,255,255,255,255
1517,265,302,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
1518,322,769,417,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
1519,51,706,75,463,208,88,88,88,88,88,88,88,88,88,88,88,88,88
1520,685,612,138,369,402,61,236,373,236,181,18,236,685,289,236,236,377,289
1521,455,723,175,187,219,354,596,219,219,219,219,219,219,219,219,219,219,219
1522,465,581,602,266,401,145,145,145,145,145,145,145,145,145,145,145,145,145
1523,352,176,187,113,26,274,383,136,533,533,533,233,275,396,388,108,126,388
1524,282,633,6,313,326,54,0,54,54,210,54,192,192,192,192,192,192,192
1525,363,298,158,171,32,220,132,264,347,347,136,347,347,347,347,347,347,347
1526,619,390,685,400,701,378,15,139,15,139,429,139,139,139,139,139,139,342
1527,79,663,406,661,197,193,389,389,389,389,389,389,389,389,389,389,389,389
1528,790,798,248,37,194,794,160,160,749,41,447,89,89,89,89,89,89,89
1529,581,771,364,503,110,110,110,110,110,110,110,110,110,110,110,110,110,110
1530,263,787,78,60,158,383,383,383,383,383,383,383,383,383,383,383,383,383
1531,522,810,129,274,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1532,198,656,107,363,274,299,299,299,299,299,299,299,299,299,299,299,299,299
1533,132,763,770,509,409,23,237,23,346,231,174,231,405,231,405,405,405,405
1534,41,48,548,36,134,356,194,399,676,356,356,356,356,356,356,356,356,97
1535,244,220,406,599,373,287,245,290,250,250,250,250,250,250,250,250,250,250
1536,240,473,1,248,66,187,179,400,179,179,179,179,179,179,179,179,179,179
1537,358,602,736,224,91,147,131,131,131,131,131,131,131,131,131,131,131,131
1538,384,423,299,69,74,299,282,55,298,55,55,55,55,332,332,332,332,55
1539,414,364,376,402,103,186,218,186,183,183,99,183,183,183,183,183,183,133
1540,677,30,65,480,714,275,190,30,30,30,30,30,30,30,30,30,30,30
1541,624,412,557,238,371,31,31,31,31,31,245,31,31,31,31,31,31,31
1542,807,220,250,83,166,175,175,175,175,175,175,175,175,175,175,175,175,175
1543,633,603,339,472,206,170,158,158,223,223,223,223,223,223,223,223,223,223
1544,134,109,536,333,123,109,399,399,399,399,399,399,399,399,399,399,399,399
1545,98,559,490,565,249,408,372,74,332,372,74,177,286,74,74,74,729,177
1546,766,190,24,303,30,263,329,213,213,213,213,213,213,213,213,213,213,213
1547,221,89,750,334,622,622,632,678,632,16,379,379,379,379,16,379,379,45
1548,745,491,238,166,180,123,246,123,194,126,66,173,285,173,66,400,400,189
1549,79,382,509,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
1550,134,484,89,361,245,245,245,245,245,245,245,245,245,245,245,245,245,245
1551,354,752,87,485,613,52,157,264,264,264,264,264,264,264,264,264,264,310
1552,189,685,674,86,273,273,273,273,23,109,321,109,109,19,109,109,109,109
1553,593,224,213,292,224,144,224,224,224,224,224,224,224,224,224,224,224,224
1554,462,93,30,21,385,208,213,327,327,327,327,327,327,327,327,327,327,327
1555,101,364,247,95,702,45,115,337,108,45,382,5,45,320,353,353,45,353
1556,115,355,469,399,146,317,403,403,44,133,44,133,133,133,133,133,133,133
1557,673,518,717,49,328,49,49,49,49,49,49,49,49,49,49,49,49,49
1558,443,119,409,729,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1559,222,293,259,44,403,168,168,168,168,168,168,168,168,168,168,168,168,168
1560,89,37,174,187,6,119,119,119,119,119,119,119,119,119,119,119,119,119
1561,85,644,754,754,274,359,183,320,320,62,251,388,286,649,365,365,365,365
1562,333,400,5,647,669,330,0,327,133,133,400,400,400,400,400,400,400,400
1563,186,353,448,248,118,353,168,126,738,162,355,133,133,66,355,338,133,355
1564,250,735,641,0,293,322,274,274,274,274,274,274,274,274,274,274,274,274
1565,628,469,96,68,314,338,107,181,246,246,246,246,246,246,246,246,246,246
1566,23,763,692,209,209,209,271,271,684,271,271,271,271,271,271,271,271,271
1567,3,634,14,60,20,7,340,387,340,210,210,210,210,210,210,210,210,210
1568,541,413,433,98,404,220,295,54,272,272,31,272,58,58,58,58,58,58
1569,266,427,136,225,158,137,137,137,137,137,137,137,137,137,137,137,137,137
1570,60,735,557,106,90,370,197,371,65,65,65,65,65,65,65,65,65,65
1571,117,711,130,672,274,175,175,175,175,175,175,175,175,175,175,175,175,175
1572,748,293,490,103,227,327,195,334,281,377,377,248,248,248,248,248,248,248
1573,448,10,106,159,195,403,323,353,353,353,353,133,133,353,353,353,353,353
1574,241,345,100,616,258,73,277,29,277,277,277,277,277,277,277,277,277,501
1575,56,184,730,647,166,8,14,14,184,184,184,184,184,184,184,184,184,184
1576,93,289,704,808,771,197,370,96,684,387,370,374,20,370,370,370,370,370
1577,328,451,238,779,504,636,736,673,195,195,195,195,195,195,195,195,195,195
1578,767,619,181,259,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1579,721,346,414,259,170,309,170,170,170,170,170,170,170,170,170,170,170,170
1580,381,600,496,654,139,86,203,203,203,203,139,203,203,203,203,203,225,203
1581,339,256,188,281,23,53,53,53,53,53,53,53,53,53,53,53,53,53
1582,367,393,137,34,150,148,807,11,7,130,574,28,28,28,28,28,28,28
1583,149,493,145,543,241,381,366,308,308,308,308,308,308,308,308,308,308,308
1584,7,227,610,713,368,108,807,284,459,388,83,388,388,388,388,83,388,388
1585,353,312,626,248,109,103,103,103,103,103,103,103,103,103,103,103,103,103
1586,657,810,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
1587,614,243,145,259,145,145,145,145,145,145,145,145,145,145,145,145,145,145
1588,343,64,732,80,106,83,214,48,57,240,106,240,240,240,240,240,240,240
1589,667,573,780,178,93,93,339,339,339,339,339,339,339,339,339,339,339,339
1590,680,556,471,78,734,21,21,21,21,21,21,21,21,21,21,21,21,21
1591,335,583,615,52,449,248,629,36,618,350,342,607,321,321,321,321,321,76
1592,190,245,396,752,237,93,206,121,121,121,121,121,121,121,121,121,121,121
1593,53,284,303,174,10,187,187,187,187,187,187,187,187,187,187,187,187,187
1594,381,305,705,576,681,625,487,243,243,243,243,243,243,243,243,243,243,243
1595,642,2,180,672,55,234,284,343,343,343,343,343,343,343,343,343,343,343
1596,214,573,95,103,308,274,197,145,250,31,31,31,31,31,31,31,31,31
1597,435,55,717,243,7,7,171,171,171,171,171,171,171,171,171,171,171,171
1598,451,462,551,758,139,213,283,309,309,309,309,309,309,309,309,309,309,309
1599,742,380,385,132,335,65,12,275,255,290,65,65,65,65,65,126,58,65
1600,0,133,314,676,12,402,553,89,796,89,89,89,89,89,89,89,316,744
1601,509,581,401,126,354,20,266,266,266,266,266,266,266,266,266,266,266,266
1602,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
1603,205,312,797,140,400,206,159,159,159,159,159,159,159,159,159,159,159,159
1604,359,337,714,28,158,265,383,383,383,71,71,71,71,71,71,71,71,71
1605,377,114,345,13,403,109,109,109,109,109,109,109,109,109,109,109,109,109
1606,256,802,634,23,248,248,248,248,248,248,248,248,248,248,248,248,248,248
1607,185,162,683,250,358,250,250,250,250,250,250,250,250,250,250,250,250,250
1608,651,71,356,356,196,255,205,99,567,629,123,196,196,196,196,196,196,196
1609,633,298,656,197,98,166,166,166,166,166,166,166,166,166,166,166,166,166
1610,701,515,268,129,723,91,225,225,312,312,312,312,312,312,312,312,312,312
1611,103,723,107,504,729,6,6,6,6,6,6,6,6,6,6,6,6,6
1612,745,524,185,327,260,80,80,113,254,21,101,113,21,21,21,260,223,260
1613,505,757,319,255,381,23,213,346,346,53,53,346,346,346,346,346,346,346
1614,577,96,330,552,194,275,19,19,275,275,275,275,275,275,275,275,275,275
1615,748,363,115,222,99,333,333,333,333,333,333,333,333,333,333,333,333,333
1616,77,96,799,326,93,82,31,185,292,197,197,197,197,197,197,197,197,197
1617,88,792,404,203,260,26,131,171,171,171,171,171,171,171,171,171,171,171
1618,724,452,610,461,145,354,88,354,88,748,88,337,748,115,115,115,115,115
1619,553,695,630,107,71,292,292,292,119,292,292,292,292,292,292,292,292,292
1620,210,273,82,620,273,273,273,273,273,273,273,273,273,273,273,273,273,273
1621,457,250,406,156,141,338,338,338,84,338,338,338,338,338,338,338,338,505
1622,711,47,118,9,311,55,55,55,55,55,55,55,55,55,55,55,55,55
1623,184,574,249,282,276,155,56,56,2,56,56,56,56,56,56,56,56,56
1624,745,207,5,388,379,157,102,102,102,102,102,102,102,102,102,102,102,102
1625,486,213,273,15,321,222,196,356,196,196,196,196,123,123,123,123,181,123
1626,762,789,202,673,273,594,342,216,216,79,79,79,79,79,79,79,79,79
1627,400,426,416,200,78,7,171,224,384,366,366,366,366,366,366,366,366,366
1628,333,408,751,594,40,40,583,583,19,36,134,134,203,134,203,203,203,134
1629,747,514,385,299,299,311,299,299,299,299,299,299,299,299,299,299,299,299
1630,791,287,658,454,98,197,132,132,132,132,132,132,132,132,132,132,132,132
1631,110,225,624,49,23,178,346,346,290,290,346,346,346,53,23,295,53,23
1632,361,269,557,221,704,155,167,167,167,167,167,167,167,167,167,167,167,167
1633,709,748,423,328,35,237,49,49,187,347,84,187,187,187,187,187,187,187
1634,99,715,421,543,66,330,318,318,318,318,318,318,318,318,318,318,318,318
1635,187,602,170,371,10,10,10,10,105,10,10,10,10,10,10,10,10,10
1636,337,651,263,115,181,95,241,177,231,177,36,36,36,36,36,36,36,36
1637,688,804,576,362,346,178,35,35,35,35,35,35,35,35,35,35,35,35
1638,680,515,142,10,34,250,274,287,7,374,148,371,371,371,371,71,148,371
1639,41,522,39,107,65,506,210,210,307,619,264,604,264,270,210,264,291,490
1640,356,463,205,391,227,241,41,241,241,109,177,314,314,314,314,314,314,314
1641,167,594,317,290,380,380,13,206,164,93,93,323,93,361,93,361,93,361
1642,535,498,335,630,36,382,382,382,382,382,382,382,382,382,382,382,382,253
1643,187,669,22,395,178,346,346,79,346,346,346,346,346,346,346,346,346,346
1644,228,723,188,409,366,362,191,70,70,70,70,70,70,70,70,70,70,70
1645,330,322,287,313,325,215,10,54,54,54,54,54,54,54,54,54,54,54
1646,105,452,361,310,194,207,207,207,207,207,207,207,207,103,207,207,207,207
1647,631,625,558,306,337,337,33,371,371,326,106,106,326,119,377,106,371,371
1648,314,334,702,555,143,118,391,391,391,391,391,391,391,391,391,391,391,391
1649,808,736,688,208,47,41,36,255,361,255,255,255,255,255,255,255,255,255
1650,690,259,126,259,376,403,403,403,403,403,403,403,403,403,403,403,403,403
1651,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
1652,549,131,605,103,286,131,429,53,306,306,286,286,306,306,306,306,306,306
1653,279,360,496,286,762,398,398,174,115,147,303,53,53,398,46,46,53,244
1654,267,511,572,137,145,145,145,145,145,145,145,145,145,145,145,145,145,145
