ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36
4256,671,2336,1789,346,988,1708,1239,346,3209,2908,1483,1039,988,1483,1558,2858,2734,6555,851,916,4624,455,2938,1039,1810,2221,4624,2858,1129,722,1746,2858,3484,2858,1810,3184,722
4257,3169,1532,5253,1171,2595,1737,3034,3356,2286,902,415,3385,802,2628,828,1569,2092,3259,2356,1952,316,1952,2374,3268,2092,2396,3210,640,2286,2426,3966,1952,766,2214,713,2976,675
4258,2768,3215,896,1798,2282,3100,2188,774,1552,877,3367,420,672,472,1956,1422,3507,940,1884,891,1324,753,1956,686,2983,377,2983,1845,2123,1884,1495,2267,3190,758,672,1682,2301
4259,3878,3012,1163,2239,2344,2422,2507,2386,312,2326,1919,1075,3164,2843,2031,3242,222,2325,2494,756,2031,2653,554,3417,2863,2417,795,707,554,595,1790,887,805,6,554,1622,341
4260,3169,2895,896,1798,1652,1345,3405,2531,1442,1066,8,1452,1040,3438,132,3378,222,2018,2494,243,2427,990,3258,2899,1442,1966,2018,3428,118,2080,2205,887,1453,1966,1122,405,616
4261,3169,2895,510,2356,1378,3082,1612,2698,746,300,2698,2997,672,2143,804,3056,859,2602,715,2698,2427,3511,2143,1251,294,1786,2508,2997,2997,1229,2119,2143,338,1251,1162,2363,3082
4262,6628,3012,4061,1202,1296,3437,1831,1345,562,2877,2419,1053,782,562,1345,3378,193,188,307,1053,820,990,846,560,294,1227,193,547,3394,1082,1888,1169,1516,2705,188,1053,2301
4263,3658,1532,896,3493,2125,319,543,492,435,1520,1242,1792,965,659,3239,492,1581,1792,320,1986,1520,4813,2774,886,2416,2861,2541,2373,3014,2024,2179,1861,2861,1678,2416,405,1792
4264,4581,2686,2125,17,2125,6471,1048,1352,644,2752,1132,1768,3061,385,299,2140,3131,1432,1455,479,1590,542,644,3131,481,2140,1232,2500,96,54,2846,1551,1850,2050,2612,481,3131
4265,671,2041,2959,1798,1382,319,3298,1352,186,3304,3367,59,3145,1196,1075,2717,1196,1642,2529,1623,2302,2618,1623,2775,2529,2196,2627,595,2463,595,3145,1146,3145,1623,1340,1156,1307
4266,3878,6837,2959,2239,1929,449,2371,1345,1442,2752,440,3083,2427,311,1071,1569,1015,614,3166,2270,1033,465,899,1665,481,1335,223,1665,836,885,276,3300,2033,1337,1573,2712,2752
4267,671,1532,896,6222,400,2522,2846,774,3010,2752,3167,1768,2184,2843,1929,3378,3032,2325,2937,1952,2427,1929,1934,80,294,937,2508,2951,1964,251,1010,2835,2894,2705,2951,2894,2301
4268,2768,1532,6157,4751,2282,1708,1278,2672,1066,1137,1589,1452,2184,2767,2021,1560,560,1432,644,70,745,2767,2722,4360,54,1841,656,222,3156,2786,2925,1551,1008,477,1876,1031,1031
4269,169,2336,2959,3493,1382,319,2618,2764,2741,3304,1919,911,2811,1593,3334,2060,793,87,2650,1312,1620,3222,3421,3017,2650,424,1640,1943,3014,2072,2060,1495,3113,328,2111,612,3304
4270,5376,2686,4218,1119,2125,1032,2882,749,4316,3270,1589,359,2825,39,2561,3296,222,1432,307,33,2031,349,39,350,2256,2403,3340,222,3306,2135,2135,359,3340,359,222,1535,359
4271,3169,2895,510,3274,2106,1624,2371,3408,3065,2909,1451,882,184,2942,804,1569,1482,555,339,804,3408,3396,150,3521,2487,1786,2508,1198,2777,1198,827,1349,2491,2746,790,2685,3319
4272,169,2686,1189,828,2352,1068,3140,1345,2374,1834,415,3083,1040,2351,828,1569,1614,2477,5732,5818,608,5818,4535,5732,3219,2396,1912,608,5522,2655,3191,2093,5835,284,4103,1626,3191
4273,3878,6003,3842,1798,2275,599,3298,774,1126,2022,1497,1496,212,385,1949,2870,1567,1432,385,1849,2385,238,3350,560,2545,805,2508,213,2545,251,2015,1618,805,1126,1259,1358,2301
4274,671,1532,1211,3493,2803,2562,2103,2740,1157,3270,1589,1906,2907,1436,2031,955,222,222,1436,896,222,238,93,955,1436,160,896,222,1436,1592,222,2467,64,231,222,1760,896
4275,3169,3215,896,828,2536,1068,2352,1345,2374,2692,2419,2863,458,3444,2031,3378,933,2325,2494,1281,2031,781,2062,2899,2863,781,3071,3428,453,118,1775,887,3444,781,2951,515,2301
4276,671,2336,2959,2239,123,2961,787,290,2603,1077,143,3231,2961,1483,290,3025,787,2185,787,3252,1585,1383,3315,2185,473,832,1095,2804,3089,424,276,1924,3089,3025,952,143,1323
4277,671,3012,1211,3077,1190,3373,168,2563,5573,2315,4911,840,1746,944,194,2944,1129,2503,2948,2636,1190,3184,1108,3425,105,267,1285,2858,487,4911,1923,3478,2792,2221,1285,3184,2563
4278,3169,2895,510,3117,1288,1624,60,1345,3083,1344,2419,3083,1594,3257,3083,1569,1614,2396,1594,1609,3197,643,2360,1594,3219,2396,1912,608,597,3191,2883,1594,280,3197,685,1626,2572
4279,2768,3012,896,1798,1378,1032,2301,1345,3029,2309,2419,3083,3287,2319,2259,3378,1614,2841,1867,1281,3029,284,3260,3268,294,3511,3071,3268,1515,439,284,1169,602,284,1162,2841,1397
4280,4581,1532,638,1049,2803,319,3298,2627,343,898,1589,59,908,635,898,2717,938,87,2110,1049,3031,737,1999,2717,3133,1279,83,595,367,1380,3145,3370,2042,3459,1796,1674,783
4281,2354,1532,896,3282,1652,3082,3459,3689,135,3304,1877,1776,1776,946,393,1776,1129,3126,2948,1566,2241,737,946,3425,976,421,1117,1776,1115,3126,2488,2069,1776,2443,1776,1974,1776
4282,2768,2895,339,3117,1288,1624,60,1345,3083,1834,3185,3083,3232,2319,1530,130,1614,1,1867,3454,3029,772,2129,3268,3219,1227,1012,3268,130,2426,130,1169,1464,3197,2808,130,2784
4283,169,2336,2959,205,2619,1038,1333,749,1791,144,2501,144,212,2314,132,1906,222,410,336,1220,2031,238,1842,720,3442,410,83,213,144,1220,2807,2798,1973,1252,494,2456,1214
4284,169,2895,2045,1498,378,558,1722,2077,2821,2456,1416,59,1147,1593,393,1914,3313,940,59,1049,2627,2933,1842,3313,1722,2196,524,595,3044,595,524,1338,2933,524,526,2933,59
4285,5376,2974,4441,4752,1418,2406,968,1352,362,382,1857,1358,679,1618,1949,1949,986,1432,2322,1351,2385,1949,155,1291,2870,765,2379,1949,2802,2406,155,1618,2802,2406,1358,1358,2439
4286,169,1532,896,17,400,694,2846,1033,356,481,1242,1547,1792,311,542,481,2002,2053,480,2084,2053,542,1242,561,2053,2598,2996,2063,96,3093,3345,457,7053,660,2996,1048,3345
4287,6628,5292,5599,3234,3216,1685,3140,112,3032,2489,3188,676,536,562,2259,3378,3200,877,3384,3027,3215,91,439,1440,877,3381,1542,506,836,2551,710,536,805,3140,1997,2551,3215
4288,169,2895,339,1202,1525,457,2846,832,618,3265,2913,1547,1792,2580,1822,860,1581,1792,480,1986,1343,4813,2774,2505,1547,3501,2774,1792,96,400,965,2505,2505,2505,1335,1048,1792
4289,671,2336,638,2739,378,2164,1278,2216,1622,3125,8,1866,1769,2281,1822,265,2217,2209,638,257,133,990,3387,2899,2857,286,321,707,333,2022,165,887,3429,1966,1122,2041,2970
4290,169,2686,4218,1171,988,1708,1239,2637,3209,2289,1483,1524,1483,1483,2021,1004,2289,2185,128,1239,396,346,396,1039,128,2289,3519,1311,396,988,2804,1004,1311,961,1180,1180,12
4291,3169,2336,1163,1798,3228,3437,2677,564,1567,2945,3228,1647,3364,1223,3357,3378,1614,2999,2529,3228,3215,3228,1764,1340,637,410,637,3228,2463,676,3228,3228,2776,1186,1340,1682,637
4292,169,2686,2125,6222,2595,3437,2301,774,6440,896,2501,135,1497,2411,1940,3378,941,640,2540,1952,2427,3277,1934,1952,2127,1600,2508,640,1934,1639,2391,173,3129,2705,1934,1511,2301
4293,2768,1532,1789,3493,3288,1285,3106,1723,2307,1269,38,2944,461,2366,3420,2509,933,2509,1456,1110,1807,1456,616,3425,681,3147,1175,1977,487,1807,426,1807,1456,2395,3264,2976,1807
4294,169,2895,1189,828,1068,1068,2677,3165,1989,329,3508,840,329,2366,3508,1560,1609,591,2101,1609,1296,1543,1068,2103,1548,267,1175,2395,1296,1690,2103,2206,1560,157,3264,1068,616
4295,3169,3215,810,2776,2282,244,2210,2124,135,126,1497,1055,2672,1223,393,1280,3129,3012,307,2759,1802,1005,1280,1940,2759,1511,1280,493,2301,3246,2925,3422,206,2182,526,998,493
4296,3878,2974,810,1171,49,1708,2480,2672,2779,2673,1236,1866,461,1028,1248,3175,1666,1135,2450,1028,133,2677,3055,956,1762,3055,1175,2181,3055,2786,2786,477,2915,2450,730,998,3016
4297,671,3012,810,1798,501,501,1402,112,1552,382,2099,677,1784,385,2099,1560,2835,570,1714,3471,1784,1189,2360,704,1795,937,704,1182,570,704,758,2835,1489,2705,1714,704,704
4298,671,2895,1211,3091,2125,1032,2882,492,439,3304,1589,554,1723,2411,2031,2060,933,486,2650,3328,1645,957,3421,955,2650,1366,1602,222,2817,2476,2060,1645,1174,461,1645,3418,429
4299,671,3215,896,1608,2595,1737,1608,774,135,1055,2501,1055,2427,1593,393,2427,748,940,2449,1952,2427,238,1934,560,1593,1511,526,213,2777,743,524,7022,805,2381,526,1603,2301
4300,3169,2336,2045,3234,3216,1388,2371,1947,823,1145,2489,1496,212,1863,1863,3378,1614,423,879,1947,1947,5052,3483,360,360,1385,360,1260,453,2856,2629,2206,1758,3308,1294,1758,1758
4301,3169,2895,1189,181,2282,1624,2371,1017,3065,2929,66,1874,672,216,804,1569,546,234,1451,66,546,1948,2371,3521,1221,3523,216,1948,2777,3319,1221,825,1482,3,1482,2685,216
4302,3169,3215,2959,977,1843,319,1760,2887,1157,2887,1760,2907,2907,1244,93,2690,1730,700,1377,134,399,238,2118,50,1244,1603,166,3211,2606,1535,1157,1535,2840,157,1285,1377,2118
4303,3658,6402,896,4648,1652,3082,2846,1067,1986,311,2913,2192,1792,311,3239,45,1797,2192,480,2192,1797,4813,2774,348,1797,3501,1831,2063,311,400,2192,1067,1895,1678,2192,1797,1797
4304,2283,2895,510,3234,972,1624,1612,2713,3396,516,2713,3495,802,2942,804,1569,1451,2396,1451,3521,1988,3396,2491,3521,2487,2396,1976,3396,3127,802,3241,3034,2491,3523,713,794,216
4305,4581,2336,2959,2739,378,9,3298,1352,1454,2456,1416,1075,1342,2843,1592,3242,3313,940,336,1049,2627,2054,1842,3313,1722,805,2627,595,2593,595,524,2928,805,1623,3298,1197,3298
4306,169,5573,1789,3121,2344,1708,2480,2614,1463,2456,1909,1463,461,2986,1149,705,1927,87,2110,775,619,3133,1507,3133,1463,1787,3464,3133,2463,419,2353,1184,1463,2298,2186,2353,1463
4307,3169,2895,510,1798,1422,3100,2188,2316,1552,2581,3367,323,2581,1725,938,377,151,938,305,2201,1357,2188,3463,239,3463,377,2188,1366,2649,1357,1683,3522,938,2098,1552,938,3401
4308,4488,2336,1163,2231,2344,2422,103,2070,2530,2326,1558,840,169,2917,1248,2591,2591,1415,1376,169,2498,1415,3421,2899,105,1772,3120,3064,2463,2967,1923,887,1723,1658,2879,2879,103
4309,3169,2895,896,828,1418,3030,3140,3050,2307,588,415,1496,3287,1244,2031,3378,1614,2760,1867,2159,3341,238,3341,3050,270,2824,1172,1172,2824,1614,2404,1169,64,3453,3050,3293,3293
4310,3169,2895,510,3234,972,1624,1612,1017,3396,516,1451,3385,802,2942,804,1886,1451,2396,1451,3521,1816,3396,2491,3521,2487,2396,1976,1198,3127,802,1886,3034,2491,3523,198,794,216
4311,2283,2895,2045,1798,1422,2643,1953,2316,1442,1263,190,1906,2202,411,132,2080,1313,2018,2494,663,2646,990,1313,3440,3114,2212,2018,213,2745,2239,1944,3440,8,3440,1122,2707,2495
4312,2354,2501,810,1907,1296,1068,3106,2043,1444,1269,2910,2863,2907,2677,2031,1444,1548,2325,2308,2424,2031,652,3254,1940,3110,1787,1994,493,2463,3246,2925,313,2776,507,1431,2976,616
4313,3878,3012,2045,1786,972,609,3295,3408,1442,2752,2501,1874,1040,3217,919,2496,859,1,3166,653,1742,990,3150,990,2769,859,653,2328,1308,1725,1325,2681,2769,3091,1308,1486,581
4314,6628,1532,896,205,378,2472,1880,2980,362,382,1589,696,1923,944,1949,1744,2591,2325,1376,2076,1458,3359,169,955,2473,2152,83,1376,3073,3153,2930,3455,1463,1212,2591,9,1962
4315,671,2336,1211,3493,988,1708,1239,2530,3209,1558,1558,1452,610,1483,1558,1788,2734,775,638,775,1039,2423,2388,1039,2388,2289,345,451,1483,722,2734,2858,345,1247,1471,345,12
4316,3169,2974,2959,1202,7022,319,3106,1723,2741,2326,1629,2213,965,635,1008,492,1581,1578,320,2826,1620,886,2774,886,2416,2861,2635,1792,3014,1650,2179,1861,3262,1678,2416,405,1520
4317,2768,2336,1163,1798,3100,1038,1301,3381,950,1381,819,973,2148,1593,2727,2311,1401,940,3526,2727,819,2727,3421,1498,2372,805,85,1546,1757,2967,519,414,2995,1764,206,1116,1216
4318,2354,2336,896,3493,1652,1708,2480,1033,2593,898,1380,2401,2811,2347,2998,2717,1380,87,3398,3017,888,3398,3398,1734,2650,2298,3398,3133,576,1380,3145,2298,2298,1584,725,612,3398
4319,2768,2336,2959,2239,2344,2422,3106,2422,1985,2326,1919,2640,2811,1341,1889,133,985,87,1456,3017,133,1584,169,3393,1264,282,2657,874,1326,2022,3145,1759,2423,1584,2150,2657,2118
4320,169,2974,810,3493,2344,319,2507,215,2618,2326,1406,352,461,2618,2965,265,1927,1762,320,1110,133,2618,2597,1762,1762,2208,1762,2673,3055,2786,2618,1110,670,1137,1796,1031,1807
4321,2768,1532,638,3493,6353,319,2507,2386,1164,3304,48,911,1342,2843,2904,2509,3431,87,2469,1110,246,1512,1382,956,3207,3055,1175,1298,2593,2786,1382,477,670,1512,1016,3045,539
4322,2768,2336,1163,1303,1652,1068,1855,3301,2999,3270,2946,1075,2907,3439,2031,3378,222,940,3439,2127,2031,1487,3421,560,1567,235,896,235,1326,822,875,2798,64,1252,2127,3015,2885
4323,2283,2895,1189,3117,1288,1624,2371,1017,2682,1344,1451,3083,1040,2808,1530,3378,1614,3174,1821,1687,331,1821,3269,3268,2019,1687,3269,3268,1308,2668,2019,1169,766,2214,2808,3286,581
4324,2283,2336,2959,2239,2803,222,1722,2422,349,3270,1160,1075,1780,2377,1780,3242,1076,2325,265,1110,2031,349,1160,3417,2857,2377,1453,3415,2593,2022,1380,2041,805,1966,2965,1903,2970
4325,169,2974,2959,1049,2803,3112,2210,2386,1164,363,1164,144,2907,385,93,2951,222,3524,2434,3244,2031,312,3046,350,3046,2226,1768,1768,644,251,222,887,3046,2705,2951,1784,581
4326,2283,3215,1211,3493,988,319,1495,774,1985,1269,1589,2776,1342,1593,2667,2677,2422,940,3261,1281,2163,3443,3443,3443,2795,1413,1413,3352,1908,2304,1495,1495,3517,1186,1186,2123,2301
4327,2768,1532,810,2739,2803,2164,1896,2422,1164,3270,337,2805,2210,2518,132,3378,2132,398,336,1099,1404,3002,2234,2546,1382,2700,978,3516,2593,752,1728,887,978,227,1122,3270,2506
4328,671,1532,6157,1798,2282,2197,1953,1352,1552,1224,3367,2304,672,472,2667,1569,1361,611,2529,1609,3408,753,1140,826,2795,2098,3285,1059,2123,404,1400,414,3517,1058,3356,2098,216
4329,3878,2336,1789,346,2803,1737,1758,2070,669,3125,8,1118,1769,3125,1949,257,3125,2325,8,2879,2158,3359,441,2899,2863,160,160,213,2339,2468,426,3440,3429,3288,1122,2879,3288
4330,2831,2328,896,2776,1418,694,2846,881,1984,2752,1857,954,1792,311,579,1569,954,614,480,954,1343,542,3225,2505,2053,3501,1232,3407,96,161,2243,2802,2505,3225,2802,215,161
4331,671,2336,2959,1798,2372,405,1970,1352,186,2456,2534,973,2811,1725,1218,2311,1146,2311,2110,1366,1623,3468,552,1366,2730,1366,2700,1366,2463,3458,3145,1146,938,1623,1340,1366,1307
4332,2768,2336,1163,343,2089,1708,3459,2108,1395,3304,1507,973,1854,1865,1248,2690,533,87,2111,2424,533,3052,169,3417,1401,2196,2904,277,1978,674,1710,674,1710,2499,206,3045,2885
4333,6628,5292,510,3234,3216,1950,2371,1017,1346,1735,3188,3083,3232,1771,2259,1569,1614,3384,3384,3260,996,2544,2129,3268,2626,836,1624,3268,785,1337,3274,338,2872,1626,142,1337,820
4334,169,2895,1189,3234,3216,3042,2371,1017,2504,2489,2489,2327,2184,1172,2490,3378,2555,3174,715,3042,1947,2544,653,686,2626,1133,1947,1948,1308,740,3274,2009,1489,3200,3042,3286,331
4335,6628,3012,896,6222,2352,1345,733,2316,1442,2752,1869,1874,1040,472,579,1569,1696,611,1805,2201,608,1805,2655,826,1221,2700,2700,858,1805,2655,1221,414,1062,2235,3356,991,616
4336,6624,1532,3373,3493,2344,1499,3298,1352,343,1342,1416,59,1342,2843,1780,1342,1114,940,59,1933,2627,2775,327,2775,1147,1366,2627,595,3044,2476,524,2267,1147,1147,1147,1197,1943
4337,3169,1784,1189,828,3216,2553,2352,535,3019,3270,3019,1906,2907,3454,2031,3378,1614,2325,2059,1099,2031,2989,1842,1113,822,1126,3071,707,822,822,448,1169,3038,6,1162,515,3215
4338,2283,2336,1163,3493,1929,3211,2507,2422,1985,1342,1919,352,1342,2843,2433,1342,2422,1403,2281,1110,2843,1977,3387,1919,1342,1342,3071,3352,3352,852,2843,1110,852,1977,3067,515,1927
4339,6628,1532,896,5873,1418,1068,1014,2395,2307,2307,3508,2561,3015,2028,2031,2354,953,2354,2395,2127,2031,2989,3508,2899,105,267,1175,1285,487,3508,1506,3447,64,157,3194,2976,1104
4340,2283,2336,2959,1798,2275,728,2018,1011,374,444,2989,1126,212,2628,444,3378,1477,2225,2101,1404,2254,2989,2254,1404,2739,1126,2336,593,453,2856,2205,2047,593,1404,1997,650,593
4341,671,2686,4218,6222,2334,3437,2677,774,135,2101,2522,135,2124,2014,2459,2677,3129,1111,2113,1940,1802,652,507,2925,2467,1787,1280,493,3394,2786,2925,313,3129,507,2925,2976,616
4342,6628,3215,896,1337,3216,1717,2601,1824,2271,144,2501,1496,1496,1223,1592,1914,2571,448,2271,1099,2169,238,2968,1113,2256,1603,1130,213,144,2959,2169,3440,1097,2443,1162,1603,3099
4343,2768,3654,810,4074,1418,2034,1760,2043,1686,2456,1205,327,2672,1223,1589,3378,783,2325,1867,2982,170,990,1842,1113,680,1787,526,213,475,2476,2925,3230,378,475,2934,998,983
4344,671,1532,3373,4648,988,3082,1239,97,2771,2908,1483,1039,1483,1483,1039,2792,1039,1532,2221,775,2588,2277,2388,1039,2588,2289,3519,1039,988,2083,2734,12,1532,628,1180,628,12
4345,5376,6837,4441,1171,1929,2034,2507,2422,1622,2326,1589,2869,240,2843,2957,265,2422,2325,2529,2433,394,753,858,956,2795,549,3071,79,2390,79,977,708,2543,708,215,219,1307
4346,2354,2336,638,1498,1652,1717,2601,3689,1791,3270,2501,144,2202,3438,132,1717,2571,1423,2271,1824,2169,238,1944,350,2256,1603,3340,213,1115,1766,749,3440,1766,1808,2202,1674,3099
4347,6628,2895,896,1555,1378,449,2145,1345,1536,1344,1834,2327,2427,2351,1981,1569,2555,2602,2356,897,331,929,2682,1665,2427,3069,2682,2682,836,1731,3274,2009,1665,1509,2327,2363,331
4348,2283,1532,3373,4648,6438,3373,3077,346,4262,6678,6656,6459,5328,1483,1039,2858,628,6555,2221,6854,3548,2277,4334,1039,5096,6989,5096,1532,5696,7049,2734,3597,4473,628,12,6624,590
4349,3169,3012,896,1798,2282,555,2188,1350,1552,2456,2501,420,672,472,1956,1349,305,806,698,20,1770,3326,2827,1956,3104,377,2188,2328,2649,1198,827,1349,2575,107,1198,2685,1307
4350,2354,1532,638,3468,5990,2885,755,3689,135,3392,1823,1055,2423,635,1008,2677,490,486,307,1312,2627,2677,2595,1940,1289,407,1453,1453,2649,101,426,1166,1865,1289,1796,998,1055
4351,2283,2336,1163,1498,2803,1068,700,2395,1985,1222,1919,2776,2907,2366,371,2509,2422,3142,2395,1110,2254,3443,1068,1940,125,3471,1175,1977,2677,852,1715,2206,1715,157,522,515,1807
4352,2283,1532,1211,205,2089,1708,1920,3381,3209,1381,2995,3346,2811,2986,1558,2811,406,87,1456,775,583,3073,1507,613,681,2355,83,3133,487,852,1923,497,1923,1584,1978,1661,1463
4353,2283,2336,1163,1498,2821,558,1333,749,749,2022,1877,3273,102,3009,132,737,2073,3126,598,3400,3273,3273,1389,3199,1034,367,2642,2753,1115,3126,1944,801,1973,157,2073,3273,3143
4354,169,2336,1163,3493,2793,2422,2507,2422,312,2326,1919,911,1342,2843,911,911,1666,87,2469,1110,911,1512,1382,2304,1382,805,1175,1298,2593,2022,3164,477,911,1512,1016,3045,539
4355,169,1532,810,928,7022,319,3459,2614,1444,1269,38,135,461,1865,2561,3175,933,2424,1523,2424,2241,737,3444,998,2416,3147,2112,1315,3394,2690,2,414,1865,461,1865,1315,616
4356,3169,1784,896,2776,1418,3030,787,1345,2307,1398,415,3083,1040,187,828,1569,3191,2396,1594,1609,2471,3473,1754,1594,3402,3191,1912,69,1805,3191,3191,1530,1805,2235,3191,1012,3191
4357,2283,3012,896,17,2125,3437,1048,6841,362,382,415,3125,2637,5377,2141,1569,986,1432,1916,70,2158,1929,1857,3906,575,1687,5072,222,5522,1475,2622,1618,766,2406,1684,3286,918
4358,2283,1532,810,983,2868,2164,1177,564,1195,3270,337,2805,2210,3009,132,2574,985,336,336,3400,246,3273,3470,3016,801,1681,526,2753,2593,2786,1728,801,1097,1966,526,3273,2506
4359,671,3215,810,1202,400,1637,1831,2774,618,2547,1242,1547,1792,2580,967,1242,2708,2666,480,2192,2052,4813,2774,348,967,1242,1242,2774,2774,1650,2090,2035,7053,1678,967,1048,1792
4360,671,3215,2045,1798,336,405,3405,2149,1350,2149,1242,2974,3075,3472,967,2012,3075,273,2097,3035,2052,990,145,37,967,832,2550,273,2649,1674,965,3075,2236,660,1876,1674,3118
4361,2354,2974,2125,1171,1652,3208,1048,1352,362,382,1589,1768,1432,385,1949,1560,986,1432,2577,2325,644,1675,2639,1209,1795,765,2017,222,3208,3208,2017,1618,2639,1949,1795,2017,375
4362,3878,2974,4441,3077,1418,7019,2353,881,362,382,1857,2656,240,301,1949,1569,1857,2325,2322,954,1458,2622,155,1209,2390,2390,3071,240,2390,2322,2656,881,2656,2656,2374,1358,21
4363,671,2686,896,17,400,592,1048,1033,129,1455,2913,67,1963,659,1194,45,2151,3766,854,379,2913,4813,3302,893,2913,893,2178,2063,1691,1445,1800,17,3489,893,34,1797,34
4364,5376,1532,4323,3493,2344,319,2480,2764,351,3304,1589,3079,461,1865,1558,2717,52,87,3054,775,888,455,467,2906,52,1196,2550,3133,2649,2172,2353,3459,2695,1584,2150,1782,52
4365,3878,2974,4218,1202,7022,1708,1855,1477,1791,2456,1160,2031,1377,728,2031,1444,222,640,1410,756,2435,238,1842,1709,294,805,2341,222,795,1438,2026,1179,805,2783,2933,1674,3099
4366,5942,3654,4061,6222,986,1225,3488,570,462,382,1857,1452,29,385,2017,1475,986,1432,1475,111,382,382,111,1475,1795,570,2017,69,111,2436,2622,2515,382,2461,3230,2017,375
4367,2283,2686,4218,1498,2115,2854,1401,564,2307,585,1326,973,2811,1157,585,2690,1401,940,277,2636,277,238,1377,1157,1264,1022,1448,277,1326,2690,1157,2690,2995,1377,3457,1377,2885
4368,3878,6837,638,17,2793,244,2507,774,356,1893,1242,2974,1008,2843,1008,265,151,273,2844,2820,32,990,965,2559,1644,2012,1453,273,2649,3093,2871,1008,1008,1678,1876,2871,2970
4369,4488,1532,896,3493,171,1737,2301,774,135,3056,2501,139,2427,3472,1929,3378,941,336,336,2777,2427,2677,1600,1379,2427,2350,1747,1546,2777,439,1010,2267,1097,1808,19,515,3514
4370,2354,2336,896,3282,1652,3082,3569,3689,370,3270,1589,3340,2825,635,553,1444,222,222,2494,807,2031,680,2044,350,2256,566,83,707,1429,1766,1801,3440,2042,1286,222,1674,3099
4371,169,1532,2959,205,2282,2422,3106,2395,1164,8,8,2031,1723,411,2031,2803,933,2209,1944,1404,2031,2899,1944,2899,729,1966,1175,707,933,1766,1944,887,8,1137,1122,650,1944
4372,2283,2895,510,1798,3216,3437,1953,1902,360,2456,2489,1496,212,1982,540,3378,1614,447,879,243,1947,2544,212,1379,360,2945,1259,506,1115,2856,1010,2267,1758,1385,1259,1259,2506
4373,6346,1532,896,1798,1422,589,2188,2316,1442,2539,2098,1874,2148,1725,2667,2311,1029,1356,2539,910,1422,2098,1958,1379,1442,2700,2137,3072,2802,2098,1072,2267,805,1696,1997,16,616
4374,2354,1532,5253,983,1652,188,1896,39,3099,3270,1497,554,2210,3318,393,3378,222,2325,1264,3027,2427,238,554,1264,294,1264,526,2314,144,251,3318,2047,1165,2765,554,2966,2765
4375,169,2336,2959,977,3163,2553,1739,2043,1157,1433,399,2907,2907,1244,2031,2690,953,700,2430,134,399,238,2118,50,1730,1126,1656,3211,487,1535,1157,1535,64,157,1285,1535,2118
4376,2768,2336,1211,1171,497,1708,1239,123,3209,2289,1483,1452,2608,1483,1039,1004,2734,775,2758,1239,396,346,2388,1039,41,832,345,396,396,2083,2734,2398,775,1558,2398,1180,1558
4377,3878,2336,2959,3493,389,1807,2507,2386,2966,2673,2501,1866,1377,2843,93,3242,222,359,174,368,2585,238,1944,113,1629,566,83,707,2324,566,113,286,3379,359,359,3379,359
4378,2283,2895,2045,285,7022,319,3459,810,370,3304,1823,135,2811,606,553,1159,1196,635,1523,467,2158,1159,1179,1940,680,2196,1438,2287,2230,1438,1762,1179,3451,551,2150,1674,2118
4379,4581,2336,1789,3493,419,319,56,2614,3209,1858,2560,1782,2811,2986,1558,2811,2734,775,2758,775,451,455,2388,2906,41,832,345,451,1782,2172,2734,775,775,769,1471,1782,52
4380,671,6837,4323,3493,378,1189,1278,1352,1454,671,3367,574,1342,968,1949,1034,1114,3157,79,1933,3156,2609,254,2304,1034,937,1034,240,3156,79,254,801,1660,2280,254,3156,2189
4381,2768,2895,2045,828,2962,1685,1685,2544,2368,2489,3188,3043,672,3217,540,3378,1614,611,879,474,1947,2544,3135,686,3235,2259,1010,2320,717,3235,2119,2267,602,717,1162,1682,2333
4382,169,1532,4441,3121,2793,1708,2507,215,3413,1499,1909,3180,1769,3079,1499,971,52,87,2469,2832,2627,3052,3398,3403,3160,770,2642,3297,2593,1380,1909,1329,2347,3189,133,2340,2401
4383,3878,1784,896,17,2868,1285,2210,564,1164,3270,1823,1055,2210,3009,371,2677,783,1369,307,272,2031,1005,307,1940,1005,271,90,3334,1115,3416,718,414,206,359,206,2340,983
4384,169,2686,4218,1171,7022,319,3106,2614,2779,1269,1877,2863,461,1028,93,3175,3431,486,307,1503,2158,191,307,1940,3207,1787,1630,2673,3055,1940,2874,2459,3129,2450,206,998,1807
4385,2283,2895,510,3274,906,2429,2371,1017,3065,1735,804,882,2508,2143,804,3378,3129,3174,2101,804,1735,3396,2371,955,2391,1786,2508,1786,2777,2508,2119,2467,64,507,1926,2976,896
4386,5942,6003,5253,1798,1874,1225,3140,704,1346,382,704,3385,212,385,520,3159,855,423,1398,3260,1346,1398,2360,704,1388,3471,704,2655,3320,704,284,704,2489,3188,1162,704,704
4387,3658,3012,896,6222,5990,3082,1239,2637,3209,1077,4490,5523,461,5378,4113,4046,628,1532,6812,330,7015,5546,4113,1039,1532,2289,5242,1532,4548,4431,4114,2588,1532,610,4617,3701,5257
