ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32
4871,53,347,347,20,630,270,225,381,190,80,381,157,202,314,3,306,136,251,241,53,75,231,241,241,314,241,241,241,241,241,241,241,241
4872,53,347,347,745,444,688,145,143,353,342,390,51,51,125,78,347,115,399,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
4873,342,78,254,795,130,468,66,208,208,208,208,12,366,303,347,347,281,22,385,347,295,22,309,366,366,366,366,366,366,309,309,309,309
4874,53,347,347,269,221,20,221,221,289,250,34,250,291,287,229,229,229,34,292,289,287,332,106,106,268,268,363,106,106,268,106,106,106
4875,53,54,118,552,381,413,109,94,115,115,301,218,4,4,182,190,237,318,241,237,318,318,318,318,318,318,318,318,318,318,318,318,318
4876,53,347,347,20,749,332,406,17,299,368,108,204,401,332,271,271,401,401,401,401,401,271,401,401,401,401,401,401,401,401,401,401,401
4877,53,55,228,60,447,525,485,597,381,730,378,86,273,86,86,86,342,203,203,203,429,765,86,429,203,203,203,429,139,139,139,86,203
4878,53,28,347,493,549,550,356,391,773,356,89,105,109,400,24,194,24,399,114,195,115,382,109,36,316,264,316,316,264,264,316,264,316
4879,53,347,347,596,453,462,148,53,149,346,148,263,91,346,231,364,91,190,190,231,231,149,23,149,53,231,53,231,53,53,53,53,53
4880,53,388,83,196,259,196,98,506,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
4881,53,347,347,379,470,775,479,275,355,182,159,244,393,130,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
4882,53,347,38,326,217,197,262,389,506,90,210,262,262,262,262,383,129,383,383,383,383,383,383,383,383,383,383,240,383,383,77,77,77
4883,284,161,342,124,307,245,45,329,157,4,356,41,327,288,94,329,301,161,377,103,207,313,377,103,103,126,161,126,103,103,161,377,161
4884,53,347,347,551,346,619,320,142,58,306,118,8,365,365,328,365,104,171,211,171,104,364,275,211,532,275,247,111,111,723,723,40,111
4885,53,347,347,682,333,630,152,120,377,314,329,241,23,314,157,115,115,314,314,314,314,314,263,314,182,241,241,241,115,251,251,251,115
4886,53,347,347,282,29,236,462,105,103,32,186,244,159,376,333,333,222,136,181,136,136,136,136,136,136,136,136,136,136,136,136,136,353
4887,53,347,347,613,392,807,167,337,187,132,197,119,119,119,71,265,265,265,265,197,197,197,265,197,265,197,197,197,197,197,197,31,197
4888,53,347,347,388,689,560,570,270,245,247,31,358,7,140,247,68,33,33,189,289,247,250,250,250,290,250,250,250,250,250,250,250,250
4889,53,347,347,265,800,489,758,697,757,219,36,194,394,145,382,140,382,84,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
4890,62,786,237,59,650,616,199,402,62,359,3,1,62,62,62,33,62,62,62,363,62,332,142,62,62,62,62,62,62,62,62,62,62
4891,66,423,103,499,26,117,59,560,545,72,159,219,160,123,72,335,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
4892,53,318,297,32,346,698,758,102,231,301,41,318,318,318,318,330,182,318,318,88,190,318,318,318,318,318,318,318,182,318,318,318,318
4893,53,347,347,214,4,667,264,143,390,390,390,390,390,390,390,390,40,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
4894,53,347,347,239,110,20,200,301,207,381,257,102,102,75,179,147,53,375,375,375,375,53,147,147,147,147,303,147,303,303,303,147,147
4895,53,347,347,372,372,372,372,372,372,372,372,357,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
4896,307,400,55,190,256,319,170,162,179,255,162,264,6,334,179,297,281,281,366,179,179,179,245,179,179,179,179,179,179,179,179,179,179
4897,53,347,347,115,714,315,11,114,345,196,403,183,222,123,123,333,183,219,219,66,159,66,159,159,159,335,66,66,159,159,159,66,123
4898,26,254,273,615,549,499,196,702,372,45,87,386,3,366,261,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
4899,232,569,33,683,569,319,150,380,183,355,183,690,421,183,186,186,186,186,80,117,117,45,117,87,393,18,393,393,393,393,393,393,393
4900,53,283,161,668,790,420,109,145,145,337,337,225,135,3,337,3,194,386,378,378,177,264,337,177,177,194,245,245,245,177,177,177,177
4901,53,347,347,287,127,379,323,88,255,367,53,329,238,195,150,195,232,314,314,208,24,306,314,35,178,346,35,238,377,245,35,314,35
4902,53,347,347,96,14,217,401,298,151,332,38,299,266,299,138,299,10,173,299,299,299,299,151,9,299,299,151,56,151,151,151,151,151
4903,53,347,347,37,639,348,69,307,315,180,401,2,173,38,285,315,173,311,142,173,56,173,2,85,180,85,56,2,2,38,85,85,176
4904,53,347,347,525,575,468,194,100,100,100,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4905,53,347,347,553,389,75,3,195,391,306,47,47,212,184,351,286,351,351,237,351,339,351,351,75,75,351,351,75,91,75,75,147,231
4906,53,145,246,747,499,524,295,53,23,23,297,12,12,347,347,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
4907,135,195,107,0,251,594,260,37,136,107,117,313,221,221,101,276,276,189,189,189,189,189,107,107,107,107,107,107,107,107,50,107,50
4908,53,347,245,389,142,154,359,77,276,209,298,155,138,352,46,46,298,300,359,46,300,359,359,17,352,352,38,352,138,138,138,138,138
4909,53,121,64,482,522,190,763,23,148,290,335,335,283,223,286,351,283,335,335,283,335,333,335,335,335,44,260,162,335,335,335,159,335
4910,53,383,166,121,95,581,136,179,91,103,200,200,212,346,212,212,346,346,212,346,346,91,347,53,346,53,346,346,347,346,395,395,346
4911,53,347,347,600,194,190,414,377,87,353,97,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
4912,53,347,347,469,363,507,187,322,269,269,262,192,272,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
4913,53,347,347,251,712,345,21,0,221,189,117,101,137,137,137,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4914,53,194,263,558,206,592,339,53,148,295,263,188,149,20,346,130,23,20,130,353,23,23,23,23,206,23,23,23,206,23,130,23,130
4915,53,347,347,401,595,487,331,20,323,132,323,130,20,396,20,323,323,20,136,20,20,323,323,323,323,20,323,323,20,323,323,20,323
4916,53,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347
4917,53,206,398,46,231,32,53,278,402,402,380,109,109,400,109,380,380,380,380,109,380,380,380,380,380,380,380,380,380,380,380,380,380
4918,53,347,347,178,400,787,280,281,162,223,93,281,281,400,281,400,281,281,281,281,400,281,281,281,281,281,281,281,256,281,281,281,281
4919,53,347,347,54,132,688,396,14,188,245,119,65,65,6,290,152,334,290,290,290,346,281,347,22,24,347,347,187,187,24,187,187,49
4920,53,347,347,745,280,314,109,4,555,100,385,41,241,41,41,241,241,375,375,375,241,375,241,4,4,241,241,241,241,241,241,241,241
4921,217,429,15,610,620,568,249,229,229,17,315,138,348,311,155,155,298,155,155,298,298,348,56,298,246,246,246,246,155,155,246,246,155
4922,53,30,398,286,463,338,603,309,303,360,295,208,208,6,132,245,208,121,208,245,245,245,224,303,140,303,224,268,268,268,303,224,303
4923,53,347,347,245,676,439,29,259,18,61,233,66,66,126,183,233,369,369,233,233,181,233,233,233,233,233,233,233,233,233,233,233,233
4924,53,347,347,195,681,527,718,69,659,7,132,197,379,42,31,807,98,98,379,387,387,387,387,387,387,387,387,387,387,387,387,387,387
4925,53,290,359,447,673,99,79,268,255,57,170,358,106,275,290,361,290,260,290,106,290,290,377,290,377,290,290,290,290,290,290,290,290
4926,53,387,7,450,466,778,566,527,666,498,110,553,433,217,135,135,135,135,83,135,732,83,83,566,771,32,771,771,32,32,32,32,32
4927,53,347,347,580,313,6,100,625,390,390,362,258,100,258,258,362,36,36,384,213,19,258,6,36,6,6,6,36,6,6,6,6,95
4928,53,351,95,713,741,769,184,365,113,224,100,329,329,232,78,366,78,339,339,115,339,339,339,53,102,102,102,102,102,35,102,395,351
4929,53,578,293,661,788,643,110,34,255,255,212,391,14,245,35,341,195,184,184,14,184,341,195,184,184,184,195,195,184,184,184,195,184
4930,53,347,347,371,560,743,374,69,186,331,159,66,310,66,164,158,244,186,46,352,46,46,186,186,214,186,186,186,186,186,186,186,186
4931,53,250,234,585,92,526,735,236,635,328,189,111,71,363,40,308,14,40,189,40,40,183,195,341,40,329,84,185,329,185,640,140,640
4932,53,9,126,570,74,373,106,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
4933,53,347,347,234,14,338,544,704,704,704,138,138,246,167,38,394,138,369,359,217,374,217,331,153,32,135,38,369,217,153,3,3,142
4934,53,347,394,667,499,129,168,25,210,279,365,363,33,55,250,374,14,250,71,71,365,71,250,33,33,33,33,255,365,71,365,71,71
4935,53,347,84,593,301,413,317,403,126,107,107,243,159,338,159,345,356,356,283,183,78,219,78,219,342,183,53,115,139,139,139,219,139
4936,53,181,347,314,132,500,491,14,41,195,14,14,150,150,341,184,184,248,248,306,162,184,14,195,195,195,184,195,14,188,188,188,188
4937,53,347,347,555,659,694,370,210,215,311,153,352,298,155,320,298,320,155,155,298,311,311,324,155,298,324,324,311,311,155,324,155,324
4938,53,347,347,115,486,759,179,366,366,166,216,11,58,11,11,309,170,170,309,170,170,170,170,170,170,170,170,170,170,170,170,170,170
4939,53,347,347,231,333,285,162,306,207,241,4,319,190,161,301,251,251,251,319,251,381,301,377,207,251,4,4,4,381,381,381,381,381
4940,53,347,347,799,750,292,320,156,320,352,324,217,145,358,343,46,9,56,46,46,214,46,46,46,240,240,46,46,46,46,46,46,240
4941,53,347,347,389,604,709,0,65,113,103,200,395,228,178,231,178,231,245,231,245,231,178,35,231,231,35,35,35,35,35,35,35,35
4942,53,347,347,523,182,805,308,252,15,258,143,213,213,19,19,19,19,19,19,19,19,19,165,19,19,165,19,19,19,19,19,19,19
4943,53,106,384,89,582,485,102,400,79,364,53,121,100,68,325,235,384,384,205,205,268,268,12,12,268,12,268,384,12,384,384,12,384
4944,35,571,279,92,66,606,610,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
4945,53,347,347,60,311,74,368,279,117,221,117,101,77,50,137,137,229,50,137,137,21,21,50,369,137,137,137,137,137,137,137,137,137
4946,53,347,347,380,3,357,162,159,364,207,19,251,41,41,23,12,23,41,12,191,191,191,191,191,191,191,191,191,191,191,191,23,191
4947,53,347,384,310,793,454,402,320,343,354,135,209,284,209,141,141,141,209,141,209,141,62,209,62,62,62,62,536,62,141,172,62,172
4948,53,347,347,688,263,45,189,270,313,284,284,240,240,209,25,221,311,25,311,386,276,276,386,277,386,386,77,386,386,386,276,276,386
4949,79,166,300,551,793,399,754,663,224,689,213,166,166,166,0,0,388,387,0,387,83,121,0,0,83,83,83,83,0,166,0,166,0
4950,53,347,347,320,3,784,647,501,45,222,333,198,327,316,399,109,5,109,109,5,5,136,5,109,5,5,5,5,5,5,5,5,5
4951,53,151,181,457,166,407,778,145,386,354,354,327,145,145,145,397,145,145,145,313,145,145,322,365,397,269,145,145,365,316,26,30,365
4952,53,347,347,510,591,801,293,301,179,245,31,11,290,306,111,347,347,347,347,24,347,347,347,7,7,7,7,7,7,7,7,7,7
4953,347,99,293,582,623,177,394,160,690,160,421,356,356,356,219,219,333,196,159,159,159,333,333,4,4,333,734,183,4,403,99,44,44
4954,53,56,7,223,495,554,351,156,95,40,111,348,348,82,313,144,3,3,3,217,217,3,217,217,217,217,217,3,142,56,3,3,300
4955,197,691,237,346,11,175,282,252,282,326,282,282,282,34,282,326,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
4956,53,377,347,188,517,625,123,377,115,403,333,219,333,80,335,159,159,159,159,421,159,159,159,159,159,159,159,159,159,159,159,159,159
4957,284,380,376,289,594,53,722,683,190,147,339,342,356,356,78,329,329,329,329,78,103,800,329,251,251,329,329,329,329,329,329,329,329
4958,53,347,347,398,364,685,624,398,548,196,230,288,230,180,230,230,74,177,230,74,794,160,74,177,89,230,142,142,160,321,160,671,321
4959,53,347,347,362,274,115,714,314,400,333,280,353,284,173,21,285,244,66,183,393,402,66,393,402,402,402,402,402,402,402,402,402,402
4960,53,73,345,213,521,638,32,292,297,111,239,65,111,111,327,280,723,723,140,140,73,252,245,294,73,245,73,73,245,73,245,245,130
4961,53,347,347,485,141,115,312,361,115,397,160,380,402,259,380,181,380,380,380,380,380,403,380,380,380,380,380,380,380,380,380,380,380
4962,53,347,347,71,679,718,204,343,276,10,154,74,74,74,138,278,204,278,278,278,278,278,278,74,74,278,278,278,278,278,278,278,278
4963,53,298,69,775,10,343,33,217,71,247,289,289,289,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
4964,53,347,347,264,222,573,115,794,329,330,319,400,12,251,23,23,251,23,23,23,41,251,251,251,251,251,251,251,251,251,251,251,251
4965,53,424,53,655,191,630,690,210,233,255,274,31,388,95,388,108,140,250,96,187,0,400,33,224,96,400,400,338,96,400,400,338,140
4966,53,347,166,605,418,31,663,432,247,253,185,205,16,650,238,321,387,387,231,495,231,253,185,771,771,771,771,231,771,253,771,83,253
4967,53,141,342,436,796,469,488,42,303,180,22,297,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
4968,53,347,171,552,71,580,673,182,335,327,125,82,285,285,231,285,285,194,128,223,327,109,351,327,327,327,327,327,100,194,194,532,301
4969,53,46,347,317,630,55,199,599,466,494,559,719,536,536,536,110,536,536,110,110,110,110,110,110,110,759,110,110,110,110,110,110,110
4970,53,104,73,185,670,229,76,250,31,71,54,240,284,328,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
4971,53,557,248,339,109,618,255,28,306,254,80,101,101,101,101,137,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4972,53,347,347,558,84,501,136,525,150,150,238,40,35,40,195,258,127,491,127,134,127,127,127,127,127,127,127,127,127,127,127,127,98
4973,53,347,347,323,307,551,729,275,169,255,361,318,256,140,41,12,381,140,319,140,388,301,274,388,388,223,388,388,388,60,60,388,60
4974,53,347,347,590,237,115,189,253,127,382,143,30,58,58,58,58,58,58,58,58,58,58,551,58,58,58,58,58,58,58,635,58,635
4975,53,342,134,400,447,434,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
4976,53,347,347,95,6,551,334,404,7,340,384,384,384,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
4977,53,342,347,797,329,121,190,75,174,596,174,109,211,211,58,58,109,109,109,109,109,192,109,109,109,109,109,109,109,109,109,109,109
4978,53,363,74,243,776,211,18,338,393,99,183,183,99,99,99,333,99,84,218,338,5,5,5,44,297,227,297,297,338,297,338,297,296
4979,53,347,347,639,695,357,506,132,119,365,191,191,190,191,93,318,93,191,175,175,307,307,307,307,14,307,307,338,96,307,307,307,586
4980,53,347,38,769,145,11,268,79,211,187,187,187,379,187,379,131,763,149,360,149,149,360,763,802,458,763,763,802,763,458,802,496,577
4981,53,347,347,77,247,115,241,191,115,3,308,143,143,15,143,308,143,174,377,109,109,115,88,115,115,88,143,115,131,115,143,5,143
4982,53,343,402,623,614,203,43,273,295,245,147,224,224,58,224,283,385,339,309,22,22,159,22,361,245,385,361,385,295,283,385,385,385
4983,53,347,347,514,533,440,298,205,153,156,180,124,124,124,153,153,172,56,172,172,172,85,56,172,750,433,85,599,750,777,433,108,433
4984,53,347,347,139,630,154,332,343,74,74,343,359,85,324,85,9,9,9,77,9,77,85,25,25,55,25,497,55,25,25,25,25,55
4985,79,737,23,811,15,481,307,780,336,369,173,173,155,56,173,17,173,173,173,173,173,17,129,173,173,173,173,173,173,173,173,173,173
4986,376,569,404,57,11,268,533,340,68,387,334,104,217,130,92,92,404,92,389,92,432,389,389,92,92,389,92,92,389,93,389,93,93
4987,79,478,107,454,0,89,496,367,53,23,263,115,367,367,263,263,362,367,41,367,367,318,367,367,367,367,367,367,367,367,367,367,367
4988,53,145,347,320,337,494,184,176,354,74,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
4989,53,347,166,135,222,712,213,145,337,277,337,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
4990,53,285,245,224,309,770,678,53,283,23,58,23,286,342,314,339,78,75,75,286,286,286,286,286,286,286,51,286,342,232,286,286,391
4991,53,345,191,73,514,678,30,170,309,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
4992,53,173,32,303,435,544,9,62,276,153,153,394,38,352,173,173,173,173,173,173,173,38,173,173,173,173,173,173,173,173,173,173,173
4993,53,347,347,314,576,474,702,567,127,213,258,177,100,362,362,362,24,24,127,127,127,127,231,362,362,231,231,231,231,231,231,231,177
4994,53,750,358,586,492,674,690,107,39,221,136,214,295,161,168,168,207,156,168,168,156,156,168,207,207,156,168,3,158,156,3,133,153
4995,53,347,347,640,655,412,89,275,36,65,303,188,306,396,303,162,388,388,388,388,32,166,309,309,309,309,325,309,325,360,325,325,325
4996,53,347,347,246,786,126,39,31,57,90,284,170,170,377,358,34,106,106,90,377,377,377,377,282,282,282,282,282,282,282,282,282,282
4997,53,347,347,530,309,280,729,193,284,67,222,168,126,126,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
4998,53,347,347,147,44,789,393,334,361,162,130,385,323,385,179,148,325,132,325,358,223,31,148,223,223,223,223,223,223,223,130,130,223
4999,53,347,86,92,482,711,470,71,370,589,193,641,197,401,370,370,370,197,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370
5000,53,347,347,20,490,20,200,123,534,258,236,45,101,189,107,107,326,107,107,107,107,107,107,105,644,107,644,644,229,189,189,189,189
5001,53,347,347,677,31,54,130,610,387,425,83,83,83,121,7,7,83,96,121,132,185,132,185,185,185,185,185,185,185,185,185,185,185
5002,53,347,347,141,381,711,381,203,366,263,308,59,281,179,301,308,179,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
5003,53,347,347,809,540,181,624,316,89,74,89,394,194,194,110,211,134,768,532,768,110,160,768,110,211,390,110,211,180,390,110,750,304
5004,53,347,347,658,611,510,269,292,119,250,111,119,119,287,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
5005,53,347,347,281,318,657,333,4,4,241,318,318,41,41,88,385,318,41,367,41,367,41,319,41,143,41,41,41,41,319,41,41,41
5006,53,347,347,246,12,10,289,723,124,69,369,369,167,167,17,17,167,167,167,74,167,74,167,167,167,167,167,167,167,167,167,167,167
5007,53,347,347,301,284,210,421,243,391,170,284,80,242,236,156,196,156,156,78,156,316,189,58,802,142,156,681,802,130,802,802,802,32
5008,53,347,206,111,552,476,440,653,415,605,583,184,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391
5009,33,196,6,531,197,249,383,326,287,287,14,287,287,358,287,387,287,287,289,14,287,71,287,290,274,71,31,197,71,197,197,31,197
5010,53,145,347,299,463,41,613,139,583,624,321,794,128,127,321,51,78,182,40,78,87,347,87,329,87,356,356,356,356,356,241,87,335
5011,53,347,347,604,603,728,231,131,174,256,206,385,303,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
5012,53,313,253,362,145,112,653,132,425,334,340,31,268,340,340,340,365,268,365,132,132,132,132,132,132,132,132,132,132,132,132,132,132
5013,53,347,347,431,506,289,92,246,6,132,121,224,130,131,206,190,130,130,130,130,130,130,148,130,130,130,130,130,130,130,130,130,130
5014,53,347,347,729,51,66,693,356,51,134,499,139,203,273,572,572,86,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
5015,53,347,347,666,565,202,146,456,579,364,95,200,231,95,231,231,148,35,35,35,381,121,35,35,35,35,35,35,35,35,35,35,35
5016,53,396,35,87,140,107,259,126,676,690,133,160,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
5017,53,495,234,129,50,77,77,33,46,110,268,220,119,740,31,31,220,469,386,197,197,265,71,197,197,197,370,197,198,197,193,197,31
5018,53,179,273,237,745,53,23,130,68,295,213,295,384,360,213,213,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5019,53,347,347,748,663,517,75,318,208,208,459,208,178,24,347,166,166,213,166,166,213,213,166,166,744,100,744,744,79,250,79,12,12
5020,53,347,347,726,785,648,283,399,241,218,102,86,283,366,78,314,395,381,395,395,40,103,103,395,78,395,395,395,356,729,356,729,356
5021,53,347,273,510,336,317,433,363,48,137,403,355,136,358,361,236,361,236,236,358,236,142,285,358,332,142,376,510,236,388,236,365,681
5022,53,347,347,705,604,780,671,103,118,283,351,351,66,351,278,301,353,361,78,361,335,381,381,22,285,285,323,385,4,4,4,4,381
5023,53,347,347,671,116,323,301,390,87,285,94,211,126,107,152,107,288,160,13,393,99,133,399,145,89,393,152,152,152,399,399,126,152
5024,148,408,143,427,662,507,171,221,289,289,289,250,287,289,287,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,292,289
5025,53,347,347,84,645,811,736,22,225,319,318,257,319,257,70,385,70,70,385,70,195,188,195,195,41,195,195,102,41,41,241,121,318
5026,53,347,347,271,736,17,610,126,155,285,369,153,17,17,331,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
5027,53,154,308,92,724,276,298,167,180,298,172,180,343,374,343,180,348,433,433,3,180,433,433,180,180,180,180,180,180,180,180,180,180
5028,53,347,347,729,330,704,88,162,590,444,89,787,72,72,89,181,123,316,17,72,74,89,123,365,5,123,123,123,123,123,72,123,89
5029,53,347,347,681,523,374,749,771,723,377,165,165,165,338,165,248,338,590,338,387,338,382,0,0,237,382,382,0,388,271,0,0,0
5030,53,347,347,40,411,34,57,329,32,123,123,293,388,259,13,335,88,194,476,13,5,421,476,293,333,293,399,399,333,399,399,333,333
5031,53,155,184,574,508,205,345,180,690,259,355,159,126,222,393,126,126,66,222,133,690,690,376,317,376,66,317,365,66,317,129,376,317
5032,207,130,795,795,713,416,673,59,21,335,31,274,385,49,385,400,385,152,385,385,385,385,385,385,385,385,385,256,385,385,385,385,385
5033,53,443,8,409,704,771,8,476,363,345,345,296,345,296,196,181,296,259,159,37,345,345,293,345,123,222,222,123,345,345,476,123,345
5034,53,563,229,592,140,143,127,152,223,170,49,297,49,297,385,400,385,361,256,385,136,385,361,361,361,361,361,361,361,361,361,361,361
5035,53,347,347,740,129,448,286,264,11,290,140,250,250,250,250,290,220,187,220,220,234,281,7,220,7,281,306,224,220,292,292,281,281
5036,53,347,347,592,382,669,766,221,117,278,347,285,252,260,46,313,284,284,284,284,52,284,284,284,284,158,158,52,52,284,284,284,284
5037,53,347,347,115,77,298,193,108,77,77,252,217,217,368,343,62,62,315,62,619,252,152,285,619,252,252,252,252,252,252,252,252,252
5038,53,171,191,134,371,599,530,209,33,62,299,299,299,299,299,234,234,9,9,299,282,209,221,215,234,234,234,234,234,234,234,234,234
5039,53,347,347,202,409,584,349,148,147,303,162,295,346,346,346,245,295,23,295,346,295,295,295,295,339,295,295,295,295,295,295,295,295
5040,53,347,347,745,488,100,293,41,102,319,339,339,223,366,385,97,41,41,41,367,188,188,121,263,41,224,295,263,263,295,385,263,263
5041,211,789,650,651,693,364,715,671,730,378,595,609,109,109,211,89,211,280,211,280,211,211,211,211,211,211,211,211,211,211,211,68,211
5042,53,347,347,352,790,380,120,204,25,250,29,197,332,111,328,247,247,111,104,104,104,104,104,104,104,104,104,104,104,104,104,104,54
5043,53,347,347,506,348,550,356,127,390,100,127,362,100,567,362,362,258,127,127,127,127,127,127,127,127,127,127,143,127,127,127,143,213
5044,53,347,347,189,520,174,390,143,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
5045,53,347,347,560,671,398,403,282,402,380,310,380,310,164,396,380,396,164,380,242,402,380,402,402,206,211,1,304,1,160,223,194,130
5046,53,347,347,409,51,588,181,361,251,223,251,399,275,191,327,301,327,182,301,301,301,327,327,327,327,327,327,327,327,327,327,327,327
5047,53,126,66,6,379,55,326,394,1,242,163,377,284,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
5048,35,150,135,7,295,456,128,30,306,70,319,248,319,319,319,307,195,319,361,256,256,256,319,319,319,319,319,319,319,218,319,319,319
5049,53,569,5,526,476,281,440,107,421,333,380,158,107,207,400,222,293,222,403,378,378,94,66,376,168,376,259,66,196,168,376,335,222
5050,53,347,347,167,9,586,354,104,287,247,8,184,108,184,238,184,24,184,373,184,184,184,184,184,184,184,184,121,184,184,184,184,184
5051,53,347,69,792,603,175,1,142,244,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
5052,53,347,347,241,682,256,218,241,329,203,147,147,364,381,364,364,68,364,364,364,53,409,479,346,346,346,346,479,364,346,364,364,364
5053,53,7,245,691,637,586,262,54,282,240,142,74,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
5054,53,347,347,325,156,269,54,111,340,10,269,269,404,58,269,340,340,340,340,340,340,340,340,340,340,340,340,340,340,145,145,145,340
5055,53,347,347,797,804,389,290,784,132,603,679,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
5056,53,432,170,6,5,698,149,159,148,86,40,257,86,139,257,283,283,283,283,342,283,283,273,342,147,86,147,147,342,86,273,412,86
5057,53,347,347,255,36,40,390,390,390,390,87,390,312,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
5058,53,347,347,370,282,791,65,220,170,174,269,22,295,79,404,65,295,65,224,162,58,58,295,144,58,187,187,187,22,187,121,187,187
5059,53,347,384,245,135,279,166,383,106,352,135,135,354,352,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
5060,53,347,347,481,291,328,88,179,329,136,361,297,49,330,35,130,12,294,22,22,22,22,97,297,297,297,97,297,297,297,297,297,297
5061,53,330,86,53,652,604,115,52,353,195,357,390,390,313,390,390,313,76,313,313,313,313,313,313,313,313,313,313,313,313,394,313,313
5062,53,55,179,629,715,482,348,236,401,56,317,69,299,374,2,145,777,145,370,293,340,279,279,340,374,340,374,374,374,374,374,374,374
5063,53,347,347,748,480,174,37,469,170,678,421,316,336,365,129,74,142,74,142,48,142,61,129,206,244,286,74,286,286,130,32,74,32
5064,53,347,347,460,505,696,351,264,347,87,115,285,87,285,372,285,372,372,372,390,372,372,372,372,372,372,372,372,372,372,372,372,372
5065,53,347,347,186,65,253,532,541,296,393,99,355,183,393,393,99,99,99,222,99,222,222,99,222,222,222,222,222,222,222,222,222,222
5066,53,347,300,449,187,366,30,237,35,187,30,30,30,30,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
5067,53,347,347,291,30,179,390,253,177,362,390,127,362,127,127,127,127,127,127,177,127,127,127,24,127,127,127,127,127,127,127,127,127
5068,53,347,347,585,274,777,98,92,108,119,31,7,379,184,184,184,184,31,184,195,184,184,184,184,184,184,184,184,184,184,184,184,184
5069,53,347,103,626,222,82,15,109,3,115,501,608,114,114,45,45,114,45,247,155,247,348,348,348,348,348,348,348,348,271,271,45,45
