ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40
964,233,378,552,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372
965,22,81,190,283,111,213,103,111,103,357,656,357,392,8,640,8,392,285,64,8,372,247,381,63,372,656,372,356,771,372,372,356,372,372,417,34,343,111,372,343,356
966,282,122,85,85,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
967,7,35,401,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
968,466,320,209,176,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
969,274,340,121,210,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
970,622,228,337,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
971,467,266,137,217,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
972,210,454,276,17,17,17,17,17,17,17,17,17,17,17,324,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,324,17,17,17
973,8,11,298,46,352,352,324,17,17,324,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
974,748,549,31,233,331,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
975,418,440,369,1,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
976,268,126,58,401,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
977,595,284,282,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
978,661,302,469,126,126,402,133,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
979,196,397,221,354,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
980,77,689,352,126,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
981,615,429,378,174,309,309,385,174,174,174,223,223,211,211,211,211,211,211,211,211,211,106,211,211,223,211,211,211,106,211,211,211,211,211,211,211,211,211,211,390,211
982,275,675,591,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
983,147,241,593,765,489,633,159,115,205,186,109,321,714,729,729,211,192,211,211,189,211,211,211,211,186,211,192,211,211,211,211,211,211,211,211,285,211,491,194,211,211
984,155,418,45,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
985,645,152,267,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
986,3,66,277,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
987,116,543,113,241,241,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
988,797,313,179,295,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
989,725,93,35,329,375,35,378,75,303,303,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
990,747,802,309,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
991,135,354,181,92,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
992,23,520,237,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
993,78,229,217,221,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
994,752,194,28,282,310,145,145,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
995,449,358,25,153,226,284,3,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
996,293,657,768,389,348,340,340,762,762,28,396,54,396,28,28,165,805,370,234,337,401,370,401,234,370,401,737,401,401,104,401,401,370,370,360,401,360,370,360,401,105
997,695,712,215,401,506,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
998,533,500,326,253,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
999,319,26,370,396,377,137,137,186,186,137,186,137,137,137,21,186,137,116,116,116,116,116,116,116,116,116,116,116,369,116,116,116,383,280,116,383,21,116,116,116,116
1000,364,192,101,136,136,60,116,116,137,116,116,116,116,116,116,116,116,116,116,116,116,388,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
1001,20,54,10,170,158,158,158,158,158,116,116,116,158,116,354,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
1002,570,303,222,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
1003,437,714,196,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
1004,377,501,31,349,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
1005,781,96,234,25,25,9,9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1006,373,798,370,299,55,62,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1007,359,538,240,55,33,62,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1008,33,390,241,100,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
1009,143,222,308,308,251,143,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
1010,285,393,147,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
1011,792,369,169,196,283,79,353,123,89,336,89,175,123,89,336,336,123,123,336,44,336,336,123,123,196,123,123,196,123,336,123,123,336,123,336,5,196,123,123,336,66
1012,364,340,108,166,72,335,72,335,72,123,259,72,123,123,336,336,336,336,336,336,336,336,336,336,336,336,123,336,336,336,123,336,336,123,336,72,403,336,336,336,336
1013,549,375,107,354,175,72,72,694,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
1014,462,429,547,125,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1015,546,546,467,513,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1016,370,309,370,268,83,325,199,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1017,776,763,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1018,576,809,515,500,378,478,478,810,810,810,378,810,810,378,810,810,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1019,801,508,770,297,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
1020,247,192,288,72,72,72,72,72,345,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,123,123,72
1021,751,522,56,316,316,85,619,72,320,320,787,163,72,320,72,72,219,72,72,72,107,126,72,282,750,325,45,89,72,161,107,126,72,183,72,373,161,183,325,345,45
1022,566,753,107,259,89,355,345,72,336,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1023,499,150,301,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
1024,231,790,793,278,101,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
1025,574,541,262,159,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
1026,573,19,523,395,115,256,218,95,256,303,379,241,174,177,179,241,241,150,241,373,346,208,98,224,379,346,159,346,379,346,179,346,303,346,346,255,346,346,366,53,346
1027,787,712,182,159,35,346,159,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346
1028,748,665,741,281,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346
1029,159,179,256,309,268,268,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
1030,28,672,384,379,22,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
1031,339,389,323,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
1032,102,11,179,334,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1033,518,446,259,297,65,202,91,379,648,7,24,334,112,223,223,97,24,24,24,24,24,24,0,0,24,24,24,24,24,7,24,24,24,24,404,24,24,24,24,287,287
1034,753,427,45,184,247,247,150,150,377,194,229,277,238,238,238,238,247,238,361,238,30,194,30,30,277,194,238,247,30,377,4,104,194,33,30,16,404,247,127,30,128
1035,160,368,676,114,114,133,402,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
1036,68,449,34,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
1037,485,127,365,85,318,89,355,133,133,133,133,44,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,44,133,133,133,133,133,133,133,133,133
1038,805,68,183,421,323,236,163,259,45,659,108,108,108,277,259,108,277,277,277,277,197,198,277,374,374,108,30,30,30,277,374,277,30,30,197,277,277,208,174,277,88
1039,345,345,180,199,172,217,678,403,247,247,347,172,108,347,247,347,347,347,347,247,155,247,347,386,247,386,347,9,48,277,155,277,402,363,106,386,277,324,211,386,211
1040,224,25,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277
1041,187,754,491,338,138,138,381,138,381,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
1042,154,590,1,17,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
1043,688,717,74,61,138,38,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,155
1044,255,76,24,119,119,224,268,121,347,268,121,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
1045,446,189,337,11,192,370,268,379,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
1046,264,637,174,28,28,28,28,28,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
1047,643,219,603,93,6,6,179,35,179,49,179,179,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,179,49,49,49,49,49,49,49,49,49,49,49,49,49
1048,603,354,339,111,334,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
1049,317,366,49,384,295,385,255,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
1050,169,12,83,77,24,192,371,252,71,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1051,621,211,493,368,384,34,34,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1052,717,332,768,71,248,100,310,119,119,119,119,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1053,678,204,209,201,278,85,3,324,324,85,56,85,324,324,324,85,324,324,324,324,324,324,324,324,85,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,9
1054,151,493,56,9,9,9,56,324,9,9,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
1055,98,308,138,204,85,9,678,56,56,56,56,55,324,56,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,9,324,324,324,9,56,324,55
1056,620,192,696,314,118,16,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
1057,543,381,148,314,241,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
1058,581,130,140,314,479,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
1059,717,592,132,118,5,146,403,237,403,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,256,93,146,146,146,146,146,164,146,146,146,93
1060,810,805,690,307,394,314,163,13,140,146,74,146,146,146,146,146,136,194,146,146,381,74,146,381,23,237,316,4,146,74,109,146,146,82,316,169,37,316,74,146,146
1061,631,399,225,280,59,312,191,190,206,206,190,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,206,146,146,174,146,146,146,146,146,146,146,146,146,146,146
1062,804,621,347,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1063,190,308,295,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1064,151,179,263,385,156,225,139,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1065,780,381,157,403,53,115,115,115,115,313,6,195,115,115,334,208,385,208,208,187,208,208,208,208,208,334,208,208,208,208,208,208,256,208,395,241,208,208,400,385,208
1066,638,285,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
1067,488,449,301,245,245,245,40,208,40,208,49,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
1068,753,62,373,650,778,650,406,650,180,180,56,122,122,56,122,750,302,122,122,122,122,122,122,122,122,122,122,122,750,122,122,122,122,122,122,750,122,122,122,750,48
1069,186,783,622,271,38,74,74,122,324,122,122,122,122,122,122,55,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
1070,125,5,226,457,193,560,652,467,249,122,122,427,122,778,122,122,689,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,652,122,122,122,122,122,122,646
1071,291,326,234,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
1072,243,457,134,672,89,89,375,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
1073,285,371,433,331,328,328,282,328,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
1074,726,732,626,681,681,84,177,644,40,40,192,192,192,40,192,372,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1075,347,667,255,192,105,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1076,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
1077,44,446,72,41,360,223,41,549,199,150,150,396,150,396,618,396,148,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,364,396,396,396,396,396
1078,66,385,60,116,223,282,28,28,28,28,396,396,396,396,255,396,396,370,396,396,396,396,396,396,396,396,396,396,396,396,396,370,396,396,396,396,396,396,396,396,396
1079,600,707,161,170,170,309,170,170,396,309,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1080,184,537,282,401,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
1081,382,373,666,497,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
1082,154,142,64,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
1083,40,321,794,480,48,649,766,708,524,543,211,398,211,789,211,211,721,398,211,304,211,398,398,230,48,192,211,304,211,211,211,194,708,192,211,398,211,420,548,194,230
1084,477,74,89,123,17,17,345,331,320,398,280,280,280,295,280,304,1,295,26,398,386,5,48,525,398,304,48,48,398,3,304,194,304,398,160,194,398,32,269,782,398
1085,59,752,428,115,115,230,321,230,321,321,127,115,115,230,115,4,230,253,321,382,321,94,321,3,390,304,441,382,441,55,230,128,321,382,755,334,142,390,321,94,253
1086,548,249,87,248,202,301,392,250,358,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1087,38,55,11,252,334,106,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1088,381,260,95,309,179,366,392,392,392,392,392,392,73,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1089,36,19,53,143,161,251,140,381,487,202,202,202,202,202,202,202,202,202,202,202,319,202,202,202,202,202,202,202,202,202,202,202,319,202,202,202,202,202,202,102,202
1090,266,182,213,256,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
1091,122,443,281,349,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,275,202,202,202,202,202,202,202,202,202,202
1092,369,599,406,154,180,180,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1093,704,85,772,25,62,25,55,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
1094,533,469,9,302,332,62,62,62,62,62,55,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,771,62,377,62,62,62,62
1095,429,108,383,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
1096,222,240,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
1097,766,690,331,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,348,92,92
1098,145,19,342,329,362,111,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1099,413,243,6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1100,40,443,525,273,532,40,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1101,750,5,750,64,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
1102,590,195,337,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
1103,55,85,526,166,545,83,185,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
1104,323,780,369,25,276,25,56,55,56,55,56,343,343,343,16,62,566,271,343,315,343,315,315,315,315,315,343,315,315,315,315,315,315,315,315,315,315,315,315,397,315
1105,659,365,320,180,77,249,285,77,56,56,56,56,56,315,315,62,56,315,315,315,315,315,315,56,315,315,315,315,315,315,466,315,315,315,315,282,315,315,56,466,315
1106,463,634,690,649,530,85,62,77,85,62,85,56,777,69,315,62,315,180,62,315,62,750,315,85,315,315,750,33,315,315,85,85,315,315,315,85,315,56,315,315,315
1107,225,342,303,131,140,297,297,381,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297
1108,19,801,281,225,301,97,206,133,297,97,97,297,297,297,297,297,97,297,297,297,297,121,22,297,297,297,297,4,297,297,297,297,297,218,297,297,297,297,297,297,308
1109,440,282,14,270,162,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297
1110,510,645,236,109,145,747,145,505,351,525,525,89,89,89,53,78,88,88,353,693,353,444,279,279,89,463,13,279,279,231,279,89,353,79,396,279,353,145,231,340,165
1111,783,717,401,300,124,124,32,396,240,118,240,388,118,778,204,83,118,352,325,325,233,108,233,369,369,369,233,142,353,217,640,142,142,204,69,384,334,723,271,369,723
1112,595,721,392,279,371,370,279,10,10,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
1113,158,323,45,55,105,387,313,277,386,78,386,386,78,386,40,386,386,386,386,386,386,229,386,386,277,386,386,386,386,159,386,386,10,386,386,386,386,229,189,386,386
1114,722,127,214,347,308,308,145,145,145,60,145,145,145,337,145,386,386,145,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386
1115,527,2,414,64,267,387,387,387,387,387,387,266,234,287,387,287,215,386,34,386,695,386,117,287,326,287,393,386,386,386,49,386,287,267,117,386,386,386,386,145,386
1116,336,142,388,363,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
1117,121,756,301,268,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
1118,806,619,697,402,153,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
1119,700,551,708,398,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1120,51,109,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1121,187,498,8,328,5,32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1122,179,168,754,605,394,382,403,734,16,227,690,227,227,227,227,227,227,227,227,227,227,227,227,227,196,227,227,227,227,227,537,382,227,227,632,32,227,227,227,227,227
1123,74,87,745,142,323,32,393,400,22,323,14,14,361,14,361,361,14,22,14,14,89,14,14,328,23,14,14,14,14,14,14,14,14,14,126,126,14,14,14,323,14
1124,124,633,388,140,82,241,281,159,218,227,308,227,227,227,227,227,227,227,227,227,227,32,227,227,227,227,227,227,227,227,32,11,227,227,196,193,227,227,227,227,45
1125,282,493,159,206,119,119,379,22,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
