ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16
3139,2807,2093,1642,63,890,2008,1435,951,120,2780,638,3407,3225,3407,124,2005,3407
3140,2530,2314,3114,1038,3017,2736,3307,3429,635,2518,2287,563,1452,558,1428,566,113
3141,2807,2016,3481,525,1457,222,1076,3151,2239,2694,807,3318,3498,222,3151,1092,1265
3142,1675,3818,1336,1119,1984,3377,362,1502,2515,1430,2223,2087,2125,1527,1608,2950,1915
3143,2882,2642,3047,164,2641,138,2196,138,1522,971,3097,2641,7022,1527,725,182,1915
3144,5229,322,2545,1119,1210,1618,3291,2577,2515,1949,1003,1706,3309,1851,2385,1003,1003
3145,2807,3728,3114,6664,5431,4842,6777,5075,3519,3561,2168,1924,1483,6060,1563,2834,5227
3146,3404,2143,2396,1017,3236,3181,1816,3286,1716,3069,2143,732,331,2784,1716,582,732
3147,1149,293,2423,1502,3520,3045,1124,2100,2677,2645,3045,639,3431,3045,1100,833,246
3148,2882,2853,2554,2072,3145,1061,1036,19,921,705,1036,2288,2514,19,1752,3464,1915
3149,2399,1376,1772,3527,128,961,73,610,3519,2771,346,1039,1483,2588,2006,2734,12
3150,2807,1498,39,2779,2442,2994,3417,3139,1646,3352,3417,773,795,3139,2386,773,2783
3151,2882,2624,711,71,1435,2008,1435,215,2217,2008,1755,3407,2514,2559,124,1819,1644
3152,1675,29,2577,1119,1749,345,362,2315,975,1190,2563,158,3478,3373,2858,3201,1915
3153,3404,1446,1258,684,392,184,2106,260,3319,1778,392,3466,2867,2370,2508,1092,3190
3154,2807,2314,1038,2596,2254,2946,1124,2946,558,0,11,406,558,1035,3246,1466,22
3155,2882,5896,2577,1119,1749,1618,362,2406,1057,1684,1351,1684,155,587,1030,1358,1003
3156,585,1446,943,2997,1816,3377,1816,3136,260,2909,392,260,1245,2009,3396,516,3190
3157,585,1486,1336,1689,736,875,2571,875,2472,875,2809,1073,1046,2286,3151,58,2286
3158,585,1446,1258,684,184,184,2106,3136,1996,1874,2106,3466,2696,2009,686,3013,3136
3159,1814,480,2035,1590,2097,2262,488,2097,2140,2097,311,1391,311,2262,1462,3131,480
3160,2807,2314,3114,1843,917,1727,3307,3443,2460,1727,1704,406,1452,558,3321,2950,113
3161,2882,205,6451,6414,1257,2530,399,2264,1222,2509,3484,2509,2530,1527,205,2530,1915
3162,2882,1715,2545,1715,1457,2230,399,2264,363,1766,2809,2803,2803,359,1966,3278,389
3163,3568,3839,2577,6179,1749,1618,362,2577,3125,1965,2102,2468,3339,2591,205,3077,1915
3164,3404,2823,3481,1050,1685,2678,906,2762,3399,855,2749,929,334,758,1346,929,1685
3165,3404,3405,2035,3405,2097,2262,2524,479,3226,3131,3501,2262,1586,2262,1132,3131,3035
3166,2882,1087,3114,2372,3283,3133,705,1224,1544,2609,2616,406,1829,3128,1498,3156,3143
3167,1149,293,1822,63,1435,2008,1435,2830,3368,733,2536,3407,2900,3407,2536,2005,3407
3168,2882,2642,1642,2372,890,961,2804,1705,824,1311,346,2852,961,1231,1239,1474,346
3169,2882,480,2035,1792,2097,2262,1350,2097,2097,2236,2192,1797,2844,2236,2086,2086,129
3170,1232,480,2334,1792,2097,1797,2192,2097,2097,2949,965,1797,2844,2192,2086,2086,129
3171,3266,3818,1336,1792,2040,3319,1101,741,3012,2759,2501,493,383,1306,490,1092,493
3172,2807,4,943,2372,1224,3377,1435,3136,713,332,2316,1924,147,332,377,2316,2147
3173,1814,3405,2035,3405,2097,2262,1350,3472,3226,3405,309,3472,1586,2236,2820,2012,3035
3174,1814,3405,2035,3405,2097,2262,1350,479,3226,3405,309,2292,1586,2236,1800,3405,129
3175,2882,946,100,2072,890,138,1329,138,2832,2793,638,579,3403,2820,2820,138,2820
3176,2807,2437,2024,2279,2442,2826,2582,3284,2464,1680,2501,1935,706,2516,7,1868,1253
3177,2807,2314,364,485,2442,1845,3419,3136,3375,3356,1259,2291,1682,2784,879,58,3043
3178,2807,2314,3114,2372,1091,1428,595,3443,1405,2294,2567,406,795,83,1428,2821,3031
3179,585,1446,1258,2997,392,710,1771,2997,1926,1998,2143,1172,1162,1998,91,58,1911
3180,2882,1376,2577,3053,1749,6875,73,771,3053,1965,2102,2468,2742,2792,2792,2734,5866
3181,585,872,943,1050,3236,2678,906,3136,3399,332,2203,1509,3104,579,686,1869,1685
3182,3404,4,1414,2996,584,694,1350,967,967,2236,2547,2262,714,178,2086,2086,2547
3183,3266,3310,3047,493,890,2826,293,1867,1066,2317,990,341,2312,268,124,2755,3444
3184,532,2624,469,1279,2479,2853,595,2939,2515,2294,2190,3087,1962,3214,1962,976,1915
3185,3404,2723,943,1050,1685,2056,3384,2762,3399,733,2203,1509,1461,579,440,1869,1685
3186,585,2314,1760,1801,3172,3261,1860,2887,791,3172,2223,639,1902,3373,510,2885,2690
3187,3404,645,2236,3020,3358,32,488,3141,3226,2236,32,2284,32,2284,3141,178,2981
3188,2882,4114,657,4987,1749,6418,3848,1439,1069,1965,1352,1439,4354,587,811,3077,2719
3189,585,1446,1258,3326,3404,1137,3417,1891,3418,1090,2107,1090,706,2516,3377,2954,1253
3190,3404,2143,3481,1050,2617,710,2490,3,476,2572,899,704,2678,1573,187,1322,727
3191,2728,2872,2668,654,890,3377,2248,1571,1996,733,899,1370,1571,579,2855,1869,859
3192,585,3728,5826,5826,584,1986,6204,3574,689,6098,5983,4698,1202,6959,1202,5983,6236
3193,585,872,1258,4554,2442,1669,2301,3284,3418,2437,3155,1670,910,1306,490,1466,1079
3194,2807,3356,100,2072,343,2230,1124,613,1646,3199,166,406,598,1527,3442,1214,113
3195,2807,1177,1270,3427,374,3215,2982,2937,233,751,1259,3318,243,2164,1972,1860,2716
3196,2882,2624,469,2072,2549,2479,1852,680,9,2479,170,2281,2585,680,524,833,1253
3197,2807,1379,420,16,19,1137,3417,19,635,1680,3106,1935,530,19,1752,1868,3164
3198,2807,2314,39,1427,3122,222,3417,2264,2026,2783,1427,1427,795,2370,2386,773,2783
3199,2807,2016,3481,1433,374,1793,1076,3151,2239,2694,807,1689,1337,2164,707,1160,1118
3200,1149,285,518,1512,1457,2230,2783,2264,635,2783,2523,3393,165,1723,205,2401,3393
3201,2807,1920,1233,6664,128,961,2804,1705,3519,1311,346,2852,961,1231,1239,1239,346
3202,585,2982,1068,1715,157,2562,458,2406,458,2692,2809,3094,2113,623,1775,190,458
3203,2882,1087,3114,6664,205,2764,73,1395,2231,2000,3484,1247,2231,3484,205,2734,922
3204,3404,784,943,1017,3236,184,1208,1612,713,2396,1976,2487,1612,1853,3236,1611,2396
3205,2807,2314,39,144,2442,1338,3417,680,2314,2314,2386,2386,2585,680,2386,833,3099
3206,2882,3356,3124,1315,1257,2736,1124,50,50,2479,2809,3087,165,946,1697,3342,1915
3207,2807,293,39,2075,2036,2230,2783,2264,635,2230,807,3393,165,1527,205,566,3393
3208,3404,784,943,684,3236,3377,1816,3136,1996,3356,1816,3443,3234,2009,686,582,3136
3209,2882,952,3124,3356,1435,2736,2534,1799,77,2000,1782,886,147,2172,310,2734,1915
3210,2882,2318,1772,1303,2374,1282,1334,2433,1609,1684,3424,3094,549,858,847,3289,2367
3211,2807,2016,3481,3427,2633,1793,3293,2633,503,820,807,563,1337,2623,494,1837,820
3212,2882,2326,408,2344,1457,2008,1030,1944,1066,2008,1755,887,598,2209,2820,1944,3444
3213,2807,2314,1258,360,2380,1669,1860,132,2184,519,392,3466,2696,360,15,1333,2202
3214,3404,872,3124,1801,651,2736,745,3443,1062,3072,3106,3443,960,3072,2736,1466,2690
3215,6413,1260,3114,6179,1749,1618,5059,2577,460,1684,2385,1459,4554,587,2385,1356,2719
3216,3404,1498,472,2240,295,2678,1435,295,906,332,609,3285,1442,300,3368,1058,982
3217,2807,6262,3219,1119,2638,1793,595,153,2458,1468,2809,1073,495,941,1918,190,1265
3218,2807,2064,1068,1108,1257,3425,2295,2944,682,2112,2563,1129,2944,1306,1577,2115,1079
3219,2807,2016,3481,1464,1136,2056,608,2762,476,733,608,3094,608,2305,2163,280,3491
3220,3404,213,1258,1119,3404,3377,3430,3136,1370,80,1259,1074,3104,2009,1552,937,3190
3221,2882,1628,943,1119,1984,2806,896,1215,741,2759,2444,3466,2113,1306,2873,454,493
3222,3404,3227,1336,1119,1984,1497,2670,3136,1631,2444,392,3466,2113,2370,1608,1528,493
3223,2882,2876,1612,1119,1984,2678,6229,1612,713,332,1894,2137,758,332,1552,2316,1253
3224,2807,1461,3481,2250,1330,3280,2295,2723,713,733,2316,2773,147,1853,1505,3098,2147
3225,2882,2314,100,1512,3520,2736,745,3443,745,2811,11,533,745,2111,205,2811,2095
3226,585,6262,2562,1801,978,2727,3307,3443,682,2112,2563,406,1452,1035,3282,2914,22
3227,2807,1177,1068,157,157,1219,1030,1217,233,2518,2307,887,3182,1306,3182,650,650
3228,1675,4272,2577,876,1749,1226,362,2577,2742,1965,696,2742,2742,2747,2747,3077,2719
3229,3404,2872,3219,1017,2617,474,2555,3230,935,3069,1779,3069,1337,3491,1136,104,1481
3230,2807,1381,469,1760,3520,578,1124,2100,9,2645,2501,2542,3339,2209,2386,833,2690
3231,2807,2016,2910,1433,1457,2494,93,3151,2458,1298,2809,1457,1709,1306,3151,3250,2031
3232,2882,1628,1336,1975,1984,1497,2670,3136,741,1998,1351,3466,2113,2370,1608,2698,1639
3233,585,1446,3272,1975,188,2184,2286,260,2184,2909,3317,3244,2705,741,2951,58,1975
3234,2399,2314,2562,1652,307,1428,3307,3126,3440,2518,1776,1073,1452,1393,3064,1333,2202
3235,585,4,2086,2810,584,2580,2192,348,145,2086,2547,348,405,3345,930,2581,405
3236,2807,2314,3124,485,1413,0,3417,3443,1062,3356,74,3443,1399,558,490,940,2367
3237,2882,787,4813,1200,787,3280,2295,2558,2773,1213,2250,2773,2568,1213,1200,3098,2147
3238,3404,3879,2009,1017,3236,3181,1816,3286,2119,149,3174,2487,331,2009,331,2881,3190
3239,2807,1305,1038,2643,444,1669,3307,3151,3440,2518,807,1539,1452,3340,3151,1944,2202
3240,2807,1177,2910,1433,2910,2716,458,415,598,2112,1535,3037,3308,1306,2403,1535,2403
3241,2882,2642,518,2072,890,138,3417,138,1166,2041,3106,252,138,623,252,2543,252
3242,2807,2989,39,1801,2740,779,595,3151,921,2645,2501,1073,2585,15,15,1333,1722
3243,1232,480,1336,1792,2097,1856,2301,2097,2097,2909,311,3244,1586,2370,1966,3131,493
3244,2882,125,2545,243,728,222,1030,2264,2231,2783,807,3243,2231,3503,1030,2783,2783
3245,2807,540,2254,374,374,3357,1220,3151,2239,2694,807,1689,1337,2623,707,707,1118
3246,2882,3728,943,1119,1984,981,2461,2406,40,240,2087,2087,2312,1393,847,2833,1358
3247,2807,1498,39,2403,2442,1137,3417,19,921,1680,3106,398,2546,2416,252,1092,252
3248,2807,2314,2940,1407,1075,1072,595,19,921,733,2536,563,598,623,1087,1466,1253
3249,2807,2314,2545,2310,2254,125,1220,2261,233,3308,911,915,2029,410,2798,1092,2202
3250,2551,977,2156,1801,917,3261,1124,1217,682,2108,2190,288,2113,2625,2632,1041,2690
3251,3404,418,1258,5375,5141,2262,1350,3141,145,2236,2052,2284,2052,2236,2052,3131,2236
3252,2882,645,1098,3405,2097,2262,379,479,3226,2780,2868,2292,1586,1132,2536,3131,3035
3253,2807,2314,2545,1689,2442,1497,595,153,2472,741,2501,1689,868,741,2807,1092,1003
3254,2807,540,2545,360,374,710,4263,260,2148,1684,1259,570,710,1225,1634,360,2814
3255,2807,2314,39,2403,2442,1497,1076,751,2026,751,1309,805,795,2516,662,1309,1253
3256,3266,1498,2554,243,2823,222,3135,3151,2495,2518,2501,1761,868,222,1265,58,1265
3257,2807,787,2146,632,1435,2678,1435,861,713,733,3081,787,147,858,3369,366,2147
3258,585,2064,469,953,3520,3261,2295,1609,682,2112,2563,3425,2113,134,1697,1994,493
3259,2807,2314,2910,1303,3091,2494,2286,3151,2458,1303,2809,3244,1303,2209,2163,3333,118
3260,2882,2642,1822,2372,1749,1061,1034,1498,635,2974,2501,3087,1452,3262,1195,2550,2974
3261,2807,2314,1038,360,444,1669,3419,814,2184,519,392,1305,2029,2370,2798,814,2202
3262,2551,1177,3481,3427,2442,1969,3293,2309,2464,1733,1142,3285,1337,1142,2163,2155,1253
3263,585,540,2668,2682,2371,184,1816,3169,1996,2909,3408,216,1059,2009,2942,3169,3190
3264,2551,1498,2554,2081,889,2494,3293,1867,40,1,2501,341,935,3108,2163,58,1227
3265,3404,645,283,4554,1749,1669,1560,1217,2184,3003,2501,3244,383,2370,3003,1991,22
3266,2807,1498,420,2403,752,779,752,1097,3440,1508,3306,3466,4554,1306,2403,3278,1079
3267,5229,1343,283,2739,890,2678,2982,1591,233,3218,1259,1758,1982,2164,1030,1092,2202
3268,2882,946,3114,1038,1526,2736,3307,1579,2719,2518,2287,1073,1452,851,1428,190,2719
3269,585,6262,1775,4554,2823,3235,3135,3151,2460,1014,2203,1775,3151,1014,3151,190,1685
3270,2807,1805,3481,3427,188,505,3135,1596,3399,1014,2203,1082,2555,1014,1014,58,1227
3271,2882,2624,469,2072,951,138,1307,138,2570,1307,638,215,2453,2516,3225,2543,708
3272,2728,2143,3481,1050,899,2482,581,1996,1996,1571,1779,3443,1571,3082,187,104,727
3273,3404,2093,420,2403,890,1338,1124,1264,1833,1654,1196,1016,795,623,1100,1610,3022
3274,2882,1379,1642,2403,2442,2230,595,19,921,3353,3106,3464,598,19,3464,3464,1253
3275,1149,2624,1233,2741,3520,2736,745,1977,745,723,3106,1723,7022,1723,205,2853,3393
3276,2807,2314,39,1801,33,222,3417,3306,635,2783,807,3243,2585,3243,3243,2950,33
3277,2399,2853,100,1512,1519,2230,566,922,459,2620,2620,3393,165,1865,1697,3054,3393
3278,1035,3356,1642,1622,3520,2736,1435,3443,1062,2795,1755,1977,549,1393,847,552,2367
3279,3266,1693,3047,2340,2641,2736,2196,138,1166,2620,2620,670,3431,2620,1697,1666,459
3280,3404,1227,2156,2403,2442,1497,3417,814,2058,1998,1779,3029,1682,1142,3029,1229,1253
3281,3404,1227,1760,1760,1421,3261,3227,1217,682,2518,2075,639,2113,1820,3282,1421,2690
3282,2807,2642,420,2996,1224,660,1350,3345,3418,2594,2684,2996,2257,3345,3345,2581,2890
3283,3404,1446,630,1101,1816,3179,1816,3169,3179,2909,392,107,107,107,3396,516,3190
3284,2807,2016,2254,374,3122,444,1220,688,233,3308,515,3037,3308,2623,342,1354,3350
3285,1232,2314,3124,1303,1435,2056,1435,3443,713,3356,1894,3443,3498,858,2483,2214,2367
3286,2807,1630,2334,1101,2258,5981,135,2038,1166,2258,1787,493,2113,1787,2632,1466,493
3287,3404,1177,14,2081,188,1588,1588,1596,2019,2692,2809,3244,2824,3032,588,3278,1227
3288,2882,3728,711,2168,128,961,2804,1705,1705,1311,2265,2852,1483,1231,1563,2734,346
3289,1232,480,2157,3226,2981,2262,488,479,3226,1462,1067,1455,1586,3131,1462,3131,1173
3290,2807,2016,3124,98,1330,3357,3071,415,412,1733,439,3285,501,439,3071,3289,2367
3291,2807,1177,2851,2189,3122,1010,581,3443,1595,733,1259,3443,2029,2770,119,937,2367
3292,2807,1498,39,2075,1729,235,3011,3443,1062,2819,1729,3443,795,3373,510,2811,2690
3293,2551,2314,420,1552,1330,2581,1435,3443,3368,733,1891,3443,2900,579,3368,2581,982
3294,2807,293,2910,1032,2163,2494,458,415,118,450,807,3094,1303,2623,3387,1837,1118
3295,585,3356,943,1119,1984,1969,2952,3136,1996,643,1779,643,1191,2784,1716,2881,2396
3296,2807,2314,364,1050,2823,855,855,1612,3399,2016,2203,3235,438,653,1014,58,1685
3297,2807,1177,518,1801,2737,2370,2783,2264,233,2783,807,1427,795,2370,2386,2783,650
3298,585,1446,364,1017,3236,1773,2555,1571,1716,3069,899,1509,1571,1853,1716,1187,1685
3299,2882,1570,2577,6179,2315,2609,73,2315,2792,2912,2563,639,2591,2591,1931,975,2792
3300,2807,1461,1516,2081,2937,1497,2301,2937,2019,1508,3317,3466,501,2370,1123,2444,1227
3301,3404,24,3481,654,1344,1969,2757,3491,935,643,1779,732,1191,3039,2163,1107,2396
3302,2807,540,3219,1050,448,1497,3384,958,3399,820,3424,1761,785,3032,494,958,2864
3303,585,1486,1336,3541,1421,2727,3307,2307,682,2518,2563,406,3030,3373,1577,2115,2690
3304,2882,2314,3114,2072,1877,1428,776,1676,635,3199,776,406,598,3370,3246,3273,2719
3305,3266,1628,1336,1119,890,13,4917,3136,171,733,1929,534,2900,2001,3368,534,1685
3306,1149,946,469,2072,928,3261,3417,3139,745,2759,928,928,2113,2920,2632,833,493
3307,2399,1498,1642,2072,1750,1338,3417,1891,1062,1908,1933,2450,2113,2869,2632,2869,2340
3308,532,2624,3114,1279,917,2853,776,613,343,2190,1783,406,367,1279,819,2821,1915
3309,2807,1379,472,360,471,1669,1516,2922,2184,2540,2501,2291,2867,1306,3246,2922,2202
3310,2882,2642,2577,164,1749,182,771,771,1166,771,1933,406,1034,3157,1100,3256,3022
3311,1232,645,2157,3226,75,768,2524,1707,3226,2500,1067,1601,1586,869,1462,3131,1173
3312,4834,1446,943,2997,1816,1773,1816,3136,1996,3069,899,1074,2705,2009,1716,516,3190
3313,2882,1376,2577,6179,2315,2530,73,2315,6179,1190,2563,3425,5550,3373,6179,2734,22
3314,585,228,1760,1801,917,639,1124,840,682,1649,2563,406,2636,3373,3282,2636,2690
3315,2882,293,1642,2779,3207,182,745,2450,745,3486,477,2450,3067,2869,490,2869,493
3316,2807,2642,420,2372,890,1338,3417,19,327,1908,932,1338,795,3002,524,976,1253
3317,1232,3356,2024,2340,3520,2736,1005,1217,1062,3456,3155,2340,3431,1306,2632,74,2340
3318,2807,1486,1315,1315,928,2736,1124,50,50,2479,2809,3087,50,946,2089,3201,459
3319,585,1446,229,2997,3236,474,1816,3136,3375,1998,3408,1976,1191,2784,2119,2881,3404
3320,3404,2143,3219,1017,3236,474,3174,3136,163,149,3174,2455,331,2009,2119,2881,2682
3321,3404,1805,3219,1303,157,3235,3293,3151,2458,1284,807,3244,2029,504,3151,2198,2851
3322,2807,1177,1068,1715,1457,2494,458,3151,118,1303,2809,887,1303,2209,2163,3250,118
3323,3404,2143,3481,1017,3236,3327,2555,2396,1716,3069,1624,929,1191,3491,1716,1611,2396
3324,2807,2876,364,2643,1685,710,855,1612,3399,3069,1894,1761,785,653,3151,58,1685
3325,2807,2314,2146,632,1435,2678,1435,3443,713,332,1891,3285,147,858,1505,1058,2367
3326,2807,2314,420,2372,1224,1116,3417,490,1062,1908,2567,406,2453,2219,490,2821,697
3327,3404,1446,1053,2387,1344,1106,2555,2762,1926,1614,3135,3050,2824,1106,3232,58,1227
3328,2882,258,1003,1119,2719,1903,595,153,2148,3352,2302,1340,2275,2148,847,2798,2367
3329,585,1805,1775,2788,562,3216,365,2184,2184,2801,2501,1172,1245,2009,1775,58,2682
3330,2807,2624,3114,2372,1224,2853,1124,819,3249,519,11,406,558,558,1286,2821,22
3331,1084,2314,472,2443,3362,1669,2156,530,635,2783,2501,2078,706,623,7,2581,1253
3332,3266,3227,1336,1975,2097,1856,1966,741,741,1747,2501,1066,1728,2209,2820,2755,405
3333,3404,125,1642,2403,890,2627,595,1891,635,2900,2501,3464,1571,558,3464,2013,1253
3334,2882,1498,1642,1801,1739,2122,595,19,635,2230,3106,3393,165,1527,1752,566,1915
3335,2882,2624,1233,3484,2211,2736,73,3413,1544,2190,1783,3087,3133,3143,1923,2811,1915
3336,3404,1645,472,1552,1685,1378,1435,3443,609,332,1779,1925,2431,300,1552,1357,1253
3337,2807,293,2707,6179,205,2530,73,1579,77,3484,3484,205,205,1659,205,2734,922
3338,2807,1006,2545,1801,157,1338,1722,19,9,3353,1127,1761,795,623,1852,1914,1253
3339,2882,285,3047,1502,890,2409,3413,3493,1544,3189,1783,2642,1034,3143,1498,2811,3143
3340,2882,2642,1642,1502,1749,1338,3417,2264,2148,3352,3417,639,662,19,1408,833,2853
3341,3266,3728,3047,2340,890,138,1036,2401,2217,1380,1783,3370,1789,3143,3079,2249,3143
3342,5176,1446,943,1101,1816,3377,1816,3136,260,2909,392,3466,1245,2009,3396,516,3190
3343,2882,2588,711,987,1435,981,2433,2433,40,240,2087,2087,2312,1393,847,1358,2367
3344,2807,540,2545,2768,2254,2029,1220,3136,2184,519,911,915,2029,410,2798,1092,2202
3345,585,2982,2545,1303,1749,2678,4917,2406,1609,1684,29,3094,549,858,847,2833,2367
3346,2530,1087,1258,2372,890,2627,595,333,3249,2294,1783,3087,1759,2958,2180,2717,737
3347,2882,1498,1642,1622,1457,2899,458,2264,2495,2692,2809,887,165,623,707,3278,411
3348,2807,1645,2035,3405,584,2826,1350,376,145,2949,965,1391,714,2516,3014,2012,405
3349,2882,1693,1502,2289,128,961,2804,1705,824,1311,346,2852,1483,1231,1239,1239,2408
3350,2882,1381,2562,1801,1421,2542,945,1579,612,2690,2563,1129,1902,3373,1577,2636,2690
3351,2807,1715,1068,3094,3094,2494,458,415,412,1014,2809,3094,1303,2164,2163,119,1118
3352,2882,2314,100,2072,1114,2627,3417,1891,3418,3352,3417,1399,795,3002,524,2543,1253
3353,2807,1461,2146,98,787,3280,2295,2558,713,1213,3081,787,2568,1213,3369,3098,2147
3354,1675,3818,1258,527,1224,660,1350,967,2140,2949,457,2996,2844,2236,2052,2086,405
3355,2882,2624,3114,2189,1749,2530,2189,1459,1710,1978,2591,2111,2591,2591,205,1471,2095
3356,3404,540,1258,2997,1947,474,3174,3136,163,149,3174,1976,758,758,3396,2881,496
3357,2807,2149,420,2443,3362,1669,1124,530,635,2928,2501,1338,2078,623,1268,1868,1253
3358,3404,872,2929,3343,3236,474,2555,243,1926,1778,2159,5109,4554,1864,1655,3511,1735
3359,2882,285,100,3484,2211,3209,1899,2906,77,2000,1782,3087,769,1708,451,2734,1915
3360,532,2314,39,2075,1855,3261,1860,3443,745,1803,2223,639,2029,2370,510,940,2690
3361,2551,6262,3219,157,2647,505,2571,2307,2472,2586,2809,1730,2502,1306,3192,454,1079
3362,2882,3356,1336,1119,1984,2678,1435,3443,1062,3356,1933,3443,600,300,1087,1058,2367
3363,2807,2314,469,2072,1413,138,3417,138,1166,3352,1114,2597,202,2474,1275,2543,3022
3364,2882,285,420,2372,3145,886,3417,429,3418,2437,3155,486,910,1306,490,1092,266
3365,585,872,472,1552,1685,2557,2557,25,2464,733,1779,3450,2431,1552,1552,1357,1685
3366,2807,2016,2999,2671,444,444,1220,3151,3399,2495,2501,2080,3498,2623,3151,650,1265
3367,2034,3818,2940,2072,890,1338,1124,751,233,1747,1270,1338,795,2370,3334,773,2783
3368,2882,2624,2545,2310,3049,1428,566,2893,598,2914,1776,406,598,2559,15,3273,2719
3369,5176,3879,1258,684,1816,3377,2391,3136,1724,2293,392,5109,1245,2370,392,3377,1786
3370,2807,1802,3481,2081,562,5254,3293,1867,1926,2759,2809,5109,3030,1306,3182,454,2116
3371,3404,2093,372,2081,2937,2651,458,1282,412,1282,2536,2419,3498,2623,3071,119,3122
3372,2882,2642,3435,1792,890,2580,1350,2580,145,2949,1786,1797,2844,2284,3014,2086,405
3373,3404,2314,1775,1433,562,483,1220,1217,1926,2518,1259,3466,3030,1306,1123,454,2851
3374,1814,4,2035,3405,2097,2262,1350,3472,3226,3405,309,1683,2183,2236,409,2012,3035
3375,2882,125,1038,1801,978,779,2562,132,2719,2518,2501,1073,1452,587,1428,190,2719
3376,2807,2314,2545,1119,2254,1338,595,153,2495,2645,2567,398,795,19,15,1309,1265
3377,1814,3405,2035,3405,2097,2262,379,479,3226,3405,309,2292,1586,2236,1910,3405,3035
3378,2807,2314,2545,1882,1156,2122,595,19,635,3353,2501,3243,795,19,2950,2950,1722
3379,3266,3356,1336,493,493,5254,896,415,1926,2759,2809,5109,2113,2370,1123,454,493
3380,2882,2437,3114,1119,2380,3377,1134,490,625,2437,2107,406,2731,3111,490,1466,1079
3381,2399,3325,100,3484,2641,1899,1899,1899,1544,1899,1899,3087,3133,2620,419,2249,1915
3382,585,1498,1642,2072,3520,578,2611,3443,1062,3256,2190,3087,170,1787,2632,833,2690
3383,3266,3818,2802,1119,1749,1254,362,153,1066,848,1755,1340,1337,1254,494,789,2367
3384,2882,2624,455,3121,1233,1840,1899,3413,77,971,1782,886,2330,2172,451,2734,1708
3385,2807,1498,420,2072,1435,138,705,3493,1166,3352,1196,1935,2453,19,1752,976,1253
3386,2882,3839,2577,6179,1749,3305,73,2315,3305,1190,2563,2468,3478,3373,3192,975,2792
3387,3404,3275,3481,1017,3236,3327,2555,2762,3399,3069,2143,1509,2555,653,1014,2555,2682
3388,2807,540,3481,2643,1947,474,3135,1308,163,2694,3135,3235,710,653,3151,163,2823
3389,1814,4,2035,5375,2913,1335,1740,2215,2157,1740,1109,3766,3489,1637,1800,1740,129
3390,2807,2093,1336,6664,562,1302,1054,1217,233,2237,2809,1296,4554,1306,490,454,493
3391,2807,2314,3124,2072,1413,3261,3417,3443,1062,3356,74,3443,1399,558,490,940,2367
3392,2807,1498,469,751,890,1338,1124,720,3353,3353,2809,2281,2585,1527,3334,2950,1722
3393,2882,285,1822,2072,890,2409,3413,3413,1544,3189,1783,2852,2514,2559,3380,2811,2409
3394,1084,2064,554,1503,307,3055,3227,1217,1062,1298,2809,1016,1223,1306,1697,1223,493
3395,1232,1453,2035,3405,890,2262,1350,2097,2097,3405,2052,2262,1586,273,726,3131,3035
3396,2882,2588,2577,3527,128,961,2804,473,3519,1311,2265,2852,1483,1231,1563,2734,12
3397,3404,3879,1258,1119,3404,5254,1816,3136,1716,3069,2143,1229,1191,2009,2119,2881,3190
3398,2882,1381,2707,1502,205,2736,745,1459,3383,3383,11,406,3420,1584,205,2853,22
3399,3404,645,1258,3020,3358,694,488,3141,2157,67,309,2284,32,2284,2981,178,2981
3400,585,6262,1775,6179,1421,505,2884,2315,2120,1468,2032,2120,2120,2956,2884,975,944
3401,1814,65,1520,3405,2097,2262,1350,2097,3418,217,854,1391,2257,1391,320,217,1590
3402,2882,2624,2940,1171,723,961,1471,2865,3519,2000,2648,3053,1483,2150,205,2734,1417
3403,2882,1554,154,1512,1257,2230,93,138,2620,2620,2620,886,165,2620,1697,3054,3393
3404,3404,784,1258,1050,3122,2678,3419,1996,1996,733,1259,3285,758,758,1346,1322,1685
3405,2882,946,2707,6179,1749,2530,73,1579,3054,1190,3484,3425,1526,1659,205,2734,1915
3406,2882,2642,518,2189,890,2008,2189,1977,1110,852,1622,1872,745,623,2422,2935,3444
3407,1149,123,1233,3484,1233,2736,745,1395,3383,2620,3484,486,793,2620,205,2811,3328
3408,2807,2093,3481,1050,1984,2678,4917,1437,3399,3069,440,3372,1191,1573,192,3289,1685
3409,1814,645,2157,3226,2981,2981,488,1707,3226,2500,1067,1601,561,488,948,3131,1173
3410,1814,3405,2035,3405,2097,2262,1350,479,2157,2097,309,2292,1194,1637,948,854,129
3411,2807,872,1258,1552,1330,2678,1435,3443,609,733,609,3443,867,2001,3368,3500,1253
3412,2882,1446,1336,1119,6708,2286,4124,3136,713,332,2316,2773,147,2575,2483,2581,1253
3413,3404,3227,1071,3226,75,768,488,1707,3226,1071,2712,1071,1586,488,3396,2063,2981
3414,2882,2588,1336,6708,128,330,3848,4334,3519,1039,2168,1039,6534,2588,628,5177,12
3415,2807,1793,3219,3428,562,2596,2295,1217,233,2518,3218,3466,3308,1306,3003,1011,3308
3416,3266,2853,1642,2605,890,138,1434,1622,1066,2495,990,341,341,2041,1265,833,1265
3417,4834,2823,364,1017,3236,474,2555,3286,3399,2801,2143,929,438,653,1716,1187,859
