ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37
1861,170,1438,703,1147,2740,2671,1082,225,2386,2383,560,1404,2820,2820,1404,2820,1404,1404,1404,1404,1404,1298,560,1404,7010,1404,1404,1404,1404,1404,1404,3243,1404,560,3243,1404,1404,1100
1862,1218,1896,703,170,2134,360,59,2967,3178,2821,59,2959,2821,2821,673,1776,2862,2821,3143,3143,3143,2639,2862,2862,3143,1219,2862,2862,1255,2959,2862,2430,1219,2862,2862,2959,1254,2639
1863,111,4114,1399,148,2836,1309,530,2231,1699,1380,2853,1723,3348,2650,725,776,2994,477,2650,477,401,477,451,2787,477,477,2366,1657,477,477,6635,2650,3389,451,761,2024,2140,87
1864,170,2708,3791,1775,1953,1809,3452,549,1181,549,549,3191,549,3191,3191,82,3233,2912,89,2121,2121,858,2121,858,2121,2583,2121,858,3191,2121,2121,2121,2121,858,2121,2121,858,2121
1865,170,155,3791,1984,2590,1320,1633,3495,2625,3036,3728,3401,1665,3619,470,3401,2927,3401,3401,2927,2448,2448,2448,2448,5708,2774,2448,147,2448,2448,2713,2448,3401,3102,2448,3401,1311,3102
1866,170,2708,6830,1321,413,1912,2845,3071,2093,651,2458,3387,2163,1588,2319,2458,2458,2983,3293,3433,651,2093,2489,6756,2093,2093,1837,3293,1837,1588,2093,2354,4106,2093,2489,2489,2093,2093
1867,6602,4118,4719,170,2885,3393,2000,3656,2758,3484,5477,1662,3484,2530,1858,3484,3484,1812,3484,3484,3484,5477,3484,3484,5477,3484,1812,2154,5477,1812,5477,5477,5477,916,5477,5477,3484,5477
1868,2062,4864,5434,1984,1598,1173,3698,6814,3959,1280,5166,2113,4688,3115,2113,1604,1604,2274,2274,6440,2602,2829,1608,4688,4266,4688,607,1598,4688,1430,6280,2274,6819,3252,6819,6819,2602,3102
1869,170,3036,532,148,2120,1345,1653,3508,3508,3457,2062,2709,2164,2709,1805,2264,3163,1805,3095,3095,1805,1805,2709,1369,3353,3095,1369,1369,2268,1805,1931,1805,130,1805,1441,2709,1805,1805
1870,1218,6034,703,3248,2391,1106,845,1229,6749,3355,3355,5717,3307,2403,3007,3307,3007,1432,1516,761,761,2391,2236,6092,322,551,1450,761,761,761,1106,1106,1106,761,761,761,6092,1511
1871,170,4118,4719,1837,2965,3338,1460,1460,77,1460,832,1239,2608,1585,1585,1585,97,1585,1311,3102,2588,1585,1239,3102,1239,2588,1585,97,3751,2588,2588,97,1311,2588,1311,4272,1311,3985
1872,6602,4210,5892,2560,1231,3142,3477,2230,1858,93,174,2230,2230,93,93,93,2061,2233,2233,141,1935,50,3201,5781,2233,2233,2233,50,141,286,5709,2233,93,5709,2233,2233,2233,2233
1873,170,6408,5364,148,1273,2050,3179,488,1590,1168,2236,488,1876,2192,2192,1678,904,1814,2236,2777,1678,488,904,2236,904,2774,904,2774,2774,904,34,1084,2733,2236,2774,2774,2243,2774
1874,170,4515,4719,3098,334,2946,749,1305,749,212,6089,6089,3526,925,3245,1791,1305,778,1305,1305,212,1305,1305,1305,212,1305,1305,1305,1305,218,1726,1726,778,505,737,505,505,1726
1875,170,4515,3828,148,1403,1789,5211,848,296,124,2008,124,124,2857,2857,159,159,159,2857,2514,3407,2978,124,71,954,2326,1925,1685,1616,71,1685,71,124,71,159,2857,954,159
1876,6510,216,1100,362,835,2602,2279,5806,186,2774,2141,1242,1792,151,3297,2086,2774,2774,2774,1792,2774,2774,2774,2774,2774,2774,2774,2774,2774,3093,1096,1096,2774,1096,5768,5047,2236,4817
1877,6281,1330,1129,1821,198,1912,1479,209,1370,575,899,305,3144,3144,305,305,305,305,305,305,305,305,305,2876,1370,3144,305,305,3144,2659,3144,3144,3144,3144,305,3144,305,3144
1878,170,4114,3484,593,1231,1908,2267,531,531,663,2732,83,2732,2136,2732,2732,2732,2732,2732,83,285,285,2732,2732,2732,83,2732,2707,1428,2601,1428,83,3321,1428,3011,1937,1880,2191
1879,2940,5695,1314,1174,1231,152,2730,1699,1699,2730,2052,2730,2730,1585,1585,1585,1585,2730,911,552,1585,1585,1585,1585,1585,3338,1585,1323,1585,3338,1890,2836,2700,2730,858,1557,1557,552
1880,170,4515,703,1837,2885,3049,3477,1305,2441,2782,2513,1662,3340,3350,773,2517,773,2517,2946,773,773,1241,613,1241,1516,3052,1241,2517,1241,1241,1887,3041,1887,451,1887,3041,3037,1887
1881,6510,4965,3825,3573,835,1333,737,3126,2176,1333,3400,3400,3400,737,3400,1278,1706,2216,1061,3400,3400,3400,1789,1389,3400,1901,1278,1100,2401,3400,2249,1389,598,817,2401,1901,3370,673
1882,1470,4960,597,1821,2188,2242,1187,2864,3408,686,997,1682,686,3144,686,997,3144,997,686,1682,575,1052,1052,686,575,686,686,1052,686,1052,2664,1052,1052,1052,575,2762,2664,2496
1883,170,4272,703,549,366,1061,2954,5498,3180,4400,6958,2114,6623,3202,3160,2916,4400,213,6623,2800,3684,2916,5917,4033,3539,5115,3180,817,6241,1061,1255,1348,598,5115,5917,2339,2514,2339
1884,170,3036,1111,148,1273,129,1678,1128,1989,1712,854,893,1989,348,17,208,22,659,17,2361,2397,1989,1989,1989,1153,1128,2919,3596,1781,1989,3168,3155,1989,1989,3596,2213,1989,1781
1885,3556,3100,703,48,1231,1908,3398,1179,1087,1927,3493,2366,296,1463,1463,3256,1463,2366,477,2281,2534,3040,3040,3139,3139,1661,3493,1807,3256,1807,2657,2657,2657,3256,2249,2657,1597,2249
1886,170,4931,2118,1837,2671,448,448,3364,3293,3293,109,3427,2671,2671,3449,2671,678,1006,3293,2907,791,5575,2544,791,3449,5575,3449,3293,3449,3205,5575,3449,3449,1636,3449,280,1309,3449
1887,3556,3100,1399,1837,2885,410,271,650,3067,1110,1919,271,271,271,1404,271,1985,1404,271,1985,2642,271,1820,1404,271,1404,1018,1820,271,1404,271,1919,271,271,271,271,271,271
1888,6510,2848,4687,1821,1869,1198,942,2290,942,942,496,3426,1349,2255,2290,1349,364,3426,334,1529,1529,1327,3426,3248,3248,1198,808,684,4374,1552,107,334,3426,3248,3426,3426,255,3514
1889,170,4925,4341,1821,1770,1245,3181,1245,684,790,2777,2777,2721,2443,3136,2943,99,2721,717,698,1639,2380,790,2380,1639,2721,2496,2704,717,3033,3033,1639,2438,2721,1639,2704,1529,2721
1890,6281,4965,1100,457,480,290,2325,3378,3004,2920,3004,173,1600,1617,1617,1617,173,554,173,173,173,2301,782,173,173,2670,675,173,2784,173,640,448,675,173,2807,448,173,2670
1891,6598,4290,644,2658,480,1610,1561,3062,350,2703,2748,663,663,3456,3057,2364,2364,833,1236,1927,1435,3500,833,2364,2364,2364,2567,1376,833,2176,2863,6815,2863,4845,391,833,391,2939
1892,6510,6886,6094,2798,2338,1729,2405,385,3165,3109,620,1903,2261,1252,759,2261,2261,442,2386,773,1389,15,1389,631,1389,631,631,15,15,631,631,631,631,915,15,1389,631,1903
1893,2062,4760,1916,1821,198,2470,1821,80,1626,2835,2785,2009,4228,6610,2835,1509,1784,1509,1240,1596,6610,1996,2892,1509,1509,766,1821,784,3343,6381,766,2019,6381,784,6381,6381,6381,6381
1894,833,3373,6830,1358,1744,3985,5603,6272,77,97,5603,97,2588,1483,3519,4648,97,2588,1180,2588,2588,2588,988,1311,3519,4114,3519,2588,1039,5269,2588,590,1311,2588,3823,2588,3519,3519
1895,170,6034,3967,1821,413,2872,2872,2094,1569,3197,3117,3083,1569,2980,2270,1107,179,2270,496,2270,1786,3433,3170,496,1743,1743,496,1123,496,496,1743,2482,496,2980,2482,496,3815,836
1896,6598,3366,644,537,901,1610,3062,3062,2108,2108,1940,2108,3036,1439,286,2924,2045,2924,1236,2461,1940,3393,3266,286,54,2204,1940,286,1022,286,286,1940,286,1940,286,1940,3507,286
1897,170,4931,2118,148,1953,1863,7030,6814,3291,3969,2891,1684,911,532,2029,532,2029,2029,2029,911,729,1310,532,2029,3761,6427,3761,2015,2231,2671,1310,3761,1310,2980,3243,1635,741,805
1898,6602,4272,4046,958,413,3183,3132,14,3524,3341,2671,599,2671,846,2026,1308,2026,1308,2129,2026,2019,2544,2807,2604,2824,2019,2019,2807,2512,2512,2019,2019,2019,2019,1082,2019,2019,2019
1899,170,4515,6741,170,1172,6431,6388,2028,53,53,4951,53,1785,4909,4909,4909,3662,4951,4909,4909,3662,3662,4909,5769,2711,5769,3662,5769,3662,4909,5769,4909,5769,3992,4909,4909,2152,7036
1900,170,6886,6830,3773,696,628,2661,117,2661,1563,628,12,6678,117,2661,3519,6909,117,1180,5368,2006,1180,2006,6759,2006,5339,155,590,2908,3750,3441,876,117,3836,3743,6909,1180,3772
1901,170,6886,3484,2798,2338,2946,3353,3442,3442,3442,2386,1791,3442,1410,1843,3442,277,277,1715,2403,3537,2210,1410,1791,1791,2047,1837,1298,1837,2827,1599,3806,2210,100,1157,238,102,5806
1902,1838,2848,645,1821,198,1345,1441,2091,3200,2091,414,3409,1700,3144,3144,16,3144,16,3200,16,16,16,16,16,1442,16,2091,2091,2558,2558,259,2533,16,3081,305,1441,586,1891
1903,6598,1330,3004,4822,2433,1908,2934,1558,2242,3045,4408,1599,4408,497,497,406,1248,497,1899,1507,1710,1471,3184,1899,3527,3527,3527,166,1507,3527,169,2549,3157,3527,497,1471,1471,1471
1904,6510,1338,1100,661,5049,2828,2661,97,1532,1460,97,2588,97,3413,97,97,97,2588,2588,97,2588,2588,97,97,97,3947,97,97,97,97,2588,97,1532,97,97,97,12,3519
1905,2062,3504,5434,1984,1280,721,3797,493,1280,1280,95,1668,1668,1617,206,372,814,1768,135,3129,2894,2210,99,1543,95,3299,1981,135,1511,48,2999,648,2850,414,414,623,135,648
1906,833,4290,6830,4959,1949,2054,923,1351,2656,2335,1351,1557,1557,1557,1557,1557,1557,1557,1557,265,1557,1557,1557,1557,2385,1557,1557,1557,2385,1557,2385,2385,1557,265,1522,2385,265,2802
1907,6281,2708,3825,2372,647,1610,3222,1419,285,1419,2849,406,244,244,2717,455,406,1668,230,1224,1629,1329,3470,1668,1329,2836,822,336,3145,2627,1629,524,3332,524,822,524,3332,1629
1908,2062,4760,4341,170,2338,3132,3132,1172,447,2169,2169,2169,2169,3235,1063,2169,2169,2169,2011,2169,2169,2959,2169,2959,578,2959,2959,1369,1717,1369,1369,2169,2959,2169,1369,3399,190,2169
1909,6281,3289,1129,41,3491,1926,1596,6814,2395,1972,3378,1972,2164,1653,1653,1964,1653,1805,1653,2164,2898,415,783,1653,190,1653,1653,3353,3287,1805,3353,3353,783,2264,783,783,536,1805
1910,6281,2077,1129,41,198,1912,448,2770,2270,3140,2311,1192,2667,858,2603,753,858,858,2376,858,2374,858,2957,2374,2121,2374,2121,858,1357,2957,2121,2374,2374,3384,2121,2121,858,858
1911,170,2468,532,148,334,926,2229,774,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
1912,2062,6034,703,1837,2974,372,372,359,1055,501,642,2281,2281,1747,1768,1278,1511,1768,1701,1701,1701,1694,1701,1701,2281,1701,1701,1701,1701,1516,1701,1701,1701,1701,1701,1701,1701,429
1913,2940,4272,6685,3152,1231,1908,202,1780,2608,182,3493,182,1366,1390,3493,956,3493,3456,1236,2775,3493,3493,419,419,3456,888,419,419,3456,1390,537,2955,3133,2955,469,932,971,419
1914,6281,1882,6094,1821,1992,339,2829,3473,559,212,2785,2184,3794,2184,2835,3051,3794,3794,1325,2091,1046,2091,2785,2184,2091,2184,2091,1461,2184,2184,571,2327,2184,525,2184,1461,2091,3337
1915,6281,6013,2623,41,433,1918,2466,2231,1075,1313,2943,2198,15,1075,2628,349,2513,349,2310,1591,2310,1591,2310,1591,2198,3242,993,1027,201,3242,3471,1110,3242,1110,1617,3242,1110,3242
1916,2062,3100,703,415,1231,1298,1466,307,1431,1605,1302,340,1605,1302,1302,1896,1302,1431,1302,3207,2969,7022,1142,0,1994,7022,2103,1636,7022,2620,522,7022,2103,0,730,1457,940,3115
1917,170,4272,1399,48,1094,1094,1094,3031,1094,2150,2150,2150,3344,512,773,512,2061,512,2897,2853,451,1957,451,512,512,5122,2628,194,624,2853,11,11,2923,2596,2061,624,4390,2186
1918,170,5284,4875,2699,300,1198,3488,3488,1634,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
1919,6281,6886,3545,1775,1596,2368,2077,2028,2950,2403,1270,751,3353,1412,1377,1776,2223,1974,1377,751,1549,2118,1255,1549,1255,1549,1549,1255,1549,1255,978,751,1255,1549,1502,1615,3471,751
1920,3073,6886,4719,759,2338,3379,1660,987,2974,801,3118,3118,2180,3118,3118,2372,3118,3118,1701,3118,3118,3118,1822,3118,2916,665,1701,2523,3118,1651,665,2523,1701,2550,1651,1701,2550,2965
1921,2062,3100,703,1837,357,1267,442,2517,2737,1631,1533,1533,3009,1389,1063,3486,1504,2321,3194,1504,1504,2318,1504,1205,1504,2354,2354,1504,1904,3299,1504,1504,1504,1504,1504,1504,1504,1504
1922,6281,6013,6830,1837,1231,3379,2428,2299,1097,3072,1073,3379,663,196,132,3307,778,213,1104,326,405,2561,3178,196,1298,2816,5563,1298,663,1104,2403,196,2561,3400,658,1104,2202,5111
1923,170,2848,703,4461,5440,1528,2779,2312,3456,3456,3456,1146,3456,1201,469,2943,552,2836,2943,552,1435,2943,2943,469,1435,708,1927,1435,1813,3522,1920,1435,1435,3522,2352,2943,1435,268
1924,170,3100,703,3272,1758,1320,3191,3191,3191,2422,549,3191,549,549,552,2226,552,5442,1181,2121,2121,858,2583,858,3134,82,3191,3191,608,608,608,2374,2121,858,2121,5093,1815,2121
1925,6281,5284,4719,48,2740,1908,2732,1122,3379,3379,1566,691,1170,2985,2073,86,86,86,86,2082,978,86,610,598,4717,2324,2510,5650,853,817,2324,2510,691,817,86,817,5023,2184
1926,3556,6034,6652,1821,2497,2942,3167,2942,1482,1185,586,2829,919,3144,2721,1832,1059,2220,1996,1059,2527,305,305,586,1010,1996,1996,305,1185,899,1996,1996,586,1185,305,586,899,586
1927,6281,4515,6094,170,2338,448,3132,2671,2026,430,2026,2026,907,2026,2026,2026,2026,119,456,144,907,907,3442,3286,2386,2386,907,3244,2386,2835,2016,3244,907,2386,907,1784,3122,2007
1928,6598,6013,3093,4150,480,6087,764,6969,1103,541,1991,222,691,222,598,222,1163,222,1735,222,222,222,2950,222,587,222,222,3442,3003,222,222,3442,2854,2564,2342,2288,222,222
1929,170,4515,703,1966,420,2843,2963,125,1680,3002,1780,1905,1780,376,1780,532,1031,1780,2657,2657,2843,191,2657,148,2843,551,2843,2386,1076,2522,2966,2843,2386,1076,3348,2843,3348,1076
1930,5391,4272,703,2560,1231,1755,3493,1502,2608,708,3493,3493,1366,419,3493,1933,1933,1591,1933,888,2775,3493,888,419,888,888,888,3045,3045,419,419,419,419,2775,3048,888,419,419
1931,1218,6049,4754,3183,2531,2910,1815,1824,783,170,170,1421,1377,1610,1377,1878,170,564,2034,564,2620,564,564,1369,196,1377,564,340,506,564,2636,2034,3388,3116,2562,1602,1760,3116
1932,6281,6013,6094,1775,433,1918,1726,2177,778,1775,1775,1775,1775,955,2837,1775,553,1834,702,3184,3462,2518,553,3233,2392,2223,118,3115,3462,3115,3150,784,3115,6848,3115,3115,3115,3115
1933,170,4515,3828,4081,1120,5826,2954,321,296,2539,3518,321,3518,3407,3518,1644,13,3315,13,13,2172,2211,185,3407,1796,2172,2539,3315,2539,71,2605,1466,3315,3079,3315,13,2008,71
1934,3283,2708,3147,2663,480,142,1850,2097,3358,3410,1707,1707,400,172,1707,2020,1363,1707,400,2981,1707,278,6884,1707,3363,2020,1586,1707,5845,2018,3481,885,2299,400,2020,2018,400,2243
1935,170,2708,5518,1837,2590,2729,3179,337,2182,337,392,333,337,1678,2644,337,2644,1166,1166,2894,1195,1166,941,3353,2894,286,1166,135,1166,1195,2894,2514,2595,2805,2894,1615,771,941
1936,170,2468,532,1837,779,1267,1255,1999,1466,504,3333,1466,1452,2985,2718,2718,2718,2180,2718,3246,2718,2180,2601,1428,2180,2180,2423,2601,2707,36,36,1333,3475,414,414,2707,2707,2707
1937,1218,4426,3723,715,3187,820,1835,2572,2579,1103,1103,1103,476,2332,2332,2332,2059,1213,2332,2332,3491,2489,2489,2059,2332,1835,2332,35,2489,1213,2319,2333,4106,1213,2489,1213,1213,2489
1938,2062,2848,703,1498,1403,2843,372,286,286,174,174,2820,921,2965,2335,1289,1031,1861,1287,773,1287,781,2965,1389,3093,2965,2965,3143,1427,3093,728,3143,3093,1427,1678,252,1287,1427
1939,170,4931,2118,1837,2338,448,1791,2395,1652,830,1097,1652,1374,1652,2644,680,2644,2644,1259,535,966,1244,553,3006,1526,2644,2910,2644,2644,2644,2531,2644,1842,2910,1354,2644,2135,2644
1940,3432,4765,4000,1821,2248,2872,672,3013,1337,25,3013,1192,550,1482,1426,1832,3144,431,3200,2769,2121,3384,2203,2203,4699,4438,1230,431,1714,2533,3217,3401,16,2091,187,913,1714,943
1941,170,782,5518,1837,2338,4511,596,6126,3970,3970,6126,5816,6126,5816,6126,2547,5133,2547,6126,2547,6126,2547,6126,6126,2547,6126,6126,2547,6126,2547,2547,2547,5186,6126,6126,6126,6126,2547
1942,6281,4515,6094,170,2242,2120,1652,4996,3429,2446,6135,2922,3230,297,1843,950,1599,1415,2095,2917,1715,2095,736,1715,1715,1715,1715,2986,1715,2986,2986,2621,2430,1715,140,2430,1715,140
1943,6598,6013,4719,2656,835,4786,2948,3126,367,1875,1931,5822,749,749,3339,776,2070,2070,4833,6040,612,4833,3201,811,5563,5669,6040,3201,4651,2152,6040,3201,2152,4697,3201,3184,2152,6040
1944,170,4029,5518,1821,1172,3275,1821,3274,5732,3134,3134,3,3176,2643,597,597,3,3,734,597,1388,2655,2171,358,1771,474,2929,358,2171,3230,2220,358,3,2220,1632,1771,1771,597
1945,170,362,3791,715,1687,410,845,1724,1560,1182,2540,1560,385,2496,923,1150,3465,3465,1370,3465,1718,3003,1370,2777,3003,658,1150,800,1885,1370,1947,2508,2777,658,1150,2508,2696,1150
1946,3556,3905,4000,170,717,1918,3384,3578,5732,2362,3320,2159,1081,2362,2333,1348,3033,3033,3317,2540,1187,1775,1187,2823,2333,942,1187,380,929,380,2356,3033,474,784,1046,1187,474,380
1947,948,6408,3131,75,1120,2913,3698,2919,2810,854,2810,5166,356,4231,2835,2416,2416,1008,2810,3306,2522,2416,2157,1986,2157,1025,2416,2810,2810,726,2810,2949,2373,2522,2810,2810,2810,2555
1948,170,3679,703,1837,2578,3379,3477,2230,1315,350,970,1554,2230,2966,2966,2966,2230,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,1661,350,2966,2966,2966
1949,170,4931,4719,5917,835,1460,133,3353,3456,1858,2100,2452,2100,2452,2452,2423,1511,707,250,1318,1511,1511,1701,1701,1511,1511,1511,1511,1701,2550,2550,840,2245,1318,2550,1511,1511,1511
1950,2062,3679,703,1837,355,1345,1398,2268,1014,1345,1014,1014,2016,1345,1464,2922,1064,326,2447,152,152,1464,5017,152,1064,1064,1064,326,1345,1241,1241,742,326,1064,35,1862,35,1862
1951,170,6034,3723,1821,1245,1245,1245,1992,3,1245,1206,163,4882,432,2847,1771,163,432,163,175,163,1981,2518,2860,1771,2223,3174,496,194,942,2223,545,2223,229,1315,5367,1133,640
1952,170,782,2394,5103,501,2942,645,645,2524,3131,2524,3131,2524,964,3131,3131,964,964,645,3131,3131,964,3131,964,3131,2140,964,964,964,964,964,964,964,2500,1067,964,964,964
1953,170,2848,703,170,2134,2045,59,1193,3109,1224,2180,2677,3368,344,1341,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
1954,6281,4290,3004,457,2836,1755,1755,3072,847,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
1955,170,2848,353,135,355,3159,1461,6814,2245,2270,1984,408,753,408,1948,753,408,826,826,826,910,826,826,826,2795,2795,408,600,2309,753,2795,826,2795,2795,826,826,1996,2795
1956,2062,4925,6741,148,1172,3003,1161,2268,4103,1712,1345,2512,2016,1345,2056,1345,471,152,2351,2056,2504,2056,2056,152,152,152,152,152,1345,152,198,152,152,913,3447,152,1345,198
1957,170,2708,780,1984,501,1460,1489,2844,1025,2519,1161,1797,2519,2519,2519,2519,2519,1797,1797,2192,1797,2519,1797,618,1797,1797,2580,1797,1797,6834,1797,2192,1797,5346,1797,1679,5749,1797
1958,170,4515,6094,1877,2885,2606,1999,6168,2758,3005,5477,1526,3005,2530,1299,1526,1887,3005,1887,3005,3416,2369,1887,1812,1812,3484,3484,1887,5218,1812,1812,1812,6679,916,1299,1812,4334,5218
1959,170,2848,2737,608,1779,5679,5737,111,1634,1634,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
1960,6382,4272,4687,2131,1403,2501,2035,904,2361,1547,1637,3000,1332,408,1067,2735,408,2735,1332,2871,6574,642,2733,2810,2735,2871,2735,1763,2871,2810,1804,3826,518,1547,2810,1753,2733,1084
1961,170,4931,4719,720,2338,3438,2779,1781,2087,1110,2677,2642,2642,2642,1110,2843,1223,1511,2677,2677,2677,2677,2677,2677,2910,2910,1018,2031,2677,1223,1223,2677,2677,2910,1166,2677,2677,2677
1962,170,4925,3791,715,474,1198,2429,1976,557,1446,2997,1976,3521,91,897,4221,1489,2997,557,1162,2504,1624,1624,924,3521,1984,806,1208,557,1441,2290,3521,880,3521,2290,1021,1624,3117
1963,6602,4272,5525,5023,3985,3985,1524,3441,663,587,3231,2589,2804,3441,2804,3441,1524,2804,1563,3441,3098,3441,1524,1524,828,3527,3441,1004,2065,1563,3441,1563,1563,1563,1563,1563,1563,1563
1964,6281,1439,1129,4742,87,6527,2779,2564,3456,6995,693,2848,3479,1257,1028,3479,1134,3328,810,810,2854,5513,2854,3328,3456,5581,1959,1959,3456,2707,2340,2854,2854,2340,2340,2854,2340,957
1965,111,3100,1675,1498,1403,1908,2779,1697,3271,2509,1987,2607,113,1269,1987,2607,2607,2607,38,38,2607,1987,1987,1987,1987,1987,1987,1987,1987,2478,2457,3634,2607,1175,1987,1987,1016,4940
1966,170,2894,5364,148,542,926,3221,1165,2279,2664,2664,2664,3405,2279,759,376,2800,2012,1794,3202,2012,2820,3202,2500,3405,3405,2012,2820,1165,854,409,2012,2820,2820,2820,3472,1443,2820
1967,6598,2630,2166,3573,835,1267,2779,5450,5450,2299,6298,1662,15,978,3537,978,1570,2914,1615,1570,2032,1412,528,1412,1412,6030,1412,1412,2032,2299,2299,1412,6030,1412,528,2299,2032,2299
1968,170,6408,703,1837,605,448,3024,5857,2907,1068,2969,134,569,2321,477,2321,1533,2321,442,1533,2969,1533,1533,928,2321,2779,2874,3045,2874,1892,3390,1872,182,1599,2911,3045,3390,182
1969,948,362,3791,5774,2590,5091,2440,1227,656,3607,3330,3330,3330,3138,1877,2379,1877,2154,1877,1018,3092,158,158,158,158,205,158,158,1018,205,158,158,205,158,158,158,158,3297
1970,170,4515,703,148,2923,2615,2853,848,3389,2403,3442,348,3348,1306,2403,430,671,2416,1968,2592,619,619,619,619,619,619,619,2342,619,619,3256,5472,946,3338,3101,1674,2811,4987
1971,1218,6034,4702,5545,448,448,520,2907,2907,3356,2907,448,2532,914,2907,3449,678,1006,3293,1006,3449,2907,1006,1006,1006,3449,3449,2907,2907,3449,3449,2907,3449,1006,2907,2907,1006,3449
1972,948,2708,3825,2372,1231,1298,133,2965,2879,5368,560,1723,3484,1503,3484,2036,3484,3089,1746,2036,1395,1746,1746,3731,1746,728,310,1746,1746,1241,3102,1267,2231,2231,1267,1450,2758,728
1973,2062,4760,4754,170,1820,360,1113,3099,1113,3099,0,3099,2542,126,3099,983,983,983,720,983,1664,983,983,983,983,442,983,983,983,983,983,983,983,983,983,983,983,983
1974,6510,5291,3791,175,2253,2221,322,4407,537,656,1358,6666,2741,2311,1977,1752,4921,714,451,3307,2891,3393,451,158,158,573,451,459,3387,5930,158,158,3145,2707,908,3307,3774,2379
1975,2940,1414,703,1174,1231,1908,652,652,1028,983,551,2033,652,1028,1940,2640,3256,6146,6754,282,1943,3139,2476,3139,3139,1940,2776,2841,2841,2841,1943,2034,3348,1114,1114,1114,282,1114
1976,170,4925,6741,5220,2134,2783,2441,395,1340,1340,1908,3336,1973,1973,3442,2065,2345,1973,3336,1973,2915,3336,2219,3336,407,1459,3442,2848,646,344,1994,3442,1253,646,1253,3442,1493,2258
1977,170,2430,703,1837,2134,1791,2077,3205,1983,2169,430,1791,1255,532,1617,2015,15,2378,1164,4963,1617,1784,1882,3031,1617,1617,407,3031,3099,1027,1617,4963,1027,1027,1027,3099,1617,1591
1978,170,6034,2737,415,1231,605,3001,2135,2135,2135,1877,3278,1877,3490,1686,93,3490,1686,1686,49,224,605,605,605,605,2920,605,605,2416,605,224,2112,605,605,605,2112,2920,1073
1979,1838,4272,1111,2131,542,948,1462,967,3131,3131,904,3131,3075,1831,904,1726,904,1445,1794,1794,1794,1794,1794,1350,3405,3405,1794,1794,1794,1794,1794,3405,3405,1794,1794,926,1794,3405
1980,6281,6886,4719,2798,2885,2456,1592,170,1379,2456,506,83,2055,2042,2055,2191,1911,1911,2887,83,1428,2948,2732,1428,2950,1367,1097,2950,1428,1428,1428,2950,715,395,427,1974,1367,1428
1981,170,4864,3967,3183,448,448,2308,454,2907,458,3024,1060,2809,3024,3024,3024,3024,2809,6,140,2809,2105,2105,703,2809,2578,2105,6454,2809,3108,3024,703,458,458,3397,707,707,458
1982,170,4118,4257,2560,2734,2615,2853,451,1756,451,2853,2853,2853,2853,2853,2853,2853,2853,1036,2853,2853,1833,2719,2190,1833,2853,1036,2190,6286,2190,1833,2233,2190,1833,5129,2673,513,4685
1983,170,782,5518,3491,1231,2101,782,3378,3524,1596,109,599,1172,1172,1856,2472,2606,6395,2019,3341,2019,2369,2019,109,2824,2019,3424,1596,2458,1596,2019,1849,2824,2019,2520,1849,2019,2019
1984,948,4515,1111,2131,1403,2501,311,904,2084,3093,904,1679,2192,2292,2192,2292,640,1895,1895,2391,2207,2292,904,2754,640,4261,3154,2207,1895,1250,2192,5346,488,2207,2207,3501,2207,6743
1985,170,3504,6027,5103,2960,448,1820,2947,3109,1820,1404,483,588,1508,483,3051,3030,4025,201,3030,3030,3030,5949,1508,1508,3030,2552,3030,907,1941,3132,2552,3132,3030,1941,3030,1941,1941
1986,948,2848,4046,170,1231,1282,2779,2737,1431,2779,22,1848,2779,841,2869,2321,2779,2779,2779,2779,3113,1533,456,3390,3390,2779,2874,2779,182,3390,3390,3390,3390,2779,3390,1533,3390,3390
1987,6602,1882,1887,2798,928,2111,367,56,613,613,277,277,4408,4408,2530,2065,1710,2034,2034,1931,1710,2990,1507,1507,3527,3527,1507,2912,3609,1507,2912,2912,3157,2912,2186,166,2912,1471
1988,170,4272,703,135,1231,2208,2673,97,121,3518,1782,2848,1146,2899,398,2608,1977,1643,1782,2642,3413,3413,3178,3413,164,1593,2642,2642,1088,2642,2246,3413,1498,2275,2246,336,164,1593
