ids,epoch_0
2996,585
2997,588
2998,415
2999,828
3000,314
3001,279
3002,71
3003,170
3004,668
3005,308
3006,151
3007,700
3008,8
3009,666
3010,306
3011,408
3012,390
3013,447
3014,198
3015,823
3016,518
3017,450
3018,508
3019,832
3020,433
3021,593
3022,319
3023,105
3024,870
3025,320
3026,394
3027,705
3028,598
3029,754
3030,249
3031,611
3032,397
3033,185
3034,618
3035,47
3036,295
3037,37
3038,702
3039,335
3040,679
3041,214
3042,31
3043,359
3044,478
3045,764
3046,171
3047,559
3048,259
3049,599
3050,816
3051,454
3052,109
3053,234
3054,20
3055,178
3056,378
3057,650
3058,185
3059,18
3060,176
3061,632
3062,521
3063,321
3064,264
3065,212
3066,86
3067,125
3068,244
3069,519
3070,15
3071,272
3072,754
3073,296
3074,45
3075,181
3076,865
3077,536
3078,202
3079,185
3080,832
3081,214
3082,642
3083,350
3084,260
3085,278
3086,300
3087,317
3088,226
3089,718
3090,718
3091,152
3092,27
3093,67
3094,58
3095,430
3096,592
3097,509
3098,253
3099,753
3100,260
3101,363
3102,331
3103,112
3104,493
3105,165
3106,436
3107,7
3108,20
3109,704
3110,361
3111,280
3112,137
3113,191
3114,308
3115,332
3116,15
3117,366
3118,534
3119,848
3120,263
3121,234
3122,258
3123,678
3124,71
3125,787
3126,436
3127,530
3128,390
3129,198
3130,441
3131,339
3132,297
3133,188
3134,273
3135,273
3136,534
3137,277
3138,566
3139,326
3140,12
3141,105
3142,577
3143,335
3144,714
3145,730
3146,400
3147,412
3148,849
3149,176
3150,58
3151,264
3152,423
3153,514
3154,646
3155,200
3156,469
3157,845
3158,733
3159,39
3160,476
3161,27
3162,246
3163,449
3164,535
3165,536
3166,257
3167,766
3168,420
3169,109
3170,736
3171,533
3172,255
3173,143
3174,154
3175,128
3176,474
3177,755
3178,617
3179,143
3180,345
3181,697
3182,372
3183,368
3184,54
3185,801
3186,67
3187,724
3188,281
3189,331
3190,457
3191,390
3192,483
3193,709
3194,119
3195,680
3196,645
3197,784
3198,733
3199,112
3200,650
3201,598
3202,495
3203,404
3204,607
3205,327
3206,718
3207,371
3208,789
3209,763
3210,619
3211,827
3212,706
3213,777
3214,326
3215,9
3216,697
3217,22
3218,110
3219,215
3220,579
3221,841
3222,143
3223,387
3224,530
3225,369
3226,542
3227,3
3228,359
3229,95
3230,156
3231,803
3232,312
3233,95
3234,272
3235,70
3236,130
3237,73
3238,456
3239,449
3240,107
3241,583
3242,232
3243,41
3244,734
3245,172
3246,443
3247,691
3248,455
3249,750
3250,116
3251,58
3252,467
3253,622
3254,50
3255,474
3256,719
3257,230
3258,840
3259,864
3260,811
3261,851
3262,718
3263,362
3264,233
3265,571
3266,143
3267,664
3268,650
3269,19
3270,86
3271,475
3272,45
3273,366
3274,789
3275,74
3276,144
3277,193
3278,372
3279,804
3280,798
3281,202
3282,875
3283,387
3284,543
3285,581
3286,766
3287,233
3288,781
3289,585
3290,240
3291,21
3292,390
3293,804
3294,835
3295,362
3296,334
3297,536
3298,784
3299,362
3300,253
3301,152
3302,372
3303,8
3304,463
3305,413
3306,12
3307,425
3308,437
3309,195
3310,842
3311,249
3312,848
3313,40
3314,747
3315,845
3316,507
3317,806
3318,221
3319,461
3320,63
3321,446
3322,861
3323,226
3324,729
3325,257
3326,286
3327,97
3328,321
3329,632
3330,225
3331,833
3332,850
3333,353
3334,553
3335,543
3336,138
3337,284
3338,101
3339,677
3340,262
3341,849
3342,215
3343,366
3344,824
3345,721
3346,384
3347,320
3348,613
3349,618
3350,627
3351,272
3352,225
3353,811
3354,452
3355,505
3356,212
3357,414
3358,506
3359,71
3360,94
3361,5
3362,33
3363,741
3364,156
3365,872
3366,258
3367,459
3368,255
3369,128
3370,126
3371,192
3372,829
3373,181
3374,699
3375,363
3376,294
3377,194
3378,443
3379,781
3380,272
3381,504
3382,385
3383,656
3384,210
3385,310
3386,212
3387,251
3388,652
3389,536
3390,535
3391,793
3392,577
3393,350
3394,860
3395,121
3396,738
3397,686
3398,722
3399,699
3400,238
3401,190
3402,6
3403,554
3404,380
3405,588
3406,664
3407,486
3408,793
3409,416
3410,105
3411,830
3412,711
3413,736
3414,736
3415,763
3416,322
3417,137
3418,412
3419,567
3420,703
3421,377
3422,168
3423,679
3424,740
3425,338
3426,813
3427,689
3428,551
3429,322
3430,809
3431,774
3432,380
3433,135
3434,247
3435,482
3436,394
3437,515
3438,335
3439,589
3440,17
3441,231
3442,177
3443,490
3444,677
3445,861
3446,129
3447,87
3448,333
3449,83
3450,263
3451,296
3452,287
3453,121
3454,639
3455,307
3456,828
3457,865
3458,476
3459,353
3460,129
3461,251
3462,108
3463,500
3464,752
3465,820
3466,294
3467,400
3468,627
3469,110
3470,42
3471,314
3472,519
3473,79
3474,377
3475,139
3476,839
3477,110
3478,827
3479,814
3480,105
3481,754
3482,379
3483,466
3484,391
3485,40
3486,298
3487,45
3488,775
3489,249
3490,199
3491,376
3492,66
3493,264
3494,743
3495,593
3496,307
3497,799
3498,822
3499,759
3500,423
3501,274
3502,2
3503,190
3504,367
3505,74
3506,362
3507,375
3508,15
3509,84
3510,543
3511,255
3512,298
3513,568
3514,272
3515,130
3516,664
3517,329
3518,65
3519,287
3520,63
3521,221
3522,113
3523,735
3524,353
3525,875
3526,138
3527,379
3528,385
3529,40
3530,804
3531,79
3532,192
3533,606
3534,441
3535,357
3536,232
3537,563
3538,458
3539,21
3540,511
3541,873
3542,171
3543,521
3544,508
3545,308
3546,21
3547,64
3548,697
3549,825
3550,653
3551,719
3552,624
3553,31
3554,16
3555,523
3556,331
3557,467
3558,81
3559,871
3560,692
3561,488
3562,678
3563,508
3564,415
3565,607
3566,439
3567,556
3568,338
3569,511
3570,61
3571,412
3572,834
3573,140
3574,558
3575,656
3576,173
3577,220
3578,221
3579,192
3580,647
3581,147
3582,444
3583,340
3584,360
3585,191
3586,673
3587,140
3588,706
3589,426
3590,524
3591,775
3592,518
3593,226
3594,187
3595,77
3596,59
3597,525
3598,822
3599,815
3600,577
3601,505
3602,371
3603,617
3604,365
3605,9
3606,744
3607,318
3608,349
3609,350
3610,825
3611,542
3612,233
3613,703
3614,173
3615,363
3616,828
3617,574
3618,406
3619,696
3620,434
3621,12
3622,340
3623,150
3624,423
3625,641
3626,234
3627,503
3628,769
3629,638
3630,376
3631,387
3632,9
3633,163
3634,724
3635,425
3636,306
3637,637
3638,255
3639,351
3640,195
3641,202
3642,657
3643,361
3644,535
3645,252
3646,607
3647,501
3648,501
3649,482
3650,238
3651,667
3652,45
3653,866
3654,583
3655,699
3656,555
3657,656
3658,380
3659,167
3660,251
3661,673
3662,347
3663,209
3664,325
3665,267
3666,752
3667,326
3668,506
3669,506
3670,207
3671,654
3672,295
3673,624
3674,657
3675,635
3676,781
3677,468
3678,554
3679,588
3680,635
3681,518
3682,494
3683,167
3684,390
3685,875
3686,801
3687,356
3688,534
3689,782
3690,86
3691,148
3692,284
3693,698
3694,595
3695,539
3696,779
3697,706
3698,496
3699,817
3700,587
3701,223
3702,275
3703,66
3704,196
3705,487
3706,540
3707,326
3708,544
3709,12
3710,837
3711,40
3712,423
3713,152
3714,357
3715,673
3716,586
3717,144
3718,208
3719,383
3720,530
3721,499
3722,866
3723,802
3724,567
3725,101
3726,601
3727,568
3728,541
3729,195
3730,451
3731,495
3732,743
3733,449
3734,540
3735,398
3736,144
3737,349
3738,260
3739,777
3740,174
3741,733
3742,16
3743,673
3744,33
3745,551
3746,57
3747,99
3748,259
3749,374
3750,223
3751,771
3752,469
3753,424
3754,840
3755,354
3756,64
3757,19
3758,509
3759,507
3760,467
3761,323
3762,477
3763,280
3764,130
3765,214
3766,35
3767,665
3768,368
3769,14
3770,287
3771,722
3772,862
3773,148
3774,73
3775,320
3776,415
3777,811
3778,529
3779,22
3780,232
3781,519
3782,223
3783,111
3784,212
3785,74
3786,196
3787,613
3788,41
3789,769
3790,587
3791,614
3792,388
3793,559
3794,672
3795,827
3796,335
3797,246
3798,192
3799,63
3800,439
3801,426
3802,272
3803,604
3804,267
3805,824
3806,95
3807,253
3808,669
3809,125
3810,250
3811,795
3812,15
3813,796
3814,382
3815,619
3816,252
3817,402
3818,684
3819,759
3820,66
3821,181
3822,389
3823,254
3824,810
3825,771
3826,490
3827,797
3828,511
3829,636
3830,437
3831,151
3832,187
3833,495
3834,349
3835,369
3836,746
3837,144
3838,867
3839,669
3840,224
3841,37
3842,143
3843,721
3844,148
3845,53
3846,564
3847,282
3848,309
3849,691
3850,465
3851,71
3852,260
3853,713
3854,583
3855,613
3856,655
3857,671
3858,771
3859,685
3860,412
3861,684
3862,445
3863,699
3864,576
3865,145
3866,107
3867,347
3868,187
3869,687
3870,673
3871,763
3872,232
3873,836
3874,852
3875,191
3876,85
3877,816
3878,614
3879,529
3880,847
3881,19
3882,330
3883,27
3884,309
3885,571
3886,866
3887,180
3888,467
3889,298
3890,246
3891,866
3892,219
3893,723
3894,516
3895,394
3896,294
3897,34
3898,656
3899,776
3900,640
3901,268
3902,222
3903,724
3904,298
3905,362
3906,407
3907,60
3908,703
3909,875
3910,406
3911,642
3912,101
3913,556
3914,7
3915,341
3916,353
3917,496
3918,150
3919,9
3920,820
3921,642
3922,569
3923,17
3924,739
3925,473
3926,196
3927,345
3928,520
3929,446
3930,684
3931,452
3932,165
3933,84
3934,317
3935,535
3936,403
3937,235
3938,45
3939,31
3940,368
3941,416
3942,220
3943,548
3944,754
3945,493
3946,287
3947,9
3948,860
3949,34
3950,150
3951,314
3952,158
3953,294
3954,733
3955,741
3956,358
3957,469
3958,31
3959,3
3960,636
3961,531
3962,60
3963,551
3964,564
3965,17
3966,804
3967,543
3968,209
3969,314
3970,336
3971,173
3972,676
3973,257
3974,413
3975,611
3976,273
3977,386
3978,94
3979,486
3980,490
3981,197
3982,668
3983,733
3984,307
3985,402
3986,255
3987,810
3988,590
3989,579
3990,559
3991,240
3992,71
3993,272
3994,254
3995,325
3996,746
3997,317
3998,804
3999,695
4000,137
4001,770
4002,346
4003,146
4004,404
4005,120
4006,350
4007,501
4008,39
4009,669
4010,215
4011,144
4012,308
4013,496
4014,844
4015,140
4016,244
4017,858
4018,125
4019,188
4020,271
4021,840
4022,525
4023,713
4024,119
4025,696
4026,608
4027,832
4028,313
4029,833
4030,166
4031,329
4032,419
4033,288
4034,292
4035,587
4036,10
4037,62
4038,814
4039,316
4040,499
4041,748
4042,695
4043,121
4044,523
4045,457
4046,107
4047,202
4048,687
4049,506
4050,91
4051,691
4052,353
4053,92
4054,129
4055,467
4056,389
4057,491
4058,90
4059,317
4060,326
4061,37
4062,668
4063,847
4064,856
4065,211
4066,21
4067,736
4068,530
4069,640
4070,716
4071,771
4072,788
4073,618
4074,801
4075,274
4076,31
4077,674
4078,684
4079,160
4080,436
4081,134
4082,488
4083,709
4084,512
4085,858
4086,716
4087,583
4088,92
4089,124
4090,618
4091,611
4092,828
4093,165
4094,67
4095,729
4096,26
4097,321
4098,72
4099,736
4100,379
4101,176
4102,261
4103,642
4104,40
4105,65
4106,595
4107,665
4108,369
4109,865
4110,759
4111,753
4112,133
4113,665
4114,218
4115,212
4116,144
4117,755
4118,857
4119,677
4120,252
4121,385
4122,63
4123,198
4124,269
4125,62
4126,371
4127,817
4128,371
4129,512
4130,720
4131,425
4132,752
4133,511
4134,767
4135,30
4136,508
4137,798
4138,692
4139,665
4140,763
4141,10
4142,627
4143,755
4144,537
4145,722
4146,379
4147,173
4148,846
4149,338
4150,571
4151,325
4152,261
4153,444
4154,466
4155,633
4156,37
4157,368
4158,215
4159,832
4160,620
4161,225
4162,556
4163,325
4164,86
4165,763
4166,8
4167,210
4168,387
4169,693
4170,822
4171,729
4172,111
4173,318
4174,636
4175,542
4176,433
4177,837
4178,305
4179,240
4180,771
4181,421
4182,718
4183,292
4184,508
4185,453
4186,305
4187,59
4188,229
4189,530
4190,247
4191,39
4192,260
4193,634
4194,174
4195,79
4196,182
4197,370
4198,799
4199,16
4200,0
4201,406
4202,276
4203,87
4204,259
4205,15
4206,250
4207,444
4208,88
4209,400
4210,317
4211,386
4212,875
4213,497
4214,349
4215,168
4216,682
4217,736
4218,144
4219,573
4220,98
4221,326
4222,318
4223,599
4224,260
4225,418
4226,380
4227,65
4228,690
4229,407
4230,611
4231,571
4232,167
4233,73
4234,166
4235,542
4236,358
4237,143
4238,808
4239,378
4240,581
4241,179
4242,576
4243,160
4244,822
4245,527
4246,14
4247,86
4248,525
4249,357
4250,400
4251,870
4252,565
4253,182
4254,319
4255,489
4256,143
4257,453
4258,543
4259,683
4260,602
4261,781
4262,208
4263,255
4264,374
4265,303
4266,769
4267,796
4268,182
4269,92
4270,366
4271,654
4272,496
4273,192
4274,124
4275,158
4276,334
4277,562
4278,868
4279,97
4280,50
4281,439
4282,97
4283,866
4284,505
4285,270
4286,478
4287,387
4288,304
4289,574
4290,557
4291,75
4292,113
4293,154
4294,207
4295,692
4296,129
4297,853
4298,338
4299,309
4300,525
4301,610
4302,71
4303,678
4304,365
4305,72
4306,614
4307,379
4308,724
4309,306
4310,856
4311,746
4312,468
4313,684
4314,849
4315,437
4316,842
4317,516
4318,195
4319,756
4320,381
4321,511
4322,639
4323,530
4324,356
4325,587
4326,339
4327,491
4328,764
4329,804
4330,557
4331,202
4332,491
4333,317
4334,664
4335,73
4336,573
4337,368
4338,82
4339,453
4340,567
4341,766
4342,792
4343,458
4344,844
4345,102
4346,468
4347,709
4348,292
4349,83
4350,191
4351,129
4352,22
4353,559
4354,478
4355,349
4356,653
4357,321
4358,845
4359,667
4360,198
4361,208
4362,83
4363,479
4364,65
4365,256
4366,70
4367,628
4368,326
4369,119
4370,664
4371,600
4372,194
4373,415
4374,613
4375,32
4376,212
4377,667
4378,106
4379,752
4380,620
4381,859
4382,595
4383,231
4384,476
4385,121
4386,95
4387,279
4388,638
4389,3
4390,391
4391,400
4392,27
4393,535
4394,842
4395,336
4396,526
4397,406
4398,260
4399,136
4400,306
4401,202
4402,791
4403,156
4404,211
4405,250
4406,105
4407,637
4408,647
4409,216
4410,79
4411,380
4412,384
4413,66
4414,275
4415,105
4416,207
4417,389
4418,82
4419,268
4420,840
4421,718
4422,280
4423,516
4424,9
4425,375
4426,651
4427,208
4428,569
4429,16
4430,716
4431,347
4432,805
4433,639
4434,350
4435,675
4436,109
4437,616
4438,602
4439,39
4440,690
4441,344
4442,65
4443,205
4444,824
4445,505
4446,768
4447,627
4448,140
4449,45
4450,819
4451,527
4452,493
4453,133
4454,518
4455,71
4456,179
4457,210
4458,300
4459,383
4460,811
4461,39
4462,465
4463,478
4464,341
4465,636
4466,105
4467,282
4468,204
4469,234
4470,24
4471,557
4472,380
4473,265
4474,114
4475,669
4476,448
4477,707
4478,105
4479,231
4480,223
4481,204
4482,45
4483,299
4484,689
4485,174
4486,305
4487,163
4488,73
4489,73
4490,144
4491,751
4492,858
4493,139
4494,301
4495,297
4496,223
4497,837
4498,257
4499,617
4500,58
4501,624
4502,455
4503,781
4504,443
4505,461
4506,316
4507,128
4508,692
4509,520
4510,803
4511,822
4512,421
4513,155
4514,298
4515,771
4516,840
4517,105
4518,433
4519,334
4520,802
4521,259
4522,136
4523,825
4524,569
4525,200
4526,376
4527,571
4528,489
4529,192
4530,651
4531,394
4532,128
4533,458
4534,24
4535,328
4536,317
4537,694
4538,415
4539,647
4540,741
4541,77
4542,660
4543,243
4544,404
4545,364
4546,375
4547,506
4548,568
4549,76
4550,255
4551,761
4552,113
4553,345
4554,332
4555,845
4556,91
4557,564
4558,261
4559,375
4560,752
4561,600
4562,374
4563,78
4564,126
4565,781
4566,666
4567,337
4568,697
4569,583
4570,846
4571,274
4572,763
4573,714
4574,384
4575,851
4576,620
4577,210
4578,154
4579,138
4580,264
4581,272
4582,236
4583,360
4584,433
4585,704
4586,748
4587,625
4588,294
4589,295
4590,733
4591,80
4592,310
4593,147
4594,660
4595,437
4596,505
4597,48
4598,163
4599,416
4600,377
4601,467
4602,741
4603,660
4604,122
4605,371
4606,405
4607,726
4608,686
4609,66
4610,420
4611,561
4612,771
4613,382
4614,660
4615,76
4616,657
4617,387
4618,756
4619,490
4620,753
4621,94
4622,781
4623,57
4624,52
4625,513
4626,508
4627,344
4628,144
4629,816
4630,684
4631,794
4632,232
4633,213
4634,303
4635,650
4636,110
4637,225
4638,489
4639,193
4640,207
4641,92
4642,458
4643,113
4644,710
4645,854
4646,369
4647,734
4648,712
4649,45
4650,83
4651,834
4652,43
4653,637
4654,131
4655,713
4656,561
4657,306
4658,567
4659,209
4660,629
4661,178
4662,643
4663,417
4664,583
4665,689
4666,669
4667,62
4668,305
4669,682
4670,657
4671,544
4672,602
4673,586
4674,262
4675,521
4676,392
4677,283
4678,107
4679,92
4680,833
4681,350
4682,874
4683,854
4684,370
4685,279
4686,723
4687,653
4688,610
4689,178
4690,293
4691,68
4692,350
4693,214
4694,496
4695,668
4696,202
4697,227
4698,393
4699,97
4700,0
4701,366
4702,524
4703,71
4704,652
4705,581
4706,309
4707,97
4708,55
4709,534
4710,207
4711,161
4712,557
4713,251
4714,129
4715,73
4716,267
4717,194
4718,436
4719,678
4720,250
4721,280
4722,138
4723,855
4724,292
4725,701
4726,2
4727,779
4728,179
4729,597
4730,761
4731,212
4732,872
4733,522
4734,32
4735,17
4736,295
4737,17
4738,253
4739,822
4740,477
4741,724
4742,394
4743,34
4744,546
4745,724
4746,774
4747,869
4748,542
4749,353
4750,78
4751,140
4752,402
4753,586
4754,161
4755,515
4756,237
4757,173
4758,154
4759,208
4760,583
4761,143
4762,436
4763,452
4764,414
4765,360
4766,452
4767,67
4768,60
4769,296
4770,646
4771,113
4772,288
4773,475
4774,51
4775,387
4776,518
4777,316
4778,760
4779,635
4780,654
4781,158
4782,135
4783,228
4784,500
4785,356
4786,649
4787,4
4788,801
4789,442
4790,138
4791,401
4792,716
4793,614
4794,208
4795,87
4796,484
4797,393
4798,290
4799,565
4800,232
4801,717
4802,289
4803,362
4804,367
4805,362
4806,663
4807,860
4808,710
4809,673
4810,266
4811,619
4812,436
4813,585
4814,66
4815,521
4816,729
4817,583
4818,507
4819,456
4820,375
4821,461
4822,730
4823,702
4824,19
4825,854
4826,65
4827,622
4828,278
4829,342
4830,560
4831,54
4832,35
4833,770
4834,600
4835,673
4836,787
4837,527
4838,874
4839,130
4840,487
4841,385
4842,461
4843,297
4844,581
4845,482
4846,110
4847,174
4848,267
4849,424
4850,202
4851,261
4852,608
4853,866
4854,653
4855,206
4856,338
4857,405
4858,365
4859,71
4860,487
4861,392
4862,803
4863,714
4864,763
4865,371
4866,77
4867,144
4868,615
4869,601
4870,133
4871,15
4872,512
4873,458
4874,437
4875,191
4876,345
4877,449
4878,840
4879,35
4880,812
4881,827
4882,350
4883,536
4884,774
4885,155
4886,527
4887,781
4888,423
4889,260
4890,398
4891,161
4892,376
4893,59
4894,255
4895,36
4896,715
4897,316
4898,35
4899,733
4900,186
4901,390
4902,73
4903,654
4904,57
4905,411
4906,478
4907,835
4908,348
4909,661
4910,25
4911,584
4912,874
4913,603
4914,780
4915,828
4916,71
4917,372
4918,215
4919,602
4920,535
4921,126
4922,270
4923,840
4924,269
4925,482
4926,150
4927,498
4928,444
4929,193
4930,375
4931,369
4932,234
4933,866
4934,466
4935,197
4936,353
4937,671
4938,321
4939,752
4940,823
4941,771
4942,676
4943,514
4944,690
4945,420
4946,243
4947,784
4948,37
4949,543
4950,680
4951,368
4952,653
4953,553
4954,280
4955,389
4956,119
4957,858
4958,376
4959,412
4960,102
4961,303
4962,256
4963,323
4964,591
4965,212
4966,719
4967,651
4968,65
4969,574
4970,570
4971,751
4972,422
4973,647
4974,655
4975,741
4976,103
4977,735
4978,395
4979,472
4980,119
4981,751
4982,26
4983,449
4984,1
4985,39
4986,310
4987,108
4988,470
4989,279
4990,398
4991,771
4992,288
4993,148
4994,811
4995,391
4996,874
4997,771
4998,196
4999,420
5000,267
5001,511
5002,366
5003,267
5004,467
5005,193
5006,382
5007,66
5008,703
5009,16
5010,491
5011,659
5012,456
5013,592
5014,820
5015,325
5016,405
5017,591
5018,692
5019,16
5020,258
5021,155
5022,228
5023,244
5024,741
5025,282
5026,42
5027,467
5028,378
5029,331
5030,579
5031,617
5032,158
5033,582
5034,20
5035,704
5036,830
5037,150
5038,206
5039,51
5040,150
5041,815
5042,79
5043,363
5044,27
5045,840
5046,777
5047,817
5048,155
5049,575
5050,244
5051,436
5052,296
5053,67
5054,32
5055,32
5056,31
5057,554
5058,298
5059,68
5060,668
5061,599
5062,474
5063,32
5064,557
5065,797
5066,137
5067,341
5068,131
5069,113
5070,480
5071,287
5072,16
5073,169
5074,277
5075,40
5076,420
5077,519
5078,402
5079,720
5080,644
5081,113
5082,583
5083,434
5084,342
5085,211
5086,2
5087,586
5088,371
5089,246
5090,591
5091,268
5092,684
5093,874
5094,345
5095,645
5096,10
5097,354
5098,176
5099,671
5100,80
5101,699
5102,385
5103,696
5104,495
5105,489
5106,46
5107,752
5108,413
5109,146
5110,681
5111,98
5112,255
5113,724
5114,279
5115,802
5116,833
5117,148
5118,862
5119,404
5120,669
5121,714
5122,595
5123,518
5124,861
5125,857
5126,421
5127,668
5128,325
5129,87
5130,296
5131,399
5132,316
5133,313
5134,704
5135,842
5136,713
5137,405
5138,297
5139,67
5140,691
5141,776
5142,167
5143,247
5144,309
5145,416
5146,513
5147,873
5148,31
5149,326
5150,262
5151,65
5152,307
5153,366
5154,615
5155,439
5156,640
5157,508
5158,751
5159,444
5160,146
5161,202
5162,606
5163,110
5164,120
5165,434
5166,744
5167,269
5168,300
5169,363
5170,145
5171,826
5172,757
5173,283
5174,374
5175,37
5176,194
5177,146
5178,469
5179,76
5180,173
5181,402
5182,643
5183,210
5184,41
5185,351
5186,708
5187,354
5188,207
5189,22
5190,684
5191,39
5192,85
5193,473
5194,113
5195,349
5196,489
5197,37
5198,351
5199,267
5200,517
5201,754
5202,154
5203,753
5204,450
5205,105
5206,214
5207,817
5208,452
5209,542
5210,814
5211,302
5212,485
5213,841
5214,268
5215,45
5216,455
5217,597
5218,163
5219,92
5220,776
5221,63
5222,382
5223,664
5224,734
5225,246
5226,695
5227,173
5228,534
5229,452
5230,780
5231,122
5232,341
5233,11
5234,739
5235,32
5236,835
5237,263
5238,98
5239,748
5240,205
5241,211
5242,581
5243,102
5244,447
5245,273
5246,41
5247,163
5248,159
5249,647
5250,204
5251,617
5252,71
5253,283
5254,19
5255,390
5256,624
5257,519
5258,363
5259,328
5260,369
5261,266
5262,412
5263,799
5264,371
5265,392
5266,297
5267,221
5268,68
5269,400
5270,798
5271,197
5272,160
5273,585
5274,162
5275,421
5276,526
5277,22
5278,310
5279,522
5280,205
5281,501
5282,435
5283,557
5284,442
5285,345
5286,32
5287,287
5288,424
5289,165
5290,435
5291,804
5292,135
5293,366
5294,73
5295,234
5296,384
5297,418
5298,386
5299,21
5300,389
5301,318
5302,296
5303,316
5304,193
5305,841
5306,318
5307,62
5308,363
5309,11
5310,195
5311,326
5312,253
5313,868
5314,59
5315,98
5316,718
5317,326
5318,572
5319,5
5320,863
5321,351
5322,179
5323,667
5324,863
5325,282
5326,731
5327,866
5328,154
5329,795
5330,86
5331,288
5332,156
5333,457
5334,455
5335,278
5336,345
5337,484
5338,525
5339,840
5340,15
5341,8
5342,722
5343,660
5344,11
5345,368
5346,272
5347,511
5348,78
5349,420
5350,192
5351,47
5352,643
5353,247
5354,562
5355,260
5356,651
5357,143
5358,874
5359,135
5360,373
5361,643
5362,146
5363,517
5364,397
5365,840
5366,131
5367,58
5368,381
5369,14
5370,253
5371,214
5372,107
5373,720
5374,555
5375,78
5376,90
5377,166
5378,842
5379,102
5380,190
5381,211
5382,279
5383,198
5384,373
5385,566
5386,424
5387,140
5388,714
5389,331
5390,415
5391,263
5392,58
5393,482
5394,389
5395,55
5396,697
5397,745
5398,862
5399,404
5400,815
5401,124
5402,780
5403,394
5404,384
5405,152
5406,45
5407,556
5408,339
5409,70
5410,709
5411,418
5412,601
5413,323
5414,262
5415,378
5416,205
5417,770
5418,156
5419,140
5420,216
5421,371
5422,247
5423,71
5424,12
5425,322
5426,275
5427,83
5428,774
5429,400
5430,696
5431,561
5432,733
5433,689
5434,761
5435,650
5436,360
5437,569
5438,297
5439,154
5440,695
5441,114
5442,415
5443,610
5444,289
5445,216
5446,52
5447,403
5448,196
5449,562
5450,9
5451,718
5452,358
5453,266
5454,59
5455,690
5456,173
5457,706
5458,71
5459,506
5460,350
5461,666
5462,818
5463,331
5464,690
5465,431
5466,167
5467,137
5468,709
5469,622
5470,324
5471,532
5472,867
5473,71
5474,65
5475,816
5476,140
5477,220
5478,353
5479,322
5480,488
5481,378
5482,75
5483,839
5484,456
5485,228
5486,318
5487,53
5488,735
5489,7
5490,345
5491,55
5492,361
5493,535
5494,43
5495,29
5496,326
5497,267
5498,505
5499,317
5500,685
5501,850
5502,827
5503,382
5504,566
5505,64
5506,11
5507,844
5508,127
5509,163
5510,156
5511,76
5512,384
5513,155
5514,39
5515,491
5516,163
5517,424
5518,714
5519,408
5520,67
5521,77
5522,47
5523,109
5524,493
5525,620
5526,233
5527,307
5528,824
5529,278
5530,26
5531,42
5532,858
5533,226
5534,70
5535,250
5536,404
5537,732
5538,714
5539,571
5540,657
5541,63
5542,533
5543,463
5544,572
5545,608
5546,486
5547,841
5548,531
5549,6
5550,363
5551,404
5552,366
5553,208
5554,163
5555,521
5556,182
5557,694
5558,431
5559,804
5560,657
5561,196
5562,361
5563,76
5564,599
5565,326
5566,501
5567,875
5568,62
5569,811
5570,211
5571,110
5572,568
5573,357
5574,369
5575,257
5576,210
5577,633
5578,279
5579,525
5580,787
5581,602
5582,496
5583,257
5584,451
5585,507
5586,818
5587,411
5588,592
5589,42
5590,407
5591,40
5592,591
5593,184
5594,385
5595,380
5596,449
5597,204
5598,31
5599,712
5600,430
5601,665
5602,446
5603,344
5604,394
5605,697
5606,212
5607,217
5608,370
5609,806
5610,155
5611,244
5612,406
5613,279
5614,390
5615,338
5616,22
5617,121
5618,570
5619,801
5620,331
5621,98
5622,214
5623,749
5624,857
5625,595
5626,385
5627,112
5628,232
5629,729
5630,474
5631,326
5632,527
5633,683
5634,721
5635,705
5636,845
5637,325
5638,367
5639,367
5640,64
5641,423
5642,870
5643,792
5644,603
5645,380
5646,319
5647,501
5648,574
5649,329
5650,439
5651,94
5652,85
5653,621
5654,190
5655,10
5656,197
5657,380
5658,308
5659,165
5660,411
5661,288
5662,392
5663,866
5664,850
5665,470
5666,815
5667,844
5668,110
5669,128
5670,55
5671,199
5672,377
5673,65
5674,568
5675,804
5676,306
5677,613
5678,831
5679,863
5680,740
5681,246
5682,586
5683,172
5684,58
5685,332
5686,411
5687,59
5688,298
5689,394
5690,325
5691,772
5692,684
5693,98
5694,590
5695,199
5696,735
5697,866
5698,433
5699,403
5700,820
5701,712
5702,331
5703,848
5704,273
5705,344
5706,275
5707,165
5708,296
5709,152
5710,67
5711,706
5712,587
5713,816
5714,98
5715,122
5716,9
5717,553
5718,867
5719,567
5720,592
5721,636
5722,869
5723,387
5724,3
5725,187
5726,28
5727,202
5728,394
5729,858
5730,796
5731,10
5732,7
5733,314
5734,436
5735,41
5736,129
5737,19
5738,250
5739,226
5740,480
5741,618
5742,307
5743,677
5744,796
5745,500
5746,839
5747,360
5748,792
5749,543
5750,727
5751,360
5752,293
5753,617
5754,555
5755,58
5756,126
5757,495
5758,76
5759,139
5760,288
5761,532
5762,555
5763,463
5764,424
5765,752
5766,684
5767,94
5768,180
5769,515
5770,668
5771,293
5772,170
5773,95
5774,619
5775,330
5776,449
5777,798
5778,255
5779,648
5780,628
5781,856
5782,206
5783,365
5784,136
5785,366
5786,417
5787,206
5788,122
5789,718
5790,377
5791,40
5792,815
5793,62
