ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62
4484,313,249,437,159,144,308,253,526,757,110,203,214,110,338,288,101,338,124,5,203,757,337,191,292,105,414,306,288,392,110,5,245,292,306,172,292,306,167,159,245,245,110,396,292,144,110,292,144,144,167,5,376,5,5,167,292,292,5,376,30,292,243,175
4485,300,114,225,277,59,648,103,281,335,260,283,199,199,225,384,371,386,127,266,127,435,407,283,283,109,60,349,194,194,122,304,304,130,130,304,199,304,402,199,19,274,373,304,158,158,304,236,311,373,46,373,349,199,373,60,60,349,60,60,239,135,60,60
4486,144,99,59,59,59,251,71,79,71,160,126,361,305,272,305,126,305,26,309,22,305,305,68,22,136,68,305,305,423,361,296,305,305,305,305,305,305,305,187,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305
4487,59,78,59,59,222,187,436,207,267,359,163,347,163,260,138,237,413,413,161,161,138,161,163,413,413,161,161,163,163,98,163,98,163,163,413,161,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,413,163,163,163,163,163,413,163,163,163
4488,59,59,59,99,99,326,288,43,197,404,4,326,325,117,117,325,325,128,267,267,128,128,108,128,128,325,267,128,325,267,267,128,128,326,267,128,326,128,326,128,128,128,325,128,73,384,326,326,128,325,128,128,128,128,267,326,326,128,128,417,417,417,417
4489,59,166,59,59,144,832,524,138,418,321,392,197,362,0,23,196,197,23,112,120,321,197,353,254,212,307,197,212,76,353,307,317,317,353,433,307,76,154,307,112,154,154,76,76,51,112,112,76,76,353,353,307,307,118,307,23,118,307,317,307,76,154,307
4490,258,275,264,264,4,522,542,269,267,151,37,75,434,368,324,210,365,73,75,75,75,73,73,75,75,244,75,75,244,48,75,75,401,48,342,73,244,94,94,48,318,244,342,244,74,73,244,73,74,244,244,94,74,74,48,74,74,401,75,73,73,73,73
4491,280,254,278,394,296,595,771,684,674,533,620,288,510,387,264,280,387,280,207,387,83,278,247,41,264,280,264,228,280,95,280,264,228,280,280,264,41,264,228,264,280,280,338,338,170,280,280,280,280,156,87,280,280,203,280,280,203,203,280,156,280,280,280
4492,131,232,480,99,359,295,421,819,223,258,351,86,223,359,359,351,223,305,359,223,190,22,223,126,223,223,223,223,223,223,390,309,280,22,223,22,190,190,296,190,190,223,223,223,223,223,190,190,280,190,190,280,190,280,190,289,359,190,223,22,280,22,280
4493,119,238,562,85,59,293,551,872,191,378,338,405,55,391,98,90,164,344,432,196,196,106,106,365,234,365,365,365,53,283,406,314,217,314,314,234,314,188,314,234,53,365,197,406,365,365,365,106,365,314,365,365,314,365,365,188,217,200,188,283,217,314,217
4494,59,99,59,59,99,607,237,655,274,832,47,378,397,167,167,392,391,399,392,167,418,15,15,418,226,245,15,245,245,392,92,167,392,392,226,392,15,226,167,250,245,392,392,392,245,392,167,392,392,392,226,226,101,392,226,226,167,167,392,392,167,167,167
4495,59,59,59,99,278,207,827,706,297,724,425,867,278,278,180,97,297,297,297,297,80,208,87,294,203,297,87,87,297,297,297,87,87,294,87,297,87,87,297,87,297,87,297,297,297,87,406,297,87,87,297,297,87,87,297,297,297,297,297,297,297,297,87
4496,59,59,99,59,59,430,399,8,138,365,37,78,286,242,300,150,163,145,238,369,144,238,98,64,8,238,64,237,237,237,144,260,138,64,260,237,237,237,64,237,144,260,144,260,237,260,129,260,179,237,144,144,240,188,237,144,237,261,144,179,144,237,237
4497,59,59,59,59,176,867,594,407,371,363,355,252,252,258,67,389,60,220,54,180,46,386,283,266,304,304,180,81,130,270,270,220,46,81,194,46,270,177,283,194,116,270,46,116,116,283,33,283,283,283,116,116,116,283,116,283,211,116,116,116,116,283,283
4498,144,218,142,319,59,122,666,229,234,70,139,356,158,165,295,48,383,36,282,231,274,383,390,295,231,231,295,14,274,130,54,356,282,231,402,231,152,231,402,402,295,141,231,231,252,402,402,122,402,402,383,295,121,402,160,26,160,402,141,141,122,121,252
4499,277,272,143,59,59,350,368,765,46,127,351,190,216,338,35,192,113,109,109,350,109,113,350,109,192,113,350,350,296,350,350,266,389,389,350,389,208,350,389,389,389,350,350,350,350,208,208,350,350,350,208,350,350,350,127,389,350,350,350,350,350,350,350
4500,67,59,59,59,616,865,85,266,223,239,331,187,390,187,143,421,311,309,351,305,285,26,68,363,296,305,424,126,296,296,361,253,361,22,68,22,359,361,296,382,68,253,68,333,22,333,22,305,359,361,333,22,68,359,424,148,361,361,361,22,305,148,305
4501,99,72,59,99,599,316,100,167,474,329,268,120,386,392,197,416,21,21,21,696,47,353,205,353,416,429,412,21,353,181,12,44,313,353,353,353,353,96,205,205,12,411,47,353,353,353,432,418,353,353,353,353,345,353,65,353,313,411,377,44,411,254,44
4502,59,59,59,59,297,394,840,323,152,59,363,152,257,435,435,158,428,143,60,158,137,275,158,402,158,152,158,152,152,152,349,349,71,158,152,158,152,158,152,349,428,152,152,158,349,158,435,137,137,152,152,26,349,158,158,355,435,155,137,152,137,349,26
4503,59,59,59,59,99,95,79,309,406,137,252,187,187,148,158,421,79,390,424,355,351,79,390,79,390,143,390,143,390,390,390,79,390,402,71,275,402,390,79,275,71,275,71,275,71,275,71,79,275,275,390,275,275,79,390,390,275,71,275,79,79,71,390
4504,59,59,59,59,99,815,823,351,162,309,211,199,374,225,374,263,107,24,375,64,93,375,337,175,32,159,247,32,32,367,179,243,243,422,7,78,126,436,422,380,32,398,126,422,422,422,126,422,422,422,422,398,422,207,422,207,207,207,398,207,207,207,207
4505,272,166,300,40,59,98,770,38,496,832,224,138,433,416,416,197,416,833,386,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,101,101,416,101,416,416,416,47,416,416,416,416,191,416,416,416,416,416,416,47,416,416
4506,359,317,162,59,136,259,254,200,400,51,200,185,125,318,298,298,268,298,318,325,318,298,268,268,298,318,298,173,298,268,268,298,268,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
4507,162,144,59,99,59,75,380,144,114,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
4508,59,59,99,59,59,415,199,513,267,271,392,221,243,186,643,38,376,308,292,308,308,191,376,210,292,306,308,212,42,292,191,308,292,292,396,212,414,43,414,212,414,415,349,306,167,5,392,392,172,212,392,306,43,30,5,212,245,392,415,415,415,415,415
4509,59,59,59,59,59,716,152,103,174,158,428,143,121,121,121,79,58,79,390,79,79,390,71,143,79,357,357,390,71,357,390,143,390,275,143,143,143,143,143,390,143,143,143,79,143,143,143,143,143,143,143,79,136,275,79,121,79,357,423,423,136,143,143
4510,59,72,59,59,223,223,842,305,148,46,168,331,22,296,190,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
4511,59,99,59,59,59,542,351,305,93,305,223,272,22,258,358,22,360,59,231,160,158,356,360,130,286,130,148,3,148,255,160,356,3,3,255,3,3,3,3,148,3,148,3,3,148,3,148,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4512,59,59,59,59,59,390,22,658,357,231,389,363,424,136,435,258,421,158,231,424,79,71,71,309,435,357,390,136,79,390,71,435,79,143,275,79,79,390,79,275,390,143,54,71,122,402,121,390,143,71,71,390,402,79,71,71,390,402,402,423,71,423,71
4513,59,59,59,37,234,415,63,322,356,381,22,322,158,177,216,322,66,82,322,208,363,174,174,363,425,320,421,363,320,363,174,174,363,35,174,320,35,174,363,35,287,363,174,77,192,77,174,363,35,287,287,35,77,192,192,34,35,192,77,287,192,287,192
4514,57,277,294,277,59,53,200,863,308,300,237,39,300,191,286,51,221,42,55,55,286,400,256,286,256,42,286,286,175,42,286,248,119,119,286,119,119,286,302,286,286,395,286,286,286,286,286,286,286,286,286,286,248,286,286,286,286,286,253,286,286,302,286
4515,59,99,445,59,138,71,155,264,280,272,481,46,34,337,351,351,187,131,79,157,228,198,280,351,351,41,87,190,280,228,87,359,359,239,351,280,280,421,351,280,351,351,228,239,280,423,309,136,333,280,136,333,280,280,280,333,333,280,190,423,351,190,280
4516,59,144,303,17,176,87,535,603,425,407,136,349,158,137,46,374,255,135,351,231,285,122,107,423,253,385,271,374,32,50,371,349,136,136,136,349,349,349,371,371,349,371,371,422,25,371,136,50,371,136,86,371,136,136,136,136,371,136,136,371,136,371,435
4517,99,285,374,105,99,595,86,168,447,535,839,793,814,549,273,105,156,395,105,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
4518,149,258,59,433,324,353,451,139,385,433,298,404,433,433,433,433,268,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433
4519,59,59,99,99,273,482,49,543,261,294,136,109,192,364,373,288,203,5,426,793,288,387,288,288,292,288,288,288,288,5,288,288,97,292,5,43,95,292,43,228,292,288,288,43,288,228,263,426,5,5,288,224,426,43,43,95,426,263,5,426,43,228,426
4520,59,99,99,59,385,154,490,212,391,416,102,261,101,47,392,392,349,392,245,15,344,245,15,15,344,344,15,15,245,344,418,344,15,15,209,377,392,15,15,344,344,249,344,88,301,249,344,301,209,344,344,15,15,245,5,344,249,344,344,344,344,15,301
4521,115,522,382,749,63,712,253,342,367,374,335,107,48,225,274,25,42,319,155,14,324,49,49,26,274,48,384,324,49,434,72,171,296,49,49,49,49,282,49,49,49,171,49,296,48,296,49,102,49,49,48,57,171,49,49,49,48,102,102,48,49,102,102
4522,59,59,59,144,59,17,66,536,103,77,275,77,216,143,71,35,379,421,35,311,275,79,363,160,252,351,255,421,252,239,357,252,361,255,135,252,252,135,351,257,252,58,58,58,361,68,68,60,355,361,361,361,421,252,311,311,252,252,58,135,296,296,349
4523,27,31,285,7,137,441,563,304,28,66,103,407,54,46,424,41,216,87,389,46,374,46,297,87,306,389,78,68,194,78,78,374,132,87,17,68,202,68,68,78,68,68,78,132,68,68,68,68,68,68,68,68,68,68,68,374,78,78,78,46,68,68,68
4524,59,99,59,59,99,247,818,402,290,351,106,367,24,198,351,126,371,309,371,296,296,7,435,35,231,3,14,130,3,331,109,255,109,373,421,130,199,199,252,199,236,236,373,199,373,255,199,3,199,255,199,270,155,199,199,283,155,199,155,155,155,155,155
4525,59,59,99,59,99,59,252,640,295,264,135,356,253,235,93,319,148,360,240,371,371,296,40,91,367,371,86,91,354,86,347,91,375,40,251,150,261,271,290,86,138,290,290,150,436,436,367,367,86,251,91,436,240,91,375,290,436,436,436,436,375,251,375
4526,59,59,59,59,162,628,91,81,240,107,70,273,203,135,331,127,211,211,322,35,26,26,424,424,374,424,435,136,424,363,287,390,309,351,355,63,305,355,355,305,363,309,311,305,305,355,355,355,309,239,355,355,305,355,239,355,252,305,135,239,305,239,309
4527,59,59,99,59,273,648,398,202,215,269,267,300,185,3,185,185,235,181,256,381,49,31,119,286,31,31,365,274,274,102,274,255,371,188,199,230,365,385,188,365,274,188,188,274,155,274,274,14,295,365,365,274,225,274,11,274,188,188,274,11,273,374,374
4528,385,353,144,331,150,39,326,815,199,303,86,135,247,335,198,240,234,130,130,335,251,40,335,319,335,91,335,290,371,331,371,371,360,359,371,335,333,359,319,91,271,91,333,331,335,333,91,271,333,333,360,333,290,333,271,40,271,333,271,319,333,360,150
4529,377,281,229,59,18,761,402,320,158,77,60,158,423,187,187,252,424,421,79,275,190,79,79,423,79,361,390,71,79,79,357,71,71,79,79,79,423,351,71,79,79,390,423,275,275,275,423,143,143,79,275,275,79,275,79,275,143,143,79,79,143,143,79
4530,59,59,59,59,59,303,12,92,349,344,4,433,354,89,200,45,200,200,200,200,200,200,200,140,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
4531,59,59,59,251,59,422,752,771,599,136,230,211,58,423,122,351,77,2,202,349,395,385,253,32,371,349,395,70,273,127,271,303,24,309,303,50,303,303,303,32,32,24,24,358,358,358,70,358,135,24,358,358,24,7,303,135,50,175,358,358,7,24,135
4532,59,59,59,59,520,85,32,459,234,314,73,188,102,326,4,4,224,215,215,316,352,316,316,316,171,325,225,116,173,225,325,171,215,102,102,102,173,215,173,173,171,173,173,215,268,173,173,173,173,171,173,268,173,173,268,316,173,173,173,173,173,173,171
4533,59,59,59,59,99,196,399,188,317,166,12,353,313,353,406,84,406,221,233,88,396,344,237,221,432,181,250,416,250,250,205,42,205,25,205,377,164,416,377,433,433,416,53,205,53,53,47,53,53,53,416,205,205,164,164,205,53,416,416,205,205,127,205
4534,59,59,59,59,59,753,122,421,255,381,255,263,261,253,156,379,157,373,192,264,192,266,294,127,373,199,266,199,199,373,373,77,373,77,373,199,199,77,104,199,351,145,373,373,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
4535,10,285,59,99,54,113,179,422,290,210,225,63,185,324,31,217,202,374,77,374,240,273,93,358,135,273,273,135,19,421,335,273,274,356,374,374,273,358,127,374,374,135,127,374,273,135,374,374,274,374,198,374,374,374,273,273,374,374,374,374,374,7,274
4536,39,78,144,166,54,7,40,588,316,196,381,365,422,261,150,273,2,360,7,381,7,303,303,150,202,7,371,150,7,371,150,359,7,371,7,7,198,271,7,198,296,240,359,135,359,359,359,358,198,198,359,7,358,7,7,7,358,7,24,7,7,358,7
4537,59,59,59,59,99,811,73,131,320,66,208,424,425,407,174,66,320,320,10,10,34,320,66,17,27,17,66,17,320,27,27,407,10,66,407,27,407,66,66,27,17,17,17,17,407,407,407,66,66,17,66,17,17,17,17,66,407,66,17,17,17,10,17
4538,421,218,59,59,61,480,37,370,302,215,90,247,413,163,347,163,237,347,237,237,163,161,163,161,161,260,161,347,161,237,161,237,161,161,161,237,161,260,161,161,161,347,161,161,347,347,347,347,347,347,347,347,161,347,347,347,347,347,347,347,347,347,347
4539,59,59,59,59,99,199,199,296,468,296,266,349,383,231,3,225,390,145,296,274,231,406,371,363,371,252,77,371,373,199,350,130,131,199,350,35,199,130,63,402,63,63,361,331,331,131,19,379,160,331,199,402,379,199,402,77,63,373,373,199,199,199,77
4540,99,59,59,59,59,190,167,399,413,55,168,413,413,138,413,413,214,430,214,214,214,138,138,161,260,269,240,214,290,214,214,260,64,214,138,290,260,260,260,260,138,179,260,260,260,260,260,260,260,260,260,260,260,64,64,260,260,260,260,260,260,260,260
4541,59,59,99,59,132,382,107,544,306,581,207,288,179,339,144,306,55,261,70,129,210,181,349,437,210,138,181,191,306,55,11,191,306,222,392,156,64,191,42,202,210,269,193,55,55,191,269,391,378,191,191,378,391,181,191,406,415,269,105,11,191,55,221
4542,59,59,59,212,99,359,299,260,405,175,78,64,422,198,179,385,24,70,202,134,169,156,156,253,156,64,159,110,261,138,178,290,156,156,70,193,114,398,134,123,394,240,159,37,251,70,210,70,202,70,144,42,37,210,210,70,70,144,179,70,85,181,138
4543,59,59,99,59,59,171,150,848,188,396,204,416,205,416,785,566,412,416,212,377,105,416,259,416,377,212,748,212,99,212,681,212,99,212,377,377,386,88,344,377,415,56,88,429,212,212,212,205,212,681,377,386,212,344,99,99,205,386,262,429,386,386,345
4544,579,341,404,59,272,255,404,418,404,404,404,404,404,404,268,404,404,404,404,108,404,404,404,404,404,404,404,404,404,404,404,404,318,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
4545,349,187,187,142,379,248,58,143,320,17,27,287,77,287,361,363,423,126,361,272,190,187,187,126,363,187,309,34,390,359,190,41,359,41,187,311,34,187,34,22,22,190,187,187,190,187,187,190,41,187,187,190,190,187,41,359,143,187,22,187,187,187,187
4546,99,59,59,366,99,415,200,437,259,362,415,233,362,12,12,76,133,415,88,249,415,310,429,196,88,415,276,415,345,415,415,345,345,415,429,277,345,345,277,415,429,345,415,415,415,415,212,345,345,415,277,345,415,277,415,345,345,415,415,415,415,415,415
4547,293,212,59,251,59,774,79,665,71,363,152,158,141,255,257,358,211,421,275,67,158,304,127,231,158,311,275,266,311,311,239,296,158,252,160,148,148,19,26,148,231,19,434,349,26,26,258,231,434,158,148,169,63,26,145,148,434,160,331,148,357,148,402
4548,59,59,59,99,329,202,85,862,683,581,207,159,422,271,19,385,271,273,145,19,271,32,25,159,299,253,42,422,253,382,398,253,114,24,24,68,24,157,349,385,349,187,382,355,68,367,382,202,247,253,165,202,275,374,382,382,93,422,382,202,132,93,299
4549,59,218,59,253,99,272,98,298,681,698,254,429,47,112,249,197,412,327,310,196,262,327,262,262,154,197,262,197,262,197,259,120,262,262,262,197,262,262,154,197,262,154,154,120,120,386,386,262,262,386,262,154,154,262,262,386,386,262,262,154,262,386,262
4550,144,99,59,59,144,760,138,70,176,207,202,252,157,423,132,395,299,239,190,198,41,187,253,247,142,190,280,41,83,142,142,247,41,142,247,142,142,187,272,41,247,264,264,41,190,142,41,41,142,142,41,41,264,41,247,83,41,97,247,280,247,170,41
4551,59,59,59,59,59,85,92,834,171,375,134,178,436,32,156,43,436,337,243,43,436,260,43,436,380,207,150,337,43,271,43,370,337,247,85,380,43,43,43,232,380,93,229,93,232,229,85,85,40,337,229,85,85,85,85,40,85,85,85,85,85,85,85
4552,338,608,596,59,720,338,137,290,6,75,4,73,108,75,267,57,298,75,215,215,75,57,75,283,326,48,267,325,334,352,215,75,117,326,128,326,75,117,325,316,352,325,117,316,75,316,75,151,316,316,325,75,73,316,215,316,117,75,75,75,75,75,352
4553,300,166,229,217,59,120,794,562,259,362,362,96,254,392,212,353,345,405,345,9,317,415,276,9,76,415,9,415,345,345,345,197,88,345,345,415,415,415,310,415,415,415,415,415,415,415,415,415,415,345,415,415,415,317,415,345,415,317,415,415,415,415,415
4554,59,59,59,59,99,109,109,91,322,402,305,255,303,331,198,231,257,319,428,258,35,35,258,281,35,199,231,155,255,183,199,183,155,281,402,252,281,281,155,155,155,155,155,155,155,361,155,14,155,160,155,160,155,160,155,160,155,63,199,160,160,160,160
4555,59,59,59,99,83,47,259,572,133,9,5,317,259,196,310,429,317,259,9,259,259,259,259,259,259,329,259,259,259,259,317,259,259,259,259,317,259,317,259,317,259,317,293,259,259,259,259,259,259,317,317,259,259,293,259,259,259,293,307,259,259,259,293
4556,59,59,162,59,59,207,159,179,237,8,161,279,37,393,163,20,279,62,8,237,92,238,393,237,279,279,279,92,279,279,279,413,393,279,8,161,204,8,92,279,279,241,279,161,279,437,279,279,279,279,241,241,279,241,279,279,279,279,238,166,279,166,161
4557,59,99,59,254,407,150,121,295,74,305,24,282,366,225,282,121,121,121,295,8,295,295,421,282,282,8,295,295,282,282,295,121,295,295,295,121,295,121,282,121,295,130,295,295,295,14,295,295,130,295,295,295,295,295,295,14,295,295,295,295,295,130,295
4558,710,390,66,289,321,496,130,575,373,41,40,42,375,210,252,107,135,335,383,286,360,63,3,3,130,3,199,155,331,145,130,160,3,3,234,3,356,356,360,356,331,360,252,331,331,383,130,130,383,383,63,130,295,130,14,130,130,130,130,130,130,152,130
4559,188,59,59,174,426,384,381,205,413,250,92,226,138,238,214,370,241,369,369,436,238,413,214,436,214,279,237,237,237,237,279,237,237,237,436,237,237,237,279,237,237,237,260,144,260,237,238,179,179,260,260,166,179,260,237,179,179,179,179,179,179,179,179
4560,59,59,59,59,59,125,610,101,108,248,64,293,433,262,405,262,405,405,353,353,21,429,405,21,21,21,21,42,396,21,21,21,21,21,21,21,21,102,21,21,21,21,21,204,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
4561,295,370,31,59,59,407,17,441,252,60,143,216,190,272,148,333,86,223,272,41,272,305,305,305,290,359,337,423,337,187,309,305,305,253,202,280,22,272,290,109,280,223,136,136,305,50,136,136,136,50,187,127,136,136,136,136,136,136,136,136,136,136,136
4562,59,59,59,99,59,404,857,271,73,360,350,155,319,371,383,240,3,374,356,3,287,335,331,199,231,373,273,127,373,360,160,335,135,374,135,331,130,130,402,360,63,273,145,435,160,63,63,373,360,365,430,430,360,198,63,130,130,14,383,130,63,130,130
4563,59,99,59,59,42,281,863,618,556,202,382,302,86,261,382,193,382,43,5,264,203,395,243,364,203,382,159,265,338,264,247,203,426,247,380,95,78,203,203,78,264,247,422,264,247,203,247,32,422,247,247,247,422,247,247,247,398,247,78,247,247,422,247
4564,99,59,144,59,144,223,67,60,390,225,137,187,223,252,252,187,136,71,79,71,79,275,79,390,79,79,79,223,79,79,79,275,79,390,390,79,275,79,223,79,79,390,79,71,79,296,79,296,79,275,71,296,79,275,296,296,79,296,296,79,296,79,79
4565,59,7,59,59,59,871,598,736,41,136,93,266,17,187,299,239,388,379,208,272,375,50,388,253,388,395,135,285,403,375,169,2,93,388,253,403,388,371,280,136,371,109,422,422,136,375,136,335,375,371,371,371,136,371,136,371,335,371,371,264,371,299,371
4566,5,399,239,416,59,614,49,207,139,82,431,200,210,110,237,106,326,48,68,68,106,405,102,255,197,197,106,33,33,221,33,221,221,270,116,221,221,33,153,106,221,0,116,268,116,218,116,270,116,33,197,116,221,116,116,221,33,116,197,197,197,283,218
4567,59,99,59,99,59,253,232,351,295,373,383,31,223,383,231,255,107,360,430,303,155,296,150,371,290,371,91,319,319,319,319,319,335,335,40,375,150,375,169,40,347,91,375,91,375,91,251,251,251,251,169,375,91,169,335,91,375,290,375,331,375,91,91
4568,105,10,422,646,202,558,178,610,696,839,393,814,110,677,253,274,202,110,247,210,138,399,191,382,132,110,191,110,191,382,129,110,260,42,110,110,261,42,70,132,306,110,42,306,42,364,202,364,202,202,306,364,306,42,202,306,42,202,261,261,369,42,306
4569,311,59,377,78,59,194,584,501,264,520,501,422,756,156,408,5,546,27,5,42,95,43,272,265,43,95,95,95,207,264,207,95,95,278,264,95,95,288,95,264,264,264,95,264,338,264,264,338,338,280,264,264,264,264,264,338,264,264,264,264,264,264,264
4570,384,213,198,99,831,347,305,850,402,22,81,357,152,257,121,402,282,59,71,152,122,58,402,122,54,421,282,402,282,257,390,282,282,54,282,252,122,54,402,402,282,282,282,282,402,282,282,282,282,257,252,252,282,282,282,402,282,421,282,295,183,282,282
4571,59,99,59,40,59,818,875,376,182,45,117,74,344,181,75,74,383,325,171,325,325,267,316,326,326,49,316,128,366,326,366,151,128,326,326,366,128,326,326,49,366,326,384,384,128,49,326,384,326,326,326,326,326,49,49,326,326,326,326,326,326,128,326
4572,366,124,162,99,59,17,620,570,127,266,73,270,49,33,199,258,252,121,73,73,75,73,94,73,74,49,73,73,73,74,73,73,73,73,73,73,74,73,73,73,73,73,74,49,73,73,73,74,94,74,29,73,73,74,48,73,74,74,73,94,73,340,94
4573,59,59,59,59,215,322,559,370,148,135,34,351,287,174,79,59,67,216,322,287,67,424,322,216,216,216,211,180,322,322,322,322,322,322,322,322,322,322,10,322,10,322,322,211,322,216,211,322,216,322,216,322,322,322,322,211,211,10,10,10,211,322,211
4574,59,59,59,162,59,817,357,82,428,331,143,26,121,187,41,187,79,351,423,361,79,390,423,423,79,187,390,390,423,357,79,79,390,423,357,390,79,359,79,79,148,351,351,79,79,357,351,390,351,423,351,79,357,357,390,351,351,423,423,357,423,79,423
4575,59,59,59,59,99,406,182,128,261,181,159,53,161,416,139,8,406,37,221,234,400,39,221,200,205,300,406,313,406,221,406,406,406,406,406,406,406,246,406,406,406,406,406,406,406,406,406,365,365,406,406,365,406,406,246,406,221,246,5,69,406,69,406
4576,297,320,360,59,162,297,352,86,316,185,326,316,199,215,130,366,366,151,151,49,366,72,48,72,49,258,48,48,225,48,49,48,72,72,48,282,72,258,282,48,225,225,72,282,282,225,57,57,57,48,72,57,225,384,48,225,14,72,57,72,225,72,225
4577,59,59,59,59,855,556,55,439,15,167,394,203,144,394,393,144,92,144,243,144,394,393,214,332,238,214,37,144,42,55,245,85,242,245,394,245,394,394,394,245,302,394,191,191,191,191,306,394,394,302,55,332,222,332,191,332,191,55,269,191,6,191,6
4578,59,59,59,59,59,855,237,124,318,154,262,154,212,154,154,154,154,76,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
4579,59,59,162,99,59,23,8,175,15,42,167,385,197,166,197,39,11,154,120,405,327,197,327,327,262,327,262,120,327,327,120,327,259,120,259,259,327,120,259,120,197,197,120,327,120,327,120,120,120,259,120,120,327,120,120,327,327,120,386,120,197,327,120
4580,228,700,55,258,260,795,258,613,847,232,408,333,361,264,263,228,228,156,280,228,156,264,264,228,83,228,157,280,280,264,278,278,278,228,280,280,228,280,280,228,264,280,157,228,264,280,280,280,157,228,280,280,280,280,280,280,280,228,280,280,280,97,280
4581,59,59,59,99,59,272,383,280,741,599,198,27,359,136,359,187,126,190,190,126,190,190,272,187,247,272,126,272,422,272,190,223,187,126,187,190,107,190,187,223,126,223,107,223,126,187,223,223,107,107,107,107,126,107,107,107,223,272,223,272,107,272,272
4582,59,59,59,140,144,500,83,252,3,3,282,215,49,360,215,36,316,7,183,36,36,36,130,36,198,354,36,271,14,354,130,251,130,130,271,354,354,130,36,130,150,181,130,430,251,130,181,430,181,354,130,430,181,319,319,371,271,319,138,319,319,271,202
4583,59,99,59,59,59,93,305,165,255,335,135,295,303,360,309,255,155,251,360,231,331,145,371,371,296,359,148,371,360,360,360,331,360,148,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
4584,620,214,59,761,59,202,288,260,328,433,197,51,433,197,328,318,404,233,254,433,254,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433
4585,59,59,99,59,59,601,148,67,60,187,435,79,71,390,71,79,423,390,143,252,358,63,358,231,160,158,158,390,158,26,158,231,26,26,158,349,158,26,160,26,158,421,26,26,26,158,158,158,158,26,26,26,26,155,158,231,26,158,231,231,158,158,231
4586,59,59,59,59,59,394,636,281,190,322,382,63,136,71,351,389,26,136,331,309,305,331,22,359,223,86,359,305,22,359,223,223,280,24,126,22,280,223,223,382,107,223,359,280,223,359,280,272,280,280,280,280,223,280,272,280,272,223,272,223,272,24,272
4587,59,59,59,37,59,47,702,722,167,584,681,172,124,167,167,415,418,21,167,119,167,376,119,396,175,396,119,376,399,399,396,42,396,399,399,396,399,396,396,308,399,396,396,376,396,396,399,399,399,399,396,396,308,399,308,308,396,399,396,308,396,396,396
4588,209,300,350,441,568,856,744,804,681,826,350,288,394,377,377,283,696,23,162,377,377,377,377,377,415,377,377,377,377,377,377,377,118,99,100,377,154,840,377,100,377,377,205,212,377,301,377,377,377,377,377,377,377,377,186,186,377,118,377,377,377,118,262
