ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8
3133,6768,2431,1651,2210,2377,1985,526,3207,2641
3134,6768,1975,1547,2580,3079,1233,1101,1789,1289
3135,6768,1975,1547,2292,1067,480,2192,1232,3358
3136,6462,432,716,1378,836,1948,2319,3251,1107
3137,1261,2333,3,3360,3399,1251,2396,2977,3144
3138,6768,3453,130,1378,1555,1012,1470,3251,1107
3139,6768,1608,2996,1232,2167,1989,3093,1232,3528
3140,1261,2333,3019,474,2991,2496,2674,2892,742
3141,6462,3289,724,923,1089,437,362,2616,1212
3142,1261,432,3019,474,3132,3341,1479,163,2801
3143,6768,59,3477,3417,2377,908,1309,908,1780
3144,6768,2333,3019,474,2812,2055,2396,2572,3063
3145,6815,1865,1148,62,2499,2111,1599,681,613
3146,6768,3613,4554,153,2812,3287,2351,2572,3165
3147,6768,2371,234,1234,2349,3117,1505,4228,304
3148,6768,2910,2444,3254,3387,2043,1878,442,1793
3149,6815,2935,296,2953,1443,1460,3093,2764,2280
3150,6768,109,109,2210,3244,2234,3244,2234,3165
3151,6768,601,2571,1421,2369,2043,3192,442,1302
3152,6768,1558,1025,1658,774,1985,2222,1130,2498
3153,6768,837,2545,599,249,3438,3440,3438,3438
3154,6815,1558,2597,3417,321,1644,1780,138,1780
3155,6768,59,1990,239,735,220,1612,239,3463
3156,1261,2892,1990,1378,977,1321,2818,2892,291
3157,6768,1538,724,1726,423,360,1878,3190,360
3158,6462,2892,2617,1234,2895,2250,2351,1288,3210
3159,6768,6,2952,1169,2406,1989,2351,3371,72
3160,6768,6401,724,3254,2368,2760,2760,3452,2760
3161,6815,2862,1031,898,2068,3589,2236,1101,1525
3162,6768,2431,119,2536,1935,2234,2674,3148,642
3163,6815,327,2190,917,1078,437,655,2616,1933
3164,6768,327,1401,2210,1495,472,2319,25,291
3165,6768,59,1395,1390,137,1233,2263,2764,322
3166,6768,743,2236,75,2167,2361,739,2020,3358
3167,6768,3289,5027,3280,632,1798,1505,3369,3034
3168,6768,3347,1651,2953,3016,3407,2210,3207,2318
3169,6768,2431,3163,1717,235,373,1878,1535,2435
3170,6768,59,296,1100,921,1233,1395,2764,2650
3171,6768,2930,6459,2953,2893,1460,1204,1979,3153
3172,6768,1584,2891,875,1913,2413,1878,218,1129
3173,6768,95,2952,3360,3399,2250,1470,1731,1624
3174,6768,1538,1990,1378,2328,798,1470,25,291
3175,6768,3404,1189,2210,2839,472,2443,535,1341
3176,6815,2637,1148,1999,113,916,277,681,327
3177,6768,898,2928,239,1038,1127,2078,2892,1253
3178,6768,2431,2597,2210,1179,2790,730,606,3515
3179,6768,2910,2319,3254,1842,3287,1169,2043,1793
3180,6768,3613,732,1234,2895,935,2351,2429,742
3181,6768,394,2545,1161,3244,2234,1479,2234,3165
3182,6768,1538,716,923,2839,1948,710,3251,3404
3183,6462,2910,1477,756,1842,2737,1878,3101,1605
3184,6768,2776,716,1055,2068,698,1497,3190,327
3185,6815,749,3299,917,737,421,3201,946,2479
3186,6462,3613,6459,5955,628,6624,3201,5397,2315
3187,6768,2431,1535,1022,2377,2163,2319,3029,327
3188,6768,1715,3163,2571,249,2571,3440,1801,2571
3189,6768,2431,90,2210,921,1341,2303,16,1341
3190,1261,3289,2891,1894,2983,1948,2678,3251,1948
3191,6815,59,1923,2914,2930,1022,2037,1377,1686
3192,6099,2222,1401,2953,3057,1233,1878,2616,3515
3193,6462,3289,2891,2596,249,3357,414,1764,649
3194,6768,3074,848,3254,591,5993,4350,3569,848
3195,6768,2598,5768,714,893,2215,3412,156,2598
3196,6815,1558,1148,2388,1231,1460,2609,1979,3153
3197,1261,2333,2444,239,249,1798,3021,2977,3144
3198,6768,2935,2996,3345,1443,2397,2224,156,3265
3199,1261,2426,2617,1234,3051,234,2351,142,742
3200,6768,2431,1676,917,166,3321,2443,917,2479
3201,6815,5631,1148,3178,3891,2055,1878,2266,94
3202,6768,1975,2501,1055,321,1983,1878,1164,286
3203,6768,2598,2505,75,2167,2497,1071,2020,1707
3204,6768,837,2444,1717,249,373,807,535,2031
3205,1261,432,3127,3360,653,1321,1612,2977,1624
3206,1261,33,649,917,506,649,1599,1764,649
3207,6768,59,296,2210,1935,3407,1001,420,3202
3208,6815,2431,2597,3417,321,773,1780,1646,1780
3209,6768,59,898,917,737,282,1101,1623,1253
3210,6815,601,3492,917,1078,2034,986,2616,327
3211,6815,1975,1547,1055,171,3472,2222,337,2498
3212,6815,2146,296,2210,2559,2204,3518,1034,3283
3213,6768,1865,1031,619,419,1233,2543,138,1289
3214,6768,1975,3492,2370,2301,1484,2222,1101,2498
3215,6768,3289,393,6617,2068,3328,2581,1101,2715
3216,6462,1538,2891,2078,249,1381,3136,611,3430
3217,6768,2772,2996,3472,2236,3472,2236,273,1794
3218,5376,1558,1923,619,321,2479,1646,1646,327
3219,6768,2146,832,2625,137,1233,1924,3369,550
3220,6768,2431,296,3417,921,1233,3348,3348,1289
3221,6099,2431,2444,2230,1842,2055,2319,563,291
3222,6768,2598,2505,75,2167,2215,32,416,3358
3223,6815,1558,3527,437,1622,2389,2917,2100,2571
3224,6768,432,1368,75,836,3117,2396,2977,1624
3225,6768,1872,2545,2953,1872,1758,3508,1758,3397
3226,6768,2935,296,2210,321,1985,518,1055,1780
3227,6768,3613,2394,237,2406,269,835,2616,1212
3228,6768,898,2891,3254,3891,106,1447,445,2495
3229,6768,604,978,2953,2978,604,2924,2651,2924
3230,6768,1558,832,2879,73,1233,2771,2764,1558
3231,6768,2431,1919,2210,1622,1889,286,1164,286
3232,1261,2892,475,1378,977,935,2461,977,291
3233,6815,1715,1148,1579,3281,78,1878,1377,1937
3234,6815,1715,1148,2914,113,3201,3201,1377,1937
3235,6768,2431,1196,2210,1179,2790,59,606,3515
3236,6768,59,1401,2210,2134,2790,3326,2441,1756
3237,6768,2222,1395,2625,921,1233,2550,1390,2208
3238,1261,2333,3127,1726,2942,1322,2909,2977,3063
3239,6768,837,2545,2058,2839,2234,1479,2092,3165
3240,6768,2699,724,153,2301,234,1878,598,2339
3241,6768,3347,2505,714,2167,2397,3412,156,865
3242,6768,898,2891,1894,1091,2596,1094,1377,11
3243,6815,1865,1031,1395,2930,1233,2,2186,3398
3244,6768,2431,296,3417,2377,3472,420,420,291
3245,6768,2146,2444,2953,321,1985,1447,1130,2863
3246,6815,1558,1923,1658,1875,2509,3201,168,2939
3247,6815,2431,2891,3417,2377,773,3140,3038,327
3248,2263,1474,1395,722,1231,1460,1474,1474,1231
3249,1261,2333,209,239,2942,220,3065,3013,3430
3250,6768,837,2444,1766,235,373,225,225,225
3251,6815,59,898,756,1646,1087,202,1646,291
3252,6768,3289,2996,714,2236,2346,2192,2035,1794
3253,6462,2146,3419,2879,1643,1233,1924,3369,1558
3254,6815,601,3299,237,3057,2034,2,1212,1212
3255,6768,2910,1582,2536,2352,3407,1122,1303,747
3256,6815,59,2891,2413,598,1633,681,2616,1212
3257,6768,1975,1838,1195,2140,480,671,1055,642
3258,6815,601,1931,1658,1772,269,155,29,2339
3259,6768,59,3242,756,2314,3472,1309,908,327
3260,6768,1865,1710,619,419,421,2263,419,1899
3261,1261,2621,2891,3091,3188,1371,2674,667,327
3262,1261,2371,3127,2536,2942,1832,2855,733,3430
3263,6768,59,296,2210,1935,2199,420,420,1833
3264,6768,394,978,2210,3244,213,1728,2234,2435
3265,6768,3289,724,3319,2839,234,423,1560,3165
3266,6768,2395,2545,923,249,213,3440,3452,3165
3267,6768,3613,6459,3201,628,1460,128,3527,1483
3268,6768,1865,1031,90,419,1233,2233,419,1899
3269,6768,2910,2319,3254,1842,2055,2319,3029,291
3270,6462,3613,2571,1421,3192,1238,3192,2043,2112
3271,6768,2333,3,1234,2895,2250,2396,1500,2895
3272,6462,3453,475,474,2960,1745,986,3251,3165
3273,6768,2935,296,3345,1443,2397,2224,156,1861
3274,6768,837,2444,1303,506,2979,3136,1303,3430
3275,6768,3613,5153,591,591,3287,2319,690,327
3276,1261,1538,475,917,1842,2034,1878,279,1315
3277,6462,1538,3419,923,249,3471,1599,1560,249
3278,2263,432,1368,2558,653,3117,2396,2977,3063
3279,2335,3074,3208,2413,3057,1069,4681,1358,1069
3280,6768,1558,3492,2388,1772,1460,128,1271,1558
3281,6768,258,978,2210,389,213,1878,2176,1701
3282,6768,2146,1919,3417,165,1889,518,1927,286
3283,6768,601,2891,3254,2369,1889,1878,2043,72
3284,6768,33,2319,3254,1842,3105,1053,3029,1793
3285,6462,3208,4554,1169,423,234,2674,3343,3165
3286,6768,2910,442,3254,235,3287,3508,442,1793
3287,1261,1286,2891,239,735,220,3136,1953,1052
3288,6768,3613,2571,3254,1842,3287,2222,442,72
3289,6768,59,952,285,137,3407,2025,3369,291
3290,6768,2431,1535,2230,2377,773,3242,174,291
3291,6768,2823,716,3360,2895,1251,2674,2119,1885
3292,6768,2431,1651,886,2377,492,65,2208,291
3293,5376,1558,5330,3254,4359,1069,3777,1458,2792
3294,6462,1286,2891,1504,648,1896,2303,1126,327
3295,6768,2146,2444,3506,2773,106,690,789,291
3296,6768,2431,3256,2230,1179,2790,730,2287,291
3297,1261,1538,716,917,1162,220,2350,1764,716
3298,6768,1538,3,1303,2812,106,1188,1303,3063
3299,6815,1865,1148,3178,1091,2111,5740,3383,1341
3300,6768,3613,3057,237,3057,2034,3201,1979,1212
3301,6768,59,1642,2210,598,3407,3348,1380,2469
3302,6462,1776,978,2210,3244,213,3440,1485,1728
3303,6768,394,3419,1801,249,3471,1599,1387,249
3304,6768,601,3492,1894,321,1646,504,1646,327
3305,6462,2910,3019,1169,3132,3453,188,3029,1594
3306,1261,1975,3127,1894,2895,1371,1612,2977,1612
3307,6768,5631,5330,3254,1565,194,1878,1265,2939
3308,6768,2621,1918,3091,1913,334,2674,736,3165
3309,1261,1538,2704,474,423,3469,423,163,360
3310,6815,3989,1923,2413,3180,1460,3753,1979,1452
3311,1261,3404,716,917,864,1948,1497,163,1152
3312,6768,1558,1932,2953,2406,1484,2953,2616,2339
3313,6768,898,898,898,737,698,377,1002,291
3314,6768,2431,1709,2210,321,2434,1878,1164,286
3315,6768,2431,2444,2536,1298,2163,414,1130,291
3316,6768,2431,1477,3254,3387,106,807,1164,174
3317,6462,59,296,285,1935,1833,420,420,1833
3318,6768,1975,2952,1378,2752,3117,2351,2977,3034
3319,6768,2431,1401,2210,1298,1877,1878,59,1629
3320,6462,59,2891,1259,1842,773,1309,1694,327
3321,6462,1975,2444,941,2127,1484,2222,1560,3063
3322,6768,2431,1124,2230,2578,1268,1878,1164,1605
3323,1261,1975,898,239,419,3328,377,1390,2398
3324,6768,1087,296,1100,2335,1087,2924,2651,2466
3325,6768,1975,3492,237,504,282,1101,1101,2014
3326,6768,1286,3419,2571,249,3438,1230,1126,2031
3327,6815,601,6459,2879,4892,269,3462,29,1212
3328,6462,432,2505,75,2236,2361,739,2020,3358
3329,6768,1538,716,392,2368,1760,599,1152,1152
3330,6768,59,296,2210,921,1833,420,1623,3515
3331,6462,1538,2571,923,249,649,986,1764,327
3332,6815,1558,5027,722,1239,1460,1924,3369,2804
3333,6768,2333,3419,923,249,649,1354,1126,3439
3334,6768,258,296,2210,2226,3407,730,1034,1833
3335,6768,1558,2501,2210,648,213,3440,2369,2435
3336,6462,2910,3019,1157,2873,3162,1878,2043,1436
3337,6768,2910,1461,1169,2812,3287,2351,3371,1885
3338,1261,3453,1547,947,3343,1314,2461,3343,3165
3339,6768,2892,1401,1378,2068,472,1878,3251,291
3340,1261,33,2902,2431,1779,2902,2818,2892,291
3341,6768,3347,1031,477,1443,1233,965,2208,1289
3342,6768,3018,1656,722,2074,1460,776,2764,1664
3343,6815,2431,2597,3417,2377,773,1780,1646,1780
3344,6768,2146,5027,3280,2773,276,1505,3369,3034
3345,1261,2371,234,1161,2839,1245,2909,3013,3430
3346,6768,2598,1529,1173,2167,2361,1071,3148,3358
3347,6768,3018,296,2649,2649,3472,2550,1651,1668
3348,6815,1558,2597,477,321,1233,776,1789,1289
3349,6768,59,1642,1935,1935,773,1935,2830,747
3350,6768,2431,1642,2230,921,1985,3155,2208,1341
3351,6768,2910,2571,3254,2395,3287,314,442,1793
3352,6768,59,475,2210,249,472,2443,1130,2306
3353,6768,3613,1535,3254,3387,1985,3508,442,61
3354,6768,1087,5027,722,2349,1798,1086,3369,2746
3355,6815,1975,1025,2388,1231,1460,1474,473,1558
3356,1261,4231,6610,3360,1162,1745,1612,2977,1939
3357,6768,59,1642,2210,598,1985,2210,1623,2469
3358,6815,180,1148,2879,975,3425,3462,1108,1558
3359,6768,2431,296,3417,2836,1642,730,138,3515
3360,6768,3613,2571,237,2406,61,3192,3452,1212
3361,6768,2892,3127,3360,381,3117,1612,2977,1107
3362,6768,2146,1395,722,1239,1233,1474,77,1558
3363,6768,3289,3419,2914,249,649,1599,2380,1341
3364,6815,601,2530,3254,1299,529,1878,5590,6946
3365,6462,837,2571,2879,2395,3194,1599,2254,249
3366,6768,2222,2257,714,1443,1233,2236,156,1525
3367,6768,1975,3492,1789,642,70,2222,1789,1452
3368,6462,1914,2891,170,1842,2223,1878,504,2435
3369,6768,3613,2444,3360,1842,2055,2319,651,327
3370,6768,2910,3163,3254,2237,3287,3508,442,1793
3371,6768,2431,2597,1087,1809,3407,2374,2651,291
3372,6462,327,3045,2210,1298,649,1878,16,1341
3373,6768,2621,2319,1157,1842,3162,1878,1130,327
3374,6768,432,2444,3360,249,106,152,1485,3165
3375,6768,2910,3163,917,1842,1896,1878,1130,2339
3376,6768,2910,2064,3254,2873,2034,1878,1431,1315
3377,6768,33,2891,3254,1842,3162,1878,3101,3227
3378,6462,3613,6459,3201,1231,1460,1204,3527,2277
3379,6768,2910,1656,2210,1298,2737,1199,1130,1063
3380,6815,2146,832,2879,1622,1233,2771,2707,1558
3381,6768,59,1681,1390,137,1233,377,1390,932
3382,6768,2371,2505,75,2167,2712,1071,2020,3358
3383,6462,95,1401,2210,2068,3162,1878,1130,3227
3384,6768,601,3492,2388,5227,3201,1204,3527,2277
3385,1261,2333,732,1234,2895,1017,2396,1017,3063
3386,1261,2333,3127,1894,3399,1251,1612,2977,3144
3387,6768,3289,2891,2625,2983,2055,2319,3029,3056
3388,6462,59,296,2210,598,1985,773,2379,174
3389,6815,601,5798,5405,3893,3201,3201,3543,2563
3390,6099,2910,946,1022,1179,1022,1878,324,2479
3391,6768,2431,1031,1782,419,1233,2263,1390,1289
3392,1261,4361,234,3360,2801,1017,3570,2429,3063
3393,6768,2431,1651,2431,1179,2549,730,1390,291
3394,6768,59,2575,2300,172,2397,1641,156,1861
3395,6768,2431,2597,3417,2377,1752,3348,138,2469
3396,6768,4002,3929,3254,2873,1989,2976,3657,2976
3397,6768,1087,296,3417,2377,1087,1309,1075,327
3398,6768,2910,1919,2230,321,2434,730,138,3515
3399,1261,1975,475,1894,1162,1321,2674,163,3311
3400,6768,2910,1656,4745,218,1381,1878,1801,1129
3401,6768,2431,2190,917,3261,2790,681,2208,3515
3402,6768,3613,442,3254,1842,3287,1878,442,1152
3403,6768,95,475,3319,2839,644,188,3190,2059
3404,6462,2910,1508,2571,249,3194,1878,442,2339
3405,6815,1975,1676,2210,598,2832,2832,2616,327
3406,6768,2598,1461,1132,2167,2361,1586,2002,3358
3407,6768,2598,2996,1132,2167,2497,739,3497,3358
3408,6815,180,1148,237,218,916,3462,3462,2315
3409,6768,2699,2596,153,2773,1798,1505,1500,3034
3410,6099,432,3127,3365,2895,1251,3276,1731,1624
3411,6815,749,1923,59,598,2821,59,1114,3515
3412,1261,432,3019,2332,2991,3287,1479,2059,742
3413,6768,59,1090,2431,2236,1773,672,2892,291
3414,6768,3347,2505,714,1590,2397,3412,156,2525
3415,6815,2431,296,619,419,1233,1474,1390,2110
3416,6768,327,1930,917,113,2034,2443,917,976
3417,6815,1975,3492,619,419,1233,325,2186,3515
3418,1261,432,732,3360,3491,1251,2319,1017,1107
3419,6462,1975,2891,1894,2236,3589,1101,1101,2498
3420,6768,1865,1148,237,1091,3383,1599,3383,2039
3421,6768,1975,3492,2953,2406,1386,2222,2176,2339
3422,6768,3289,5027,153,2349,1798,1505,3369,3034
3423,6768,3613,2952,3280,591,3287,2351,1500,858
3424,6768,3613,2956,237,4892,3201,3201,1108,2315
3425,6462,3317,1038,1634,1655,3230,1878,946,2479
3426,6768,59,2891,2953,4271,1087,986,239,1452
3427,6462,33,2575,756,2068,2903,1878,1888,1341
3428,6768,95,1990,3360,836,2270,2319,3251,767
3429,6768,837,1196,2210,598,1268,1447,2767,1664
3430,6768,2431,2444,153,685,1896,2319,3029,327
3431,6768,2431,3492,3322,1437,3287,202,667,327
3432,6768,2910,3163,3254,3288,218,1175,1130,61
3433,6768,59,2891,3091,1913,3287,807,1837,327
3434,6462,898,2891,756,1646,2476,59,1646,327
3435,1261,1975,2236,392,2236,3193,2236,2020,3358
3436,6768,1087,2022,2210,921,213,3440,2767,2466
3437,6768,2146,2444,1766,1622,1889,2036,933,2863
3438,6768,3613,2319,153,3399,2250,690,1500,2895
3439,6099,1975,2444,1634,591,1745,986,3251,3165
3440,6462,3317,1918,875,1913,334,875,667,291
3441,6768,2431,2736,3506,1298,1985,1016,1927,1554
3442,6815,1865,2530,2230,321,2034,2934,2904,1315
3443,6768,2910,2571,830,2812,2979,2351,1303,742
3444,1261,1975,2617,1894,2895,3396,2674,1731,1624
3445,1261,1286,3419,930,568,1599,1599,1764,774
3446,6768,1538,1370,1726,2839,1322,3136,471,3430
3447,6768,604,296,2210,321,2434,2832,1114,327
3448,6462,59,898,3417,239,282,59,59,327
3449,6768,1558,2952,3254,194,1889,1878,168,1452
3450,6768,601,3492,1190,3053,194,2990,2616,3153
3451,6768,837,1656,277,249,1599,1599,1764,649
3452,6768,6610,2236,2300,2236,3472,2236,3497,2584
3453,6815,601,1931,237,1091,1599,1599,1355,2318
3454,1261,3289,3419,2879,249,3357,3136,3013,327
3455,1261,2699,3929,2625,2040,1989,1924,2334,5371
3456,6462,1975,3492,1430,171,1484,2014,1101,642
3457,6462,1975,1918,3091,1913,334,414,667,327
3458,1261,432,3,474,1162,1948,2319,3251,742
3459,6768,898,921,2914,921,1633,2148,2379,327
3460,6768,3613,724,2953,3192,1238,2222,29,1212
3461,6768,3289,3,3042,836,1948,2720,3251,2710
3462,6768,1975,2575,1055,2301,1773,2543,2301,642
3463,6462,2621,1990,917,1073,3321,1878,2933,2479
3464,6768,1975,3492,1232,2894,1989,2014,1101,2014
3465,1261,432,2159,474,2801,3341,1479,417,2801
3466,6768,2206,2891,2266,249,2596,277,2596,2302
3467,6768,4023,2596,6635,2873,1989,1878,3657,72
3468,6768,3613,2571,585,249,629,1878,1108,72
3469,6768,2431,1919,3417,3406,1985,1807,2208,1289
3470,6768,6,363,2210,3244,213,1878,2100,2571
3471,1261,2892,475,1634,2960,1745,2461,3343,3165
3472,6768,2431,3163,917,3172,2034,1878,1124,3152
3473,6768,1796,2952,2230,2068,1233,1395,1471,1558
3474,2335,898,5803,4769,2559,2379,3753,2559,2339
3475,1261,95,2444,6635,2873,243,1878,442,72
3476,6768,33,1148,917,568,3201,277,917,2479
3477,6768,33,2891,2266,1842,3287,536,494,1152
3478,6768,327,1148,2230,3261,2118,1878,1124,2479
3479,6768,2930,296,2210,671,671,655,1055,2498
3480,5551,601,2394,2879,2930,3201,3201,2616,1212
3481,6768,2772,2996,1132,2167,2361,739,2002,3358
3482,6768,258,5153,2953,2181,2821,3201,2616,1452
3483,6462,601,2571,3254,3288,2043,3192,2043,2571
3484,6768,2431,90,3178,1602,2111,1602,3383,2736
3485,1261,33,2891,759,735,649,2350,3439,3439
3486,6768,2598,2505,172,618,2346,2192,2020,618
3487,6462,3404,2077,917,735,472,2350,3190,2320
3488,6768,3613,6039,2953,2406,1460,2222,1839,642
3489,1261,432,2617,1259,2829,2259,1479,2572,3063
3490,6462,59,898,917,568,2903,2219,59,1289
3491,6462,898,898,239,737,3589,2581,1101,932
3492,6815,59,1395,2230,2068,1233,2219,2182,1400
3493,6768,1558,2444,2953,774,1985,2222,29,2498
3494,6462,3613,6610,3254,6669,5031,4935,4919,6332
3495,6099,601,5027,2879,4892,1386,4877,1212,1212
3496,1261,1975,2092,3360,1052,1773,3276,2977,3144
3497,6768,2431,1395,1395,921,1279,1279,1623,1289
3498,6815,2431,2597,619,419,74,681,2616,3515
3499,6768,604,2996,714,2236,2774,3093,1590,3345
3500,6768,2431,1401,2210,3016,2034,1878,2673,1315
3501,6768,59,2891,239,3233,2055,1366,1062,291
3502,6768,258,1401,2210,1002,472,986,1623,291
3503,6462,258,1642,1390,2836,3407,1001,1390,1289
3504,6462,327,1148,917,3261,1326,277,59,2736
3505,6768,432,724,474,2801,2259,2674,163,516
3506,6768,2910,3163,1270,2395,1758,3440,99,225
3507,6462,432,716,3319,2839,1948,710,3190,3063
3508,6768,3613,2444,153,2406,3287,2351,3029,3165
3509,6768,2598,2996,1246,3262,2497,2236,65,291
3510,6815,1558,3303,619,737,2479,1154,1646,2479
3511,6768,645,1529,75,2167,2497,1071,67,3358
3512,6768,2910,2444,1959,2352,1554,563,2892,291
3513,6768,1975,3492,2953,2406,1460,1878,13,1452
3514,6768,59,2891,797,3891,2087,1646,1646,1780
3515,6768,1286,1656,2210,249,2528,2303,245,327
3516,6815,2431,2493,797,1913,334,875,667,327
3517,6768,432,3127,3360,3399,1251,2092,2977,3063
3518,6768,837,2444,2129,2812,276,2374,1303,858
3519,6768,2431,1919,2210,3163,2737,1599,1130,1063
3520,6099,810,1401,1959,2060,3328,2236,65,1629
3521,6768,1975,1189,2210,249,360,1878,1130,1664
3522,6768,59,598,2210,921,472,1101,1055,932
3523,6815,1975,1025,1195,171,1484,2222,337,642
3524,6768,432,3127,274,836,3117,1470,2977,1107
3525,6768,1865,2597,3417,2377,1646,1646,1646,291
3526,6768,2772,296,1132,1935,3472,1804,926,1794
3527,6768,2935,296,3417,321,2434,2966,1651,2041
3528,6768,645,1529,75,2167,2497,32,1293,3358
3529,6768,898,2891,239,2328,2476,986,1623,291
3530,6768,1975,3208,2165,1565,70,2222,1979,1452
3531,6768,1558,1031,1782,1231,1233,2263,1474,1558
3532,6815,2431,2597,3417,2377,773,1780,252,1780
3533,6462,1975,1918,1894,1913,334,1612,667,298
3534,6768,1558,832,722,1231,1460,1474,1474,1231
3535,6768,2146,296,3345,1443,2397,2224,3345,3345
3536,6815,3087,1148,2413,1091,3425,5740,1471,62
3537,6462,2431,1395,2230,419,1233,285,138,1289
3538,1261,1538,2891,1259,249,360,2350,3438,3438
3539,6768,2699,1401,2210,3016,2034,655,279,1452
3540,6462,2910,109,3254,235,3287,3508,442,1793
3541,6768,1865,1395,1395,1298,2111,455,455,2736
3542,6768,1608,1795,2953,2140,671,671,1055,642
3543,6768,2598,2505,2167,2167,2361,739,2002,3358
3544,6815,1865,1148,2152,4556,3425,3201,1471,3709
3545,6768,1715,1656,2879,2237,1985,1807,1801,1736
3546,6768,3613,3019,782,2873,3162,1878,442,72
3547,6768,810,1466,1169,2068,3162,1878,1130,291
3548,6815,1715,3163,2571,1872,1758,3142,437,249
3549,6768,1558,1923,2413,3057,2204,1878,1979,1452
3550,6815,1039,1923,2388,1231,1460,128,3527,3527
3551,6768,1558,1923,2152,321,1937,2917,2468,1701
3552,6815,1975,3492,2381,1617,282,282,343,2498
3553,6768,2222,2505,2625,137,1989,2751,156,1525
3554,6768,1975,3527,2388,1231,1460,2771,3527,1558
3555,6768,327,921,2210,921,3472,2443,420,2466
3556,6768,59,296,3417,2377,773,3140,174,327
3557,2263,601,3492,237,2040,1233,2347,1789,1289
3558,6768,59,1656,2230,321,3096,1878,681,1315
3559,6768,1975,3492,2388,821,2204,1878,1377,2283
3560,6768,2910,2571,3254,2237,3287,2222,442,72
3561,6768,2047,1126,1270,238,2737,1354,1126,327
3562,6768,2146,1461,3280,2773,787,1505,3369,3034
3563,6768,2047,363,1717,235,2737,1354,1860,327
3564,1261,432,3,3360,2991,1251,1479,163,742
3565,6768,2431,2597,2431,2340,74,730,2616,291
3566,6815,33,1535,3254,1842,3287,807,2043,1793
3567,6768,59,2077,2932,864,220,2350,3190,3465
3568,6768,2667,3419,923,2839,2696,2350,3190,3430
3569,6768,837,2571,3254,3132,3287,536,442,2031
3570,1261,33,475,1369,249,1599,1199,1803,249
3571,6462,327,946,2230,1842,2055,1878,512,2976
3572,6768,59,1395,62,137,3328,2581,2581,1525
3573,1261,2371,209,474,2812,1948,2829,3013,2801
3574,6768,3909,1401,3254,2873,243,1878,3101,288
3575,6768,2910,3019,3254,1842,3287,1053,3029,1793
3576,2263,258,1838,1195,2140,3407,1586,1232,3358
3577,6768,2431,296,526,921,1896,555,3251,327
3578,6768,2910,2530,2879,5546,2111,1175,1377,2620
3579,6462,2431,1919,2431,2377,1233,3458,2507,2041
3580,6768,1558,3492,2152,113,1937,2917,1377,2939
3581,1261,432,209,239,3136,2496,3136,2892,3430
3582,6815,59,1395,2230,1842,2055,2219,3101,1686
3583,6768,3347,2996,3026,2335,604,2924,2651,2924
3584,6462,327,2891,756,2314,2903,1878,1101,286
3585,6815,4271,1031,2507,1809,1233,2543,667,291
3586,6768,33,2891,3254,1842,3287,2918,442,483
3587,1261,2699,111,3820,423,14,3740,5094,3165
3588,6768,1087,296,3026,921,1087,2550,420,2466
3589,6768,552,282,619,3180,3160,377,1390,3515
3590,6768,3453,689,2292,2167,2215,1641,156,556
3591,6768,1558,3492,619,2978,3407,2374,2616,291
3592,6768,837,1126,153,235,1896,152,1126,453
3593,1261,4231,475,58,2991,523,2674,2892,1129
3594,6768,3613,2444,237,2369,3287,1878,442,72
3595,6768,1872,978,2953,2074,1795,655,1387,1387
3596,6768,604,296,2536,3225,604,2924,604,2924
3597,6768,2431,363,2058,2839,2234,3498,1303,3165
3598,1261,432,3419,239,3523,3522,827,2977,3144
3599,6815,2146,296,2210,321,2434,560,174,286
3600,1261,2910,475,2210,864,3326,499,3190,327
3601,6815,1558,1148,2879,218,529,3462,1108,1810
3602,6768,837,2891,3254,1842,3287,1053,3029,1793
3603,6768,59,296,886,921,1233,2717,1623,1289
3604,6099,3289,3419,923,249,2696,814,1501,649
3605,6768,95,1990,3360,3399,1251,2396,2977,1107
3606,6815,2930,1031,2210,321,2597,730,1623,327
3607,6768,1558,1923,2413,1772,2828,776,2616,2479
3608,6768,1558,1710,237,422,916,835,2468,1452
3609,6768,2910,3163,3254,1842,3457,1878,1130,1063
3610,6768,1608,1025,1055,2236,480,1586,926,642
3611,6815,2935,1642,2210,321,2434,2210,1034,1701
3612,6462,2910,2902,1378,977,2902,2818,2892,291
3613,6462,3613,3733,2914,423,1652,1878,2596,72
3614,6768,33,3472,917,1495,2199,2303,1062,327
3615,6768,1558,296,3417,2377,1233,776,138,1854
3616,6768,837,109,3019,2812,3287,1479,442,2059
3617,6462,4023,6610,6752,3051,234,2351,1017,3165
3618,6815,1975,1923,437,1565,1069,2222,3371,1452
3619,2335,4353,385,923,2559,2379,2303,1801,94
3620,6462,2910,3163,2210,2369,1157,1878,1063,1063
3621,6768,2431,1031,619,321,2904,1878,2673,1315
3622,6768,2431,1651,2210,321,182,3022,2616,3515
3623,6768,2431,1477,2210,1717,1268,1728,1164,2435
3624,6815,601,2394,237,3057,3456,835,3057,2318
3625,6768,1975,1547,1195,2236,480,3093,2301,2498
3626,6768,95,724,923,2406,923,986,1979,2339
3627,1261,1538,2092,3365,2895,1251,2674,1731,1612
3628,6768,1975,3492,2388,2040,1484,2222,1101,1452
3629,1261,2892,163,2058,2895,523,2674,2092,3165
3630,6768,432,1368,3360,381,3117,2319,3343,1107
3631,6815,1558,2597,619,321,421,835,2616,3515
3632,1261,432,1990,239,2328,1357,1612,255,2746
